,United_male,United_female,tuple,Parcel_male,Parcel_female,Service_male,Service_female,average_male,average_female,female-male
65,-1.4393141,-1.4566824,"('practical', 'impractical')",-3.756002,-3.675824,-3.005675,-3.0017037,-2.7336638768514,-2.7114035288492837,0.02226034800211618
3,1.4273889,1.9604537,"('likable', 'unlikable')",0.8034196,1.1095464,0.12120825,0.14507103,0.7840055624643961,1.0716904004414876,0.28768483797709143
34,-1.4094912,-1.6350596,"('loyal', 'disloyal')",-2.4884024,-1.8488142,-3.1610823,-2.718509,-2.3529918988545737,-2.0674610137939453,0.2855308850606284
13,-1.4008019,-2.3223703,"('helpful', 'unhelpful')",-4.2359433,-3.9552526,-3.8078365,-3.7896137,-3.1481939951578775,-3.3557456334431968,-0.2075516382853193
30,-1.3589056,-0.9354254,"('honest', 'dishonest')",-1.5384672,-1.4323702,-1.3525515,-1.5776281,-1.416641394297282,-1.315141201019287,0.10150019327799487
11,-1.3401718,-1.6379187,"('caring', 'unaffectionate')",-1.051671,-1.2224828,-1.6343117,-1.8917574,-1.3420515060424805,-1.5840530395507812,-0.24200153350830078
78,1.3088416,1.2633975,"('active', 'inactive')",2.414875,1.8893445,1.8472831,1.345596,1.8570000330607097,1.499445915222168,-0.35755411783854174
29,-1.2742742,-1.8883584,"('honest', 'immoral')",-2.725081,-2.4042263,-1.9371269,-2.0494924,-1.9788274765014648,-2.114025592803955,-0.13519811630249023
109,1.1538858,0.69048226,"('conservative', 'liberal')",-2.0009203,-1.8182807,-0.25267273,-0.24723852,-0.36656904220581055,-0.4583456516265869,-0.09177660942077637
108,1.1538858,0.69048226,"('conservative', 'liberal')",-2.0009203,-1.8182807,-0.25267273,-0.24723852,-0.36656904220581055,-0.4583456516265869,-0.09177660942077637
18,-1.1344285,-1.0270673,"('social', 'asocial')",-1.7288051,-1.684824,-1.2022858,-1.3430719,-1.355173110961914,-1.3516543706258137,0.0035187403361003344
84,-1.0967894,-0.5623756,"('self-confident', 'diffident')",-0.20773177,-0.22146937,-0.33015206,-0.343491,-0.5448910395304362,-0.37577863534291583,0.16911240418752033
10,-1.0708766,-0.81007516,"('affectionate', 'unaffectionate')",-0.05998087,-0.007221818,-0.33193713,-0.2878422,-0.487598180770874,-0.36837975184122723,0.11921842892964679
33,-1.0594859,-1.4408355,"('softhearted', 'hardhearted')",-0.9022353,-0.8446975,-0.04694803,-0.22415824,-0.6695563793182373,-0.8365637461344401,-0.16700736681620276
48,1.0482167,1.7416432,"('reliable', 'unreliable')",1.5582262,1.6889946,0.43161562,0.19806927,1.0126861731211345,1.2095690568288167,0.19688288370768214
77,1.0038981,0.8235993,"('active', 'inactive')",2.0005264,2.2827713,0.44122702,0.64188135,1.1485505104064941,1.2494173049926758,0.10086679458618164
15,0.9993564,0.8850008,"('polite', 'impolite')",-2.3472488,-1.6932988,-0.9522485,-0.9606769,-0.7667136192321777,-0.5896583000818888,0.17705531915028894
44,-0.99894184,-1.2088099,"('truthful', 'untruthful')",-2.2108316,-2.1092064,-1.3084164,-1.104938,-1.5060633023579915,-1.4743181864420574,0.0317451159159341
100,-0.9962696,-0.5194069,"('influential', 'uninfluential')",-1.2973633,-0.8525231,-1.235541,-1.016511,-1.1763912836710613,-0.7961470286051432,0.3802442550659181
58,-0.9889901,-1.559082,"('able', 'clumsy')",-2.4817367,-1.8400947,-1.6187905,-1.5554163,-1.6965057055155437,-1.6515309015909831,0.04497480392456055
60,0.97407305,0.13444668,"('educated', 'uneducated')",-1.878687,-1.2454697,-1.3474495,-0.8397556,-0.750687837600708,-0.6502594947814941,0.10042834281921387
46,0.9733812,1.6985078,"('generous', 'stingy')",1.9442892,2.1440308,1.3538294,1.2324251,1.4238332112630208,1.6916545232137044,0.2678213119506836
74,-0.96844566,-1.2517792,"('insightful', 'unperceptive')",-2.2346783,-1.976351,-1.8738745,-1.9782271,-1.6923329035441081,-1.7354524930318196,-0.04311958948771144
104,-0.96052444,-0.91257495,"('conventional', 'unconventional')",0.44367337,0.46409976,0.015316904,0.13941322,-0.1671780546506246,-0.10302064816157024,0.06415740648905437
94,0.9412411,0.36061317,"('aggressive', 'submissive')",-1.388501,-1.2269137,-1.1117971,-1.0124316,-0.5196856657663981,-0.626244068145752,-0.10655840237935388
59,0.90059555,0.739215,"('skillful', 'clumsy')",0.44973838,0.8406459,-0.7337246,-0.34880403,0.2055364449818929,0.41035230954488117,0.20481586456298825
62,-0.8660953,-0.16834095,"('creative', 'uncreative')",0.34629714,0.27665156,0.121460974,-0.02437082,-0.132779061794281,0.027979930241902668,0.16075899203618368
87,-0.86153823,-0.8559501,"('dedicated', 'undedicated')",-0.56348944,-0.43157113,-2.0022316,-1.9904411,-1.142419735590617,-1.0926540692647297,0.04976566632588719
54,0.83044547,0.28481078,"('smart', 'stupid')",0.71856403,0.39449698,1.4102516,1.3824342,0.9864203929901123,0.6872473557790121,-0.2991730372111002
47,-0.8257326,-0.7525064,"('forgiving', 'unforgiving')",-1.873888,-1.4689121,-1.1983817,-1.210181,-1.2993341286977131,-1.1438664595286052,0.15546766916910792
20,0.8237064,0.9565889,"('popular', 'unpopular')",0.29501688,0.9095283,-0.37578833,-0.25549412,0.24764498074849448,0.5368743737538656,0.2892293930053711
5,0.7774258,-0.02685222,"('pleasant', 'repellent')",-1.1229784,-0.6246506,-0.16115355,-0.28405726,-0.168902059396108,-0.3118533690770467,-0.1429513096809387
97,-0.763486,-0.6413571,"('superior', 'inferior')",0.014768779,-0.073631406,-0.8032855,-0.88307697,-0.5173342227935791,-0.5326884984970093,-0.015354275703430176
22,0.75511336,0.62976414,"('welcoming', 'disagreeable')",1.0727385,1.2900667,0.8156458,0.64005965,0.8811659018198649,0.8532968362172445,-0.02786906560262037
66,0.7540587,1.827353,"('imaginative', 'unimaginative')",1.3250192,1.72878,0.3739137,0.58901644,0.8176639080047607,1.3817164103190105,0.5640525023142497
49,-0.75345826,-1.33187,"('responsible', 'irresponsible')",-3.088339,-2.8358462,-2.0578618,-2.3484259,-1.9665530522664387,-2.1720472971598306,-0.20549424489339185
81,0.7388129,1.253426,"('industrious', 'lazy')",3.6601624,3.3069687,1.341011,1.4355805,1.9133288065592449,1.9986584981282551,0.08532969156901027
89,0.71752495,0.12994692,"('daring', 'anxious')",-1.2200397,-1.2762423,-0.76329225,-0.98029846,-0.42193567752838135,-0.7088646094004313,-0.28692893187204993
105,-0.703093,-0.5894963,"('conventional', 'modern')",-0.10664804,-0.34195796,0.10478681,-0.04776299,-0.2349847356478373,-0.32640576362609863,-0.09142102797826132
45,-0.68204755,-1.3516839,"('cooperative', 'exploitative')",-1.5907313,-1.6817753,-0.40343595,-0.51836777,-0.8920715649922689,-1.1839423179626465,-0.29187075297037757
79,-0.67920184,-0.25666782,"('determined', 'doubtful')",-0.6118212,-0.4259466,-0.8443859,-0.7164555,-0.7118029594421387,-0.46635667483011883,0.24544628461201984
8,-0.6779039,-0.30017105,"('open', 'distant')",3.7376542,2.6772952,1.2351941,0.9640223,1.4316480954488118,1.1137154897054036,-0.3179326057434082
61,0.6688411,0.9875416,"('rational', 'irrational')",2.354928,2.424986,0.8275351,0.9917799,1.283768097559611,1.4681024551391602,0.18433435757954908
92,-0.61248004,-0.6301067,"('unwavering', 'wavering')",1.4906131,1.3317598,-0.20288114,0.02969718,0.2250839670499166,0.24378343423207602,0.018699467182159424
67,-0.6084215,-0.48080528,"('discriminating', 'undiscriminating')",-0.8760254,-0.8674624,-0.8679959,-0.8816353,-0.784147580464681,-0.743300994237264,0.04084658622741699
82,0.58338046,1.0620099,"('industrious', 'meek')",2.8805652,2.6428876,0.9373886,1.1873971,1.4671114285786946,1.6307648022969563,0.16365337371826172
80,0.5709416,0.18480545,"('independent', 'dependent')",1.3299577,1.4735162,1.2742627,1.251358,1.0583873589833577,0.969893217086792,-0.08849414189656568
63,-0.55539703,-0.865241,"('capable', 'incapable')",-0.2532018,-0.16395313,-0.5123357,-0.46070874,-0.4403115113576253,-0.4966342846552531,-0.056322773297627804
90,0.5517262,0.34982133,"('motivated', 'unmotivated')",-0.026242971,0.07984418,0.17451823,0.049401,0.23333382606506348,0.1596888303756714,-0.07364499568939209
9,-0.5172319,-1.1657326,"('sensitive', 'insensitive')",-2.9104214,-2.5549395,-1.5548422,-1.8233459,-1.6608317693074544,-1.8480059305826824,-0.187174161275228
37,0.4939,1.0374373,"('good', 'evil')",4.203682,3.9929776,3.146484,3.362108,2.6146885553995767,2.7975076039632163,0.18281904856363962
91,-0.4900274,-0.23853612,"('resilient', 'nonresilient')",-0.2408805,0.057488292,-0.015997648,-0.15427189,-0.24896852175394693,-0.1117732326189677,0.13719528913497925
26,-0.47293258,0.041821405,"('trustworthy', 'untrustworthy')",-0.7261304,-0.13509315,-0.5107719,-0.61851,-0.5699449777603149,-0.2372605800628662,0.33268439769744873
35,-0.46134266,0.34142113,"('fair', 'unfair')",1.236027,1.2343851,1.3375331,1.2818786,0.7040724754333496,0.952561616897583,0.2484891414642334
55,-0.440538,-0.79865706,"('intelligent', 'unintelligent')",-1.4508381,-1.173529,-0.4160611,-0.30261683,-0.7691457271575928,-0.7582676410675049,0.01087808609008789
101,-0.43900707,-0.47538912,"('successful', 'unsuccessful')",-1.3715999,-1.1057644,-2.422543,-2.1802926,-1.4110500017801921,-1.2538153330485027,0.15723466873168945
88,0.4363254,1.2423536,"('impulsive', 'meek')",2.684636,2.5544286,1.4341912,1.6516844,1.518384297688802,1.8161554336547852,0.29777113596598315
43,-0.42553833,-0.73239434,"('genuine', 'fake')",-0.8891488,-0.9285283,-0.8123502,-0.66889316,-0.7090124289194742,-0.7766052881876627,-0.06759285926818848
85,-0.42227936,-0.3143345,"('ambitious', 'unambitious')",-1.1317337,-0.72944176,-0.7585184,-0.62552327,-0.7708438237508138,-0.5564332008361816,0.2144106229146322
42,0.39928114,1.373059,"('amicable', 'hostile')",2.7213182,2.8265824,1.7261114,2.0234852,1.6155702273050945,2.0743754704793296,0.4588052431742351
24,-0.38695604,-0.59525836,"('thoughtful', 'rough')",-0.89169866,-0.8082081,-1.0473007,-0.91878986,-0.775318463643392,-0.7740854422251383,0.0012330214182536547
38,-0.37169334,-0.79652166,"('kind', 'unkind')",-3.4149187,-2.7132232,-2.9056692,-2.9082527,-2.230760415395101,-2.1393324534098306,0.09142796198527048
12,-0.3504669,-1.1632404,"('sympathetic', 'unsympathetic')",-3.211803,-2.6544728,-2.163796,-2.2415745,-1.9086885452270508,-2.0197626749674478,-0.11107412974039699
7,-0.34575945,0.22535232,"('outgoing', 'distant')",3.831298,2.7756581,1.619721,1.3057765,1.701753298441569,1.4355956713358562,-0.2661576271057129
19,-0.3303384,0.17197812,"('funny', 'boring')",0.097997725,-0.012502909,0.41267064,0.59210455,0.060109992822011314,0.25052658716837567,0.19041659434636435
72,-0.32092807,-0.3940947,"('logical', 'illogical')",-1.140618,-0.9506693,-0.94869816,-0.99768734,-0.8034147421518961,-0.7808171113332113,0.022597630818684822
57,-0.32011068,-0.44630367,"('able', 'unable')",0.13575502,0.09412646,-0.58227575,-0.7155828,-0.2555438081423442,-0.3559199968973796,-0.1003761887550354
96,0.3164214,0.24414286,"('powerful', 'powerless')",-0.75933945,-0.5185454,-0.19512546,0.029058099,-0.21268117427825928,-0.08178147673606873,0.13089969754219055
39,-0.31238633,0.3097093,"('right', 'wrong')",0.7815212,1.0369687,-0.5173415,-0.30672008,-0.016068875789642334,0.34665266672770184,0.3627215425173442
31,-0.27013502,0.077998504,"('altruistic', 'egoistic')",0.4533743,0.5631853,-0.76532364,-0.48888996,-0.19402811924616495,0.050764610370000206,0.24479272961616516
69,0.26511365,0.3893541,"('wise', 'foolish')",2.1569293,2.0956397,-0.21015139,-0.036248624,0.7372971375783285,0.8162484169006348,0.07895127932230628
0,-0.25692156,-0.12806273,"('sociable', 'unsociable')",-2.3949041,-1.6639063,-1.2824637,-1.1058091,-1.3114298184712727,-0.9659260114034017,0.345503807067871
16,0.25557014,0.120255634,"('social', 'antisocial')",-2.0426579,-1.1913724,-1.0031257,-0.8750806,-0.9300711154937744,-0.6487324635187784,0.28133865197499597
41,0.24609625,1.0999002,"('incorrupt', 'corrupt')",3.4525332,3.252186,1.3943355,1.623007,1.6976550420125325,1.991697629292806,0.29404258728027344
36,0.2354954,-0.5192471,"('tolerant', 'intolerant')",-2.727817,-2.6019092,-0.5758059,-0.88125587,-1.0227092107137044,-1.3341372807820637,-0.3114280700683594
73,-0.23096037,-0.9725795,"('brilliant', 'incompetent')",-2.905643,-2.970175,-2.1691651,-2.4378223,-1.7685894966125488,-2.1268590291341147,-0.3582695325215659
2,0.22827119,-0.43130136,"('friendly', 'unfriendly')",-2.7988954,-2.116278,-1.7330115,-1.7598615,-1.4345451990763347,-1.435813585917155,-0.0012683868408203125
25,0.2172046,-0.51908946,"('moral', 'immoral')",-2.854932,-2.4720838,-1.5791364,-1.7359436,-1.4056212107340496,-1.5757055282592773,-0.1700843175252278
70,0.21521568,0.6367855,"('wise', 'unwise')",1.4143536,1.2975067,-0.8668711,-0.6924412,0.2542327245076497,0.4139503240585327,0.159717599550883
51,-0.18737647,-0.04267603,"('competent', 'incompetent')",-2.355496,-2.0496557,-2.2794166,-2.2656844,-1.6074296633402507,-1.452672004699707,0.1547576586405437
52,-0.1755895,-0.24189061,"('competitive', 'uncompetitive')",-2.4482484,-2.08135,-1.6312256,-1.9384935,-1.4183545112609863,-1.4205780029296875,-0.002223491668701172
76,0.1556889,-0.29515558,"('secure', 'insecure')",-1.8814263,-1.3902552,-0.21986476,-0.4150692,-0.6485340595245361,-0.7001599470774332,-0.0516258875528971
17,-0.14320719,0.09545612,"('social', 'antisocial')",-1.6598883,-0.94272107,0.06283748,0.27556562,-0.5800859928131104,-0.19056644042332968,0.38951955238978064
64,0.1325134,-0.281673,"('clever', 'incompetent')",-3.249361,-2.7101839,-1.4954388,-1.5921197,-1.537428855895996,-1.5279922485351562,0.009436607360839844
71,-0.12528253,-0.63559675,"('efficient', 'inefficient')",-3.2344635,-3.5269403,-1.519123,-2.0708106,-1.62628968556722,-2.07778263092041,-0.4514929453531902
106,0.119790435,-0.15995687,"('conventional', 'unconventional')",-0.8849115,-0.7708597,0.26315093,0.42105162,-0.167323370774587,-0.16992165644963583,-0.002598285675048828
93,-0.11971423,-0.30701837,"('dominating', 'dominated')",-1.4637359,-1.0918391,-0.9952922,-0.9091595,-0.8595808347066244,-0.7693390051523844,0.09024182955423998
83,0.092602074,-0.49438176,"('energetic', 'lethargic')",-1.9778333,-1.7612164,-1.4175937,-1.6209561,-1.1009416580200195,-1.2921846707661946,-0.19124301274617506
56,0.06087689,0.21383727,"('intelligent', 'dumb')",1.6112144,1.7268779,-0.058316857,0.066917434,0.5379248062769572,0.6692109107971191,0.13128610452016198
102,-0.054960728,-0.5063919,"('eminent', 'low')",-0.3818767,-0.15317366,-1.0549444,-0.5991561,-0.4972606102625529,-0.4195738633473714,0.07768674691518151
4,-0.052973524,-0.2781613,"('likable', 'unlikable')",-0.2847242,-0.23730597,-1.2043779,-1.1991515,-0.5140252113342285,-0.5715396006902059,-0.05751438935597741
21,0.036139905,0.37301177,"('nice', 'nasty')",-0.0028831959,0.13505244,-0.20199591,-0.3364882,-0.056246399879455566,0.05719200770060221,0.11343840758005777
110,0.035013556,-0.14708954,"('narrow-minded', 'open-minded')",0.014475763,0.18645594,0.1464097,0.028375626,0.06529967486858368,0.022580673297246296,-0.04271900157133739
23,-0.02922368,-0.0777618,"('hospitable', 'inhospitable')",1.1707771,0.9946159,0.10116078,0.14492926,0.41423805554707843,0.35392781098683673,-0.0603102445602417
98,0.025436148,-0.075569004,"('prestigious', 'insignificant')",1.993012,1.8826025,0.030245364,0.19851047,0.6828978061676025,0.6685146490732828,-0.014383157094319698
99,0.020626545,0.06421234,"('prestigious', 'insignificant')",2.6216164,2.6728668,1.4062748,1.6848831,1.34950590133667,1.4739874203999836,0.12448151906331373
14,-0.01078701,0.3394935,"('supportive', 'unsupportive')",0.12959735,0.3257495,-0.4877909,-0.6115967,-0.12299352884292603,0.017882108688354492,0.14087563753128052
