,Northrop_male,Northrop_female,tuple,Grumman_male,Grumman_female,average_male,average_female,female-male
38,0.37060162,0.4254678,"('kind', 'unkind')",1.1286243,1.2738914,0.749613,0.8496796,0.1000666
54,0.36460006,0.1988849,"('smart', 'stupid')",0.4916383,0.2856857,0.4281192,0.2422853,-0.1858339
67,-0.34819877,-0.039491594,"('discriminating', 'undiscriminating')",0.124460876,0.14000306,-0.1118689,0.0502557,0.1621246
18,-0.34512663,-0.28225404,"('social', 'asocial')",1.4411252,1.4713887,0.5479993,0.5945673,0.046568
23,0.3343981,0.44134825,"('hospitable', 'inhospitable')",-0.6246493,-0.7137126,-0.1451256,-0.1361822,0.0089434
92,-0.31269276,-0.15819764,"('unwavering', 'wavering')",-1.1791213,-1.2733834,-0.745907,-0.7157905,0.0301165
59,0.30955273,0.436274,"('skillful', 'clumsy')",-0.41689962,-0.22116962,-0.0536734,0.1075522,0.1612256
98,-0.3046163,-0.32715434,"('prestigious', 'insignificant')",-2.8516474,-2.9662068,-1.5781318,-1.6466806,-0.0685488
73,0.25225025,0.23169714,"('brilliant', 'incompetent')",1.5156953,1.5148706,0.8839728,0.8732839,-0.0106889
47,0.25155267,0.46788886,"('forgiving', 'unforgiving')",1.2730323,1.3834968,0.7622925,0.9256928,0.1634003
91,0.24766624,0.3380926,"('resilient', 'nonresilient')",0.025772803,0.039511472,0.1367195,0.188802,0.0520825
43,-0.24531516,-0.07976618,"('genuine', 'fake')",0.16545641,0.12891525,-0.0399294,0.0245745,0.0645039
30,0.2207905,0.4280823,"('honest', 'dishonest')",1.5700061,1.5956641,0.8953983,1.0118732,0.1164749
7,-0.21795475,-0.05873698,"('outgoing', 'distant')",-1.4279387,-1.5234594,-0.8229467,-0.7910982,0.0318485
96,0.20770377,0.05747938,"('powerful', 'powerless')",-0.20282212,-0.17837861,0.0024408,-0.0604496,-0.0628904
20,-0.2008228,-0.16532676,"('popular', 'unpopular')",-0.40270832,-0.5005431,-0.3017656,-0.3329349,-0.0311693
33,-0.19581378,-0.06859666,"('softhearted', 'hardhearted')",-0.39298254,-0.24366224,-0.2943982,-0.1561294,0.1382688
72,-0.19305968,0.05576566,"('logical', 'illogical')",0.6583989,0.71683973,0.2326696,0.3863027,0.1536331
35,0.16442916,0.55173504,"('fair', 'unfair')",-0.06757912,-0.025652178,0.048425,0.2630414,0.2146164
26,0.16417313,0.37607902,"('trustworthy', 'untrustworthy')",1.6846504,1.677794,0.9244118,1.0269365,0.1025247
105,0.12594989,0.53041315,"('conventional', 'modern')",-0.9918567,-0.88734305,-0.4329534,-0.1784649,0.2544885
56,-0.1212727,0.027840946,"('intelligent', 'dumb')",0.20076954,0.16834268,0.0397484,0.0980918,0.0583434
102,0.115981504,0.052123353,"('eminent', 'low')",-0.16943114,-0.13080205,-0.0267248,-0.0393393,-0.0126145
93,0.108528495,0.08746144,"('dominating', 'dominated')",1.244674,1.3519589,0.6766012,0.7197102,0.043109
37,-0.09558976,-0.22908437,"('good', 'evil')",-1.3589256,-1.5123494,-0.7272577,-0.8707169,-0.1434592
87,0.08573854,0.25591084,"('dedicated', 'undedicated')",0.12766013,0.16285956,0.1066993,0.2093852,0.1026859
17,-0.08368465,0.00708279,"('social', 'antisocial')",0.8513453,0.9617477,0.3838303,0.4844152,0.1005849
57,-0.073505834,-0.21785092,"('able', 'unable')",0.81187636,0.59326106,0.3691853,0.1877051,-0.1814802
62,-0.07268548,0.13931012,"('creative', 'uncreative')",0.0967949,0.0015570074,0.0120547,0.0704336,0.0583789
24,-0.04278952,0.040308133,"('thoughtful', 'rough')",-0.25033483,-0.16563715,-0.1465622,-0.0626645,0.0838977
21,0.04252255,-0.10974535,"('nice', 'nasty')",0.58970577,0.48334026,0.3161142,0.1867975,-0.1293167
55,-0.041199446,-0.11361265,"('intelligent', 'unintelligent')",1.3157935,1.4104846,0.637297,0.648436,0.011139
13,0.029758751,0.0014511347,"('helpful', 'unhelpful')",1.8460243,1.9543102,0.9378915,0.9778807,0.0399892
45,0.02140896,-0.44367322,"('cooperative', 'exploitative')",0.6115742,0.53388345,0.3164916,0.0451051,-0.2713865
44,0.00044324994,0.18399245,"('truthful', 'untruthful')",0.13330114,0.18711714,0.0668722,0.1855548,0.1186826
