,Newell_male,Newell_female,tuple,Brands_male,Brands_female,average_male,average_female,female-male
47,-0.4726822,-0.4164634,"('forgiving', 'unforgiving')",-0.5326097,-0.26404563,-0.502646,-0.3402545,0.1623915
85,0.4595319,0.38283035,"('ambitious', 'unambitious')",-0.21832609,-0.18869069,0.1206029,0.0970698,-0.0235331
41,-0.4270817,-0.1402241,"('incorrupt', 'corrupt')",0.5649647,0.75871766,0.0689415,0.3092468,0.2403053
88,0.40847516,0.64990896,"('impulsive', 'meek')",0.9477112,0.72363377,0.6780932,0.6867714,0.0086782
74,-0.38796186,-0.30566147,"('insightful', 'unperceptive')",-1.1902635,-1.392138,-0.7891127,-0.8488997,-0.059787
58,0.38754505,0.27788392,"('able', 'clumsy')",-0.9713349,-0.77297914,-0.2918949,-0.2475476,0.0443473
18,0.35500637,0.4520532,"('social', 'asocial')",-0.050684273,0.039283834,0.152161,0.2456685,0.0935075
100,-0.3463409,0.0038422942,"('influential', 'uninfluential')",-0.6318732,-0.32584292,-0.489107,-0.1610003,0.3281067
19,-0.33158308,-0.2762127,"('funny', 'boring')",-0.21550322,-0.3057763,-0.2735431,-0.2909945,-0.0174514
37,-0.319952,-0.1966232,"('good', 'evil')",0.7530634,0.8297649,0.2165557,0.3165708,0.1000151
24,-0.31490716,-0.5394044,"('thoughtful', 'rough')",-1.5053546,-1.4835494,-0.9101309,-1.0114769,-0.101346
106,-0.30758244,-0.39010522,"('conventional', 'unconventional')",-0.6008262,-0.48441195,-0.4542043,-0.4372586,0.0169457
12,0.27825248,0.028859377,"('sympathetic', 'unsympathetic')",-0.67302746,-0.6900087,-0.1973875,-0.3305747,-0.1331872
14,-0.2747038,-0.09275681,"('supportive', 'unsupportive')",0.81296754,0.60966337,0.2691319,0.2584533,-0.0106786
72,0.2513659,0.19027627,"('logical', 'illogical')",-0.8571946,-0.5722001,-0.3029144,-0.1909619,0.1119525
22,0.24823648,0.33743048,"('welcoming', 'disagreeable')",0.85617375,0.9221015,0.5522051,0.629766,0.0775609
103,0.2459388,0.1734266,"('traditional', 'modern')",0.83988947,0.9320092,0.5429142,0.5527179,0.0098037
17,-0.16647732,-0.1270523,"('social', 'antisocial')",-0.08370936,0.05999422,-0.1250933,-0.033529,0.0915643
20,-0.14997035,-0.093001604,"('popular', 'unpopular')",-0.103082776,-0.17630067,-0.1265266,-0.1346511,-0.0081245
102,-0.14125699,-0.25410855,"('eminent', 'low')",-0.9182093,-1.0093412,-0.5297332,-0.6317249,-0.1019917
96,-0.11101645,-0.20187694,"('powerful', 'powerless')",-0.030128121,-0.03293377,-0.0705723,-0.1174054,-0.0468331
49,0.10008371,-0.19348383,"('responsible', 'irresponsible')",-1.5967107,-1.7639735,-0.7483135,-0.9787287,-0.2304152
30,0.096410155,0.030285597,"('honest', 'dishonest')",-0.44531024,-0.46217197,-0.17445,-0.2159432,-0.0414932
9,0.08676088,0.0011072755,"('sensitive', 'insensitive')",-0.8984438,-0.97097677,-0.4058415,-0.4849347,-0.0790932
13,-0.071487784,-0.35958827,"('helpful', 'unhelpful')",-2.0473096,-2.1444159,-1.0593987,-1.252002,-0.1926033
28,0.06861818,-0.23206127,"('honest', 'dishonest')",-1.7520908,-1.4801471,-0.8417363,-0.8561042,-0.0143679
54,0.054836124,-0.36112303,"('smart', 'stupid')",0.11081049,0.04538369,0.0828233,-0.1578697,-0.240693
87,0.053792447,0.14723742,"('dedicated', 'undedicated')",-1.2212738,-1.1777875,-0.5837407,-0.5152751,0.0684656
35,0.016328067,0.39952612,"('fair', 'unfair')",0.4469582,0.5438095,0.2316431,0.4716678,0.2400247
57,-0.010613412,-0.087778464,"('able', 'unable')",-0.22070423,-0.4318466,-0.1156588,-0.2598125,-0.1441537
70,0.00751999,0.16726199,"('wise', 'unwise')",0.54701245,0.4843226,0.2772662,0.3257923,0.0485261
59,-0.002918601,0.16346282,"('skillful', 'clumsy')",0.084625974,0.011702746,0.0408537,0.0875828,0.0467291
38,-0.0016828775,0.16892079,"('kind', 'unkind')",-1.5096343,-1.3443956,-0.7556586,-0.5877374,0.1679212
51,-0.0013887882,-0.12097263,"('competent', 'incompetent')",-0.117913544,-0.13305995,-0.0596512,-0.1270163,-0.0673651
