,Under_male,Under_female,tuple,Armour_male,Armour_female,(Class_male,(Class_female,A)_male,A)_female,average_male,average_female,female-male
67,-0.77167106,-0.70874983,"('discriminating', 'undiscriminating')",-0.93210447,-0.7712933,-0.67471313,-0.6131556,-1.2014005,-0.9755323,-0.8949723,-0.7671828,0.1277895
15,-0.7708728,-0.74106985,"('polite', 'impolite')",0.3891487,0.24233341,-2.4377823,-2.5549872,0.8045755,0.87482864,-0.5037327,-0.5447237,-0.040991
35,0.7615647,0.9108975,"('fair', 'unfair')",0.8238949,0.7008723,0.97310126,0.93811333,0.42313033,0.5479876,0.7454228,0.7744677,0.0290449
39,0.75163805,0.98366827,"('right', 'wrong')",-0.48789585,-0.2750396,1.0847247,0.8923976,0.2875237,0.18805873,0.4089977,0.4472713,0.0382736
90,0.69603795,0.56071323,"('motivated', 'unmotivated')",1.5190707,1.1664033,-1.2076075,-1.324308,0.9619368,0.8279372,0.4923595,0.3076864,-0.1846731
106,-0.68472314,-0.66780823,"('conventional', 'unconventional')",-0.74408674,-0.44749448,0.31043455,0.3751856,0.09679645,0.33485734,-0.2553947,-0.1013149,0.1540798
43,-0.64665693,-0.7117256,"('genuine', 'fake')",-0.041944623,-0.282858,-0.56797355,-0.594548,-0.26163125,-0.17663194,-0.3795516,-0.4414409,-0.0618893
16,-0.6335017,-0.62046754,"('social', 'antisocial')",0.17725965,0.11585361,-2.5884109,-2.4748847,-0.58933717,-0.49013698,-0.9084975,-0.8674089,0.0410886
31,-0.6079489,-0.37461174,"('altruistic', 'egoistic')",-0.60224617,-0.5445345,-0.09355545,0.025793642,-0.36430907,-0.368033,-0.4170149,-0.3153464,0.1016685
56,0.5629799,0.5105597,"('intelligent', 'dumb')",1.2386665,1.0863957,0.55135274,0.42843854,-0.38925007,-0.21670687,0.4909373,0.4521718,-0.0387655
44,0.5398133,0.36634514,"('truthful', 'untruthful')",-0.6858415,-0.72218955,0.59241927,0.34065938,0.088756025,0.014763117,0.1337868,-0.0001055,-0.1338923
96,0.53830403,0.37101752,"('powerful', 'powerless')",0.36096114,0.23876697,-0.17994645,-0.33164352,0.23041824,0.2752131,0.2374342,0.1383385,-0.0990957
26,-0.5306168,-0.38695365,"('trustworthy', 'untrustworthy')",0.48987523,0.27172548,-1.4062817,-1.3428235,-0.30921847,-0.29201156,-0.4390604,-0.4375158,0.0015446
89,-0.5008284,-0.68127143,"('daring', 'anxious')",0.0045954585,-0.1895541,-1.6247534,-1.6243827,-0.035230003,0.06628062,-0.539054,-0.6072319,-0.0681779
57,-0.48526543,-0.7719245,"('able', 'unable')",-0.61452836,-0.97258604,-0.20569122,-0.3999892,0.24494278,0.11306143,-0.2651356,-0.5078596,-0.242724
94,-0.4725822,-0.4147319,"('aggressive', 'submissive')",0.78412604,0.61513996,-2.4614258,-2.3823628,0.086624056,0.30820292,-0.5158144,-0.468438,0.0473764
77,0.46744183,0.5116134,"('active', 'inactive')",0.33774358,0.49413407,1.1002661,1.2641094,0.2614196,0.18849206,0.5417178,0.6145872,0.0728694
62,-0.4606616,-0.3791641,"('creative', 'uncreative')",-0.88628614,-0.79546547,-0.119347036,-0.104370594,0.30915648,0.059697494,-0.2892846,-0.3048257,-0.0155411
55,-0.42018592,-0.3925792,"('intelligent', 'unintelligent')",-0.7120781,-0.8243586,-0.45504588,-0.32252312,0.107405365,0.14051765,-0.3699761,-0.3497358,0.0202403
93,-0.41770023,-0.5012646,"('dominating', 'dominated')",0.9377252,0.80091536,-2.4614015,-2.5683308,0.4450365,0.67927134,-0.374085,-0.3973522,-0.0232672
80,0.40050343,0.39753768,"('independent', 'dependent')",1.5378006,1.5044277,0.045585223,0.009344578,-0.029357374,0.084171295,0.488633,0.4988703,0.0102373
19,0.39657885,0.45441222,"('funny', 'boring')",-1.5057333,-1.3670402,0.7072824,0.9479668,0.91332936,0.94780046,0.1278643,0.2457848,0.1179205
17,-0.38931444,-0.3137958,"('social', 'antisocial')",-0.41082656,-0.1565707,-0.8078465,-0.63620543,1.1446967,1.207631,-0.1158227,0.0252648,0.1410875
105,-0.32751584,-0.43051356,"('conventional', 'modern')",-1.456821,-1.1704296,-0.09977904,-0.103993,-1.0599046,-1.1179876,-0.7360051,-0.7057309,0.0302742
109,-0.30972755,-0.29425943,"('conservative', 'liberal')",1.938125,2.0336576,-2.8036952,-2.8481946,0.3883394,0.626686,-0.1967396,-0.1205276,0.076212
108,-0.30972755,-0.29425943,"('conservative', 'liberal')",1.938125,2.0336576,-2.8036952,-2.8481946,0.3883394,0.626686,-0.1967396,-0.1205276,0.076212
69,0.30471072,0.44536847,"('wise', 'foolish')",-0.66754466,-0.60709965,1.9853265,2.0340102,-0.08426362,-0.18127233,0.3845572,0.4227517,0.0381945
107,-0.28213623,-0.19142139,"('conventional', 'modern')",0.39731956,0.49706924,-0.7297044,-0.75704426,-0.479016,-0.46675014,-0.2733843,-0.2295366,0.0438477
4,-0.2525514,-0.16846308,"('likable', 'unlikable')",-0.45887357,-0.63980305,-0.52085245,-0.71588755,-0.3921472,-0.62889034,-0.4061061,-0.538261,-0.1321549
54,0.20240939,0.08787316,"('smart', 'stupid')",-0.47673178,-0.37216023,0.11571154,-0.0044036508,0.4409,0.40653408,0.0705723,0.0294608,-0.0411115
10,0.1996103,0.29624525,"('affectionate', 'unaffectionate')",-2.0545998,-1.7597606,1.6358064,1.7762074,0.3978061,0.3991804,0.0446558,0.1779681,0.1333123
110,-0.1944189,-0.069547504,"('narrow-minded', 'open-minded')",0.06433949,-0.2599586,0.66111076,0.8353889,-0.6233186,-0.7990897,-0.0230718,-0.0733017,-0.0502299
102,0.14305928,0.009396657,"('eminent', 'low')",-0.31813672,-0.49950925,0.7926268,0.6071792,0.9425858,0.93656325,0.3900338,0.2634075,-0.1266263
5,-0.13769816,-0.27171433,"('pleasant', 'repellent')",1.1158144,0.76519763,-1.089236,-1.2252784,-0.8063246,-0.9133773,-0.2293611,-0.4112931,-0.181932
79,0.120328695,0.17974055,"('determined', 'doubtful')",-0.33589205,-0.38687575,-0.7054883,-0.9758512,0.11102314,0.02995558,-0.2025071,-0.2882577,-0.0857506
18,-0.06855447,-0.124680065,"('social', 'asocial')",-0.31416824,-0.4743226,-1.7167008,-1.9080253,-0.6143287,-0.5596635,-0.678438,-0.7666728,-0.0882348
59,-0.06278302,0.025898784,"('skillful', 'clumsy')",0.08409396,0.31827334,1.789376,1.8055041,-0.66439253,-0.6809185,0.2865736,0.3671895,0.0806159
20,0.038814396,0.0806348,"('popular', 'unpopular')",0.263777,0.46456146,2.0782614,2.1596415,1.1902866,1.1985933,0.8927848,0.9758577,0.0830729
91,-0.010028049,-0.07047528,"('resilient', 'nonresilient')",0.4498247,0.36955354,0.7437324,0.7755221,0.9462409,0.88311607,0.5324425,0.4894291,-0.0430134
98,-0.005756557,-0.04530257,"('prestigious', 'insignificant')",-0.9858576,-0.8750829,1.6084197,1.6857772,0.31844193,0.1466032,0.2338119,0.2279987,-0.0058132
84,-0.0018592961,-0.13580146,"('self-confident', 'diffident')",-1.19095,-1.2111198,0.90300006,0.9079465,0.434228,0.2576414,0.0361047,-0.0453333,-0.081438
