,Fortune_male,Fortune_female,tuple,Brands_male,Brands_female,Home_male,Home_female,&_male,&_female,Security_male,Security_female,average_male,average_female,female-male
81,1.6044375,1.4021908,"('industrious', 'lazy')",1.0500596,0.9920533,0.9060481,0.78846604,1.0677396,0.93206155,0.82219213,0.8500374,1.0900954,0.9929619,-0.0971335
29,-1.5716243,-1.6018969,"('honest', 'immoral')",-1.1365716,-1.201149,-1.4011707,-1.4971972,-2.2696831,-2.1455472,-0.6577714,-0.6500782,-1.4073642,-1.4191737,-0.0118095
2,-1.5232098,-1.4618607,"('friendly', 'unfriendly')",0.055734098,0.056270838,0.21617728,0.41271123,0.20569074,0.5273682,-0.13465044,-0.15588562,-0.2360516,-0.1242792,0.1117724
34,-1.492777,-1.2831204,"('loyal', 'disloyal')",-1.4020075,-1.2953757,-1.8056479,-1.5561862,-1.4374508,-1.1385919,-1.8019471,-1.7241368,-1.5879661,-1.3994822,0.1884839
37,1.4747957,1.4709804,"('good', 'evil')",0.7530634,0.8297649,0.3532342,0.06904255,0.07831633,-0.064050555,1.5265987,1.54729,0.8372017,0.7706054,-0.0665963
64,-1.4689862,-1.46734,"('clever', 'incompetent')",-0.31474423,-0.3070544,-0.19210884,-0.16759062,-0.06654215,0.15274763,-1.2914425,-1.3191283,-0.6667647,-0.6216731,0.0450916
63,-1.4676263,-1.702383,"('capable', 'incapable')",-1.3162334,-1.5055997,-0.8309216,-0.9384259,-0.65003437,-0.85764754,-0.7435409,-0.7545235,-1.0016713,-1.1517159,-0.1500446
49,-1.458869,-1.4863534,"('responsible', 'irresponsible')",-1.5967107,-1.7639735,-1.5119585,-1.6950643,-0.44786936,-0.6318982,-1.4916426,-1.5526339,-1.30141,-1.4259847,-0.1245747
36,-1.4499073,-1.267004,"('tolerant', 'intolerant')",-0.748891,-0.6840278,-0.87177324,-0.7108121,-0.3733943,-0.31044215,-1.1591043,-1.195487,-0.9206141,-0.8335546,0.0870595
46,1.4369749,1.7292229,"('generous', 'stingy')",1.6047997,1.7822261,0.9098165,1.1225886,0.9779319,1.3595903,1.730401,1.8873918,1.3319848,1.5762039,0.2442191
33,-1.4154247,-1.1038611,"('softhearted', 'hardhearted')",-1.7701995,-1.457347,-1.8876905,-1.4853961,-0.9873034,-0.58702207,-0.22220409,-0.14747846,-1.2565644,-0.9562209,0.3003435
32,-1.3357596,-1.1901171,"('benevolent', 'hardhearted')",-1.5932851,-1.4983351,-1.5928854,-1.5431421,-1.6935306,-1.3148377,-1.9458883,-1.8363588,-1.6322699,-1.4765581,0.1557118
70,1.3280908,1.3010095,"('wise', 'unwise')",0.54701245,0.4843226,-0.052517384,-0.087760895,-0.21861404,-0.04340157,1.0251672,1.1059942,0.5258278,0.5520328,0.026205
10,-1.3038203,-1.251057,"('affectionate', 'unaffectionate')",-1.5279535,-1.3544056,-1.2124846,-1.1858052,-0.13022053,-0.12991127,-1.0307248,-0.95376104,-1.0410406,-0.974988,0.0660526
88,1.2545066,1.0574923,"('impulsive', 'meek')",0.9477112,0.72363377,0.8729355,0.7501249,0.98271424,0.5905908,1.6872554,1.6605275,1.1490246,0.9564738,-0.1925508
72,-1.2480919,-1.1681674,"('logical', 'illogical')",-0.8571946,-0.5722001,-0.8007859,-0.4579628,-2.02136,-1.9372089,-1.3349035,-1.1169481,-1.2524672,-1.0504974,0.2019698
84,-1.2196126,-1.4867612,"('self-confident', 'diffident')",-0.8743174,-1.0238357,-1.149055,-1.4528168,0.119012654,-0.027711093,-1.0489473,-1.1440401,-0.834584,-1.027033,-0.192449
104,-1.1986448,-0.9905291,"('conventional', 'unconventional')",-1.5099633,-1.1761141,-0.9202205,-0.683676,-0.8351057,-0.5749416,-0.77402884,-0.5370936,-1.0475926,-0.7924709,0.2551217
103,1.1511962,1.2575994,"('traditional', 'modern')",0.83988947,0.9320092,1.461807,1.2824466,0.03736037,0.15558687,1.1989628,1.229409,0.9378432,0.9714102,0.033567
12,-1.12112,-1.0734544,"('sympathetic', 'unsympathetic')",-0.67302746,-0.6900087,-0.514884,-0.5044305,-0.7277793,-0.38210905,-0.46671408,-0.50854045,-0.700705,-0.6317086,0.0689964
65,-1.1098051,-1.2927188,"('practical', 'impractical')",-0.48028994,-0.6565157,-1.2095474,-1.306639,-0.059535027,-0.025037318,-1.5622342,-1.6610086,-0.8842823,-0.9883839,-0.1041016
25,-1.1087091,-1.350524,"('moral', 'immoral')",0.23039511,0.15735157,-0.33026144,-0.56059086,-0.15499687,-0.11594057,-0.95334816,-1.0114533,-0.4633841,-0.5762314,-0.1128473
9,-1.1083626,-1.0910184,"('sensitive', 'insensitive')",-0.8984438,-0.97097677,-1.270848,-1.3562628,-0.44833702,-0.32138565,-0.4969813,-0.59558964,-0.8445946,-0.8670467,-0.0224521
55,-1.1058632,-1.1521304,"('intelligent', 'unintelligent')",-0.23916912,-0.17240715,0.52480155,0.55866206,-0.24816978,0.06497896,-0.36859745,-0.3385476,-0.2873996,-0.2078888,0.0795108
87,-1.0909448,-1.0503432,"('dedicated', 'undedicated')",-1.2212738,-1.1777875,-2.1222448,-2.1138914,-1.0476332,-1.0999688,-0.6823694,-0.6586151,-1.2328932,-1.2201212,0.012772
107,1.0734783,1.3316087,"('conventional', 'modern')",1.17481,1.1135952,-1.1505171,-1.1166623,0.75842726,0.7066419,-0.32135332,-0.35005096,0.306969,0.3370265,0.0300575
68,-1.0538327,-1.33903,"('clever', 'inept')",-1.2721709,-1.4619848,-1.0559512,-1.342406,-1.2612541,-1.2794638,-1.024888,-1.1510434,-1.1336193,-1.3147857,-0.1811664
18,-1.0156068,-0.9470255,"('social', 'asocial')",-0.050684273,0.039283834,-0.004668355,0.07888177,-0.16941583,-0.10184574,-0.78440803,-0.81667274,-0.4049567,-0.3494757,0.055481
83,-1.0064462,-0.92264843,"('energetic', 'lethargic')",-0.031676434,-0.19032624,-0.47227803,-0.28129864,-0.4276148,-0.4433389,0.037501514,0.03636074,-0.3801028,-0.3602503,0.0198525
4,-0.9983038,-1.2983078,"('likable', 'unlikable')",-0.4899093,-0.5841495,-0.70096123,-0.7417623,-0.6069189,-0.83828163,-1.854821,-1.8819953,-0.9301828,-1.0688993,-0.1387165
78,0.9876578,0.71825504,"('active', 'inactive')",0.71604854,0.45112705,1.568274,1.250902,0.9306501,0.6888624,1.0643574,1.0193065,1.0533976,0.8256907,-0.2277069
35,0.98453474,1.1315329,"('fair', 'unfair')",0.4469582,0.5438095,1.3050947,1.2363396,-0.09260261,-0.09437056,0.6997202,0.7892585,0.668741,0.721314,0.052573
30,-0.9615403,-1.087355,"('honest', 'dishonest')",-0.44531024,-0.46217197,-1.6341547,-1.7902713,-1.3446836,-1.4505508,-0.6687321,-0.652249,-1.0108842,-1.0885196,-0.0776354
47,-0.9568928,-0.79947764,"('forgiving', 'unforgiving')",-0.5326097,-0.26404563,-1.1315459,-1.1721787,-0.7401072,-0.5953251,-0.3360982,-0.19437113,-0.7394507,-0.6050797,0.134371
24,-0.904595,-0.8480723,"('thoughtful', 'rough')",-1.5053546,-1.4835494,-0.473194,-0.2239081,-0.3752486,-0.3377083,-0.78980565,-0.8023458,-0.8096396,-0.7391168,0.0705228
80,0.8786447,0.8106667,"('independent', 'dependent')",0.7563962,0.7234515,1.3363732,1.3824453,0.35335627,0.2956241,0.9783164,1.005959,0.8606174,0.8436293,-0.0169881
85,-0.8429769,-0.82139957,"('ambitious', 'unambitious')",-0.21832609,-0.18869069,-0.2594261,-0.28953648,0.5252911,0.4314575,-0.43304,-0.46248344,-0.2456956,-0.2661305,-0.0204349
43,-0.77640074,-0.651365,"('genuine', 'fake')",-0.5703632,-0.5302522,-1.1239202,-1.0099643,0.45401642,0.48974708,0.9873184,1.0238686,-0.2058698,-0.1355932,0.0702766
31,-0.7642056,-0.7970227,"('altruistic', 'egoistic')",-0.9173169,-0.83404815,-0.54992294,-0.2407377,-0.5368643,-0.654704,-0.76602167,-0.6606341,-0.7068663,-0.6374293,0.069437
42,0.7495002,0.77399194,"('amicable', 'hostile')",0.058345675,0.27885163,-0.17057216,-0.12532568,0.48472708,0.43818986,0.49839163,0.683957,0.3240785,0.4099329,0.0858544
60,-0.71204746,-0.5556064,"('educated', 'uneducated')",0.4090578,0.6039747,0.89698136,1.1240854,-1.3512951,-1.1294242,0.5129435,0.631518,-0.048872,0.1349095,0.1837815
102,-0.70585823,-0.8474688,"('eminent', 'low')",-0.9182093,-1.0093412,0.26266062,0.43703318,-0.16702682,-0.39734355,0.1981759,0.17239818,-0.2660516,-0.3289444,-0.0628928
61,0.6988033,0.7558096,"('rational', 'irrational')",0.077884525,0.35322872,-0.029985093,0.10103972,-0.11714852,-0.13652503,0.66324764,0.91504896,0.2585604,0.3977204,0.13916
51,-0.68851435,-0.6580155,"('competent', 'incompetent')",-0.117913544,-0.13305995,-1.7834437,-1.8163463,-0.37260705,-0.1885972,-0.3412071,-0.38296092,-0.6607371,-0.635796,0.0249411
0,-0.673296,-0.5401453,"('sociable', 'unsociable')",-0.18188071,-0.07360679,-0.844575,-0.49723935,-0.044442117,0.25629807,-1.2465469,-1.0656085,-0.5981482,-0.3840604,0.2140878
71,-0.66367865,-0.80138534,"('efficient', 'inefficient')",-0.057895303,-0.21002638,0.5115834,0.2696272,-0.15187824,-0.23354709,-1.3021519,-1.4562228,-0.3328042,-0.4863109,-0.1535067
106,-0.66099536,-0.62654054,"('conventional', 'unconventional')",-0.6008262,-0.48441195,-0.33340776,-0.093546845,0.789896,1.0880945,-0.42216104,-0.34803587,-0.2454988,-0.0928882,0.1526106
41,0.65621287,0.76460695,"('incorrupt', 'corrupt')",0.5649647,0.75871766,-0.10384905,0.1997025,0.081804395,0.09784329,1.3249683,1.5098329,0.5048203,0.6661407,0.1613204
105,-0.65459424,-0.45313704,"('conventional', 'modern')",-1.3771796,-1.2035853,-1.1505047,-1.3547041,-1.3557854,-1.2913095,-0.91137946,-0.8288131,-1.0898887,-1.0263098,0.0635789
21,0.6177314,0.5152934,"('nice', 'nasty')",1.1019038,0.9001092,-0.13738579,-0.44245726,0.701074,0.7809905,0.39277333,0.23648995,0.5352193,0.3980852,-0.1371341
17,-0.60291517,-0.45438516,"('social', 'antisocial')",-0.08370936,0.05999422,-0.5582912,-0.49465555,0.33525267,0.45708948,-0.72073644,-0.5564686,-0.3260799,-0.1976851,0.1283948
90,0.596927,0.20026681,"('motivated', 'unmotivated')",1.108367,0.7509257,1.8673123,1.5351468,0.99778837,0.8682364,1.0739026,0.94051266,1.1288594,0.8590177,-0.2698417
96,-0.57796025,-0.71187925,"('powerful', 'powerless')",-0.030128121,-0.03293377,1.0117694,0.82222384,1.9636645,1.9360857,-0.23973279,-0.27292502,0.4255226,0.3481143,-0.0774083
44,-0.5564746,-0.78935486,"('truthful', 'untruthful')",-0.9188959,-1.0443892,-0.41584697,-0.658064,-0.12342109,-0.31923357,-0.969355,-0.8613031,-0.5967987,-0.7344689,-0.1376702
77,0.55339247,0.5439912,"('active', 'inactive')",-0.20794484,-0.22112685,-0.27425668,-0.13526958,-0.33979833,-0.24004993,0.80786943,0.9076476,0.1078524,0.1710385,0.0631861
45,-0.54629725,-0.6121568,"('cooperative', 'exploitative')",-0.20313887,-0.11628312,-0.38139135,-0.43194374,0.23082179,-0.03409016,0.13424875,0.02079904,-0.1531514,-0.234735,-0.0815836
97,-0.5303072,-0.48627964,"('superior', 'inferior')",-1.0040827,-0.89393055,0.050625205,0.36152607,-0.9101333,-0.9269796,-0.31172118,-0.3890687,-0.5411238,-0.4669465,0.0741773
52,-0.5157556,-0.558331,"('competitive', 'uncompetitive')",0.04861456,0.0005790591,-0.09015274,0.07975763,-0.0034922361,0.08378959,-0.1722232,-0.17855832,-0.1466018,-0.1145526,0.0320492
39,-0.5022036,-0.5620235,"('right', 'wrong')",-0.5586084,-0.39047468,0.08776674,0.037696376,0.786576,0.6752243,-0.6092634,-0.5134252,-0.1591465,-0.1506005,0.008546
62,-0.50012004,-0.5701331,"('creative', 'uncreative')",-1.421763,-1.597234,-0.4053348,-0.36533296,-2.2667456,-2.3764453,-0.80752325,-0.6397274,-1.0802974,-1.1097746,-0.0294772
14,0.49582392,0.27284777,"('supportive', 'unsupportive')",0.81296754,0.60966337,0.13680351,-0.37216604,1.0383558,0.95381886,-0.24036105,-0.28317982,0.4487179,0.2361969,-0.212521
89,-0.48093194,-0.48646837,"('daring', 'anxious')",-0.11240131,-0.3576815,0.66669625,0.8008971,-0.8747365,-0.8151448,0.6925697,0.7437772,-0.0217608,-0.0229241,-0.0011633
15,-0.43704444,-0.32928318,"('polite', 'impolite')",1.0567082,1.0680754,0.69100547,0.82526714,0.98071355,1.0655968,-0.49266666,-0.4631437,0.3597432,0.4333025,0.0735593
99,0.42731017,0.27294505,"('prestigious', 'insignificant')",-1.6529456,-1.5645797,0.48639715,0.2557634,-0.93465394,-1.3091881,0.23354593,0.34780753,-0.2880693,-0.3994504,-0.1113811
19,-0.37841588,-0.39281732,"('funny', 'boring')",-0.21550322,-0.3057763,-0.19898707,-0.14742917,0.09913957,-0.005131036,-0.16113782,-0.11051589,-0.1709809,-0.1923339,-0.021353
57,-0.3643327,-0.59743655,"('able', 'unable')",-0.22070423,-0.4318466,-0.0071917325,-0.24396884,0.37963194,0.24697638,0.2806575,0.120402604,0.0136122,-0.1811746,-0.1947868
56,0.35042623,0.3626791,"('intelligent', 'dumb')",0.9050669,0.7941037,0.34129047,0.30683506,0.76069665,0.8657912,1.0240723,1.078616,0.6763105,0.6816051,0.0052946
79,0.3420537,0.28229892,"('determined', 'doubtful')",0.38624558,0.3611064,0.16327077,0.13317202,1.2731994,1.1395522,0.33551636,0.27933204,0.5000572,0.4390924,-0.0609648
93,-0.3361775,-0.24099681,"('dominating', 'dominated')",0.8088223,0.71986175,0.94676787,1.1733828,1.7850899,1.8938642,0.72750866,0.7163855,0.7864022,0.8524995,0.0660973
7,0.32277346,0.071422756,"('outgoing', 'distant')",-0.37275416,-0.5589855,0.8047401,0.46224838,-0.7594186,-1.0346279,0.058674455,0.07252714,0.010803,-0.197483,-0.208286
22,0.32033336,0.420542,"('welcoming', 'disagreeable')",0.85617375,0.9221015,0.13579823,0.07102242,0.038684845,0.15846825,-0.109345764,-0.06596339,0.2483289,0.3012341,0.0529052
109,0.29624754,0.3309334,"('conservative', 'liberal')",1.2494568,1.0735652,1.5984062,1.5949925,2.0191998,2.2564962,0.19192275,0.22377555,1.0710466,1.0959525,0.0249059
108,0.29624754,0.3309334,"('conservative', 'liberal')",1.2494568,1.0735652,1.5984062,1.5949925,2.0191998,2.2564962,0.19192275,0.22377555,1.0710466,1.0959525,0.0249059
5,-0.27941334,-0.32371736,"('pleasant', 'repellent')",0.49770042,0.4095874,0.41896147,0.37190014,0.23307134,0.2290945,0.42726487,0.33051383,0.259517,0.2034757,-0.0560413
54,-0.27618966,-0.55962205,"('smart', 'stupid')",0.11081049,0.04538369,0.42237002,0.17508452,1.0514773,1.1036994,2.6322901e-05,-0.076535225,0.2616989,0.1376021,-0.1240968
26,-0.2501101,-0.13345264,"('trustworthy', 'untrustworthy')",0.55375254,0.50924283,0.13924307,0.08642455,-0.018105805,-0.078443706,-0.1400692,-0.07423232,0.0569421,0.0619077,0.0049656
92,0.23912996,-0.032512486,"('unwavering', 'wavering')",-0.6098506,-0.7993961,-1.220516,-1.3964338,-1.3427869,-1.4157473,0.5098503,0.54837894,-0.4848346,-0.6191422,-0.1343076
110,0.22421646,0.2998125,"('narrow-minded', 'open-minded')",0.58728623,0.651462,-0.75930643,-0.7068715,0.7476208,0.66271204,0.9385762,0.84076166,0.3476787,0.3495753,0.0018966
94,-0.22201438,-0.2902918,"('aggressive', 'submissive')",1.647086,1.5116851,0.9250775,1.0430194,0.95377517,1.0504544,-0.37263483,-0.43080723,0.5862579,0.576812,-0.0094459
16,-0.2101363,-0.12313242,"('social', 'antisocial')",0.86946493,0.9998535,-0.06264432,-0.055497393,0.3824269,0.6116088,-1.1295446,-1.0713387,-0.0300867,0.0722988,0.1023855
67,-0.2038448,-0.25147665,"('discriminating', 'undiscriminating')",-1.3787322,-1.3545387,-0.23104006,-0.06646618,-0.8109486,-0.59599626,-0.64077246,-0.56315064,-0.6530676,-0.5663257,0.0867419
91,-0.18105635,-0.4241182,"('resilient', 'nonresilient')",-0.29088435,-0.44669342,0.051220775,-0.32978362,0.5080771,0.5576559,-0.6347125,-0.5878742,-0.1094711,-0.2461627,-0.1366916
82,0.10320422,-0.16209069,"('industrious', 'meek')",0.1031411,0.058678687,0.24729389,0.24679491,0.9066853,0.731109,0.91717243,0.9568285,0.4554994,0.3662641,-0.0892353
8,0.09443486,-0.023621768,"('open', 'distant')",-0.81187046,-0.8679036,-0.1351003,-0.3155461,-1.6857467,-1.8954618,-0.112111,-0.027673915,-0.5300787,-0.6260415,-0.0959628
20,-0.049864292,-0.19665518,"('popular', 'unpopular')",-0.103082776,-0.17630067,-0.66773427,-0.70158577,-0.19214627,-0.33684558,-0.59242713,-0.39838934,-0.321051,-0.3619553,-0.0409043
76,-0.019321755,0.023470536,"('secure', 'insecure')",0.93387,0.8947339,0.30028576,0.50699323,0.07124257,0.43655747,-1.009941,-1.0475235,0.0552271,0.1628463,0.1076192
69,0.01555568,0.10000637,"('wise', 'foolish')",-0.29015,-0.19846144,-1.052345,-1.2187465,-0.45903856,-0.70321673,-0.43539515,-0.27958393,-0.4442746,-0.4600005,-0.0157259
59,-0.015209336,-0.08428286,"('skillful', 'clumsy')",0.084625974,0.011702746,-0.3355623,-0.120778255,0.11509335,0.12287372,0.12778114,0.23531142,-0.0046542,0.0329654,0.0376196
98,-0.01358521,-0.13012156,"('prestigious', 'insignificant')",-1.1250046,-1.1799724,-0.2609458,-0.35444894,-0.75881976,-1.1497474,-0.4097874,-0.33224636,-0.5136286,-0.6293073,-0.1156787
23,-0.007973075,-0.30585688,"('hospitable', 'inhospitable')",0.2697147,0.14075637,-0.40106654,-0.56674933,-0.058319896,-0.25578153,0.9586171,0.85663664,0.1521945,-0.0261989,-0.1783934
