,Domino's_male,Domino's_female,tuple,Pizza_male,Pizza_female,average_male,average_female,female-male
33,-1.2065755,-1.2048984,"('softhearted', 'hardhearted')",-1.1640943,-0.93784213,-1.1853349,-1.0713702,0.1139647
36,1.2060263,0.9185933,"('tolerant', 'intolerant')",-0.41617575,-0.46838534,0.3949253,0.225104,-0.1698213
90,1.152256,1.1602149,"('motivated', 'unmotivated')",0.6920202,0.58857626,0.9221381,0.8743956,-0.0477425
95,1.0609349,1.0344355,"('rich', 'poor')",-4.930954,-4.7809596,-1.9350095,-1.873262,0.0617475
63,-1.0506957,-1.0744176,"('capable', 'incapable')",-0.8411957,-0.8475136,-0.9459457,-0.9609656,-0.0150199
21,1.0499408,0.8399768,"('nice', 'nasty')",0.6011963,0.3911922,0.8255686,0.6155845,-0.2099841
98,-1.0448717,-1.0016198,"('prestigious', 'insignificant')",-0.19857255,-0.11159055,-0.6217221,-0.5566052,0.0651169
53,0.9416113,0.91651845,"('smart', 'stupid')",-5.037306,-4.986571,-2.0478473,-2.0350261,0.0128212
48,0.9070776,0.8675933,"('reliable', 'unreliable')",3.10826,2.9858437,2.0076687,1.9267185,-0.0809502
97,-0.902644,-0.7444552,"('superior', 'inferior')",-0.5050155,-0.36305362,-0.7038298,-0.5537544,0.1500754
37,-0.861842,-0.82874596,"('good', 'evil')",1.287244,1.2598479,0.212701,0.215551,0.00285
55,0.8609393,0.7916188,"('intelligent', 'unintelligent')",-0.99236923,-0.8068943,-0.065715,-0.0076377,0.0580773
17,0.8561483,0.92201006,"('social', 'antisocial')",-0.5012502,-0.36596534,0.177449,0.2780223,0.1005733
39,-0.83526945,-0.7634551,"('right', 'wrong')",0.13986649,0.22296152,-0.3477015,-0.2702468,0.0774547
38,-0.82876295,-0.8423803,"('kind', 'unkind')",-1.3885875,-1.1791807,-1.1086752,-1.0107806,0.0978946
28,0.80303395,0.7355766,"('honest', 'dishonest')",-1.7752178,-1.6682229,-0.4860919,-0.4663231,0.0197688
3,0.7948599,0.61145467,"('likable', 'unlikable')",2.0362537,1.8483442,1.4155568,1.2298994,-0.1856574
82,-0.75881505,-0.77964985,"('industrious', 'meek')",0.5623287,0.5750907,-0.0982432,-0.1022796,-0.0040364
86,-0.7510576,-0.9027481,"('self-reliant', 'helpless')",2.9632425,2.8135207,1.1060925,0.9553863,-0.1507062
92,-0.57041013,-0.6426871,"('unwavering', 'wavering')",0.26057336,0.25933096,-0.1549184,-0.1916781,-0.0367597
70,-0.5571242,-0.5110139,"('wise', 'unwise')",0.5339954,0.5453033,-0.0115644,0.0171447,0.0287091
54,0.5506386,0.43979585,"('smart', 'stupid')",0.51301503,0.37597805,0.5318269,0.407887,-0.1239399
101,0.5444604,0.49706846,"('successful', 'unsuccessful')",-0.69450676,-0.81626856,-0.0750232,-0.1596,-0.0845768
20,0.5339553,0.38782665,"('popular', 'unpopular')",0.09004079,0.13137141,0.311998,0.259599,-0.052399
29,0.52763164,0.47361946,"('honest', 'immoral')",-1.3865999,-1.3471639,-0.4294841,-0.4367722,-0.0072881
96,0.5245404,0.64562136,"('powerful', 'powerless')",0.03933063,0.061749913,0.2819355,0.3536856,0.0717501
43,0.4973476,0.4286113,"('genuine', 'fake')",-0.81896996,-0.7695056,-0.1608112,-0.1704472,-0.009636
68,-0.46080837,-0.5358681,"('clever', 'inept')",-0.8138427,-0.92758775,-0.6373255,-0.731728,-0.0944025
4,-0.45551664,-0.56545436,"('likable', 'unlikable')",-0.83066106,-0.9211368,-0.6430888,-0.7432956,-0.1002068
67,-0.44781414,-0.44170418,"('discriminating', 'undiscriminating')",-0.015196569,0.08176284,-0.2315053,-0.1799707,0.0515346
44,0.4375056,0.2931535,"('truthful', 'untruthful')",-0.8480881,-0.95344913,-0.2052912,-0.3301478,-0.1248566
65,-0.3962105,-0.56579375,"('practical', 'impractical')",-0.9197862,-1.0745634,-0.6579983,-0.8201786,-0.1621803
74,0.39230102,0.3570899,"('insightful', 'unperceptive')",-0.5884299,-0.6146802,-0.0980645,-0.1287951,-0.0307306
110,-0.3896529,-0.4848141,"('narrow-minded', 'open-minded')",0.28867948,0.22157554,-0.0504867,-0.1316193,-0.0811326
0,0.38250446,0.41169673,"('sociable', 'unsociable')",-1.197808,-1.0707314,-0.4076518,-0.3295173,0.0781345
18,-0.37606183,-0.46485204,"('social', 'asocial')",-0.7143647,-0.70120853,-0.5452133,-0.5830303,-0.037817
14,0.37551123,0.2842028,"('supportive', 'unsupportive')",0.8155701,0.7486631,0.5955406,0.516433,-0.0791076
34,0.34368497,0.38020265,"('loyal', 'disloyal')",-1.5785962,-1.3157067,-0.6174556,-0.467752,0.1497036
102,0.33991256,0.34357512,"('eminent', 'low')",0.102745056,0.17245772,0.2213288,0.2580164,0.0366876
57,0.3349667,0.23948304,"('able', 'unable')",0.24779853,0.09436461,0.2913826,0.1669238,-0.1244588
22,-0.3309062,-0.43021446,"('welcoming', 'disagreeable')",0.7411309,0.83821386,0.2051123,0.2039997,-0.0011126
79,0.29480088,0.28355294,"('determined', 'doubtful')",0.059467494,-0.022872355,0.1771342,0.1303403,-0.0467939
69,-0.27397788,-0.30419242,"('wise', 'foolish')",0.12953272,0.10406561,-0.0722226,-0.1000634,-0.0278408
27,0.22336078,0.17807728,"('sincere', 'insincere')",-5.8312063,-5.671677,-2.8039227,-2.7467999,0.0571228
45,0.21559891,-0.0032704845,"('cooperative', 'exploitative')",-0.34392378,-0.5070354,-0.0641624,-0.2551529,-0.1909905
9,0.21424767,0.021544382,"('sensitive', 'insensitive')",-0.116041094,-0.20088995,0.0491033,-0.0896728,-0.1387761
40,0.20780301,0.14689001,"('honorable', 'mean')",-4.319172,-4.390415,-2.0556846,-2.1217625,-0.0660779
6,-0.16904128,-0.21475708,"('liked', 'disliked')",5.5205874,5.359457,2.6757731,2.57235,-0.1034231
77,0.1631062,0.07771981,"('active', 'inactive')",0.7463189,0.860047,0.4547125,0.4688834,0.0141709
106,0.13541743,0.061463475,"('conventional', 'unconventional')",-0.5161507,-0.40183914,-0.1903666,-0.1701878,0.0201788
72,-0.0821529,0.037318528,"('logical', 'illogical')",-0.8310539,-0.6667396,-0.4566034,-0.3147105,0.1418929
85,-0.06993377,-0.15228593,"('ambitious', 'unambitious')",0.18508929,0.2450443,0.0575778,0.0463792,-0.0111986
24,-0.05877933,0.054329693,"('thoughtful', 'rough')",-1.0682435,-0.9242671,-0.5635114,-0.4349687,0.1285427
81,-0.022737265,0.020706296,"('industrious', 'lazy')",1.5225217,1.4501516,0.7498922,0.7354289,-0.0144633
47,-0.018764853,-0.0396716,"('forgiving', 'unforgiving')",-0.7766372,-0.6194588,-0.397701,-0.3295652,0.0681358
35,0.007949412,0.066908404,"('fair', 'unfair')",0.5448274,0.5513874,0.2763884,0.3091479,0.0327595
87,0.00048772246,0.13666728,"('dedicated', 'undedicated')",-0.61845684,-0.43321416,-0.3089845,-0.1482734,0.1607111
