,Stanley_male,Stanley_female,tuple,Black_male,Black_female,&_male,&_female,Decker_male,Decker_female,average_male,average_female,female-male
25,1.0324819,0.8951117,"('moral', 'immoral')",-0.65075356,-1.1863146,-0.15499687,-0.11594057,0.60946965,0.3744197,0.2090503,-0.0081809,-0.2172312
29,-1.0197566,-0.9982983,"('honest', 'immoral')",-2.5785747,-2.8225343,-2.2696831,-2.1455472,-0.90337574,-0.8680335,-1.6928475,-1.7086034,-0.0157559
58,-0.98779637,-0.84533924,"('able', 'clumsy')",-2.5559478,-2.5264654,-1.5213186,-1.4960544,-1.1605592,-0.75260586,-1.5564054,-1.4051162,0.1512892
8,-0.9842161,-0.8352169,"('open', 'distant')",0.9743424,1.0102468,-1.6857467,-1.8954618,-0.50848347,-0.41121662,-0.5510259,-0.5329121,0.0181138
38,-0.97125363,-0.7176447,"('kind', 'unkind')",-1.9618955,-1.8729703,-1.6716217,-1.6502889,-0.7668678,-0.39924064,-1.3429096,-1.1600361,0.1828735
84,-0.9682634,-1.014144,"('self-confident', 'diffident')",0.18473923,-0.041317075,0.119012654,-0.027711093,-0.68279034,-0.83214843,-0.3368255,-0.4788301,-0.1420046
106,-0.96361196,-0.86810696,"('conventional', 'unconventional')",-0.81768066,-0.7844161,0.789896,1.0880945,-0.85025525,-0.82951975,-0.460413,-0.3484871,0.1119259
42,-0.9512942,-0.70638573,"('amicable', 'hostile')",1.5807388,1.9192176,0.48472708,0.43818986,-0.38772732,-0.291175,0.1816111,0.3399617,0.1583506
62,-0.9423241,-0.8329936,"('creative', 'uncreative')",0.56304276,0.4545539,-2.2667456,-2.3764453,-0.41157448,-0.31606257,-0.7644004,-0.7677369,-0.0033365
68,-0.93971086,-1.0683551,"('clever', 'inept')",-1.1933361,-1.4725149,-1.2612541,-1.2794638,-0.7466415,-1.001365,-1.0352356,-1.2054247,-0.1701891
44,-0.92272866,-0.93363595,"('truthful', 'untruthful')",-0.7428808,-0.94950193,-0.12342109,-0.31923357,-0.50849336,-0.6075147,-0.574381,-0.7024716,-0.1280906
70,0.89997184,1.0755423,"('wise', 'unwise')",1.583054,1.532246,-0.21861404,-0.04340157,0.42868388,0.42760563,0.6732739,0.7479981,0.0747242
96,0.889323,0.7485232,"('powerful', 'powerless')",-0.30015212,-0.48544717,1.9636645,1.9360857,0.09990573,0.06522329,0.6631853,0.5660962,-0.0970891
16,0.8651079,0.77561855,"('social', 'antisocial')",-0.33451375,-0.3520918,0.3824269,0.6116088,0.9149642,0.930127,0.4569963,0.4913156,0.0343193
107,0.84973574,1.0104425,"('conventional', 'modern')",-0.15725407,-0.14350143,0.75842726,0.7066419,1.6510582,1.8498044,0.7754918,0.8558469,0.0803551
31,-0.8427871,-0.6938602,"('altruistic', 'egoistic')",0.298347,0.60527897,-0.5368643,-0.654704,-0.3196035,-0.24195445,-0.3502269,-0.2463099,0.103917
59,0.8406324,0.9365967,"('skillful', 'clumsy')",0.21352413,0.20787744,0.11509335,0.12287372,0.1194424,0.28369987,0.3221731,0.3877619,0.0655888
100,-0.83982044,-0.597962,"('influential', 'uninfluential')",-0.81284654,-0.82664365,-0.44486135,-0.20431024,-0.39471957,0.039152354,-0.623062,-0.3974409,0.2256211
5,0.8323897,0.71926236,"('pleasant', 'repellent')",-0.6144091,-0.8428504,0.23307134,0.2290945,0.7275757,0.5786306,0.2946569,0.1710343,-0.1236226
12,-0.81541187,-0.9322419,"('sympathetic', 'unsympathetic')",-1.8768635,-2.1515017,-0.7277793,-0.38210905,-0.031488538,0.035028636,-0.8628858,-0.857706,0.0051798
26,0.77866393,0.7803824,"('trustworthy', 'untrustworthy')",0.09007555,0.079939485,-0.018105805,-0.078443706,0.073933564,0.24767803,0.2311418,0.257389,0.0262472
88,0.7766681,0.66440743,"('impulsive', 'meek')",1.375239,1.545878,0.98271424,0.5905908,0.7110584,0.5689187,0.9614199,0.8424487,-0.1189712
9,-0.7006193,-0.82146454,"('sensitive', 'insensitive')",-1.380757,-1.5077152,-0.44833702,-0.32138565,-0.4700212,-0.5363561,-0.7499337,-0.7967304,-0.0467967
69,-0.6887479,-0.64145833,"('wise', 'foolish')",0.67775345,0.84950554,-0.45903856,-0.70321673,-0.25571293,-0.06141624,-0.1814365,-0.1391464,0.0422901
97,-0.6879951,-0.7083374,"('superior', 'inferior')",-0.4043864,-0.41830945,-0.9101333,-0.9269796,-0.8091056,-0.7667667,-0.7029051,-0.7050983,-0.0021932
43,-0.65361196,-0.5424022,"('genuine', 'fake')",-0.33285254,-0.37397087,0.45401642,0.48974708,-0.4623506,-0.36103594,-0.2486997,-0.1969155,0.0517842
103,0.64631546,0.72411513,"('traditional', 'modern')",-0.30620244,-0.35411823,0.03736037,0.15558687,0.6659975,0.6303399,0.2608677,0.2889809,0.0281132
79,0.6309022,0.5646782,"('determined', 'doubtful')",0.68279535,0.45035306,1.2731994,1.1395522,0.053846806,-0.066583514,0.6601859,0.522,-0.1381859
77,-0.6263133,-0.47225782,"('active', 'inactive')",0.9318456,1.0969605,-0.33979833,-0.24004993,0.90043753,1.1381798,0.2165429,0.3807081,0.1641652
49,-0.62592536,-0.7618694,"('responsible', 'irresponsible')",-1.4479015,-1.7547385,-0.44786936,-0.6318982,-1.0302706,-1.1209077,-0.8879917,-1.0673534,-0.1793617
46,0.6168786,0.811732,"('generous', 'stingy')",2.1695728,2.4839804,0.9779319,1.3595903,1.6585773,1.7346771,1.3557402,1.5974951,0.2417549
14,0.6089717,0.5782503,"('supportive', 'unsupportive')",1.0019896,0.5477401,1.0383558,0.95381886,0.78785205,0.48315307,0.8592923,0.6407406,-0.2185517
52,0.57929,0.38633782,"('competitive', 'uncompetitive')",-1.0750798,-1.4370446,-0.0034922361,0.08378959,0.7138241,0.5642915,0.0536355,-0.1006564,-0.1542919
56,0.5689292,0.58037007,"('intelligent', 'dumb')",1.4010338,1.5856631,0.76069665,0.8657912,1.1165093,1.3120693,0.9617922,1.0859735,0.1241813
57,0.5672283,0.45320445,"('able', 'unable')",0.3210414,-0.022403717,0.37963194,0.24697638,-0.27745664,-0.52856034,0.2476113,0.0373042,-0.2103071
24,-0.55781424,-0.58273476,"('thoughtful', 'rough')",-0.54870397,-0.54881644,-0.3752486,-0.3377083,-0.802566,-0.9512351,-0.5710832,-0.6051236,-0.0340404
102,-0.5489398,-0.61008006,"('eminent', 'low')",-0.423776,-0.54597664,-0.16702682,-0.39734355,-0.12011288,-0.10466075,-0.3149639,-0.4145152,-0.0995513
101,-0.54544103,-0.6159158,"('successful', 'unsuccessful')",-1.1194746,-1.162016,-0.633511,-0.66783416,-0.23576178,-0.27847916,-0.6335471,-0.6810613,-0.0475142
81,0.52679074,0.641122,"('industrious', 'lazy')",2.8037033,3.0444782,1.0677396,0.93206155,1.3299327,1.0283206,1.4320415,1.4114957,-0.0205458
89,0.5254595,0.52549005,"('daring', 'anxious')",-0.9435756,-1.3535047,-0.8747365,-0.8151448,0.2704043,0.06099364,-0.2556121,-0.3955414,-0.1399293
20,-0.5189813,-0.51175356,"('popular', 'unpopular')",0.65300214,0.7546062,-0.19214627,-0.33684558,0.6991607,0.61425686,0.1602588,0.130066,-0.0301928
54,0.5124368,0.25626493,"('smart', 'stupid')",-0.15202177,-0.33215323,1.0514773,1.1036994,0.19693163,0.11315678,0.402206,0.285242,-0.116964
83,-0.48325664,-0.5907526,"('energetic', 'lethargic')",-1.1164348,-1.1501552,-0.4276148,-0.4433389,-0.00096257776,0.1783183,-0.5070671,-0.5014821,0.005585
19,-0.46739036,-0.41179433,"('funny', 'boring')",0.31791556,0.35791382,0.09913957,-0.005131036,-0.018135428,-9.295344e-05,-0.0171177,-0.0147761,0.0023416
82,-0.46106845,-0.38130787,"('industrious', 'meek')",1.2524593,1.5724539,0.9066853,0.731109,0.41655275,0.3871795,0.5286572,0.5773586,0.0487014
67,-0.43159625,-0.56251365,"('discriminating', 'undiscriminating')",-0.010932401,-0.031181946,-0.8109486,-0.59599626,-0.3330386,-0.47153413,-0.396629,-0.4153065,-0.0186775
60,0.427644,0.43957075,"('educated', 'uneducated')",0.16582516,0.09735048,-1.3512951,-1.1294242,0.9752217,1.2993957,0.0543489,0.1767232,0.1223743
74,-0.4191299,-0.51249266,"('insightful', 'unperceptive')",-0.36576268,-0.82931995,-2.0510526,-2.2101963,-0.20632178,-0.2875096,-0.7605667,-0.9598796,-0.1993129
93,0.37223762,0.23421285,"('dominating', 'dominated')",-0.89301133,-0.9001405,1.7850899,1.8938642,0.6551701,0.7385468,0.4798715,0.4916208,0.0117493
85,-0.37187874,-0.4384625,"('ambitious', 'unambitious')",-0.55770504,-0.53047216,0.5252911,0.4314575,-0.241944,-0.31286776,-0.1615592,-0.2125862,-0.051027
23,0.34458303,0.34122837,"('hospitable', 'inhospitable')",1.4526958,1.223279,-0.058319896,-0.25578153,0.3326741,0.31340227,0.5179083,0.405532,-0.1123763
37,0.34031916,0.4333844,"('good', 'evil')",2.3384914,2.6736555,0.07831633,-0.064050555,0.96640867,0.8472897,0.9308839,0.9725697,0.0416858
55,-0.3258291,-0.4674649,"('intelligent', 'unintelligent')",-0.5567152,-0.7104945,-0.24816978,0.06497896,-0.4247749,-0.6231081,-0.3888722,-0.4340221,-0.0451499
39,-0.32239765,-0.15700772,"('right', 'wrong')",0.54338086,0.7735746,0.786576,0.6752243,-0.14977634,-0.086233765,0.2144457,0.3013894,0.0869437
17,-0.297169,-0.26866055,"('social', 'antisocial')",-0.05969584,0.16772765,0.33525267,0.45708948,0.20398507,0.42333826,0.0455932,0.1948737,0.1492805
87,-0.28974423,-0.20740041,"('dedicated', 'undedicated')",-0.9426991,-0.9917938,-1.0476332,-1.0999688,-0.33863658,-0.2611556,-0.6546783,-0.6400796,0.0145987
30,-0.28368556,-0.3376304,"('honest', 'dishonest')",-1.2411516,-1.2702686,-1.3446836,-1.4505508,0.14362,0.028377146,-0.6814752,-0.7575182,-0.076043
72,-0.26829764,-0.11719811,"('logical', 'illogical')",-0.7453953,-0.62465626,-2.02136,-1.9372089,-0.43795162,-0.21983938,-0.8682511,-0.7247257,0.1435254
2,0.26626408,0.07018846,"('friendly', 'unfriendly')",-1.9369996,-2.0895128,0.20569074,0.5273682,0.18055469,0.26896977,-0.3211225,-0.3057466,0.0153759
21,0.24483174,0.21350873,"('nice', 'nasty')",0.56811345,0.3101349,0.701074,0.7809905,0.31767,0.16267729,0.4579223,0.3668278,-0.0910945
22,0.23349735,0.37973428,"('welcoming', 'disagreeable')",1.3970281,1.3733325,0.038684845,0.15846825,0.443626,0.49839833,0.5282091,0.6024833,0.0742742
61,0.20270425,0.5077188,"('rational', 'irrational')",1.7342494,2.0957232,-0.11714852,-0.13652503,-0.26949298,-0.19910923,0.387578,0.5669519,0.1793739
110,-0.19932932,-0.23999915,"('narrow-minded', 'open-minded')",-0.8048989,-0.6596155,0.7476208,0.66271204,-0.6477902,-0.72580063,-0.2260994,-0.2406758,-0.0145764
91,-0.19860159,-0.22465736,"('resilient', 'nonresilient')",-0.337933,-0.5752792,0.5080771,0.5576559,-0.044964895,-0.1652078,-0.0183556,-0.1018721,-0.0835165
65,0.17714357,0.02851493,"('practical', 'impractical')",-0.98805654,-1.5191303,-0.059535027,-0.025037318,-0.20242211,-0.4861521,-0.2682175,-0.5004512,-0.2322337
64,0.17643738,-0.02665782,"('clever', 'incompetent')",-1.2253383,-1.4932828,-0.06654215,0.15274763,0.31048134,0.16229707,-0.2012405,-0.301224,-0.0999835
51,-0.1720193,-0.2885186,"('competent', 'incompetent')",-0.2186557,-0.24496086,-0.37260705,-0.1885972,0.55115354,0.41562596,-0.0530321,-0.0766127,-0.0235806
36,0.16250789,0.019439638,"('tolerant', 'intolerant')",-0.47535047,-0.6034938,-0.3733943,-0.31044215,-0.43913668,-0.31745476,-0.2813434,-0.3029878,-0.0216444
0,0.13029313,0.19997725,"('sociable', 'unsociable')",-0.6025017,-0.70399487,-0.044442117,0.25629807,0.21236216,0.37046176,-0.0760721,0.0306856,0.1067577
73,-0.07367325,-0.40975353,"('brilliant', 'incompetent')",-1.5057994,-1.8794087,0.59921503,0.37608182,-0.13489641,-0.5229751,-0.2787885,-0.6090139,-0.3302254
4,-0.049295574,-0.15290043,"('likable', 'unlikable')",0.053798854,-0.0011723638,-0.6069189,-0.83828163,-0.32531303,-0.5215844,-0.2319321,-0.3784847,-0.1465526
18,0.040606342,0.1588045,"('social', 'asocial')",-1.3037977,-1.477241,-0.16941583,-0.10184574,-0.43156636,-0.26978463,-0.4660434,-0.4225167,0.0435267
7,-0.037827134,-0.05781734,"('outgoing', 'distant')",1.8398681,1.7199526,-0.7594186,-1.0346279,0.048026115,-0.03421554,0.2726621,0.1483229,-0.1243392
45,0.004416287,-0.074281335,"('cooperative', 'exploitative')",-0.6344128,-0.8202858,0.23082179,-0.03409016,-1.4542394,-1.697583,-0.4633535,-0.6565601,-0.1932066
