,Edison_male,Edison_female,tuple,International_male,International_female,average_male,average_female,female-male
55,-0.6650697,-0.63966334,"('intelligent', 'unintelligent')",-0.7534328,-0.72291386,-0.7092513,-0.6812886,0.0279627
7,-0.6216723,-0.4492132,"('outgoing', 'distant')",0.1345121,-0.030213177,-0.2435801,-0.2397132,0.0038669
14,0.6124955,0.69283867,"('supportive', 'unsupportive')",0.04738745,-0.1388497,0.3299415,0.2769945,-0.052947
93,0.5906087,0.49616572,"('dominating', 'dominated')",-0.109985195,-0.26749402,0.2403118,0.1143358,-0.125976
43,-0.55699426,-0.48239714,"('genuine', 'fake')",-0.13543843,-0.17187852,-0.3462164,-0.3271378,0.0190786
0,0.52673286,0.64199257,"('sociable', 'unsociable')",-0.27770647,-0.14003941,0.1245132,0.2509766,0.1264634
22,0.5033337,0.63026047,"('welcoming', 'disagreeable')",-0.38902038,-0.22840753,0.0571567,0.2009265,0.1437698
60,0.46583793,0.6462563,"('educated', 'uneducated')",0.023191184,0.17338324,0.2445146,0.4098198,0.1653052
79,0.46069896,0.41699594,"('determined', 'doubtful')",0.033679813,0.07503861,0.2471894,0.2460173,-0.0011721
12,0.4537297,0.39542782,"('sympathetic', 'unsympathetic')",-0.49762845,-0.685357,-0.0219494,-0.1449646,-0.1230152
25,0.4470213,0.36402595,"('moral', 'immoral')",-0.6570062,-0.71630645,-0.1049924,-0.1761402,-0.0711478
110,0.41503108,0.29814908,"('narrow-minded', 'open-minded')",0.67623246,0.5805007,0.5456318,0.4393249,-0.1063069
4,-0.3990217,-0.35170722,"('likable', 'unlikable')",-0.91524863,-0.84401244,-0.6571351,-0.5978599,0.0592752
85,-0.39738488,-0.4387328,"('ambitious', 'unambitious')",-0.1450349,-0.25959486,-0.2712099,-0.3491638,-0.0779539
30,0.38614935,0.3692673,"('honest', 'dishonest')",-0.6705753,-0.73997504,-0.142213,-0.1853539,-0.0431409
84,-0.38020492,-0.38394067,"('self-confident', 'diffident')",-0.7134869,-0.6776919,-0.5468459,-0.5308163,0.0160296
69,-0.37216312,-0.2657848,"('wise', 'foolish')",-0.49858183,-0.31653446,-0.4353725,-0.2911596,0.1442129
47,-0.36392856,-0.08067175,"('forgiving', 'unforgiving')",-0.4067515,-0.3589463,-0.38534,-0.219809,0.165531
88,0.3625586,0.4614188,"('impulsive', 'meek')",0.6325371,0.5480077,0.4975479,0.5047133,0.0071654
106,-0.3542174,-0.1675574,"('conventional', 'unconventional')",-0.5712053,-0.39823276,-0.4627114,-0.2828951,0.1798163
70,0.34542844,0.4741609,"('wise', 'unwise')",1.090466,1.0092695,0.7179472,0.7417152,0.023768
29,-0.34516302,-0.5089435,"('honest', 'immoral')",-0.55425906,-0.6227187,-0.449711,-0.5658311,-0.1161201
101,-0.32591507,-0.45771557,"('successful', 'unsuccessful')",-1.133564,-1.1630486,-0.7297395,-0.8103821,-0.0806426
64,0.29818988,0.16164899,"('clever', 'incompetent')",-0.16062523,-0.17125924,0.0687823,-0.0048051,-0.0735874
46,0.28391033,0.6132489,"('generous', 'stingy')",0.59707797,0.7243459,0.4404941,0.6687974,0.2283033
41,-0.28213805,0.02470839,"('incorrupt', 'corrupt')",0.29701072,0.5737169,0.0074363,0.2992126,0.2917763
92,-0.27888447,0.025202692,"('unwavering', 'wavering')",-0.51220614,-0.61145514,-0.3955453,-0.2931262,0.1024191
63,0.27037275,0.2183812,"('capable', 'incapable')",-1.0933859,-1.1424937,-0.4115066,-0.4620563,-0.0505497
23,0.24492371,0.17444813,"('hospitable', 'inhospitable')",0.8630278,0.73783946,0.5539758,0.4561438,-0.097832
38,-0.23337442,-0.1142346,"('kind', 'unkind')",-1.0583853,-0.89796406,-0.6458799,-0.5060993,0.1397806
87,0.2197856,0.2995839,"('dedicated', 'undedicated')",-1.1067047,-1.0585175,-0.4434596,-0.3794668,0.0639928
49,0.21303171,0.045361698,"('responsible', 'irresponsible')",-1.5461802,-1.7526569,-0.6665742,-0.8536476,-0.1870734
36,0.19169912,0.14308463,"('tolerant', 'intolerant')",-0.3008271,-0.26529256,-0.054564,-0.061104,-0.00654
91,0.18000554,0.31365418,"('resilient', 'nonresilient')",-0.3920109,-0.46235928,-0.1060027,-0.0743525,0.0316502
18,0.17222372,0.17970908,"('social', 'asocial')",-0.57078177,-0.54671586,-0.199279,-0.1835034,0.0157756
20,-0.16025308,0.056165606,"('popular', 'unpopular')",0.39338326,0.5133883,0.1165651,0.2847769,0.1682118
72,-0.15884039,0.020457607,"('logical', 'illogical')",-0.28855318,-0.1183579,-0.2236968,-0.0489501,0.1747467
37,0.1390506,0.16148877,"('good', 'evil')",0.876606,0.9465544,0.5078283,0.5540216,0.0461933
65,0.13478065,0.065475315,"('practical', 'impractical')",-1.3870564,-1.4802618,-0.6261379,-0.7073932,-0.0812553
81,-0.11692476,0.024992347,"('industrious', 'lazy')",-0.023115575,0.094863266,-0.0700202,0.0599278,0.129948
54,-0.10336296,-0.3084786,"('smart', 'stupid')",0.79684246,0.59786206,0.3467397,0.1446917,-0.202048
74,-0.09474231,-0.051379412,"('insightful', 'unperceptive')",-1.2218003,-1.3378356,-0.6582713,-0.6946075,-0.0363362
24,-0.057153776,-0.078778565,"('thoughtful', 'rough')",-1.3044584,-1.2857392,-0.6808061,-0.6822588,-0.0014527
17,-0.056935668,0.18780452,"('social', 'antisocial')",-0.17056382,0.014495134,-0.1137497,0.1011498,0.2148995
68,0.0526447,-0.05242166,"('clever', 'inept')",-1.050265,-1.2191378,-0.4988101,-0.6357797,-0.1369696
73,-0.050231993,-0.27541566,"('brilliant', 'incompetent')",-1.0608741,-1.3812499,-0.5555531,-0.8283328,-0.2727797
58,0.038620323,0.19350365,"('able', 'clumsy')",-0.5466217,-0.5141622,-0.2540007,-0.1603293,0.0936714
77,0.033557206,0.15435106,"('active', 'inactive')",0.11710368,0.11085279,0.0753304,0.1326019,0.0572715
96,0.029621378,0.113115564,"('powerful', 'powerless')",-0.40749988,-0.40346423,-0.1889392,-0.1451743,0.0437649
21,-0.015174568,-0.123619795,"('nice', 'nasty')",1.1096721,0.9406854,0.5472487,0.4085328,-0.1387159
9,-0.0092378855,-0.05802141,"('sensitive', 'insensitive')",-0.6889987,-0.7582403,-0.3491183,-0.4081309,-0.0590126
