,Expeditors_male,Expeditors_female,tuple,average_male,average_female,female-male
26,0.34659007,0.6091542,"('reliable', 'unreliable')",0.3465900719165802,0.609154224395752,0.26256415247917175
13,0.32358697,0.70418465,"('sincere', 'insincere')",0.32358697056770325,0.7041846513748169,0.38059768080711365
8,0.32313773,0.48039252,"('popular', 'unpopular')",0.32313773036003113,0.4803925156593323,0.15725478529930115
29,-0.293617,-0.07674846,"('competent', 'incompetent')",-0.29361701011657715,-0.07674846053123474,0.2168685495853424
32,-0.29360932,-0.46858323,"('able', 'unable')",-0.2936093211174011,-0.46858322620391846,-0.17497390508651733
28,-0.28863138,-0.28195462,"('unprejudiced', 'prejudiced')",-0.2886313796043396,-0.2819546163082123,0.006676763296127319
2,0.2190112,0.5749583,"('likable', 'unlikable')",0.21901120245456696,0.574958324432373,0.3559471219778061
23,0.20654759,0.5297618,"('truthful', 'untruthful')",0.2065475881099701,0.529761791229248,0.32321420311927795
16,0.20605752,-0.0530816,"('fair', 'unfair')",0.20605751872062683,-0.05308160185813904,-0.25913912057876587
20,0.19155651,-0.026014596,"('right', 'wrong')",0.19155651330947876,-0.026014596223831177,-0.21757110953330994
56,-0.16629282,0.16615887,"('conventional', 'unconventional')",-0.16629281640052795,0.16615886986255646,0.3324516862630844
48,-0.12921456,0.107035115,"('dedicated', 'undedicated')",-0.1292145550251007,0.10703511536121368,0.2362496703863144
39,0.09435108,-0.2822641,"('wise', 'foolish')",0.09435108304023743,-0.2822641134262085,-0.3766151964664459
47,-0.079491556,0.13277605,"('ambitious', 'unambitious')",-0.07949155569076538,0.13277605175971985,0.21226760745048523
45,0.07611017,-0.12359627,"('independent', 'dependent')",0.07611016929149628,-0.12359627336263657,-0.19970644265413284
9,0.057433352,-0.06874378,"('nice', 'nasty')",0.0574333518743515,-0.06874378025531769,-0.1261771321296692
33,0.052725025,0.33830222,"('educated', 'uneducated')",0.05272502452135086,0.33830222487449646,0.2855772003531456
46,0.044690013,0.23148173,"('energetic', 'lethargic')",0.04469001293182373,0.23148173093795776,0.18679171800613403
38,0.0278738,0.2217446,"('discriminating', 'undiscriminating')",0.027873799204826355,0.2217445969581604,0.19387079775333405
55,0.026769191,-0.003067486,"('conventional', 'unconventional')",0.026769191026687622,-0.003067485988140106,-0.02983667701482773
15,-0.010252848,0.40643558,"('loyal', 'disloyal')",-0.010252848267555237,0.4064355790615082,0.4166884273290634
4,0.007290244,0.10951644,"('sensitive', 'insensitive')",0.007290244102478027,0.109516441822052,0.10222619771957397
41,-0.0044540614,-0.56260204,"('confident', 'shy')",-0.004454061388969421,-0.5626020431518555,-0.558147981762886
