,Charles_male,Charles_female,tuple,River_male,River_female,Laboratories_male,Laboratories_female,average_male,average_female,female-male
58,-1.3588302,-1.3259419,"('able', 'clumsy')",-0.5630894,-0.48155478,-0.27675253,-0.006230116,-0.7328907,-0.6045756,0.1283151
78,1.3575991,1.1435143,"('active', 'inactive')",1.3059775,1.2121097,1.0527923,0.8485561,1.2387896,1.06806,-0.1707296
105,-1.3367761,-1.1801916,"('conventional', 'modern')",-0.5816548,-0.60666966,-0.45219058,-0.3989681,-0.7902071,-0.7286098,0.0615973
13,-1.323518,-1.464586,"('helpful', 'unhelpful')",-2.3690999,-2.2015426,-1.5537122,-1.2717078,-1.7487768,-1.6459455,0.1028313
24,-1.2871279,-1.306643,"('thoughtful', 'rough')",0.040802658,-0.0973583,-0.93980557,-0.94736266,-0.7287103,-0.783788,-0.0550777
46,1.2329788,1.4590755,"('generous', 'stingy')",0.89410686,0.8727521,0.81241167,0.89008147,0.9798325,1.0739697,0.0941372
28,-1.2274122,-1.1161007,"('honest', 'dishonest')",-1.6321913,-1.6155636,-0.89289504,-0.8725136,-1.2508328,-1.2013926,0.0494402
49,-1.2227917,-1.3682661,"('responsible', 'irresponsible')",-0.9708761,-1.169241,-0.5151908,-0.51440734,-0.9029529,-1.0173048,-0.1143519
37,1.1842666,1.2397063,"('good', 'evil')",1.3396057,1.1925042,0.5418043,0.38283584,1.0218922,0.9383488,-0.0835434
36,-1.1834426,-1.246263,"('tolerant', 'intolerant')",-0.582563,-0.66447854,-0.6333977,-0.4060126,-0.799801,-0.7722514,0.0275496
104,-1.0935066,-0.81576705,"('conventional', 'unconventional')",-0.4197421,-0.24818201,-0.76555467,-0.5824866,-0.7596011,-0.5488119,0.2107892
33,-1.0835626,-0.8963296,"('softhearted', 'hardhearted')",-0.57111686,-0.5072885,-0.062543154,-0.048876643,-0.5724076,-0.4841649,0.0882427
12,-1.0721135,-1.0903165,"('sympathetic', 'unsympathetic')",-1.1795781,-1.1718552,-0.63670033,-0.51130605,-0.9627973,-0.9244926,0.0383047
9,-1.0642512,-1.0333524,"('sensitive', 'insensitive')",-1.6898627,-1.7877543,-0.102163434,-0.041054666,-0.9520925,-0.9540538,-0.0019613
1,-1.0601842,-0.906564,"('friendly', 'unfriendly')",-1.358765,-1.2062092,-1.5056157,-1.380956,-1.3081883,-1.1645764,0.1436119
38,-1.0382956,-0.7243391,"('kind', 'unkind')",-1.3803879,-0.9563724,-1.303579,-1.0293922,-1.2407541,-0.9033679,0.3373862
29,-1.0146018,-0.9519499,"('honest', 'immoral')",-0.542268,-0.75141835,-0.17696157,-0.24309996,-0.5779438,-0.6488227,-0.0708789
87,-1.006396,-0.825699,"('dedicated', 'undedicated')",-0.67058194,-0.57684565,-0.53970724,-0.33516425,-0.7388951,-0.5792363,0.1596588
10,-0.99839044,-0.93482506,"('affectionate', 'unaffectionate')",-0.9000217,-0.6760915,-0.7363351,-0.60965264,-0.8782491,-0.7401897,0.1380594
68,-0.9811474,-1.1092501,"('clever', 'inept')",-0.47946173,-0.9796536,-0.3422032,-0.33965534,-0.6009374,-0.8095197,-0.2085823
90,0.9726255,0.87322253,"('motivated', 'unmotivated')",0.5853563,0.3879822,0.9282745,0.7708343,0.828752,0.6773464,-0.1514056
43,-0.9699054,-1.0223407,"('genuine', 'fake')",-0.37036163,-0.3516876,0.26727563,0.38064957,-0.3576638,-0.3311262,0.0265376
88,0.9295722,0.8553045,"('impulsive', 'meek')",0.84112644,0.87307066,1.385714,1.3555552,1.0521375,1.0279768,-0.0241607
70,0.9092313,0.9872054,"('wise', 'unwise')",0.6452147,0.8202153,0.527134,0.7017523,0.69386,0.836391,0.142531
73,-0.89169884,-1.1013298,"('brilliant', 'incompetent')",-1.3275709,-1.6096299,-1.6494923,-1.6978617,-1.2895873,-1.469607,-0.1800197
52,0.8822092,0.7757567,"('competitive', 'uncompetitive')",-0.8263433,-0.87485605,-0.015928686,0.15141767,0.0133124,0.0174394,0.004127
56,0.88191545,0.90117717,"('intelligent', 'dumb')",1.2852795,1.3534484,0.5946571,0.6277015,0.9206173,0.9607757,0.0401584
98,-0.87767017,-0.8920465,"('prestigious', 'insignificant')",-0.38686115,-0.34036466,-0.30213994,-0.22834069,-0.5222238,-0.4869173,0.0353065
97,-0.8317599,-0.7818564,"('superior', 'inferior')",-1.0583897,-0.8808228,-0.5158476,-0.45357358,-0.8019991,-0.7054176,0.0965815
76,0.8065088,0.64171666,"('secure', 'insecure')",0.250091,-0.067178294,0.34082255,0.34333003,0.4658074,0.3059561,-0.1598513
47,-0.78974503,-0.665849,"('forgiving', 'unforgiving')",-0.97811353,-0.93654716,-0.87488735,-0.6219921,-0.8809153,-0.7414627,0.1394526
16,0.7510082,0.77203447,"('social', 'antisocial')",-0.36682838,-0.37315834,-0.40859723,-0.32901296,-0.0081391,0.0232877,0.0314268
35,0.716396,0.7478029,"('fair', 'unfair')",-0.66198796,-0.6422993,0.9417599,1.014442,0.332056,0.3733152,0.0412592
103,0.71414596,0.85849065,"('traditional', 'modern')",1.0820156,1.0174004,1.0377289,1.1394596,0.9446301,1.0051169,0.0604868
94,0.70062524,0.6385048,"('aggressive', 'submissive')",0.30344933,0.2882053,-0.30951244,-0.4026436,0.2315207,0.1746889,-0.0568318
26,0.6108775,0.64069897,"('trustworthy', 'untrustworthy')",-0.45219246,-0.48616478,0.18369223,0.13618653,0.1141258,0.0969069,-0.0172189
83,-0.58839977,-0.664431,"('energetic', 'lethargic')",-0.7351812,-0.7727634,-0.026315704,0.109446704,-0.4499656,-0.4425825,0.0073831
59,0.5822215,0.655546,"('skillful', 'clumsy')",0.757239,1.1116011,0.75723064,1.0387731,0.698897,0.9353067,0.2364097
15,0.58180684,0.52524173,"('polite', 'impolite')",0.22109234,0.24806015,0.81873375,0.9319811,0.5405443,0.5684276,0.0278833
64,-0.5709378,-0.6224569,"('clever', 'incompetent')",-0.5591283,-0.79716384,-0.9957182,-0.946669,-0.7085948,-0.7887632,-0.0801684
61,0.5610016,0.78804314,"('rational', 'irrational')",0.59534013,0.74733484,-0.088387564,0.023277134,0.3559847,0.5195517,0.163567
106,-0.5541623,-0.4890083,"('conventional', 'unconventional')",0.23905674,0.2331755,-0.5284451,-0.35047826,-0.2811836,-0.2021037,0.0790799
92,-0.5239167,-0.46358466,"('unwavering', 'wavering')",0.17581385,0.19632334,0.1006258,0.23814583,-0.0824924,-0.0097052,0.0727872
67,-0.521877,-0.53665596,"('discriminating', 'undiscriminating')",-0.30187067,-0.4132736,-1.0599934,-0.8619259,-0.6279137,-0.6039519,0.0239618
80,0.52077013,0.50344545,"('independent', 'dependent')",1.2428435,0.9380721,1.1166171,1.106157,0.960077,0.8492249,-0.1108521
2,-0.4770453,-0.45583633,"('friendly', 'unfriendly')",-0.75048774,-0.809735,-0.25246578,-0.12154317,-0.4933329,-0.4623715,0.0309614
22,0.46716014,0.5498874,"('welcoming', 'disagreeable')",1.0523231,0.8585707,0.36276382,0.4367674,0.6274157,0.6150752,-0.0123405
0,-0.46667522,-0.21787986,"('sociable', 'unsociable')",-0.32869112,-0.19494814,-0.50882274,-0.27393603,-0.4347297,-0.2289213,0.2058084
69,-0.46654934,-0.33610064,"('wise', 'foolish')",-0.6643549,-0.4412362,0.1595262,0.15985484,-0.3237927,-0.2058273,0.1179654
18,-0.4514584,-0.42837483,"('social', 'asocial')",-1.6595063,-1.7506106,0.0072626974,0.070992015,-0.701234,-0.7026645,-0.0014305
55,-0.44943467,-0.51246893,"('intelligent', 'unintelligent')",-0.23908858,-0.26539588,-0.9845403,-0.9592195,-0.5576878,-0.5790281,-0.0213403
60,-0.437994,-0.31363702,"('educated', 'uneducated')",0.1706006,0.55795485,-0.3299768,-0.11827494,-0.1991234,0.0420143,0.2411377
100,-0.42711383,-0.15169746,"('influential', 'uninfluential')",-0.8296312,-0.41191116,-0.8848002,-0.605157,-0.7138484,-0.3895886,0.3242598
57,0.41674247,0.17619148,"('able', 'unable')",0.49074942,0.14589007,0.14833817,-0.06825341,0.3519434,0.0846094,-0.267334
42,0.4007727,0.5374039,"('amicable', 'hostile')",1.7107241,1.8039682,0.8034163,0.9260088,0.9716377,1.0891269,0.1174892
72,-0.38243288,-0.22816972,"('logical', 'illogical')",-0.87385046,-0.6439707,-1.0582352,-0.8444884,-0.7715062,-0.5722096,0.1992966
21,0.3799438,0.30980247,"('nice', 'nasty')",0.2887181,0.0034279823,0.85955584,0.71333194,0.5094059,0.3421875,-0.1672184
77,0.37095,0.42110613,"('active', 'inactive')",0.54229885,0.61932236,0.84740424,0.9773488,0.5868844,0.6725925,0.0857081
44,-0.33137646,-0.45964655,"('truthful', 'untruthful')",-1.1353748,-0.89662784,-1.0509117,-0.9425857,-0.839221,-0.7662867,0.0729343
7,0.33057976,0.34416506,"('outgoing', 'distant')",0.53899956,0.40911603,0.58576894,0.4847552,0.4851161,0.4126788,-0.0724373
102,-0.32952797,-0.29112807,"('eminent', 'low')",0.28077334,0.44924706,-1.6455886,-1.4044319,-0.5647811,-0.4154377,0.1493434
51,-0.3273549,-0.36114126,"('competent', 'incompetent')",-0.77646196,-0.804541,-0.61879224,-0.44505015,-0.574203,-0.5369108,0.0372922
82,0.32275,0.51513404,"('industrious', 'meek')",0.8625802,0.8888657,0.60680187,0.49455014,0.5973773,0.63285,0.0354727
91,0.3182797,0.28024203,"('resilient', 'nonresilient')",0.0631516,0.31104553,-0.30636802,-0.2413041,0.0250211,0.1166612,0.0916401
85,-0.28864437,-0.31735936,"('ambitious', 'unambitious')",-0.38933337,-0.36238772,-0.7768949,-0.79184437,-0.4849575,-0.4905305,-0.005573
17,0.2832536,0.43935668,"('social', 'antisocial')",-0.853499,-0.55043745,-0.82000846,-0.67482424,-0.4634179,-0.2619683,0.2014496
65,-0.28056246,-0.49300805,"('practical', 'impractical')",-1.2517114,-1.4670577,-1.2328558,-1.1078522,-0.9217099,-1.0226393,-0.1009294
31,-0.27996984,-0.21876174,"('altruistic', 'egoistic')",-0.48801687,-0.26346913,-0.71333265,-0.816852,-0.4937731,-0.4330276,0.0607455
30,-0.27209234,-0.28125143,"('honest', 'dishonest')",-0.636191,-0.5897444,-0.017572798,0.11905113,-0.3086187,-0.2506482,0.0579705
25,-0.2708285,-0.33694667,"('moral', 'immoral')",-0.21377613,-0.34788918,-0.113713026,-0.025400266,-0.1994392,-0.2367454,-0.0373062
74,-0.26032606,-0.30123314,"('insightful', 'unperceptive')",-1.3528602,-1.1974142,-0.7164079,-0.54540724,-0.7765314,-0.6813515,0.0951799
96,0.2571221,0.26782334,"('powerful', 'powerless')",0.23730475,0.2676527,0.09432584,0.22004986,0.1962509,0.251842,0.0555911
23,0.23818833,0.25138104,"('hospitable', 'inhospitable')",1.1063764,0.90159047,1.2791778,1.2340572,0.8745809,0.7956762,-0.0789047
20,0.22621897,0.32876274,"('popular', 'unpopular')",-0.43246433,0.08114076,-0.2709139,-0.049344204,-0.1590531,0.1201864,0.2792395
4,0.22502953,0.060170442,"('likable', 'unlikable')",-0.44721824,-0.61587405,-0.96239245,-0.8963543,-0.3948604,-0.4840193,-0.0891589
5,0.22162426,0.09436688,"('pleasant', 'repellent')",-0.21384707,-0.37486207,0.65591675,0.59647775,0.2212313,0.1053275,-0.1159038
107,0.21529108,0.25074747,"('conventional', 'modern')",0.5695498,0.7376169,0.2457686,0.34336507,0.3435365,0.4439098,0.1003733
79,-0.20957401,-0.2300164,"('determined', 'doubtful')",-0.30264217,-0.26121053,0.72603106,0.8225555,0.0712716,0.1104429,0.0391713
101,-0.20797005,-0.17040212,"('successful', 'unsuccessful')",-0.37994844,-0.3151666,-0.566993,-0.50897527,-0.3849705,-0.3315147,0.0534558
109,0.1953617,0.24129127,"('conservative', 'liberal')",0.52533615,0.541299,0.7665467,0.8705566,0.4957482,0.551049,0.0553008
108,0.1953617,0.24129127,"('conservative', 'liberal')",0.52533615,0.541299,0.7665467,0.8705566,0.4957482,0.551049,0.0553008
71,0.19191599,-0.11438644,"('efficient', 'inefficient')",-0.21172893,-0.5158692,-0.74029535,-0.8129056,-0.2533694,-0.4810537,-0.2276843
110,0.180483,0.09203009,"('narrow-minded', 'open-minded')",-0.20560628,-0.43196255,0.5248864,0.3170361,0.1665877,-0.0076321,-0.1742198
39,-0.17667854,-0.008004338,"('right', 'wrong')",-0.6120391,-0.442827,-0.30639783,-0.205277,-0.3650385,-0.2187028,0.1463357
54,0.16989434,0.09515643,"('smart', 'stupid')",1.1032903,1.0721401,0.07981223,-0.041632093,0.4509989,0.3752215,-0.0757774
45,-0.16227071,-0.25480348,"('cooperative', 'exploitative')",-0.8493949,-1.2458525,-0.21160014,-0.31021804,-0.4077553,-0.6036247,-0.1958694
41,0.14182514,0.35700607,"('incorrupt', 'corrupt')",1.0128192,1.2637348,0.688768,0.7569734,0.6144708,0.7925714,0.1781006
8,-0.12012696,-0.040412754,"('open', 'distant')",0.5295302,0.35018063,0.28448176,0.1948435,0.231295,0.1682038,-0.0630912
62,-0.07033831,-0.019340038,"('creative', 'uncreative')",-0.7657057,-0.7473633,-0.22929734,-0.092828065,-0.3551138,-0.2865105,0.0686033
93,0.044433594,0.13242495,"('dominating', 'dominated')",0.1516116,0.21487844,0.72810405,0.7399124,0.3080498,0.3624053,0.0543555
84,0.04389471,-0.111962765,"('self-confident', 'diffident')",-0.99122477,-0.96567553,0.100435644,0.11737582,-0.2822981,-0.3200875,-0.0377894
19,0.03527206,0.10618794,"('funny', 'boring')",-0.8206047,-0.7763989,-0.8145063,-0.7663498,-0.5332797,-0.4788536,0.0544261
89,0.021214336,-0.060122818,"('daring', 'anxious')",-0.39200008,-0.70405024,0.5802306,0.67269015,0.069815,-0.0304943,-0.1003093
99,0.0136812925,0.17756966,"('prestigious', 'insignificant')",-0.22456335,-0.089204326,-0.66904175,-0.51152915,-0.2933079,-0.1410546,0.1522533
