,Packaging_male,Packaging_female,tuple,Corporation_male,Corporation_female,of_male,of_female,America_male,America_female,average_male,average_female,female-male
46,1.339392,1.5753188,"('generous', 'stingy')",1.4647251,1.7478253,0.98660946,1.3813295,0.906993,1.1133436,1.1744299,1.4544543,0.2800244
65,-1.310459,-1.4974746,"('practical', 'impractical')",-1.4706507,-1.5633919,-1.4931917,-1.7947522,-0.9974952,-1.313037,-1.3179492,-1.5421638,-0.2242146
44,-1.2155783,-1.095015,"('truthful', 'untruthful')",-1.0502793,-1.0505736,-0.30263114,-0.479366,-0.9515389,-1.0064701,-0.8800069,-0.9078562,-0.0278493
36,-1.1835419,-1.3665956,"('tolerant', 'intolerant')",-1.0738385,-1.2501924,-0.7742646,-1.1050483,-0.94102156,-0.9331458,-0.9931667,-1.1637455,-0.1705788
88,1.1664684,1.2622386,"('impulsive', 'meek')",1.1850227,1.1676286,0.45458305,0.70577484,0.7885167,0.72077626,0.8986477,0.9641046,0.0654569
4,-1.1646926,-1.0839882,"('likable', 'unlikable')",-1.1267765,-1.0491971,-0.20452157,-0.3098966,-0.8478357,-0.7749111,-0.8359566,-0.8044983,0.0314583
58,-1.1501747,-1.2323271,"('able', 'clumsy')",-1.9668676,-1.9417025,-2.4839196,-2.5221317,-1.3043699,-1.2419815,-1.7263329,-1.7345357,-0.0082028
78,1.0937798,1.0872973,"('active', 'inactive')",2.0573277,1.9229861,1.8956661,1.8687339,0.5595833,0.38651314,1.4015893,1.3163826,-0.0852067
56,1.0905724,1.0702953,"('intelligent', 'dumb')",1.060664,1.050429,0.6728826,0.6887625,0.18484406,0.107618995,0.7522408,0.7292764,-0.0229644
50,1.0067852,1.0146588,"('unprejudiced', 'prejudiced')",2.4974093,2.3457124,1.9557438,1.7457457,1.813533,1.7893884,1.8183677,1.7238762,-0.0944915
73,-1.0002781,-1.3936796,"('brilliant', 'incompetent')",-1.335294,-1.5418103,-0.9058982,-1.3365726,-1.352085,-1.6376033,-1.1483889,-1.4774164,-0.3290275
90,0.959494,0.8249234,"('motivated', 'unmotivated')",1.4671855,1.2563818,1.0101064,0.66979194,0.7049118,0.4937223,1.0354245,0.8112048,-0.2242197
104,-0.9555811,-0.66579926,"('conventional', 'unconventional')",-0.8936192,-0.5166974,0.38221103,0.7099781,-1.219372,-1.2090358,-0.6715903,-0.4203886,0.2512017
70,0.93870366,1.0358679,"('wise', 'unwise')",-0.013055325,0.07970542,1.1322832,1.4770362,1.166296,1.062624,0.8060569,0.9138084,0.1077515
60,0.93139094,0.8232583,"('educated', 'uneducated')",-0.63648766,-0.49107665,-1.3119465,-1.191517,-0.8267706,-0.6715374,-0.4609535,-0.3827182,0.0782353
84,-0.9244951,-0.74791944,"('self-confident', 'diffident')",-0.6401853,-0.46615046,0.108172484,0.006077923,-0.30133054,-0.44685808,-0.4394596,-0.4137125,0.0257471
35,0.8993176,1.0190582,"('fair', 'unfair')",0.836849,1.0450791,1.0339925,0.901924,0.558447,0.62642795,0.8321515,0.8981224,0.0659709
63,-0.89851576,-0.93842554,"('capable', 'incapable')",-0.8338088,-0.82480395,-1.7818035,-1.7807292,-1.1898005,-1.4325827,-1.1759822,-1.2441354,-0.0681532
101,-0.8741672,-0.9698701,"('successful', 'unsuccessful')",-2.0361576,-1.8054595,-1.098386,-1.0740615,-1.1550322,-1.2359031,-1.2909358,-1.2713236,0.0196122
33,-0.87345654,-0.96054417,"('softhearted', 'hardhearted')",-0.68716663,-0.48124987,-0.863507,-0.575259,-1.6135709,-1.5160575,-1.0094253,-0.8832777,0.1261476
31,-0.85388386,-0.5868086,"('altruistic', 'egoistic')",-0.59159064,-0.43182242,-0.18164426,0.024934232,-0.7212158,-0.61201334,-0.5870836,-0.4014275,0.1856561
105,-0.8502897,-0.8029962,"('conventional', 'modern')",-0.43854254,-0.4160932,-0.0067925453,-0.07221636,-0.4221215,-0.4828437,-0.4294366,-0.4435374,-0.0141008
43,-0.8345376,-0.87346697,"('genuine', 'fake')",-0.4597743,-0.51524913,-0.5643048,-0.6078794,0.12226842,0.07869373,-0.4340871,-0.4794754,-0.0453883
81,0.81566274,1.2139213,"('industrious', 'lazy')",1.5114976,1.6851848,1.893347,2.123346,1.1786728,1.2311931,1.3497951,1.5634114,0.2136163
62,-0.8143983,-0.70579845,"('creative', 'uncreative')",-0.59355617,-0.54130137,0.29919025,0.1970665,-0.48774934,-0.50592685,-0.3991284,-0.38899,0.0101384
5,0.8078951,0.5104324,"('pleasant', 'repellent')",-0.25773704,-0.39348692,-0.21513358,-0.53718585,-0.023489058,-0.039841846,0.0778839,-0.1150205,-0.1929044
77,0.8004091,0.97133094,"('active', 'inactive')",0.2532639,0.4833073,0.7281889,0.95805424,0.059565663,0.07042426,0.4603569,0.6207792,0.1604223
109,0.79772216,0.62556314,"('conservative', 'liberal')",0.95013714,0.72841185,-0.18291791,-0.53928447,0.6350694,0.67597926,0.5500027,0.3726675,-0.1773352
108,0.79772216,0.62556314,"('conservative', 'liberal')",0.95013714,0.72841185,-0.18291791,-0.53928447,0.6350694,0.67597926,0.5500027,0.3726675,-0.1773352
41,0.7917018,1.1874535,"('incorrupt', 'corrupt')",1.7075706,2.043691,0.8400391,1.5266631,0.88522923,1.0196922,1.0561352,1.444375,0.3882398
23,0.7897418,0.7747419,"('hospitable', 'inhospitable')",0.06715667,0.14862442,1.466928,1.6214036,0.39429614,0.22423366,0.6795307,0.6922508,0.0127201
106,-0.7836262,-0.6498289,"('conventional', 'unconventional')",-0.35674915,-0.2866406,-0.16849379,-0.15190849,-0.64932454,-0.65955687,-0.4895484,-0.4369837,0.0525647
21,0.7831445,0.69992006,"('nice', 'nasty')",0.083910525,0.049200058,0.538897,0.563307,0.7758764,0.7252768,0.5454571,0.509426,-0.0360311
51,-0.7607198,-0.9261208,"('competent', 'incompetent')",-0.86257654,-0.8091742,-0.8324601,-0.7374033,-0.22408578,-0.39087713,-0.6699606,-0.7158939,-0.0459333
14,0.72900665,0.74607956,"('supportive', 'unsupportive')",0.2834552,0.3673225,1.2842141,1.1752152,0.41259953,0.20715761,0.6773189,0.6239437,-0.0533752
47,-0.70062405,-0.6162902,"('forgiving', 'unforgiving')",-1.3958423,-1.2360581,-1.0021387,-0.8680784,-0.4167499,-0.30800223,-0.8788388,-0.7571073,0.1217315
12,-0.69195604,-0.9592132,"('sympathetic', 'unsympathetic')",-0.8327242,-0.94881463,-1.3142735,-1.5129375,-1.1170676,-1.2275877,-0.9890053,-1.1621382,-0.1731329
29,-0.6840366,-1.0921102,"('honest', 'immoral')",-0.900992,-0.90648067,-1.7189195,-2.028636,-1.7443142,-1.9419711,-1.2620656,-1.4922996,-0.230234
39,-0.68389887,-0.29655096,"('right', 'wrong')",0.31192005,0.5375889,0.68188417,0.8138408,-0.22941005,-0.07459611,0.0201238,0.2450707,0.2249469
19,-0.67652184,-0.4943629,"('funny', 'boring')",-0.5628154,-0.45039928,0.55073273,0.80488116,-0.101991,-0.11293352,-0.1976489,-0.0632036,0.1344453
9,-0.67048115,-0.9390749,"('sensitive', 'insensitive')",-1.2989955,-1.4105285,-1.0172666,-1.3606558,-0.56912374,-0.6782757,-0.8889668,-1.0971338,-0.208167
74,-0.6688115,-0.7931261,"('insightful', 'unperceptive')",-1.6700075,-1.6634356,-1.1147768,-1.2612425,-1.7985821,-2.0404897,-1.3130445,-1.4395734,-0.1265289
100,-0.6641063,-0.6679521,"('influential', 'uninfluential')",-1.2244661,-0.9625629,-0.21271878,-0.16596034,-1.4990327,-1.5446714,-0.900081,-0.8352867,0.0647943
72,-0.6638652,-0.51925385,"('logical', 'illogical')",-0.87245774,-0.6190673,-0.25602406,-0.30596542,-1.2684118,-1.0857176,-0.7651896,-0.632501,0.1326886
67,-0.65074325,-0.63411814,"('discriminating', 'undiscriminating')",-1.0061553,-1.0121269,-0.5375655,-0.3467971,-0.80089796,-0.8015487,-0.7488405,-0.6986477,0.0501928
68,-0.63649875,-0.8580165,"('clever', 'inept')",-1.4786408,-1.5712712,-0.6220794,-0.6999877,-1.1726503,-1.4752562,-0.9774673,-1.1511328,-0.1736655
85,-0.62622374,-0.7202703,"('ambitious', 'unambitious')",-1.0209961,-0.9879769,-0.38716432,-0.44777107,-0.7144592,-0.737108,-0.6872109,-0.7232816,-0.0360707
71,-0.6177695,-1.1060914,"('efficient', 'inefficient')",-0.31214243,-0.66582847,-0.60036755,-1.2555175,-0.6921829,-0.85841966,-0.5556155,-0.9714642,-0.4158487
22,0.594356,0.74812007,"('welcoming', 'disagreeable')",0.7834791,0.9223124,1.04879,1.0977806,-0.08264978,-0.024438515,0.5859938,0.6859436,0.0999498
107,0.57677937,0.45672217,"('conventional', 'modern')",0.15696877,0.04123503,-0.80819213,-0.8699647,1.6046611,1.7953485,0.3825543,0.3558353,-0.026719
24,-0.576381,-0.8196538,"('thoughtful', 'rough')",-0.6666918,-0.6926383,-0.54409015,-0.6541141,-1.0593991,-1.0316982,-0.7116405,-0.7995261,-0.0878856
55,-0.5449725,-0.6965688,"('intelligent', 'unintelligent')",-0.8582853,-0.7608187,-0.29745337,-0.41529542,-1.1818576,-1.2003529,-0.7206422,-0.7682589,-0.0476167
0,-0.5416218,-0.5390757,"('sociable', 'unsociable')",-1.0868596,-0.87454176,-0.8359722,-0.7713603,-0.45773238,-0.36127573,-0.7305465,-0.6365633,0.0939832
82,0.5323679,0.840344,"('industrious', 'meek')",0.82638836,1.0624516,1.3260219,1.6645267,0.44903523,0.6451206,0.7834533,1.0531107,0.2696574
17,-0.51932955,-0.35477236,"('social', 'antisocial')",-1.0290959,-0.7812415,-0.53067905,-0.44188687,-0.22068213,-0.08855072,-0.5749466,-0.4166129,0.1583337
83,-0.5078373,-0.7708255,"('energetic', 'lethargic')",-0.8529256,-0.97785556,-1.6905069,-1.7451417,-0.8551769,-1.0384555,-0.9766117,-1.1330695,-0.1564578
102,-0.5063446,-0.5846323,"('eminent', 'low')",-1.6142371,-1.3247689,-0.42593747,-0.32333726,-1.0367901,-1.0686587,-0.8958273,-0.8253493,0.070478
25,-0.4257053,-0.63465303,"('moral', 'immoral')",-0.66990954,-0.86645496,-0.6818725,-1.0866134,-1.0425217,-1.0508679,-0.7050023,-0.9096473,-0.204645
96,0.40580216,0.35886842,"('powerful', 'powerless')",-0.17151986,-0.14666,0.8792255,0.79662573,0.04954897,-0.021024227,0.2907642,0.2469525,-0.0438117
64,-0.40435064,-0.7694132,"('clever', 'incompetent')",-1.1084907,-1.2355897,-1.0387464,-1.4568522,-1.1826948,-1.3724291,-0.9335706,-1.2085711,-0.2750005
42,0.3900587,0.77006805,"('amicable', 'hostile')",0.7175753,1.0475513,1.3880391,1.983475,1.2462665,1.387863,0.9354849,1.2972393,0.3617544
18,-0.3630548,-0.49529225,"('social', 'asocial')",-1.1269926,-1.1898576,-0.20138523,-0.32050604,-0.79635984,-0.84424347,-0.6219481,-0.7124749,-0.0905268
92,0.33755797,0.48780394,"('unwavering', 'wavering')",-0.4527764,-0.27781996,-0.16724733,0.3160133,-0.4486581,-0.60313594,-0.182781,-0.0192847,0.1634963
110,0.33160353,0.22591409,"('narrow-minded', 'open-minded')",0.20299102,0.08157921,-0.24830174,-0.25731522,0.727868,0.7988782,0.2535402,0.2122641,-0.0412761
57,0.3262312,0.027397215,"('able', 'unable')",-0.059098035,-0.26861152,-0.27337614,-0.6009291,-0.31222975,-0.53809655,-0.0796182,-0.34506,-0.2654418
16,-0.3188601,-0.29390168,"('social', 'antisocial')",-1.0976408,-1.0759275,-1.0170758,-1.0947957,0.26127842,0.29832304,-0.5430745,-0.5415754,0.0014991
30,-0.2999534,-0.32272345,"('honest', 'dishonest')",-0.64388895,-0.610849,-0.6722084,-0.9284326,-0.71286696,-0.7907823,-0.5822294,-0.6631968,-0.0809674
59,0.2618667,0.43633407,"('skillful', 'clumsy')",0.06462303,0.35131168,-0.57417476,-0.175483,0.017050475,0.0062714815,-0.0576586,0.1546086,0.2122672
93,0.25071496,0.052932397,"('dominating', 'dominated')",-0.0038221478,0.034066856,-0.46701258,-0.599041,-0.26855886,-0.23585093,-0.1221697,-0.1869732,-0.0648035
87,-0.24661672,-0.34187177,"('dedicated', 'undedicated')",-0.9341625,-0.80697924,-0.71548975,-0.57945275,-1.2466944,-1.182134,-0.7857409,-0.7276095,0.0581314
76,0.24067347,0.029110156,"('secure', 'insecure')",-0.25611198,-0.39448076,-0.72618103,-0.9753188,-0.18158069,-0.11867806,-0.2308001,-0.3648419,-0.1340418
97,-0.2306689,-0.21064633,"('superior', 'inferior')",-1.1821775,-1.0645268,-0.4786663,-0.40554094,-0.22109103,-0.17704141,-0.5281509,-0.4644389,0.063712
26,0.22491428,0.1635307,"('trustworthy', 'untrustworthy')",-0.31007636,-0.3223795,-0.09309161,-0.13838695,-0.43150634,-0.57461786,-0.15244,-0.2179634,-0.0655234
54,0.22130398,0.17034468,"('smart', 'stupid')",0.27648887,0.18502852,0.83167225,0.73573464,0.358477,0.16204241,0.4219855,0.3132876,-0.1086979
20,0.20630048,0.36246043,"('popular', 'unpopular')",-0.4259438,-0.17401364,-0.21351191,-0.088608116,0.110976696,0.22029865,-0.0805446,0.0800343,0.1605789
99,-0.2003184,0.14702293,"('prestigious', 'insignificant')",-0.36734855,-0.14205799,0.8897947,1.2664111,-0.24246696,-0.18642844,0.0199152,0.2712369,0.2513217
94,0.1916486,0.0139231235,"('aggressive', 'submissive')",0.5067985,0.31398696,-1.1792488,-1.3010864,-0.2584473,-0.3384505,-0.1848122,-0.3279067,-0.1430945
61,-0.19082329,0.27676913,"('rational', 'irrational')",0.24241582,0.5365246,1.3885902,1.8159392,0.4955446,0.8329852,0.4839318,0.8655545,0.3816227
45,-0.14841318,-0.292535,"('cooperative', 'exploitative')",-0.7605086,-0.95082784,-0.89754254,-1.2821974,-0.49738002,-0.4832521,-0.5759611,-0.7522031,-0.176242
8,-0.114151984,0.079934716,"('open', 'distant')",1.0239071,1.0725777,2.0501087,2.2956781,-0.009210162,-0.10751301,0.7376634,0.8351694,0.097506
79,0.100073636,0.2377084,"('determined', 'doubtful')",0.009210169,0.021496922,-0.29085016,-0.15428182,0.60391724,0.46161592,0.1055877,0.1416349,0.0360472
7,-0.074152574,0.1261684,"('outgoing', 'distant')",1.2203294,1.2222133,2.6471305,2.7862148,0.5609669,0.44231462,1.0885686,1.1442277,0.0556591
15,0.034304246,-0.01244767,"('polite', 'impolite')",0.60729504,0.55079806,-0.117725074,-0.41308936,0.66262627,0.7409507,0.2966251,0.2165529,-0.0800722
98,0.03212416,0.22273928,"('prestigious', 'insignificant')",-0.4130975,-0.3233846,-0.56897163,-0.3059227,-0.7433872,-0.74092436,-0.423333,-0.2868731,0.1364599
89,-0.0299225,-0.28908852,"('daring', 'anxious')",0.20823935,0.014363587,-0.7457853,-1.1201714,-0.88289684,-0.9890171,-0.3625913,-0.5959784,-0.2333871
2,0.024765462,-0.32390216,"('friendly', 'unfriendly')",-1.0376813,-1.04854,-1.5260708,-1.8264256,-1.0380023,-1.0849221,-0.8942472,-1.0709474,-0.1767002
91,0.020484552,0.044763267,"('resilient', 'nonresilient')",-0.13546547,-0.13475233,-0.029089093,-0.036275104,-0.4387973,-0.57685864,-0.1457168,-0.1757807,-0.0300639
69,0.017255738,0.28297397,"('wise', 'foolish')",0.46945584,0.6314868,0.22655936,0.5221039,0.13686866,0.2443681,0.2125349,0.4202332,0.2076983
52,0.007730454,-0.23074704,"('competitive', 'uncompetitive')",-1.0085267,-1.0554684,-0.783479,-0.9870988,-0.33433163,-0.32964772,-0.5296517,-0.6507406,-0.1210889
