,Franklin_male,Franklin_female,tuple,Resources_male,Resources_female,average_male,average_female,female-male
35,-1.4139264,-1.1604462,"('creative', 'uncreative')",-1.0071368,-1.1325917,-1.2105315923690796,-1.1465189456939697,0.06401264667510986
14,-1.2863464,-1.3254045,"('honest', 'dishonest')",-2.1712854,-2.0231347,-1.7288159132003784,-1.674269676208496,0.054546236991882324
0,1.2517368,1.6121395,"('sociable', 'unsociable')",-0.6699477,-0.26406854,0.2908945381641388,0.6740354299545288,0.38314089179039
33,-1.2242751,-0.8884348,"('educated', 'uneducated')",-0.4816871,-0.15262312,-0.8529810905456543,-0.5205289721488953,0.33245211839675903
23,1.1838573,1.134584,"('truthful', 'untruthful')",-0.20390451,0.14714786,0.4899764060974121,0.6408659219741821,0.15088951587677002
39,-1.137196,-1.0419705,"('wise', 'foolish')",-0.5690764,-0.7576511,-0.8531361818313599,-0.899810791015625,-0.04667460918426514
20,-1.0902131,-0.94726944,"('right', 'wrong')",-0.77821964,-0.6620338,-0.9342163801193237,-0.8046516180038452,0.12956476211547852
44,1.026762,0.80672514,"('active', 'inactive')",1.192521,0.6170302,1.1096415519714355,0.711877703666687,-0.39776384830474854
7,1.011908,1.182216,"('polite', 'impolite')",-0.20873296,0.2437979,0.4015875458717346,0.7130069732666016,0.31141942739486694
12,0.9685701,0.84068733,"('trustworthy', 'untrustworthy')",0.44502515,0.29518753,0.7067975997924805,0.567937433719635,-0.13886016607284546
45,0.96578896,1.0415809,"('independent', 'dependent')",1.5743489,1.2402191,1.270068883895874,1.1409000158309937,-0.12916886806488037
6,0.96084255,1.0690943,"('supportive', 'unsupportive')",-0.45903102,-0.9434667,0.25090575218200684,0.06281378865242004,-0.1880919635295868
19,-0.93436515,-0.6095441,"('kind', 'unkind')",-2.171727,-1.9262619,-1.5530459880828857,-1.2679029703140259,0.28514301776885986
11,0.9312309,0.6657514,"('moral', 'immoral')",-1.6547971,-1.4519057,-0.36178308725357056,-0.39307716488838196,-0.0312940776348114
29,0.8497069,0.796228,"('competent', 'incompetent')",-0.8299339,-0.66166615,0.009886503219604492,0.06728091835975647,0.05739441514015198
42,0.8158982,0.8554859,"('secure', 'insecure')",0.1817494,0.30294463,0.49882379174232483,0.5792152881622314,0.08039149641990662
16,0.777458,0.9627118,"('fair', 'unfair')",0.15453257,0.06313625,0.46599528193473816,0.5129240155220032,0.046928733587265015
47,0.746636,0.7565187,"('ambitious', 'unambitious')",-0.79231584,-0.5371754,-0.02283993363380432,0.10967165231704712,0.13251158595085144
10,-0.73007613,-0.65614015,"('hospitable', 'inhospitable')",1.0090146,0.7211928,0.1394692361354828,0.03252631425857544,-0.10694292187690735
13,0.70199263,0.6237428,"('sincere', 'insincere')",-0.9762463,-0.96958315,-0.1371268332004547,-0.17292016744613647,-0.03579333424568176
48,-0.696615,-0.44706744,"('dedicated', 'undedicated')",-1.4156171,-1.4625908,-1.0561161041259766,-0.9548290967941284,0.10128700733184814
18,-0.6441976,-0.6013806,"('good', 'evil')",2.112567,1.6529334,0.7341846823692322,0.5257763862609863,-0.20840829610824585
53,-0.5626092,-0.1153477,"('influential', 'uninfluential')",-0.9059065,-0.80277246,-0.7342578172683716,-0.45906007289886475,0.27519774436950684
32,0.54723984,0.27857262,"('able', 'unable')",-0.3632466,-0.60116994,0.09199662506580353,-0.16129866242408752,-0.25329528748989105
21,0.5417489,0.67038405,"('incorrupt', 'corrupt')",2.314083,2.242199,1.4279160499572754,1.4562914371490479,0.02837538719177246
54,0.42982292,0.46067932,"('successful', 'unsuccessful')",-1.457387,-1.0176461,-0.5137820243835449,-0.27848339080810547,0.23529863357543945
46,0.41807503,0.41429096,"('energetic', 'lethargic')",-1.1206827,-1.2497748,-0.3513038456439972,-0.41774192452430725,-0.06643807888031006
51,0.3973034,0.5082864,"('powerful', 'powerless')",-0.977757,-0.38304058,-0.2902267873287201,0.06262291967868805,0.35284970700740814
22,-0.3833344,-0.34831822,"('amicable', 'hostile')",2.4751437,2.6175504,1.0459046363830566,1.1346161365509033,0.08871150016784668
17,-0.36394727,-0.6003881,"('tolerant', 'intolerant')",-1.9873987,-1.6690738,-1.175673007965088,-1.1347309350967407,0.04094207286834717
40,-0.3424733,-0.048286498,"('logical', 'illogical')",-1.5100167,-1.299058,-0.9262449741363525,-0.6736721992492676,0.25257277488708496
52,-0.33500162,-0.0061059594,"('superior', 'inferior')",-1.3621635,-1.3954477,-0.8485825657844543,-0.7007768154144287,0.14780575037002563
9,0.32743096,0.22659266,"('nice', 'nasty')",0.11167967,-0.20455301,0.2195553183555603,0.01101982593536377,-0.20853549242019653
43,-0.31917956,0.027025104,"('active', 'inactive')",-0.66654277,-0.42286313,-0.49286115169525146,-0.19791901111602783,0.29494214057922363
37,0.29741913,0.22122762,"('practical', 'impractical')",-2.2913232,-2.2290378,-0.9969520568847656,-1.0039050579071045,-0.006953001022338867
4,-0.22977468,-0.24979496,"('sensitive', 'insensitive')",-1.7208768,-2.1392188,-0.9753257632255554,-1.1945068836212158,-0.2191811203956604
56,-0.22083686,-0.26318675,"('conventional', 'unconventional')",-0.08033939,0.18128529,-0.15058812499046326,-0.04095073044300079,0.10963739454746246
38,0.1956516,0.3879443,"('discriminating', 'undiscriminating')",-0.81442094,-0.6517278,-0.30938467383384705,-0.13189174234867096,0.1774929314851761
34,-0.12880866,0.14466298,"('rational', 'irrational')",0.84587604,0.960356,0.35853368043899536,0.5525094866752625,0.1939758062362671
25,-0.07525197,-0.044180468,"('forgiving', 'unforgiving')",-1.2042711,-0.9710641,-0.6397615075111389,-0.5076223015785217,0.1321392059326172
27,-0.059014976,-0.13025755,"('responsible', 'irresponsible')",-1.8865917,-2.1929824,-0.9728033542633057,-1.161620020866394,-0.18881666660308838
8,0.050867617,0.24010217,"('popular', 'unpopular')",0.09146285,0.32965434,0.07116523385047913,0.2848782539367676,0.21371302008628845
2,-0.04631707,0.2004143,"('likable', 'unlikable')",-0.22901791,0.1183262,-0.1376674920320511,0.15937024354934692,0.297037735581398
31,0.00091701746,0.13389409,"('intelligent', 'unintelligent')",-0.26420367,-0.14805853,-0.13164332509040833,-0.007082223892211914,0.12456110119819641
