,Fidelity_male,Fidelity_female,tuple,National_male,National_female,Information_male,Information_female,Services_male,Services_female,average_male,average_female,female-male
8,0.75478506,0.50728077,"('popular', 'unpopular')",0.5366496,0.5539972,0.34740096,0.4102325,-0.27997845,-0.19194782,0.33971428871154785,0.31989067792892456,-0.01982361078262329
42,-0.6867111,-0.24036998,"('secure', 'insecure')",-0.54967,-0.22709435,-0.0036059618,-0.0029132366,0.38732618,0.2266384,-0.21316520869731903,-0.06093478947877884,0.1522304192185402
23,0.66025937,0.5978534,"('truthful', 'untruthful')",0.42923707,0.4861409,0.2461395,0.28316182,-0.20314054,-0.21597612,0.28312385082244873,0.2877950370311737,0.004671186208724976
51,-0.639818,-0.7105633,"('powerful', 'powerless')",-0.47096947,-0.3729627,-1.5363379,-1.3117146,-0.1624354,-0.001070708,-0.7023901343345642,-0.5990778803825378,0.10331225395202637
45,0.6287079,0.7420933,"('independent', 'dependent')",0.52911216,0.75825447,-0.22335702,-0.31292313,1.413011,1.2279449,0.5868684649467468,0.6038423776626587,0.016973912715911865
16,0.6154788,0.7165006,"('fair', 'unfair')",0.66311646,0.82199097,0.33971012,0.441832,1.1677848,1.1701752,0.6965225338935852,0.787624716758728,0.09110218286514282
47,-0.6012616,-0.5507114,"('ambitious', 'unambitious')",-0.093607366,-0.17028657,-1.0206349,-1.0825204,-0.53884387,-0.5090426,-0.563586950302124,-0.5781402587890625,-0.014553308486938477
53,-0.57868195,-0.3365541,"('influential', 'uninfluential')",-0.117627144,0.016809464,-1.4981008,-1.4727223,-1.5250447,-1.1469688,-0.9298636317253113,-0.7348589301109314,0.19500470161437988
37,-0.5710161,-0.30464607,"('practical', 'impractical')",-1.627232,-1.2386078,-2.8013062,-2.9479933,-2.4160361,-2.4671054,-1.8538975715637207,-1.7395881414413452,0.11430943012237549
43,-0.56227314,-0.4031311,"('active', 'inactive')",0.18049431,0.4238427,-0.8029503,-0.7421109,-1.0901074,-0.54407585,-0.568709135055542,-0.31636878848075867,0.2523403465747833
24,0.54225004,0.6095867,"('generous', 'stingy')",0.8771,0.7581492,1.3901848,1.558656,1.0864199,1.1989946,0.9739886522293091,1.0313465595245361,0.05735790729522705
20,-0.5351057,-0.52930886,"('right', 'wrong')",-0.38331106,-0.3657913,-0.8854614,-0.8754656,-0.22933482,-0.07671443,-0.5083032250404358,-0.4618200361728668,0.04648318886756897
10,0.5195009,0.28279525,"('hospitable', 'inhospitable')",0.12470478,-0.030257046,0.46333745,0.48984808,0.049918845,0.14456975,0.2893655002117157,0.2217390090227127,-0.06762649118900299
36,-0.4962234,-0.5460082,"('capable', 'incapable')",-1.3623254,-1.2541149,-0.5633735,-0.54323244,-0.53065455,-0.6711843,-0.7381442785263062,-0.7536349892616272,-0.015490710735321045
11,-0.4271764,-0.2744938,"('moral', 'immoral')",-0.93314904,-0.54717344,-2.127101,-2.0406651,-0.8961438,-1.2077974,-1.0958925485610962,-1.017532467842102,0.07836008071899414
57,0.4067703,0.7591107,"('conservative', 'liberal')",0.48247966,1.0742155,-0.321427,-0.23732063,0.34142748,0.17498583,0.2273125946521759,0.4427478313446045,0.2154352366924286
7,0.38653696,1.0557764,"('polite', 'impolite')",0.5827317,1.0850621,-0.4880885,-0.45110643,-0.4449585,-0.29409528,0.009055420756340027,0.3489092290401459,0.33985380828380585
22,-0.36749506,-0.641137,"('amicable', 'hostile')",1.0773916,0.72909147,1.415802,1.4523298,1.1196107,1.4477772,0.811327338218689,0.7470153570175171,-0.06431198120117188
25,-0.33762684,-0.3270508,"('forgiving', 'unforgiving')",-0.9705231,-0.92247427,-0.42532647,-0.3667447,-1.810742,-1.6861867,-0.8860546350479126,-0.8256140947341919,0.0604405403137207
32,-0.33063644,-0.2736599,"('able', 'unable')",-0.07606855,-0.1194627,-1.0401706,-1.234774,-0.3385276,-0.6865836,-0.4463507831096649,-0.5786200165748596,-0.1322692334651947
46,-0.29272994,0.04465349,"('energetic', 'lethargic')",-0.22804931,-0.41399556,-0.69327956,-0.77435267,-1.4384882,-1.4370306,-0.6631367802619934,-0.6451812982559204,0.017955482006072998
13,0.29041493,0.59253454,"('sincere', 'insincere')",-0.6479378,-0.29363877,0.030982345,0.06562936,-1.1146193,-1.2329917,-0.36028993129730225,-0.21711663901805878,0.14317329227924347
12,-0.28169024,-0.032203764,"('trustworthy', 'untrustworthy')",-0.39217898,-0.4423856,-0.8369926,-0.7045147,0.17425814,0.011281937,-0.33415094017982483,-0.29195553064346313,0.042195409536361694
38,-0.25849754,-0.22018497,"('discriminating', 'undiscriminating')",-0.55998486,-0.73966295,-1.8737001,-1.8186123,-0.9224635,-0.7423264,-0.9036614894866943,-0.8801966905593872,0.02346479892730713
35,-0.19827476,-0.16822821,"('creative', 'uncreative')",-0.08267939,-0.041158885,-1.2356333,-1.1609578,-0.6111116,-0.5230752,-0.5319247245788574,-0.4733550250530243,0.05856969952583313
0,-0.19812323,0.13728797,"('sociable', 'unsociable')",-0.4371375,-0.0902608,-1.1197929,-0.96867627,-1.4512949,-1.2009249,-0.8015871644020081,-0.5306434631347656,0.27094370126724243
9,-0.19774121,-0.5024055,"('nice', 'nasty')",0.39584637,0.3329389,0.12170252,-0.009526968,0.16534323,-0.123663425,0.12128772586584091,-0.07566425204277039,-0.1969519779086113
6,0.13727215,-0.24684876,"('supportive', 'unsupportive')",-0.18387747,-0.22312835,-0.6110511,-0.720904,-0.5213933,-0.7508209,-0.29476243257522583,-0.48542550206184387,-0.19066306948661804
29,-0.12212776,-0.10756761,"('competent', 'incompetent')",-0.2030627,-0.37088367,-0.47085315,-0.6345241,-2.4274457,-2.407696,-0.8058723211288452,-0.8801678419113159,-0.0742955207824707
34,0.11286755,0.2165637,"('rational', 'irrational')",1.0660958,1.1041192,0.5036942,0.75137544,0.43222743,0.6733414,0.528721272945404,0.6863498687744141,0.15762859582901
2,-0.09744282,0.06949672,"('likable', 'unlikable')",0.34402645,0.2950253,0.47355503,0.50327176,-1.142942,-0.9892872,-0.10570082068443298,-0.03037334978580475,0.07532747089862823
56,-0.09703525,-0.18508501,"('conventional', 'unconventional')",-0.084491834,-0.0371067,-0.11188039,0.16462173,0.09993171,0.2746635,-0.04836893826723099,0.05427337810397148,0.10264231637120247
31,-0.07955253,-0.26570696,"('intelligent', 'unintelligent')",-0.34056103,-0.18802804,-0.60888183,-0.6033288,-0.38401902,-0.29666188,-0.3532536029815674,-0.3384314179420471,0.014822185039520264
41,-0.073287055,-0.3270663,"('confident', 'shy')",1.1470044,1.0136036,-0.46700257,-0.59031755,1.4588552,0.91956913,0.5163924694061279,0.2539471983909607,-0.26244527101516724
