,Federal_male,Federal_female,tuple,Realty_male,Realty_female,Investment_male,Investment_female,Trust_male,Trust_female,average_male,average_female,female-male
104,-1.1529434,-0.94993883,"('conventional', 'unconventional')",0.5187761,0.7626582,-1.3636767,-1.1427708,-0.9241618,-0.7116972,-0.7305014,-0.5104371,0.2200643
7,1.1511059,0.99148256,"('outgoing', 'distant')",-0.63710296,-0.6432948,-1.03525,-1.1992269,-0.10538502,-0.28138575,-0.156658,-0.2831062,-0.1264482
9,-1.1408482,-1.1334623,"('sensitive', 'insensitive')",0.47633988,0.45416152,-1.5570328,-1.6575966,-1.9325237,-1.9384432,-1.0385163,-1.0688351,-0.0303188
46,1.1305459,1.0484079,"('generous', 'stingy')",1.1505408,1.1692812,0.41589868,0.41630188,1.1261079,1.2523155,0.9557733,0.9715766,0.0158033
1,-1.1134677,-0.8113526,"('friendly', 'unfriendly')",-0.11825907,0.16073263,-2.1850073,-2.0179284,-1.8882413,-1.6963859,-1.3262439,-1.0912335,0.2350104
61,1.1017923,1.2798572,"('rational', 'irrational')",-0.39758497,-0.36126173,0.35555938,0.58290356,0.83559746,1.0537329,0.4738411,0.638808,0.1649669
102,-1.1014628,-0.90298873,"('eminent', 'low')",0.2705791,0.33121955,0.05782789,0.029579878,0.09240967,0.10892174,-0.1701615,-0.1083169,0.0618446
103,1.0755131,1.0025487,"('traditional', 'modern')",1.4528041,1.467464,0.8779663,0.9062736,0.8973826,0.94084203,1.0759165,1.079282,0.0033655
109,1.0739851,1.0697016,"('conservative', 'liberal')",1.0725329,1.1286236,0.80415696,0.88077736,0.45929313,0.4849735,0.852492,0.891019,0.038527
108,1.0739851,1.0697016,"('conservative', 'liberal')",1.0725329,1.1286236,0.80415696,0.88077736,0.45929313,0.4849735,0.852492,0.891019,0.038527
24,-0.9312282,-0.85782564,"('thoughtful', 'rough')",-0.4967619,-0.5503642,-0.96298844,-1.088806,-0.7379953,-0.72783995,-0.7822435,-0.806209,-0.0239655
15,0.9296047,1.1025214,"('polite', 'impolite')",0.66639465,0.84230095,0.624357,0.7252122,0.024342775,0.15870199,0.5611748,0.7071841,0.1460093
12,-0.92422825,-1.0037258,"('sympathetic', 'unsympathetic')",1.2569404,1.4183545,-1.0843121,-1.1522031,-1.0957571,-1.2221181,-0.4618393,-0.4899231,-0.0280838
82,0.9126634,1.0720173,"('industrious', 'meek')",-1.583163,-1.6685019,-1.0154169,-0.97104293,0.4489615,0.61159265,-0.3092387,-0.2389837,0.070255
97,-0.901429,-0.8102578,"('superior', 'inferior')",0.5578725,0.61198246,-0.14864975,-0.14960968,-0.9841572,-0.9559763,-0.3690909,-0.3259653,0.0431256
87,-0.8677311,-0.7630564,"('dedicated', 'undedicated')",0.39592057,0.50097084,-0.31554496,-0.34402642,-0.96320987,-0.9922716,-0.4376413,-0.3995959,0.0380454
51,-0.8397777,-0.771766,"('competent', 'incompetent')",0.32630572,0.49684212,-0.443213,-0.4584123,-0.47937596,-0.6119604,-0.3590152,-0.3363242,0.022691
35,0.83838516,1.0205072,"('fair', 'unfair')",0.7894441,0.72567713,0.5458032,0.56023127,0.51233345,0.68274,0.6714915,0.7472889,0.0757974
88,0.8242026,0.8400291,"('impulsive', 'meek')",-0.33922863,-0.39994362,0.04168479,-0.11382901,0.841946,0.829772,0.3421512,0.2890071,-0.0531441
67,-0.8151959,-0.70741254,"('discriminating', 'undiscriminating')",-0.46961874,-0.22895026,-1.2145925,-1.3612347,-0.27512664,-0.23898235,-0.6936334,-0.634145,0.0594884
92,-0.81417906,-0.8598707,"('unwavering', 'wavering')",-0.8540182,-0.8262643,-0.6458476,-0.68148166,-0.66415167,-0.66295755,-0.7445492,-0.7576436,-0.0130944
25,-0.8080387,-0.8160034,"('moral', 'immoral')",0.4606168,0.4491905,-0.9396744,-1.1085818,-0.7241849,-0.85549945,-0.5028203,-0.5827236,-0.0799033
54,0.80134505,0.6891708,"('smart', 'stupid')",0.10025676,0.020407245,-0.7435761,-0.9319021,0.16204713,0.012377873,0.0800182,-0.0524866,-0.1325048
85,-0.79275036,-0.84103537,"('ambitious', 'unambitious')",-0.30495262,-0.20637895,-0.7799421,-0.8258549,-1.0720923,-1.1894422,-0.7374343,-0.7656778,-0.0282435
2,-0.7856754,-0.69892067,"('friendly', 'unfriendly')",1.6466082,1.7805511,-0.19118428,-0.2551254,-0.93360835,-0.948045,-0.065965,-0.030385,0.03558
83,-0.7510593,-0.75794274,"('energetic', 'lethargic')",0.75051296,0.87650526,-0.986579,-1.0967518,-0.77440155,-0.78317046,-0.4403817,-0.4403399,4.18e-05
70,0.7305972,0.7175333,"('wise', 'unwise')",0.5150629,0.5591425,1.1945435,1.1885288,-0.13134176,-0.09295055,0.5772155,0.5930635,0.015848
42,0.72923493,0.91280156,"('amicable', 'hostile')",-1.0728421,-1.0111575,0.054170668,0.16271937,0.14154762,0.4330257,-0.0369722,0.1243473,0.1613195
22,0.71749973,0.7232162,"('welcoming', 'disagreeable')",0.9075224,0.7552229,1.0463748,1.1161008,1.3426423,1.2683902,1.0035098,0.9657325,-0.0377773
98,-0.70154303,-0.8098404,"('prestigious', 'insignificant')",-0.6355697,-0.6892301,-1.1011232,-1.0583463,0.0771288,0.10175821,-0.5902767,-0.6139146,-0.0236379
60,-0.6702706,-0.36935335,"('educated', 'uneducated')",1.2708619,1.2040606,0.8257818,0.8698024,0.28326857,0.45016968,0.4274104,0.5386698,0.1112594
18,-0.6628294,-0.69003755,"('social', 'asocial')",0.32232827,0.40404674,-0.560876,-0.52387816,-1.2238259,-1.2145295,-0.5313008,-0.5060996,0.0252012
29,-0.66020846,-0.7163192,"('honest', 'immoral')",-0.13771343,-0.23287347,-0.9577555,-1.0932273,-1.3208871,-1.3675239,-0.7691411,-0.852486,-0.0833449
4,-0.6350875,-0.5371074,"('likable', 'unlikable')",-1.2429461,-1.3552244,-2.2460413,-2.4348738,-1.0378056,-1.1036615,-1.2904701,-1.3577168,-0.0672467
71,-0.622159,-0.7354928,"('efficient', 'inefficient')",0.50619054,0.41986167,-0.28660393,-0.43231994,-0.6188908,-0.8800442,-0.2553658,-0.4069988,-0.151633
94,0.60959864,0.77178353,"('aggressive', 'submissive')",1.042267,1.0872297,-0.72360474,-0.9154053,0.6212073,0.51032925,0.387367,0.3634843,-0.0238827
90,0.60123277,0.5350706,"('motivated', 'unmotivated')",0.73713326,0.60262346,-0.35878477,-0.48252636,0.70085585,0.51706433,0.4201093,0.293058,-0.1270513
8,0.5797624,0.41725338,"('open', 'distant')",-0.5697043,-0.6025658,-1.1276388,-1.2167869,-0.75699127,-0.88943547,-0.468643,-0.5728837,-0.1042407
30,-0.5644047,-0.44969317,"('honest', 'dishonest')",-0.29144883,-0.22530404,-1.6284617,-1.7375646,-1.287708,-1.30992,-0.9430059,-0.9306204,0.0123855
99,-0.55363786,-0.5284122,"('prestigious', 'insignificant')",-1.1791167,-1.2226645,-1.161208,-1.0887554,-0.06361466,0.025092557,-0.7393943,-0.7036849,0.0357094
33,-0.53655756,-0.35231447,"('softhearted', 'hardhearted')",0.29401094,0.31374386,-0.7351916,-0.6121497,-1.5648807,-1.283985,-0.6356547,-0.4836763,0.1519784
10,-0.52928793,-0.37407976,"('affectionate', 'unaffectionate')",-0.35082948,-0.11471297,-1.1415794,-0.9400735,-1.608639,-1.4343449,-0.907584,-0.7158028,0.1917812
56,0.5082098,0.67002547,"('intelligent', 'dumb')",0.9381326,0.9577115,-0.04489328,-0.1914921,0.96599233,0.88861305,0.5918604,0.5812145,-0.0106459
20,-0.49434453,-0.27342814,"('popular', 'unpopular')",-0.7948643,-0.8255166,0.086431906,0.21165682,0.70260906,0.76237077,-0.125042,-0.0312293,0.0938127
106,-0.43880564,-0.21187882,"('conventional', 'unconventional')",0.99953425,1.1177306,-0.012548506,0.10268009,0.051336348,0.17620073,0.1498791,0.2961831,0.146304
21,0.40571833,0.25958288,"('nice', 'nasty')",-0.6933785,-0.95237935,0.47923017,0.33658993,-0.93168795,-0.9933647,-0.1850295,-0.3373928,-0.1523633
84,-0.37634516,-0.38363317,"('self-confident', 'diffident')",-1.2621214,-1.3453883,-1.331965,-1.3920257,-1.3394854,-1.3650961,-1.0774792,-1.1215358,-0.0440566
52,-0.34908986,-0.2942878,"('competitive', 'uncompetitive')",1.1081079,1.2950537,-0.4505993,-0.4327121,-0.40981206,-0.39810756,-0.0253483,0.0424866,0.0678349
62,-0.34190404,-0.2407639,"('creative', 'uncreative')",-0.056784883,0.102412775,-1.634417,-1.5470502,-0.5280439,-0.49234444,-0.6402875,-0.5444365,0.095851
72,-0.33261877,-0.071252525,"('logical', 'illogical')",-0.22173473,-0.051181033,-1.455604,-1.2947972,-1.4242096,-1.1176424,-0.8585417,-0.6337183,0.2248234
68,-0.32930833,-0.4836064,"('clever', 'inept')",-0.2531845,-0.392983,-1.6233277,-1.8371431,-1.8620263,-2.1159105,-1.0169617,-1.2074108,-0.1904491
93,0.32852882,0.44728124,"('dominating', 'dominated')",0.95926917,1.0440396,0.026567131,0.048430115,0.71983457,0.720737,0.5085499,0.565122,0.0565721
55,-0.32239807,-0.22921807,"('intelligent', 'unintelligent')",0.42749077,0.42671815,-0.20989996,-0.16068608,-0.12122631,-0.1492991,-0.0565084,-0.0281213,0.0283871
96,-0.31173605,-0.34676307,"('powerful', 'powerless')",-0.43953663,-0.39358336,-0.6861502,-0.73640335,-0.7108916,-0.66955113,-0.5370786,-0.5365752,0.0005034
89,-0.29689193,-0.3677555,"('daring', 'anxious')",0.005265355,-0.06344381,0.35893786,0.27667382,0.31259558,0.18500048,0.0949767,0.0076187,-0.087358
23,0.28276604,0.21543291,"('hospitable', 'inhospitable')",0.14156549,0.045518488,0.57828194,0.46680513,0.33336854,0.26755482,0.3339955,0.2488278,-0.0851677
110,0.27239135,0.11212051,"('narrow-minded', 'open-minded')",0.054276794,-0.1412214,1.1826067,1.2421407,0.7843182,0.68137777,0.5733982,0.4736044,-0.0997938
14,0.2699834,0.12198273,"('supportive', 'unsupportive')",0.3444221,0.22512127,-0.54435897,-0.66381574,-0.80606514,-0.92840636,-0.1840046,-0.3112795,-0.1272749
91,0.26756206,0.3661967,"('resilient', 'nonresilient')",0.066810615,0.046784,-0.5903221,-0.6099617,-0.61544913,-0.7023644,-0.2178496,-0.2248363,-0.0069867
100,-0.24882454,0.021278232,"('influential', 'uninfluential')",1.5013509,1.8970115,-0.21586934,0.017633438,-0.36208948,-0.21635157,0.1686419,0.4298929,0.261251
0,-0.24441974,0.011942714,"('sociable', 'unsociable')",0.30806446,0.61157215,-0.011507705,0.1799827,-0.37873214,-0.18710613,-0.0816488,0.1540979,0.2357467
105,-0.2258757,-0.34890807,"('conventional', 'modern')",-0.59971815,-0.47161007,-0.8410847,-0.7681914,-0.798836,-0.8223729,-0.6163787,-0.6027706,0.0136081
31,0.22137675,0.43909246,"('altruistic', 'egoistic')",-0.05973223,-0.047934785,-0.599058,-0.5062267,0.106464505,0.386356,-0.0827372,0.0678217,0.1505589
59,-0.22002697,-0.0089454055,"('skillful', 'clumsy')",-0.43000993,-0.4346426,0.22150011,0.3048471,0.42572895,0.45825833,-0.000702,0.0798794,0.0805814
69,-0.20885247,-0.21128827,"('wise', 'foolish')",-0.6549646,-0.6967193,-0.25169006,-0.10066965,-0.28756246,-0.22112343,-0.3507674,-0.3074502,0.0433172
16,0.20013452,0.39064628,"('social', 'antisocial')",0.23826623,0.36547813,-0.8589275,-0.8152767,-0.4672755,-0.40829608,-0.2219506,-0.1168621,0.1050885
77,0.17727321,0.33104816,"('active', 'inactive')",-0.59682685,-0.4965553,-1.3291285,-1.3811636,0.4271139,0.5151256,-0.3303921,-0.2578863,0.0725058
5,-0.15238084,-0.22104833,"('pleasant', 'repellent')",1.0906758,0.9918858,0.060543478,-0.03989151,-0.07525706,-0.18295571,0.2308954,0.1369976,-0.0938978
79,0.14528875,0.06251818,"('determined', 'doubtful')",-0.6907348,-0.7378826,0.13944006,0.09385383,-0.2104333,-0.29076636,-0.1541098,-0.2180692,-0.0639594
43,-0.12471795,-0.09433658,"('genuine', 'fake')",0.35886517,0.48009634,-0.617887,-0.5881591,0.1662193,0.16706988,-0.0543801,-0.0088324,0.0455477
39,-0.09311547,-0.029824153,"('right', 'wrong')",-0.99622524,-0.91796935,-0.7473296,-0.62587833,0.0037925094,0.11513919,-0.4582194,-0.3646331,0.0935863
57,0.08240181,0.13355726,"('able', 'unable')",0.885028,0.6903408,-0.076581866,-0.24787955,-0.25732198,-0.46022573,0.1583815,0.0289482,-0.1294333
64,-0.075140834,-0.071154654,"('clever', 'incompetent')",1.1055098,1.0330038,-0.23587531,-0.2655286,-0.008497566,-0.1729368,0.196499,0.1308459,-0.0656531
17,-0.0327428,0.23255724,"('social', 'antisocial')",-0.62021744,-0.41339308,-0.6776284,-0.5865935,0.059727073,0.114207596,-0.3177154,-0.1633054,0.15441
26,0.027214855,0.13929507,"('trustworthy', 'untrustworthy')",0.98014915,1.1085434,0.47056392,0.45301524,-0.7179664,-0.7005287,0.1899904,0.2500812,0.0600908
76,-0.01786331,-0.013822123,"('secure', 'insecure')",1.4413484,1.4772651,0.31705076,0.25162792,-0.86106217,-0.825024,0.2198685,0.2225117,0.0026432
107,0.014954507,-0.011659324,"('conventional', 'modern')",0.86980015,0.8462702,1.486004,1.4834816,0.7835315,0.7255857,0.7885725,0.7609196,-0.0276529
19,0.014374971,0.22908938,"('funny', 'boring')",-1.4328587,-1.413777,-0.4718652,-0.50753236,-0.88983834,-0.76885283,-0.6950468,-0.6152682,0.0797786
