,Illinois_male,Illinois_female,tuple,Tool_male,Tool_female,Works_male,Works_female,average_male,average_female,female-male
72,-0.312577,-0.16376366,"('logical', 'illogical')",-0.30194724,-0.16993403,-0.15754092,0.09381106,-0.2573551,-0.0799622,0.1773929
23,0.3107605,0.20728159,"('hospitable', 'inhospitable')",0.57387525,0.6343045,1.3931539,1.2478776,0.7592632,0.6964879,-0.0627753
62,-0.2903287,-0.12625009,"('creative', 'uncreative')",-0.5671102,-0.7634816,-1.078631,-1.1039872,-0.6453567,-0.664573,-0.0192163
70,0.2793314,0.2801304,"('wise', 'unwise')",0.43205076,0.3332435,0.16428202,0.29908252,0.2918881,0.3041521,0.012264
65,0.27680135,-0.0053295046,"('practical', 'impractical')",-1.5594254,-1.6178291,-1.9874412,-1.9589885,-1.0900218,-1.194049,-0.1040272
89,0.27440405,0.15031707,"('daring', 'anxious')",0.2801252,0.0998826,0.45120087,0.4846892,0.3352434,0.244963,-0.0902804
84,-0.25631618,-0.29501775,"('self-confident', 'diffident')",-0.51706636,-0.55413216,0.044028014,-0.040005088,-0.2431182,-0.296385,-0.0532668
64,0.25357306,0.04618135,"('clever', 'incompetent')",-0.63995486,-0.7313471,-0.061475366,-0.057314575,-0.1492857,-0.2474934,-0.0982077
55,-0.2467342,-0.28497455,"('intelligent', 'unintelligent')",-0.5777148,-0.7327721,-0.3695079,-0.24716124,-0.3979856,-0.421636,-0.0236504
2,0.2289332,0.13719156,"('friendly', 'unfriendly')",-0.35591197,-0.20528567,0.4730323,0.65106153,0.1153512,0.1943225,0.0789713
20,-0.21865313,-0.03139536,"('popular', 'unpopular')",-0.38571426,0.10300733,-0.09743914,0.099859655,-0.2339355,0.0571572,0.2910927
30,-0.20332386,-0.29942262,"('honest', 'dishonest')",-0.491253,-0.48176068,-0.32348594,-0.31809646,-0.3393543,-0.3664266,-0.0270723
25,0.19208717,-0.019917935,"('moral', 'immoral')",-0.72017694,-0.6787015,-0.40301582,-0.3275992,-0.3103685,-0.3420729,-0.0317044
0,0.18887258,0.2976998,"('sociable', 'unsociable')",-0.54484713,-0.37000924,-0.26387328,0.020348132,-0.2066159,-0.0173204,0.1892955
45,-0.16826555,-0.43367615,"('cooperative', 'exploitative')",0.25299883,0.0776301,0.9036925,0.74654734,0.3294752,0.1301671,-0.1993081
67,0.15812913,0.2970984,"('discriminating', 'undiscriminating')",-0.47734338,-0.67449546,-0.32056332,-0.28948325,-0.2132592,-0.2222934,-0.0090342
7,-0.13582653,-0.101284504,"('outgoing', 'distant')",1.0883205,0.76926035,0.98517334,0.6645681,0.6458891,0.4441813,-0.2017078
43,-0.12861559,-0.2072409,"('genuine', 'fake')",-0.31590346,-0.46708518,-0.4229924,-0.26270527,-0.2891705,-0.3123438,-0.0231733
60,-0.12659797,0.058030307,"('educated', 'uneducated')",-0.08400625,0.2819249,0.48514122,0.9348066,0.0915123,0.4249206,0.3334083
46,0.120553434,0.25270388,"('generous', 'stingy')",2.5086985,2.332288,1.4102912,1.3795341,1.3465144,1.3215087,-0.0250057
39,-0.118948415,0.043733418,"('right', 'wrong')",-0.6785512,-0.52676976,0.1935257,0.3025867,-0.2013246,-0.0601499,0.1411747
102,-0.118793964,-0.26413953,"('eminent', 'low')",-0.49106106,-0.19377303,-0.74380934,-0.39095587,-0.4512215,-0.2829561,0.1682654
56,0.118432164,0.13937655,"('intelligent', 'dumb')",1.1876988,1.2507634,1.0858215,1.1805977,0.7973175,0.8569125,0.059595
76,0.103916526,-0.008438766,"('secure', 'insecure')",0.4787541,0.48197085,0.33277562,0.3836303,0.3051488,0.2857208,-0.019428
36,0.10330331,0.11194709,"('tolerant', 'intolerant')",-1.1217021,-1.1017606,-0.23084322,-0.14448051,-0.416414,-0.378098,0.038316
80,-0.09231666,-0.21574207,"('independent', 'dependent')",1.5941449,1.8245186,1.9105837,1.9987508,1.1374707,1.2025091,0.0650384
41,0.0730893,0.30007273,"('incorrupt', 'corrupt')",1.4028077,1.537126,1.3525705,1.5381299,0.9428225,1.1251095,0.182287
73,0.039137036,-0.3293339,"('brilliant', 'incompetent')",-0.8332087,-0.9064682,-0.57718307,-0.7005738,-0.4570849,-0.6454587,-0.1883738
22,-0.03678456,-0.021280661,"('welcoming', 'disagreeable')",0.9746861,1.2647617,1.3707452,1.3047321,0.7695489,0.8494043,0.0798554
91,-0.020697042,0.01650387,"('resilient', 'nonresilient')",0.20341903,0.10929698,0.76303804,0.7495027,0.3152533,0.2917679,-0.0234854
97,0.020617068,0.11217323,"('superior', 'inferior')",-0.75792986,-0.7814019,-0.22466192,-0.1640909,-0.3206582,-0.2777732,0.042885
