,Mettler_male,Mettler_female,tuple,Toledo_male,Toledo_female,average_male,average_female,female-male
9,0.95772666,1.0954815,"('sensitive', 'insensitive')",-0.47631288,-0.8208252,0.2407068908214569,0.1373281478881836,-0.10337874293327332
16,0.94609404,1.0701602,"('social', 'antisocial')",1.2949184,0.7122676,1.1205062866210938,0.8912138938903809,-0.2292923927307129
70,0.9184935,0.7340524,"('wise', 'unwise')",-0.9492748,-0.38849452,-0.015390634536743164,0.17277894914150238,0.18816958367824554
93,0.9079213,1.4085705,"('dominating', 'dominated')",1.0082266,0.65850735,0.9580739736557007,1.0335389375686646,0.07546496391296387
32,-0.8998995,-0.8197188,"('benevolent', 'hardhearted')",-0.80819917,-0.81380713,-0.8540493249893188,-0.8167629241943359,0.03728640079498291
24,-0.8992499,-1.03874,"('thoughtful', 'rough')",-0.44889018,-0.7038164,-0.6740700602531433,-0.8712782263755798,-0.19720816612243652
5,0.8729801,0.94430095,"('pleasant', 'repellent')",0.48350054,0.09652172,0.6782402992248535,0.5204113125801086,-0.15782898664474487
50,0.86510295,0.5078182,"('unprejudiced', 'prejudiced')",2.1903367,2.1336424,1.5277198553085327,1.3207303285598755,-0.20698952674865723
20,-0.8374208,-1.0109446,"('popular', 'unpopular')",-0.115713775,-0.07728405,-0.4765672981739044,-0.544114351272583,-0.06754705309867859
6,0.83603203,0.44703096,"('liked', 'disliked')",2.891943,3.8349578,1.8639874458312988,2.1409943103790283,0.2770068645477295
63,-0.8153665,-0.9272597,"('capable', 'incapable')",-1.1850071,-1.0552802,-1.000186800956726,-0.9912699460983276,0.008916854858398438
1,-0.81489223,-0.9908051,"('friendly', 'unfriendly')",-2.0657496,-1.7099841,-1.4403209686279297,-1.350394606590271,0.08992636203765869
90,0.7608804,0.64359576,"('motivated', 'unmotivated')",0.6088371,0.4991563,0.6848587989807129,0.5713760256767273,-0.1134827733039856
14,0.7449391,0.45785445,"('supportive', 'unsupportive')",-0.66645664,-0.22124253,0.03924122452735901,0.11830595880746841,0.0790647342801094
80,0.7174978,0.6914486,"('independent', 'dependent')",-0.40570027,-0.3159393,0.155898779630661,0.18775466084480286,0.031855881214141846
95,-0.6980429,-0.38167202,"('rich', 'poor')",-3.1338964,-4.0765815,-1.9159696102142334,-2.2291266918182373,-0.3131570816040039
61,-0.6873256,-0.82082653,"('rational', 'irrational')",-1.1866858,-0.7310075,-0.9370056986808777,-0.7759170532226562,0.16108864545822144
39,-0.6654568,-0.7756809,"('right', 'wrong')",-1.0054629,-0.5383745,-0.83545982837677,-0.6570277214050293,0.17843210697174072
78,0.65434265,0.18626115,"('active', 'inactive')",1.0069818,0.99980325,0.8306622505187988,0.59303218126297,-0.23763006925582886
3,0.6537173,0.4772565,"('likable', 'unlikable')",1.1848986,1.1676338,0.9193079471588135,0.8224451541900635,-0.09686279296875
85,0.6023272,0.50942224,"('ambitious', 'unambitious')",-0.1613115,-0.37223262,0.22050786018371582,0.06859481334686279,-0.15191304683685303
101,-0.59716403,-0.5938,"('successful', 'unsuccessful')",0.14362684,-0.05524487,-0.2267685979604721,-0.3245224356651306,-0.09775383770465851
0,0.5960779,0.6600904,"('sociable', 'unsociable')",0.1819742,-0.004676491,0.38902604579925537,0.3277069330215454,-0.06131911277770996
84,-0.57896733,-0.86160266,"('self-confident', 'diffident')",-0.636845,-0.4304365,-0.6079061627388,-0.6460195779800415,-0.038113415241241455
82,-0.57654536,-0.89231265,"('industrious', 'meek')",0.726592,1.1136659,0.07502332329750061,0.11067664623260498,0.03565332293510437
72,0.5742666,0.6530922,"('logical', 'illogical')",-0.7517946,-0.6111165,-0.08876398205757141,0.02098783850669861,0.10975182056427002
100,0.569243,0.63139606,"('influential', 'uninfluential')",-1.2347795,-1.0288246,-0.3327682316303253,-0.1987142562866211,0.13405397534370422
19,-0.56334525,-0.49088842,"('funny', 'boring')",-1.3639792,-0.9909865,-0.9636622667312622,-0.7409374713897705,0.2227247953414917
87,-0.5597656,-0.40020767,"('dedicated', 'undedicated')",-1.1336226,-1.1754136,-0.8466941118240356,-0.7878106236457825,0.058883488178253174
73,0.53024566,0.54952,"('brilliant', 'incompetent')",-0.28389567,-0.68964016,0.1231749951839447,-0.07006007432937622,-0.19323506951332092
110,0.52580446,0.67391866,"('narrow-minded', 'open-minded')",1.009726,0.86577857,0.7677652835845947,0.7698485851287842,0.002083301544189453
17,0.51625806,0.7410679,"('social', 'antisocial')",-0.21026589,-0.24034499,0.15299609303474426,0.25036144256591797,0.0973653495311737
74,-0.5133605,-0.4744668,"('insightful', 'unperceptive')",-1.7719282,-1.8037791,-1.1426444053649902,-1.1391229629516602,0.003521442413330078
4,-0.51158714,-0.77388155,"('likable', 'unlikable')",-0.69423103,-0.883947,-0.6029090881347656,-0.8289142847061157,-0.2260051965713501
96,-0.4863701,-0.5413643,"('powerful', 'powerless')",-0.35427576,-0.18746814,-0.4203229248523712,-0.364416241645813,0.05590668320655823
35,0.47626314,0.51761943,"('fair', 'unfair')",-0.33270064,-0.15604451,0.07178124785423279,0.18078745901584625,0.10900621116161346
83,0.47100928,0.77598083,"('energetic', 'lethargic')",-0.03942409,-0.34852275,0.21579259634017944,0.21372903883457184,-0.002063557505607605
54,0.4612602,0.002384983,"('smart', 'stupid')",0.54658264,0.5573976,0.503921389579773,0.2798912823200226,-0.22403010725975037
57,0.45035863,0.10274871,"('able', 'unable')",-0.20146257,-0.089099765,0.1244480311870575,0.006824471056461334,-0.11762356013059616
34,0.43068862,0.7722244,"('loyal', 'disloyal')",-0.37853873,-0.34464663,0.02607494592666626,0.21378889679908752,0.18771395087242126
22,0.4116705,0.29614612,"('welcoming', 'disagreeable')",0.24297835,0.2939018,0.32732442021369934,0.29502397775650024,-0.0323004424571991
11,-0.4116217,-0.3247909,"('caring', 'unaffectionate')",-1.6919158,-1.3544831,-1.0517687797546387,-0.839637041091919,0.21213173866271973
91,0.40026125,0.48223263,"('resilient', 'nonresilient')",-0.171859,0.14087893,0.1142011284828186,0.31155577301979065,0.19735464453697205
45,-0.39808625,-0.44123626,"('cooperative', 'exploitative')",0.48224574,-0.022204645,0.04207974672317505,-0.2317204475402832,-0.27380019426345825
58,0.38402084,0.7513136,"('able', 'clumsy')",-0.26953167,-0.7548405,0.05724458396434784,-0.0017634332180023193,-0.05900801718235016
18,0.38064507,0.35448712,"('social', 'asocial')",-0.15317267,-0.42381677,0.11373619735240936,-0.0346648246049881,-0.14840102195739746
105,-0.37201524,-0.16549516,"('conventional', 'modern')",-0.6724105,-0.48508888,-0.5222128629684448,-0.32529202103614807,0.19692084193229675
31,-0.35376874,-0.58589786,"('altruistic', 'egoistic')",-1.1350601,-1.0067036,-0.7444143891334534,-0.7963007688522339,-0.05188637971878052
97,-0.325302,-0.26751906,"('superior', 'inferior')",-0.28322816,-0.18546963,-0.3042650818824768,-0.22649434208869934,0.07777073979377747
44,-0.3192917,-0.43528646,"('truthful', 'untruthful')",-0.96892715,-0.91019124,-0.6441094279289246,-0.6727388501167297,-0.028629422187805176
13,0.31125677,0.5855424,"('helpful', 'unhelpful')",-1.4651492,-1.9014735,-0.5769461989402771,-0.6579655408859253,-0.0810193419456482
60,0.30526978,0.7633433,"('educated', 'uneducated')",-0.61705863,-0.5853358,-0.1558944284915924,0.08900374174118042,0.24489817023277283
79,-0.29020998,-0.3201475,"('determined', 'doubtful')",0.57944566,0.21011603,0.14461784064769745,-0.055015742778778076,-0.19963358342647552
10,-0.28897792,-0.2236222,"('affectionate', 'unaffectionate')",-1.3718781,-0.83722734,-0.8304280042648315,-0.5304247736930847,0.3000032305717468
29,-0.2880223,-0.16008298,"('honest', 'immoral')",-1.6137493,-1.7153306,-0.9508857727050781,-0.9377067685127258,0.013179004192352295
51,0.27806222,0.49518532,"('competent', 'incompetent')",-0.20538837,-0.5162419,0.036336928606033325,-0.01052829623222351,-0.046865224838256836
33,-0.2746422,-0.15708572,"('softhearted', 'hardhearted')",-1.3316956,-1.2793502,-0.8031688928604126,-0.7182179689407349,0.08495092391967773
26,0.25218204,0.39388,"('trustworthy', 'untrustworthy')",-0.16235073,-0.17901188,0.04491565376520157,0.10743406414985657,0.062518410384655
37,-0.2281084,-0.6351113,"('good', 'evil')",0.4091043,0.7505146,0.0904979407787323,0.057701677083969116,-0.032796263694763184
46,0.19952172,0.24482709,"('generous', 'stingy')",-0.45868433,0.028772831,-0.1295813024044037,0.13679996132850647,0.26638126373291016
28,0.18559031,0.43153486,"('honest', 'dishonest')",-1.4458475,-1.7528234,-0.6301286220550537,-0.6606442332267761,-0.030515611171722412
23,-0.1849992,-0.38285935,"('hospitable', 'inhospitable')",-0.7549641,-0.34203196,-0.46998167037963867,-0.3624456524848938,0.10753601789474487
77,0.16480005,-0.31014085,"('active', 'inactive')",-0.68540865,-0.31530005,-0.2603043019771576,-0.3127204477787018,-0.05241614580154419
88,-0.16034767,-0.30997527,"('impulsive', 'meek')",-0.5307854,-0.16311377,-0.3455665111541748,-0.23654451966285706,0.10902199149131775
62,-0.13224679,-0.43958944,"('creative', 'uncreative')",-2.493073,-2.078114,-1.3126598596572876,-1.2588517665863037,0.05380809307098389
65,-0.11241531,-0.05422616,"('practical', 'impractical')",-0.27712622,-0.6871742,-0.19477076828479767,-0.3707001805305481,-0.17592941224575043
47,-0.10966086,0.009687334,"('forgiving', 'unforgiving')",-0.6332819,-0.8080082,-0.3714713752269745,-0.3991604447364807,-0.027689069509506226
102,0.1045084,0.1365437,"('eminent', 'low')",-0.56173944,-0.5714226,-0.22861552238464355,-0.2174394428730011,0.011176079511642456
30,0.10010573,0.110073954,"('honest', 'dishonest')",-0.37531465,-0.6648896,-0.1376044601202011,-0.27740782499313354,-0.13980336487293243
38,0.09441585,0.5301378,"('kind', 'unkind')",0.035707116,-0.5150802,0.06506147980690002,0.007528781890869141,-0.057532697916030884
56,-0.07159555,-0.23581898,"('intelligent', 'dumb')",0.8041654,0.8073913,0.36628493666648865,0.28578615188598633,-0.08049878478050232
92,-0.061460435,-0.22718248,"('unwavering', 'wavering')",-0.6082511,-0.016661376,-0.3348557651042938,-0.12192192673683167,0.21293383836746216
59,-0.048493847,0.048602045,"('skillful', 'clumsy')",1.1396844,1.1086452,0.5455952882766724,0.5786236524581909,0.033028364181518555
36,0.044326574,0.23124275,"('tolerant', 'intolerant')",-0.92382896,-1.2305028,-0.43975120782852173,-0.49963003396987915,-0.05987882614135742
86,0.042350948,-0.2861711,"('self-reliant', 'helpless')",2.5354223,2.8450122,1.2888866662979126,1.2794204950332642,-0.009466171264648438
43,-0.027840793,0.08813509,"('genuine', 'fake')",0.07497235,-0.24590328,0.023565776646137238,-0.07888409495353699,-0.10244987159967422
68,-0.0069018155,-0.37526047,"('clever', 'inept')",-1.3659849,-1.2162768,-0.6864433884620667,-0.7957686185836792,-0.10932523012161255
49,0.0030017495,-0.032231092,"('responsible', 'irresponsible')",-0.09090382,-0.81774426,-0.04395103454589844,-0.42498767375946045,-0.381036639213562
103,-0.0011646599,0.5279631,"('traditional', 'modern')",0.24595577,0.60655844,0.12239555269479752,0.5672607421875,0.4448651894927025
