,Huntington_male,Huntington_female,tuple,Bancshares_male,Bancshares_female,average_male,average_female,female-male
93,1.5972614,1.6252065,"('dominating', 'dominated')",-0.5494865,-0.400581,0.5238875,0.6123127,0.0884252
16,1.5525615,1.4380944,"('social', 'antisocial')",0.24815223,0.30524737,0.9003569,0.8716708,-0.0286861
94,1.5359553,1.3129914,"('aggressive', 'submissive')",1.0291492,1.1685817,1.2825522,1.2407866,-0.0417656
66,1.5041093,1.4386423,"('imaginative', 'unimaginative')",0.3247468,0.37582254,0.914428,0.9072324,-0.0071956
109,1.5011437,1.3118712,"('conservative', 'liberal')",1.3613946,1.4033743,1.4312692,1.3576227,-0.0736465
108,1.5011437,1.3118712,"('conservative', 'liberal')",1.3613946,1.4033743,1.4312692,1.3576227,-0.0736465
104,-1.4439721,-1.1331227,"('conventional', 'unconventional')",-1.0433459,-0.82479185,-1.243659,-0.9789573,0.2647017
107,1.3143184,1.369866,"('conventional', 'modern')",0.6568508,0.7409126,0.9855846,1.0553893,0.0698047
76,1.2963161,1.2049915,"('secure', 'insecure')",0.7527723,0.8408644,1.0245442,1.022928,-0.0016162
71,1.2737483,0.77312696,"('efficient', 'inefficient')",1.0073302,0.93087494,1.1405392,0.852001,-0.2885382
65,1.2643682,0.9393509,"('practical', 'impractical')",0.0678615,0.041540742,0.6661148,0.4904458,-0.175669
9,-1.1250646,-1.2500577,"('sensitive', 'insensitive')",0.69784254,0.69951487,-0.213611,-0.2752714,-0.0616604
28,-1.1104507,-1.0388919,"('honest', 'dishonest')",-0.012396932,0.09789264,-0.5614238,-0.4704996,0.0909242
52,1.0930902,0.97311544,"('competitive', 'uncompetitive')",0.49516276,0.4866984,0.7941265,0.7299069,-0.0642196
84,-1.0762684,-1.1352613,"('self-confident', 'diffident')",-0.5274266,-0.64718556,-0.8018475,-0.8912234,-0.0893759
89,0.96581095,0.84026253,"('daring', 'anxious')",0.46234155,0.37182015,0.7140763,0.6060413,-0.108035
31,-0.9434961,-0.8538432,"('altruistic', 'egoistic')",-0.41296393,-0.5128684,-0.67823,-0.6833558,-0.0051258
24,-0.9287782,-0.95789564,"('thoughtful', 'rough')",0.106223166,-0.013139218,-0.4112775,-0.4855174,-0.0742399
8,-0.9253702,-0.65776944,"('open', 'distant')",-0.48637652,-0.5465592,-0.7058734,-0.6021643,0.1037091
47,-0.9233171,-0.9909935,"('forgiving', 'unforgiving')",-0.09915622,-0.012316383,-0.5112367,-0.5016549,0.0095818
42,-0.88436747,-0.5543301,"('amicable', 'hostile')",-0.2919426,-0.36661857,-0.588155,-0.4604743,0.1276807
20,-0.88340896,-0.86651903,"('popular', 'unpopular')",0.1503863,0.069229364,-0.3665113,-0.3986448,-0.0321335
78,0.85362506,0.6040614,"('active', 'inactive')",0.5109514,0.28979534,0.6822882,0.4469284,-0.2353598
25,0.8349102,0.5933953,"('moral', 'immoral')",0.87467885,0.7720194,0.8547945,0.6827073,-0.1720872
63,-0.8274722,-0.81258535,"('capable', 'incapable')",-0.22814678,-0.17812355,-0.5278095,-0.4953544,0.0324551
59,0.82444865,0.9660255,"('skillful', 'clumsy')",0.3785972,0.4377608,0.6015229,0.7018932,0.1003703
90,0.8243609,0.5320646,"('motivated', 'unmotivated')",1.2796617,1.1078932,1.0520113,0.819979,-0.2320323
96,0.7861867,0.6293732,"('powerful', 'powerless')",0.5177397,0.51001424,0.6519632,0.5696937,-0.0822695
60,0.78047496,1.0460845,"('educated', 'uneducated')",1.1708333,1.232968,0.9756541,1.1395262,0.1638721
39,-0.7626239,-0.61218107,"('right', 'wrong')",-0.22441277,-0.16998038,-0.4935184,-0.3910807,0.1024377
79,0.7297168,0.6580568,"('determined', 'doubtful')",-0.009992629,-0.0877223,0.3598621,0.2851672,-0.0746949
18,0.7041492,0.81512606,"('social', 'asocial')",0.21027657,0.24176139,0.4572129,0.5284437,0.0712308
34,-0.7011895,-0.55182457,"('loyal', 'disloyal')",0.6558846,0.7570001,-0.0226524,0.1025878,0.1252402
22,-0.6942721,-0.54734063,"('welcoming', 'disagreeable')",1.1734188,1.1715842,0.2395733,0.3121218,0.0725485
23,-0.68363255,-0.67477566,"('hospitable', 'inhospitable')",0.81771815,0.6396079,0.0670428,-0.0175839,-0.0846267
14,0.6566616,0.5003284,"('supportive', 'unsupportive')",0.8231089,0.75816137,0.7398853,0.6292449,-0.1106404
54,0.6489087,0.36420974,"('smart', 'stupid')",0.765582,0.6017672,0.7072453,0.4829885,-0.2242568
72,-0.62550414,-0.44994277,"('logical', 'illogical')",-0.054437548,0.12499361,-0.3399708,-0.1624746,0.1774962
17,0.624802,0.6892597,"('social', 'antisocial')",-0.49767295,-0.3147719,0.0635645,0.1872439,0.1236794
30,0.6209548,0.5182948,"('honest', 'dishonest')",0.1590056,0.19128671,0.3899802,0.3547907,-0.0351895
64,0.5935169,0.34520155,"('clever', 'incompetent')",0.21033847,0.2075797,0.4019277,0.2763906,-0.1255371
68,-0.5906025,-0.84525037,"('clever', 'inept')",-1.0874054,-1.1673348,-0.839004,-1.0062926,-0.1672886
2,0.52606153,0.36771154,"('friendly', 'unfriendly')",1.5029023,1.638258,1.0144819,1.0029848,-0.0114971
55,-0.5145432,-0.65277404,"('intelligent', 'unintelligent')",1.5262142,1.5936294,0.5058355,0.4704277,-0.0354078
101,-0.49952266,-0.6984797,"('successful', 'unsuccessful')",-0.88402534,-0.79271376,-0.691774,-0.7455968,-0.0538228
92,-0.49528003,-0.2945902,"('unwavering', 'wavering')",-0.079657674,-0.14891618,-0.2874689,-0.2217532,0.0657157
103,0.47363937,0.38626242,"('traditional', 'modern')",0.61395997,0.72011346,0.5437996,0.553188,0.0093884
73,0.46954405,0.108363956,"('brilliant', 'incompetent')",0.7295246,0.664622,0.5995343,0.386493,-0.2130413
51,0.4469002,0.33164895,"('competent', 'incompetent')",-0.4222017,-0.3407331,0.0123492,-0.0045421,-0.0168913
12,-0.44411588,-0.5419346,"('sympathetic', 'unsympathetic')",1.3489712,1.432661,0.4524277,0.4453632,-0.0070645
38,-0.44147998,-0.32109383,"('kind', 'unkind')",0.12937671,0.37878013,-0.1560516,0.0288431,0.1848947
61,-0.440875,-0.06692982,"('rational', 'irrational')",0.34035915,0.40897536,-0.0502579,0.1710228,0.2212807
29,0.42435974,0.33479214,"('honest', 'immoral')",0.46021193,0.34133178,0.4422858,0.338062,-0.1042238
81,0.41053796,0.4813344,"('industrious', 'lazy')",-0.92682254,-1.1202914,-0.2581423,-0.3194785,-0.0613362
5,0.40278274,0.2811343,"('pleasant', 'repellent')",1.1181906,0.91894823,0.7604867,0.6000413,-0.1604454
41,-0.38414633,0.026299953,"('incorrupt', 'corrupt')",-1.0297846,-1.0043875,-0.7069654,-0.4890438,0.2179216
0,0.36554563,0.4810468,"('sociable', 'unsociable')",0.33008763,0.5152513,0.3478166,0.498149,0.1503324
67,-0.36305228,-0.3434301,"('discriminating', 'undiscriminating')",-0.4743135,-0.43699402,-0.4186829,-0.3902121,0.0284708
4,-0.35401976,-0.46804965,"('likable', 'unlikable')",-0.5339245,-0.5897021,-0.4439721,-0.5288759,-0.0849038
87,-0.3518247,-0.38321,"('dedicated', 'undedicated')",-0.87012273,-0.89151907,-0.6109737,-0.6373645,-0.0263908
80,0.3432611,0.35411114,"('independent', 'dependent')",0.7208265,0.6338178,0.5320438,0.4939645,-0.0380793
74,-0.33489358,-0.38372827,"('insightful', 'unperceptive')",0.10075269,-0.028933145,-0.1170705,-0.2063307,-0.0892602
35,0.29519403,0.37286758,"('fair', 'unfair')",0.1019986,0.08192694,0.1985963,0.2273973,0.028801
106,0.27811217,0.3323878,"('conventional', 'unconventional')",0.26815087,0.21295705,0.2731315,0.2726724,-0.0004591
36,-0.26874208,-0.23028907,"('tolerant', 'intolerant')",1.037808,1.0738494,0.3845329,0.4217802,0.0372473
44,-0.2662833,-0.29070637,"('truthful', 'untruthful')",0.5127788,0.47507617,0.1232478,0.0921849,-0.0310629
26,0.2628521,0.36555076,"('trustworthy', 'untrustworthy')",-0.09053123,-0.022577986,0.0861604,0.1714864,0.085326
46,-0.24481982,0.05854869,"('generous', 'stingy')",0.29367375,0.3972927,0.024427,0.2279207,0.2034937
7,-0.24306059,-0.08469927,"('outgoing', 'distant')",-0.04139778,-0.10593319,-0.1422292,-0.0953162,0.046913
83,0.22764388,0.2894784,"('energetic', 'lethargic')",0.6928462,0.71223867,0.460245,0.5008585,0.0406135
110,0.22541517,0.13190754,"('narrow-minded', 'open-minded')",-0.77772784,-0.8106173,-0.2761563,-0.3393549,-0.0631986
19,0.2240361,0.3305807,"('funny', 'boring')",-0.48157257,-0.45324832,-0.1287682,-0.0613338,0.0674344
58,-0.22264034,-0.027196586,"('able', 'clumsy')",0.9594748,1.0496153,0.3684172,0.5112094,0.1427922
91,0.18987715,-0.01635883,"('resilient', 'nonresilient')",0.70078456,0.60212284,0.4453309,0.292882,-0.1524489
45,-0.14756842,-0.35441852,"('cooperative', 'exploitative')",-0.615281,-0.69187665,-0.3814247,-0.5231476,-0.1417229
70,-0.14178738,0.030778661,"('wise', 'unwise')",1.2961314,1.2068574,0.577172,0.618818,0.041646
13,-0.13522393,-0.29645753,"('helpful', 'unhelpful')",1.2811534,1.2060146,0.5729648,0.4547786,-0.1181862
88,-0.13016099,-0.15477347,"('impulsive', 'meek')",-0.33619294,-0.41687846,-0.233177,-0.285826,-0.052649
21,0.119407535,-0.006158948,"('nice', 'nasty')",0.96021944,0.7722422,0.5398135,0.3830416,-0.1567719
102,-0.11044848,-0.1352033,"('eminent', 'low')",0.7599944,0.80016005,0.324773,0.3324784,0.0077054
82,0.09741545,0.08646369,"('industrious', 'meek')",-1.0034761,-1.1005293,-0.4530303,-0.5070328,-0.0540025
43,0.095593244,0.08978322,"('genuine', 'fake')",0.55054873,0.55607116,0.323071,0.3229272,-0.0001438
69,-0.08708513,0.21587586,"('wise', 'foolish')",-0.22912996,-0.20765536,-0.1581075,0.0041103,0.1622178
85,-0.08651096,-0.26311123,"('ambitious', 'unambitious')",0.47806472,0.5238172,0.1957769,0.130353,-0.0654239
37,-0.072026014,0.06605017,"('good', 'evil')",-0.36615506,-0.54022765,-0.2190905,-0.2370887,-0.0179982
77,0.070982695,0.2708534,"('active', 'inactive')",-0.3404825,-0.43778345,-0.1347499,-0.083465,0.0512849
97,-0.057372034,0.076438725,"('superior', 'inferior')",0.2724195,0.29377317,0.1075237,0.1851059,0.0775822
100,-0.045718133,0.16004784,"('influential', 'uninfluential')",0.9566101,1.1162976,0.455446,0.6381727,0.1827267
57,-0.034574613,-0.15697937,"('able', 'unable')",0.6744458,0.54469913,0.3199356,0.1938599,-0.1260757
49,-0.003014207,-0.19087672,"('responsible', 'irresponsible')",0.7005399,0.6759913,0.3487628,0.2425573,-0.1062055
