,Vornado_male,Vornado_female,tuple,Realty_male,Realty_female,Trust_male,Trust_female,average_male,average_female,female-male
22,-0.06472204,-0.1339098,"('welcoming', 'disagreeable')",0.9075224,0.7552229,1.3426423,1.2683902,0.7284809,0.6299011,-0.0985798
67,0.0539589,0.18984461,"('discriminating', 'undiscriminating')",-0.46961874,-0.22895026,-0.27512664,-0.23898235,-0.2302622,-0.092696,0.1375662
61,-0.05280459,0.036151886,"('rational', 'irrational')",-0.39758497,-0.36126173,0.83559746,1.0537329,0.1284026,0.2428743,0.1144717
35,-0.0473592,-0.04960397,"('fair', 'unfair')",0.7894441,0.72567713,0.51233345,0.68274,0.4181395,0.4529377,0.0347982
106,-0.046203382,-0.04632847,"('conventional', 'unconventional')",0.99953425,1.1177306,0.051336348,0.17620073,0.3348891,0.4158676,0.0809785
18,-0.039245456,0.038551494,"('social', 'asocial')",0.32232827,0.40404674,-1.2238259,-1.2145295,-0.313581,-0.2573104,0.0562706
43,0.033122003,0.11324619,"('genuine', 'fake')",0.35886517,0.48009634,0.1662193,0.16706988,0.1860688,0.2534708,0.067402
50,-0.028048098,-0.22608846,"('unprejudiced', 'prejudiced')",-0.30087867,-0.6159633,1.6304905,1.530442,0.4338546,0.2294634,-0.2043912
41,-0.027704626,0.12719558,"('incorrupt', 'corrupt')",-0.92549694,-0.85200524,1.1687901,1.5144998,0.0718629,0.26323,0.1913671
20,0.025951311,0.27856547,"('popular', 'unpopular')",-0.7948643,-0.8255166,0.70260906,0.76237077,-0.0221013,0.0718066,0.0939079
60,-0.014453098,0.20694557,"('educated', 'uneducated')",1.2708619,1.2040606,0.28326857,0.45016968,0.5132258,0.6203919,0.1071661
74,-0.011657879,0.057742,"('insightful', 'unperceptive')",0.1071807,0.29290634,-1.3028576,-1.4227564,-0.4024449,-0.3573693,0.0450756
107,0.0005736053,0.11852738,"('conventional', 'modern')",0.86980015,0.8462702,0.7835315,0.7255857,0.5513017,0.5634611,0.0121594
