DATE,PERMNO,SICCD,NAICS,PERMCO
01/06/2017,13447,8999,511210,54109
28/07/2017,13447,8999,541990,54109
21/11/2019,13447,7379,541512,54109
01/10/2012,13567,7381,561612,54174
10/01/2014,13567,7381,561613,54174
01/10/2012,13586,4941,221310,54185
16/04/2013,13586,3823,334513,54185
06/02/2015,13586,3491,332911,54185
26/12/2017,13586,3559,332911,54185
05/08/2019,13586,3559,333249,54185
02/10/2012,13598,9999,311991,54193
14/02/2014,13598,9999,311513,54193
12/10/2012,13641,9999,211111,54222
19/03/2020,13641,9999,213112,54222
31/12/1925,13661,3210,,22462
02/07/1962,13661,3221,,22462
31/12/1925,13688,4930,,21356
02/07/1962,13688,4911,,21356
01/03/2001,13688,4931,,21356
10/06/2004,13688,4931,221121,21356
02/08/2006,13688,4911,221111,21356
01/07/2015,13688,4931,221111,21356
19/12/2016,13688,4911,221111,21356
20/01/2017,13688,4931,221118,21356
24/03/2020,13688,4911,221118,21356
31/03/2021,13688,4931,221118,21356
02/01/2013,13721,2834,325412,54287
18/01/2013,13760,9999,483112,54313
19/12/2017,13760,4481,483112,54313
19/10/2021,13760,6719,551112,54313
01/02/2013,13788,2834,325412,54327
20/02/2020,13788,2834,325414,54327
14/04/2020,13788,2834,325412,54327
31/12/1925,13856,5410,,21384
01/07/1941,13856,2090,,21384
02/07/1962,13856,2086,,21384
10/06/2004,13856,2086,312111,21384
31/12/1925,13901,2110,,21398
02/07/1962,13901,2111,,21398
01/10/1999,13901,2099,,21398
01/03/2001,13901,2111,,21398
10/06/2004,13901,2111,312221,21398
30/06/2006,13901,6719,312221,21398
25/07/2006,13901,6719,551112,21398
29/08/2007,13901,2131,312229,21398
10/06/2011,13901,2111,312229,21398
24/07/2012,13901,2111,312230,21398
09/05/2013,13911,5122,422210,54401
04/12/2014,13911,8731,541712,54401
03/04/2020,13911,8731,541715,54401
28/05/2020,13911,8732,541910,54401
31/12/1925,13928,2910,,21401
02/07/1962,13928,2911,,21401
24/08/2001,13928,1311,,21401
18/02/2004,13928,2911,,21401
10/06/2004,13928,2911,324110,21401
31/01/2014,13928,1382,213112,21401
31/12/1925,13936,2310,,21402
02/07/1962,13936,2331,,21402
03/04/1978,13936,2253,,21402
24/08/2001,13936,2321,,21402
10/06/2004,13936,2321,315223,21402
02/05/2012,13936,2321,315220,21402
27/06/2013,13949,9999,541511,54426
01/07/2013,13963,9999,511110,54433
01/07/2013,13964,9999,511110,54433
13/06/2013,13983,2844,325620,54444
04/04/2018,13983,5999,325620,54444
15/05/2018,13983,2844,325620,54444
17/06/1983,14008,7391,,216
01/04/1986,14008,2830,,216
10/06/2004,14008,2830,325414,216
03/07/2006,14008,2830,325412,216
25/04/2008,14008,2830,541711,216
05/05/2008,14008,2830,325412,216
29/07/2011,14008,2830,541711,216
12/09/2019,14008,2830,325414,216
01/07/2013,14011,2834,325412,54459
12/07/2013,14040,3663,334220,54473
21/05/2014,14040,4813,334220,54473
19/12/2016,14040,4812,334220,54473
12/12/2017,14040,4812,517911,54473
01/11/2013,14276,3861,325992,20626
12/09/2019,14276,3861,333316,20626
31/12/1925,14277,3570,,21576
02/01/1946,14277,6710,,21576
06/02/1951,14277,3690,,21576
02/02/1962,14277,1380,,21576
02/07/1962,14277,1381,,21576
24/08/2001,14277,1389,,21576
10/06/2004,14277,1389,213112,21576
06/04/2020,14277,5651,213112,21576
07/11/2013,14295,7375,519190,54638
02/12/2013,14297,6799,523910,54641
18/02/2020,14297,3699,335999,54641
29/03/2021,14297,7382,561621,54641
12/12/2013,14338,7011,721110,54672
31/12/1925,14541,2910,,20440
02/07/1962,14541,2911,,20440
10/06/2004,14541,2911,324110,20440
19/12/2016,14541,1311,324110,20440
01/04/2021,14541,5541,447190,20440
03/04/2014,14542,7375,519130,45483
24/04/2015,14542,7375,519190,45483
02/02/2018,14542,7375,334419,45483
04/04/2014,14570,8732,522110,54806
15/07/2014,14570,8732,541910,54806
15/04/2014,14579,5045,423430,54812
26/12/2017,14579,8721,423430,54812
02/08/2019,14579,8721,511210,54812
09/09/2019,14579,7372,511210,54812
21/07/2022,14579,7371,541511,54812
12/12/1980,14593,3573,,7
10/06/2004,14593,3573,334111,7
11/01/2007,14593,3571,334111,7
28/12/2017,14593,3571,334220,7
01/05/2014,14601,9999,,54824
15/07/2014,14601,9999,523120,54824
08/11/2016,14601,9999,561499,54824
17/04/2017,14601,9999,532490,54824
06/05/2022,14601,9999,523120,54824
31/12/1925,14656,2910,,21686
02/07/1962,14656,2911,,21686
10/06/2004,14656,2911,324110,21686
14/12/1972,14702,3674,,194
01/04/1986,14702,3820,,194
01/09/1989,14702,3550,,194
10/06/2004,14702,3550,333295,194
18/05/2012,14702,3550,333242,194
10/01/2014,14702,3550,334413,194
26/01/2018,14702,3550,333249,194
19/06/2014,14704,9999,561499,54895
02/07/2019,14704,8999,561499,54895
24/10/2019,14704,8741,561499,54895
11/02/2020,14704,8741,561110,54895
06/06/2014,14714,3577,334118,54907
31/07/2014,14763,2834,325412,54931
31/07/2014,14776,7389,561499,54936
20/03/2017,14776,7359,532490,54936
12/06/2017,14776,7389,532490,54936
08/04/2020,14776,6141,522291,54936
21/06/2021,14776,6021,522110,54936
22/09/2014,14882,9999,623990,55000
01/04/2020,14882,9999,721110,55000
24/09/2014,14889,6022,522110,55006
06/04/2015,14889,6712,522110,55006
02/11/2018,14889,6022,522110,55006
11/10/2019,14889,6712,522110,55006
12/02/2020,14889,6712,551111,55006
03/11/2014,14939,3825,334515,55033
21/06/2021,14939,3823,334513,55033
31/12/1925,15069,3310,,21795
02/07/1962,15069,3312,,21795
24/08/2001,15069,1311,,21795
20/02/2004,15069,2911,,21795
10/06/2004,15069,2911,324110,21795
07/07/2006,15069,1321,324110,21795
02/08/2006,15069,1321,211112,21795
13/06/2011,15069,2911,211112,21795
06/02/2014,15069,2911,324110,21795
22/12/2016,15069,1382,324110,21795
01/04/2021,15069,1311,211120,21795
31/12/1925,15077,2190,,21796
02/07/1962,15077,2131,,21796
10/06/2004,15077,2131,312229,21796
31/12/1925,15202,3350,,21876
02/07/1962,15202,3272,,21876
03/04/1978,15202,2869,,21876
24/08/2001,15202,1422,,21876
10/06/2004,15202,1422,212312,21876
16/06/2011,15202,1442,212312,21876
26/12/2017,15202,1422,212312,21876
01/04/2021,15202,1423,212313,21876
26/03/2015,15272,9999,334413,55214
16/04/2015,15291,9999,453220,55229
05/08/2019,15291,9999,454110,55229
01/07/2015,15401,2834,325412,55293
02/07/2015,15404,4922,486210,55294
06/07/2015,15408,9999,311513,55296
31/12/1925,15456,5330,,21936
02/07/1962,15456,5331,,21936
02/01/2002,15456,5661,,21936
10/06/2004,15456,5661,448210,21936
30/06/2006,15456,5139,448210,21936
10/06/2011,15456,5661,448210,21936
12/02/2020,15456,5331,448210,21936
29/03/2021,15456,5661,448210,21936
20/07/2015,15488,9999,561499,55341
05/08/2019,15488,9999,517911,55341
11/11/2020,15488,9999,561499,55341
14/12/1972,15553,4924,,116
10/06/2004,15553,4924,221215,116
28/10/2005,15553,4924,221210,116
03/08/2006,15553,6719,551112,116
10/06/2011,15553,4924,551112,116
31/12/1925,15560,3110,,21711
03/01/1956,15560,5990,,21711
02/07/1962,15560,5732,,21711
24/08/2001,15560,5731,,21711
10/06/2004,15560,5731,443112,21711
25/07/2012,15560,5731,443142,21711
11/02/1926,15579,120,,21737
02/07/1962,15579,3674,,21737
10/06/2004,15579,3674,334413,21737
29/04/1926,15667,2830,,20086
02/07/1962,15667,2834,,20086
10/06/2004,15667,2834,325412,20086
02/11/2015,15707,7374,518210,55421
11/07/2019,15707,3571,518210,55421
07/11/2019,15707,7374,518210,55421
01/04/2021,15707,7372,511210,55421
10/11/2015,15719,6798,531110,55426
26/10/2021,15719,6531,531210,55426
27/05/1926,15720,4910,,21543
02/07/1962,15720,4911,,21543
05/02/1996,15720,4931,,21543
01/02/2001,15720,4911,,21543
10/06/2004,15720,4911,221119,21543
03/05/2012,15720,4911,221122,21543
26/02/2014,15720,4911,221118,21543
30/11/2015,15797,7374,518210,55470
19/11/2015,15850,9999,523910,55487
01/03/2017,15850,9999,518210,55487
01/07/2020,15850,9999,453998,55487
01/09/2020,15850,9999,812990,55487
27/05/2021,15850,9999,541511,55487
08/04/2016,15980,5611,315190,48779
15/08/2016,15980,2329,315190,48779
12/09/2019,15980,2329,315220,48779
22/03/1926,16010,3350,,21876
16/05/2016,16044,5169,424690,55557
16/01/2018,16044,2819,424690,55557
05/08/2019,16044,2819,325180,55557
31/05/2016,16048,2086,312111,55559
05/07/2016,16087,3823,334513,55585
11/01/2017,16087,3559,333249,55585
28/07/2017,16087,3679,334419,55585
31/03/2021,16087,3823,334513,55585
07/09/2016,16267,3824,334514,55676
03/10/2016,16276,2821,325211,55684
03/10/2016,16279,2813,325612,55687
31/10/2016,16342,6799,523910,55715
05/09/2017,16342,3714,423120,55715
29/10/2020,16342,3714,336360,55715
01/11/2016,16343,6799,523910,55716
13/08/2019,16343,5812,722511,55716
01/11/2016,16346,6798,531110,55717
01/11/2016,16347,3334,331313,55718
09/09/2019,16347,3355,331318,55718
10/11/2016,16431,2038,311412,55778
05/08/1927,16432,3010,,20834
02/07/1962,16432,3011,,20834
10/06/2004,16432,3011,326211,20834
03/01/2017,16497,8741,561110,55805
09/09/2019,16497,7389,561499,55805
17/01/2017,16538,3533,333132,55833
24/10/2017,16538,1389,333132,55833
17/09/2019,16538,1389,213112,55833
30/01/2017,16543,9999,334517,55836
02/02/2017,16544,9999,325412,55837
01/12/1927,16600,2070,,20906
02/07/1962,16600,2066,,20906
10/06/2004,16600,2066,311320,20906
30/01/2014,16600,2066,311351,20906
26/01/1928,16678,5410,,21068
02/07/1962,16678,5411,,21068
10/06/2004,16678,5411,447110,21068
08/12/2009,16678,5411,445110,21068
04/04/2017,16689,1221,212111,55925
12/05/2017,16692,3563,333912,55928
24/02/2022,16692,3564,333413,55928
01/06/2017,16696,5511,441110,55930
09/08/2019,16696,7374,518210,55930
26/11/2019,16696,5012,423110,55930
19/06/2017,16752,7375,541512,55964
22/06/2017,16753,4813,517911,55965
09/09/2019,16753,4841,515210,55965
18/07/2017,16809,6531,531210,55997
12/08/2019,16809,6798,531110,55997
07/08/2017,16816,9999,524113,56000
13/02/2020,16816,9999,523930,56000
01/09/2017,16851,2821,325211,56027
03/06/2019,16851,5191,424910,56027
26/03/2020,16851,2821,325211,56027
27/09/1928,17005,5660,,21185
02/07/1962,17005,3143,,21185
29/08/1997,17005,5912,,21185
10/06/2004,17005,5912,446110,21185
05/12/2017,17040,3714,336390,56123
30/11/1928,17144,2040,,20798
02/07/1962,17144,2043,,20798
10/06/2004,17144,2043,311230,20798
10/01/2014,17144,2041,311230,20798
12/03/2014,17144,2041,311211,20798
05/04/2021,17144,2099,311999,20798
10/06/2008,17279,2111,312221,56249
25/07/2012,17279,2111,312230,56249
27/12/1928,17291,5410,,22765
02/07/1962,17291,5411,,22765
14/02/1929,17478,2710,,21179
02/07/1962,17478,2731,,21179
01/03/2001,17478,2721,,21179
20/02/2004,17478,2731,,21179
10/06/2004,17478,2731,511130,21179
22/05/2015,17478,7323,511130,21179
28/04/2016,17478,6282,523930,21179
19/12/2016,17478,7371,523930,21179
28/03/2017,17478,6289,523999,21179
01/04/2021,17478,6282,523930,21179
01/05/2018,17676,3559,333249,56329
17/09/2019,17676,6799,523910,56329
26/04/2018,17700,7374,518210,56345
31/03/2021,17700,6719,551112,56345
20/09/2021,17700,7372,511210,56345
23/10/1973,17743,6711,,544
01/04/1986,17743,6610,,544
01/08/1991,17743,6330,,544
09/05/2001,17743,6331,,544
10/06/2004,17743,6331,524126,544
09/05/1929,17750,2640,,21055
02/07/1962,17750,2621,,21055
24/08/2001,17750,2676,,21055
10/06/2004,17750,2676,322291,21055
27/01/2014,17750,2679,322299,21055
24/04/2017,17750,2844,325620,21055
13/03/2020,17750,2844,322299,21055
01/04/2021,17750,2676,322291,21055
14/10/1976,17778,6711,,540
01/04/1986,17778,6610,,540
29/11/1988,17778,6331,,540
10/06/2004,17778,6331,524126,540
19/12/2016,17778,6371,524126,540
05/04/2021,17778,6331,524126,540
09/05/2018,17783,5084,423830,56347
01/06/2018,17792,7389,561499,56357
11/04/1929,17830,3720,,21832
02/07/1962,17830,3724,,21832
10/06/2004,17830,3724,336412,21832
22/01/2014,17830,3585,333415,21832
21/05/2015,17830,3324,333415,21832
08/12/2016,17830,3724,333415,21832
25/01/2017,17830,3724,336412,21832
10/07/2018,17942,2086,312111,56438
05/07/1929,17988,2830,,20331
31/10/2018,18143,2819,,56540
10/12/2019,18143,2819,325180,56540
12/08/1929,18163,2840,,21446
02/07/1962,18163,2841,,21446
10/06/2004,18163,2841,325611,21446
08/08/2011,18163,2841,424210,21446
04/05/2020,18163,2841,325611,21446
14/04/2021,18163,2844,325620,21446
28/12/2018,18267,3824,334514,55676
23/03/2020,18267,3571,334111,55676
07/12/2018,18312,9999,,56611
11/09/2019,18312,9999,541715,56611
28/01/2020,18312,9999,325414,56611
08/02/2019,18327,9999,,56619
10/12/2019,18327,9999,446110,56619
30/10/1929,18403,5610,,21375
02/07/1962,18403,5311,,21375
10/06/2004,18403,5311,452110,21375
10/01/2014,18403,5621,452110,21375
27/02/2014,18403,5311,452111,21375
14/06/2016,18403,5651,452111,21375
22/12/2016,18403,5311,452111,21375
10/10/1929,18411,4910,,21640
02/07/1962,18411,4911,,21640
10/06/2004,18411,4911,221119,21640
30/06/2006,18411,4911,221111,21640
22/02/2017,18411,4911,221118,21640
19/03/2019,18420,9999,515120,56662
19/03/2019,18421,9999,515120,56662
02/04/2019,18428,6799,523910,56668
23/12/2019,18428,2821,325211,56668
02/12/1929,18542,3520,,20408
02/07/1962,18542,3531,,20408
10/06/2004,18542,3531,333923,20408
27/01/2014,18542,3519,333618,20408
08/12/2016,18542,3531,333618,20408
26/01/2017,18542,3531,333120,20408
19/12/1929,18550,5310,,22856
02/07/1962,18550,5311,,22856
23/05/2019,18578,2399,,56720
10/12/2019,18578,2325,315220,56720
01/04/2020,18578,2399,314999,56720
03/06/2019,18592,721,115112,56723
11/06/2019,18724,2671,,56767
26/09/2019,18724,3999,339999,56767
19/02/2020,18724,2671,322220,56767
15/03/2021,18724,7389,561499,56767
28/03/2022,18724,5999,453998,56767
13/03/1930,18729,2840,,20473
02/07/1962,18729,2841,,20473
01/09/1998,18729,2844,,20473
10/06/2004,18729,2844,325611,20473
13/03/2020,18729,2844,325620,20473
22/04/1931,19166,3550,,20681
02/07/1962,19166,3551,,20681
28/05/1986,19166,3523,,20681
01/02/2001,19166,3533,,20681
10/06/2004,19166,3533,333132,20681
10/01/2014,19166,2899,325998,20681
31/03/2021,19166,5169,424690,20681
05/05/2021,19166,2812,325180,20681
03/04/2020,19285,3585,333415,57036
03/04/2020,19286,3679,334419,57037
29/06/1933,19350,3520,,20566
02/07/1962,19350,3523,,20566
10/06/2004,19350,3523,333111,20566
08/09/1933,19393,2830,,20331
01/06/1972,19393,2844,,20331
01/11/1995,19393,2834,,20331
10/06/2004,19393,2834,325412,20331
01/07/2020,19495,7323,561450,57135
15/02/1934,19502,5910,,21881
02/07/1962,19502,5912,,21881
10/06/2004,19502,5912,446110,21881
05/09/1934,19561,3720,,20315
02/07/1962,19561,3721,,20315
10/06/2004,19561,3721,336411,20315
04/12/2007,19583,6282,523920,30929
17/09/2019,19583,6282,523930,30929
05/09/1934,19596,4500,,21793
02/07/1962,19596,4511,,21793
26/05/1988,19596,4512,,21793
13/07/1988,19662,5940,,9857
10/06/2004,19662,5940,448310,9857
16/11/2004,19662,5944,448310,9857
21/09/2020,19752,1382,213112,13960
09/10/2020,19807,3824,334514,57315
23/11/1935,19852,3710,,21625
02/07/1962,19852,3714,,21625
01/03/2001,19852,3621,,21625
17/11/2020,20057,9999,621111,57529
25/03/2021,20057,9999,325412,57529
09/11/1936,20220,3540,,20306
02/07/1962,20220,3541,,20306
28/01/1985,20220,3546,,20306
10/06/2004,20220,3546,333991,20306
02/11/1936,20239,4920,,22983
02/07/1962,20239,4922,,22983
08/01/1937,20415,6150,,21097
02/07/1962,20415,7379,,21097
24/08/2001,20415,6141,,21097
10/06/2004,20415,6141,522210,21097
15/03/2007,20415,2426,321912,21097
16/06/2011,20415,6719,321912,21097
10/01/2014,20415,7011,321912,21097
03/03/2014,20415,7011,721110,21097
11/07/2014,20415,6798,531110,21097
04/08/2016,20415,7011,531110,21097
20/04/2017,20415,5099,423990,21097
31/03/2021,20415,6798,531110,21097
01/03/1937,20482,2830,,20017
02/07/1962,20482,2834,,20017
10/06/2004,20482,2834,325412,20017
22/12/2016,20482,5047,325412,20017
01/04/2021,20482,2834,325412,20017
29/04/2022,20482,6719,551112,20017
10/02/2021,20583,9999,211120,11937
10/06/1939,21020,4500,,20010
02/07/1962,21020,4511,,20010
24/08/2001,21020,4512,,20010
10/06/2004,21020,4512,481111,20010
03/06/2021,21124,2834,325412,58235
09/12/1939,21178,3720,,21110
02/07/1962,21178,3721,,21110
16/03/1995,21178,3761,,21110
01/03/2001,21178,3764,,21110
10/06/2004,21178,3764,336415,21110
15/08/2012,21178,3721,336415,21110
23/01/2014,21178,3761,336414,21110
22/11/1939,21186,2640,,21913
02/07/1962,21186,2621,,21913
10/06/2004,21186,2621,322121,21913
02/08/2006,21186,2621,322122,21913
02/07/2015,21186,5013,423120,21913
18/02/2020,21186,2631,322130,21913
27/01/1940,21207,6710,,21286
02/07/1962,21207,1382,,21286
24/08/2001,21207,1041,,21286
10/06/2004,21207,1041,212221,21286
03/05/2021,21257,5065,423690,58272
04/05/2021,21297,9999,517911,58293
04/08/1983,21371,5141,,6262
02/04/1990,21371,5120,,6262
