,Williams_male,Williams_female,tuple,Companies_male,Companies_female,average_male,average_female,female-male
32,-1.1414621,-1.1690983,"('benevolent', 'hardhearted')",-1.9150465,-1.7390414,-1.5282542705535889,-1.4540698528289795,0.07418441772460938
100,-1.1364404,-0.7874954,"('influential', 'uninfluential')",-1.4327965,-1.1773496,-1.2846183776855469,-0.9824224710464478,0.3021959066390991
12,-1.0872581,-0.79148406,"('sympathetic', 'unsympathetic')",-1.747654,-1.4923474,-1.417456030845642,-1.1419156789779663,0.2755403518676758
44,-1.0727131,-0.9951644,"('truthful', 'untruthful')",-1.2079344,-1.1802293,-1.1403237581253052,-1.0876967906951904,0.052626967430114746
78,1.0654204,0.8302485,"('active', 'inactive')",1.7530717,1.3856063,1.4092459678649902,1.1079273223876953,-0.3013186454772949
13,-0.9866637,-0.38478115,"('helpful', 'unhelpful')",-3.176093,-3.0256078,-2.08137845993042,-1.7051944732666016,0.37618398666381836
105,-0.9430907,-1.0105991,"('conventional', 'modern')",-0.30443126,-0.26645344,-0.6237609386444092,-0.6385263204574585,-0.014765381813049316
102,-0.93561995,-0.9133624,"('eminent', 'low')",-2.521974,-1.9777968,-1.7287969589233398,-1.4455795288085938,0.2832174301147461
38,-0.92738736,-0.82960963,"('kind', 'unkind')",-2.7575254,-2.3663466,-1.842456340789795,-1.597978115081787,0.2444782257080078
47,-0.91547763,-0.9646819,"('forgiving', 'unforgiving')",-0.7544094,-0.7443744,-0.8349435329437256,-0.8545281887054443,-0.01958465576171875
98,-0.90308917,-1.0162464,"('prestigious', 'insignificant')",0.43211168,0.4898855,-0.23548874258995056,-0.2631804645061493,-0.02769172191619873
72,-0.8890095,-0.54461163,"('logical', 'illogical')",-0.6714085,-0.5292053,-0.780208945274353,-0.5369085073471069,0.2433004379272461
65,-0.85763127,-0.4005001,"('practical', 'impractical')",-2.0945446,-2.1312761,-1.4760879278182983,-1.2658880949020386,0.21019983291625977
22,0.85377467,0.40288705,"('welcoming', 'disagreeable')",0.3622412,0.16622731,0.6080079078674316,0.28455716371536255,-0.3234507441520691
79,0.8366713,0.8865802,"('determined', 'doubtful')",0.2470729,0.34639227,0.5418720841407776,0.6164862513542175,0.07461416721343994
76,0.7887414,1.1008042,"('secure', 'insecure')",0.19037598,0.11554772,0.48955869674682617,0.6081759929656982,0.11861729621887207
16,0.7878918,1.0094129,"('social', 'antisocial')",-0.8428484,-0.6600411,-0.027478307485580444,0.17468589544296265,0.2021642029285431
33,-0.77752894,-0.77231205,"('softhearted', 'hardhearted')",-0.80472785,-0.7898192,-0.791128396987915,-0.7810655832290649,0.010062813758850098
15,0.75751656,1.1865237,"('polite', 'impolite')",0.09462285,0.10699073,0.4260697066783905,0.646757185459137,0.22068747878074646
37,0.7516426,0.24987817,"('good', 'evil')",1.6873653,1.5959294,1.2195038795471191,0.9229037761688232,-0.2966001033782959
104,-0.7418915,-0.9260597,"('conventional', 'unconventional')",0.27920744,0.82302463,-0.23134203255176544,-0.0515175461769104,0.17982448637485504
8,-0.69860303,-0.91800797,"('open', 'distant')",1.0816603,0.4858461,0.19152861833572388,-0.2160809338092804,-0.4076095521450043
56,0.6863543,0.785099,"('intelligent', 'dumb')",0.5479897,0.70259017,0.6171720027923584,0.7438446283340454,0.126672625541687
9,-0.6809999,-0.61673427,"('sensitive', 'insensitive')",-1.1560811,-1.1703067,-0.9185404777526855,-0.8935204744338989,0.02502000331878662
67,-0.67681015,-0.42846584,"('discriminating', 'undiscriminating')",-1.337017,-1.335015,-1.006913661956787,-0.8817404508590698,0.12517321109771729
35,0.6655771,0.818555,"('fair', 'unfair')",1.6097727,1.6321084,1.1376749277114868,1.2253317832946777,0.08765685558319092
74,-0.65791273,-0.3959616,"('insightful', 'unperceptive')",-2.0056205,-2.0489693,-1.3317666053771973,-1.2224653959274292,0.10930120944976807
25,-0.6477368,-0.7995409,"('moral', 'immoral')",-1.4705153,-1.4804506,-1.0591260194778442,-1.139995813369751,-0.08086979389190674
61,0.63091373,0.5262208,"('rational', 'irrational')",0.41491827,0.52241087,0.5229160189628601,0.5243158340454102,0.0013998150825500488
39,-0.6186465,-0.6759749,"('right', 'wrong')",0.22698185,0.3433447,-0.19583232700824738,-0.16631510853767395,0.029517218470573425
63,-0.5822199,-0.6730653,"('capable', 'incapable')",-0.7436433,-0.79174185,-0.6629315614700317,-0.732403576374054,-0.06947201490402222
41,0.58162886,0.45898187,"('incorrupt', 'corrupt')",1.8567498,2.0567553,1.2191892862319946,1.2578685283660889,0.03867924213409424
94,0.5738305,0.92875683,"('aggressive', 'submissive')",-1.0554881,-0.95187473,-0.24082881212234497,-0.011558949947357178,0.2292698621749878
66,-0.57071984,-0.026400402,"('imaginative', 'unimaginative')",0.8877512,0.83477616,0.15851569175720215,0.4041878879070282,0.24567219614982605
24,-0.5595253,-0.62627035,"('thoughtful', 'rough')",-0.42618737,-0.42669785,-0.49285632371902466,-0.5264841318130493,-0.03362780809402466
71,0.526126,0.643963,"('efficient', 'inefficient')",-1.7930607,-2.193223,-0.6334673166275024,-0.7746300101280212,-0.1411626935005188
46,0.4967627,0.31792724,"('generous', 'stingy')",1.0752039,1.0987561,0.7859833240509033,0.708341658115387,-0.07764166593551636
73,-0.49570292,-0.31223017,"('brilliant', 'incompetent')",-2.075645,-2.2417266,-1.285673975944519,-1.2769783735275269,0.008695602416992188
55,-0.47364834,-0.4772951,"('intelligent', 'unintelligent')",-1.4929405,-1.1463962,-0.9832944273948669,-0.8118456602096558,0.17144876718521118
92,-0.4647045,-0.4650504,"('unwavering', 'wavering')",0.45523694,0.65154624,-0.00473378598690033,0.0932479202747345,0.09798170626163483
31,-0.45327437,-0.8798957,"('altruistic', 'egoistic')",-0.6357213,-0.55588514,-0.5444978475570679,-0.7178903818130493,-0.17339253425598145
81,0.4467355,-0.23391715,"('industrious', 'lazy')",1.6700044,1.3421509,1.0583698749542236,0.5541169047355652,-0.5042529702186584
88,0.44003662,0.49528652,"('impulsive', 'meek')",1.1003683,0.98776245,0.7702024579048157,0.7415244579315186,-0.02867799997329712
30,-0.40841198,-0.04688847,"('honest', 'dishonest')",-0.38489413,-0.59767616,-0.39665305614471436,-0.3222823143005371,0.07437074184417725
21,0.39780128,0.23874545,"('nice', 'nasty')",1.007873,0.8587312,0.7028371691703796,0.5487383604049683,-0.15409880876541138
97,-0.3867392,-0.10840574,"('superior', 'inferior')",-0.16449952,-0.108189195,-0.27561935782432556,-0.10829746723175049,0.16732189059257507
103,0.36925516,0.43864182,"('traditional', 'modern')",1.0460024,1.2218292,0.7076287865638733,0.830235481262207,0.12260669469833374
26,0.3623239,0.6496507,"('trustworthy', 'untrustworthy')",0.861714,0.6998559,0.6120189428329468,0.6747533082962036,0.06273436546325684
77,0.35535714,0.2746407,"('active', 'inactive')",0.42441383,0.7453882,0.38988548517227173,0.5100144743919373,0.12012898921966553
91,0.34399056,0.35996896,"('resilient', 'nonresilient')",-0.013115555,-0.033597186,0.1654375046491623,0.16318589448928833,-0.0022516101598739624
20,0.3412819,0.104153454,"('popular', 'unpopular')",-0.4361397,-0.100284785,-0.047428905963897705,0.001934334635734558,0.04936324059963226
80,0.3243118,0.2528522,"('independent', 'dependent')",0.5752865,0.5199741,0.44979915022850037,0.3864131569862366,-0.0633859932422638
69,0.31047183,0.4148993,"('wise', 'foolish')",0.49077433,0.56031334,0.400623083114624,0.48760631680488586,0.08698323369026184
84,-0.30956957,-0.4966026,"('self-confident', 'diffident')",-0.17217958,-0.28659266,-0.24087457358837128,-0.3915976285934448,-0.15072305500507355
7,-0.29623252,-0.4984495,"('outgoing', 'distant')",1.3669419,0.68346596,0.535354733467102,0.0925082266330719,-0.44284650683403015
17,0.28578526,0.3646497,"('social', 'antisocial')",-1.2158452,-1.1179264,-0.4650299847126007,-0.3766383230686188,0.08839166164398193
18,-0.27459106,-0.14813939,"('social', 'asocial')",-0.45547962,-0.62014025,-0.36503535509109497,-0.3841398358345032,-0.019104480743408203
10,-0.27160108,-0.31372666,"('affectionate', 'unaffectionate')",-1.0142548,-0.8971834,-0.6429279446601868,-0.6054550409317017,0.03747290372848511
90,0.25636858,-0.018670142,"('motivated', 'unmotivated')",1.2236466,0.951725,0.7400076389312744,0.46652743220329285,-0.27348020672798157
52,0.2551014,0.7949494,"('competitive', 'uncompetitive')",-1.5773197,-1.6375018,-0.6611091494560242,-0.4212762117385864,0.23983293771743774
93,0.23399404,0.8125448,"('dominating', 'dominated')",0.40024164,0.69197667,0.317117840051651,0.7522607445716858,0.4351429045200348
19,-0.20710465,0.04902962,"('funny', 'boring')",-0.2596261,-0.4000668,-0.23336537182331085,-0.17551858723163605,0.057846784591674805
0,-0.19983464,0.1805343,"('sociable', 'unsociable')",-1.0006377,-0.8443105,-0.600236177444458,-0.3318881094455719,0.2683480679988861
83,-0.18718642,0.28684464,"('energetic', 'lethargic')",-0.80447984,-0.9008557,-0.4958331286907196,-0.30700552463531494,0.18882760405540466
49,-0.17627764,0.2874261,"('responsible', 'irresponsible')",-1.6252186,-1.881235,-0.9007481336593628,-0.796904444694519,0.10384368896484375
54,0.1544841,-0.055772275,"('smart', 'stupid')",0.4372229,0.2099596,0.29585349559783936,0.07709366083145142,-0.21875983476638794
4,-0.15283597,-0.521748,"('likable', 'unlikable')",-1.4991102,-1.6988862,-0.8259730935096741,-1.1103171110153198,-0.28434401750564575
23,-0.14302053,-0.4854843,"('hospitable', 'inhospitable')",0.5250055,0.4777103,0.19099250435829163,-0.003886997699737549,-0.19487950205802917
45,0.13069794,0.04708661,"('cooperative', 'exploitative')",-0.48259264,-0.73472834,-0.17594735324382782,-0.34382086992263794,-0.16787351667881012
85,-0.12479431,-0.013968384,"('ambitious', 'unambitious')",-0.7073269,-0.58347565,-0.41606059670448303,-0.2987220287322998,0.11733856797218323
60,-0.12220332,-0.012630761,"('educated', 'uneducated')",-1.2835847,-0.8714112,-0.7028940320014954,-0.442020982503891,0.26087304949760437
2,0.12046614,0.4526917,"('friendly', 'unfriendly')",-1.1020427,-0.95887494,-0.4907882809638977,-0.25309163331985474,0.23769664764404297
82,0.115456134,-0.40463352,"('industrious', 'meek')",0.5076375,0.48797622,0.31154680252075195,0.041671350598335266,-0.2698754519224167
43,-0.10492984,-0.12421003,"('genuine', 'fake')",-0.9088516,-0.6699612,-0.5068907141685486,-0.39708560705184937,0.10980510711669922
14,-0.09881581,-0.11226958,"('supportive', 'unsupportive')",-0.16144538,-0.2203392,-0.1301305890083313,-0.16630437970161438,-0.03617379069328308
51,0.08251271,0.46250412,"('competent', 'incompetent')",-1.1305251,-0.95889175,-0.524006187915802,-0.24819381535053253,0.27581237256526947
89,0.0814763,0.40853563,"('daring', 'anxious')",-0.6632607,-0.60589045,-0.29089218378067017,-0.09867741167545319,0.19221477210521698
64,-0.065090224,0.1651909,"('clever', 'incompetent')",-1.5060871,-1.3263276,-0.7855886220932007,-0.5805683135986328,0.20502030849456787
42,0.048511446,-0.36075836,"('amicable', 'hostile')",1.1502181,1.4005775,0.5993647575378418,0.5199096202850342,-0.07945513725280762
101,-0.03972113,0.25225613,"('successful', 'unsuccessful')",-2.2937799,-1.898639,-1.166750431060791,-0.8231914043426514,0.34355902671813965
70,-0.03557962,-0.034654528,"('wise', 'unwise')",0.4321947,0.4380237,0.19830754399299622,0.20168457925319672,0.0033770352602005005
57,0.031595707,0.14066318,"('able', 'unable')",-0.23168828,-0.42948362,-0.10004628449678421,-0.14441022276878357,-0.04436393827199936
96,-0.02633658,0.1695284,"('powerful', 'powerless')",-0.7244328,-0.52800775,-0.37538468837738037,-0.1792396754026413,0.19614501297473907
110,0.008912295,-0.3432637,"('narrow-minded', 'open-minded')",0.4472435,0.59294647,0.22807790338993073,0.12484139204025269,-0.10323651134967804
5,6.508827e-05,-0.097167715,"('pleasant', 'repellent')",-0.3097512,-0.30376646,-0.1548430621623993,-0.2004670798778534,-0.0456240177154541
