,Molson_male,Molson_female,tuple,Coors_male,Coors_female,Beverage_male,Beverage_female,Company_male,Company_female,average_male,average_female,female-male
71,1.2723849,1.4293829,"('efficient', 'inefficient')",1.1503297,1.1779428,-2.099409,-2.3564053,-0.75321794,-1.0930163,-0.1074780821800232,-0.21052399277687073,-0.10304591059684753
31,-1.2412964,-1.3499697,"('altruistic', 'egoistic')",-1.9519379,-1.9930242,0.07855296,0.123419285,-0.5374321,-0.4244607,-0.913028359413147,-0.9110088348388672,0.002019524574279785
32,-1.2187339,-0.98523873,"('benevolent', 'hardhearted')",-1.1997817,-1.1266487,-1.8042684,-1.4515626,-2.015915,-1.8206694,-1.5596747398376465,-1.3460298776626587,0.2136448621749878
15,1.2100185,1.2792866,"('polite', 'impolite')",1.3727677,1.5766146,-1.3371699,-1.1763473,-0.27744544,-0.07128143,0.2420426905155182,0.4020681381225586,0.1600254476070404
61,-1.2076478,-1.2656744,"('rational', 'irrational')",-0.62485766,-0.6741498,1.227988,1.1598575,1.0015067,1.0656627,0.09924730658531189,0.07142403721809387,-0.027823269367218018
26,1.1708587,1.1312051,"('trustworthy', 'untrustworthy')",1.2983962,1.4783058,0.11078784,0.271455,0.5204803,0.5127214,0.7751307487487793,0.8484218120574951,0.07329106330871582
25,1.1580496,1.2556392,"('moral', 'immoral')",1.5060165,1.5753424,-1.9144306,-1.7078562,-1.5489334,-1.6085532,-0.1998244822025299,-0.12135690450668335,0.07846757769584656
58,1.1342415,1.385217,"('able', 'clumsy')",0.75830543,1.0210911,-1.5363948,-1.1850362,-2.0257125,-1.7419163,-0.4173901081085205,-0.1301610767841339,0.2872290313243866
24,1.1117795,1.1746744,"('thoughtful', 'rough')",0.049936086,0.029155523,-0.9896653,-0.82231116,-0.92815363,-0.8550714,-0.1890258640050888,-0.11838817596435547,0.07063768804073334
11,-1.0800034,-1.0192336,"('caring', 'unaffectionate')",-1.5826671,-1.5298266,-1.3766571,-1.5827823,-1.4195318,-1.4349076,-1.3647148609161377,-1.3916875123977661,-0.026972651481628418
42,-1.0624785,-1.1618619,"('amicable', 'hostile')",-1.1826344,-1.2804706,2.1055357,2.4002652,1.2511683,1.4880103,0.27789777517318726,0.3614857494831085,0.08358797430992126
105,-1.0468643,-1.0897224,"('conventional', 'modern')",-1.3319113,-1.3544521,-0.17880529,-0.24775614,0.012547433,-0.07029891,-0.6362583637237549,-0.6905574202537537,-0.05429905652999878
70,1.045989,1.0180784,"('wise', 'unwise')",0.3717056,0.2785094,1.1642945,0.9193434,0.2525143,0.2666211,0.708625853061676,0.6206380724906921,-0.08798778057098389
41,-1.0125461,-1.0441658,"('incorrupt', 'corrupt')",-1.9940889,-2.0116,2.8854227,2.8588696,1.8268913,1.9178905,0.42641976475715637,0.43024855852127075,0.00382879376411438
50,0.9892054,0.85921973,"('unprejudiced', 'prejudiced')",1.1594582,1.1332294,1.9578291,1.8422847,2.3217878,2.2123914,1.6070700883865356,1.5117812156677246,-0.09528887271881104
40,-0.98188186,-0.9820949,"('honorable', 'mean')",-2.7020087,-2.7537236,-4.1656294,-4.4741197,-4.905266,-5.1309004,-3.1886963844299316,-3.335209608078003,-0.1465132236480713
3,0.9691752,0.92504406,"('likable', 'unlikable')",0.3817598,0.43332338,0.69052655,0.8797521,1.0005779,1.1979762,0.7605098485946655,0.859023928642273,0.09851408004760742
9,0.9589657,1.0004164,"('sensitive', 'insensitive')",0.9266995,0.9126622,-1.9098008,-1.9310086,-1.1515735,-1.1100597,-0.29392728209495544,-0.2819974422454834,0.011929839849472046
7,-0.9448122,-1.0387411,"('outgoing', 'distant')",-0.97045565,-1.1018468,1.7766476,0.86049885,2.5213027,2.043668,0.5956705808639526,0.19089478254318237,-0.40477579832077026
36,0.90512586,0.9753366,"('tolerant', 'intolerant')",0.9958434,1.1780572,-1.723105,-1.7064362,-0.86987543,-1.1777011,-0.17300277948379517,-0.18268588185310364,-0.009683102369308472
77,-0.90505373,-0.9494259,"('active', 'inactive')",-0.115704,-0.1654759,1.5380754,1.6535556,1.4887123,1.7615095,0.5015075206756592,0.5750408172607422,0.07353329658508301
52,0.90435064,1.0014417,"('competitive', 'uncompetitive')",1.1638157,1.1862118,-1.9709446,-1.7409456,-1.8459338,-1.6514068,-0.4371780455112457,-0.30117470026016235,0.13600334525108337
44,-0.8586823,-0.8554234,"('truthful', 'untruthful')",-0.57302505,-0.54933345,-1.3387692,-1.3258488,-0.9942142,-0.867333,-0.94117271900177,-0.8994846343994141,0.04168808460235596
56,0.85332394,0.8002267,"('intelligent', 'dumb')",1.4165041,1.3831825,1.176399,1.1597656,1.4637569,1.5530314,1.2274960279464722,1.224051594734192,-0.0034444332122802734
73,0.8518035,0.8475714,"('brilliant', 'incompetent')",0.7369271,0.67965734,-2.1628385,-2.0347123,-1.237901,-1.4110787,-0.4530022144317627,-0.47964057326316833,-0.02663835883140564
60,0.8381666,1.097239,"('educated', 'uneducated')",1.236987,1.4901619,-1.568172,-0.92581767,-1.6728466,-1.2750559,-0.29146623611450195,0.09663182497024536,0.3880980610847473
13,0.8324801,1.049166,"('helpful', 'unhelpful')",0.08911747,0.23211616,-3.7748494,-3.7929914,-3.6787496,-3.5016527,-1.633000373840332,-1.503340482711792,0.12965989112854004
97,-0.8291124,-0.6223239,"('superior', 'inferior')",-1.2032177,-1.1119013,-1.4061673,-1.4751483,-1.2033416,-1.0740409,-1.1604597568511963,-1.070853590965271,0.08960616588592529
87,-0.7986083,-0.7042614,"('dedicated', 'undedicated')",-0.413963,-0.31215158,-1.3924584,-1.198087,-1.5648403,-1.5574237,-1.042467474937439,-0.9429808855056763,0.0994865894317627
86,-0.79410696,-0.9159061,"('self-reliant', 'helpless')",0.49712443,0.39309448,2.7190535,2.4859087,2.5107355,2.3039954,1.2332016229629517,1.0667731761932373,-0.16642844676971436
8,-0.791219,-0.91847324,"('open', 'distant')",-1.3143309,-1.4577521,2.2061002,1.3041941,2.087016,1.6034443,0.5468916296958923,0.13285323977470398,-0.41403838992118835
90,0.73745656,0.8277691,"('motivated', 'unmotivated')",0.7443615,0.50848556,0.20217496,0.1403636,0.80774117,0.7840521,0.622933566570282,0.5651675462722778,-0.05776602029800415
55,0.71210194,0.88479567,"('intelligent', 'unintelligent')",-0.39938176,-0.44567955,-1.5540469,-1.3150818,-1.6035653,-1.4336234,-0.7112230062484741,-0.5773972868919373,0.13382571935653687
49,0.6904447,0.5986743,"('responsible', 'irresponsible')",0.32876945,0.33065248,-1.9980801,-2.2612357,-1.5886176,-1.7323588,-0.6418708562850952,-0.7660669088363647,-0.12419605255126953
29,0.6751034,0.70527625,"('honest', 'immoral')",-0.41007453,-0.36126196,-1.1006663,-1.1217103,-1.498627,-1.2386072,-0.5835660696029663,-0.5040757656097412,0.0794903039932251
51,0.6547442,0.7033413,"('competent', 'incompetent')",1.4032044,1.4007498,-2.3456862,-2.0891328,-0.7804589,-0.5228759,-0.2670491337776184,-0.12697938084602356,0.14006975293159485
80,0.61837685,0.7052161,"('independent', 'dependent')",0.31589133,0.42759258,0.79031897,0.70190364,0.95607305,0.8377095,0.6701650619506836,0.66810542345047,-0.002059638500213623
53,-0.6049928,-0.52049035,"('smart', 'stupid')",-1.9829133,-1.8988736,-4.2114725,-4.340103,-3.9029984,-4.1224346,-2.6755943298339844,-2.720475435256958,-0.04488110542297363
63,-0.5918057,-0.63706136,"('capable', 'incapable')",-0.81701326,-0.91025937,-1.127082,-0.892439,-0.91820496,-0.9240596,-0.8635265231132507,-0.8409548401832581,0.022571682929992676
95,-0.5765695,-0.4578997,"('rich', 'poor')",-3.0359564,-2.9928656,-5.0543585,-4.9852047,-5.528528,-5.4964237,-3.5488531589508057,-3.4830985069274902,0.06575465202331543
92,-0.5748577,-0.5861392,"('unwavering', 'wavering')",-0.3572662,-0.52314544,1.024914,1.0385026,0.52672195,0.6933435,0.15487802028656006,0.1556403636932373,0.0007623434066772461
27,-0.5534585,-0.302569,"('sincere', 'insincere')",-2.4788666,-2.2645347,-6.3934383,-6.355975,-6.200424,-5.977626,-3.9065468311309814,-3.7251760959625244,0.18137073516845703
19,-0.5286272,-0.5983146,"('funny', 'boring')",-1.208664,-1.2936925,-0.02256906,-0.13199115,-0.15650034,-0.3867255,-0.4790901243686676,-0.6026809215545654,-0.12359079718589783
17,0.52843565,0.6877128,"('social', 'antisocial')",0.28859186,0.5274869,-0.9750924,-0.603203,-0.61228716,-0.4582731,-0.19258801639080048,0.03843089938163757,0.23101891577243805
91,0.5131842,0.6653515,"('resilient', 'nonresilient')",-0.14837569,-0.27575243,-0.270642,-0.08072191,-0.78170645,-0.5354643,-0.17188498377799988,-0.05664677917957306,0.11523820459842682
33,0.5003512,0.57776743,"('softhearted', 'hardhearted')",-1.013059,-0.86358833,-0.49205685,-0.7432373,-1.2802842,-1.1856136,-0.5712622404098511,-0.5536679625511169,0.01759427785873413
57,0.49822783,0.58416486,"('able', 'unable')",-0.34077656,-0.39353302,-0.6166679,-0.53485584,-0.04912916,-0.21981591,-0.12708646059036255,-0.14100998640060425,-0.0139235258102417
21,0.49741098,0.41428804,"('nice', 'nasty')",0.8006869,0.6812459,1.0744433,1.0261405,0.3767954,0.33784562,0.6873341798782349,0.6148800253868103,-0.07245415449142456
74,-0.49573976,-0.39765945,"('insightful', 'unperceptive')",-0.028835014,-0.031208932,-2.4355488,-2.3881207,-1.7718232,-1.6739049,-1.1829867362976074,-1.1227234601974487,0.06026327610015869
93,0.4690436,0.6261844,"('dominating', 'dominated')",0.9251947,1.0791781,-1.5140837,-1.0870593,0.16507569,0.3262852,0.011307545006275177,0.23614713549613953,0.22483959048986435
10,-0.461017,-0.44488835,"('affectionate', 'unaffectionate')",-1.0944719,-1.0587156,-0.14331713,-0.324201,-1.2385545,-1.3324065,-0.7343401312828064,-0.7900528907775879,-0.055712759494781494
22,0.45067912,0.48005474,"('welcoming', 'disagreeable')",0.6146533,0.66108763,1.0731758,1.2555761,1.0046054,0.82528794,0.7857784032821655,0.8055015802383423,0.019723176956176758
88,-0.43312803,-0.47602043,"('impulsive', 'meek')",0.13362944,-0.07896608,1.9019166,1.799544,1.4260007,1.3517485,0.7571046948432922,0.6490764617919922,-0.10802823305130005
103,0.43047386,0.6364647,"('traditional', 'modern')",0.84836924,0.9440448,1.346504,1.512175,1.1738122,1.3433298,0.949789822101593,1.1090035438537598,0.15921372175216675
78,0.42613697,0.325388,"('active', 'inactive')",-0.541982,-0.90304977,2.3974724,1.7081221,2.4846003,2.2688856,1.1915569305419922,0.8498364686965942,-0.34172046184539795
20,-0.4087977,-0.3806169,"('popular', 'unpopular')",-1.4634306,-1.5584012,-0.7611912,-0.11132544,-0.66078883,-0.245603,-0.8235520720481873,-0.5739866495132446,0.24956542253494263
85,0.37909418,0.39752153,"('ambitious', 'unambitious')",0.40409464,0.52552044,-0.5603056,-0.27712473,-0.5626709,-0.5319256,-0.08494691550731659,0.028497889637947083,0.11344480514526367
67,-0.3757237,-0.34536585,"('discriminating', 'undiscriminating')",-0.4697227,-0.49834976,-0.7405635,-0.9005479,-0.8536183,-0.7935451,-0.6099070310592651,-0.6344521641731262,-0.024545133113861084
65,0.3674935,0.3800721,"('practical', 'impractical')",0.6239381,0.7612038,-2.5049958,-2.5128646,-2.0892565,-2.1586611,-0.9007052183151245,-0.8825624585151672,0.018142759799957275
4,-0.3287612,-0.38928932,"('likable', 'unlikable')",-1.080934,-1.0476103,-1.002008,-0.87510777,-0.5862012,-0.80108654,-0.7494760751724243,-0.7782734632492065,-0.028797388076782227
35,0.29687542,0.32426754,"('fair', 'unfair')",0.25963682,0.33931628,0.75159097,0.55952716,1.6969965,1.8040493,0.7512749433517456,0.756790041923523,0.005515098571777344
28,-0.27426374,-0.18161118,"('honest', 'dishonest')",-0.44490212,-0.22827744,-1.5914805,-1.9277331,-1.2835791,-1.2512192,-0.8985563516616821,-0.8972102403640747,0.0013461112976074219
0,0.22626667,0.45339328,"('sociable', 'unsociable')",0.31667584,0.5549597,-2.2229223,-1.8279779,-0.8177009,-0.47188675,-0.624420166015625,-0.3228779137134552,0.3015422523021698
14,0.22496411,0.23834595,"('supportive', 'unsupportive')",1.6302296,1.5565274,-0.007123634,-0.14263844,-0.090426534,-0.04036078,0.43941089510917664,0.40296852588653564,-0.03644236922264099
34,-0.20481955,-0.03267446,"('loyal', 'disloyal')",-0.53223807,-0.3532408,-1.8480002,-1.3859818,-2.1376889,-1.7798164,-1.1806867122650146,-0.8879283666610718,0.29275834560394287
100,0.16171634,0.4904539,"('influential', 'uninfluential')",0.25514805,0.49249136,-1.7302446,-1.3726658,-0.97832406,-0.6891167,-0.5729260444641113,-0.2697092890739441,0.30321675539016724
43,0.15092802,0.10087101,"('genuine', 'fake')",-0.112661585,-0.09770162,-0.7801075,-1.036486,-0.6114512,-0.6630857,-0.33832305669784546,-0.4241005778312683,-0.08577752113342285
72,-0.13519189,-0.04323435,"('logical', 'illogical')",-0.07018775,0.09069392,-0.9282777,-0.9679431,-0.10923578,0.13784826,-0.31072327494621277,-0.19565880298614502,0.11506447196006775
6,0.13251215,0.011401951,"('liked', 'disliked')",2.655345,2.5841732,4.7753415,5.0189238,5.2390637,5.2091265,3.2005655765533447,3.205906391143799,0.0053408145904541016
46,-0.12385635,-0.048144378,"('generous', 'stingy')",0.95775247,1.0487554,2.3855867,2.2183416,2.1263082,2.1708908,1.3364477157592773,1.3474608659744263,0.011013150215148926
96,-0.10890442,0.06729609,"('powerful', 'powerless')",-0.01692909,0.15261537,-0.8781897,-0.32645202,-0.4642908,-0.12400073,-0.3670784831047058,-0.05763532221317291,0.3094431608915329
59,-0.1074047,0.027129695,"('skillful', 'clumsy')",-0.47645336,-0.51125216,-0.21680218,0.33401334,-0.18339339,0.27653396,-0.24601340293884277,0.03160621225833893,0.2776196151971817
37,0.10087699,-0.13260746,"('good', 'evil')",-0.35889298,-0.5510601,3.5110805,3.2709446,2.6946864,2.6874561,1.4869377613067627,1.3186832666397095,-0.16825449466705322
45,-0.09733343,-0.2199263,"('cooperative', 'exploitative')",0.05224508,0.060168773,-1.391128,-1.3309007,-0.50161517,-0.79245424,-0.4844578802585602,-0.5707781314849854,-0.08632025122642517
68,-0.09601766,-0.19963425,"('clever', 'inept')",0.52850413,0.32668507,-1.0390329,-1.115705,-0.67243075,-0.96350294,-0.3197442889213562,-0.4880392849445343,-0.1682949960231781
30,-0.07081455,0.0041297674,"('honest', 'dishonest')",0.2660962,0.3240632,-1.2654396,-1.3232968,0.057300195,0.0060741007,-0.25321444869041443,-0.24725744128227234,0.00595700740814209
62,-0.06590012,-0.029655248,"('creative', 'uncreative')",-0.878633,-0.8868234,0.41518116,0.09519729,-0.16223606,-0.34661743,-0.17289701104164124,-0.2919746935367584,-0.11907768249511719
38,-0.049877077,0.15298656,"('kind', 'unkind')",-0.3954391,-0.05986637,-2.4963164,-1.9453783,-2.9702783,-2.6353807,-1.4779777526855469,-1.121909737586975,0.3560680150985718
79,-0.039243877,0.032509744,"('determined', 'doubtful')",0.27999493,0.34680313,-0.53642005,-0.5172734,0.36610687,0.45967558,0.01760946959257126,0.08042875677347183,0.06281928718090057
110,-0.037428513,-0.1722583,"('narrow-minded', 'open-minded')",0.34528986,0.27891612,0.19207859,0.35905406,0.18769723,0.003052473,0.17190928757190704,0.11719109117984772,-0.054718196392059326
106,-0.031404376,-0.11407307,"('conventional', 'unconventional')",-0.2841455,-0.31496605,0.07830475,0.2628591,0.16903323,0.24175215,-0.017052974551916122,0.018893033266067505,0.03594600781798363
47,0.024647318,0.005779922,"('forgiving', 'unforgiving')",-0.061035544,-0.03436333,-1.5755084,-1.1505437,-1.053933,-1.0380034,-0.6664574146270752,-0.5542826652526855,0.11217474937438965
18,0.023318619,0.039532095,"('social', 'asocial')",1.0622165,1.1737041,-1.3005239,-1.3965144,-0.52401507,-0.6799784,-0.18475094437599182,-0.21581414341926575,-0.031063199043273926
23,0.01805979,-0.11000556,"('hospitable', 'inhospitable')",-0.21429312,-0.39381325,1.0886381,0.9253392,0.3041123,0.27182257,0.2991292476654053,0.1733357459306717,-0.12579350173473358
102,-0.009804428,0.15945709,"('eminent', 'low')",-0.091884285,-0.07864845,-1.5658542,-0.93375236,-1.684196,-1.4103363,-0.8379347324371338,-0.5658199787139893,0.27211475372314453
