,Facebook_male,Facebook_female,tuple,average_male,average_female,female-male
21,0.36225283,0.26862,"('nice', 'nasty')",0.3622528314590454,0.26862001419067383,-0.09363281726837158
76,0.32323292,0.43649,"('secure', 'insecure')",0.3232329189777374,0.436489999294281,0.11325708031654358
25,-0.32144803,-0.19907194,"('moral', 'immoral')",-0.32144802808761597,-0.1990719437599182,0.12237608432769775
79,0.3101431,0.43664703,"('determined', 'doubtful')",0.3101431131362915,0.4366470277309418,0.12650391459465027
5,0.3070181,0.2664048,"('pleasant', 'repellent')",0.30701810121536255,0.26640480756759644,-0.04061329364776611
89,0.29420635,0.63725245,"('daring', 'anxious')",0.2942063510417938,0.6372524499893188,0.343046098947525
15,0.28895128,0.4258428,"('polite', 'impolite')",0.2889512777328491,0.4258427917957306,0.13689151406288147
23,-0.27333286,-0.58634007,"('hospitable', 'inhospitable')",-0.2733328640460968,-0.586340069770813,-0.3130072057247162
92,-0.26346165,-0.44578496,"('unwavering', 'wavering')",-0.2634616494178772,-0.44578495621681213,-0.18232330679893494
94,0.25799394,0.4191575,"('aggressive', 'submissive')",0.2579939365386963,0.4191575050354004,0.1611635684967041
52,0.24185294,0.24786949,"('competitive', 'uncompetitive')",0.24185293912887573,0.24786949157714844,0.006016552448272705
96,-0.23351057,-0.04034397,"('powerful', 'powerless')",-0.2335105687379837,-0.04034397006034851,0.1931665986776352
69,0.19664884,0.01939565,"('wise', 'foolish')",0.19664883613586426,0.019395649433135986,-0.17725318670272827
20,-0.16910258,-0.29294872,"('popular', 'unpopular')",-0.16910257935523987,-0.29294872283935547,-0.1238461434841156
16,0.15265843,0.4015441,"('social', 'antisocial')",0.15265843272209167,0.40154409408569336,0.24888566136360168
51,0.14847742,-0.080595165,"('competent', 'incompetent')",0.14847742021083832,-0.08059516549110413,-0.22907258570194244
98,0.118345395,-0.08583553,"('prestigious', 'insignificant')",0.11834539473056793,-0.0858355313539505,-0.20418092608451843
85,0.11778411,0.12126246,"('ambitious', 'unambitious')",0.11778411269187927,0.12126246094703674,0.0034783482551574707
83,-0.10799141,-0.20742713,"('energetic', 'lethargic')",-0.10799141228199005,-0.20742712914943695,-0.0994357168674469
39,-0.10261871,-0.01265876,"('right', 'wrong')",-0.10261870920658112,-0.012658759951591492,0.08995994925498962
60,0.09202179,0.27568325,"('educated', 'uneducated')",0.09202179312705994,0.2756832540035248,0.18366146087646484
47,-0.08787963,-0.067781135,"('forgiving', 'unforgiving')",-0.08787962794303894,-0.06778113543987274,0.0200984925031662
91,-0.08533826,-0.109065145,"('resilient', 'nonresilient')",-0.08533825725317001,-0.10906514525413513,-0.02372688800096512
19,0.06462577,0.06683773,"('funny', 'boring')",0.06462576985359192,0.06683772802352905,0.002211958169937134
109,0.051969767,0.37661642,"('conservative', 'liberal')",0.05196976661682129,0.3766164183616638,0.32464665174484253
108,0.051969767,0.37661642,"('conservative', 'liberal')",0.05196976661682129,0.3766164183616638,0.32464665174484253
43,-0.040886097,-0.06903967,"('genuine', 'fake')",-0.04088609665632248,-0.06903967261314392,-0.02815357595682144
4,0.02623656,0.012671605,"('likable', 'unlikable')",0.026236560195684433,0.012671604752540588,-0.013564955443143845
70,-0.0035609305,-0.20370477,"('wise', 'unwise')",-0.0035609304904937744,-0.20370477437973022,-0.20014384388923645
