,Morgan_male,Morgan_female,tuple,Stanley_male,Stanley_female,average_male,average_female,female-male
36,-0.57462806,-0.5873849,"('tolerant', 'intolerant')",0.017441213,-0.14149773,-0.27859342098236084,-0.36444130539894104,-0.0858478844165802
2,-0.5598924,-0.4810577,"('friendly', 'unfriendly')",0.23439813,0.21654135,-0.16274714469909668,-0.13225817680358887,0.030488967895507812
14,0.55549264,0.42480746,"('supportive', 'unsupportive')",0.6074732,0.68495035,0.5814828872680664,0.5548788905143738,-0.026603996753692627
26,0.5516213,0.6892577,"('trustworthy', 'untrustworthy')",0.94680524,1.1263411,0.7492132782936096,0.9077993631362915,0.15858608484268188
55,-0.5513637,-0.53706735,"('intelligent', 'unintelligent')",-0.61324364,-0.64466846,-0.5823036432266235,-0.5908678770065308,-0.008564233779907227
8,-0.5459056,-0.70899796,"('open', 'distant')",-0.90437615,-1.0241488,-0.7251408696174622,-0.8665733933448792,-0.141432523727417
84,-0.5256767,-0.60237014,"('self-confident', 'diffident')",-1.2065395,-1.0845096,-0.8661081194877625,-0.8434398770332336,0.02266824245452881
21,0.50247884,0.47212481,"('nice', 'nasty')",0.20254219,0.27800494,0.3525105118751526,0.375064879655838,0.022554367780685425
39,-0.49610642,-0.37895215,"('right', 'wrong')",-0.383147,-0.15144151,-0.43962669372558594,-0.265196830034256,0.17442986369132996
90,0.47550324,0.1745364,"('motivated', 'unmotivated')",1.7182347,1.4890195,1.0968689918518066,0.8317779302597046,-0.26509106159210205
43,-0.4477945,-0.344379,"('genuine', 'fake')",-0.63081884,-0.5431255,-0.539306640625,-0.443752259016037,0.09555438160896301
79,0.4370253,0.4161014,"('determined', 'doubtful')",0.4022544,0.4712048,0.41963985562324524,0.4436531066894531,0.024013251066207886
30,-0.4167791,-0.46723062,"('honest', 'dishonest')",-0.40376717,-0.34528118,-0.41027313470840454,-0.40625590085983276,0.004017233848571777
4,-0.41293678,-0.49707103,"('likable', 'unlikable')",-0.05336885,-0.1852057,-0.23315280675888062,-0.3411383628845215,-0.10798555612564087
5,0.41025466,0.3162726,"('pleasant', 'repellent')",0.92673886,0.9042578,0.6684967279434204,0.6102651953697205,-0.05823153257369995
93,0.3849561,0.7446142,"('dominating', 'dominated')",0.3659953,0.37339967,0.3754757046699524,0.559006929397583,0.18353122472763062
31,-0.36193037,-0.33483255,"('altruistic', 'egoistic')",-0.885029,-0.7431586,-0.6234797239303589,-0.5389955639839172,0.08448415994644165
60,-0.35320005,-0.32878834,"('educated', 'uneducated')",0.2564495,0.14243245,-0.04837527871131897,-0.09317794442176819,-0.04480266571044922
101,-0.35148013,-0.29758444,"('successful', 'unsuccessful')",-0.29893464,-0.44838127,-0.325207382440567,-0.37298285961151123,-0.047775477170944214
100,-0.35145104,-0.025602162,"('influential', 'uninfluential')",-0.8552834,-0.58534515,-0.6033672094345093,-0.305473655462265,0.29789355397224426
65,-0.3453853,-0.49484062,"('practical', 'impractical')",-0.18409057,-0.1882081,-0.26473793387413025,-0.3415243625640869,-0.07678642868995667
77,0.33914918,0.5503434,"('active', 'inactive')",-0.5522933,-0.4478382,-0.10657206177711487,0.05125260353088379,0.15782466530799866
22,0.31584525,0.23806547,"('welcoming', 'disagreeable')",0.45521843,0.4415014,0.38553184270858765,0.3397834300994873,-0.04574841260910034
15,0.28590584,0.41691446,"('polite', 'impolite')",0.9569654,0.98166275,0.6214356422424316,0.6992886066436768,0.07785296440124512
0,-0.25404206,-0.14355332,"('sociable', 'unsociable')",0.22452544,0.36771032,-0.014758311212062836,0.11207850277423859,0.12683681398630142
61,0.23015854,0.3453896,"('rational', 'irrational')",0.12287855,0.5383886,0.1765185445547104,0.44188910722732544,0.26537056267261505
92,-0.23003173,-0.41248283,"('unwavering', 'wavering')",-1.0092263,-0.945357,-0.6196290254592896,-0.6789199113845825,-0.05929088592529297
52,-0.22490096,-0.14814526,"('competitive', 'uncompetitive')",0.49423134,0.46684384,0.13466519117355347,0.15934929251670837,0.024684101343154907
106,0.21950474,0.21119891,"('conventional', 'unconventional')",-0.647684,-0.65356064,-0.21408961713314056,-0.22118085622787476,-0.007091239094734192
59,0.19453265,0.2981176,"('skillful', 'clumsy')",0.76819056,0.9863536,0.48136159777641296,0.6422355771064758,0.16087397933006287
25,-0.19256717,-0.46533322,"('moral', 'immoral')",0.7955913,0.69306177,0.30151206254959106,0.11386427283287048,-0.18764778971672058
96,-0.18571314,0.045000255,"('powerful', 'powerless')",0.41785875,0.25354785,0.11607280373573303,0.1492740511894226,0.033201247453689575
102,-0.18352112,-0.16647622,"('eminent', 'low')",-0.46618283,-0.61319417,-0.32485198974609375,-0.3898351788520813,-0.06498318910598755
57,0.18070063,0.07227546,"('able', 'unable')",0.375157,0.26021963,0.27792882919311523,0.16624754667282104,-0.11168128252029419
83,-0.16084485,-0.10772747,"('energetic', 'lethargic')",-0.28608084,-0.20722711,-0.22346284985542297,-0.15747728943824768,0.06598556041717529
23,0.12588692,-0.029344559,"('hospitable', 'inhospitable')",0.22311449,0.11864382,0.1745007038116455,0.0446496307849884,-0.1298510730266571
51,-0.12314868,-0.24406064,"('competent', 'incompetent')",-0.24818796,-0.20872551,-0.18566831946372986,-0.22639307379722595,-0.040724754333496094
91,0.119050086,0.009792417,"('resilient', 'nonresilient')",-0.18669358,-0.16547117,-0.033821746706962585,-0.07783937454223633,-0.04401762783527374
69,-0.1088925,0.0521217,"('wise', 'foolish')",-0.80390066,-0.61793536,-0.45639657974243164,-0.28290683031082153,0.1734897494316101
19,0.09782016,0.35304606,"('funny', 'boring')",-0.2519852,-0.25959605,-0.07708251476287842,0.04672500491142273,0.12380751967430115
17,0.093191266,0.17482781,"('social', 'antisocial')",0.036598206,0.06512517,0.06489473581314087,0.11997649073600769,0.05508175492286682
89,0.09157479,0.29466012,"('daring', 'anxious')",0.6084957,0.6177283,0.35003525018692017,0.4561942219734192,0.10615897178649902
76,0.085458785,0.11963433,"('secure', 'insecure')",1.2674214,1.2755461,0.6764400601387024,0.6975902318954468,0.021150171756744385
85,-0.078303844,-0.031855047,"('ambitious', 'unambitious')",-0.38056412,-0.3819153,-0.22943398356437683,-0.2068851739168167,0.02254880964756012
71,-0.077456474,-0.37592041,"('efficient', 'inefficient')",1.1066263,0.8566884,0.5145848989486694,0.24038398265838623,-0.2742009162902832
54,0.06567161,-0.20328042,"('smart', 'stupid')",0.45643473,0.010311872,0.2610531747341156,-0.09648427367210388,-0.3575374484062195
20,-0.054326832,-0.13992801,"('popular', 'unpopular')",-0.30874366,-0.2382983,-0.1815352439880371,-0.18911315500736237,-0.007577911019325256
110,0.04988277,-0.0007252693,"('narrow-minded', 'open-minded')",-0.08518156,-0.10445383,-0.017649393528699875,-0.052589550614356995,-0.03494015708565712
7,-0.017766297,-0.22076273,"('outgoing', 'distant')",-0.0321725,-0.2722258,-0.024969398975372314,-0.24649426341056824,-0.22152486443519592
