,Packaging_male,Packaging_female,tuple,Corporation_male,Corporation_female,of_male,of_female,America_male,America_female,average_male,average_female,female-male
103,1.4038794,1.0971792,"('traditional', 'modern')",1.4685663,1.3763145,0.5121502,0.31321925,1.2393608,1.0770593,1.155989170074463,0.9659430384635925,-0.19004613161087036
88,1.3339026,1.7513077,"('impulsive', 'meek')",1.324224,1.2927016,0.75208074,1.0972788,0.8238199,0.9012219,1.058506727218628,1.2606273889541626,0.20212066173553467
8,1.3251327,1.3921195,"('open', 'distant')",1.5818087,1.5271409,3.5491397,3.3526864,1.3824785,1.2229931,1.9596400260925293,1.873734951019287,-0.08590507507324219
28,-1.3197446,-1.6718131,"('honest', 'dishonest')",-1.57376,-1.5223954,-0.47531837,-0.89338636,-1.8208299,-1.9633286,-1.2974132299423218,-1.5127308368682861,-0.21531760692596436
50,1.2936301,1.4127792,"('unprejudiced', 'prejudiced')",2.5752447,2.5075693,2.0320568,1.6856086,2.1040606,1.9918658,2.0012478828430176,1.8994556665420532,-0.10179221630096436
77,1.2897457,1.493089,"('active', 'inactive')",0.8717165,1.2289567,1.3338227,1.5621221,-0.048729077,-0.0366415,0.8616389632225037,1.0618815422058105,0.20024257898330688
101,-1.2840841,-1.4235914,"('successful', 'unsuccessful')",-1.7906446,-1.3691573,-1.7526677,-1.1667439,-0.84656835,-1.0391347,-1.4184911251068115,-1.2496569156646729,0.16883420944213867
25,-1.269938,-1.5804948,"('moral', 'immoral')",-0.94255114,-1.1502492,-1.9678026,-2.2271457,-1.9928267,-2.128269,-1.5432796478271484,-1.7715396881103516,-0.22826004028320312
4,-1.203354,-0.8915372,"('likable', 'unlikable')",-1.0403883,-1.0006149,-0.45847192,-0.41318566,-0.9312797,-0.9930894,-0.9083735346794128,-0.8246067762374878,0.08376675844192505
35,1.1723047,1.3651788,"('fair', 'unfair')",1.0734619,1.2934147,0.98786515,1.0611225,0.91856724,1.0050173,1.0380498170852661,1.1811833381652832,0.1431335210800171
16,-1.1514413,-0.9373162,"('social', 'antisocial')",-0.85656106,-0.72364074,-1.5442915,-1.5422196,-0.1684928,-0.12412971,-0.9301966428756714,-0.8318265676498413,0.09837007522583008
64,-1.1128967,-1.5944844,"('clever', 'incompetent')",-1.1086632,-1.2098726,-1.9099306,-2.2916229,-1.4736028,-1.6594862,-1.4012733697891235,-1.6888664960861206,-0.28759312629699707
12,-1.107154,-1.6006149,"('sympathetic', 'unsympathetic')",-0.9940553,-1.0356003,-1.7957861,-2.0757136,-1.8230349,-1.8641485,-1.4300075769424438,-1.644019365310669,-0.2140117883682251
70,1.10648,1.1828597,"('wise', 'unwise')",0.2777657,0.3339048,1.446697,1.7241182,1.1355124,1.1293551,0.9916137456893921,1.0925594568252563,0.10094571113586426
7,1.104682,1.3560522,"('outgoing', 'distant')",1.6931846,1.6204541,3.692065,3.5387454,1.8095374,1.7166595,2.0748672485351562,2.0579776763916016,-0.016889572143554688
3,1.0927775,1.532572,"('likable', 'unlikable')",1.1366429,1.210885,1.2947001,1.3180472,1.2563696,1.1612144,1.195122480392456,1.3056796789169312,0.1105571985244751
42,1.0671748,1.588816,"('amicable', 'hostile')",0.9589158,1.171665,2.1986177,2.7845435,1.343042,1.4084377,1.3919376134872437,1.7383655309677124,0.34642791748046875
55,-1.0528814,-1.1672642,"('intelligent', 'unintelligent')",-1.5108752,-1.3606179,-0.9239609,-0.9590181,-1.565235,-1.4296832,-1.2632380723953247,-1.229145884513855,0.03409218788146973
10,-1.03077,-0.50824535,"('affectionate', 'unaffectionate')",-1.3512542,-1.2590982,1.0715139,1.2181033,-0.18661731,-0.17576176,-0.37428194284439087,-0.18125049769878387,0.193031445145607
23,1.0283082,1.2049706,"('hospitable', 'inhospitable')",-0.052122235,0.07813719,1.4936224,1.8243041,0.830296,0.6677165,0.8250260949134827,0.9437820911407471,0.1187559962272644
22,0.9870109,1.1380358,"('welcoming', 'disagreeable')",1.048235,1.1650422,1.2905605,1.2936609,0.18444607,0.23181027,0.8775631189346313,0.9571372866630554,0.07957416772842407
63,-0.9783673,-1.0851699,"('capable', 'incapable')",-0.8459219,-0.8105603,-1.8506088,-1.8009058,-0.6621139,-0.8582764,-1.0842530727386475,-1.138728141784668,-0.05447506904602051
74,-0.91091204,-1.1922938,"('insightful', 'unperceptive')",-1.7091694,-1.6886717,-1.7648724,-1.7891934,-2.1734004,-2.425386,-1.6395885944366455,-1.7738862037658691,-0.13429760932922363
92,0.8840055,0.86857295,"('unwavering', 'wavering')",0.07034165,0.24130577,0.42349207,0.9054537,-0.493039,-0.5557364,0.22120004892349243,0.36489900946617126,0.14369896054267883
102,-0.87944555,-0.8516337,"('eminent', 'low')",-2.2042384,-1.8038893,-1.3235397,-0.890504,-1.417602,-1.352294,-1.4562064409255981,-1.2245802879333496,0.23162615299224854
100,-0.87556505,-0.936393,"('influential', 'uninfluential')",-1.3297918,-1.0706582,-0.58145726,-0.67427135,-1.4857757,-1.42429,-1.0681474208831787,-1.0264031887054443,0.041744232177734375
82,0.8664992,1.385078,"('industrious', 'meek')",0.89994884,1.1310387,1.5142424,1.9349161,0.84569645,0.9747069,1.0315966606140137,1.3564348220825195,0.32483816146850586
106,-0.85870945,-0.6547242,"('conventional', 'unconventional')",-0.15096393,-0.035023272,0.24850762,0.13789031,0.10430705,0.087557554,-0.16421467065811157,-0.11607488989830017,0.0481397807598114
51,-0.84821117,-1.0624803,"('competent', 'incompetent')",-0.54876024,-0.48219028,-0.962155,-0.8350454,-0.13359444,-0.18443689,-0.6231802701950073,-0.641038179397583,-0.017857909202575684
9,-0.8390718,-1.2949061,"('sensitive', 'insensitive')",-1.1511647,-1.1872176,-1.1627636,-1.597467,-0.61571807,-0.84482306,-0.9421795606613159,-1.2311034202575684,-0.28892385959625244
14,0.83229554,1.0165787,"('supportive', 'unsupportive')",0.40424493,0.47980875,0.90239584,1.0449787,0.36719963,0.2350666,0.6265339851379395,0.6941081881523132,0.06757420301437378
43,-0.8249604,-0.96365976,"('genuine', 'fake')",-0.50999177,-0.5014824,-0.52038515,-0.4552034,0.27104634,0.2185762,-0.39607274532318115,-0.4254423677921295,-0.029369622468948364
29,-0.81807417,-1.5859584,"('honest', 'immoral')",-0.9202016,-0.92064106,-2.2298083,-2.3917658,-1.6849523,-2.0263274,-1.4132590293884277,-1.731173038482666,-0.3179140090942383
84,-0.81395364,-0.27805278,"('self-confident', 'diffident')",-0.39397204,-0.27377972,-0.039767638,0.051313758,0.010516912,-0.17478654,-0.30929410457611084,-0.16882631182670593,0.1404677927494049
0,-0.8124999,-0.8677245,"('sociable', 'unsociable')",-0.8480689,-0.57440233,-1.429321,-1.1830841,-0.66176105,-0.4800553,-0.9379127025604248,-0.7763165235519409,0.1615961790084839
68,-0.75924873,-0.9997543,"('clever', 'inept')",-1.2592735,-1.2579092,-1.0088987,-0.9499019,-0.86699665,-1.3022116,-0.9736044406890869,-1.1274442672729492,-0.1538398265838623
31,-0.74034,-0.38110662,"('altruistic', 'egoistic')",-0.7380294,-0.6338673,-0.045421958,0.15631402,-0.33860698,-0.2888677,-0.46559959650039673,-0.2868818938732147,0.178717702627182
85,-0.69003594,-0.5872945,"('ambitious', 'unambitious')",-0.7891735,-0.75134563,-0.445782,-0.4578862,-0.5665743,-0.37919784,-0.6228914260864258,-0.5439310669898987,0.0789603590965271
47,-0.68951875,-0.52951664,"('forgiving', 'unforgiving')",-1.3384687,-1.1207098,-0.78113353,-0.77857363,-0.42861432,-0.35253704,-0.8094338774681091,-0.6953343152999878,0.11409956216812134
21,0.68007594,0.86296403,"('nice', 'nasty')",0.11077392,0.056335986,0.2911113,0.64639235,0.70009214,0.50971013,0.4455133080482483,0.5188506245613098,0.07333731651306152
2,-0.6734347,-1.3040721,"('friendly', 'unfriendly')",-0.94003,-0.88627857,-2.100016,-2.4854305,-1.724035,-1.7009714,-1.3593789339065552,-1.5941882133483887,-0.2348092794418335
18,-0.6657486,-0.7019971,"('social', 'asocial')",-0.59220004,-0.6901647,-0.4305512,-0.6415019,-0.9665959,-1.0181,-0.6637738943099976,-0.7629409432411194,-0.09916704893112183
24,-0.6482262,-1.1523267,"('thoughtful', 'rough')",-0.6502847,-0.64024514,-0.8709766,-0.9383327,-0.7065607,-0.8491152,-0.7190120220184326,-0.89500492811203,-0.1759929060935974
72,-0.6296258,-0.69204044,"('logical', 'illogical')",-0.7019197,-0.4388909,0.048489675,-0.12195806,-1.0885756,-1.0420107,-0.5929078459739685,-0.5737249851226807,0.019182860851287842
89,-0.62271684,-0.9681219,"('daring', 'anxious')",0.24400294,0.10888237,-1.353003,-1.6726717,-1.3579715,-1.3920496,-0.7724220752716064,-0.9809901714324951,-0.20856809616088867
94,-0.6160872,-0.81882364,"('aggressive', 'submissive')",0.3689345,0.21789002,-1.9207045,-1.8873972,-1.4243555,-1.1814389,-0.8980531692504883,-0.9174424409866333,-0.01938927173614502
90,0.6010062,0.41616786,"('motivated', 'unmotivated')",1.070176,0.9148468,-0.012258247,-0.33207163,0.85744154,0.4992782,0.6290913820266724,0.3745552897453308,-0.25453609228134155
15,-0.5886349,-0.48127234,"('polite', 'impolite')",0.26644337,0.3272746,-0.58324385,-0.8257849,-0.014734685,0.2601871,-0.23004251718521118,-0.17989890277385712,0.050143614411354065
52,-0.57759213,-0.99920094,"('competitive', 'uncompetitive')",-1.0682502,-1.0933753,-1.3041501,-1.5537642,-0.9654727,-1.05993,-0.9788662791252136,-1.176567554473877,-0.19770127534866333
54,0.5694108,0.49265903,"('smart', 'stupid')",0.39580706,0.27799726,0.9762886,0.86290956,0.5924139,0.38671094,0.6334800720214844,0.5050691962242126,-0.12841087579727173
83,-0.5605171,-1.085746,"('energetic', 'lethargic')",-0.3632766,-0.4883741,-1.5280021,-1.6750474,-1.0702839,-1.2261971,-0.8805199265480042,-1.1188411712646484,-0.2383212447166443
67,-0.5443726,-0.57348394,"('discriminating', 'undiscriminating')",-0.8692392,-0.8203534,-0.81478834,-0.45978957,-1.0105617,-0.9057142,-0.8097404837608337,-0.6898353099822998,0.11990517377853394
99,0.5122211,0.9389845,"('prestigious', 'insignificant')",-0.61836255,-0.37589818,0.71365315,1.4585583,0.13249886,-0.016819865,0.1850026398897171,0.5012061595916748,0.3162035197019577
26,0.5046901,0.44227797,"('trustworthy', 'untrustworthy')",0.57739496,0.5178565,-0.0868521,-0.09066442,-0.20858373,-0.45293745,0.19666233658790588,0.10413313657045364,-0.09252920001745224
98,0.48967427,0.6126236,"('prestigious', 'insignificant')",-0.3029409,-0.15973781,-0.42094755,0.023143232,-0.15177187,-0.24870247,-0.09649651497602463,0.05683162808418274,0.15332814306020737
61,0.4797856,1.0340205,"('rational', 'irrational')",0.50889474,0.76207244,1.899494,2.312925,1.0854237,1.3471574,0.9933995604515076,1.364043951034546,0.37064439058303833
17,-0.4723958,-0.056958705,"('social', 'antisocial')",-0.98217857,-0.65020144,-0.5559156,-0.43502775,0.073499605,0.19699506,-0.4842475950717926,-0.23629818856716156,0.24794940650463104
33,-0.46852288,-0.83919424,"('softhearted', 'hardhearted')",-0.7661141,-0.6360799,0.026945591,0.17342469,-1.0189095,-1.0978596,-0.5566502213478088,-0.5999272465705872,-0.04327702522277832
69,0.4527993,0.79682875,"('wise', 'foolish')",0.6855614,0.8061845,0.7306978,1.1945775,0.24156731,0.27194208,0.5276564955711365,0.7673832178115845,0.239726722240448
45,-0.44615918,-0.62924135,"('cooperative', 'exploitative')",-0.59180975,-0.6731168,-0.9640352,-1.3550795,-0.4579647,-0.7837599,-0.6149922013282776,-0.8602994084358215,-0.24530720710754395
79,-0.4399205,-0.13524412,"('determined', 'doubtful')",0.12927738,0.2976311,-0.65683204,-0.31373417,0.17417607,0.26271117,-0.1983247697353363,0.027840998023748398,0.2261657677590847
93,-0.41244614,-0.7200627,"('dominating', 'dominated')",0.07118034,0.27143443,-0.76793855,-0.910755,-0.8879016,-0.9250504,-0.49927645921707153,-0.5711084008216858,-0.07183194160461426
30,-0.3881963,-0.5464275,"('honest', 'dishonest')",-0.28849593,-0.2063247,-0.5335771,-0.9255065,-0.5765108,-0.8549762,-0.4466950297355652,-0.6333087086677551,-0.18661367893218994
104,-0.3800575,-0.33305946,"('conventional', 'unconventional')",-0.12385588,0.25472596,1.4116184,1.6174091,-0.36169255,-0.4583945,0.13650310039520264,0.27017027139663696,0.13366717100143433
19,-0.36454403,0.07111603,"('funny', 'boring')",-0.49660963,-0.3847894,0.6886611,0.9624149,-0.07034093,0.16405046,-0.06070837378501892,0.20319800078868866,0.2639063745737076
87,-0.3428253,-0.499007,"('dedicated', 'undedicated')",-1.0445504,-0.8789234,-0.69018847,-0.6749634,-1.3751493,-1.2595501,-0.8631783723831177,-0.8281109929084778,0.03506737947463989
62,-0.32423782,-0.38372114,"('creative', 'uncreative')",-0.46642017,-0.453404,0.69084424,0.38485438,-0.29695946,-0.3450684,-0.09919330477714539,-0.19933480024337769,-0.1001414954662323
96,-0.3199583,-0.12782347,"('powerful', 'powerless')",-0.547754,-0.40263766,-0.14554742,-0.08352503,-0.8315136,-0.77671945,-0.461193323135376,-0.3476763963699341,0.1135169267654419
39,-0.2994295,0.4424078,"('right', 'wrong')",0.312078,0.60871965,0.63288873,1.05129,0.038245797,0.25121498,0.17094576358795166,0.5884081125259399,0.4174623489379883
76,-0.28024742,-0.58014524,"('secure', 'insecure')",0.30157578,0.15532562,-1.3050656,-1.4112895,-0.8653771,-0.8000769,-0.5372785925865173,-0.659046471118927,-0.12176787853240967
97,-0.21152788,-0.3035313,"('superior', 'inferior')",-1.1832991,-1.0219007,-0.3594606,-0.26091707,0.05237484,0.01376617,-0.42547816038131714,-0.39314571022987366,0.03233245015144348
20,0.18773502,0.40678272,"('popular', 'unpopular')",-0.32305342,-0.1826106,-0.7227753,-0.123558015,0.30945948,0.24532077,-0.13715854287147522,0.08648371696472168,0.2236422598361969
105,-0.15679172,-0.20435691,"('conventional', 'modern')",-0.055854425,-0.0052798092,0.6400145,0.52574885,0.4599111,0.29043075,0.22181987762451172,0.15163572132587433,-0.07018415629863739
110,0.15445575,0.1781627,"('narrow-minded', 'open-minded')",0.1743114,0.0270406,-0.05617279,-0.012030959,0.7431744,0.60472524,0.25394219160079956,0.19947439432144165,-0.05446779727935791
60,-0.1504769,-0.45831347,"('educated', 'uneducated')",-1.3213989,-1.0668428,-2.4405441,-2.1682537,-2.1433487,-1.7624811,-1.5139421224594116,-1.363972783088684,0.14996933937072754
91,0.13521452,0.0868417,"('resilient', 'nonresilient')",-0.12631848,-0.11499649,-0.5761694,-0.40117717,-0.14505807,-0.3897311,-0.17808285355567932,-0.20476576685905457,-0.026682913303375244
5,0.11782799,-0.20412162,"('pleasant', 'repellent')",-0.555156,-0.7123134,-0.64793056,-0.9648947,0.034283474,-0.070512414,-0.2627437710762024,-0.487960547208786,-0.22521677613258362
109,-0.10298139,-0.3221923,"('conservative', 'liberal')",0.26653212,0.13732001,-0.93804055,-1.3852466,0.034353912,0.2446821,-0.18503397703170776,-0.33135920763015747,-0.1463252305984497
108,-0.10298139,-0.3221923,"('conservative', 'liberal')",0.26653212,0.13732001,-0.93804055,-1.3852466,0.034353912,0.2446821,-0.18503397703170776,-0.33135920763015747,-0.1463252305984497
57,-0.060750633,-0.5526287,"('able', 'unable')",-0.2013216,-0.36090654,-0.87786937,-1.0912533,-0.33677265,-0.530739,-0.36917856335639954,-0.6338818669319153,-0.26470330357551575
107,0.016966522,-0.013228729,"('conventional', 'modern')",0.28736287,0.2149904,-0.9410662,-1.0043457,0.9933419,1.2008731,0.0891512781381607,0.09957228600978851,0.010421007871627808
59,-0.0025116503,0.19877616,"('skillful', 'clumsy')",0.1351933,0.3634761,-0.78379714,-0.1866249,0.046000496,0.0011479855,-0.15127874910831451,0.09419384598731995,0.24547259509563446
