,The_male,The_female,tuple,Hershey_male,Hershey_female,Company_male,Company_female,average_male,average_female,female-male
45,-1.3728304,-1.342442,"('cooperative', 'exploitative')",0.44697285,0.5172429,-0.50161517,-0.79245424,-0.475824236869812,-0.5392177899678549,-0.06339355309804284
21,1.3627439,1.2142539,"('nice', 'nasty')",0.8808048,0.871783,0.3767954,0.33784562,0.8734480539957682,0.8079608281453451,-0.0654872258504231
52,-1.3584306,-1.4710757,"('competitive', 'uncompetitive')",1.6433184,1.7962141,-1.8459338,-1.6514068,-0.5203486680984497,-0.4420894384384155,0.07825922966003418
24,-1.3547727,-1.2698584,"('thoughtful', 'rough')",-0.6581735,-0.60933995,-0.92815363,-0.8550714,-0.9803665479024252,-0.9114232063293457,0.06894334157307946
101,-1.3490069,-1.1404653,"('successful', 'unsuccessful')",-0.5405027,-0.36164743,-1.4138873,-1.0101051,-1.1011323134104412,-0.8374059200286865,0.26372639338175463
0,-1.3442419,-1.2083209,"('sociable', 'unsociable')",1.1290872,1.3250741,-0.8177009,-0.47188675,-0.3442851702372233,-0.1183778444925944,0.2259073257446289
16,-1.3413979,-1.4052644,"('social', 'antisocial')",1.9900968,2.1017635,-0.22280931,0.007948399,0.14196320374806723,0.2348158359527588,0.09285263220469156
87,-1.2600279,-1.0983455,"('dedicated', 'undedicated')",-0.4343496,-0.32684457,-1.5648403,-1.5574237,-1.086405913035075,-0.994204600652059,0.09220131238301599
55,-1.2178955,-1.3597676,"('intelligent', 'unintelligent')",0.802825,0.63889575,-1.6035653,-1.4336234,-0.6728785832722982,-0.7181650797526041,-0.045286496480305916
85,-1.2129467,-1.2836787,"('ambitious', 'unambitious')",0.89777803,0.9836908,-0.5626709,-0.5319256,-0.2926131685574849,-0.2773044904073079,0.015308678150177002
32,-1.2052729,-1.129504,"('benevolent', 'hardhearted')",-1.4534646,-1.5796975,-2.015915,-1.8206694,-1.5582175254821777,-1.509956995646159,0.048260529836018806
34,-1.1798352,-1.0805227,"('loyal', 'disloyal')",0.07545145,0.15405141,-2.1376889,-1.7798164,-1.080690860748291,-0.9020958741505941,0.1785949865976969
74,-1.1566293,-1.3193352,"('insightful', 'unperceptive')",0.392084,0.45823953,-1.7718232,-1.6739049,-0.8454561233520508,-0.8450001875559489,0.00045593579610192503
82,1.1532786,1.4071343,"('industrious', 'meek')",-2.1089654,-2.1727223,1.2759457,1.3899808,0.10675295193990071,0.20813091595967612,0.1013779640197754
60,-1.1490829,-1.0729173,"('educated', 'uneducated')",0.74053156,0.94431484,-1.6728466,-1.2750559,-0.6937993367513021,-0.46788613001505536,0.22591320673624676
36,-1.1455442,-1.4382026,"('tolerant', 'intolerant')",1.0124197,1.2291787,-0.86987543,-1.1777011,-0.33433330059051514,-0.4622416893641154,-0.12790838877360028
51,-1.0807287,-1.1487627,"('competent', 'incompetent')",0.9527279,1.1757212,-0.7804589,-0.5228759,-0.3028198877970378,-0.1653058131535848,0.13751407464345297
66,1.0511849,0.8754469,"('imaginative', 'unimaginative')",2.6605935,2.8070915,1.6603162,1.6786256,1.7906982103983562,1.7870546976725261,-0.003643512725830078
83,-1.0220215,-1.3574003,"('energetic', 'lethargic')",1.6586452,1.7627796,-0.4470207,-0.38438696,0.06320097049077351,0.006997446219126384,-0.05620352427164713
17,-1.001149,-0.822986,"('social', 'antisocial')",0.26139918,0.4245294,-0.61228716,-0.4582731,-0.4506790240605672,-0.28557658195495605,0.16510244210561115
43,-0.99506843,-1.0780728,"('genuine', 'fake')",-0.5810032,-0.60566354,-0.6114512,-0.6630857,-0.7291742960611979,-0.7822740077972412,-0.05309971173604333
61,0.9917964,1.2477504,"('rational', 'irrational')",-0.5298091,-0.25672415,1.0015067,1.0656627,0.4878313144048055,0.6855630079905192,0.19773169358571369
8,0.9879727,1.1969223,"('open', 'distant')",-1.3974307,-1.5976413,2.087016,1.6034443,0.559186061223348,0.4009084304173787,-0.1582776308059693
100,-0.944362,-1.0863771,"('influential', 'uninfluential')",0.4620449,0.51313305,-0.97832406,-0.6891167,-0.4868803819020589,-0.42078693707784015,0.06609344482421875
103,0.94320065,0.8076563,"('traditional', 'modern')",1.1498618,1.159418,1.1738122,1.3433298,1.0889581839243572,1.1034680207570393,0.014509836832682144
97,-0.9314122,-0.8050147,"('superior', 'inferior')",-0.52888197,-0.41488722,-1.2033416,-1.0740409,-0.8878785769144694,-0.764647642771403,0.1232309341430664
47,-0.927747,-0.82436717,"('forgiving', 'unforgiving')",-0.08805333,0.10022509,-1.053933,-1.0380034,-0.6899111270904541,-0.5873818397521973,0.10252928733825684
18,-0.9007821,-0.9193778,"('social', 'asocial')",0.5090698,0.6402228,-0.52401507,-0.6799784,-0.30524245897928876,-0.3197111288706462,-0.014468669891357422
76,-0.89928055,-1.0430323,"('secure', 'insecure')",2.36101,2.4719594,-0.2331449,-0.3314395,0.4095282157262166,0.36582918961842853,-0.043699026107788086
94,-0.89675725,-0.9394617,"('aggressive', 'submissive')",2.535779,2.6560457,0.11054471,0.08536418,0.5831888119379679,0.6006493965784708,0.01746058464050293
102,-0.8189064,-0.6923461,"('eminent', 'low')",0.031029373,-0.008255616,-1.684196,-1.4103363,-0.8240243593851725,-0.7036460240681967,0.12037833531697584
67,-0.81257665,-0.6126113,"('discriminating', 'undiscriminating')",0.27076656,0.33707708,-0.8536183,-0.7935451,-0.46514280637105304,-0.3563597997029622,0.10878300666809082
93,-0.79800177,-0.7808945,"('dominating', 'dominated')",0.19823055,0.5377472,0.16507569,0.3262852,-0.14489850401878357,0.02771263321240743,0.172611137231191
48,0.77409583,0.5979544,"('reliable', 'unreliable')",1.5999006,1.6857938,1.9145089,1.8205051,1.4295018513997395,1.36808443069458,-0.06141742070515943
109,-0.7667045,-0.8828318,"('conservative', 'liberal')",1.655922,1.6265606,-0.22003746,-0.30144396,0.22306003173192343,0.14742826422055563,-0.0756317675113678
108,-0.7667045,-0.8828318,"('conservative', 'liberal')",1.655922,1.6265606,-0.22003746,-0.30144396,0.22306003173192343,0.14742826422055563,-0.0756317675113678
4,-0.7424096,-0.67287916,"('likable', 'unlikable')",0.40322885,0.5129472,-0.5862012,-0.80108654,-0.30846063296000165,-0.32033950090408325,-0.011878867944081606
30,-0.7372032,-0.66203266,"('honest', 'dishonest')",0.3094904,0.41947848,0.057300195,0.0060741007,-0.12347086270650227,-0.07882669568061829,0.04464416702588399
14,0.72473764,0.3846721,"('supportive', 'unsupportive')",1.1076553,1.1570021,-0.090426534,-0.04036078,0.5806554555892944,0.5004377762476603,-0.08021767934163415
10,0.7199722,0.7656771,"('affectionate', 'unaffectionate')",-1.171458,-1.2256691,-1.2385545,-1.3324065,-0.563346783320109,-0.5974661906560262,-0.03411940733591723
68,-0.7082742,-0.98291516,"('clever', 'inept')",0.28024358,0.3592932,-0.67243075,-0.96350294,-0.36682045459747314,-0.529041608174642,-0.16222115357716882
57,-0.686477,-0.68703854,"('able', 'unable')",0.36941865,0.35518065,-0.04912916,-0.21981591,-0.12206250429153442,-0.1838912566502889,-0.061828752358754485
72,-0.6785414,-0.5838184,"('logical', 'illogical')",0.5256045,0.7155061,-0.10923578,0.13784826,-0.08739089965820312,0.08984531958897908,0.1772362192471822
11,-0.66060996,-0.67164516,"('caring', 'unaffectionate')",-1.3593396,-1.4191264,-1.4195318,-1.4349076,-1.1464937527974446,-1.175226370493571,-0.02873261769612645
46,0.64218485,0.646017,"('generous', 'stingy')",0.14975032,0.30315438,2.1263082,2.1708908,0.972747802734375,1.0400207837422688,0.0672729810078938
1,-0.60699177,-0.33341762,"('friendly', 'unfriendly')",-1.5108325,-1.783017,-1.6749282,-1.6091913,-1.2642508347829182,-1.2418753306070964,0.022375504175821792
77,0.6061655,0.73162305,"('active', 'inactive')",-0.45502007,-0.35802895,1.4887123,1.7615095,0.5466192563374838,0.711701234181722,0.16508197784423828
35,0.5532703,0.7854204,"('fair', 'unfair')",-0.07369244,0.04680927,1.6969965,1.8040493,0.7255247433980306,0.8787596225738525,0.1532348791758219
110,0.5403618,0.47423917,"('narrow-minded', 'open-minded')",-0.6184732,-0.61118805,0.18769723,0.003052473,0.03652862707773844,-0.044632136821746826,-0.08116076389948526
99,0.53853846,0.8072593,"('prestigious', 'insignificant')",-2.022051,-2.2223089,-0.45481205,-0.27260256,-0.6461082299550375,-0.5625507036844889,0.08355752627054858
39,0.53643745,0.697887,"('right', 'wrong')",-1.0846777,-1.09551,0.4955914,0.81214744,-0.01754961411158244,0.13817481199900308,0.1557244261105855
69,0.5337097,0.5823982,"('wise', 'foolish')",-1.1678798,-1.0500267,0.960674,0.9218366,0.10883462429046631,0.15140271186828613,0.042568087577819824
59,0.5121615,0.6196854,"('skillful', 'clumsy')",-0.21548444,-0.11345649,-0.18339339,0.27653396,0.03776122132937113,0.2609209616978963,0.22315974036852518
22,0.49668777,0.3265009,"('welcoming', 'disagreeable')",0.46030116,0.36109895,1.0046054,0.82528794,0.6538647810618082,0.5042959054311117,-0.14956887563069654
63,-0.44726744,-0.51285964,"('capable', 'incapable')",-0.37563992,-0.48986417,-0.91820496,-0.9240596,-0.5803707440694174,-0.6422611474990845,-0.06189040342966712
62,-0.43123162,-0.44089434,"('creative', 'uncreative')",-0.38662627,-0.5024713,-0.16223606,-0.34661743,-0.32669798533121747,-0.4299943844477336,-0.10329639911651611
19,0.42789808,0.57973534,"('funny', 'boring')",-0.35123318,-0.4047535,-0.15650034,-0.3867255,-0.026611814896265667,-0.07058121760686238,-0.04396940271059671
54,0.4057349,0.11541647,"('smart', 'stupid')",0.66967535,0.5705744,1.0886722,0.91430575,0.7213608423868815,0.5334322055180868,-0.18792863686879469
15,-0.36705193,-0.3407666,"('polite', 'impolite')",1.789759,2.0106146,-0.27744544,-0.07128143,0.3817538817723592,0.5328555107116699,0.15110162893931073
96,-0.36642566,-0.31209347,"('powerful', 'powerless')",0.6939498,0.7062923,-0.4642908,-0.12400073,-0.04558888077735901,0.0900660256544749,0.13565490643183392
105,-0.3579341,-0.2634269,"('conventional', 'modern')",-1.1944076,-1.415168,0.012547433,-0.07029891,-0.5132647355397543,-0.5829646190007528,-0.06969988346099854
84,0.34219593,0.39804283,"('self-confident', 'diffident')",-0.9256857,-1.069469,-0.17518169,-0.2317988,-0.2528904875119527,-0.3010749816894531,-0.048184494177500425
98,0.30367017,0.2946595,"('prestigious', 'insignificant')",-1.047235,-1.059624,0.16370653,0.24297962,-0.1932861010233561,-0.17399493853251138,0.019291162490844727
44,0.24223492,0.05995238,"('truthful', 'untruthful')",-0.03422701,0.012375522,-0.9942142,-0.867333,-0.2620687484741211,-0.26500169436136883,-0.00293294588724774
5,-0.1694179,-0.3013693,"('pleasant', 'repellent')",1.496944,1.604192,-0.68536496,-0.6523076,0.21405371030171713,0.21683835983276367,0.0027846495310465402
26,-0.115548044,-0.26959887,"('trustworthy', 'untrustworthy')",1.2615268,1.3387783,0.5204803,0.5127214,0.5554863611857096,0.5273002783457438,-0.02818608283996582
79,0.091518275,0.11824017,"('determined', 'doubtful')",-0.069341674,0.06222835,0.36610687,0.45967558,0.12942782044410706,0.21338136990865073,0.08395354946454367
20,0.06429672,0.21031356,"('popular', 'unpopular')",-0.45556068,-0.5316598,-0.66078883,-0.245603,-0.3506842454274495,-0.18898308277130127,0.16170116265614826
56,0.0514019,-0.01647444,"('intelligent', 'dumb')",0.7384433,0.8783966,1.4637569,1.5530314,0.7512006759643555,0.8049845695495605,0.05378389358520508
107,-0.051383384,-0.07297608,"('conventional', 'modern')",1.727092,1.7809552,-0.063400775,0.062306985,0.5374359687169393,0.5900953610738119,0.05265939235687256
91,0.047056183,0.050608695,"('resilient', 'nonresilient')",0.2864442,0.22997698,-0.78170645,-0.5354643,-0.14940202236175537,-0.08495953679084778,0.06444248557090759
90,0.0389145,-0.17748073,"('motivated', 'unmotivated')",1.1898926,1.123322,0.80774117,0.7840521,0.678849458694458,0.5766311486562093,-0.10221831003824866
104,-0.025813207,0.17060547,"('conventional', 'unconventional')",-1.7952173,-1.8135717,0.28531268,0.49382594,-0.5119059483210245,-0.38304678599039715,0.12885916233062739
106,-0.009095788,0.38724688,"('conventional', 'unconventional')",-0.14292994,-0.33616793,0.16903323,0.24175215,0.005669166644414266,0.09761036435763042,0.09194119771321616
31,0.0074903965,0.045300722,"('altruistic', 'egoistic')",-1.8537519,-2.0013888,-0.5374321,-0.4244607,-0.7945645650227865,-0.7935162385304769,0.0010483264923095703
80,-0.0042885244,-0.08111039,"('independent', 'dependent')",0.88579667,0.9693413,0.95607305,0.8377095,0.612527052561442,0.5753134886423746,-0.03721356391906738
