,AT&T_male,AT&T_female,tuple,average_male,average_female,female-male
91,0.42127517,0.53166556,"('resilient', 'nonresilient')",0.42127516865730286,0.531665563583374,0.11039039492607117
73,0.41061223,0.46803555,"('brilliant', 'incompetent')",0.41061222553253174,0.4680355489253998,0.05742332339286804
44,0.38630462,0.29053098,"('truthful', 'untruthful')",0.3863046169281006,0.2905309796333313,-0.09577363729476929
30,-0.3529572,-0.24857542,"('honest', 'dishonest')",-0.35295718908309937,-0.24857541918754578,0.10438176989555359
35,-0.3307676,-0.2729702,"('fair', 'unfair')",-0.33076760172843933,-0.27297019958496094,0.057797402143478394
60,0.32714102,0.5015955,"('educated', 'uneducated')",0.32714101672172546,0.5015954971313477,0.1744544804096222
68,-0.32093444,-0.40006965,"('clever', 'inept')",-0.3209344446659088,-0.4000696539878845,-0.07913520932197571
87,-0.27388763,-0.16991976,"('dedicated', 'undedicated')",-0.27388763427734375,-0.16991975903511047,0.10396787524223328
105,0.27152413,0.5167224,"('conventional', 'modern')",0.2715241312980652,0.5167223811149597,0.24519824981689453
48,0.23805451,0.018186122,"('reliable', 'unreliable')",0.23805451393127441,0.018186122179031372,-0.21986839175224304
45,0.23740211,0.18366747,"('cooperative', 'exploitative')",0.23740211129188538,0.18366746604442596,-0.05373464524745941
50,-0.21470061,-0.6149789,"('unprejudiced', 'prejudiced')",-0.2147006094455719,-0.6149789094924927,-0.4002783000469208
102,-0.20341621,-0.17321706,"('eminent', 'low')",-0.20341621339321136,-0.1732170581817627,0.03019915521144867
93,0.19519377,0.2803371,"('dominating', 'dominated')",0.19519376754760742,0.2803370952606201,0.0851433277130127
56,-0.16909043,-0.41691154,"('intelligent', 'dumb')",-0.16909043490886688,-0.4169115424156189,-0.24782110750675201
67,-0.14534971,0.08149356,"('discriminating', 'undiscriminating')",-0.14534971117973328,0.0814935564994812,0.22684326767921448
57,0.12085378,0.115059316,"('able', 'unable')",0.12085378170013428,0.11505931615829468,-0.0057944655418396
21,-0.10454154,-0.0058753192,"('nice', 'nasty')",-0.10454154014587402,-0.005875319242477417,0.0986662209033966
24,0.09510568,0.12720656,"('thoughtful', 'rough')",0.09510567784309387,0.12720656394958496,0.03210088610649109
80,0.09378791,0.12120366,"('independent', 'dependent')",0.09378790855407715,0.12120366096496582,0.027415752410888672
78,-0.08280635,-0.41513044,"('active', 'inactive')",-0.08280634880065918,-0.4151304364204407,-0.3323240876197815
106,0.07967037,0.31807598,"('conventional', 'unconventional')",0.07967036962509155,0.3180759847164154,0.23840561509132385
97,0.06953958,0.18262345,"('superior', 'inferior')",0.06953957676887512,0.18262344598770142,0.1130838692188263
96,-0.06581074,-0.11183587,"('powerful', 'powerless')",-0.06581073999404907,-0.11183586716651917,-0.04602512717247009
3,0.055156797,-0.15037233,"('likable', 'unlikable')",0.05515679717063904,-0.15037232637405396,-0.205529123544693
43,0.01779421,-0.081801414,"('genuine', 'fake')",0.017794210463762283,-0.0818014144897461,-0.09959562495350838
