,Lockheed_male,Lockheed_female,tuple,Martin_male,Martin_female,average_male,average_female,female-male
100,-1.0827616,-0.6800149,"('influential', 'uninfluential')",-0.9098122,-0.5498339,-0.996286928653717,-0.614924430847168,0.3813624978065491
26,1.0807049,1.1079423,"('trustworthy', 'untrustworthy')",0.90469766,0.97606266,0.9927012920379639,1.0420024394989014,0.0493011474609375
90,1.063899,0.83264256,"('motivated', 'unmotivated')",1.0732605,0.6521275,1.0685797929763794,0.7423850297927856,-0.32619476318359375
84,-1.0536491,-1.1002654,"('self-confident', 'diffident')",0.011997908,-0.0013648123,-0.5208255648612976,-0.5508151054382324,-0.029989540576934814
8,-1.046618,-1.1708889,"('open', 'distant')",0.11758636,-0.20213592,-0.4645158052444458,-0.6865124106407166,-0.22199660539627075
105,-0.99331075,-1.0243951,"('conventional', 'modern')",-0.30145437,-0.28325242,-0.6473825573921204,-0.653823733329773,-0.006441175937652588
21,0.9695343,0.8394119,"('nice', 'nasty')",0.3172655,0.188362,0.6433998942375183,0.5138869285583496,-0.1295129656791687
97,-0.96289897,-0.93617225,"('superior', 'inferior')",-0.23282915,-0.28266728,-0.597864031791687,-0.6094197630882263,-0.011555731296539307
14,0.95224833,0.9696685,"('supportive', 'unsupportive')",0.9058051,0.8901293,0.92902672290802,0.9298989176750183,0.000872194766998291
39,-0.91863084,-0.75715363,"('right', 'wrong')",-0.49082655,-0.4148805,-0.7047287225723267,-0.5860170722007751,0.11871165037155151
80,0.90594757,0.91615146,"('independent', 'dependent')",0.9896063,1.1115377,0.9477769136428833,1.013844609260559,0.06606769561767578
52,0.89798534,1.0411484,"('competitive', 'uncompetitive')",0.5808545,0.82722485,0.7394199371337891,0.9341866374015808,0.19476670026779175
68,-0.8422491,-1.0730128,"('clever', 'inept')",-1.0112665,-1.276773,-0.9267578125,-1.1748929023742676,-0.24813508987426758
24,-0.821604,-0.83045393,"('thoughtful', 'rough')",-0.6782337,-0.7078799,-0.7499188184738159,-0.7691669464111328,-0.019248127937316895
22,0.807928,0.6322642,"('welcoming', 'disagreeable')",0.6520707,0.5215803,0.7299993634223938,0.5769222378730774,-0.1530771255493164
5,0.8000268,0.67523885,"('pleasant', 'repellent')",0.100403756,0.13649574,0.45021528005599976,0.4058672785758972,-0.04434800148010254
83,0.77174866,0.7322063,"('energetic', 'lethargic')",-0.15145074,-0.012396999,0.3101489543914795,0.3599046468734741,0.04975569248199463
29,-0.7577732,-0.78908956,"('honest', 'immoral')",-1.286973,-1.1455929,-1.022373080253601,-0.9673412442207336,0.05503183603286743
19,-0.75226617,-0.6286094,"('funny', 'boring')",0.24028349,0.24644554,-0.2559913396835327,-0.1910819411277771,0.06490939855575562
106,-0.7433828,-0.45057774,"('conventional', 'unconventional')",0.035692766,0.13368468,-0.3538450300693512,-0.1584465205669403,0.1953985095024109
89,0.74247164,0.8234241,"('daring', 'anxious')",0.6019943,0.77524793,0.672232985496521,0.7993360161781311,0.1271030306816101
35,0.7349314,0.9431506,"('fair', 'unfair')",1.1909598,1.2986115,0.9629455804824829,1.1208810806274414,0.1579355001449585
59,0.69147396,0.7707092,"('skillful', 'clumsy')",0.46886533,0.6948246,0.580169677734375,0.73276686668396,0.15259718894958496
44,-0.6494034,-0.66994894,"('truthful', 'untruthful')",-1.1954255,-1.1869004,-0.9224144220352173,-0.9284246563911438,-0.006010234355926514
51,0.61517984,0.69975626,"('competent', 'incompetent')",0.29038852,0.450965,0.4527841806411743,0.5753606557846069,0.12257647514343262
74,-0.60056615,-0.58590204,"('insightful', 'unperceptive')",-0.3623043,-0.31370848,-0.48143523931503296,-0.44980525970458984,0.031629979610443115
25,0.59956986,0.48988426,"('moral', 'immoral')",-0.14486477,-0.10822865,0.2273525446653366,0.19082780182361603,-0.03652474284172058
81,0.5641528,0.4173,"('industrious', 'lazy')",1.6329517,1.3190123,1.0985522270202637,0.8681561350822449,-0.2303960919380188
102,-0.5496995,-0.67771494,"('eminent', 'low')",-0.75985026,-0.53726727,-0.6547749042510986,-0.607491135597229,0.04728376865386963
67,-0.5191638,-0.3304687,"('discriminating', 'undiscriminating')",-0.07959831,0.0061727166,-0.2993810474872589,-0.16214799880981445,0.13723304867744446
72,-0.5039916,-0.31752515,"('logical', 'illogical')",-0.4545373,-0.115758836,-0.47926443815231323,-0.21664199233055115,0.2626224458217621
91,-0.5026471,-0.47791874,"('resilient', 'nonresilient')",0.4590271,0.26827824,-0.02180999517440796,-0.10482025146484375,-0.08301025629043579
0,0.4832291,0.60247624,"('sociable', 'unsociable')",-0.4668435,-0.02603066,0.00819280743598938,0.2882227897644043,0.2800299823284149
73,-0.47056344,-0.70190465,"('brilliant', 'incompetent')",-0.68833774,-0.8642861,-0.5794506072998047,-0.7830953598022461,-0.2036447525024414
2,0.46496683,0.40731692,"('friendly', 'unfriendly')",-0.17186913,0.13324487,0.14654885232448578,0.2702808976173401,0.12373204529285431
92,-0.46303403,-0.46988255,"('unwavering', 'wavering')",-0.7795666,-0.8780097,-0.6213003396987915,-0.6739461421966553,-0.05264580249786377
82,-0.41632664,-0.490775,"('industrious', 'meek')",0.4165544,0.20701566,0.00011387467384338379,-0.14187966287136078,-0.14199353754520416
61,-0.40867674,-0.34858656,"('rational', 'irrational')",0.053927198,0.19721016,-0.17737478017807007,-0.0756881982088089,0.10168658196926117
30,0.40786248,0.46314186,"('honest', 'dishonest')",0.0021839142,0.16280428,0.20502319931983948,0.3129730820655823,0.1079498827457428
88,0.40318662,0.417839,"('impulsive', 'meek')",1.0782278,1.0005448,0.7407071590423584,0.7091919183731079,-0.03151524066925049
7,-0.40301687,-0.5366792,"('outgoing', 'distant')",0.36667243,-0.0154539645,-0.018172219395637512,-0.2760666012763977,-0.2578943818807602
57,-0.38755283,-0.516461,"('able', 'unable')",0.08003425,-0.041180313,-0.15375928580760956,-0.278820663690567,-0.12506137788295746
101,-0.38338915,-0.48257577,"('successful', 'unsuccessful')",-0.50460434,-0.15291633,-0.44399672746658325,-0.31774604320526123,0.12625068426132202
58,-0.36578852,-0.2272706,"('able', 'clumsy')",-1.3521624,-1.1250901,-0.8589754104614258,-0.676180362701416,0.18279504776000977
4,-0.35318518,-0.49049258,"('likable', 'unlikable')",-0.01802826,-0.17314576,-0.1856067180633545,-0.33181917667388916,-0.14621245861053467
87,-0.3362068,-0.20759363,"('dedicated', 'undedicated')",-0.9868731,-0.7299091,-0.6615399122238159,-0.46875137090682983,0.19278854131698608
42,-0.32967508,-0.27549183,"('amicable', 'hostile')",0.4724211,0.41000378,0.07137301564216614,0.06725597381591797,-0.004117041826248169
17,0.31090274,0.56730974,"('social', 'antisocial')",0.6979976,0.9436153,0.5044502019882202,0.7554625272750854,0.25101232528686523
20,-0.3018839,-0.307925,"('popular', 'unpopular')",-0.44467825,-0.25758752,-0.3732810616493225,-0.2827562689781189,0.09052479267120361
85,-0.29239184,-0.26556683,"('ambitious', 'unambitious')",-0.1956339,0.05521947,-0.24401286244392395,-0.10517367720603943,0.13883918523788452
69,-0.2711596,-0.25680482,"('wise', 'foolish')",-0.531266,-0.5931276,-0.40121278166770935,-0.4249662160873413,-0.023753434419631958
47,-0.27008542,-0.24917677,"('forgiving', 'unforgiving')",-0.65487945,-0.6279644,-0.4624824523925781,-0.4385705590248108,0.023911893367767334
37,0.21512651,0.17770636,"('good', 'evil')",1.5148346,1.3148953,0.8649805784225464,0.7463008165359497,-0.11867976188659668
23,-0.2087704,-0.2728054,"('hospitable', 'inhospitable')",0.059377015,-0.07129502,-0.07469668984413147,-0.17205020785331726,-0.09735351800918579
49,-0.20742065,-0.25079608,"('responsible', 'irresponsible')",-0.5019912,-0.42842257,-0.35470592975616455,-0.3396093249320984,0.015096604824066162
70,0.18227616,0.32563877,"('wise', 'unwise')",0.19352236,0.15435773,0.18789926171302795,0.2399982511997223,0.052098989486694336
79,0.1640342,0.17901841,"('determined', 'doubtful')",-0.06831953,-0.001709193,0.047857336699962616,0.08865460753440857,0.04079727083444595
96,-0.14391267,-0.006602466,"('powerful', 'powerless')",-0.38231444,-0.072108686,-0.2631135582923889,-0.039355576038360596,0.22375798225402832
65,-0.13498384,0.0313223,"('practical', 'impractical')",-1.045008,-0.89332265,-0.5899958610534668,-0.4310001730918884,0.15899568796157837
9,-0.117382735,-0.37387514,"('sensitive', 'insensitive')",-0.4075048,-0.44466355,-0.26244378089904785,-0.4092693328857422,-0.14682555198669434
54,0.10747489,-0.13493758,"('smart', 'stupid')",0.29764134,-0.16341123,0.20255811512470245,-0.14917440712451935,-0.3517325222492218
12,-0.088478684,-0.0476439,"('sympathetic', 'unsympathetic')",-1.1798786,-0.84092903,-0.634178638458252,-0.4442864656448364,0.18989217281341553
45,-0.08738698,-0.24886446,"('cooperative', 'exploitative')",-0.43310127,-0.5642359,-0.26024413108825684,-0.40655019879341125,-0.14630606770515442
64,0.086743176,-0.0069304705,"('clever', 'incompetent')",-0.49028856,-0.21109682,-0.20177268981933594,-0.1090136468410492,0.09275904297828674
110,0.08669561,-0.104928225,"('narrow-minded', 'open-minded')",-0.3257269,-0.44500124,-0.11951564252376556,-0.27496474981307983,-0.15544910728931427
60,0.08375585,0.22967425,"('educated', 'uneducated')",-0.49130028,-0.14561874,-0.20377221703529358,0.042027756571769714,0.2457999736070633
36,-0.07786721,-0.27859777,"('tolerant', 'intolerant')",-1.1048362,-1.2437894,-0.5913517475128174,-0.7611936330795288,-0.16984188556671143
77,0.07140195,0.24503905,"('active', 'inactive')",0.61330473,0.6935408,0.34235334396362305,0.4692899286746979,0.12693658471107483
41,-0.058412552,0.15383542,"('incorrupt', 'corrupt')",0.15608293,0.1127823,0.048835188150405884,0.13330885767936707,0.08447366952896118
43,-0.05459842,0.06687316,"('genuine', 'fake')",-0.19355793,-0.21667628,-0.1240781769156456,-0.07490155845880508,0.049176618456840515
18,0.03863576,0.21836722,"('social', 'asocial')",-0.8721218,-0.5099552,-0.41674304008483887,-0.14579400420188904,0.27094903588294983
