,Iron_male,Iron_female,tuple,Mountain_male,Mountain_female,average_male,average_female,female-male
101,-1.8162098,-1.36011,"('successful', 'unsuccessful')",-0.66028357,-0.4333614,-1.2382466793060303,-0.8967357277870178,0.34151095151901245
49,-1.7815409,-2.0678754,"('responsible', 'irresponsible')",-1.2608151,-1.4167955,-1.5211780071258545,-1.7423354387283325,-0.22115743160247803
42,1.7471931,1.8833865,"('amicable', 'hostile')",2.4853308,2.343408,2.1162619590759277,2.1133973598480225,-0.0028645992279052734
88,1.7213806,1.8173338,"('impulsive', 'meek')",1.2692914,1.3549874,1.4953360557556152,1.586160659790039,0.09082460403442383
55,-1.7039381,-1.5041252,"('intelligent', 'unintelligent')",-1.3273704,-1.1859663,-1.5156543254852295,-1.345045804977417,0.1706085205078125
52,-1.6158011,-1.5437346,"('competitive', 'uncompetitive')",-0.77402025,-0.6512442,-1.1949106454849243,-1.097489356994629,0.09742128849029541
71,-1.5838814,-2.1166887,"('efficient', 'inefficient')",-0.976112,-1.1560966,-1.279996633529663,-1.636392593383789,-0.356395959854126
66,1.5405335,1.7366024,"('imaginative', 'unimaginative')",1.8680657,1.9996097,1.7042996883392334,1.8681061267852783,0.16380643844604492
73,-1.5089059,-1.6689217,"('brilliant', 'incompetent')",-1.3596299,-1.5976106,-1.4342678785324097,-1.6332662105560303,-0.1989983320236206
25,-1.4843925,-1.6773431,"('moral', 'immoral')",-1.3836265,-1.2767596,-1.4340095520019531,-1.4770513772964478,-0.04304182529449463
36,-1.4433516,-1.6251037,"('tolerant', 'intolerant')",-1.3716581,-1.2232662,-1.4075047969818115,-1.424185037612915,-0.016680240631103516
22,1.4259293,1.2392718,"('welcoming', 'disagreeable')",0.8812172,0.67832184,1.1535732746124268,0.9587967991828918,-0.1947764754295349
9,-1.3651104,-1.4890656,"('sensitive', 'insensitive')",-1.5031321,-1.724834,-1.4341212511062622,-1.606949806213379,-0.1728285551071167
35,1.3627253,1.4799716,"('fair', 'unfair')",0.6997767,0.42867255,1.0312509536743164,0.954322099685669,-0.07692885398864746
100,-1.3492982,-0.9158812,"('influential', 'uninfluential')",-0.75975645,-0.5401459,-1.0545272827148438,-0.7280135154724121,0.32651376724243164
32,-1.3347337,-1.3873312,"('benevolent', 'hardhearted')",0.114684075,0.2613993,-0.6100248098373413,-0.562965989112854,0.047058820724487305
51,-1.3347082,-0.92815435,"('competent', 'incompetent')",-0.119686544,-0.1608831,-0.7271974086761475,-0.5445187091827393,0.1826786994934082
0,-1.3323681,-0.79463506,"('sociable', 'unsociable')",-0.23389524,0.0688079,-0.7831317186355591,-0.362913578748703,0.4202181398868561
70,1.3266423,1.4535353,"('wise', 'unwise')",0.95765764,0.88381493,1.1421499252319336,1.168675184249878,0.026525259017944336
11,-1.283082,-1.5065584,"('caring', 'unaffectionate')",-1.2658007,-1.6445535,-1.2744413614273071,-1.5755560398101807,-0.30111467838287354
61,1.2686088,1.3249702,"('rational', 'irrational')",1.4842244,1.2790147,1.3764166831970215,1.301992416381836,-0.07442426681518555
56,1.2622982,1.1596707,"('intelligent', 'dumb')",1.5772225,1.6246927,1.4197603464126587,1.392181634902954,-0.02757871150970459
3,1.2054219,1.4318218,"('likable', 'unlikable')",0.116613775,0.3759914,0.6610178351402283,0.9039065837860107,0.24288874864578247
82,1.204994,1.2830663,"('industrious', 'meek')",1.6603413,1.6049217,1.43266761302948,1.4439940452575684,0.011326432228088379
29,-1.1815953,-1.3391764,"('honest', 'immoral')",-0.8986459,-1.1551296,-1.0401206016540527,-1.2471530437469482,-0.2070324420928955
23,1.1753358,1.1233056,"('hospitable', 'inhospitable')",1.528967,1.2669587,1.3521513938903809,1.1951321363449097,-0.1570192575454712
30,-1.1426548,-1.178294,"('honest', 'dishonest')",-0.628778,-0.7170156,-0.8857163786888123,-0.9476547837257385,-0.06193840503692627
74,-1.1279473,-1.0267446,"('insightful', 'unperceptive')",-1.6664592,-1.6248736,-1.3972032070159912,-1.325809121131897,0.07139408588409424
18,-1.1198103,-1.2331232,"('social', 'asocial')",-0.5874044,-0.5944854,-0.8536073565483093,-0.913804292678833,-0.06019693613052368
90,1.1127831,0.891338,"('motivated', 'unmotivated')",-0.04013571,-0.32093784,0.5363236665725708,0.2852000594139099,-0.2511236071586609
77,1.1096648,1.4259443,"('active', 'inactive')",1.1653104,1.1989912,1.1374876499176025,1.3124678134918213,0.17498016357421875
94,-1.1075385,-1.1325874,"('aggressive', 'submissive')",-0.1706127,0.21101135,-0.6390755772590637,-0.4607880413532257,0.178287535905838
102,-1.1018314,-0.91879404,"('eminent', 'low')",-0.71040195,-0.43054453,-0.9061167240142822,-0.6746692657470703,0.23144745826721191
97,-1.1012771,-0.99100393,"('superior', 'inferior')",-0.7955793,-0.831885,-0.948428213596344,-0.9114444255828857,0.03698378801345825
85,-1.0708207,-1.0862647,"('ambitious', 'unambitious')",-1.1302671,-0.92506707,-1.1005439758300781,-1.005665898323059,0.09487807750701904
99,1.0694004,0.97492445,"('prestigious', 'insignificant')",-0.23486584,-0.121997446,0.4172672927379608,0.4264634847640991,0.009196192026138306
76,-1.0211555,-1.0746756,"('secure', 'insecure')",0.25270498,0.25244245,-0.3842252492904663,-0.4111165404319763,-0.02689129114151001
93,-0.9909272,-0.81400764,"('dominating', 'dominated')",-0.7398043,-0.57451034,-0.865365743637085,-0.694258987903595,0.17110675573349
16,-0.93255144,-0.6971094,"('social', 'antisocial')",0.55971193,0.8951573,-0.1864197552204132,0.09902393817901611,0.2854436933994293
60,-0.93151784,-0.5085552,"('educated', 'uneducated')",-1.2031176,-0.60198766,-1.0673177242279053,-0.5552713871002197,0.5120463371276855
17,-0.8768953,-0.57411456,"('social', 'antisocial')",0.045343935,0.43109077,-0.41577568650245667,-0.0715118944644928,0.34426379203796387
87,-0.8753116,-1.07547,"('dedicated', 'undedicated')",-0.77658784,-0.8542701,-0.8259497284889221,-0.964870035648346,-0.13892030715942383
103,0.8675175,0.9383479,"('traditional', 'modern')",0.4799003,0.3911027,0.6737089157104492,0.6647253036499023,-0.008983612060546875
79,-0.85165375,-0.70514697,"('determined', 'doubtful')",-0.39641398,-0.22417267,-0.6240338683128357,-0.46465981006622314,0.15937405824661255
72,-0.84322846,-0.57917225,"('logical', 'illogical')",-0.5512055,-0.53828967,-0.6972169876098633,-0.558730959892273,0.13848602771759033
68,-0.8029311,-1.110378,"('clever', 'inept')",-0.23533362,-0.60334146,-0.5191323757171631,-0.8568597435951233,-0.3377273678779602
21,0.7983203,0.7994286,"('nice', 'nasty')",0.42638826,0.41232848,0.6123542785644531,0.6058785319328308,-0.0064757466316223145
26,0.7400614,0.8428239,"('trustworthy', 'untrustworthy')",0.22391039,0.12589492,0.4819858968257904,0.48435941338539124,0.00237351655960083
15,-0.67067736,-0.27296537,"('polite', 'impolite')",-0.27571934,-0.01879941,-0.4731983542442322,-0.14588239789009094,0.32731595635414124
92,0.6590394,0.6946376,"('unwavering', 'wavering')",0.14259209,0.011102006,0.4008157253265381,0.35286980867385864,-0.04794591665267944
44,-0.6579137,-0.66639864,"('truthful', 'untruthful')",-1.9756459,-1.6617572,-1.3167798519134521,-1.1640779972076416,0.15270185470581055
83,-0.65388584,-0.76126117,"('energetic', 'lethargic')",-0.2297386,-0.20539537,-0.4418122172355652,-0.48332828283309937,-0.04151606559753418
4,-0.62845075,-0.7533719,"('likable', 'unlikable')",-0.57311004,-0.528467,-0.6007803678512573,-0.6409194469451904,-0.040139079093933105
69,0.61959904,0.6598052,"('wise', 'foolish')",-0.3657475,-0.4129722,0.1269257664680481,0.1234164834022522,-0.0035092830657958984
43,-0.59721303,-0.65981555,"('genuine', 'fake')",-0.12357874,-0.19376396,-0.3603958785533905,-0.4267897605895996,-0.0663938820362091
107,-0.5837125,-0.41324243,"('conventional', 'modern')",-0.10411966,0.23557068,-0.3439160883426666,-0.08883587270975113,0.2550802156329155
14,0.5714701,0.5349131,"('supportive', 'unsupportive')",0.23894581,0.07502037,0.40520793199539185,0.3049667477607727,-0.10024118423461914
63,-0.5687526,-0.793665,"('capable', 'incapable')",-0.84420335,-0.85176134,-0.7064779996871948,-0.8227131366729736,-0.11623513698577881
96,-0.5661138,-0.5410394,"('powerful', 'powerless')",-0.59305495,-0.050875187,-0.5795843601226807,-0.2959572970867157,0.28362706303596497
10,-0.5546577,-0.70690036,"('affectionate', 'unaffectionate')",-0.07273605,-0.06523675,-0.31369686126708984,-0.38606855273246765,-0.07237169146537781
47,-0.5449928,-0.54336005,"('forgiving', 'unforgiving')",-0.82001114,-0.74323213,-0.6825019717216492,-0.6432961225509644,0.039205849170684814
98,0.52512205,0.5109087,"('prestigious', 'insignificant')",-0.50232166,-0.6136499,0.011400192975997925,-0.051370590925216675,-0.0627707839012146
106,-0.49948597,-0.43589208,"('conventional', 'unconventional')",0.40253678,0.28613168,-0.048474594950675964,-0.0748801976442337,-0.02640560269355774
89,-0.46566844,-0.69934887,"('daring', 'anxious')",-0.3290025,-0.44400448,-0.3973354697227478,-0.5716766715049744,-0.17434120178222656
33,-0.42490646,-0.45836136,"('softhearted', 'hardhearted')",0.5585726,0.23155117,0.06683306396007538,-0.11340509355068207,-0.18023815751075745
80,0.41634285,0.51255417,"('independent', 'dependent')",0.2828384,0.2632871,0.34959062933921814,0.387920618057251,0.03832998871803284
20,-0.38053706,0.08948913,"('popular', 'unpopular')",-1.0202655,-0.36868566,-0.700401246547699,-0.13959826529026031,0.5608029812574387
1,-0.3575008,-0.50416917,"('friendly', 'unfriendly')",-0.5220407,-0.7205048,-0.43977075815200806,-0.6123369932174683,-0.1725662350654602
19,-0.35322264,-0.29639876,"('funny', 'boring')",0.6008793,0.71711004,0.12382833659648895,0.21035563945770264,0.08652730286121368
84,-0.3283146,-0.18780947,"('self-confident', 'diffident')",-0.81089646,-0.785923,-0.5696055293083191,-0.4868662357330322,0.08273929357528687
109,-0.32778513,-0.18145871,"('conservative', 'liberal')",-0.5021216,-0.37306768,-0.4149533808231354,-0.27726319432258606,0.13769018650054932
108,-0.32778513,-0.18145871,"('conservative', 'liberal')",-0.5021216,-0.37306768,-0.4149533808231354,-0.27726319432258606,0.13769018650054932
57,-0.3217291,-0.5906829,"('able', 'unable')",0.56348974,0.38822636,0.12088032066822052,-0.10122828185558319,-0.2221086025238037
54,0.30870813,0.13786057,"('smart', 'stupid')",1.2418736,0.9234676,0.775290846824646,0.5306640863418579,-0.24462676048278809
110,0.26337945,0.06028205,"('narrow-minded', 'open-minded')",0.18876627,0.14874345,0.22607286274433136,0.10451275110244751,-0.12156011164188385
39,0.25309926,0.4491241,"('right', 'wrong')",-0.5064313,-0.42901844,-0.12666600942611694,0.01005282998085022,0.13671883940696716
104,-0.2350525,-0.013430804,"('conventional', 'unconventional')",-0.43996096,-0.7256983,-0.3375067114830017,-0.3695645332336426,-0.03205782175064087
62,0.20650935,-0.16087228,"('creative', 'uncreative')",-0.32563573,-0.5363515,-0.05956318974494934,-0.34861189126968384,-0.2890487015247345
24,-0.16050994,-0.4846074,"('thoughtful', 'rough')",-0.27198976,-0.4039667,-0.21624985337257385,-0.4442870616912842,-0.22803720831871033
91,0.15903383,0.2106601,"('resilient', 'nonresilient')",0.051181883,-0.06879111,0.1051078587770462,0.07093449681997299,-0.03417336195707321
59,-0.14381343,0.13896716,"('skillful', 'clumsy')",0.20359568,0.56405556,0.029891125857830048,0.3515113592147827,0.32162023335695267
105,0.09184776,-0.22316152,"('conventional', 'modern')",0.2762189,-0.087691374,0.1840333342552185,-0.15542644262313843,-0.33945977687835693
5,-0.08210726,-0.09560332,"('pleasant', 'repellent')",-0.5732489,-0.56964517,-0.3276780843734741,-0.33262425661087036,-0.00494617223739624
67,-0.07091321,-0.14001039,"('discriminating', 'undiscriminating')",-0.14264882,-0.1401633,-0.1067810133099556,-0.1400868445634842,-0.033305831253528595
45,0.053397357,-0.5212591,"('cooperative', 'exploitative')",-0.54549634,-0.8710431,-0.24604949355125427,-0.6961511373519897,-0.4501016438007355
31,-0.031942517,0.046338737,"('altruistic', 'egoistic')",-0.2673662,-0.16739675,-0.149654358625412,-0.06052900850772858,0.08912535011768341
