,Bath_male,Bath_female,tuple,&_male,&_female,Body_male,Body_female,Works_male,Works_female,Inc._male,Inc._female,average_male,average_female,female-male
68,-1.7608571,-1.8624012,"('clever', 'inept')",-1.4675927,-1.5158814,-1.3802719,-1.738167,0.2926216,0.14027062,-0.64301205,-0.72322786,-0.9918224334716796,-1.1398813247680664,-0.14805889129638672
13,-1.6838729,-1.7044988,"('helpful', 'unhelpful')",-1.4792297,-1.5617889,-3.3017898,-2.991592,-3.1879487,-2.7119272,-0.56681496,-0.58749235,-2.0439313888549804,-1.911459732055664,0.13247165679931627
62,-1.671567,-1.3606226,"('creative', 'uncreative')",-2.2511616,-2.446728,0.062244415,0.11379939,-0.8053857,-0.7891586,-0.48517898,-0.57293594,-1.030209732055664,-1.0111291885375977,0.019080543518066317
103,1.6041654,1.8470001,"('traditional', 'modern')",0.43213966,0.44099018,1.089534,1.065939,1.7980144,1.8348238,1.1943281,1.4118981,1.2236364364624024,1.3201302528381347,0.09649381637573229
90,1.5607086,1.3485873,"('motivated', 'unmotivated')",0.6029837,0.55173934,0.08090615,-0.19761801,0.941597,0.90725386,-0.018261127,-0.15741235,0.6335868835449219,0.4905100345611572,-0.14307684898376466
100,-1.5206923,-1.2245688,"('influential', 'uninfluential')",-0.7749443,-0.5667411,-1.0630946,-0.9307765,-0.9690994,-0.52959526,-0.7354313,-0.7255076,-1.0126523971557617,-0.7954379081726074,0.21721448898315432
10,-1.4979547,-1.3043919,"('affectionate', 'unaffectionate')",0.22535588,0.18459022,0.1263749,0.37586766,-1.1538712,-1.1140797,-0.25598532,-0.2547998,-0.5112160682678223,-0.4225626945495605,0.08865337371826176
33,-1.45974,-1.206547,"('softhearted', 'hardhearted')",-0.60674417,-0.23359776,-0.7245643,-0.21005324,0.38292006,0.7815645,-1.2560785,-1.0327513,-0.7328413963317871,-0.3802769660949707,0.35256443023681644
3,1.4384949,1.3340108,"('likable', 'unlikable')",0.5202945,0.25173515,0.47864655,-0.12803587,0.9826195,0.96020097,0.49324542,0.33205625,0.7826601505279541,0.5499934673309326,-0.23266668319702155
5,1.3910186,1.2236739,"('pleasant', 'repellent')",0.30515563,0.32166058,-0.85642946,-1.007719,0.100775406,-0.035951808,0.8800993,0.84843016,0.36412391662597654,0.2700187683105469,-0.09410514831542965
99,-1.3473371,-1.1557631,"('prestigious', 'insignificant')",-0.7048128,-1.1830682,-0.05700381,0.27743182,-0.30874428,-0.19250149,-0.9515446,-1.2347562,-0.6738884925842286,-0.6977314949035645,-0.023843002319335893
29,-1.3415706,-1.3069626,"('honest', 'immoral')",-2.492492,-2.3022342,-2.4473338,-2.3905857,-0.696571,-0.51912487,0.006203413,-0.032969892,-1.3943527221679688,-1.3103754997253418,0.08397722244262695
107,1.3197503,1.3395318,"('conventional', 'modern')",0.44311655,0.51828825,0.35101363,0.055070132,-0.15038615,-0.08483741,1.7713817,1.8773148,0.7469752311706543,0.7410735130310059,-0.00590171813964846
81,1.260388,1.2479862,"('industrious', 'lazy')",1.1508373,0.8324736,1.7914889,1.7389851,1.6613929,1.2342081,-0.6886921,-0.76187,1.0350830078125,0.8583565711975097,-0.1767264366149902
64,-1.2547379,-1.4261876,"('clever', 'incompetent')",-0.2842232,-0.120973915,-0.978603,-1.215407,-0.094840735,0.13068935,-0.029409856,-0.00474973,-0.5283629417419433,-0.5273257732391358,0.0010371685028075506
34,-1.2132065,-1.0828085,"('loyal', 'disloyal')",-1.7068768,-1.3924224,-2.0379293,-1.8409133,-1.5126896,-0.8977699,-0.0871622,-0.054702908,-1.3115728378295899,-1.0537233352661133,0.2578495025634766
87,-1.1879942,-1.074907,"('dedicated', 'undedicated')",-1.3853477,-1.4120058,-1.8477545,-1.9322188,-1.1296546,-0.9427781,-0.77264977,-0.690343,-1.2646800994873046,-1.2104504585266114,0.05422964096069327
8,-1.1831048,-1.0551723,"('open', 'distant')",-1.4330556,-1.7748258,1.0083508,0.695835,1.0001421,0.46407464,-0.02982457,-0.12617774,-0.12749840021133424,-0.3592532157897949,-0.23175481557846067
49,-1.1741068,-1.3225706,"('responsible', 'irresponsible')",-0.61115694,-0.70318985,-2.5555222,-2.9413795,-0.2802441,-0.42107713,-0.48401573,-0.51141286,-1.0210091590881347,-1.1799261093139648,-0.15891695022583008
12,-1.1428971,-0.95218205,"('sympathetic', 'unsympathetic')",-0.79287094,-0.35618746,-1.41748,-1.439183,-0.97141707,-0.48774034,0.5241083,0.5417028,-0.7601113319396973,-0.5387179851531982,0.22139334678649902
67,-1.1375018,-0.87380695,"('discriminating', 'undiscriminating')",-0.9230713,-0.78169817,-1.0600048,-0.76128113,-0.5220291,-0.2796923,-0.8073007,-0.9488872,-0.8899815559387207,-0.7290731430053711,0.16090841293334968
58,-1.1283436,-1.0266676,"('able', 'clumsy')",-1.5622277,-1.5301608,-1.7092716,-1.4852176,-1.4133272,-0.9306729,0.5286834,0.5927686,-1.0568973541259765,-0.8759901046752929,0.1809072494506836
104,-1.0906699,-0.79925215,"('conventional', 'unconventional')",-0.45263612,-0.33058608,-0.2976238,0.30963662,0.5232686,0.586956,-0.47402993,-0.49719718,-0.3583382129669189,-0.1460885524749756,0.21224966049194333
48,1.050759,1.049809,"('reliable', 'unreliable')",1.5736834,1.3709737,1.9400096,1.4289299,1.7060627,1.6779139,0.5736761,0.4814602,1.3688382148742675,1.201817226409912,-0.16702098846435542
55,-1.0358341,-1.1057732,"('intelligent', 'unintelligent')",-0.23286712,0.08165854,-1.4268341,-1.3339162,-0.74467874,-0.501191,-1.1785914,-1.2093511,-0.9237610816955566,-0.813714599609375,0.11004648208618162
18,-1.0311165,-0.9718543,"('social', 'asocial')",-0.2036233,-0.10633722,-0.9855374,-0.94192284,-0.65919685,-0.6775254,-0.2492519,-0.25614247,-0.6257452011108399,-0.5907564640045166,0.03498873710632322
82,1.0167782,1.0033219,"('industrious', 'meek')",0.93378353,0.7895844,2.086959,2.5864363,0.3098755,0.23903295,-0.35508463,-0.4802522,0.7984622478485107,0.8276246070861817,0.029162359237670965
36,-1.007824,-0.9259718,"('tolerant', 'intolerant')",-0.61836326,-0.68739563,-1.6212584,-1.8993897,0.043218993,-0.017317526,-0.46927133,-0.38309228,-0.7346995830535888,-0.7826333999633789,-0.04793381690979004
51,-1.0001184,-0.9741806,"('competent', 'incompetent')",-0.48839974,-0.38361037,-1.126124,-1.6013712,0.28837204,0.4390593,0.8607836,0.8096499,-0.29309730529785155,-0.3420906066894531,-0.048993301391601574
85,-0.99105406,-1.0769123,"('ambitious', 'unambitious')",0.2667089,0.29304048,-0.542521,-0.41492224,-1.4674652,-1.6580801,-0.4363962,-0.31031913,-0.6341454982757568,-0.6334386348724366,0.0007068634033202681
63,-0.97519016,-0.91048914,"('capable', 'incapable')",-0.80940247,-1.0181079,-0.7617742,-0.67770344,-0.18248507,-0.026554838,-0.76109993,-0.8542433,-0.6979903221130371,-0.6974196910858155,0.0005706310272216575
9,-0.9640887,-0.9378384,"('sensitive', 'insensitive')",-0.51400375,-0.43757707,-1.2927297,-1.2499652,-0.22698145,-0.07374424,0.101117015,0.13845378,-0.5793373107910156,-0.5121342182159424,0.06720309257507318
38,-0.95799434,-0.9723949,"('kind', 'unkind')",-1.8781213,-1.696897,-2.3636103,-1.8920748,-2.0896444,-1.6155219,-0.95521283,-0.81722164,-1.6489166259765624,-1.3988221168518067,0.2500945091247557
98,-0.95374656,-0.8582557,"('prestigious', 'insignificant')",-1.0710076,-1.416075,-0.67564464,-0.43571982,-0.124144524,-0.21458572,-0.5885774,-0.8051965,-0.6826241493225098,-0.7459665298461914,-0.06334238052368157
65,-0.89458245,-1.1896847,"('practical', 'impractical')",-0.5269672,-0.39912766,-2.430676,-2.9045696,-2.356209,-2.1464105,-0.86069465,-0.8260585,-1.4138259887695312,-1.493170166015625,-0.07934417724609366
19,-0.87998825,-0.69049305,"('funny', 'boring')",0.20886248,0.038226932,0.61780286,0.41205692,0.20325872,0.1719476,0.016135618,0.026335508,0.03321428596973419,-0.008385223150253297,-0.041599509119987485
72,-0.87092465,-0.6543139,"('logical', 'illogical')",-2.088004,-1.9749874,-1.617199,-1.4499898,0.037673652,0.35426283,-0.79195,-0.5840982,-1.0660808563232422,-0.8618253707885742,0.204255485534668
59,0.87051,0.8166569,"('skillful', 'clumsy')",0.059923977,-0.009785771,-0.21783644,-0.18005738,0.12376517,0.60827905,0.069056034,0.03289312,0.1810837507247925,0.25359721183776857,0.07251346111297607
97,-0.8633553,-0.79597217,"('superior', 'inferior')",-0.8253244,-0.8584398,-1.1571218,-1.2775041,-0.027557254,0.057864845,-1.3918263,-1.3461272,-0.8530369758605957,-0.8440357208251953,0.00900125503540039
43,-0.80942357,-0.82274246,"('genuine', 'fake')",0.49274534,0.51856124,-0.88209367,-0.8439047,-0.85713863,-0.61853474,0.28949204,0.45502156,-0.3532837152481079,-0.26231980323791504,0.09096391201019288
101,-0.8064605,-0.64120823,"('successful', 'unsuccessful')",-0.89957243,-0.94783556,-1.4052863,-1.3332239,-0.95850384,-0.51767755,-1.1371003,-1.154093,-1.0413846969604492,-0.9188076972961425,0.12257699966430669
47,-0.7978065,-0.93501663,"('forgiving', 'unforgiving')",-0.74930066,-0.5109968,-0.5199685,-0.081739336,-0.8202925,-0.7560828,-0.79737777,-0.8099824,-0.7369492053985596,-0.618763542175293,0.11818566322326662
79,0.7848477,0.6804992,"('determined', 'doubtful')",0.8897472,0.8180775,-0.43615705,-0.7121421,-0.42286015,-0.18868315,-0.3074849,-0.27489233,0.10161857604980469,0.06457180976867676,-0.037046766281127935
88,0.77902675,0.8387666,"('impulsive', 'meek')",1.1357977,0.689323,2.3731697,2.442669,0.6174774,0.38412514,0.28178763,0.056844294,1.037451934814453,0.8823455810546875,-0.15510635375976556
94,0.693487,0.600362,"('aggressive', 'submissive')",0.45391607,0.68634987,0.44473496,0.3389932,-0.0729906,0.21616846,0.7607489,0.7625776,0.4559792518615723,0.5208902359008789,0.06491098403930662
73,-0.6910256,-0.94759643,"('brilliant', 'incompetent')",0.13757253,-0.0800339,-1.5495279,-1.870688,-0.42423227,-0.58149046,-0.7814729,-0.7207622,-0.6617372512817383,-0.8401142120361328,-0.17837696075439446
37,0.67882466,0.62311536,"('good', 'evil')",0.43938786,0.26428354,2.1702826,2.0005054,2.030085,1.6277502,0.5464847,0.5095457,1.173012924194336,1.0050400733947753,-0.1679728507995606
30,-0.6703165,-0.77471983,"('honest', 'dishonest')",-1.5715175,-1.6089077,-1.9567086,-2.1086383,0.15924847,0.17910752,-0.2947189,-0.32774892,-0.8668025970458985,-0.9281813621520996,-0.061378765106201105
110,0.6690136,0.48704082,"('narrow-minded', 'open-minded')",0.9423672,0.7834036,0.87975514,1.3293551,0.25252149,0.07208139,0.926427,1.0074098,0.7340168952941895,0.735858154296875,0.0018412590026855025
41,0.66722846,0.93441516,"('incorrupt', 'corrupt')",0.18403721,0.1262362,1.8049561,1.973223,1.0643917,1.2929312,0.31887162,0.28574446,0.8078969955444336,0.9225100517272949,0.11461305618286133
31,-0.66106933,-0.65512264,"('altruistic', 'egoistic')",-0.6022098,-0.7353118,0.32064956,0.6118533,-1.15094,-0.926945,-0.6146734,-0.6865773,-0.5416485786437988,-0.47842068672180177,0.06322789192199701
57,-0.6394316,-0.71352136,"('able', 'unable')",0.14282426,-0.0006297827,-0.89419556,-1.2321043,0.55946934,0.44585997,-1.4220517,-1.4435263,-0.4506770133972168,-0.5887843608856201,-0.13810734748840336
54,0.6381036,0.3379616,"('smart', 'stupid')",1.0975463,1.0455928,0.98687166,0.70024854,1.3725827,1.2396567,0.18848869,0.04097292,0.8567185401916504,0.6728865146636963,-0.18383202552795408
60,-0.6291101,-0.5191184,"('educated', 'uneducated')",-1.7056144,-1.5260056,-0.91010934,-0.57183266,-0.92148244,-0.05934328,0.11995143,0.27078682,-0.8092729568481445,-0.48110265731811525,0.32817029953002924
4,-0.6123646,-0.86413956,"('likable', 'unlikable')",-0.74760413,-1.01613,-1.064618,-1.2465765,-0.34273508,-0.4751693,-0.77161777,-0.821925,-0.7077878952026367,-0.8847881317138672,-0.17700023651123042
105,-0.6006446,-0.6436379,"('conventional', 'modern')",-1.011471,-1.0496438,-0.5445426,-0.58546513,0.31028068,0.06173423,0.086036995,0.15572067,-0.3520680904388428,-0.4122583866119385,-0.06019029617309568
74,-0.59884924,-0.51708055,"('insightful', 'unperceptive')",-2.2165906,-2.3376427,-1.5599453,-1.5704445,-0.65184647,-0.40149158,-1.3850485,-1.5403227,-1.2824560165405274,-1.2733963966369628,0.00905961990356463
15,0.55246526,0.75509906,"('polite', 'impolite')",0.7157667,0.84402835,-0.17679143,-0.5719615,0.7056309,1.0196683,1.5906168,1.7116288,0.6775376319885253,0.7516925811767579,0.07415494918823251
44,-0.5479785,-0.6832041,"('truthful', 'untruthful')",-0.52573866,-0.6208297,-1.9539286,-1.9128455,-1.2565019,-1.1856031,-0.47101972,-0.51034075,-0.9510334014892579,-0.982564640045166,-0.031531238555908114
46,0.53713036,0.8010709,"('generous', 'stingy')",1.1583265,1.4427539,2.013849,2.0658147,1.6508485,1.4480778,-0.07711604,-0.03553191,1.0566076278686523,1.1444371223449707,0.08782949447631849
77,-0.5210953,-0.20075691,"('active', 'inactive')",-0.078360364,-0.27548856,1.7122364,1.9842403,1.4749324,1.5930121,1.0778298,0.96603346,0.7331086158752441,0.813408088684082,0.08029947280883787
80,0.52089506,0.5262945,"('independent', 'dependent')",0.06652625,0.013384938,-0.15154228,-0.46648905,1.4934682,1.5518814,-0.292361,-0.1643354,0.3273972272872925,0.2921473026275635,-0.03524992465972898
102,-0.49004173,-0.48867235,"('eminent', 'low')",-0.29299122,-0.49591234,-0.8335433,-0.7844509,-1.9343209,-1.3045735,-0.2941496,-0.3686868,-0.7690093517303467,-0.6884592056274415,0.08055014610290523
83,-0.48659503,-0.38526213,"('energetic', 'lethargic')",-0.78670347,-0.7935468,-0.94127965,-1.0467279,0.22871579,0.45529526,0.5278597,0.5429225,-0.2916005373001099,-0.24546380043029786,0.04613673686981201
7,-0.4694147,-0.37898213,"('outgoing', 'distant')",-0.88669884,-1.2293333,0.57154685,0.12998667,1.189614,0.5929978,-0.58277994,-0.694929,-0.035546517372131346,-0.3160520076751709,-0.28050549030303956
84,-0.45674235,-0.27273923,"('self-confident', 'diffident')",0.07232165,-0.23763105,-1.121517,-1.3930862,0.29401252,0.32820246,-0.7714989,-0.86518186,-0.3966847896575928,-0.48808717727661133,-0.09140238761901853
0,-0.44959193,-0.07234067,"('sociable', 'unsociable')",-0.19430423,0.21850747,-1.2150991,-1.3397728,-0.44914117,0.13107008,0.05855742,0.07776919,-0.44991579055786135,-0.1969533681869507,0.25296242237091066
96,-0.44869617,-0.5798142,"('powerful', 'powerless')",1.6995502,1.6951721,-0.74339056,-0.4384681,-0.4621451,-0.056089908,-0.57727915,-0.6220746,-0.1063921570777893,-0.00025494098663330077,0.106137216091156
20,-0.38890502,-0.07961507,"('popular', 'unpopular')",-0.035845406,-0.20082489,-0.027874291,0.18889451,-0.69090486,-0.30406737,0.5365697,0.21459287,-0.12139196395874023,-0.03620399236679077,0.08518797159194946
76,-0.38846773,-0.44285837,"('secure', 'insecure')",-0.3842275,0.030869126,-0.7153901,-0.823815,0.9777293,1.0950264,1.1274952,1.3533676,0.12342784404754639,0.24251794815063477,0.11909010410308837
22,0.3486718,0.31105947,"('welcoming', 'disagreeable')",-0.26900083,-0.2040399,0.6036588,0.33483714,1.1257564,1.0591731,0.20748587,0.09050192,0.40331439971923827,0.31830635070800783,-0.08500804901123044
21,0.3448851,0.4151907,"('nice', 'nasty')",0.865172,1.0441111,-0.026591182,-0.2619655,-0.11378178,-0.11156237,1.0396606,0.9712037,0.42186894416809084,0.4113955497741699,-0.01047339439392092
92,-0.34237942,-0.26797116,"('unwavering', 'wavering')",-1.371525,-1.4627593,-0.4258954,-0.5515662,-0.15091673,0.03800966,0.4924801,0.25232053,-0.3596473217010498,-0.3983932971954346,-0.0387459754943848
66,-0.31850794,0.14448154,"('imaginative', 'unimaginative')",1.7984312,1.9160259,2.6820338,2.261303,0.74717593,0.83047426,0.8585517,0.76961935,1.153536891937256,1.1843808174133301,0.030843925476074174
106,0.30721742,0.24974412,"('conventional', 'unconventional')",1.2993984,1.4505728,-0.7104155,-0.47544807,0.42367268,0.5206246,-0.0120714605,-0.08833283,0.2615602970123291,0.3314321041107178,0.0698718070983887
25,0.2691043,0.09564304,"('moral', 'immoral')",-0.5495923,-0.42972127,-2.282896,-2.5171776,-0.32407588,-0.24690166,-0.7431109,-0.68911284,-0.7261141777038574,-0.7574541091918945,-0.03133993148803704
24,-0.26813772,-0.42503083,"('thoughtful', 'rough')",-0.23848522,-0.14970952,-0.9824946,-0.7833854,-0.11378421,-0.010663897,-1.3099368,-1.2587152,-0.5825676918029785,-0.5255009651184082,0.05706672668457036
69,-0.2649992,-0.10902673,"('wise', 'foolish')",-0.6729833,-0.9875402,0.36038038,0.63382614,0.39540273,0.23331529,0.067309886,0.13997054,-0.022977906465530395,-0.017890989780426025,0.005086916685104369
71,0.2640699,-0.18201387,"('efficient', 'inefficient')",-0.68018186,-0.549804,-2.0568032,-2.5050464,-0.32095218,-0.24020219,-0.58844995,-0.47530967,-0.6764634609222412,-0.7904751777648926,-0.11401171684265143
26,-0.25151458,-0.059240073,"('trustworthy', 'untrustworthy')",-0.35686257,-0.40186012,0.21188873,0.00029477477,1.1429154,1.0461619,-0.06561443,0.004484415,0.13616249561309815,0.11796817779541016,-0.01819431781768799
78,0.2160867,0.12377754,"('active', 'inactive')",1.0016036,0.7120829,2.3364327,1.8126174,2.5130506,2.0321116,0.5061001,0.280157,1.3146547317504882,0.9921493530273438,-0.32250537872314444
23,0.19074887,0.251213,"('hospitable', 'inhospitable')",-0.26044792,-0.5826237,0.3691526,0.03515616,0.6322131,0.7177207,-0.23480515,-0.2513324,0.13937230110168458,0.034026747941970824,-0.10534555315971375
2,-0.17329386,-0.20625229,"('friendly', 'unfriendly')",0.10653454,0.399545,-0.9357409,-0.7779233,0.32121667,0.70204824,0.022925794,0.099622965,-0.1316715359687805,0.04340813159942627,0.17507966756820678
35,-0.16775708,-0.037435785,"('fair', 'unfair')",0.016712442,-0.0033596903,0.24420986,0.2286874,0.9130465,0.96510124,0.32773763,0.35577506,0.2667898654937744,0.30175366401672366,0.03496379852294923
16,0.1627312,0.030890644,"('social', 'antisocial')",0.2795266,0.46477503,-0.65929323,-0.736814,0.17122644,0.35229135,0.119609594,0.16813245,0.01476011872291565,0.05585508942604065,0.041094970703125
91,-0.12150155,-0.031055331,"('resilient', 'nonresilient')",0.63446367,0.73370516,-0.3173849,-0.23616102,0.5185163,0.6936498,-0.55113375,-0.6486126,0.0325919508934021,0.10230519771575927,0.06971324682235717
39,-0.11653426,0.04679788,"('right', 'wrong')",0.75070196,0.51270443,-0.23306245,-0.07319087,0.08945876,0.31654406,-0.1895954,-0.08878124,0.06019371747970581,0.14281485080718995,0.08262113332748414
56,-0.10680768,0.049877077,"('intelligent', 'dumb')",0.74053323,0.7549103,1.792841,1.8995522,0.5996976,0.8302287,0.4896385,0.2243239,0.7031805515289307,0.7517784595489502,0.04859790802001951
52,-0.09719241,0.06445336,"('competitive', 'uncompetitive')",-0.019819617,0.035560608,-0.53497434,-0.62516826,-0.33039773,-0.1264925,0.09965813,0.08065638,-0.17654519081115722,-0.11419808864593506,0.06234710216522216
70,-0.095879346,0.040144965,"('wise', 'unwise')",-0.22921562,-0.1455794,0.51820874,0.24935251,-0.35352653,-0.18042706,-0.20731306,-0.19266361,-0.0735451638698578,-0.04583451747894287,0.027710646390914924
42,-0.09393078,0.1042493,"('amicable', 'hostile')",0.81864345,0.653674,1.6629553,1.9203688,0.7328032,0.8193992,0.2545532,0.21084839,0.6750048637390137,0.7417078971862793,0.06670303344726558
61,-0.07082982,0.23251656,"('rational', 'irrational')",0.19487056,0.09538987,1.4355612,1.8227739,0.5159825,0.6112448,0.8968626,1.0270501,0.5944893836975098,0.7577950477600097,0.1633056640624999
14,-0.070416614,-0.019571006,"('supportive', 'unsupportive')",0.8450122,0.7476977,0.2657648,0.06540138,0.19830193,0.1276762,-0.5425741,-0.5682769,0.13921762704849244,0.07058547735214234,-0.0686321496963501
89,-0.06332643,-0.039498836,"('daring', 'anxious')",-0.92452294,-0.85655177,-0.22999609,-0.11009905,0.5931781,0.7192178,0.4301396,0.29903364,-0.038905549049377444,0.002420353889465332,0.04132590293884278
93,-0.020506978,0.061064705,"('dominating', 'dominated')",1.3259864,1.607507,-0.10364176,0.3352378,0.099785954,0.60346097,0.81947625,0.9229988,0.42421998977661135,0.7060538291931152,0.28183383941650386
17,-0.015452772,0.072748154,"('social', 'antisocial')",0.33156028,0.40966216,-0.44368005,-0.1511412,0.34417093,0.36537528,-0.11925841,0.0002001524,0.019467996060848237,0.13936891555786132,0.11990091949701309
45,0.010639042,-0.15136428,"('cooperative', 'exploitative')",0.0488908,-0.1737825,-0.94885653,-0.63514686,0.23408903,0.40989384,-1.2218313,-1.070503,-0.3754137992858887,-0.32418055534362794,0.05123324394226075
