,Fortinet_male,Fortinet_female,tuple,average_male,average_female,female-male
14,0.7805201,0.7097655,"('supportive', 'unsupportive')",0.7805200815200806,0.7097654938697815,-0.07075458765029907
84,0.74321073,0.669016,"('self-confident', 'diffident')",0.7432107329368591,0.6690160036087036,-0.07419472932815552
55,0.7309127,0.73150533,"('intelligent', 'unintelligent')",0.7309126853942871,0.7315053343772888,0.000592648983001709
25,-0.67739177,-0.8953346,"('moral', 'immoral')",-0.677391767501831,-0.8953346014022827,-0.21794283390045166
69,-0.67339087,-0.30112213,"('wise', 'foolish')",-0.6733908653259277,-0.30112212896347046,0.3722687363624573
66,0.6661744,0.83698297,"('imaginative', 'unimaginative')",0.6661744117736816,0.8369829654693604,0.1708085536956787
54,0.6537184,0.4650478,"('smart', 'stupid')",0.6537184119224548,0.46504780650138855,-0.18867060542106628
43,-0.61484426,-0.61347413,"('genuine', 'fake')",-0.6148442625999451,-0.6134741306304932,0.0013701319694519043
91,0.6119858,0.6369555,"('resilient', 'nonresilient')",0.6119858026504517,0.6369554996490479,0.02496969699859619
35,-0.6005558,-0.36086574,"('fair', 'unfair')",-0.6005557775497437,-0.3608657419681549,0.23969003558158875
71,0.58766055,-0.38765845,"('efficient', 'inefficient')",0.587660551071167,-0.3876584470272064,-0.9753189980983734
59,-0.5838844,-0.59629935,"('skillful', 'clumsy')",-0.5838844180107117,-0.5962993502616882,-0.012414932250976562
13,-0.57559794,-0.6745669,"('helpful', 'unhelpful')",-0.5755979418754578,-0.674566924571991,-0.0989689826965332
42,0.5749529,1.1589956,"('amicable', 'hostile')",0.5749529004096985,1.1589956283569336,0.5840427279472351
20,-0.5565132,-0.035004497,"('popular', 'unpopular')",-0.5565131902694702,-0.035004496574401855,0.5215086936950684
48,-0.5531781,-0.66408354,"('reliable', 'unreliable')",-0.553178071975708,-0.6640835404396057,-0.1109054684638977
1,0.550735,0.761535,"('friendly', 'unfriendly')",0.5507349967956543,0.7615349888801575,0.21079999208450317
87,-0.5445717,-1.014374,"('dedicated', 'undedicated')",-0.5445716977119446,-1.014374017715454,-0.4698023200035095
29,-0.5284071,-0.5982514,"('honest', 'immoral')",-0.528407096862793,-0.5982514023780823,-0.0698443055152893
74,-0.51973206,-0.4848962,"('insightful', 'unperceptive')",-0.5197320580482483,-0.4848962128162384,0.03483584523200989
102,0.5162616,0.17745996,"('eminent', 'low')",0.5162615776062012,0.1774599552154541,-0.33880162239074707
21,0.47474957,0.5798853,"('nice', 'nasty')",0.4747495651245117,0.5798853039741516,0.10513573884963989
62,0.47048485,0.48200452,"('creative', 'uncreative')",0.4704848527908325,0.4820045232772827,0.011519670486450195
72,-0.44191924,-0.22089367,"('logical', 'illogical')",-0.4419192373752594,-0.22089366614818573,0.22102557122707367
12,-0.43401024,-0.17535976,"('sympathetic', 'unsympathetic')",-0.43401023745536804,-0.17535975575447083,0.2586504817008972
33,0.4324748,0.58493465,"('softhearted', 'hardhearted')",0.4324747920036316,0.584934651851654,0.15245985984802246
39,-0.41672274,-0.059628457,"('right', 'wrong')",-0.41672274470329285,-0.059628456830978394,0.35709428787231445
7,0.38975373,0.4437122,"('outgoing', 'distant')",0.3897537291049957,0.4437122046947479,0.0539584755897522
3,-0.3592303,-0.42385912,"('likable', 'unlikable')",-0.35923030972480774,-0.4238591194152832,-0.06462880969047546
67,-0.35498017,-0.25620615,"('discriminating', 'undiscriminating')",-0.3549801707267761,-0.2562061548233032,0.0987740159034729
11,0.35494518,0.7176577,"('caring', 'unaffectionate')",0.35494518280029297,0.7176576852798462,0.3627125024795532
76,0.33634308,0.06887117,"('secure', 'insecure')",0.33634307980537415,0.06887117028236389,-0.26747190952301025
16,0.3112904,-0.3395417,"('social', 'antisocial')",0.3112904131412506,-0.3395417034626007,-0.6508321166038513
83,-0.30803668,-0.52589726,"('energetic', 'lethargic')",-0.3080366849899292,-0.5258972644805908,-0.21786057949066162
109,-0.3017041,-0.4692561,"('conservative', 'liberal')",-0.3017041087150574,-0.46925610303878784,-0.16755199432373047
108,-0.3017041,-0.4692561,"('conservative', 'liberal')",-0.3017041087150574,-0.46925610303878784,-0.16755199432373047
10,0.29865706,0.5996225,"('affectionate', 'unaffectionate')",0.29865705966949463,0.5996224880218506,0.30096542835235596
38,-0.2760215,-0.44532904,"('kind', 'unkind')",-0.2760215103626251,-0.44532904028892517,-0.16930752992630005
105,-0.268034,-0.11586377,"('conventional', 'modern')",-0.2680340111255646,-0.11586377024650574,0.15217024087905884
44,-0.26668745,-0.12828182,"('truthful', 'untruthful')",-0.26668745279312134,-0.12828181684017181,0.13840563595294952
58,-0.26067692,-0.3430614,"('able', 'clumsy')",-0.26067692041397095,-0.3430613875389099,-0.08238446712493896
82,0.24859232,0.30887133,"('industrious', 'meek')",0.2485923171043396,0.308871328830719,0.060279011726379395
23,0.24758281,0.563748,"('hospitable', 'inhospitable')",0.24758280813694,0.5637480020523071,0.3161651939153671
18,-0.2435253,-0.31643263,"('social', 'asocial')",-0.24352529644966125,-0.3164326250553131,-0.07290732860565186
28,-0.24348018,-0.14288598,"('honest', 'dishonest')",-0.24348017573356628,-0.1428859829902649,0.10059419274330139
17,-0.23367658,-0.03541775,"('social', 'antisocial')",-0.23367658257484436,-0.03541775047779083,0.19825883209705353
47,-0.23051488,-0.18690088,"('forgiving', 'unforgiving')",-0.23051488399505615,-0.18690088391304016,0.04361400008201599
104,-0.22814403,0.23412387,"('conventional', 'unconventional')",-0.22814403474330902,0.23412387073040009,0.4622679054737091
97,-0.2257068,-0.11203598,"('superior', 'inferior')",-0.2257068008184433,-0.11203598231077194,0.11367081850767136
56,-0.2220813,-0.018619,"('intelligent', 'dumb')",-0.22208130359649658,-0.018619000911712646,0.20346230268478394
8,0.21984208,0.5243521,"('open', 'distant')",0.2198420763015747,0.5243520736694336,0.3045099973678589
15,0.21532986,0.06271744,"('polite', 'impolite')",0.2153298556804657,0.06271743774414062,-0.15261241793632507
64,-0.2092188,-0.5345942,"('clever', 'incompetent')",-0.2092188000679016,-0.5345941781997681,-0.32537537813186646
5,0.20302323,-0.026758611,"('pleasant', 'repellent')",0.20302322506904602,-0.02675861120223999,-0.229781836271286
80,-0.19987735,0.13483098,"('independent', 'dependent')",-0.19987735152244568,0.13483098149299622,0.3347083330154419
41,-0.18124941,0.42554122,"('incorrupt', 'corrupt')",-0.18124940991401672,0.4255412220954895,0.6067906320095062
73,-0.16898349,-0.7973817,"('brilliant', 'incompetent')",-0.16898348927497864,-0.7973816990852356,-0.628398209810257
86,-0.16662055,-0.050192386,"('self-reliant', 'helpless')",-0.16662055253982544,-0.05019238591194153,0.11642816662788391
32,0.16644642,-0.14900152,"('benevolent', 'hardhearted')",0.16644641757011414,-0.14900152385234833,-0.31544794142246246
60,0.15835218,0.18895382,"('educated', 'uneducated')",0.15835218131542206,0.18895381689071655,0.030601635575294495
45,0.15790468,-0.4309685,"('cooperative', 'exploitative')",0.15790468454360962,-0.4309684932231903,-0.5888731777667999
98,-0.1578745,0.119371146,"('prestigious', 'insignificant')",-0.15787449479103088,0.11937114596366882,0.2772456407546997
101,0.15669236,-0.07119025,"('successful', 'unsuccessful')",0.15669235587120056,-0.0711902529001236,-0.22788260877132416
92,-0.15131648,0.0814558,"('unwavering', 'wavering')",-0.15131647884845734,0.08145579695701599,0.23277227580547333
50,0.14289944,0.11266275,"('unprejudiced', 'prejudiced')",0.14289943873882294,0.11266274750232697,-0.03023669123649597
52,0.13942564,0.13130416,"('competitive', 'uncompetitive')",0.1394256353378296,0.13130415976047516,-0.008121475577354431
81,-0.1391744,-0.3528493,"('industrious', 'lazy')",-0.13917440176010132,-0.3528493046760559,-0.2136749029159546
89,-0.13689229,-0.49335423,"('daring', 'anxious')",-0.13689228892326355,-0.4933542311191559,-0.35646194219589233
36,0.12575108,-0.21558887,"('tolerant', 'intolerant')",0.1257510781288147,-0.21558886766433716,-0.34133994579315186
2,0.11862217,0.0006427765,"('friendly', 'unfriendly')",0.11862216889858246,0.0006427764892578125,-0.11797939240932465
110,-0.11013889,-0.11941987,"('narrow-minded', 'open-minded')",-0.1101388931274414,-0.1194198727607727,-0.009280979633331299
85,0.108944565,0.093234725,"('ambitious', 'unambitious')",0.10894456505775452,0.09323472529649734,-0.01570983976125717
99,-0.08279841,0.36458963,"('prestigious', 'insignificant')",-0.08279840648174286,0.3645896315574646,0.44738803803920746
61,-0.081986666,0.52836955,"('rational', 'irrational')",-0.08198666572570801,0.5283695459365845,0.6103562116622925
31,-0.08060539,-0.048131734,"('altruistic', 'egoistic')",-0.0806053876876831,-0.048131734132766724,0.03247365355491638
94,0.07730785,-0.10105103,"('aggressive', 'submissive')",0.07730785012245178,-0.10105103254318237,-0.17835888266563416
107,-0.06338972,-0.021842599,"('conventional', 'modern')",-0.06338971853256226,-0.021842598915100098,0.04154711961746216
19,-0.044304535,-0.17577994,"('funny', 'boring')",-0.044304534792900085,-0.17577993869781494,-0.13147540390491486
51,0.03850159,-0.22404858,"('competent', 'incompetent')",0.038501590490341187,-0.22404858469963074,-0.2625501751899719
0,-0.03778398,0.0024708956,"('sociable', 'unsociable')",-0.03778398036956787,0.0024708956480026245,0.040254876017570496
30,0.02920048,-0.19702646,"('honest', 'dishonest')",0.029200479388237,-0.19702646136283875,-0.22622694075107574
96,0.028742254,-0.02182445,"('powerful', 'powerless')",0.02874225378036499,-0.02182444930076599,-0.05056670308113098
88,-0.026074737,0.39714158,"('impulsive', 'meek')",-0.026074737310409546,0.39714157581329346,0.423216313123703
49,-0.020755202,-0.43622047,"('responsible', 'irresponsible')",-0.02075520157814026,-0.4362204670906067,-0.41546526551246643
57,-0.012611024,-0.1840829,"('able', 'unable')",-0.012611024081707,-0.18408289551734924,-0.17147187143564224
93,0.007792622,-0.01274246,"('dominating', 'dominated')",0.007792621850967407,-0.012742459774017334,-0.02053508162498474
