,Brown_male,Brown_female,tuple,&_male,&_female,average_male,average_female,female-male
100,-1.4394586,-1.070765,"('influential', 'uninfluential')",-0.7749443,-0.5667411,-1.1072014570236206,-0.8187530636787415,0.28844839334487915
68,-1.3603187,-1.7143549,"('clever', 'inept')",-1.4675927,-1.5158814,-1.4139556884765625,-1.615118145942688,-0.2011624574661255
88,1.3228219,1.4686317,"('impulsive', 'meek')",1.1357977,0.689323,1.2293097972869873,1.078977346420288,-0.15033245086669922
105,-1.2804142,-1.1998482,"('conventional', 'modern')",-1.011471,-1.0496438,-1.1459426879882812,-1.1247459650039673,0.021196722984313965
44,-1.2195209,-1.2049935,"('truthful', 'untruthful')",-0.52573866,-0.6208297,-0.8726297616958618,-0.912911593914032,-0.040281832218170166
22,1.2122747,0.8479286,"('welcoming', 'disagreeable')",-0.26900083,-0.2040399,0.47163692116737366,0.32194435596466064,-0.149692565202713
49,-1.1849496,-1.063528,"('responsible', 'irresponsible')",-0.61115694,-0.70318985,-0.8980532884597778,-0.883358895778656,0.014694392681121826
74,-1.16866,-1.1355098,"('insightful', 'unperceptive')",-2.2165906,-2.3376427,-1.6926252841949463,-1.7365763187408447,-0.04395103454589844
47,-1.1596849,-0.90415573,"('forgiving', 'unforgiving')",-0.74930066,-0.5109968,-0.9544928073883057,-0.7075762748718262,0.2469165325164795
80,1.1513319,1.0168507,"('independent', 'dependent')",0.06652625,0.013384938,0.6089290976524353,0.5151178240776062,-0.0938112735748291
2,-1.1434683,-0.9775498,"('friendly', 'unfriendly')",0.10653454,0.399545,-0.5184668302536011,-0.289002388715744,0.22946444153785706
104,-1.1360903,-0.87700987,"('conventional', 'unconventional')",-0.45263612,-0.33058608,-0.7943632006645203,-0.603797972202301,0.19056522846221924
36,-1.0985587,-1.125374,"('tolerant', 'intolerant')",-0.61836326,-0.68739563,-0.8584609627723694,-0.9063848257064819,-0.04792386293411255
43,-1.0850769,-0.99169207,"('genuine', 'fake')",0.49274534,0.51856124,-0.29616579413414,-0.23656541109085083,0.059600383043289185
20,1.0846411,1.012119,"('popular', 'unpopular')",-0.035845406,-0.20082489,0.5243978500366211,0.4056470990180969,-0.11875075101852417
55,-1.0746971,-1.0373605,"('intelligent', 'unintelligent')",-0.23286712,0.08165854,-0.6537821292877197,-0.477851003408432,0.17593112587928772
109,1.0419925,1.090014,"('conservative', 'liberal')",1.8477361,2.2259586,1.444864273071289,1.6579862833023071,0.21312201023101807
108,1.0419925,1.090014,"('conservative', 'liberal')",1.8477361,2.2259586,1.444864273071289,1.6579862833023071,0.21312201023101807
65,-0.99700737,-0.97825116,"('practical', 'impractical')",-0.5269672,-0.39912766,-0.7619873285293579,-0.6886894106864929,0.07329791784286499
10,-0.98617125,-0.9130678,"('affectionate', 'unaffectionate')",0.22535588,0.18459022,-0.3804076910018921,-0.36423879861831665,0.01616889238357544
82,0.9588245,0.68585724,"('industrious', 'meek')",0.93378353,0.7895844,0.9463040232658386,0.7377208471298218,-0.20858317613601685
33,-0.91411364,-0.86191225,"('softhearted', 'hardhearted')",-0.60674417,-0.23359776,-0.7604289054870605,-0.5477550029754639,0.21267390251159668
83,-0.90519214,-0.6249698,"('energetic', 'lethargic')",-0.78670347,-0.7935468,-0.845947802066803,-0.7092583179473877,0.13668948411941528
60,-0.88713104,-0.63502645,"('educated', 'uneducated')",-1.7056144,-1.5260056,-1.2963727712631226,-1.0805160999298096,0.215856671333313
73,-0.88586545,-1.1689264,"('brilliant', 'incompetent')",0.13757253,-0.0800339,-0.3741464614868164,-0.624480128288269,-0.25033366680145264
35,0.8776723,1.0504173,"('fair', 'unfair')",0.016712442,-0.0033596903,0.44719237089157104,0.5235288143157959,0.07633644342422485
9,-0.85546064,-0.8071872,"('sensitive', 'insensitive')",-0.51400375,-0.43757707,-0.68473219871521,-0.6223821640014648,0.06235003471374512
87,-0.8252023,-0.53312546,"('dedicated', 'undedicated')",-1.3853477,-1.4120058,-1.10527503490448,-0.9725656509399414,0.13270938396453857
97,-0.82217836,-0.7005265,"('superior', 'inferior')",-0.8253244,-0.8584398,-0.8237513899803162,-0.7794831395149231,0.044268250465393066
51,-0.8099507,-0.5264621,"('competent', 'incompetent')",-0.48839974,-0.38361037,-0.649175226688385,-0.4550362229347229,0.1941390037536621
62,-0.783487,-0.7411271,"('creative', 'uncreative')",-2.2511616,-2.446728,-1.5173243284225464,-1.5939275026321411,-0.07660317420959473
61,0.76851356,0.8074906,"('rational', 'irrational')",0.19487056,0.09538987,0.4816920757293701,0.4514402151107788,-0.03025186061859131
7,0.7637467,0.29543015,"('outgoing', 'distant')",-0.88669884,-1.2293333,-0.06147608160972595,-0.46695154905319214,-0.4054754674434662
41,0.7619428,0.8002223,"('incorrupt', 'corrupt')",0.18403721,0.1262362,0.4729900062084198,0.463229238986969,-0.009760767221450806
18,-0.75839627,-0.5809239,"('social', 'asocial')",-0.2036233,-0.10633722,-0.4810097813606262,-0.3436305522918701,0.1373792290687561
103,0.7482944,0.66439486,"('traditional', 'modern')",0.43213966,0.44099018,0.5902170538902283,0.5526925325393677,-0.037524521350860596
0,-0.74668956,-0.5063433,"('sociable', 'unsociable')",-0.19430423,0.21850747,-0.47049689292907715,-0.14391791820526123,0.3265789747238159
90,0.74158466,0.24595493,"('motivated', 'unmotivated')",0.6029837,0.55173934,0.6722841858863831,0.39884713292121887,-0.2734370529651642
30,-0.7172202,-0.48980576,"('honest', 'dishonest')",-1.5715175,-1.6089077,-1.1443688869476318,-1.0493566989898682,0.09501218795776367
72,-0.6881033,-0.45491987,"('logical', 'illogical')",-2.088004,-1.9749874,-1.3880536556243896,-1.2149536609649658,0.17309999465942383
107,0.68024004,0.979282,"('conventional', 'modern')",0.44311655,0.51828825,0.5616782903671265,0.748785138130188,0.18710684776306152
77,0.67493254,0.8389281,"('active', 'inactive')",-0.078360364,-0.27548856,0.2982860803604126,0.28171977400779724,-0.016566306352615356
14,0.6732962,0.7273362,"('supportive', 'unsupportive')",0.8450122,0.7476977,0.759154200553894,0.7375169992446899,-0.0216372013092041
63,-0.64861727,-0.93156284,"('capable', 'incapable')",-0.80940247,-1.0181079,-0.7290098667144775,-0.9748353958129883,-0.24582552909851074
56,0.6229398,0.67171764,"('intelligent', 'dumb')",0.74053323,0.7549103,0.6817365288734436,0.7133139371871948,0.03157740831375122
64,-0.61282843,-0.5707576,"('clever', 'incompetent')",-0.2842232,-0.120973915,-0.4485258162021637,-0.34586578607559204,0.10266003012657166
25,-0.5699149,-0.9609878,"('moral', 'immoral')",-0.5495923,-0.42972127,-0.5597535967826843,-0.6953545212745667,-0.13560092449188232
24,-0.5641792,-0.5660036,"('thoughtful', 'rough')",-0.23848522,-0.14970952,-0.40133219957351685,-0.3578565716743469,0.04347562789916992
19,-0.551614,-0.43523416,"('funny', 'boring')",0.20886248,0.038226932,-0.17137575149536133,-0.19850361347198486,-0.027127861976623535
26,0.48376676,0.6199949,"('trustworthy', 'untrustworthy')",-0.35686257,-0.40186012,0.0634520947933197,0.10906738042831421,0.04561528563499451
31,-0.48075485,-0.673379,"('altruistic', 'egoistic')",-0.6022098,-0.7353118,-0.5414823293685913,-0.7043454051017761,-0.16286307573318481
67,-0.46360314,-0.036485255,"('discriminating', 'undiscriminating')",-0.9230713,-0.78169817,-0.6933372020721436,-0.4090917110443115,0.28424549102783203
59,0.44753817,0.6254625,"('skillful', 'clumsy')",0.059923977,-0.009785771,0.2537310719490051,0.3078383505344391,0.05410727858543396
21,0.42593485,0.36438054,"('nice', 'nasty')",0.865172,1.0441111,0.645553469657898,0.7042458057403564,0.058692336082458496
102,-0.42080048,-0.4220117,"('eminent', 'low')",-0.29299122,-0.49591234,-0.3568958640098572,-0.45896202325820923,-0.10206615924835205
94,0.4189292,0.5958805,"('aggressive', 'submissive')",0.45391607,0.68634987,0.4364226460456848,0.6411151885986328,0.204692542552948
96,-0.41888517,-0.24411939,"('powerful', 'powerless')",1.6995502,1.6951721,0.6403324604034424,0.7255263328552246,0.08519387245178223
84,-0.39119965,-0.48327586,"('self-confident', 'diffident')",0.07232165,-0.23763105,-0.15943899750709534,-0.36045345664024353,-0.2010144591331482
45,-0.38550243,-0.6474923,"('cooperative', 'exploitative')",0.0488908,-0.1737825,-0.16830581426620483,-0.41063737869262695,-0.24233156442642212
42,0.35831434,0.2890461,"('amicable', 'hostile')",0.81864345,0.653674,0.5884789228439331,0.47136005759239197,-0.11711886525154114
76,0.35713005,0.40092775,"('secure', 'insecure')",-0.3842275,0.030869126,-0.013548731803894043,0.21589843928813934,0.2294471710920334
98,-0.3178793,-0.68541586,"('prestigious', 'insignificant')",-1.0710076,-1.416075,-0.6944434642791748,-1.0507454872131348,-0.35630202293395996
70,0.3099037,0.51068425,"('wise', 'unwise')",-0.22921562,-0.1455794,0.04034404456615448,0.18255242705345154,0.14220838248729706
101,-0.2842992,-0.18389112,"('successful', 'unsuccessful')",-0.89957243,-0.94783556,-0.5919358134269714,-0.5658633708953857,0.026072442531585693
71,-0.24718213,-0.5285056,"('efficient', 'inefficient')",-0.68018186,-0.549804,-0.46368199586868286,-0.5391547679901123,-0.07547277212142944
92,-0.23458052,-0.31317532,"('unwavering', 'wavering')",-1.371525,-1.4627593,-0.8030527830123901,-0.8879672884941101,-0.08491450548171997
5,0.22069861,0.19869268,"('pleasant', 'repellent')",0.30515563,0.32166058,0.2629271149635315,0.2601766288280487,-0.002750486135482788
54,0.2177917,-0.21084014,"('smart', 'stupid')",1.0975463,1.0455928,0.6576690077781677,0.4173763394355774,-0.24029266834259033
39,-0.20740673,-0.18334122,"('right', 'wrong')",0.75070196,0.51270443,0.2716476321220398,0.16468161344528198,-0.10696601867675781
17,-0.19438523,0.21876797,"('social', 'antisocial')",0.33156028,0.40966216,0.068587526679039,0.3142150640487671,0.2456275373697281
8,0.19191179,-0.29630724,"('open', 'distant')",-1.4330556,-1.7748258,-0.6205719113349915,-1.0355665683746338,-0.41499465703964233
57,0.16066524,-0.16357979,"('able', 'unable')",0.14282426,-0.0006297827,0.1517447531223297,-0.08210478723049164,-0.23384954035282135
106,-0.15224813,0.09725584,"('conventional', 'unconventional')",1.2993984,1.4505728,0.5735751390457153,0.7739143371582031,0.2003391981124878
79,0.13978589,0.21097046,"('determined', 'doubtful')",0.8897472,0.8180775,0.5147665739059448,0.514523983001709,-0.00024259090423583984
91,0.115436465,0.01911521,"('resilient', 'nonresilient')",0.63446367,0.73370516,0.3749500513076782,0.37641018629074097,0.0014601349830627441
23,0.099758804,-0.18079424,"('hospitable', 'inhospitable')",-0.26044792,-0.5826237,-0.080344557762146,-0.3817089796066284,-0.3013644218444824
93,-0.09899351,0.111462206,"('dominating', 'dominated')",1.3259864,1.607507,0.6134964227676392,0.8594846129417419,0.24598819017410278
52,-0.07578874,0.3194418,"('competitive', 'uncompetitive')",-0.019819617,0.035560608,-0.047804176807403564,0.17750120162963867,0.22530537843704224
69,0.07475895,0.09184265,"('wise', 'foolish')",-0.6729833,-0.9875402,-0.2991121709346771,-0.44784876704216003,-0.1487365961074829
99,0.0731405,-0.3029962,"('prestigious', 'insignificant')",-0.7048128,-1.1830682,-0.3158361613750458,-0.7430321574211121,-0.4271959960460663
15,-0.069849074,0.2067397,"('polite', 'impolite')",0.7157667,0.84402835,0.3229588270187378,0.5253840088844299,0.20242518186569214
89,-0.04863979,0.12175487,"('daring', 'anxious')",-0.92452294,-0.85655177,-0.48658135533332825,-0.3673984408378601,0.11918291449546814
110,-0.04613298,-0.062269926,"('narrow-minded', 'open-minded')",0.9423672,0.7834036,0.44811710715293884,0.3605668246746063,-0.08755028247833252
4,0.025635943,-0.26864204,"('likable', 'unlikable')",-0.74760413,-1.01613,-0.36098408699035645,-0.6423860192298889,-0.28140193223953247
85,0.024638444,0.09863047,"('ambitious', 'unambitious')",0.2667089,0.29304048,0.14567367732524872,0.19583547115325928,0.05016179382801056
16,-0.013087213,0.23253131,"('social', 'antisocial')",0.2795266,0.46477503,0.13321968913078308,0.3486531674861908,0.21543347835540771
