,DXC_male,DXC_female,tuple,Technology_male,Technology_female,average_male,average_female,female-male
41,0.7670407,0.5487952,"('incorrupt', 'corrupt')",0.8519176,0.960517,0.8094791769981384,0.7546560764312744,-0.054823100566864014
12,0.7627599,1.1701825,"('sympathetic', 'unsympathetic')",-0.1506499,-0.05805701,0.3060550093650818,0.5560626983642578,0.250007688999176
40,-0.73614895,-0.76257765,"('honorable', 'mean')",-3.4076068,-3.229173,-2.071877956390381,-1.995875358581543,0.07600259780883789
45,-0.7206867,-0.6530518,"('cooperative', 'exploitative')",0.44106287,0.30519882,-0.1398119032382965,-0.1739264875650406,-0.03411458432674408
3,0.7127818,0.7206392,"('likable', 'unlikable')",0.6347776,0.45715207,0.6737797260284424,0.5888956785202026,-0.08488404750823975
15,0.69856036,1.0458269,"('polite', 'impolite')",0.30762345,0.43488568,0.5030919313430786,0.7403563261032104,0.23726439476013184
64,-0.6815103,-0.26494038,"('clever', 'incompetent')",-0.3306148,-0.24608713,-0.5060625672340393,-0.2555137574672699,0.2505488097667694
0,0.67091537,1.1723394,"('sociable', 'unsociable')",-0.3882349,-0.048843503,0.1413402259349823,0.5617479681968689,0.4204077422618866
109,-0.66714734,-0.2727956,"('conservative', 'liberal')",0.62105006,0.5297653,-0.02304863929748535,0.12848486006259918,0.15153349936008453
108,-0.66714734,-0.2727956,"('conservative', 'liberal')",0.62105006,0.5297653,-0.02304863929748535,0.12848486006259918,0.15153349936008453
1,0.66347384,0.6498763,"('friendly', 'unfriendly')",-1.4575164,-1.1979148,-0.3970212936401367,-0.2740192711353302,0.12300202250480652
58,-0.61543506,-0.50737166,"('able', 'clumsy')",-0.4597396,-0.17600323,-0.5375873446464539,-0.3416874408721924,0.19589990377426147
66,0.6143114,0.8035496,"('imaginative', 'unimaginative')",0.6607077,0.4730898,0.6375095844268799,0.638319730758667,0.0008101463317871094
2,0.6029106,1.093641,"('friendly', 'unfriendly')",-0.6264745,-0.51075757,-0.011781960725784302,0.29144173860549927,0.30322369933128357
27,-0.6029049,-0.21577898,"('sincere', 'insincere')",-3.9271848,-3.3336744,-2.265044927597046,-1.7747267484664917,0.4903181791305542
100,0.5833777,0.87151164,"('influential', 'uninfluential')",-0.49089026,-0.21607703,0.04624372720718384,0.32771730422973633,0.2814735770225525
82,0.58076143,0.30645323,"('industrious', 'meek')",-1.3648094,-1.3840793,-0.3920239806175232,-0.538813054561615,-0.1467890739440918
90,0.5800573,0.5697713,"('motivated', 'unmotivated')",-0.20765167,-0.25183707,0.18620282411575317,0.15896710753440857,-0.027235716581344604
11,0.5744311,0.64800507,"('caring', 'unaffectionate')",-1.5134301,-1.3172374,-0.46949949860572815,-0.33461615443229675,0.1348833441734314
14,0.5621019,0.54628015,"('supportive', 'unsupportive')",-0.27980688,-0.39534724,0.14114750921726227,0.07546645402908325,-0.06568105518817902
69,-0.55962163,-0.7515205,"('wise', 'foolish')",-0.65682846,-0.5200558,-0.6082250475883484,-0.6357881426811218,-0.027563095092773438
103,0.5407476,0.69933,"('traditional', 'modern')",2.5831323,2.6984918,1.5619399547576904,1.6989109516143799,0.13697099685668945
46,0.5314677,0.6120724,"('generous', 'stingy')",1.9517844,1.8540387,1.2416260242462158,1.233055591583252,-0.008570432662963867
47,0.52825046,0.68129575,"('forgiving', 'unforgiving')",0.6328981,0.8192686,0.5805742740631104,0.7502821683883667,0.16970789432525635
36,-0.50931394,-0.14863622,"('tolerant', 'intolerant')",-1.1594255,-1.1725308,-0.8343697190284729,-0.66058349609375,0.1737862229347229
63,-0.49404874,-0.38778093,"('capable', 'incapable')",-1.6628137,-1.4045194,-1.078431248664856,-0.8961501717567444,0.18228107690811157
85,-0.4895444,-0.36188838,"('ambitious', 'unambitious')",-0.23258564,-0.21707225,-0.3610650300979614,-0.2894803285598755,0.07158470153808594
9,0.48225027,0.7361211,"('sensitive', 'insensitive')",-0.44005343,-0.3979478,0.021098420023918152,0.16908666491508484,0.1479882448911667
101,-0.46879816,-0.32981238,"('successful', 'unsuccessful')",-1.9572806,-1.7208159,-1.2130393981933594,-1.0253140926361084,0.18772530555725098
10,0.46786568,0.38014832,"('affectionate', 'unaffectionate')",-1.0886358,-0.9393084,-0.3103850483894348,-0.2795800566673279,0.030804991722106934
30,0.4545877,0.78525126,"('honest', 'dishonest')",0.007945895,0.20352894,0.2312667965888977,0.4943901002407074,0.2631233036518097
67,-0.44239223,-0.26879692,"('discriminating', 'undiscriminating')",-0.24411757,-0.24877724,-0.3432548940181732,-0.2587870955467224,0.0844677984714508
54,0.44157636,0.18207996,"('smart', 'stupid')",-0.6970398,-0.78281415,-0.12773171067237854,-0.3003670871257782,-0.17263537645339966
7,0.42146075,0.015739486,"('outgoing', 'distant')",0.34490177,0.05879967,0.38318127393722534,0.037269577383995056,-0.3459116965532303
79,-0.41975328,-0.31171328,"('determined', 'doubtful')",-0.12436968,-0.121964455,-0.27206146717071533,-0.21683886647224426,0.05522260069847107
52,0.41152373,0.6628568,"('competitive', 'uncompetitive')",0.14668304,0.1468715,0.2791033983230591,0.4048641622066498,0.1257607638835907
19,-0.3868814,-0.3620852,"('funny', 'boring')",-0.57479155,-0.53433347,-0.4808364808559418,-0.44820934534072876,0.03262713551521301
99,-0.37888813,-0.7718184,"('prestigious', 'insignificant')",-1.706446,-1.4715466,-1.0426671504974365,-1.1216825246810913,-0.07901537418365479
106,0.36181372,0.68403053,"('conventional', 'unconventional')",0.32939285,0.528706,0.3456032872200012,0.6063683032989502,0.260765016078949
98,-0.35859552,-0.6665468,"('prestigious', 'insignificant')",-1.1411144,-0.9472679,-0.7498549222946167,-0.8069073557853699,-0.057052433490753174
31,0.3505623,0.25131235,"('altruistic', 'egoistic')",-0.6431649,-0.4272566,-0.1463012844324112,-0.08797213435173035,0.05832915008068085
55,0.35047102,0.60725445,"('intelligent', 'unintelligent')",-1.4872837,-1.2625237,-0.568406343460083,-0.3276346027851105,0.24077174067497253
84,0.3451796,0.22139405,"('self-confident', 'diffident')",-1.1378179,-1.1317556,-0.3963191509246826,-0.4551807641983032,-0.058861613273620605
61,-0.34054297,-0.32585087,"('rational', 'irrational')",-0.26894647,-0.057297982,-0.3047447204589844,-0.19157442450523376,0.11317029595375061
92,0.33659714,0.19208318,"('unwavering', 'wavering')",-0.18711257,0.0109604895,0.07474228739738464,0.10152183473110199,0.026779547333717346
13,-0.32579646,-0.081227735,"('helpful', 'unhelpful')",-3.1576073,-3.0634975,-1.7417018413543701,-1.5723626613616943,0.16933917999267578
60,0.31407854,0.6691576,"('educated', 'uneducated')",-0.8345183,-0.41875207,-0.26021987199783325,0.12520277500152588,0.38542264699935913
87,-0.30846518,-0.12125307,"('dedicated', 'undedicated')",-0.51301646,-0.36540636,-0.41074082255363464,-0.243329718708992,0.16741110384464264
74,-0.29857892,-0.27714473,"('insightful', 'unperceptive')",-0.80157065,-0.69949734,-0.5500748157501221,-0.4883210361003876,0.0617537796497345
72,-0.28522542,-0.0013616383,"('logical', 'illogical')",-0.9191463,-0.70473564,-0.602185845375061,-0.3530486226081848,0.24913722276687622
25,-0.28136453,0.09227911,"('moral', 'immoral')",-1.2544924,-1.0782573,-0.7679284811019897,-0.49298912286758423,0.2749393582344055
56,0.27486724,0.2192515,"('intelligent', 'dumb')",0.75936764,0.7756586,0.517117440700531,0.49745506048202515,-0.01966238021850586
49,-0.26868302,-0.10115361,"('responsible', 'irresponsible')",-0.5239083,-0.5306771,-0.3962956666946411,-0.3159153461456299,0.08038032054901123
89,-0.26820308,-0.08499089,"('daring', 'anxious')",0.3615021,0.35871062,0.0466495156288147,0.13685986399650574,0.09021034836769104
18,-0.2510519,-0.06269847,"('social', 'asocial')",-0.8163118,-0.87338376,-0.5336818695068359,-0.4680411219596863,0.06564074754714966
94,0.23782797,0.6318406,"('aggressive', 'submissive')",-0.4548814,-0.5782206,-0.10852671414613724,0.026809990406036377,0.13533670455217361
32,0.21801916,0.1458435,"('benevolent', 'hardhearted')",-1.2607796,-1.1688459,-0.5213802456855774,-0.5115011930465698,0.009879052639007568
59,-0.2168319,-0.320902,"('skillful', 'clumsy')",-0.5408452,-0.39462352,-0.37883853912353516,-0.35776275396347046,0.021075785160064697
80,-0.21026532,-0.03771752,"('independent', 'dependent')",1.0961827,1.2505239,0.44295868277549744,0.6064032316207886,0.16344454884529114
86,-0.20005107,-0.3228526,"('self-reliant', 'helpless')",1.236259,0.97470355,0.5181039571762085,0.32592546939849854,-0.19217848777770996
102,0.19839327,0.1468972,"('eminent', 'low')",-1.7965981,-1.4153426,-0.7991024255752563,-0.634222686290741,0.16487973928451538
38,-0.19662711,0.15260497,"('kind', 'unkind')",-1.5604112,-1.1344793,-0.8785191774368286,-0.49093717336654663,0.387582004070282
88,-0.18896091,-0.2646235,"('impulsive', 'meek')",0.08132534,-0.093016155,-0.053817786276340485,-0.17881982028484344,-0.12500203400850296
97,0.18824843,0.30420795,"('superior', 'inferior')",-0.3988501,-0.38409725,-0.10530084371566772,-0.03994464874267578,0.06535619497299194
8,0.1846562,-0.23475754,"('open', 'distant')",0.63439524,0.41199297,0.40952572226524353,0.0886177122592926,-0.3209080100059509
43,0.18099293,0.32093865,"('genuine', 'fake')",0.4185545,0.60420346,0.2997737228870392,0.46257105469703674,0.16279733180999756
20,0.17464253,0.040913016,"('popular', 'unpopular')",-0.85901934,-0.48253775,-0.34218841791152954,-0.2208123654127121,0.12137605249881744
107,0.16757128,0.4485414,"('conventional', 'modern')",1.6817865,1.7180911,0.9246789216995239,1.0833163261413574,0.1586374044418335
28,-0.16757095,0.009061694,"('honest', 'dishonest')",-0.20952435,-0.10731446,-0.18854764103889465,-0.049126382917165756,0.1394212581217289
17,0.15540862,0.42347586,"('social', 'antisocial')",-0.90899944,-0.7850878,-0.3767954111099243,-0.1808059811592102,0.1959894299507141
35,0.1524671,0.53648925,"('fair', 'unfair')",0.88921356,1.0115821,0.5208403468132019,0.7740356922149658,0.2531953454017639
23,0.14894843,-0.067463994,"('hospitable', 'inhospitable')",-0.08531925,0.06427309,0.031814590096473694,-0.0015954524278640747,-0.03341004252433777
44,0.14825031,0.21721162,"('truthful', 'untruthful')",-1.516903,-1.4649215,-0.6843263506889343,-0.62385493516922,0.060471415519714355
93,0.14491034,0.42228055,"('dominating', 'dominated')",-0.1464708,-0.11344978,-0.0007802322506904602,0.15441538393497467,0.15519561618566513
33,0.14422089,0.068189025,"('softhearted', 'hardhearted')",0.37455022,0.4971432,0.2593855559825897,0.2826661169528961,0.023280560970306396
39,-0.14105096,-0.11118361,"('right', 'wrong')",-1.3728108,-1.1553148,-0.7569308876991272,-0.6332492232322693,0.12368166446685791
81,0.13040015,-0.31120324,"('industrious', 'lazy')",0.06498417,-0.07449481,0.09769216179847717,-0.1928490251302719,-0.2905411869287491
96,-0.12776619,0.15180853,"('powerful', 'powerless')",-0.7594174,-0.6907024,-0.44359180331230164,-0.2694469094276428,0.1741448938846588
16,0.12388317,0.5935563,"('social', 'antisocial')",-1.2037413,-1.1298462,-0.5399290919303894,-0.26814496517181396,0.27178412675857544
62,-0.11872241,-0.19159843,"('creative', 'uncreative')",-1.3625846,-1.4616126,-0.7406535148620605,-0.826605498790741,-0.08595198392868042
110,-0.113592684,-0.08055171,"('narrow-minded', 'open-minded')",0.20431793,0.1552288,0.045362621545791626,0.03733853995800018,-0.008024081587791443
76,0.108911425,0.6257368,"('secure', 'insecure')",1.2798936,1.3546941,0.6944025158882141,0.9902154207229614,0.2958129048347473
51,0.104085565,0.33823487,"('competent', 'incompetent')",0.45988673,0.58984345,0.28198614716529846,0.464039146900177,0.18205299973487854
5,-0.0982866,0.07127869,"('pleasant', 'repellent')",0.21540399,0.26363343,0.05855869501829147,0.16745606064796448,0.108897365629673
34,0.094286144,0.5132429,"('loyal', 'disloyal')",-1.3771775,-0.97226095,-0.6414456367492676,-0.22950902581214905,0.41193661093711853
105,0.092852175,0.15606609,"('conventional', 'modern')",1.4196646,1.5055563,0.7562583684921265,0.8308112025260925,0.07455283403396606
29,-0.058136567,0.12278512,"('honest', 'immoral')",-0.12806076,0.101023376,-0.09309866279363632,0.11190424859523773,0.20500291138887405
24,-0.05291128,0.12092686,"('thoughtful', 'rough')",-1.3031881,-1.2190139,-0.6780496835708618,-0.5490435361862183,0.12900614738464355
26,-0.050749928,0.18081984,"('trustworthy', 'untrustworthy')",1.167808,1.1773698,0.5585290789604187,0.6790948510169983,0.12056577205657959
50,-0.0489638,-0.22016907,"('unprejudiced', 'prejudiced')",1.153986,0.8449209,0.5525110960006714,0.31237590312957764,-0.24013519287109375
83,0.021343678,0.20806631,"('energetic', 'lethargic')",0.7165779,0.73327947,0.36896079778671265,0.4706729054450989,0.10171210765838623
57,0.016768888,0.1028664,"('able', 'unable')",-0.7365061,-0.790146,-0.3598686158657074,-0.3436397910118103,0.016228824853897095
71,-0.0056883097,0.34460002,"('efficient', 'inefficient')",-0.31770676,-0.5442336,-0.16169753670692444,-0.09981679916381836,0.06188073754310608
48,-0.0030873865,-0.110784754,"('reliable', 'unreliable')",2.1144252,1.8810271,1.0556689500808716,0.8851211667060852,-0.17054778337478638
