,morgan_male,morgan_female,tuple,stanley_male,stanley_female,dean_male,dean_female,witter_male,witter_female,average_male,average_female,female-male
28,-2.1394653,-2.1867924,"('honest', 'dishonest')",-1.8795943,-1.7454715,-1.9034561,-1.6979003,-0.4134746,-0.21066979,-1.5839976072311401,-1.460208535194397,0.12378907203674316
1,-1.9436455,-1.832191,"('friendly', 'unfriendly')",-2.5891867,-2.4519184,-1.881559,-1.823468,-0.3324072,0.11215396,-1.6866995096206665,-1.4988558292388916,0.1878436803817749
3,1.8645768,1.8057828,"('likable', 'unlikable')",2.1059828,2.1476312,2.1855087,2.0190208,0.5135827,0.5348835,1.6674127578735352,1.6268296241760254,-0.040583133697509766
34,-1.7924279,-1.7216313,"('loyal', 'disloyal')",-1.812924,-1.535642,-1.677311,-1.5822484,-0.7716269,-0.34673658,-1.5135724544525146,-1.2965644598007202,0.21700799465179443
50,1.7749504,1.7578218,"('unprejudiced', 'prejudiced')",2.1111474,2.210487,2.0221677,2.1959925,1.0887585,0.7697742,1.7492560148239136,1.7335188388824463,-0.015737175941467285
46,1.6434165,1.8875206,"('generous', 'stingy')",0.9431501,1.1384522,1.3036687,1.5701914,1.0384895,1.2528045,1.232181191444397,1.4622421264648438,0.23006093502044678
38,-1.6205912,-1.5664061,"('kind', 'unkind')",-1.177106,-0.92866355,-0.96724033,-0.7074086,-0.5953305,-0.2199081,-1.090066909790039,-0.8555966019630432,0.23447030782699585
10,-1.593921,-1.4213505,"('affectionate', 'unaffectionate')",-2.3565383,-2.1465826,-1.1020719,-0.9453609,-0.39827156,0.054029346,-1.3627007007598877,-1.1148161888122559,0.24788451194763184
37,1.5833228,1.5017865,"('good', 'evil')",0.8525592,0.8271551,1.4070559,1.1787527,1.0736505,1.3223758,1.2291470766067505,1.2075175046920776,-0.02162957191467285
32,-1.557125,-1.3153708,"('benevolent', 'hardhearted')",-2.7434247,-2.6918385,-1.4435785,-1.0202289,-0.14776745,-0.15980181,-1.4729739427566528,-1.2968100309371948,0.176163911819458
29,-1.54688,-1.7392305,"('honest', 'immoral')",-1.0240257,-1.0752369,-1.2221875,-1.3395422,-0.58893096,-0.47812536,-1.0955060720443726,-1.158033847808838,-0.06252777576446533
88,1.5368776,1.6544027,"('impulsive', 'meek')",0.7585694,0.77680194,1.0290537,1.0210159,0.19055536,0.21641141,0.8787640333175659,0.9171580076217651,0.03839397430419922
58,-1.4747372,-1.3845277,"('able', 'clumsy')",-1.3027902,-0.9771384,-1.799304,-1.7821351,-0.59231675,-0.6951186,-1.292286992073059,-1.2097299098968506,0.0825570821762085
81,1.4226965,1.360328,"('industrious', 'lazy')",0.7015554,0.6538532,1.3898412,1.2128527,0.61246943,0.5994756,1.0316405296325684,0.956627368927002,-0.0750131607055664
33,-1.4178274,-1.2514682,"('softhearted', 'hardhearted')",-1.1738547,-0.9835081,-1.5266821,-1.1681333,-0.74579215,-0.43382454,-1.2160391807556152,-0.9592335224151611,0.2568056583404541
44,-1.392858,-1.4975494,"('truthful', 'untruthful')",-1.2290529,-1.170141,-0.92970026,-1.179585,-0.47922873,-0.34390372,-1.0077099800109863,-1.0477946996688843,-0.04008471965789795
63,-1.3085389,-1.4128382,"('capable', 'incapable')",-1.1513302,-1.2318959,-0.9597267,-1.1746049,-0.8741667,-0.4373585,-1.0734405517578125,-1.0641744136810303,0.009266138076782227
49,-1.3014299,-1.3297482,"('responsible', 'irresponsible')",-0.8463923,-0.737414,-0.58180165,-0.48192084,-0.1837709,-0.30401343,-0.7283486723899841,-0.7132740616798401,0.015074610710144043
78,1.2192113,1.0376066,"('active', 'inactive')",1.4631137,1.2420112,1.1920173,0.94814515,1.3302151,1.3003068,1.3011393547058105,1.1320173740386963,-0.16912198066711426
109,1.1922182,1.0864649,"('conservative', 'liberal')",1.9000323,1.84321,1.1978549,0.9741993,0.19945963,0.24262318,1.1223912239074707,1.0366243124008179,-0.08576691150665283
108,1.1922182,1.0864649,"('conservative', 'liberal')",1.9000323,1.84321,1.1978549,0.9741993,0.19945963,0.24262318,1.1223912239074707,1.0366243124008179,-0.08576691150665283
94,1.1331893,1.1271718,"('aggressive', 'submissive')",1.5292536,1.3561594,1.1459409,1.259171,0.71200454,0.39248806,1.1300971508026123,1.0337475538253784,-0.09634959697723389
105,-1.1315804,-1.2147332,"('conventional', 'modern')",-1.5508615,-1.4881327,-0.84661645,-0.8984069,-0.28837666,-0.1954577,-0.954358696937561,-0.9491826891899109,0.0051760077476501465
12,-1.1234297,-1.164566,"('sympathetic', 'unsympathetic')",-0.81526464,-0.7601478,-0.7037646,-0.5259813,0.20673639,0.21777469,-0.6089306473731995,-0.5582301020622253,0.05070054531097412
56,1.0538483,1.1231613,"('intelligent', 'dumb')",0.57354414,0.67780685,1.082115,1.4054022,-0.5247972,-0.1596034,0.5461775660514832,0.7616917490959167,0.2155141830444336
99,-1.0199399,-1.0266966,"('prestigious', 'insignificant')",-1.2597142,-1.330956,-0.55964196,-0.69288105,-0.85882026,-0.5766647,-0.9245290160179138,-0.9067996144294739,0.01772940158843994
97,-1.0140738,-0.9367889,"('superior', 'inferior')",-0.7004182,-0.76004815,-1.0952342,-0.9916328,-0.31144503,-0.019533545,-0.780292809009552,-0.677000880241394,0.10329192876815796
98,-1.0103614,-1.0348692,"('prestigious', 'insignificant')",-1.322242,-1.4918028,-1.1007571,-1.4094201,-0.7345574,-0.492862,-1.0419795513153076,-1.107238531112671,-0.06525897979736328
73,-0.9705236,-1.1625837,"('brilliant', 'incompetent')",-0.1761474,-0.48110747,-0.6642895,-0.9372941,0.020424932,-0.23697524,-0.44763389229774475,-0.7044901251792908,-0.256856232881546
72,-0.92056817,-0.89066935,"('logical', 'illogical')",-0.25108036,-0.072244525,-1.1509696,-0.87956154,-0.19004166,0.104361296,-0.6281648874282837,-0.43452852964401245,0.19363635778427124
107,0.90723085,0.8546207,"('conventional', 'modern')",0.9029803,1.1995134,1.333251,1.4035202,0.60209954,0.8079225,0.9363903999328613,1.0663942098617554,0.13000380992889404
9,-0.89776844,-1.0819899,"('sensitive', 'insensitive')",-0.55620086,-0.5882788,-0.7811136,-0.79873294,0.080135465,0.15342611,-0.5387368202209473,-0.5788938403129578,-0.0401570200920105
45,-0.8854847,-0.9919491,"('cooperative', 'exploitative')",-0.055570602,-0.042105585,-0.75413597,-0.6795888,-0.33372843,-0.88136697,-0.5072299242019653,-0.6487525701522827,-0.14152264595031738
68,-0.8722491,-1.0653034,"('clever', 'inept')",-0.9780172,-1.0557872,-1.3022883,-1.2653542,-0.76821184,-0.99768543,-0.9801915884017944,-1.0960326194763184,-0.11584103107452393
42,0.8573259,0.89209634,"('amicable', 'hostile')",-0.8664857,-0.7376841,-0.24584079,-0.18328184,-0.23669344,0.41815603,-0.12292350828647614,0.09732161462306976,0.2202451229095459
82,0.8282268,0.8466935,"('industrious', 'meek')",-0.119820476,-0.26464713,0.5574271,0.4363311,0.48528776,0.5910771,0.4377802908420563,0.402363657951355,-0.035416632890701294
64,-0.8109331,-0.9102529,"('clever', 'incompetent')",0.19435215,0.057485938,0.000983119,0.047336757,0.0709078,-0.22825907,-0.13617250323295593,-0.258422315120697,-0.12224981188774109
87,-0.77889174,-0.66692245,"('dedicated', 'undedicated')",-0.32045415,-0.20271824,-0.7054503,-0.5231479,-0.5993825,-0.84955907,-0.6010446548461914,-0.5605869293212891,0.040457725524902344
47,-0.74704397,-0.7385313,"('forgiving', 'unforgiving')",-1.1658261,-1.0350478,-0.7194061,-0.5277764,-0.22160935,-0.058162913,-0.7134713530540466,-0.5898796319961548,0.12359172105789185
16,0.74689615,0.735556,"('social', 'antisocial')",0.96047044,0.9034445,1.2046075,1.4069633,0.97711945,0.5807699,0.9722733497619629,0.9066834449768066,-0.06558990478515625
104,-0.73492277,-0.5395658,"('conventional', 'unconventional')",-2.1489077,-1.8244667,-1.6495996,-1.446296,-0.7875997,-0.36330616,-1.3302574157714844,-1.0434086322784424,0.286848783493042
74,-0.73017085,-0.8194939,"('insightful', 'unperceptive')",-0.5061696,-0.45476967,-0.51948285,-0.6696334,-0.39674324,-0.21549778,-0.538141667842865,-0.5398486852645874,-0.0017070174217224121
41,0.73013866,0.8594481,"('incorrupt', 'corrupt')",-0.84087956,-0.7021894,-0.30499125,-0.06044054,-0.5750527,-0.23568666,-0.24769620597362518,-0.0347171276807785,0.21297907829284668
62,-0.72795296,-0.46823084,"('creative', 'uncreative')",-1.0211539,-0.81454104,-0.61553943,-0.4668775,0.33020476,0.54556656,-0.5086104273796082,-0.30102068185806274,0.2075897455215454
24,-0.6929256,-0.6383425,"('thoughtful', 'rough')",-0.43162188,-0.459024,-0.55948997,-0.39209172,0.24050702,0.0638933,-0.36088261008262634,-0.3563912510871887,0.004491358995437622
35,0.6842467,0.8540309,"('fair', 'unfair')",1.063046,1.4250581,1.325139,1.5277215,0.057559848,0.47497112,0.7824978828430176,1.0704454183578491,0.28794753551483154
70,0.6773663,0.7993306,"('wise', 'unwise')",0.70983,1.1039824,0.42539504,0.5171188,0.9952273,1.3502755,0.7019546627998352,0.942676842212677,0.2407221794128418
80,0.67024386,0.54760474,"('independent', 'dependent')",1.3031241,1.3682607,0.57174283,0.5325063,0.008065492,0.22276127,0.6382940411567688,0.667783260345459,0.029489219188690186
18,-0.6570372,-0.56386316,"('social', 'asocial')",-0.06788442,0.20328756,-0.57116324,-0.2659374,0.46215975,0.3255777,-0.20848128199577332,-0.0752338245511055,0.13324745744466782
67,-0.6562246,-0.59660363,"('discriminating', 'undiscriminating')",-0.31082052,-0.47025353,-0.8737781,-0.7207507,-0.62978864,-0.44824767,-0.617652952671051,-0.5589638948440552,0.05868905782699585
103,0.6543063,0.46827772,"('traditional', 'modern')",1.1621981,1.0971897,1.1699088,0.9557382,0.08297946,0.065830536,0.7673481106758118,0.6467589735984802,-0.12058913707733154
36,-0.57462806,-0.5873849,"('tolerant', 'intolerant')",0.017441213,-0.14149773,-0.7150962,-0.903517,-0.5975707,-0.784868,-0.4674634337425232,-0.6043168902397156,-0.13685345649719238
2,-0.5598924,-0.4810577,"('friendly', 'unfriendly')",0.23439813,0.21654135,-0.08000457,0.11220145,0.41707894,0.23002,0.0028950199484825134,0.01942627504467964,0.01653125509619713
14,0.55549264,0.42480746,"('supportive', 'unsupportive')",0.6074732,0.68495035,1.1279926,1.1050787,0.93040013,1.0717297,0.8053396344184875,0.8216415643692017,0.01630192995071411
26,0.5516213,0.6892577,"('trustworthy', 'untrustworthy')",0.94680524,1.1263411,0.15909183,0.4345351,-0.083735384,0.07187274,0.393445760011673,0.5805016160011292,0.18705585598945618
55,-0.5513637,-0.53706735,"('intelligent', 'unintelligent')",-0.61324364,-0.64466846,-0.37344277,-0.42212647,0.514234,0.6545711,-0.2559540271759033,-0.23732279241085052,0.018631234765052795
8,-0.5459056,-0.70899796,"('open', 'distant')",-0.90437615,-1.0241488,-0.57072175,-0.626315,-0.12823571,0.10354233,-0.5373098254203796,-0.5639798641204834,-0.02667003870010376
84,-0.5256767,-0.60237014,"('self-confident', 'diffident')",-1.2065395,-1.0845096,-0.41919407,-0.5575819,-0.118579865,0.11510442,-0.5674975514411926,-0.5323392748832703,0.03515827655792236
21,0.50247884,0.47212481,"('nice', 'nasty')",0.20254219,0.27800494,0.105713844,0.17836738,0.86268115,0.76855993,0.41835400462150574,0.42426425218582153,0.005910247564315796
39,-0.49610642,-0.37895215,"('right', 'wrong')",-0.383147,-0.15144151,-0.95990574,-1.025073,-0.58542097,0.10019478,-0.6061450242996216,-0.36381796002388,0.24232706427574158
90,0.47550324,0.1745364,"('motivated', 'unmotivated')",1.7182347,1.4890195,0.95708203,0.29168388,1.1977963,1.0904943,1.0871541500091553,0.761433482170105,-0.3257206678390503
43,-0.4477945,-0.344379,"('genuine', 'fake')",-0.63081884,-0.5431255,-1.0175692,-0.8313756,-0.817848,-0.8420855,-0.7285075783729553,-0.6402413845062256,0.08826619386672974
79,0.4370253,0.4161014,"('determined', 'doubtful')",0.4022544,0.4712048,0.21490222,0.0097121,-0.17119646,-0.20058818,0.22074636816978455,0.17410753667354584,-0.04663883149623871
30,-0.4167791,-0.46723062,"('honest', 'dishonest')",-0.40376717,-0.34528118,-0.23878807,-0.11633417,-0.35667294,-0.44879538,-0.35400182008743286,-0.34441035985946655,0.009591460227966309
4,-0.41293678,-0.49707103,"('likable', 'unlikable')",-0.05336885,-0.1852057,0.05864437,-0.16441837,-0.34971607,-0.39044887,-0.18934433162212372,-0.3092859983444214,-0.11994166672229767
5,0.41025466,0.3162726,"('pleasant', 'repellent')",0.92673886,0.9042578,0.425306,0.1828299,1.2178729,0.9661835,0.7450430393218994,0.5923859477043152,-0.15265709161758423
93,0.3849561,0.7446142,"('dominating', 'dominated')",0.3659953,0.37339967,0.10096887,0.5732721,-0.29982904,-0.395642,0.13802281022071838,0.32391098141670227,0.1858881711959839
31,-0.36193037,-0.33483255,"('altruistic', 'egoistic')",-0.885029,-0.7431586,-0.59960115,-0.62231743,0.3089303,0.55242085,-0.38440757989883423,-0.28697192668914795,0.09743565320968628
60,-0.35320005,-0.32878834,"('educated', 'uneducated')",0.2564495,0.14243245,-0.09576279,-0.19966146,-0.26017356,0.12666954,-0.11317172646522522,-0.06483694911003113,0.04833477735519409
101,-0.35148013,-0.29758444,"('successful', 'unsuccessful')",-0.29893464,-0.44838127,-0.09235734,0.14463174,-0.44040275,-0.22947317,-0.29579371213912964,-0.20770178735256195,0.08809192478656769
100,-0.35145104,-0.025602162,"('influential', 'uninfluential')",-0.8552834,-0.58534515,-0.66588485,-0.46545595,0.28704086,0.34471983,-0.39639461040496826,-0.18292085826396942,0.21347375214099884
65,-0.3453853,-0.49484062,"('practical', 'impractical')",-0.18409057,-0.1882081,0.1838871,0.24479036,-0.46426284,-0.7134477,-0.20246291160583496,-0.28792649507522583,-0.08546358346939087
77,0.33914918,0.5503434,"('active', 'inactive')",-0.5522933,-0.4478382,-0.02383101,0.2594571,0.85919476,1.1706238,0.1555549055337906,0.3831465244293213,0.2275916188955307
22,0.31584525,0.23806547,"('welcoming', 'disagreeable')",0.45521843,0.4415014,0.22362678,0.125996,0.75151837,0.846539,0.4365522265434265,0.41302546858787537,-0.023526757955551147
15,0.28590584,0.41691446,"('polite', 'impolite')",0.9569654,0.98166275,0.4422292,0.6002402,0.28673577,0.5687879,0.49295908212661743,0.6419013142585754,0.148942232131958
0,-0.25404206,-0.14355332,"('sociable', 'unsociable')",0.22452544,0.36771032,0.10567492,0.43363374,0.022130936,0.14949313,0.024572309106588364,0.201820969581604,0.17724866047501564
61,0.23015854,0.3453896,"('rational', 'irrational')",0.12287855,0.5383886,0.3639313,0.5738648,-0.88106215,-0.2278378,-0.041023433208465576,0.3074513077735901,0.34847474098205566
92,-0.23003173,-0.41248283,"('unwavering', 'wavering')",-1.0092263,-0.945357,-1.0086334,-1.117196,0.21355176,0.4518538,-0.5085849165916443,-0.5057954788208008,0.002789437770843506
52,-0.22490096,-0.14814526,"('competitive', 'uncompetitive')",0.49423134,0.46684384,0.18632287,0.34151426,0.30308488,0.3958116,0.18968454003334045,0.264006108045578,0.07432156801223755
106,0.21950474,0.21119891,"('conventional', 'unconventional')",-0.647684,-0.65356064,-0.14632833,-0.12317921,0.28734046,0.25863364,-0.07179178297519684,-0.07672681659460068,-0.004935033619403839
59,0.19453265,0.2981176,"('skillful', 'clumsy')",0.76819056,0.9863536,0.4535867,0.46159077,-0.7551482,-0.48093963,0.16529041528701782,0.3162805736064911,0.15099015831947327
25,-0.19256717,-0.46533322,"('moral', 'immoral')",0.7955913,0.69306177,-0.115558505,-0.25046122,-0.03503315,-0.046988413,0.11310811340808868,-0.017430271953344345,-0.13053838536143303
96,-0.18571314,0.045000255,"('powerful', 'powerless')",0.41785875,0.25354785,-0.07051177,0.013791099,-0.5035756,-0.51422083,-0.08548544347286224,-0.05047041177749634,0.035015031695365906
102,-0.18352112,-0.16647622,"('eminent', 'low')",-0.46618283,-0.61319417,-0.26627588,-0.33650047,0.40599117,0.46524954,-0.12749716639518738,-0.16273033618927002,-0.03523316979408264
57,0.18070063,0.07227546,"('able', 'unable')",0.375157,0.26021963,0.047139943,0.0057635307,-0.056387827,-0.26822227,0.13665243983268738,0.017509087920188904,-0.11914335191249847
83,-0.16084485,-0.10772747,"('energetic', 'lethargic')",-0.28608084,-0.20722711,-0.5053719,-0.21625733,-0.045669295,-0.2230742,-0.24949173629283905,-0.1885715276002884,0.06092020869255066
23,0.12588692,-0.029344559,"('hospitable', 'inhospitable')",0.22311449,0.11864382,-0.24004799,-0.37142754,-0.3069189,0.1706654,-0.04949136823415756,-0.02786571905016899,0.02162564918398857
51,-0.12314868,-0.24406064,"('competent', 'incompetent')",-0.24818796,-0.20872551,0.09757209,0.29523712,0.18864955,0.02276656,-0.021278750151395798,-0.03369561582803726,-0.012416865676641464
91,0.119050086,0.009792417,"('resilient', 'nonresilient')",-0.18669358,-0.16547117,0.24523336,0.09299222,0.07841238,0.24835466,0.06400056183338165,0.046417031437158585,-0.017583530396223068
69,-0.1088925,0.0521217,"('wise', 'foolish')",-0.80390066,-0.61793536,-0.41317528,-0.36101842,-1.2093138,-0.8785527,-0.6338205337524414,-0.45134618878364563,0.18247434496879578
19,0.09782016,0.35304606,"('funny', 'boring')",-0.2519852,-0.25959605,0.11967152,0.41778708,-1.0348973,-0.78306603,-0.26734769344329834,-0.06795723736286163,0.1993904560804367
17,0.093191266,0.17482781,"('social', 'antisocial')",0.036598206,0.06512517,0.41336772,0.7019143,-0.3822258,0.04960987,0.04023285210132599,0.24786928296089172,0.20763643085956573
89,0.09157479,0.29466012,"('daring', 'anxious')",0.6084957,0.6177283,0.20039247,0.48293835,0.3605225,-0.109557845,0.3152463734149933,0.32144224643707275,0.006195873022079468
76,0.085458785,0.11963433,"('secure', 'insecure')",1.2674214,1.2755461,0.71801645,0.90797746,0.7337211,0.51344156,0.7011544108390808,0.7041498422622681,0.002995431423187256
85,-0.078303844,-0.031855047,"('ambitious', 'unambitious')",-0.38056412,-0.3819153,-0.33361495,-0.36627215,1.1223308,1.2627215,0.08246196806430817,0.12066975235939026,0.03820778429508209
71,-0.077456474,-0.37592041,"('efficient', 'inefficient')",1.1066263,0.8566884,0.5717714,0.35168457,0.71861225,0.09260124,0.5798883438110352,0.2312634438276291,-0.34862489998340607
54,0.06567161,-0.20328042,"('smart', 'stupid')",0.45643473,0.010311872,-0.1151686,-0.33265546,0.19195628,0.11756436,0.14972350001335144,-0.102014921605587,-0.25173842161893845
20,-0.054326832,-0.13992801,"('popular', 'unpopular')",-0.30874366,-0.2382983,0.4384747,0.3110419,-0.4234271,0.2566642,-0.08700571954250336,0.04736994206905365,0.134375661611557
110,0.04988277,-0.0007252693,"('narrow-minded', 'open-minded')",-0.08518156,-0.10445383,-0.2215477,-0.15215003,0.17669734,-0.084086716,-0.02003728598356247,-0.08535396307706833,-0.06531667709350586
7,-0.017766297,-0.22076273,"('outgoing', 'distant')",-0.0321725,-0.2722258,-0.27054194,-0.26847357,0.18380168,0.3125242,-0.0341697633266449,-0.11223447322845459,-0.07806470990180969
