,raytheon_male,raytheon_female,tuple,technologies_male,technologies_female,average_male,average_female,female-male
42,-1.9053607,-1.9211073,"('amicable', 'hostile')",1.4738715,1.4854938,-0.21574461460113525,-0.21780675649642944,-0.0020621418952941895
51,1.888041,2.1940525,"('competent', 'incompetent')",-0.008145109,0.26877582,0.9399479627609253,1.2314140796661377,0.2914661169052124
83,1.8808064,2.0072339,"('energetic', 'lethargic')",-0.10560799,0.011795163,0.8875992298126221,1.009514570236206,0.12191534042358398
104,-1.8222557,-1.5777324,"('conventional', 'unconventional')",-0.12189022,0.25310433,-0.972072958946228,-0.6623140573501587,0.30975890159606934
64,1.765468,1.8914678,"('clever', 'incompetent')",-1.8551042,-1.5303471,-0.044818103313446045,0.18056035041809082,0.22537845373153687
71,1.7559028,1.7616148,"('efficient', 'inefficient')",-1.6117014,-1.641634,0.0721006989479065,0.05999040603637695,-0.012110292911529541
8,-1.6365328,-1.8029627,"('open', 'distant')",1.8059211,1.4456033,0.08469414710998535,-0.1786797046661377,-0.26337385177612305
36,1.6252663,1.7287087,"('tolerant', 'intolerant')",-2.040392,-2.0371692,-0.20756280422210693,-0.1542302370071411,0.05333256721496582
76,1.6179214,1.7146355,"('secure', 'insecure')",-0.31234074,-0.23731887,0.6527903079986572,0.7386583089828491,0.0858680009841919
48,1.5968494,1.5202421,"('reliable', 'unreliable')",2.7003837,2.5837681,2.1486165523529053,2.0520050525665283,-0.09661149978637695
32,-1.5956514,-1.4368621,"('benevolent', 'hardhearted')",-1.3606604,-1.286907,-1.4781558513641357,-1.361884593963623,0.1162712574005127
5,1.5028304,1.4784029,"('pleasant', 'repellent')",-0.2691916,-0.24899694,0.6168193817138672,0.6147029399871826,-0.0021164417266845703
66,1.4498447,1.6915984,"('imaginative', 'unimaginative')",1.06368,0.93667066,1.2567623853683472,1.3141345977783203,0.057372212409973145
25,1.4395559,1.4854474,"('moral', 'immoral')",-1.4983636,-1.2609172,-0.029403865337371826,0.11226511001586914,0.14166897535324097
26,1.4344459,1.6549678,"('trustworthy', 'untrustworthy')",0.63448703,0.72272134,1.0344665050506592,1.1888445615768433,0.15437805652618408
49,1.3933185,1.4700142,"('responsible', 'irresponsible')",-1.000294,-1.017755,0.19651228189468384,0.22612959146499634,0.0296173095703125
65,1.3909421,1.4807825,"('practical', 'impractical')",-1.3498787,-1.3545407,0.02053171396255493,0.06312090158462524,0.04258918762207031
11,-1.3252072,-1.1955231,"('caring', 'unaffectionate')",-1.499338,-1.3456831,-1.4122726917266846,-1.2706031799316406,0.14166951179504395
10,-1.3037374,-1.2005358,"('affectionate', 'unaffectionate')",-0.25310054,-0.19144621,-0.7784189581871033,-0.6959909796714783,0.082427978515625
7,-1.29446,-1.4585673,"('outgoing', 'distant')",1.7577255,1.3664169,0.23163270950317383,-0.04607516527175903,-0.27770787477493286
69,-1.271806,-1.3852246,"('wise', 'foolish')",0.51137793,0.515069,-0.38021403551101685,-0.4350777864456177,-0.05486375093460083
37,-1.2436442,-1.476035,"('good', 'evil')",2.446972,2.3485966,0.6016638278961182,0.4362807869911194,-0.16538304090499878
60,1.2254745,1.362741,"('educated', 'uneducated')",-0.3308763,0.08759843,0.4472990930080414,0.7251697182655334,0.27787062525749207
20,-1.1880732,-1.2972054,"('popular', 'unpopular')",-0.41877055,-0.1475069,-0.8034218549728394,-0.7223562002182007,0.08106565475463867
0,1.1844544,1.3616427,"('sociable', 'unsociable')",-0.29810083,-0.011683047,0.443176805973053,0.6749798059463501,0.23180299997329712
39,-1.1799297,-1.275285,"('right', 'wrong')",0.09174037,0.2578211,-0.5440946817398071,-0.5087319612503052,0.03536272048950195
92,-1.1523609,-1.1723859,"('unwavering', 'wavering')",0.7327204,0.7291776,-0.20982027053833008,-0.22160416841506958,-0.011783897876739502
47,1.0712525,1.2365017,"('forgiving', 'unforgiving')",0.1853879,0.3895309,0.6283201575279236,0.8130162954330444,0.18469613790512085
84,-1.0445682,-1.2549573,"('self-confident', 'diffident')",-0.53349376,-0.6176592,-0.7890309691429138,-0.9363082647323608,-0.14727729558944702
95,-1.0348804,-1.0699137,"('rich', 'poor')",-4.3528156,-4.166434,-2.693848133087158,-2.618173837661743,0.07567429542541504
61,-1.0344334,-1.0593381,"('rational', 'irrational')",0.6650167,0.7566945,-0.18470832705497742,-0.15132179856300354,0.03338652849197388
73,0.97698796,1.0379527,"('brilliant', 'incompetent')",-1.5764395,-1.4636303,-0.2997257709503174,-0.21283882856369019,0.0868869423866272
62,-0.97335523,-1.0025358,"('creative', 'uncreative')",-1.0282122,-1.2028902,-1.0007836818695068,-1.1027129888534546,-0.10192930698394775
52,0.96491057,1.1510695,"('competitive', 'uncompetitive')",-0.6764463,-0.5215706,0.1442321240901947,0.31474944949150085,0.17051732540130615
93,0.946486,1.0915177,"('dominating', 'dominated')",-0.7148609,-0.55270475,0.11581254005432129,0.2694064676761627,0.15359392762184143
18,0.93535066,0.98470277,"('social', 'asocial')",-0.7642511,-0.66522336,0.08554977178573608,0.15973970293998718,0.0741899311542511
17,0.93123895,1.1215326,"('social', 'antisocial')",-0.80772,-0.6143609,0.06175947189331055,0.2535858154296875,0.19182634353637695
63,-0.92862403,-1.0466434,"('capable', 'incapable')",-0.8638129,-0.75291574,-0.896218478679657,-0.8997795581817627,-0.003561079502105713
77,-0.9152683,-0.9580443,"('active', 'inactive')",0.7933887,1.0274553,-0.060939788818359375,0.034705519676208496,0.09564530849456787
68,-0.8747067,-0.73035854,"('clever', 'inept')",-1.1615807,-1.1632806,-1.018143653869629,-0.946819543838501,0.07132411003112793
4,-0.8593359,-1.0225945,"('likable', 'unlikable')",-0.68699765,-0.6205908,-0.7731667757034302,-0.8215926289558411,-0.04842585325241089
23,-0.85547507,-1.0475295,"('hospitable', 'inhospitable')",1.2382382,1.225366,0.191381573677063,0.08891826868057251,-0.10246330499649048
101,-0.84925485,-0.7411263,"('successful', 'unsuccessful')",-1.544471,-1.2828454,-1.1968629360198975,-1.0119857788085938,0.1848771572113037
3,0.826118,0.8693675,"('likable', 'unlikable')",0.9681766,0.9459584,0.8971472978591919,0.9076629281044006,0.01051563024520874
103,0.82511944,1.0108768,"('traditional', 'modern')",1.0670519,1.2362148,0.9460856914520264,1.12354576587677,0.17746007442474365
9,0.80017215,0.88068044,"('sensitive', 'insensitive')",-1.1200454,-1.1348997,-0.15993663668632507,-0.12710964679718018,0.0328269898891449
67,-0.7961415,-0.5822159,"('discriminating', 'undiscriminating')",-0.567786,-0.46857643,-0.6819637417793274,-0.5253961682319641,0.15656757354736328
88,-0.79554296,-0.8470621,"('impulsive', 'meek')",0.648868,0.6104417,-0.07333746552467346,-0.11831021308898926,-0.044972747564315796
79,0.7842193,0.64091504,"('determined', 'doubtful')",0.26907808,0.27829236,0.5266487002372742,0.4596036970615387,-0.06704500317573547
74,0.7835722,0.8694098,"('insightful', 'unperceptive')",-1.4253592,-1.2999856,-0.3208935260772705,-0.2152879238128662,0.1056056022644043
14,0.7535262,0.7554648,"('supportive', 'unsupportive')",0.33358848,0.26202676,0.543557345867157,0.5087457895278931,-0.034811556339263916
13,0.75174755,0.8369386,"('helpful', 'unhelpful')",-3.9377575,-3.8693838,-1.5930049419403076,-1.516222596168518,0.07678234577178955
50,0.74675834,0.5344994,"('unprejudiced', 'prejudiced')",1.5297697,1.3851988,1.1382639408111572,0.9598491191864014,-0.17841482162475586
30,0.70349264,0.83907557,"('honest', 'dishonest')",0.24323991,0.4398469,0.47336626052856445,0.6394612193107605,0.16609495878219604
40,-0.7027883,-0.8975217,"('honorable', 'mean')",-4.2451315,-4.387929,-2.4739599227905273,-2.6427252292633057,-0.16876530647277832
102,-0.6914876,-0.68940526,"('eminent', 'low')",-1.6074855,-1.4137323,-1.1494865417480469,-1.0515687465667725,0.09791779518127441
80,0.6845546,0.5794318,"('independent', 'dependent')",0.6987647,0.8182925,0.6916596293449402,0.6988621354103088,0.007202506065368652
28,0.6518719,0.7359647,"('honest', 'dishonest')",-0.57338035,-0.41256368,0.039245784282684326,0.1617005169391632,0.12245473265647888
35,0.61368597,0.61922115,"('fair', 'unfair')",1.4046079,1.4884746,1.0091469287872314,1.0538479089736938,0.0447009801864624
91,-0.6041063,-0.5334844,"('resilient', 'nonresilient')",-0.6186535,-0.6306294,-0.611379861831665,-0.5820568799972534,0.02932298183441162
19,-0.58493817,-0.5136114,"('funny', 'boring')",-0.11576283,-0.24435186,-0.3503504991531372,-0.3789816200733185,-0.028631120920181274
105,-0.5265873,-0.37801695,"('conventional', 'modern')",0.9278227,0.9527276,0.2006177008152008,0.28735533356666565,0.08673763275146484
85,0.51555645,0.54974693,"('ambitious', 'unambitious')",-0.09149383,-0.0021612942,0.2120313048362732,0.2737928032875061,0.06176149845123291
70,0.5088643,0.42856336,"('wise', 'unwise')",0.6309311,0.52137756,0.5698976516723633,0.4749704599380493,-0.09492719173431396
58,0.5012623,0.68289065,"('able', 'clumsy')",-1.5672256,-1.3807583,-0.5329816341400146,-0.3489338159561157,0.18404781818389893
90,0.47060943,0.33477658,"('motivated', 'unmotivated')",0.1198954,0.07366204,0.29525241255760193,0.20421931147575378,-0.09103310108184814
100,0.47018254,0.74652255,"('influential', 'uninfluential')",-0.82206607,-0.43653774,-0.17594176530838013,0.15499240159988403,0.33093416690826416
106,-0.45192015,-0.27786624,"('conventional', 'unconventional')",-0.0799066,0.23725924,-0.26591336727142334,-0.020303502678871155,0.24560986459255219
59,-0.45070994,-0.56374896,"('skillful', 'clumsy')",-0.3219944,-0.14472471,-0.38635218143463135,-0.3542368412017822,0.03211534023284912
53,-0.42719877,-0.4808917,"('smart', 'stupid')",-3.9699922,-4.000032,-2.1985955238342285,-2.240461826324463,-0.041866302490234375
46,0.41347888,0.4727609,"('generous', 'stingy')",1.9679008,1.9738206,1.1906898021697998,1.2232906818389893,0.03260087966918945
57,-0.3983972,-0.42630932,"('able', 'unable')",-1.117486,-1.1424624,-0.7579416036605835,-0.7843858599662781,-0.02644425630569458
22,0.39161044,0.19528194,"('welcoming', 'disagreeable')",0.6747997,0.7623887,0.5332050323486328,0.4788353145122528,-0.054369717836380005
55,0.37994295,0.45491385,"('intelligent', 'unintelligent')",-1.9147785,-1.6730093,-0.7674177885055542,-0.6090477108955383,0.15837007761001587
78,0.34641865,0.13351685,"('active', 'inactive')",2.2748482,2.09327,1.3106334209442139,1.1133934259414673,-0.19723999500274658
44,0.30343044,0.38417718,"('truthful', 'untruthful')",-0.8071395,-0.780509,-0.2518545389175415,-0.1981659084558487,0.05368863046169281
72,-0.29393476,-0.20269349,"('logical', 'illogical')",-0.8256023,-0.59239656,-0.559768557548523,-0.3975450396537781,0.16222351789474487
87,0.29142487,0.39172482,"('dedicated', 'undedicated')",-0.46658844,-0.32860598,-0.08758178353309631,0.03155942261219025,0.11914120614528656
27,-0.27803606,-0.13638657,"('sincere', 'insincere')",-4.9725924,-4.7073727,-2.625314235687256,-2.421879529953003,0.20343470573425293
45,0.26642597,0.24714601,"('cooperative', 'exploitative')",-0.506201,-0.6506781,-0.11988753080368042,-0.20176604390144348,-0.08187851309776306
21,0.24957272,0.15705356,"('nice', 'nasty')",0.3176825,0.24151343,0.28362762928009033,0.19928349554538727,-0.08434413373470306
33,-0.22877163,-0.17105901,"('softhearted', 'hardhearted')",-0.5248198,-0.45623806,-0.3767957091331482,-0.313648521900177,0.06314718723297119
97,-0.19775616,-0.18379512,"('superior', 'inferior')",-0.113989055,-0.1980142,-0.15587261319160461,-0.1909046620130539,-0.03503204882144928
43,0.18378252,0.05471155,"('genuine', 'fake')",0.112937,0.3211748,0.1483597606420517,0.18794317543506622,0.039583414793014526
56,0.17954805,0.18154013,"('intelligent', 'dumb')",0.87722856,0.94560266,0.5283883213996887,0.5635713934898376,0.035183072090148926
38,-0.15269208,-0.1266147,"('kind', 'unkind')",-1.9336268,-1.5504124,-1.0431594848632812,-0.8385135531425476,0.20464593172073364
96,-0.14502776,-0.22521874,"('powerful', 'powerless')",-0.7449475,-0.6292006,-0.44498762488365173,-0.42720967531204224,0.017777949571609497
54,-0.12972507,-0.31577402,"('smart', 'stupid')",-0.4525624,-0.63844085,-0.2911437153816223,-0.477107435464859,-0.1859637200832367
86,-0.122249484,-0.218377,"('self-reliant', 'helpless')",2.1340256,2.041594,1.0058879852294922,0.9116085171699524,-0.0942794680595398
29,-0.1145795,-0.10888636,"('honest', 'immoral')",-0.85556924,-0.6723435,-0.48507437109947205,-0.39061492681503296,0.09445944428443909
24,-0.10251188,-0.13067934,"('thoughtful', 'rough')",-1.2991643,-1.146438,-0.7008380889892578,-0.6385586857795715,0.06227940320968628
110,-0.047376245,0.0019992888,"('narrow-minded', 'open-minded')",0.011235356,0.011726141,-0.018070444464683533,0.006862714886665344,0.024933159351348877
34,-0.04074332,0.2313234,"('loyal', 'disloyal')",-1.4029019,-1.1322954,-0.7218226194381714,-0.4504859745502472,0.2713366448879242
6,-0.01657921,0.16593105,"('liked', 'disliked')",5.090419,5.0364676,2.5369198322296143,2.6011993885040283,0.06427955627441406
