,apartment_male,apartment_female,tuple,investment_male,investment_female,&_male,&_female,mgmt_male,mgmt_female,average_male,average_female,female-male
15,-0.9278883,-0.8095277,"('polite', 'impolite')",0.071725845,0.29107273,0.7157667,0.84402835,1.148248,1.4269276,0.2519630789756775,0.43812525272369385,0.18616217374801636
100,-0.91456264,-0.70638776,"('influential', 'uninfluential')",-0.445138,-0.25258744,-0.7749443,-0.5667411,0.49532294,0.667606,-0.4098305106163025,-0.21452757716178894,0.19530293345451355
77,0.88170075,1.2154913,"('active', 'inactive')",-1.1645268,-1.290625,-0.078360364,-0.27548856,1.0609593,0.9488432,0.1749432235956192,0.1495552361011505,-0.02538798749446869
85,-0.86308086,-0.8547963,"('ambitious', 'unambitious')",-0.9472899,-0.9630163,0.2667089,0.29304048,-0.21331407,-0.17517363,-0.43924397230148315,-0.42498642206192017,0.014257550239562988
51,-0.8486943,-0.705235,"('competent', 'incompetent')",-0.16610774,0.010777384,-0.48839974,-0.38361037,0.42844427,0.5322521,-0.2686893939971924,-0.13645398616790771,0.13223540782928467
84,-0.8252716,-0.849946,"('self-confident', 'diffident')",-1.3108633,-1.336909,0.07232165,-0.23763105,0.10764011,0.060961455,-0.489043265581131,-0.5908811688423157,-0.10183790326118469
90,0.75576746,0.6509745,"('motivated', 'unmotivated')",-0.36240795,-0.54503775,0.6029837,0.55173934,1.0527854,1.1608597,0.512282133102417,0.4546339511871338,-0.0576481819152832
54,0.7403105,0.7098062,"('smart', 'stupid')",-0.846033,-1.106767,1.0975463,1.0455928,1.0753591,0.8970011,0.5167957544326782,0.386408269405365,-0.13038748502731323
89,-0.73999864,-0.831054,"('daring', 'anxious')",0.2907448,0.37745044,-0.92452294,-0.85655177,-0.854902,-0.6337045,-0.5571696758270264,-0.48596495389938354,0.07120472192764282
101,-0.7393037,-0.52624625,"('successful', 'unsuccessful')",-2.0918365,-1.8635253,-0.89957243,-0.94783556,-1.2333513,-0.9915829,-1.241015911102295,-1.082297444343567,0.15871846675872803
110,0.73441416,0.6934858,"('narrow-minded', 'open-minded')",1.4018503,1.4456851,0.9423672,0.7834036,-0.6344427,-0.68127227,0.6110472679138184,0.560325562953949,-0.050721704959869385
24,-0.7102337,-0.71703744,"('thoughtful', 'rough')",-0.916942,-0.97487575,-0.23848522,-0.14970952,-0.2501778,-0.21306723,-0.5289596915245056,-0.5136724710464478,0.015287220478057861
105,-0.692481,-0.6776843,"('conventional', 'modern')",-0.3201897,-0.35119945,-1.011471,-1.0496438,-0.13339654,-0.11029567,-0.5393846035003662,-0.5472058057785034,-0.007821202278137207
17,-0.6810211,-0.35320085,"('social', 'antisocial')",-0.9951391,-0.8530721,0.33156028,0.40966216,-0.2043882,0.03804472,-0.3872470259666443,-0.189641535282135,0.19760549068450928
42,0.6441145,0.985286,"('amicable', 'hostile')",0.29021782,0.25521564,0.81864345,0.653674,0.109773874,-0.24441421,0.4656873941421509,0.41244035959243774,-0.053247034549713135
5,-0.64206916,-0.6090922,"('pleasant', 'repellent')",-0.17888528,-0.14982605,0.30515563,0.32166058,0.52487683,0.5972892,0.0022695064544677734,0.04000788927078247,0.0377383828163147
19,-0.6360481,-0.58665276,"('funny', 'boring')",-0.25908208,-0.3489743,0.20886248,0.038226932,-1.2158605,-1.2594103,-0.47553205490112305,-0.5392025709152222,-0.06367051601409912
2,-0.6135182,-0.69926506,"('friendly', 'unfriendly')",-0.43117946,-0.31983066,0.10653454,0.399545,0.6988083,1.0425494,-0.05983869731426239,0.10574968159198761,0.16558837890625
10,-0.59714603,-0.45614386,"('affectionate', 'unaffectionate')",-0.8812555,-0.8241315,0.22535588,0.18459022,-0.68314296,-0.9407525,-0.48404717445373535,-0.509109377861023,-0.025062203407287598
4,-0.59636194,-0.6088062,"('likable', 'unlikable')",-2.454916,-2.6216233,-0.74760413,-1.01613,-1.0966834,-1.1714102,-1.2238913774490356,-1.3544923067092896,-0.1306009292602539
47,-0.5896033,-0.40952706,"('forgiving', 'unforgiving')",-0.38173544,-0.25931948,-0.74930066,-0.5109968,-0.1688961,-0.17172362,-0.47238388657569885,-0.33789175748825073,0.13449212908744812
68,-0.5858171,-0.5209274,"('clever', 'inept')",-1.6254711,-1.7268968,-1.4675927,-1.5158814,-0.4905015,-0.711449,-1.042345643043518,-1.118788719177246,-0.07644307613372803
67,-0.5747652,-0.5734559,"('discriminating', 'undiscriminating')",-1.3356351,-1.4180295,-0.9230713,-0.78169817,-0.20331487,-0.20040502,-0.7591965794563293,-0.7433971762657166,0.015799403190612793
26,0.55990374,0.82751787,"('trustworthy', 'untrustworthy')",0.719434,0.78339833,-0.35686257,-0.40186012,0.52163786,0.6032835,0.361028254032135,0.45308488607406616,0.09205663204193115
106,0.5093716,0.718843,"('conventional', 'unconventional')",0.07473412,0.26087472,1.2993984,1.4505728,0.57645154,0.46911043,0.6149889230728149,0.7248502969741821,0.10986137390136719
21,-0.4728014,-0.41863275,"('nice', 'nasty')",0.37263608,0.35051388,0.865172,1.0441111,0.4662063,0.23180479,0.30780327320098877,0.30194926261901855,-0.005854010581970215
39,0.46525568,0.64772606,"('right', 'wrong')",-0.77057946,-0.7626995,0.75070196,0.51270443,-0.47715995,-0.4443612,-0.007945440709590912,-0.011657550930976868,-0.003712110221385956
97,0.43608522,0.291431,"('superior', 'inferior')",-0.18650913,-0.31108224,-0.8253244,-0.8584398,-0.09155011,0.021153368,-0.166824609041214,-0.21423441171646118,-0.04740980267524719
16,-0.41249207,-0.23264356,"('social', 'antisocial')",-1.2349323,-1.056303,0.2795266,0.46477503,0.13555487,0.5251479,-0.30808570981025696,-0.07475592195987701,0.23332978785037994
43,-0.39885196,-0.5040647,"('genuine', 'fake')",-0.5104358,-0.46403164,0.49274534,0.51856124,-0.41638702,-0.32051504,-0.20823237299919128,-0.19251252710819244,0.01571984589099884
3,0.37536725,0.45173544,"('likable', 'unlikable')",-0.32630372,-0.45314968,0.5202945,0.25173515,1.5096055,1.5581353,0.519740879535675,0.4521140456199646,-0.06762683391571045
45,-0.35718292,-0.52590114,"('cooperative', 'exploitative')",0.33993337,0.33040783,0.0488908,-0.1737825,-0.16249344,-0.09475209,-0.03271304816007614,-0.11600697040557861,-0.08329392224550247
59,-0.34910613,-0.26064357,"('skillful', 'clumsy')",0.1925452,0.24876514,0.059923977,-0.009785771,-0.8411023,-1.0346403,-0.2344348132610321,-0.2640761137008667,-0.029641300439834595
70,0.34729958,0.20526111,"('wise', 'unwise')",1.4261808,1.3770764,-0.22921562,-0.1455794,0.8399651,0.72213095,0.5960574746131897,0.5397222638130188,-0.0563352108001709
57,-0.33757827,-0.3898037,"('able', 'unable')",-0.21980655,-0.23023319,0.14282426,-0.0006297827,0.21379353,0.013644189,-0.050191763788461685,-0.15175563097000122,-0.10156386718153954
14,0.30598664,0.38260162,"('supportive', 'unsupportive')",-0.5370847,-0.6355531,0.8450122,0.7476977,0.35883194,0.2995708,0.24318651854991913,0.19857925176620483,-0.044607266783714294
62,-0.28990698,-0.31350294,"('creative', 'uncreative')",-1.5122533,-1.5159684,-2.2511616,-2.446728,0.3393207,0.122987844,-0.9285002946853638,-1.0383028984069824,-0.10980260372161865
94,0.27287722,0.03548917,"('aggressive', 'submissive')",-1.175735,-1.1678472,0.45391607,0.68634987,0.46489745,0.91396135,0.003988936543464661,0.11698831617832184,0.11299937963485718
30,-0.24149698,-0.32099202,"('honest', 'dishonest')",-1.7457337,-1.7239826,-1.5715175,-1.6089077,0.23109034,0.46663198,-0.831914484500885,-0.7968125939369202,0.035101890563964844
99,-0.20425636,0.1478647,"('prestigious', 'insignificant')",-0.9320009,-0.9795121,-0.7048128,-1.1830682,-1.3853666,-1.8804376,-0.8066091537475586,-0.973788321018219,-0.1671791672706604
72,-0.17383806,-0.08660397,"('logical', 'illogical')",-1.6971085,-1.6224278,-2.088004,-1.9749874,-0.5624995,-0.4311255,-1.1303625106811523,-1.0287861824035645,0.10157632827758789
76,0.17147982,0.044093907,"('secure', 'insecure')",0.22492097,0.2671644,-0.3842275,0.030869126,0.2513073,0.6126543,0.06587015092372894,0.2386954426765442,0.17282529175281525
18,-0.16488591,-0.39025703,"('social', 'asocial')",-0.7134417,-0.62316716,-0.2036233,-0.10633722,-0.096535176,0.051114827,-0.2946215271949768,-0.26716163754463196,0.02745988965034485
92,0.13667251,0.17906967,"('unwavering', 'wavering')",-0.26960135,-0.4167964,-1.371525,-1.4627593,0.067934096,-0.18005633,-0.35912996530532837,-0.47013556957244873,-0.11100560426712036
31,-0.09350753,0.03944114,"('altruistic', 'egoistic')",-0.46035758,-0.5092003,-0.6022098,-0.7353118,-0.38290608,-0.46168515,-0.3847452402114868,-0.41668903827667236,-0.03194379806518555
109,-0.064658806,-0.3032133,"('conservative', 'liberal')",0.0019270033,0.17034438,1.8477361,2.2259586,0.13917983,0.5984293,0.48104605078697205,0.672879695892334,0.19183364510536194
108,-0.064658806,-0.3032133,"('conservative', 'liberal')",0.0019270033,0.17034438,1.8477361,2.2259586,0.13917983,0.5984293,0.48104605078697205,0.672879695892334,0.19183364510536194
79,-0.042290762,-0.20359921,"('determined', 'doubtful')",-0.10630342,-0.11139102,0.8897472,0.8180775,0.31696594,0.5033015,0.2645297348499298,0.25159719586372375,-0.012932538986206055
23,0.030010492,-0.09028748,"('hospitable', 'inhospitable')",0.7296435,0.5965997,-0.26044792,-0.5826237,0.3730175,0.085779846,0.21805590391159058,0.0023670941591262817,-0.2156888097524643
98,-0.014162019,0.15246987,"('prestigious', 'insignificant')",-0.82224417,-0.94924736,-1.0710076,-1.416075,-0.8130687,-1.2059363,-0.680120587348938,-0.8546972274780273,-0.17457664012908936
