,denbury_male,denbury_female,tuple,average_male,average_female,female-male
3,1.174403,1.1154475,"('likable', 'unlikable')",1.1744029521942139,1.1154475212097168,-0.05895543098449707
1,-1.1709698,-0.7329757,"('friendly', 'unfriendly')",-1.170969843864441,-0.7329757213592529,0.437994122505188
80,1.1672728,1.115206,"('independent', 'dependent')",1.1672728061676025,1.115206003189087,-0.052066802978515625
60,1.1533899,1.0842267,"('educated', 'uneducated')",1.1533899307250977,1.0842267274856567,-0.06916320323944092
61,-1.089538,-0.547818,"('rational', 'irrational')",-1.0895379781723022,-0.5478180050849915,0.5417199730873108
98,-1.0423226,-0.88353485,"('prestigious', 'insignificant')",-1.0423226356506348,-0.883534848690033,0.1587877869606018
10,-1.0371112,-0.72575676,"('affectionate', 'unaffectionate')",-1.0371111631393433,-0.7257567644119263,0.311354398727417
46,0.9868069,1.143244,"('generous', 'stingy')",0.9868069291114807,1.1432440280914307,0.15643709897994995
27,-0.9473339,-1.0939529,"('sincere', 'insincere')",-0.9473338723182678,-1.0939528942108154,-0.1466190218925476
14,0.93434525,0.8260758,"('supportive', 'unsupportive')",0.9343452453613281,0.8260757923126221,-0.10826945304870605
97,-0.9334081,-0.82575536,"('superior', 'inferior')",-0.9334080815315247,-0.8257553577423096,0.10765272378921509
8,-0.9104618,-0.65777814,"('open', 'distant')",-0.9104617834091187,-0.6577781438827515,0.2526836395263672
18,0.9024704,0.64995575,"('social', 'asocial')",0.9024704098701477,0.6499557495117188,-0.25251466035842896
45,0.8882147,0.45933318,"('cooperative', 'exploitative')",0.8882147073745728,0.4593331813812256,-0.42888152599334717
79,0.86833584,0.4796245,"('determined', 'doubtful')",0.8683358430862427,0.47962450981140137,-0.3887113332748413
0,0.8607748,0.8653849,"('sociable', 'unsociable')",0.86077481508255,0.8653848767280579,0.0046100616455078125
69,-0.84359187,-0.6174392,"('wise', 'foolish')",-0.8435918688774109,-0.6174392104148865,0.22615265846252441
32,-0.8391785,-0.7450293,"('benevolent', 'hardhearted')",-0.8391785025596619,-0.7450292706489563,0.09414923191070557
6,0.8239756,1.1749234,"('liked', 'disliked')",0.8239756226539612,1.1749234199523926,0.3509477972984314
33,-0.8086635,-0.63443124,"('softhearted', 'hardhearted')",-0.8086634874343872,-0.6344312429428101,0.17423224449157715
38,0.78182673,0.75364786,"('kind', 'unkind')",0.7818267345428467,0.7536478638648987,-0.028178870677947998
63,-0.77106106,-0.5685868,"('capable', 'incapable')",-0.7710610628128052,-0.5685868263244629,0.20247423648834229
74,0.741981,0.65176594,"('insightful', 'unperceptive')",0.741981029510498,0.6517659425735474,-0.09021508693695068
89,0.73051107,0.5057226,"('daring', 'anxious')",0.7305110692977905,0.5057225823402405,-0.22478848695755005
105,-0.70507836,-0.76408714,"('conventional', 'modern')",-0.7050783634185791,-0.7640871405601501,-0.059008777141571045
11,-0.6999637,-0.5212648,"('caring', 'unaffectionate')",-0.6999636888504028,-0.5212647914886475,0.17869889736175537
102,0.6764118,0.61847234,"('eminent', 'low')",0.6764118075370789,0.6184723377227783,-0.05793946981430054
49,0.67534995,0.39558756,"('responsible', 'irresponsible')",0.6753499507904053,0.3955875635147095,-0.2797623872756958
34,-0.65851676,-0.45645666,"('loyal', 'disloyal')",-0.6585167646408081,-0.45645666122436523,0.20206010341644287
64,0.65562445,0.3700754,"('clever', 'incompetent')",0.6556244492530823,0.37007540464401245,-0.2855490446090698
19,-0.6529429,-0.47040766,"('funny', 'boring')",-0.6529428958892822,-0.4704076647758484,0.18253523111343384
82,0.6083403,0.6914535,"('industrious', 'meek')",0.608340322971344,0.6914535164833069,0.08311319351196289
35,-0.60130495,-0.34218547,"('fair', 'unfair')",-0.6013049483299255,-0.34218546748161316,0.2591194808483124
92,-0.5981661,-0.2983793,"('unwavering', 'wavering')",-0.5981661081314087,-0.2983793020248413,0.2997868061065674
52,0.59305906,0.51135886,"('competitive', 'uncompetitive')",0.5930590629577637,0.5113588571548462,-0.08170020580291748
86,0.58968776,0.69566876,"('self-reliant', 'helpless')",0.5896877646446228,0.6956687569618225,0.10598099231719971
87,0.5894267,0.2859823,"('dedicated', 'undedicated')",0.5894266963005066,0.28598231077194214,-0.30344438552856445
4,0.5816232,0.40465266,"('likable', 'unlikable')",0.5816231966018677,0.4046526551246643,-0.17697054147720337
23,-0.57600796,-0.29862642,"('hospitable', 'inhospitable')",-0.5760079622268677,-0.2986264228820801,0.2773815393447876
54,0.57238346,0.37505993,"('smart', 'stupid')",0.572383463382721,0.37505993247032166,-0.1973235309123993
59,0.5572525,0.70959413,"('skillful', 'clumsy')",0.5572525262832642,0.7095941305160522,0.15234160423278809
106,0.53239655,0.4764802,"('conventional', 'unconventional')",0.5323965549468994,0.4764801859855652,-0.05591636896133423
28,-0.53147906,-0.48671412,"('honest', 'dishonest')",-0.5314790606498718,-0.48671412467956543,0.044764935970306396
100,0.5259894,0.6270417,"('influential', 'uninfluential')",0.5259894132614136,0.6270416975021362,0.10105228424072266
48,0.5176144,0.52886176,"('reliable', 'unreliable')",0.5176144242286682,0.5288617610931396,0.011247336864471436
66,0.5078508,0.66111106,"('imaginative', 'unimaginative')",0.5078508257865906,0.661111056804657,0.1532602310180664
65,0.5062027,0.12553483,"('practical', 'impractical')",0.5062026977539062,0.12553483247756958,-0.38066786527633667
36,0.49881756,0.26521498,"('tolerant', 'intolerant')",0.4988175630569458,0.2652149796485901,-0.2336025834083557
78,0.48426765,0.49573302,"('active', 'inactive')",0.4842676520347595,0.49573302268981934,0.011465370655059814
58,-0.44850862,-0.44019246,"('able', 'clumsy')",-0.448508620262146,-0.44019246101379395,0.00831615924835205
20,-0.4117666,0.098508865,"('popular', 'unpopular')",-0.41176658868789673,0.09850886464118958,0.5102754533290863
7,-0.40818068,-0.22061726,"('outgoing', 'distant')",-0.40818068385124207,-0.22061726450920105,0.18756341934204102
39,-0.40172628,-0.05200851,"('right', 'wrong')",-0.40172627568244934,-0.05200850963592529,0.34971776604652405
50,0.40155733,0.4276983,"('unprejudiced', 'prejudiced')",0.4015573263168335,0.4276983141899109,0.026140987873077393
9,0.396773,0.15739064,"('sensitive', 'insensitive')",0.39677301049232483,0.15739063918590546,-0.23938237130641937
88,-0.35565594,-0.18111368,"('impulsive', 'meek')",-0.3556559383869171,-0.18111367523670197,0.17454226315021515
47,-0.33646262,-0.39925534,"('forgiving', 'unforgiving')",-0.3364626169204712,-0.39925533533096313,-0.06279271841049194
13,-0.3270613,-0.43491217,"('helpful', 'unhelpful')",-0.3270612955093384,-0.43491217494010925,-0.10785087943077087
56,-0.3142443,-0.2522061,"('intelligent', 'dumb')",-0.3142443001270294,-0.25220608711242676,0.06203821301460266
12,0.28152734,0.20289934,"('sympathetic', 'unsympathetic')",0.2815273404121399,0.20289933681488037,-0.07862800359725952
24,0.28147602,0.062886,"('thoughtful', 'rough')",0.2814760208129883,0.06288599967956543,-0.21859002113342285
93,0.26230162,0.15562764,"('dominating', 'dominated')",0.26230162382125854,0.15562763810157776,-0.10667398571968079
55,0.25979963,0.38560706,"('intelligent', 'unintelligent')",0.25979962944984436,0.3856070637702942,0.12580743432044983
21,0.25793988,0.3075859,"('nice', 'nasty')",0.257939875125885,0.3075858950614929,0.04964601993560791
91,0.25739175,0.37655753,"('resilient', 'nonresilient')",0.2573917508125305,0.37655752897262573,0.11916577816009521
31,-0.24647261,-0.030873954,"('altruistic', 'egoistic')",-0.24647261202335358,-0.03087395429611206,0.21559865772724152
37,0.20965934,0.500969,"('good', 'evil')",0.20965933799743652,0.5009689927101135,0.291309654712677
26,0.18071215,0.18194696,"('trustworthy', 'untrustworthy')",0.18071214854717255,0.18194696307182312,0.0012348145246505737
62,-0.17384443,-0.012107849,"('creative', 'uncreative')",-0.17384442687034607,-0.01210784912109375,0.16173657774925232
101,0.15436563,0.21461673,"('successful', 'unsuccessful')",0.1543656289577484,0.21461673080921173,0.06025110185146332
72,-0.1524032,-0.0125854835,"('logical', 'illogical')",-0.15240320563316345,-0.012585483491420746,0.1398177221417427
51,0.1473825,-0.027818888,"('competent', 'incompetent')",0.14738249778747559,-0.027818888425827026,-0.1752013862133026
77,0.13797817,0.2294116,"('active', 'inactive')",0.13797816634178162,0.22941160202026367,0.09143343567848206
81,0.12890634,0.118851036,"('industrious', 'lazy')",0.12890633940696716,0.11885103583335876,-0.010055303573608398
29,0.121234745,-0.019162893,"('honest', 'immoral')",0.12123474478721619,-0.019162893295288086,-0.14039763808250427
84,-0.11506218,-0.038924217,"('self-confident', 'diffident')",-0.1150621771812439,-0.038924217224121094,0.0761379599571228
44,0.11135187,0.20173974,"('truthful', 'untruthful')",0.1113518700003624,0.20173974335193634,0.09038787335157394
57,0.0868184,0.16475138,"('able', 'unable')",0.0868183970451355,0.16475138068199158,0.07793298363685608
83,0.0498901,-0.23329434,"('energetic', 'lethargic')",0.049890100955963135,-0.23329433798789978,-0.2831844389438629
17,0.032945693,-0.011563867,"('social', 'antisocial')",0.03294569253921509,-0.011563867330551147,-0.044509559869766235
43,0.029886752,-0.20391253,"('genuine', 'fake')",0.029886752367019653,-0.20391252636909485,-0.2337992787361145
30,0.028948396,-0.07693231,"('honest', 'dishonest')",0.02894839644432068,-0.07693231105804443,-0.10588070750236511
96,-0.024240762,-0.075763464,"('powerful', 'powerless')",-0.024240761995315552,-0.07576346397399902,-0.05152270197868347
70,-0.021255374,0.3349075,"('wise', 'unwise')",-0.02125537395477295,0.33490750193595886,0.3561628758907318
67,0.006128788,-0.07551727,"('discriminating', 'undiscriminating')",0.006128787994384766,-0.07551726698875427,-0.08164605498313904
110,-0.001349695,-0.26426733,"('narrow-minded', 'open-minded')",-0.0013496950268745422,-0.26426732540130615,-0.2629176303744316
