,kontoor_male,kontoor_female,tuple,brands_male,brands_female,average_male,average_female,female-male
45,-0.76651347,-0.9399386,"('cooperative', 'exploitative')",-0.43129134,-0.3694068,-0.5989024043083191,-0.6546726822853088,-0.055770277976989746
25,0.7536885,0.66887176,"('moral', 'immoral')",-0.36253908,-0.3746986,0.19557471573352814,0.14708657562732697,-0.04848814010620117
10,-0.74204516,-0.427862,"('affectionate', 'unaffectionate')",-1.0204144,-0.90321386,-0.8812297582626343,-0.66553795337677,0.21569180488586426
52,0.73984736,0.5703179,"('competitive', 'uncompetitive')",-0.59792525,-0.5246098,0.07096105813980103,0.02285405993461609,-0.048106998205184937
12,0.73897076,0.76464605,"('sympathetic', 'unsympathetic')",-1.3808513,-1.1635431,-0.3209402561187744,-0.19944852590560913,0.12149173021316528
48,-0.7291448,-0.70169854,"('reliable', 'unreliable')",2.9743083,2.6920805,1.1225817203521729,0.9951909780502319,-0.12739074230194092
106,0.7110263,0.5912424,"('conventional', 'unconventional')",-0.5510607,-0.31283647,0.07998281717300415,0.13920295238494873,0.05922013521194458
96,0.688122,0.63190925,"('powerful', 'powerless')",-0.65578264,-0.42257354,0.01616966724395752,0.10466785728931427,0.08849819004535675
80,0.6812394,0.51058924,"('independent', 'dependent')",0.7578194,0.46359006,0.719529390335083,0.4870896339416504,-0.23243975639343262
32,-0.6712744,-0.6521945,"('benevolent', 'hardhearted')",-1.5679216,-1.4310837,-1.1195980310440063,-1.0416390895843506,0.07795894145965576
41,-0.66458166,-0.33332133,"('incorrupt', 'corrupt')",1.1654556,1.2876594,0.2504369616508484,0.4771690368652344,0.226732075214386
20,-0.6361341,-0.2532366,"('popular', 'unpopular')",-0.26260996,-0.3263086,-0.4493720233440399,-0.2897725999355316,0.1595994234085083
71,0.62125343,0.32325894,"('efficient', 'inefficient')",-0.7052022,-0.9471908,-0.041974395513534546,-0.3119659423828125,-0.26999154686927795
70,0.609315,0.62696666,"('wise', 'unwise')",0.6714643,0.6634088,0.6403896808624268,0.6451877355575562,0.0047980546951293945
97,-0.60718,-0.5513463,"('superior', 'inferior')",-0.930251,-0.920183,-0.768715500831604,-0.7357646226882935,0.03295087814331055
94,0.5979264,0.49725696,"('aggressive', 'submissive')",0.90456104,1.133668,0.7512437105178833,0.8154624700546265,0.06421875953674316
110,-0.5955333,-0.6834491,"('narrow-minded', 'open-minded')",0.4669041,0.5492246,-0.06431460380554199,-0.06711223721504211,-0.002797633409500122
5,0.5917101,0.50193065,"('pleasant', 'repellent')",0.4133092,0.2989989,0.5025096535682678,0.4004647731781006,-0.10204488039016724
24,0.55326617,0.42559528,"('thoughtful', 'rough')",-1.2588966,-1.2555156,-0.3528152108192444,-0.4149601459503174,-0.062144935131073
61,-0.5526881,-0.29428673,"('rational', 'irrational')",0.4428974,0.6992283,-0.05489535629749298,0.2024707794189453,0.2573661357164383
98,-0.5430834,-0.57237136,"('prestigious', 'insignificant')",-0.6287781,-0.6678305,-0.5859307646751404,-0.6201009750366211,-0.03417021036148071
63,-0.53648555,-0.37969732,"('capable', 'incapable')",-1.2168884,-1.258724,-0.8766869902610779,-0.8192106485366821,0.05747634172439575
7,0.5157856,0.41326088,"('outgoing', 'distant')",0.8267393,0.25108537,0.6712624430656433,0.33217310905456543,-0.3390893340110779
65,-0.51367646,-0.7629552,"('practical', 'impractical')",-1.1058087,-1.078631,-0.8097425699234009,-0.9207931160926819,-0.111050546169281
81,0.50492704,0.4710365,"('industrious', 'lazy')",1.7018545,1.432023,1.1033906936645508,0.9515297412872314,-0.15186095237731934
28,-0.5010109,-0.23344885,"('honest', 'dishonest')",-1.877771,-1.699816,-1.1893908977508545,-0.9666324257850647,0.2227584719657898
78,0.4848491,0.43235964,"('active', 'inactive')",1.6156986,1.0228752,1.0502738952636719,0.7276173830032349,-0.322656512260437
39,-0.4777943,-0.34621197,"('right', 'wrong')",-0.23728687,-0.10750392,-0.3575405776500702,-0.22685794532299042,0.13068263232707977
90,0.47368824,0.28120768,"('motivated', 'unmotivated')",0.9313622,0.769919,0.70252525806427,0.5255633592605591,-0.17696189880371094
68,0.46844527,0.19424585,"('clever', 'inept')",-1.1548022,-1.4061495,-0.3431784510612488,-0.6059518456459045,-0.26277339458465576
59,-0.45120302,-0.40772775,"('skillful', 'clumsy')",0.18242249,0.124936685,-0.13439026474952698,-0.14139553904533386,-0.007005274295806885
76,0.42558986,0.34832388,"('secure', 'insecure')",0.319666,0.41019234,0.3726279139518738,0.37925809621810913,0.0066301822662353516
31,-0.42268997,-0.24268971,"('altruistic', 'egoistic')",-0.6092651,-0.5158224,-0.5159775018692017,-0.37925606966018677,0.1367214322090149
26,0.41003346,0.38702583,"('trustworthy', 'untrustworthy')",0.87704414,0.6954516,0.6435388326644897,0.5412387251853943,-0.10230010747909546
101,0.39720398,0.540065,"('successful', 'unsuccessful')",-1.1254332,-1.1926155,-0.3641146123409271,-0.3262752592563629,0.03783935308456421
107,0.38991988,0.32012814,"('conventional', 'modern')",0.4807641,0.56243074,0.4353419840335846,0.44127944111824036,0.005937457084655762
8,0.38025206,0.35439742,"('open', 'distant')",0.4102513,-0.062788844,0.39525169134140015,0.1458042860031128,-0.24944740533828735
57,0.3737552,0.042360038,"('able', 'unable')",-0.20974201,-0.44165844,0.08200658857822418,-0.19964919984340668,-0.28165578842163086
35,0.36043388,0.53814733,"('fair', 'unfair')",0.9512622,0.8491137,0.6558480262756348,0.6936305165290833,0.037782490253448486
14,0.35927358,0.37128308,"('supportive', 'unsupportive')",0.80641186,0.63992786,0.5828427076339722,0.5056054592132568,-0.07723724842071533
91,0.35844502,0.3687517,"('resilient', 'nonresilient')",-0.311144,-0.34847134,0.023650512099266052,0.010140180587768555,-0.013510331511497498
58,-0.35730872,-0.37351674,"('able', 'clumsy')",-1.5556748,-1.3350875,-0.9564917683601379,-0.854302167892456,0.10218960046768188
44,0.35345358,0.3848055,"('truthful', 'untruthful')",-1.0456365,-1.1038735,-0.34609147906303406,-0.35953399538993835,-0.013442516326904297
60,-0.35247052,-0.06095931,"('educated', 'uneducated')",-0.5951277,-0.34269732,-0.47379910945892334,-0.20182831585407257,0.27197079360485077
42,-0.34886283,-0.18088499,"('amicable', 'hostile')",0.7271538,0.77348936,0.18914547562599182,0.2963021993637085,0.10715672373771667
64,0.33980635,0.12509403,"('clever', 'incompetent')",-0.9059556,-0.8795094,-0.28307461738586426,-0.3772076964378357,-0.09413307905197144
89,-0.3349507,-0.2789449,"('daring', 'anxious')",-0.44257948,-0.5971991,-0.3887650966644287,-0.43807199597358704,-0.049306899309158325
17,0.3271137,0.47994584,"('social', 'antisocial')",-0.12831414,-0.04335469,0.09939977526664734,0.21829557418823242,0.11889579892158508
46,-0.3020749,-0.18364292,"('generous', 'stingy')",1.8724949,1.8934252,0.7852100133895874,0.8548911809921265,0.06968116760253906
21,-0.29013205,-0.21070892,"('nice', 'nasty')",1.0917124,1.0313308,0.40079015493392944,0.4103109538555145,0.009520798921585083
87,-0.28739172,-0.44688138,"('dedicated', 'undedicated')",-1.4560244,-1.339778,-0.8717080354690552,-0.8933296799659729,-0.021621644496917725
104,-0.28004155,0.045996428,"('conventional', 'unconventional')",-1.0287832,-0.7899064,-0.6544123888015747,-0.3719549775123596,0.2824574112892151
18,0.2759743,0.03431627,"('social', 'asocial')",-0.23698005,-0.026392125,0.01949712634086609,0.003962073475122452,-0.015535052865743637
9,0.2684664,0.28573847,"('sensitive', 'insensitive')",-0.8120123,-1.0621495,-0.27177295088768005,-0.38820552825927734,-0.11643257737159729
29,-0.25541773,-0.0975333,"('honest', 'immoral')",-1.2569898,-1.2911563,-0.7562037706375122,-0.6943448185920715,0.061858952045440674
2,0.21855769,0.3435561,"('friendly', 'unfriendly')",-0.67582643,-0.4188184,-0.22863437235355377,-0.03763115406036377,0.19100321829319
84,0.21081187,0.3490132,"('self-confident', 'diffident')",-0.4988926,-0.7638631,-0.14404037594795227,-0.20742493867874146,-0.06338456273078918
86,0.19008115,-0.019991357,"('self-reliant', 'helpless')",3.2539961,3.0132523,1.7220386266708374,1.4966304302215576,-0.22540819644927979
74,-0.18463106,-0.3008867,"('insightful', 'unperceptive')",-1.0899773,-1.5052136,-0.6373041868209839,-0.9030501842498779,-0.26574599742889404
82,0.17618023,0.20062372,"('industrious', 'meek')",0.56828165,0.55896956,0.3722309470176697,0.3797966241836548,0.007565677165985107
73,-0.16596705,-0.37877083,"('brilliant', 'incompetent')",-0.9730207,-1.1322204,-0.5694938898086548,-0.7554956078529358,-0.186001718044281
88,0.15862209,0.18095443,"('impulsive', 'meek')",1.2984375,1.1836932,0.7285298109054565,0.6823238134384155,-0.046205997467041016
49,-0.13756266,-0.24111733,"('responsible', 'irresponsible')",-1.5336701,-1.8523724,-0.8356163501739502,-1.0467448234558105,-0.21112847328186035
62,0.13175036,0.15451548,"('creative', 'uncreative')",-0.9551126,-1.1584728,-0.4116811156272888,-0.5019786357879639,-0.09029752016067505
79,-0.12540779,-0.25022233,"('determined', 'doubtful')",0.17184441,0.24215461,0.023218311369419098,-0.004033856093883514,-0.027252167463302612
34,-0.11168729,0.038232356,"('loyal', 'disloyal')",-1.7968713,-1.5503709,-0.9542793035507202,-0.7560693025588989,0.1982100009918213
83,-0.10351783,-0.17773966,"('energetic', 'lethargic')",-0.27545017,-0.44629043,-0.18948400020599365,-0.3120150566101074,-0.12253105640411377
43,-0.101618685,0.0018289536,"('genuine', 'fake')",-0.68500185,-0.6833764,-0.3933102786540985,-0.34077370166778564,0.052536576986312866
67,-0.09827455,-0.28414714,"('discriminating', 'undiscriminating')",-1.1336383,-1.2484097,-0.6159564256668091,-0.7662784457206726,-0.15032202005386353
55,0.09779599,0.15863574,"('intelligent', 'unintelligent')",-0.5553756,-0.42174554,-0.2287897914648056,-0.13155490159988403,0.09723488986492157
56,-0.08993126,0.097607486,"('intelligent', 'dumb')",1.0626276,0.9946784,0.48634815216064453,0.5461429357528687,0.05979478359222412
15,0.08877021,0.18171263,"('polite', 'impolite')",0.6085446,0.74417776,0.34865739941596985,0.46294519305229187,0.11428779363632202
3,0.07119092,0.20260768,"('likable', 'unlikable')",1.7352214,1.5954614,0.9032061696052551,0.8990345001220703,-0.0041716694831848145
105,0.06311864,-0.013255499,"('conventional', 'modern')",-1.0275881,-1.0367632,-0.48223474621772766,-0.5250093340873718,-0.042774587869644165
30,0.06251454,0.20735392,"('honest', 'dishonest')",-0.7107812,-0.717477,-0.32413333654403687,-0.2550615668296814,0.06907176971435547
23,-0.056514062,-0.10406481,"('hospitable', 'inhospitable')",0.65100706,0.47756082,0.2972464859485626,0.18674799799919128,-0.11049848794937134
0,-0.04983872,-0.09194937,"('sociable', 'unsociable')",-0.43011144,-0.3182998,-0.23997507989406586,-0.20512458682060242,0.03485049307346344
92,0.032430306,0.17163517,"('unwavering', 'wavering')",0.023409039,-0.17221849,0.027919672429561615,-0.0002916604280471802,-0.028211332857608795
66,-0.026820183,-0.06446591,"('imaginative', 'unimaginative')",2.6981292,2.6370654,1.3356544971466064,1.286299705505371,-0.04935479164123535
