,peoples_male,peoples_female,tuple,united_male,united_female,financial_male,financial_female,average_male,average_female,female-male
33,-0.4170884,-0.8038607,"('softhearted', 'hardhearted')",-1.0594859,-1.4408355,-0.08153415,0.02501604,-0.5193694829940796,-0.739893356959025,-0.22052387396494544
80,0.40184724,0.4333517,"('independent', 'dependent')",0.5709416,0.18480545,1.9702308,1.9234314,0.9810065428415934,0.8471961816151937,-0.13381036122639967
19,-0.37977022,0.0023654103,"('funny', 'boring')",-0.3303384,0.17197812,-0.15019345,-0.07388365,-0.2867673635482788,0.033486624558766685,0.3202539881070455
5,-0.3736136,-0.42439508,"('pleasant', 'repellent')",0.7774258,-0.02685222,-0.4220439,-0.2629832,-0.00607722004254659,-0.23807684580485025,-0.23199962576230365
26,-0.36601508,-0.4518295,"('trustworthy', 'untrustworthy')",-0.47293258,0.041821405,0.543942,0.4509346,-0.0983352263768514,0.01364217201868693,0.11197739839553833
39,0.3547287,0.6404926,"('right', 'wrong')",-0.31238633,0.3097093,-0.5942092,-0.5015377,-0.1839556097984314,0.14955474932988486,0.3335103591283163
15,-0.32665896,0.16962227,"('polite', 'impolite')",0.9993564,0.8850008,0.32956284,0.44540632,0.33408673604329425,0.500009814898173,0.16592307885487872
91,0.2982393,0.08975062,"('resilient', 'nonresilient')",-0.4900274,-0.23853612,-0.5978586,-0.46623564,-0.2632155815760295,-0.2050070365269979,0.058208545049031585
104,-0.28532064,-0.31047246,"('conventional', 'unconventional')",-0.96052444,-0.91257495,-1.1656477,-1.1315076,-0.8038309415181478,-0.7848517100016276,0.018979231516520256
92,-0.2725042,-0.51955307,"('unwavering', 'wavering')",-0.61248004,-0.6301067,0.033091843,-0.013285071,-0.2839641372362773,-0.3876482645670573,-0.10368412733078003
17,-0.26425976,0.05521761,"('social', 'antisocial')",-0.14320719,0.09545612,-0.87001455,-0.6542443,-0.4258271853129069,-0.16785685221354166,0.25797033309936523
4,0.25862324,0.41567838,"('likable', 'unlikable')",-0.052973524,-0.2781613,-1.9985303,-2.0398002,-0.5976268450419108,-0.6340943574905396,-0.03646751244862878
60,-0.25142893,0.09710987,"('educated', 'uneducated')",0.97407305,0.13444668,-0.5786388,-0.3942348,0.048001766204833984,-0.05422608554363251,-0.10222785174846649
31,-0.24714088,-0.052906394,"('altruistic', 'egoistic')",-0.27013502,0.077998504,-0.11062504,-0.10160872,-0.2093003193537394,-0.025505537788073223,0.1837947815656662
105,-0.2293694,-0.33370548,"('conventional', 'modern')",-0.703093,-0.5894963,0.0159453,-0.040117204,-0.3055056929588318,-0.32110633452733356,-0.015600641568501772
21,0.2215842,0.16974795,"('nice', 'nasty')",0.036139905,0.37301177,0.27870905,0.2795707,0.17881105343500772,0.2741101384162903,0.09529908498128256
52,0.21446566,0.20208177,"('competitive', 'uncompetitive')",-0.1755895,-0.24189061,-1.1381524,-0.9933147,-0.36642539501190186,-0.3443744977315267,0.02205089728037518
72,0.20314893,0.17401549,"('logical', 'illogical')",-0.32092807,-0.3940947,-1.9052674,-1.7653806,-0.6743488311767578,-0.6618199348449707,0.01252889633178711
96,-0.20069677,0.09436463,"('powerful', 'powerless')",0.3164214,0.24414286,-0.9281831,-0.77820474,-0.2708194851875305,-0.14656575520833334,0.12425372997919717
76,-0.18226957,-0.25726655,"('secure', 'insecure')",0.1556889,-0.29515558,0.38334543,0.3470475,0.11892157793045044,-0.06845821936925252,-0.18737979729970294
62,-0.17623365,-0.23739523,"('creative', 'uncreative')",-0.8660953,-0.16834095,-1.1973898,-1.2964354,-0.7465729713439941,-0.567390521367391,0.17918244997660315
107,0.16331095,0.42783678,"('conventional', 'modern')",1.5787694,1.3190601,0.70846087,0.8731865,0.8168470859527588,0.8733611106872559,0.05651402473449707
98,-0.1617961,-0.25103799,"('prestigious', 'insignificant')",0.025436148,-0.075569004,-1.0523567,-1.0312445,-0.3962388833363851,-0.45261716842651367,-0.0563782850901286
23,0.1481372,0.13218725,"('hospitable', 'inhospitable')",-0.02922368,-0.0777618,0.11622083,0.091177136,0.07837811609109242,0.04853419462839762,-0.0298439214626948
109,-0.14215332,0.22027457,"('conservative', 'liberal')",1.1538858,0.69048226,0.013299957,0.1294553,0.3416775067647298,0.3467373847961426,0.005059878031412779
108,-0.14215332,0.22027457,"('conservative', 'liberal')",1.1538858,0.69048226,0.013299957,0.1294553,0.3416775067647298,0.3467373847961426,0.005059878031412779
59,0.14001618,0.34449875,"('skillful', 'clumsy')",0.90059555,0.739215,-0.60844713,-0.36686772,0.14405486981074014,0.2389486829439799,0.09489381313323975
99,0.13848686,0.21594478,"('prestigious', 'insignificant')",0.020626545,0.06421234,-0.8632494,-0.7948258,-0.23471200466156006,-0.1715562343597412,0.06315577030181885
89,0.09865841,-0.22022761,"('daring', 'anxious')",0.71752495,0.12994692,-0.0013864785,0.034223408,0.2715989549954732,-0.018685763080914814,-0.290284718076388
110,-0.08474207,-0.17951035,"('narrow-minded', 'open-minded')",0.035013556,-0.14708954,0.3822906,0.44386452,0.11085402965545654,0.03908820947011312,-0.07176582018534342
69,0.046590887,0.10676985,"('wise', 'foolish')",0.26511365,0.3893541,-0.25274688,-0.15866065,0.019652555386225384,0.11248777310053508,0.09283521771430969
106,-0.033387244,-0.087530956,"('conventional', 'unconventional')",0.119790435,-0.15995687,-0.81909794,-0.69171935,-0.24423158168792725,-0.31306906541188556,-0.06883748372395831
