,plum_male,plum_female,tuple,creek_male,creek_female,timber_male,timber_female,average_male,average_female,female-male
19,-0.6027303,-0.43701506,"('funny', 'boring')",-0.60198694,-0.3893715,-0.35014266,-0.40825725,-0.5182866255442301,-0.4115479389826457,0.10673868656158442
76,0.5976403,0.5188751,"('secure', 'insecure')",0.7940147,0.5350267,0.49790353,0.4017065,0.6298528512318929,0.4852027893066406,-0.14465006192525232
49,-0.58795047,-0.7172437,"('responsible', 'irresponsible')",-1.102649,-1.5456684,-1.3624725,-1.5533888,-1.017690658569336,-1.272100289662679,-0.254409631093343
16,0.58641636,0.679109,"('social', 'antisocial')",0.34276697,0.6080625,-0.1898564,-0.22166482,0.24644231796264648,0.3551688989003499,0.10872658093770343
47,-0.5848095,-0.48153472,"('forgiving', 'unforgiving')",-0.9792838,-0.67686045,-0.3504894,-0.3554421,-0.6381942431131998,-0.5046124458312988,0.133581797281901
99,-0.5602132,-0.6565816,"('prestigious', 'insignificant')",-0.074561775,0.17549089,-0.85459626,-0.8776134,-0.4964570999145508,-0.45290136337280273,0.04355573654174805
87,-0.5360247,-0.599177,"('dedicated', 'undedicated')",-0.90284467,-0.92920786,-0.039665684,-0.06466107,-0.49284501870473224,-0.5310153166453043,-0.038170297940572084
9,-0.52440065,-0.6148927,"('sensitive', 'insensitive')",-1.3970103,-1.4213684,-0.53444135,-0.7686898,-0.8186175028483073,-0.9349836508433024,-0.11636614799499512
91,0.5103508,0.51539886,"('resilient', 'nonresilient')",-0.39858973,0.10528284,-0.09871152,-0.0007830635,0.004349857568740845,0.20663287242253622,0.20228301485379538
106,0.49623513,0.5990305,"('conventional', 'unconventional')",1.4820039,1.5177826,-0.18677,-0.046166234,0.5971563657124838,0.6902156670888265,0.09305930137634277
62,-0.49260157,-0.36548036,"('creative', 'uncreative')",0.34483847,0.15378936,-1.35234,-1.5480258,-0.5000343720118204,-0.5865722894668579,-0.08653791745503747
79,0.49022296,0.5113206,"('determined', 'doubtful')",0.015651941,0.15909985,-0.03543005,0.031600527,0.1568149427572886,0.2340069810549418,0.0771920382976532
69,-0.4783936,-0.3942059,"('wise', 'foolish')",-0.28160933,-0.07956153,-0.83434826,-0.8934801,-0.5314504305521647,-0.4557491938273112,0.07570123672485346
60,0.46577805,0.27465707,"('educated', 'uneducated')",-1.1823423,-0.3926174,0.87331206,1.0089458,0.05224927266438802,0.2969951629638672,0.24474589029947916
59,0.46412998,0.33648658,"('skillful', 'clumsy')",-0.026984826,0.65919393,-0.039361298,0.047274902,0.132594625155131,0.34765179951985675,0.21505717436472574
67,-0.45912242,-0.30248117,"('discriminating', 'undiscriminating')",0.06102444,-0.049502283,-0.9253674,-1.0586479,-0.4411551157633464,-0.4702104330062866,-0.02905531724294025
12,-0.43774626,-0.4286518,"('sympathetic', 'unsympathetic')",-1.334393,-1.2595546,-0.40397382,-0.32005632,-0.7253710428873698,-0.6694208780924479,0.055950164794921875
73,-0.4184286,-0.92691636,"('brilliant', 'incompetent')",-1.307833,-1.7764663,-0.4712291,-0.6551158,-0.7324968973795573,-1.1194994449615479,-0.3870025475819906
100,-0.41425768,-0.2034902,"('influential', 'uninfluential')",-0.95692575,-0.59899044,-0.7377239,-0.557017,-0.7029690742492676,-0.4531658887863159,0.24980318546295166
39,-0.41292787,-0.3113411,"('right', 'wrong')",-0.13672364,0.13603902,-1.0977895,-1.0575647,-0.5491470098495483,-0.41095558802286786,0.13819142182668048
24,-0.40329623,-0.46865213,"('thoughtful', 'rough')",1.3207476,0.57041323,0.6170534,0.37426496,0.5115015904108683,0.15867535273234049,-0.35282623767852783
101,-0.3845348,-0.4444045,"('successful', 'unsuccessful')",-0.93278074,-0.52915967,-1.5379801,-1.4134814,-0.951765219370524,-0.7956817944844564,0.15608342488606763
54,0.36314052,0.05478236,"('smart', 'stupid')",1.2286487,0.79231906,-0.035084732,-0.16934887,0.518901507059733,0.22591753800710043,-0.2929839690526326
20,0.361376,0.34883583,"('popular', 'unpopular')",-1.0870423,0.2871659,-0.9990686,-0.8516151,-0.5749116738637289,-0.07187112172444661,0.5030405521392822
84,-0.35973245,-0.28019136,"('self-confident', 'diffident')",-0.9105723,-0.51246905,-1.8026962,-1.8195723,-1.0243336359659831,-0.8707442283630371,0.15358940760294604
41,0.32555163,0.7597087,"('incorrupt', 'corrupt')",1.8904471,2.0995438,1.0821733,1.126452,1.0993906656901042,1.3285681406656902,0.22917747497558594
2,0.31311327,0.29303262,"('friendly', 'unfriendly')",-0.9413928,-1.0042506,0.7753108,0.80952257,0.04901043574015299,0.032768189907073975,-0.016242245833079018
7,-0.30501938,-0.34303513,"('outgoing', 'distant')",1.9207244,1.0315592,-0.11712274,-0.2596021,0.49952741463979083,0.1429740091164907,-0.35655340552330017
51,-0.30416608,-0.10261688,"('competent', 'incompetent')",-0.8903021,-0.67717,-0.96509755,-1.0619912,-0.7198553085327148,-0.6139260133107504,0.10592929522196448
57,0.28899264,0.03127177,"('able', 'unable')",0.8072156,0.2892943,0.7567401,0.5295447,0.6176494359970093,0.2833702564239502,-0.3342791795730591
4,0.28720164,-0.026106395,"('likable', 'unlikable')",-0.38306767,-0.36028153,-0.3895731,-0.6044914,-0.1618130405743917,-0.3302930990854899,-0.16848005851109824
65,-0.27965826,-0.55195296,"('practical', 'impractical')",-1.660855,-1.8662796,-1.4887011,-1.5627193,-1.1430714925130208,-1.32698392868042,-0.18391243616739916
93,0.26715323,0.5664754,"('dominating', 'dominated')",0.21081023,0.40049702,0.33740205,0.45988992,0.27178849776585895,0.4756207863489787,0.20383228858311975
83,0.26417857,0.25403547,"('energetic', 'lethargic')",-0.5039148,-0.5042005,-0.24293137,-0.3201535,-0.16088918844858804,-0.19010619322458902,-0.029217004776000977
82,0.25751284,0.22385356,"('industrious', 'meek')",1.3060224,1.6181266,0.096429914,0.09645471,0.5533217191696167,0.6461449861526489,0.09282326698303223
42,-0.25383228,-0.16983104,"('amicable', 'hostile')",1.5047429,1.4808102,0.7039547,0.6511188,0.6516217390696207,0.6540326277414957,0.002410888671875
85,-0.24235553,-0.2031416,"('ambitious', 'unambitious')",-0.26475865,-0.2079334,-0.3064665,-0.15206853,-0.27119354406992596,-0.1877144972483317,0.08347904682159427
89,0.23633043,0.17190291,"('daring', 'anxious')",-0.051702425,-0.17558332,0.4442911,0.45069653,0.20963970820109049,0.14900537331899008,-0.060634334882100405
30,0.23132691,0.29757544,"('honest', 'dishonest')",-0.6520788,-0.60196924,-0.32501584,-0.40152428,-0.2485892375310262,-0.2353060245513916,0.013283212979634612
55,-0.22427219,-0.38035122,"('intelligent', 'unintelligent')",-0.57999426,-0.30721053,0.0034054816,0.07102081,-0.26695366700490314,-0.20551363627115884,0.061440030733744294
96,-0.18640886,-0.09487423,"('powerful', 'powerless')",-0.075519726,0.030836865,-0.51491016,-0.48216477,-0.2589462598164876,-0.18206737438837686,0.07687888542811075
17,-0.12699202,0.32146347,"('social', 'antisocial')",-0.42190337,0.21781507,-0.50783414,-0.5009326,-0.35224318504333496,0.012781977653503418,0.3650251626968384
0,0.11930525,0.29400635,"('sociable', 'unsociable')",-0.4128399,0.13547742,-0.45655838,-0.32128406,-0.2500309944152832,0.036066571871439614,0.28609756628672284
21,0.11164409,0.1523174,"('nice', 'nasty')",0.4136567,0.6173023,0.8758342,0.67924345,0.46704498926798504,0.48295438289642334,0.015909393628438295
61,-0.08009693,-0.106125526,"('rational', 'irrational')",1.4047786,1.4118745,-0.15596849,-0.13819827,0.3895710309346517,0.38918360074361164,-0.00038743019104003906
102,-0.073206395,-0.43495968,"('eminent', 'low')",-0.9704012,-0.58418345,0.17466536,0.217858,-0.2896474202473958,-0.26709502935409546,0.022552390893300356
74,-0.07207614,-0.27616638,"('insightful', 'unperceptive')",-1.5800087,-1.3900063,-1.2060683,-1.172203,-0.9527177015940348,-0.9461251894632975,0.006592512130737305
64,-0.0626871,-0.30661714,"('clever', 'incompetent')",-0.40910152,-0.51313186,0.52692014,0.34823078,0.018377174933751423,-0.15717273950576782,-0.17554991443951926
71,0.053762913,-0.5354438,"('efficient', 'inefficient')",-0.22909234,-0.94396603,-0.1652826,-0.34876376,-0.11353735129038493,-0.6093912124633789,-0.49585386117299396
92,0.014492005,0.030137569,"('unwavering', 'wavering')",-0.08629257,0.17049487,-0.17547548,-0.14684236,-0.08242534597714742,0.017930025855700176,0.1003553718328476
