,s_male,s_female,tuple,b_male,b_female,a_male,a_female,communications_male,communications_female,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
66,1.1934769,1.1680977,"('imaginative', 'unimaginative')",2.301096,2.056706,1.0881232,1.0376737,0.9610909,0.60874295,3.0494213,3.0358052,0.34587073,0.7209271,1.4898465474446614,1.4379920959472656,-0.05185445149739576
29,-1.1676759,-0.9291441,"('honest', 'immoral')",-1.5647068,-1.4220953,-1.6587915,-1.8302596,-0.8993756,-0.7618247,-1.8260021,-1.7521313,-1.9729593,-2.176074,-1.5149184862772624,-1.4785881042480469,0.03633038202921557
100,-1.1500468,-0.9076897,"('influential', 'uninfluential')",-1.1524792,-1.0277016,-1.7778227,-1.7129309,-1.0472813,-0.8193603,-0.63892,-0.5221347,-0.52025104,-0.49207926,-1.0478002230326335,-0.9136494000752767,0.1341508229573568
82,1.1333029,1.2656841,"('industrious', 'meek')",1.3268371,1.2311803,0.941951,1.037761,0.5271269,0.45647746,1.0922787,1.2331986,1.3513242,1.312031,1.0621368090311687,1.0893886884053547,0.02725187937418605
88,1.1039596,0.9828484,"('impulsive', 'meek')",1.0969106,0.9630625,1.3437586,1.2901101,0.659371,0.37891155,1.447821,1.2792021,1.563556,1.8192687,1.2025628089904785,1.1189005374908447,-0.08366227149963379
62,-1.100335,-0.774526,"('creative', 'uncreative')",-0.32742125,-0.4785881,-0.45991758,-0.54660994,-1.7861753,-2.058735,-0.33273518,-0.144564,-0.56264377,-0.6173538,-0.761538028717041,-0.7700628439585367,-0.008524815241495731
54,1.0368693,0.82709134,"('smart', 'stupid')",0.64390695,0.41244477,0.46324965,0.21084714,-0.112808436,-0.14413016,0.42693397,0.34929267,0.84912705,0.60384494,0.5512130657831827,0.3765650987625122,-0.17464796702067054
49,-1.0167278,-0.87323254,"('responsible', 'irresponsible')",-1.5819976,-1.5012579,-2.163816,-2.3772333,-1.1872112,-1.2688073,-1.4365293,-1.2053922,-1.0568249,-1.0981494,-1.4071844418843586,-1.3873454729715984,0.01983896891276027
55,-0.98545027,-0.771705,"('intelligent', 'unintelligent')",-0.42337245,-0.36233056,-1.751559,-1.7137597,-0.30985272,0.054381847,-1.5241168,-1.5656445,-0.3138889,-0.4464134,-0.8847067356109619,-0.8009119033813477,0.08379483222961426
71,-0.98342305,-1.1852483,"('efficient', 'inefficient')",-1.1501919,-1.2575928,-1.7656267,-2.0924582,-0.8294271,-0.5216129,-1.1294833,-1.2358482,-1.2771156,-1.4559102,-1.1892112096150715,-1.2914451758066814,-0.10223396619160985
56,0.983101,1.2694297,"('intelligent', 'dumb')",1.0773711,1.1285052,0.18226175,0.10610875,0.19886322,0.019434258,1.6987584,1.7227203,0.690233,1.0119772,0.8050980567932129,0.8763625621795654,0.07126450538635254
28,-0.95714575,-0.6693777,"('honest', 'dishonest')",-2.168892,-1.8965827,-1.6311848,-1.7270889,-1.1511629,-0.99509615,-2.0855794,-2.0146995,-1.27389,-0.99179226,-1.544642448425293,-1.3824396133422852,0.1622028350830078
37,0.95270807,1.1125169,"('good', 'evil')",2.2139683,2.238707,1.9734445,2.0159554,1.4555565,1.2035323,1.9438914,2.0353565,2.5303283,2.428041,1.8449827829996746,1.839018185933431,-0.005964597066243638
41,0.9504521,1.31418,"('incorrupt', 'corrupt')",1.4726729,1.5054833,2.2191465,2.418833,1.5273166,1.4397612,1.3548378,1.374502,2.200282,2.1927314,1.6207847595214844,1.7075818379720051,0.08679707845052076
4,-0.93390405,-0.8977578,"('likable', 'unlikable')",-0.48615944,-0.47670433,-0.7934941,-0.9447204,-1.669462,-1.6745768,-0.6973594,-0.49110615,0.38617718,0.37986428,-0.6990336577097574,-0.6841668287913004,0.014866828918457031
68,-0.89377725,-1.1238291,"('clever', 'inept')",-0.95885164,-1.2028756,-0.5077201,-0.68066597,-1.20713,-1.3287411,-0.914963,-0.89569235,-0.6454199,-0.8717228,-0.8546436627705892,-1.0172545115152996,-0.16261084874471032
36,-0.8750172,-1.063412,"('tolerant', 'intolerant')",-0.9137445,-0.8541354,-1.4391055,-1.6459639,-1.4273092,-1.1866133,-1.3469197,-1.1648283,-0.8488381,-0.593192,-1.141822338104248,-1.0846908887227376,0.05713144938151049
74,-0.8453063,-0.88046503,"('insightful', 'unperceptive')",-1.562226,-1.5833604,-1.8091913,-1.8683001,-1.1581144,-1.193215,-1.2442702,-1.3193259,-0.31318325,-0.21756577,-1.1553819179534912,-1.1770386695861816,-0.02165675163269043
21,0.84449726,0.7686704,"('nice', 'nasty')",0.84037876,0.7347633,1.0653173,0.9218541,0.72396153,0.71050215,0.38468748,0.27212715,0.35453856,0.31382322,0.7022301355997721,0.6202900409698486,-0.08194009462992347
73,-0.83561385,-1.3831921,"('brilliant', 'incompetent')",-2.6554272,-2.9271898,-2.8155499,-3.032358,-1.4983807,-1.4573126,-1.5508811,-1.81595,-1.3390191,-1.6772346,-1.78247865041097,-2.048872947692871,-0.2663942972819011
9,-0.82455635,-0.83095413,"('sensitive', 'insensitive')",-1.0783403,-1.1104263,-1.8944718,-2.1047368,-0.27824873,-0.14831549,-1.0999589,-1.0613891,-0.98445404,-0.92043555,-1.0266717274983723,-1.0293761889139812,-0.002704461415608872
0,-0.8173182,-0.44191256,"('sociable', 'unsociable')",-0.95488715,-0.68590146,-1.9489102,-1.6932187,-0.075956374,0.31926027,-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.8917439778645834,-0.5829208691914877,0.3088231086730957
2,-0.81412303,-0.61274534,"('friendly', 'unfriendly')",-0.9851281,-0.68479824,-2.102823,-2.0354116,-0.035876274,0.30897516,-1.418464,-1.5280867,-1.6722184,-1.4798024,-1.1714387734731038,-1.0053114891052246,0.16612728436787916
10,-0.80899763,-0.57405305,"('affectionate', 'unaffectionate')",-0.18619193,-0.14431787,0.19239253,0.20835593,-0.43771446,-0.4390334,-0.05168128,0.14470398,0.7698784,0.8342984,-0.08705238501230876,0.004992326100667317,0.09204471111297607
72,-0.80586207,-0.76219964,"('logical', 'illogical')",-1.09387,-0.9319147,-0.85986567,-0.78580993,-1.3470777,-1.0159085,-1.4069908,-1.3363023,-0.42463043,-0.11634571,-0.9897161324818929,-0.82474684715271,0.16496928532918298
31,-0.74065673,-0.30866084,"('altruistic', 'egoistic')",-0.6442001,-0.6200015,-0.46682167,-0.34970814,-1.005202,-0.83655643,-0.277474,-0.047681987,0.63122517,0.40067068,-0.41718824704488117,-0.2936563690503438,0.12353187799453735
14,0.7374517,0.45162743,"('supportive', 'unsupportive')",0.905868,0.68216586,0.18955156,-0.07450801,0.38616392,0.013830975,1.4877679,1.4867378,-0.059206426,-0.05194989,0.6079327662785848,0.41798404852549237,-0.18994871775309247
45,-0.69450045,-0.7318275,"('cooperative', 'exploitative')",-0.7360647,-0.7901373,-1.1460559,-1.1914382,-0.2732752,-0.15586169,-1.1704645,-0.9724724,-1.0277846,-0.9165996,-0.8413575490315756,-0.7930560906728109,0.04830145835876465
102,-0.6899647,-0.69344366,"('eminent', 'low')",-0.15280616,-0.18947878,0.087073505,0.117322505,-0.982799,-0.7966943,-0.53147554,-0.3426346,-0.2643765,-0.27766025,-0.4223913749059041,-0.36376484235127765,0.058626532554626465
51,-0.678311,-0.7913275,"('competent', 'incompetent')",-1.955461,-1.8141505,-2.3838096,-2.432219,-0.19371894,-0.04587491,-0.11847064,-0.098713234,0.07464939,0.2558064,-0.8758536179860433,-0.8210798104604086,0.054773807525634766
83,-0.67661047,-0.59648156,"('energetic', 'lethargic')",-1.3879737,-1.3041875,-1.3118248,-1.4479684,-0.008507341,-0.10716012,-0.38989562,-0.51259035,-0.80170095,-0.6726756,-0.7627521355946859,-0.7735106150309244,-0.010758479436238533
101,-0.65530014,-0.5862003,"('successful', 'unsuccessful')",-1.5985622,-1.5442379,-2.4061403,-2.173715,-1.7585582,-1.6893921,-1.2861463,-1.4652822,-0.6508886,-0.41667444,-1.3925992647806804,-1.3125837643941243,0.08001550038655614
15,0.61787915,0.6943095,"('polite', 'impolite')",0.18000188,0.28670406,-0.6995234,-0.77182984,0.41347963,0.7131293,0.51423466,0.6083,-0.60293305,-0.018667951,0.07052314281463623,0.2519908348719279,0.18146769205729169
67,-0.5993761,-0.23447993,"('discriminating', 'undiscriminating')",-0.7350701,-0.50808823,-0.5454316,-0.31729382,-1.3827972,-1.3918059,-0.98974335,-0.78308094,0.70384866,0.7983501,-0.5914283196131388,-0.40606645743052167,0.18536186218261713
7,0.5574417,0.43451837,"('outgoing', 'distant')",0.77852696,0.45304936,1.8960602,1.8854895,-0.054184437,-0.6246537,1.2281502,1.04766,0.8801502,0.5827791,0.8810242017110189,0.6298071146011353,-0.25121708710988366
103,0.55123687,0.41182768,"('traditional', 'modern')",0.391774,0.39344957,1.2314831,1.189235,1.444643,1.6184142,0.6515223,0.51988685,0.68126935,0.61791956,0.8253214359283447,0.7917888164520264,-0.03353261947631836
26,0.53648925,0.5513491,"('trustworthy', 'untrustworthy')",-0.55973744,-0.48547858,-0.14731595,-0.15139562,-0.021536738,0.08222526,0.38654366,0.5214009,-0.7467338,-0.48269907,-0.09204850594202678,0.005900338292121887,0.09794884423414867
43,-0.51376605,-0.3775317,"('genuine', 'fake')",-0.42033017,-0.2589481,-0.6947474,-0.60074556,-0.22181466,-0.18471459,-0.23435366,-0.21506564,0.3768835,0.38788807,-0.2846880753835042,-0.20818622907002768,0.07650184631347653
80,0.49290395,0.6838896,"('independent', 'dependent')",0.35471374,0.41307446,0.08828397,0.15493771,0.3701574,0.34719867,0.50642145,0.6569986,0.56695527,0.6444183,0.39657262961069745,0.48341957728068036,0.08684694766998291
19,-0.49064285,-0.30788672,"('funny', 'boring')",0.2834016,0.30653,0.25739634,0.4416256,-0.24366438,-0.21526188,0.41201538,0.5815117,-0.057115197,0.104435325,0.026898483435312908,0.1518256664276123,0.1249271829922994
77,0.47027308,0.9483801,"('active', 'inactive')",1.2259475,1.3343909,0.5529871,0.64566445,0.3875554,0.13677388,1.3215332,1.4822655,0.7132806,0.8810775,0.7785961627960205,0.9047587712605795,0.12616260846455896
42,0.46996683,0.7285613,"('amicable', 'hostile')",1.0376753,1.0743988,1.9289631,2.1056507,0.95865977,1.0701971,1.0745797,1.3420484,1.8091202,1.8213055,1.213160753250122,1.3570268948872883,0.14386614163716627
96,0.43924114,0.5093158,"('powerful', 'powerless')",0.4201415,0.50990546,-0.3135206,-0.17752197,-0.25169587,-0.049592838,-0.0942453,0.08052668,-0.45298013,-0.42514718,-0.04217654466629028,0.0745810071627299,0.11675755182902019
30,-0.4211919,-0.2424391,"('honest', 'dishonest')",-1.0857369,-1.0297502,-1.2459996,-1.3153486,-0.40195644,-0.26832914,-0.7890542,-0.85744035,-0.46290857,-0.09674831,-0.7344745794932047,-0.6350092887878418,0.09946529070536292
70,0.4110885,0.39607215,"('wise', 'unwise')",0.90705657,0.7309036,1.8919218,1.9203824,0.37052053,0.3379468,1.1597657,1.1573492,1.675778,1.6813757,1.0693551699320476,1.0373382568359375,-0.0320169130961101
85,-0.40471986,-0.3345522,"('ambitious', 'unambitious')",-0.7872126,-0.7292234,-1.5513082,-1.5626595,-0.5886124,-0.6706254,-0.31822163,-0.35626906,0.013987601,0.106343,-0.6060144901275635,-0.5911644299825033,0.014850060145060184
61,0.39002776,0.57449454,"('rational', 'irrational')",0.44435033,0.5396443,0.8344071,1.1771365,-0.2890413,-0.27473405,1.1557636,1.3685138,1.4804657,1.715029,0.6693288485209147,0.8500140508015951,0.1806852022806804
84,0.38500398,0.30177113,"('self-confident', 'diffident')",0.44883958,0.3380797,0.22167261,0.09116845,-0.8086357,-0.898871,0.04052466,0.12735969,-0.24383731,-0.37390593,0.007261313498020172,-0.06906632085641225,-0.07632763435443242
57,-0.3830642,-0.5276557,"('able', 'unable')",-0.31972033,-0.46208858,-0.65130496,-0.69030714,-0.3632464,-0.3986611,-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.4513473113377889,-0.530478835105896,-0.07913152376810711
18,-0.35912144,-0.37318996,"('social', 'asocial')",-0.8683249,-0.8030361,-0.9775162,-1.023568,-1.4109843,-1.414301,-0.15735155,-0.051664025,-1.5692225,-1.306341,-0.890420118967692,-0.8286833763122559,0.06173674265543616
97,-0.33527395,0.13363123,"('superior', 'inferior')",-0.18287301,-0.08201641,-0.070584595,0.117458105,-0.5492779,-0.45894468,-1.0777923,-1.0853717,-0.99121296,-0.8188501,-0.5345024267832438,-0.3656822443008423,0.1688201824824015
16,-0.32052603,-0.18526554,"('social', 'antisocial')",-0.083566815,0.10708791,-1.3770425,-1.3544583,-1.2536064,-0.91409796,-0.3652128,-0.106381685,-0.8021402,-0.50254613,-0.7003491719563802,-0.49261029561360675,0.2077388763427735
5,-0.31704676,-0.58645505,"('pleasant', 'repellent')",-0.5924959,-0.5502205,-0.9460498,-1.0899842,-0.2421074,-0.3159755,-1.2856472,-1.3148067,-0.097297505,-0.30082503,-0.5801074107487997,-0.6930445035298666,-0.1129370927810669
23,0.2982089,0.076487124,"('hospitable', 'inhospitable')",0.21861994,-0.04126811,1.3788141,1.350862,0.31878954,0.111219406,0.7526314,0.81820834,1.1858441,1.118948,0.6921513080596924,0.572409470876058,-0.1197418371836344
104,-0.28433675,0.063726336,"('conventional', 'unconventional')",-0.47633043,-0.2731191,0.4352287,0.7824341,-0.06509626,0.24654794,-0.7870131,-0.6860226,0.09214801,-0.08103579,-0.180899977684021,0.008755147457122803,0.1896551251411438
99,-0.25963908,-0.07923794,"('prestigious', 'insignificant')",-0.050380886,-0.23653877,1.2417455,1.3992307,-0.33768895,-0.54328835,0.29116943,0.51564914,0.7842057,0.64763576,0.2782352765401204,0.2839084068934123,0.0056731303532918664
94,0.2491233,0.13059762,"('aggressive', 'submissive')",-0.1956662,-0.11453688,-1.4485464,-1.4850067,-0.62887067,-0.37058932,-0.09218556,-0.26384047,-0.6174553,-0.32319823,-0.455600102742513,-0.40442899862925213,0.05117110411326087
105,-0.2416121,-0.26325893,"('conventional', 'modern')",-0.5203739,-0.6052388,-0.55381703,-0.520443,0.6455586,0.65417105,-0.48005888,-0.4712868,0.8306431,0.5736888,-0.05327670772870382,-0.1053946316242218,-0.05211792389551798
69,-0.23570237,0.032103956,"('wise', 'foolish')",0.1529213,0.12814856,0.22844663,0.39209637,-0.5695865,-0.534665,0.44740218,0.6480955,0.5438058,0.65526724,0.09454783797264099,0.22017443180084229,0.1256265938282013
8,-0.22062325,-0.14158443,"('open', 'distant')",0.47173813,0.2775717,1.3804284,1.3623095,0.8323699,0.30665478,1.4154859,1.2487043,1.1676544,0.7915691,0.8411755561828613,0.6408708095550537,-0.20030474662780762
93,0.20065835,0.16068792,"('dominating', 'dominated')",-0.6445349,-0.492137,-1.1822895,-1.0072905,0.06099522,0.32696113,-0.022973418,-0.17457613,-1.2408098,-0.70492834,-0.47149233023325604,-0.3152138392130534,0.15627849102020264
52,-0.16757125,-0.14376983,"('competitive', 'uncompetitive')",-0.87743187,-0.7447358,-1.941959,-2.0738702,-0.21779418,-0.04333221,-0.29315704,-0.43968332,-0.82447207,-0.5201275,-0.7203976313273112,-0.6609197854995728,0.05947784582773841
98,-0.16405134,-0.08335818,"('prestigious', 'insignificant')",-0.83592534,-1.0284861,0.46656358,0.5499904,-0.748512,-0.9319184,-0.5078856,-0.44825798,0.27524158,0.15429056,-0.25242819388707477,-0.29795660575230914,-0.045528411865234375
106,0.16194272,0.39784598,"('conventional', 'unconventional')",0.13079202,0.41825736,0.043357894,0.34116644,0.062602624,0.3811192,-0.62033725,-0.33703667,1.2797227,0.963664,0.1763467788696289,0.36083606878916424,0.18448928991953534
109,0.1587286,0.13655072,"('conservative', 'liberal')",0.09888503,0.13363901,-1.0384603,-1.03094,0.0822041,0.46803236,-0.18954298,-0.3518635,-1.097023,-1.0688727,-0.33086808522542316,-0.2855756878852844,0.045292397340138735
108,0.1587286,0.13655072,"('conservative', 'liberal')",0.09888503,0.13363901,-1.0384603,-1.03094,0.0822041,0.46803236,-0.18954298,-0.3518635,-1.097023,-1.0688727,-0.33086808522542316,-0.2855756878852844,0.045292397340138735
20,0.14811808,0.27692991,"('popular', 'unpopular')",0.16321862,0.04654464,-0.8968245,-0.89762986,-0.29625744,-0.251957,-0.1849665,-0.17244402,1.8974743,1.6604376,0.13846043745676676,0.1103135347366333,-0.028146902720133454
76,0.14434367,0.14524746,"('secure', 'insecure')",-0.35083777,-0.18886438,-0.30213755,-0.3027404,0.2523713,0.69055676,-0.27963996,-0.35239786,-0.46814716,-0.3669712,-0.1673412322998047,-0.06252826750278473,0.10481296479701996
22,0.13983181,0.39298332,"('welcoming', 'disagreeable')",0.87979186,0.9348552,0.9144606,0.63090104,0.6099926,0.5632757,1.6342537,1.9070294,0.5636344,0.47769773,0.7903274695078532,0.8177904287974039,0.02746295928955078
110,0.117494464,-0.2015568,"('narrow-minded', 'open-minded')",-0.41855544,-0.36213514,0.121279165,0.116308264,0.36146206,0.2922113,0.15512341,0.24599168,-0.38863587,-0.16592145,-0.008638699849446615,-0.012517030040423075,-0.0038783301909764596
79,-0.11051378,0.3272677,"('determined', 'doubtful')",0.40449,0.5444099,-0.2886359,-0.23015743,0.019295752,-0.051324636,0.44676286,0.76036924,0.31559122,0.37995023,0.1311650276184082,0.2884191672007243,0.1572541395823161
107,0.09382111,-0.04821396,"('conventional', 'modern')",-0.5309595,-0.40021747,-1.0896385,-1.1919874,1.0577042,1.3404067,0.41894037,0.40934473,1.0958123,1.6039909,0.17428000768025717,0.2855539321899414,0.11127392450968424
92,-0.07373518,-0.2526112,"('unwavering', 'wavering')",-0.4898828,-0.70865226,1.2709439,1.3037746,-0.036297157,-0.20979643,0.30593115,0.17524163,1.0242958,0.81975317,0.3335426251093547,0.1879516045252482,-0.14559102058410647
44,-0.06648056,-0.38682705,"('truthful', 'untruthful')",-1.122855,-1.172944,-0.47634083,-0.65670204,-1.1865554,-1.2190459,-0.6980455,-0.76625013,-0.44683415,-0.3493275,-0.666185220082601,-0.7585160732269287,-0.09233085314432776
89,0.06113401,0.06003347,"('daring', 'anxious')",-0.35284913,-0.2850413,-1.1076882,-1.073264,-0.40663004,-0.3564304,-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.5553778409957886,-0.5962379773457845,-0.04086013634999597
17,-0.042440183,0.1966954,"('social', 'antisocial')",0.33157134,0.64470977,-1.277999,-1.1058953,-0.66997325,-0.46575418,-0.2864834,0.066805124,-0.42820126,-0.10149157,-0.39558764298756915,-0.12748845418294272,0.26809918880462646
59,-0.031960517,-0.060613036,"('skillful', 'clumsy')",-0.03958799,0.12415682,0.34779245,0.47639194,-0.32353055,-0.1990997,0.07095654,0.19477667,1.3879981,1.4707971,0.23527801036834717,0.33440160751342773,0.09912359714508057
39,-0.02158305,0.16675487,"('right', 'wrong')",0.3504072,0.28718835,0.20657237,0.30691776,-0.5630785,-0.4379174,0.6349007,0.8346789,0.26922962,0.41019645,0.14607471227645874,0.2613031466801961,0.11522843440373737
91,0.008906066,-0.04220903,"('resilient', 'nonresilient')",0.35939875,0.22815424,-0.15149592,-0.13303202,0.1154982,-0.052258626,-0.1504333,-0.20740606,0.2389951,-0.08850193,0.07014481723308563,-0.04920890430609385,-0.11935372153917947
90,-0.0005043745,-0.19145304,"('motivated', 'unmotivated')",0.0023189783,-0.39748672,0.1267263,-0.15219414,0.4116273,0.48439154,0.5462045,0.32156423,-0.115985096,-0.5120882,0.16173125306765238,-0.07454439004262288,-0.23627564311027527
