,bio_male,bio_female,tuple,rad_male,rad_female,laboratories_male,laboratories_female,average_male,average_female,female-male
35,0.76576203,0.93930596,"('fair', 'unfair')",0.51713085,0.71857566,0.9806216,1.0715272,0.7545048395792643,0.9098029136657715,0.1552980740865072
56,0.7609751,0.74079615,"('intelligent', 'dumb')",-0.01187849,0.25099063,0.3345036,0.48066202,0.36120009422302246,0.49081627527872723,0.12961618105570477
97,-0.74278295,-0.6946868,"('superior', 'inferior')",-0.46036828,-0.20554906,-0.5099672,-0.43358564,-0.5710394779841105,-0.4446071783701579,0.12643229961395258
2,-0.71636665,-0.7504347,"('friendly', 'unfriendly')",0.58160305,0.46650326,-1.047626,-0.87553054,-0.3941298723220825,-0.38648732503255206,0.007642547289530455
65,-0.65742284,-0.6512109,"('practical', 'impractical')",-0.29781222,-0.5966194,-2.1983829,-2.2387867,-1.0512059529622395,-1.162205696105957,-0.11099974314371752
81,0.62613493,0.6441951,"('industrious', 'lazy')",0.97265726,0.77099663,1.1412842,0.9988033,0.9133588473002116,0.8046650091807047,-0.10869383811950684
14,0.6006312,0.2797351,"('supportive', 'unsupportive')",0.2062854,0.66004944,0.29237705,0.3364168,0.36643123626708984,0.42540045579274494,0.05896921952565509
52,0.5744252,0.39702243,"('competitive', 'uncompetitive')",-0.007135153,0.15638685,-0.68839645,-0.5066279,-0.04036879539489746,0.015593787034352621,0.055962582429250084
23,0.54490006,0.45396808,"('hospitable', 'inhospitable')",-0.12489331,0.18874563,1.1772556,1.1334019,0.532420794169108,0.5920385519663492,0.05961775779724121
85,-0.5432378,-0.5798789,"('ambitious', 'unambitious')",-0.28692082,-0.0042846575,-0.97880375,-0.9867104,-0.6029874483744303,-0.5236246585845947,0.07936278978983557
0,-0.5224716,-0.39294618,"('sociable', 'unsociable')",0.3825236,0.54613966,-1.1141242,-0.8607891,-0.41802406311035156,-0.23586521546045938,0.18215884764989218
17,-0.5095192,-0.39067984,"('social', 'antisocial')",0.67745125,0.77595305,-0.9090596,-0.78684247,-0.24704251686731973,-0.1338564157485962,0.11318610111872354
74,-0.50855,-0.45090905,"('insightful', 'unperceptive')",-0.1838646,-0.019812435,-1.3937378,-1.265015,-0.6953841050465902,-0.5785788297653198,0.11680527528127038
30,-0.50412786,-0.35901493,"('honest', 'dishonest')",0.37338433,0.4656788,-0.24249786,-0.3430212,-0.1244137982527415,-0.07878577709197998,0.04562802116076152
33,-0.48237604,-0.3919208,"('softhearted', 'hardhearted')",-1.3210984,-0.71944326,-0.006849289,0.12678537,-0.6034412384033203,-0.3281929095586141,0.27524832884470624
80,0.47923994,0.5604182,"('independent', 'dependent')",0.054166466,0.030483693,0.67323357,0.6428579,0.40221333503723145,0.41125325361887616,0.009039918581644713
110,0.47462744,0.4528171,"('narrow-minded', 'open-minded')",0.042498022,-0.20836167,1.008011,0.84162503,0.508378823598226,0.36202681064605713,-0.14635201295216882
60,-0.46141517,-0.2833474,"('educated', 'uneducated')",-0.10915896,0.11049669,-1.5024571,-1.348357,-0.6910104751586914,-0.5070692300796509,0.18394124507904053
9,-0.4608639,-0.5376966,"('sensitive', 'insensitive')",-0.21968222,-0.06715733,-0.66730213,-0.6891018,-0.4492827256520589,-0.43131860097249347,0.01796412467956543
10,-0.45604783,-0.26741415,"('affectionate', 'unaffectionate')",-0.6894207,0.15667674,-0.5700015,-0.35409504,-0.5718233187993368,-0.15494415163993835,0.41687916715939843
79,0.4349031,0.3199054,"('determined', 'doubtful')",-0.6167395,-0.8096397,0.23288828,0.26953197,0.017017285029093426,-0.0734007755915324,-0.09041806062062582
18,-0.369905,-0.51611114,"('social', 'asocial')",-0.2981911,-0.21440914,-0.40165293,-0.43482888,-0.35658299922943115,-0.3884497086207072,-0.03186670939127606
96,-0.3521812,-0.33262715,"('powerful', 'powerless')",-0.16622616,-0.2597091,-0.68690205,-0.43298697,-0.40176979700724286,-0.34177438418070477,0.059995412826538086
15,0.31599224,0.36777234,"('polite', 'impolite')",0.88191104,1.0341423,0.021724157,0.12496808,0.40654246012369794,0.5089608828226725,0.10241842269897455
82,0.2906679,0.42600554,"('industrious', 'meek')",0.88366765,1.0144324,1.0940855,1.0545411,0.7561403115590414,0.8316597143809,0.07551940282185865
12,-0.27906144,-0.3821379,"('sympathetic', 'unsympathetic')",-0.24940902,0.07338663,-1.5428886,-1.39749,-0.690453052520752,-0.568747083346049,0.121705969174703
22,-0.26093897,-0.23436832,"('welcoming', 'disagreeable')",-0.09330273,0.24754372,0.6682024,0.71998477,0.10465356707572937,0.24438671271006265,0.13973314563433328
98,-0.25494683,-0.10346757,"('prestigious', 'insignificant')",-1.0807085,-0.84716904,0.15983318,0.22520013,-0.391940712928772,-0.24181216955184937,0.1501285433769226
62,-0.25140706,-0.06408933,"('creative', 'uncreative')",-0.98666596,-0.29407296,-0.15700525,-0.09576359,-0.465026060740153,-0.15130862593650818,0.31371743480364483
20,-0.23817025,0.00897789,"('popular', 'unpopular')",-0.69771874,-0.1805978,-0.38233146,-0.16308509,-0.43940683205922443,-0.11156833171844482,0.3278385003407796
91,-0.22037873,-0.1752953,"('resilient', 'nonresilient')",0.04979995,0.5109139,-0.20286554,-0.22503236,-0.1244814395904541,0.036862085262934365,0.16134352485338846
16,-0.21534058,-0.10209051,"('social', 'antisocial')",0.8442604,0.35576838,-0.7834409,-0.7598477,-0.051507016023000084,-0.16872326532999674,-0.11721624930699664
87,-0.21184288,-0.017190963,"('dedicated', 'undedicated')",-0.07260075,0.0343522,-0.64251655,-0.5296852,-0.30898672342300415,-0.17084131638209024,0.1381454070409139
67,0.18504646,0.25392836,"('discriminating', 'undiscriminating')",-0.85009354,-0.5009173,-1.2518411,-1.0095401,-0.6389627059300741,-0.41884303092956543,0.22011967500050866
90,0.17662382,-0.050270498,"('motivated', 'unmotivated')",0.7065853,0.35608202,0.7760181,0.6077724,0.5530757109324137,0.30452797810236615,-0.24854773283004755
105,-0.17188737,-0.112649426,"('conventional', 'modern')",-0.9227207,-0.8206535,0.15214649,0.06532141,-0.31415386994679767,-0.2893271843592326,0.024826685587565067
8,0.16018002,0.10847293,"('open', 'distant')",-0.29302198,-0.05570586,1.1047807,0.9710572,0.32397957642873126,0.3412747383117676,0.017295161883036314
51,-0.15122598,-0.2048052,"('competent', 'incompetent')",0.15897179,0.21270362,-0.9621538,-0.88974845,-0.31813599665959674,-0.29395000139872235,0.024185995260874393
92,0.15091115,0.32111913,"('unwavering', 'wavering')",0.16363156,0.42679074,0.3697636,0.5446168,0.22810210784276327,0.43084224065144855,0.20274013280868527
39,-0.13967165,-0.030760735,"('right', 'wrong')",-1.161483,-0.7260504,-0.07000843,0.09148294,-0.45705437660217285,-0.2217760682106018,0.23527830839157104
109,-0.13833803,-0.12373253,"('conservative', 'liberal')",0.67121136,0.09533678,0.048416376,0.14598744,0.1937632362047831,0.039197228848934174,-0.15456600735584894
108,-0.13833803,-0.12373253,"('conservative', 'liberal')",0.67121136,0.09533678,0.048416376,0.14598744,0.1937632362047831,0.039197228848934174,-0.15456600735584894
7,0.11938336,0.027552396,"('outgoing', 'distant')",0.07880448,0.24927877,1.1696942,0.95904624,0.4559606711069743,0.41195913155873615,-0.044001539548238155
93,0.104826525,0.1334526,"('dominating', 'dominated')",0.3266232,0.2560407,0.21450652,0.33102933,0.2153187394142151,0.2401742140452067,0.02485547463099161
83,0.09958347,-0.045406766,"('energetic', 'lethargic')",0.02641055,-0.24335253,-0.53795505,-0.48018742,-0.13732033967971802,-0.25631556908289593,-0.11899522940317792
26,-0.085441515,-0.07774161,"('trustworthy', 'untrustworthy')",-0.16102397,0.09492195,0.17744595,0.075986415,-0.023006513714790344,0.03105558454990387,0.054062098264694214
69,-0.063140616,0.04594055,"('wise', 'foolish')",-0.4360612,-0.1711933,0.5898463,0.59136206,0.030214826265970867,0.15536976854006448,0.12515494227409363
21,0.059141934,0.006278515,"('nice', 'nasty')",1.3184006,1.3940731,0.5895878,0.4626683,0.6557101011276245,0.6210066477457682,-0.03470345338185632
94,0.05829984,-0.13895306,"('aggressive', 'submissive')",0.6641556,0.18557729,-1.2322336,-1.4461757,-0.1699260671933492,-0.466517170270284,-0.2965911030769348
61,-0.050635427,0.13555777,"('rational', 'irrational')",-0.7229686,-0.40413496,0.49431154,0.5997405,-0.09309749801953633,0.11038777232170105,0.20348527034123737
43,-0.03052017,-0.047931634,"('genuine', 'fake')",0.06774789,0.13331753,0.10104671,0.27410346,0.04609147707621256,0.11982978383700053,0.07373830676078796
59,0.02441591,0.30727908,"('skillful', 'clumsy')",0.01775068,0.26755983,0.69525236,0.9497479,0.24580631653467813,0.5081955989201864,0.2623892823855083
19,-0.022080362,0.12470518,"('funny', 'boring')",-0.6171203,-0.32303593,-0.8351069,-0.9080784,-0.49143584569295246,-0.3688030242919922,0.12263282140096027
76,-0.008190334,0.043992043,"('secure', 'insecure')",0.19634068,-0.06612527,0.2640283,0.1311921,0.15072621901830038,0.03635295728842417,-0.11437326172987622
89,0.005054608,0.0065256506,"('daring', 'anxious')",0.14397472,0.032168537,-0.0046281517,0.15494175,0.048133725921312966,0.06454531351725261,0.016411587595939643
