,twenty_male,twenty_female,tuple,first_male,first_female,century_male,century_female,fox_male,fox_female,average_male,average_female,female-male
12,-2.6152806,-2.202474,"('sympathetic', 'unsympathetic')",-2.2769296,-2.1380038,-0.9694532,-0.64700496,-1.8342161,-1.155852,-1.9239698648452759,-1.535833716392517,0.3881361484527588
65,-2.5084765,-2.3994176,"('practical', 'impractical')",-1.285078,-1.4979538,-1.4509236,-1.059334,-1.4145803,-1.3463998,-1.664764642715454,-1.575776219367981,0.08898842334747314
28,-2.373314,-2.4903202,"('honest', 'dishonest')",-1.7479856,-1.9629323,-1.4339131,-1.378523,-1.9309285,-1.5385692,-1.871535301208496,-1.8425862789154053,0.02894902229309082
82,2.3291316,1.9966574,"('industrious', 'meek')",1.3563399,1.3453631,0.9260038,0.65487564,1.436378,1.1644007,1.5119633674621582,1.2903242111206055,-0.22163915634155273
49,-2.268014,-2.266105,"('responsible', 'irresponsible')",-2.0001607,-2.2094998,-1.1129171,-1.1092896,-1.0237343,-0.9297216,-1.6012065410614014,-1.6286540031433105,-0.02744746208190918
50,2.2600818,2.2010727,"('unprejudiced', 'prejudiced')",1.6608584,1.5330505,1.9768666,1.9699349,1.8048756,1.5600064,1.9256706237792969,1.8160161972045898,-0.10965442657470703
2,-2.2400417,-2.0795171,"('friendly', 'unfriendly')",-0.9889002,-1.2447867,-1.1778303,-0.54517406,-0.9109092,-0.17320509,-1.3294203281402588,-1.010670781135559,0.3187495470046997
41,2.227068,2.2270284,"('incorrupt', 'corrupt')",2.2465408,2.4474564,0.63022655,0.2912565,1.0314779,0.8100072,1.5338283777236938,1.443937063217163,-0.08989131450653076
0,-2.19798,-1.7085307,"('sociable', 'unsociable')",-1.5193409,-1.1861337,-0.21591538,0.34948006,-0.43984753,0.2850724,-1.093271017074585,-0.5650279521942139,0.5282430648803711
101,-2.0683823,-1.6463156,"('successful', 'unsuccessful')",-1.2227174,-1.4702339,-0.9139252,-0.61526537,-0.26093432,0.010672867,-1.1164897680282593,-0.9302855134010315,0.18620425462722778
51,-2.0667121,-1.6532415,"('competent', 'incompetent')",-2.2279663,-2.050774,-0.22852127,-0.030927539,-0.6735235,-0.17268908,-1.2991808652877808,-0.9769080877304077,0.32227277755737305
29,-2.0639372,-2.550274,"('honest', 'immoral')",-2.3209224,-2.47477,-1.7546859,-1.573041,-1.308892,-0.8653709,-1.8621094226837158,-1.8658639192581177,-0.0037544965744018555
64,-2.0583415,-1.8115796,"('clever', 'incompetent')",-1.8142124,-1.7292492,-0.9105785,-0.35217974,-0.9954741,-0.54340446,-1.4446516036987305,-1.1091032028198242,0.33554840087890625
98,2.0269217,1.9450372,"('prestigious', 'insignificant')",1.7044699,1.6857978,-0.49957985,-0.99311477,0.19281358,-0.26879233,0.8561563491821289,0.5922319889068604,-0.26392436027526855
7,2.015865,1.1646804,"('outgoing', 'distant')",1.261153,0.9546225,0.70865095,-0.015432119,1.4715506,0.80956626,1.3643049001693726,0.7283592224121094,-0.6359456777572632
83,-2.0100374,-1.546483,"('energetic', 'lethargic')",-1.42135,-1.7561164,-0.48196504,-0.19547567,-1.0656335,-0.7241869,-1.244746446609497,-1.0555654764175415,0.18918097019195557
71,-1.9973489,-1.9164714,"('efficient', 'inefficient')",-1.184802,-1.6101937,-0.30600417,0.13422656,-0.647229,-0.38661325,-1.0338460206985474,-0.9447629451751709,0.08908307552337646
38,-1.9969139,-1.7734693,"('kind', 'unkind')",-2.1539512,-2.1497846,-2.4634337,-1.8764915,-1.6874275,-1.42127,-2.0754315853118896,-1.8052538633346558,0.2701777219772339
88,1.9827788,1.7530061,"('impulsive', 'meek')",1.0299209,1.03615,1.1332358,0.94994205,0.5938375,0.32462507,1.1849431991577148,1.0159307718276978,-0.1690124273300171
48,1.9198121,1.8231759,"('reliable', 'unreliable')",1.5865445,1.4017898,2.3663368,2.318058,1.5716715,1.3476641,1.8610912561416626,1.7226719856262207,-0.1384192705154419
73,-1.8962889,-2.2844317,"('brilliant', 'incompetent')",-1.0732969,-1.5527686,-0.8121901,-0.6825304,-1.0641305,-1.0708053,-1.2114765644073486,-1.3976340293884277,-0.1861574649810791
76,-1.8958517,-1.5011072,"('secure', 'insecure')",-0.34264904,-0.3080148,-0.106776685,0.52673924,-0.15923655,0.25439203,-0.6261285543441772,-0.2569977045059204,0.36913084983825684
100,-1.8181686,-1.4690002,"('influential', 'uninfluential')",-1.5277946,-1.4658102,-1.2189196,-0.88108104,-1.1805806,-0.7109091,-1.4363658428192139,-1.1317001581192017,0.3046656847000122
8,1.7978754,1.2692134,"('open', 'distant')",0.42924428,0.2628559,0.28273475,-0.57560724,1.0468338,0.38559458,0.8891720175743103,0.3355141580104828,-0.5536578595638275
78,1.763059,0.96451247,"('active', 'inactive')",1.7842628,1.6102723,2.1056318,1.3063699,1.807353,1.3936037,1.8650766611099243,1.3186895847320557,-0.5463870763778687
9,-1.7535706,-2.0493836,"('sensitive', 'insensitive')",-2.1064672,-2.2414727,-1.2623355,-1.0671064,-1.2587246,-0.9264475,-1.595274567604065,-1.571102499961853,0.024172067642211914
25,-1.7282331,-1.8463109,"('moral', 'immoral')",-2.3293183,-2.5863118,-0.89926875,-0.43081948,-0.84861934,-0.5816108,-1.4513598680496216,-1.3612632751464844,0.09009659290313721
87,-1.6856418,-1.1537875,"('dedicated', 'undedicated')",-1.3597465,-1.3849142,-1.2175397,-1.0124011,-1.1762764,-1.2954588,-1.3598010540008545,-1.2116403579711914,0.14816069602966309
74,-1.636607,-1.4549233,"('insightful', 'unperceptive')",-1.0947254,-1.2233868,-1.5575713,-1.4909606,-0.15694417,-0.18061602,-1.1114619970321655,-1.087471604347229,0.023990392684936523
33,-1.6281546,-1.4111294,"('softhearted', 'hardhearted')",-2.299778,-2.1453865,-1.3937105,-1.568306,-0.6011385,-0.46863487,-1.4806954860687256,-1.3983641862869263,0.08233129978179932
43,-1.5766721,-1.2692664,"('genuine', 'fake')",-1.5294175,-1.6573291,-0.7547364,-0.81602347,-0.79306394,-0.6650932,-1.1634725332260132,-1.1019279956817627,0.06154453754425049
3,1.5338991,1.2443368,"('likable', 'unlikable')",1.0239002,1.0647165,2.0855036,2.2174528,1.8242786,1.7399603,1.6168954372406006,1.5666166543960571,-0.05027878284454346
15,-1.5041709,-1.485775,"('polite', 'impolite')",-0.49268106,-0.41559547,0.20748444,0.75619745,0.7168094,1.241678,-0.268139511346817,0.02412623167037964,0.29226574301719666
85,-1.446346,-1.566366,"('ambitious', 'unambitious')",-0.4149963,-0.3188531,0.061375737,-0.035318017,-0.27305478,-0.34034508,-0.518255352973938,-0.5652205348014832,-0.046965181827545166
30,-1.4126658,-1.7803353,"('honest', 'dishonest')",-0.4441864,-0.77551794,-0.41150278,-0.16149056,-0.41542193,-0.0837512,-0.6709442734718323,-0.7002737522125244,-0.02932947874069214
46,1.3886689,1.1910722,"('generous', 'stingy')",0.6684883,1.0740817,2.6854773,2.4668827,1.9472052,2.0242658,1.6724599599838257,1.6890755891799927,0.016615629196166992
11,-1.3641604,-1.6645353,"('caring', 'unaffectionate')",-1.1327885,-1.2284952,-2.196263,-2.4474447,-1.857666,-2.0337992,-1.6377195119857788,-1.8435685634613037,-0.2058490514755249
34,-1.3640437,-0.93704987,"('loyal', 'disloyal')",-1.844079,-1.6112614,-1.9243988,-1.5237752,-2.341534,-2.0850089,-1.868513822555542,-1.539273738861084,0.329240083694458
36,-1.325669,-1.0089529,"('tolerant', 'intolerant')",-1.1660068,-1.3816144,-1.2213498,-0.7591076,-1.1836927,-0.9283344,-1.2241795063018799,-1.0195022821426392,0.20467722415924072
42,1.3253194,1.3266968,"('amicable', 'hostile')",0.91212404,1.1791652,0.4749406,0.22550154,0.65486664,0.44746166,0.8418126702308655,0.7947062849998474,-0.047106385231018066
47,-1.3180039,-0.93304366,"('forgiving', 'unforgiving')",-1.1059897,-0.9457637,-0.65436167,-0.39962915,-0.7157561,-0.55847216,-0.9485278725624084,-0.7092271447181702,0.23930072784423828
72,-1.3149319,-1.1430532,"('logical', 'illogical')",-0.78675747,-0.75870144,-0.7049495,-0.480125,-0.12774557,0.3081677,-0.7335960865020752,-0.5184279680252075,0.21516811847686768
18,-1.3052586,-1.4206872,"('social', 'asocial')",-0.2355633,-0.3740515,-0.8361561,-0.5050021,-0.9173858,-0.66971326,-0.8235909342765808,-0.7423635125160217,0.08122742176055908
56,1.3018867,1.3474524,"('intelligent', 'dumb')",0.2850421,0.23648182,0.6945825,0.69887877,0.7523604,0.8166174,0.7584679126739502,0.7748576402664185,0.01638972759246826
61,1.3008959,1.3062248,"('rational', 'irrational')",1.060027,1.244487,0.85789,0.6242465,0.92788106,0.79792094,1.0366735458374023,0.993219792842865,-0.043453752994537354
92,1.2795396,1.3922358,"('unwavering', 'wavering')",1.0757124,1.0475023,-0.37496084,-0.69764376,-0.027076192,-0.40599722,0.4883037209510803,0.33402425050735474,-0.15427947044372559
89,-1.2341344,-0.28055143,"('daring', 'anxious')",-0.45033264,-0.5325098,-0.48021,-0.09184289,-0.24541183,-0.11511023,-0.6025222539901733,-0.25500360131263733,0.347518652677536
20,1.1635256,1.0716239,"('popular', 'unpopular')",-0.08379787,0.057433605,0.636762,0.46580356,0.26912642,0.3790846,0.4964040219783783,0.4934864044189453,-0.0029176175594329834
109,-1.1507,-1.1368637,"('conservative', 'liberal')",-0.51158834,-0.41955966,0.42813355,0.9978693,0.9003984,1.3291174,-0.08343908190727234,0.19264082610607147,0.2760799080133438
108,-1.1507,-1.1368637,"('conservative', 'liberal')",-0.51158834,-0.41955966,0.42813355,0.9978693,0.9003984,1.3291174,-0.08343908190727234,0.19264082610607147,0.2760799080133438
24,-1.1402289,-1.172904,"('thoughtful', 'rough')",-1.0283196,-1.0138727,-1.0901778,-0.9415801,-0.28051314,-0.12786259,-0.8848098516464233,-0.8140548467636108,0.0707550048828125
67,-1.1117799,-0.7982973,"('discriminating', 'undiscriminating')",-1.6483644,-1.5457592,-0.097462624,0.030748755,-0.6008096,-0.60679555,-0.864604115486145,-0.7300258278846741,0.13457828760147095
70,1.1096551,1.1539958,"('wise', 'unwise')",1.6647702,1.6958638,0.48483485,0.35356432,0.3652276,0.24736382,0.9061220288276672,0.8626969456672668,-0.04342508316040039
23,1.0807235,0.83905536,"('hospitable', 'inhospitable')",0.8429227,0.80535156,-0.1791968,-0.6002161,0.8830859,0.4385981,0.6568838357925415,0.3706972599029541,-0.2861865758895874
22,1.046273,0.83516085,"('welcoming', 'disagreeable')",-0.5109452,-0.38959414,1.0749278,0.9677888,1.3501723,1.0489624,0.7401069402694702,0.6155794858932495,-0.1245274543762207
35,1.0443424,0.86263776,"('fair', 'unfair')",0.24962111,0.48783818,0.45972762,0.5046693,0.59491086,0.7239775,0.587150514125824,0.644780695438385,0.057630181312561035
107,-1.0247059,-0.52895105,"('conventional', 'modern')",-1.1907703,-1.1264899,1.7214353,2.035364,0.07784277,0.44785303,-0.10404948890209198,0.20694400370121002,0.310993492603302
103,1.0080361,1.1160967,"('traditional', 'modern')",-0.77567464,-0.4764857,1.0469551,1.1802336,0.37647244,0.52707803,0.41394728422164917,0.5867306590080261,0.17278337478637695
77,1.0068128,1.3130231,"('active', 'inactive')",0.6989857,0.801697,0.5603813,0.35374048,0.61314285,0.6686332,0.7198306322097778,0.7842734456062317,0.06444281339645386
94,-1.0017186,-0.67981315,"('aggressive', 'submissive')",-0.62755084,-0.78863174,0.71750623,1.4578639,0.14556696,0.7162329,-0.19154907763004303,0.17641299962997437,0.3679620772600174
69,0.9836536,0.8925673,"('wise', 'foolish')",1.4078472,1.2860075,0.023732781,-0.21427768,-0.32311326,-0.58086884,0.5230301022529602,0.34585705399513245,-0.17717304825782776
26,-0.97186166,-0.83576447,"('trustworthy', 'untrustworthy')",-0.48954076,-0.55362606,0.34087497,0.72840023,0.01727043,0.23340458,-0.2758142650127411,-0.10689641535282135,0.16891784965991974
32,-0.94543374,-0.6379382,"('benevolent', 'hardhearted')",-1.5466222,-1.3395643,-1.627289,-1.5646808,-1.8006883,-1.6485703,-1.4800082445144653,-1.2976884841918945,0.1823197603225708
68,-0.94311166,-1.0291241,"('clever', 'inept')",-0.6474841,-0.75533754,-1.4127619,-1.4539344,-1.3138229,-1.2811131,-1.0792951583862305,-1.1298773288726807,-0.050582170486450195
60,-0.92736924,-0.34558767,"('educated', 'uneducated')",-1.2234647,-1.05905,-1.3734009,-0.7311368,-0.24112938,0.19040254,-0.9413411021232605,-0.4863429665565491,0.4549981355667114
55,-0.9262818,-0.87010515,"('intelligent', 'unintelligent')",-1.1500993,-0.9351387,-1.0792689,-0.9804753,-0.8038535,-0.42775595,-0.9898759126663208,-0.8033688068389893,0.18650710582733154
31,0.91166604,0.83285725,"('altruistic', 'egoistic')",-0.569687,-0.40660524,-0.78267527,-0.8902288,0.21081442,-0.1494194,-0.05747045576572418,-0.15334904193878174,-0.09587858617305756
66,0.8897226,0.85789466,"('imaginative', 'unimaginative')",1.1099576,1.2886512,2.6676397,2.790465,0.60986483,0.78735507,1.31929612159729,1.4310914278030396,0.11179530620574951
59,0.83631945,1.3384856,"('skillful', 'clumsy')",0.83066046,0.79150975,0.17234603,0.1489605,0.54242384,0.529268,0.5954374074935913,0.7020559906959534,0.10661858320236206
93,-0.8120021,-0.45652744,"('dominating', 'dominated')",0.84892035,0.7064172,0.1692971,0.6248912,-0.30932862,0.24666286,-0.02577832341194153,0.28036096692085266,0.3061392903327942
16,-0.7991088,-0.53638387,"('social', 'antisocial')",-1.0015965,-0.8695284,0.27586994,0.68779653,-0.35358417,0.19554272,-0.46960484981536865,-0.13064324855804443,0.3389616012573242
97,-0.78575337,-0.7466674,"('superior', 'inferior')",-0.38509893,-0.39830434,-0.8055608,-0.8663937,-0.814446,-0.824313,-0.6977148056030273,-0.7089195847511292,-0.011204779148101807
21,0.7725353,0.5522944,"('nice', 'nasty')",1.3092396,1.1405658,0.63672614,0.6305954,0.6703651,0.74732536,0.8472165465354919,0.7676952481269836,-0.0795212984085083
45,-0.7407967,-0.53254616,"('cooperative', 'exploitative')",-0.16773283,-0.64598495,-0.85526896,-0.67218673,-0.6674781,-0.5756247,-0.607819139957428,-0.6065856218338013,0.001233518123626709
90,0.6665834,0.10114084,"('motivated', 'unmotivated')",0.61198074,0.41633436,0.5760945,0.64253044,0.5919368,0.55036825,0.6116489171981812,0.427593469619751,-0.18405544757843018
17,-0.597681,-0.7789175,"('social', 'antisocial')",-1.6793181,-1.5798491,0.35646242,0.50561225,0.118866146,0.55170846,-0.45041757822036743,-0.3253614604473114,0.12505611777305603
39,0.4846882,0.19542082,"('right', 'wrong')",0.7488787,0.7741513,0.28305453,0.11697835,0.47810906,0.38383937,0.4986826181411743,0.36759746074676514,-0.13108515739440918
84,-0.4488892,-0.9409028,"('self-confident', 'diffident')",0.3353046,0.2741341,-0.995314,-1.1425015,0.3245074,0.03371623,-0.19609782099723816,-0.44388848543167114,-0.24779066443443298
106,-0.40588164,-0.18270779,"('conventional', 'unconventional')",-1.6751354,-1.3287265,-0.10302514,-0.11920294,-0.26540557,0.024623185,-0.6123619675636292,-0.4015035331249237,0.21085843443870544
5,-0.37899613,-0.5925674,"('pleasant', 'repellent')",-1.090061,-1.0560141,0.042295676,0.07499766,0.2116962,0.2578833,-0.30376631021499634,-0.32892513275146484,-0.025158822536468506
63,-0.34404507,-0.6443788,"('capable', 'incapable')",-0.9882023,-1.2105409,-1.7099288,-1.7553713,-1.1095002,-1.2318982,-1.037919044494629,-1.2105473279953003,-0.1726282835006714
96,-0.32284397,-0.32557777,"('powerful', 'powerless')",0.749217,0.49149635,-0.6724678,-0.2731145,-0.50900304,-0.35436246,-0.1887744665145874,-0.11538959294557571,0.07338487356901169
91,0.3211691,0.04397525,"('resilient', 'nonresilient')",0.31161833,0.33214483,-0.2711916,-0.43852752,0.28581655,0.22337028,0.1618531048297882,0.04024071246385574,-0.12161239236593246
19,-0.27654952,0.40472877,"('funny', 'boring')",-0.13405094,-0.19102925,-0.5748265,-0.49488366,-0.58685243,-0.7250364,-0.3930698335170746,-0.2515551447868347,0.14151468873023987
110,0.2584742,0.39041492,"('narrow-minded', 'open-minded')",0.57794255,0.5238824,0.14071733,0.087729216,-0.17171276,-0.09126921,0.20135532319545746,0.22768934071063995,0.026334017515182495
104,0.24022967,0.18350513,"('conventional', 'unconventional')",-0.7217752,-0.39551806,-0.82117337,-0.9374878,-0.7743877,-0.6196141,-0.5192766189575195,-0.4422787129878998,0.07699790596961975
79,0.2266671,0.8467796,"('determined', 'doubtful')",0.6563479,0.7044328,0.294645,0.4804533,0.63474596,0.9058781,0.4531014859676361,0.7343859076499939,0.2812844216823578
54,0.22640923,-0.26729155,"('smart', 'stupid')",0.31451505,0.15423197,0.6871085,0.35344595,0.2887383,0.23656237,0.3791927695274353,0.11923718452453613,-0.25995558500289917
14,0.20938133,-0.1720441,"('supportive', 'unsupportive')",0.97207284,0.87783027,1.043999,0.8859038,0.65278757,0.49218714,0.7195601463317871,0.5209692716598511,-0.19859087467193604
57,-0.19178289,-0.17615539,"('able', 'unable')",-0.3575996,-0.6919911,-1.0103613,-0.9321059,-0.040870547,-0.25773346,-0.40015357732772827,-0.5144964456558228,-0.11434286832809448
4,-0.18331352,-0.32306242,"('likable', 'unlikable')",-1.230056,-1.2996467,-0.26645783,-0.31455874,0.1970364,-0.08963142,-0.3706977367401123,-0.5067248344421387,-0.13602709770202637
44,-0.13738902,-0.38256606,"('truthful', 'untruthful')",0.32833165,0.036056817,-0.9061744,-0.8578913,-0.76980305,-0.94660383,-0.3712587058544159,-0.5377510786056519,-0.16649237275123596
62,-0.06574251,-0.1330059,"('creative', 'uncreative')",-0.091681,-0.17078471,-0.95728683,-1.0126795,0.120433606,-0.09343068,-0.24856917560100555,-0.35247519612312317,-0.10390602052211761
80,-0.06044992,-0.5619147,"('independent', 'dependent')",-0.30108008,-0.19834238,0.5326964,0.5398096,1.2179765,1.2583861,0.3472857177257538,0.2594846487045288,-0.08780106902122498
1,0.047139317,-0.17538685,"('friendly', 'unfriendly')",-1.230298,-1.1996424,-2.0085902,-2.229824,-0.9347378,-1.1086302,-1.0316216945648193,-1.1783709526062012,-0.14674925804138184
102,-0.0412445,0.16439362,"('eminent', 'low')",-0.09606193,-0.10996649,-1.3171122,-1.0351979,-0.11581883,-0.39977235,-0.39255937933921814,-0.34513574838638306,0.04742363095283508
105,-0.023100138,-0.32037622,"('conventional', 'modern')",-2.1375923,-1.9809257,-0.07237494,-0.3074238,-0.8403399,-1.0429313,-0.7683518528938293,-0.9129142761230469,-0.14456242322921753
10,-0.00398916,0.033264488,"('affectionate', 'unaffectionate')",-0.88422465,-0.7683364,-0.94859713,-1.3258057,-0.8775923,-1.0649099,-0.6786007881164551,-0.7814468741416931,-0.10284608602523804
