,charter_male,charter_female,tuple,communications_male,communications_female,inc_male,inc_female,new_male,new_female,average_male,average_female,female-male
78,1.6550009,1.1066574,"('active', 'inactive')",1.6417196,1.2243409,1.9014573,1.6172376,1.6742909,1.1332293,1.7181172370910645,1.2703663110733032,-0.44775092601776123
90,1.5136664,0.85442245,"('motivated', 'unmotivated')",0.4116273,0.48439154,0.5110009,0.47775382,-0.115985096,-0.5120882,0.5800773501396179,0.32611992955207825,-0.2539574205875397
81,1.4948277,1.5234216,"('industrious', 'lazy')",0.6913778,0.3564687,1.177786,1.0300014,2.0022373,2.030965,1.341557264328003,1.2352142333984375,-0.10634303092956543
33,-1.3831521,-1.4172037,"('softhearted', 'hardhearted')",-0.08979952,-0.11882162,-1.2179447,-1.1615895,-0.62816787,-0.6920396,-0.8297660946846008,-0.8474135398864746,-0.01764744520187378
37,1.3425492,1.4674438,"('good', 'evil')",1.4555565,1.2035323,1.6858269,1.5811448,2.5303283,2.428041,1.7535651922225952,1.670040488243103,-0.08352470397949219
80,1.3037896,1.1684003,"('independent', 'dependent')",0.3701574,0.34719867,0.4544888,0.5477525,0.56695527,0.6444183,0.6738477945327759,0.6769424676895142,0.0030946731567382812
104,-1.2898225,-0.92516726,"('conventional', 'unconventional')",-0.06509626,0.24654794,-0.620734,-0.5084797,0.09214801,-0.08103579,-0.47087615728378296,-0.31703370809555054,0.15384244918823242
10,-1.2759383,-1.1366405,"('affectionate', 'unaffectionate')",-0.43771446,-0.4390334,-0.21670184,-0.17171527,0.7698784,0.8342984,-0.2901190519332886,-0.2282727062702179,0.06184634566307068
14,1.2448618,0.8221427,"('supportive', 'unsupportive')",0.38616392,0.013830975,1.4657954,1.3132231,-0.059206426,-0.05194989,0.7594037055969238,0.5243117213249207,-0.23509198427200317
109,1.1843706,0.99778247,"('conservative', 'liberal')",0.0822041,0.46803236,0.24487284,0.32331946,-1.097023,-1.0688727,0.10360613465309143,0.18006539344787598,0.07645925879478455
108,1.1843706,0.99778247,"('conservative', 'liberal')",0.0822041,0.46803236,0.24487284,0.32331946,-1.097023,-1.0688727,0.10360613465309143,0.18006539344787598,0.07645925879478455
88,1.1576471,1.0222964,"('impulsive', 'meek')",0.659371,0.37891155,0.5932521,0.52301854,1.563556,1.8192687,0.9934565424919128,0.935873806476593,-0.057582736015319824
68,-1.1164522,-1.5839252,"('clever', 'inept')",-1.20713,-1.3287411,-0.6262408,-0.85941315,-0.6454199,-0.8717228,-0.8988106846809387,-1.1609505414962769,-0.26213985681533813
29,-1.1038722,-1.1905965,"('honest', 'immoral')",-0.8993756,-0.7618247,-1.5445176,-1.4441774,-1.9729593,-2.176074,-1.380181074142456,-1.3931682109832764,-0.012987136840820312
54,1.053098,0.5628172,"('smart', 'stupid')",-0.112808436,-0.14413016,0.24333084,0.120717674,0.84912705,0.60384494,0.5081868171691895,0.2858124375343323,-0.22237437963485718
101,-0.9982649,-0.76619244,"('successful', 'unsuccessful')",-1.7585582,-1.6893921,-0.73952127,-0.8850286,-0.6508886,-0.41667444,-1.0368082523345947,-0.9393218755722046,0.09748637676239014
105,-0.98274696,-1.0419229,"('conventional', 'modern')",0.6455586,0.65417105,-0.64386576,-0.51640195,0.8306431,0.5736888,-0.037602752447128296,-0.08261625468730927,-0.04501350224018097
9,-0.9591225,-1.1073807,"('sensitive', 'insensitive')",-0.27824873,-0.14831549,-0.48028773,-0.4960956,-0.98445404,-0.92043555,-0.6755282878875732,-0.668056845664978,0.007471442222595215
49,-0.90848863,-1.2258875,"('responsible', 'irresponsible')",-1.1872112,-1.2688073,-0.63123447,-0.66606617,-1.0568249,-1.0981494,-0.9459397792816162,-1.064727544784546,-0.11878776550292969
41,0.86120117,1.2993594,"('incorrupt', 'corrupt')",1.5273166,1.4397612,0.44234085,0.5492189,2.200282,2.1927314,1.2577852010726929,1.370267629623413,0.11248242855072021
82,0.84116536,0.9643117,"('industrious', 'meek')",0.5271269,0.45647746,0.5020849,0.4451415,1.3513242,1.312031,0.8054254055023193,0.7944904565811157,-0.010934948921203613
98,-0.82752395,-0.92742217,"('prestigious', 'insignificant')",-0.748512,-0.9319184,-0.79852724,-0.9195298,0.27524158,0.15429056,-0.5248304009437561,-0.6561449766159058,-0.13131457567214966
36,-0.80985093,-0.9071179,"('tolerant', 'intolerant')",-1.4273092,-1.1866133,-1.2572566,-1.1976933,-0.8488381,-0.593192,-1.0858137607574463,-0.9711540937423706,0.11465966701507568
103,0.79547966,0.5941105,"('traditional', 'modern')",1.444643,1.6184142,0.54286605,0.60623926,0.68126935,0.61791956,0.8660645484924316,0.8591709136962891,-0.006893634796142578
56,0.7879919,0.832677,"('intelligent', 'dumb')",0.19886322,0.019434258,1.8939482,1.6449747,0.690233,1.0119772,0.8927590847015381,0.8772658109664917,-0.015493273735046387
102,-0.7844249,-0.81605417,"('eminent', 'low')",-0.982799,-0.7966943,-0.9088626,-0.8886302,-0.2643765,-0.27766025,-0.7351157069206238,-0.694759726524353,0.04035598039627075
94,0.73425555,0.7217951,"('aggressive', 'submissive')",-0.62887067,-0.37058932,0.718829,0.68567276,-0.6174553,-0.32319823,0.05168963968753815,0.17842009663581848,0.12673045694828033
12,-0.7325168,-0.7730068,"('sympathetic', 'unsympathetic')",-0.4846092,-0.3720652,-0.5738509,-0.48446804,-1.2802973,-1.1208498,-0.7678185701370239,-0.6875974535942078,0.08022111654281616
70,0.72769237,0.64339125,"('wise', 'unwise')",0.37052053,0.3379468,-0.017931432,0.079595596,1.675778,1.6813757,0.6890149116516113,0.6855773329734802,-0.0034375786781311035
31,-0.69437593,-0.7337166,"('altruistic', 'egoistic')",-1.005202,-0.83655643,-0.93047774,-0.76679194,0.63122517,0.40067068,-0.4997076988220215,-0.4840985834598541,0.015609115362167358
21,0.6904659,0.73497653,"('nice', 'nasty')",0.72396153,0.71050215,0.17558306,0.08738363,0.35453856,0.31382322,0.4861373007297516,0.461671382188797,-0.02446591854095459
73,-0.67762935,-1.3554636,"('brilliant', 'incompetent')",-1.4983807,-1.4573126,-1.2511837,-1.3133317,-1.3390191,-1.6772346,-1.1915532350540161,-1.4508355855941772,-0.25928235054016113
45,-0.666314,-0.8929416,"('cooperative', 'exploitative')",-0.2732752,-0.15586169,-1.0656619,-1.0753219,-1.0277846,-0.9165996,-0.7582589387893677,-0.760181188583374,-0.0019222497940063477
7,0.64360225,0.2849631,"('outgoing', 'distant')",-0.054184437,-0.6246537,0.7761355,0.5116445,0.8801502,0.5827791,0.5614259243011475,0.18868324160575867,-0.3727426826953888
99,-0.6332919,-0.655891,"('prestigious', 'insignificant')",-0.33768895,-0.54328835,-0.7684872,-0.946124,0.7842057,0.64763576,-0.23881560564041138,-0.37441694736480713,-0.13560134172439575
76,-0.6261951,-0.6186639,"('secure', 'insecure')",0.2523713,0.69055676,0.83827037,0.84754825,-0.46814716,-0.3669712,-0.0009251385927200317,0.1381174772977829,0.13904261589050293
35,0.6202872,0.8123628,"('fair', 'unfair')",0.7047347,0.8004801,0.856666,0.95102876,0.53877056,0.72886944,0.6801146268844604,0.8231852650642395,0.14307063817977905
100,-0.5872371,-0.5084411,"('influential', 'uninfluential')",-1.0472813,-0.8193603,-0.6577871,-0.44265532,-0.52025104,-0.49207926,-0.7031391263008118,-0.56563401222229,0.13750511407852173
97,-0.58464515,-0.49513403,"('superior', 'inferior')",-0.5492779,-0.45894468,-0.8685728,-0.82522434,-0.99121296,-0.8188501,-0.748427152633667,-0.6495382785797119,0.09888887405395508
18,-0.5788455,-0.65327764,"('social', 'asocial')",-1.4109843,-1.414301,0.6331429,0.62525755,-1.5692225,-1.306341,-0.7314773201942444,-0.6871656179428101,0.044311702251434326
23,0.55217814,0.34288543,"('hospitable', 'inhospitable')",0.31878954,0.111219406,0.045602858,-0.072576344,1.1858441,1.118948,0.5256036520004272,0.3751191198825836,-0.15048453211784363
92,-0.547298,-0.560579,"('unwavering', 'wavering')",-0.036297157,-0.20979643,-0.35777384,-0.49932325,1.0242958,0.81975317,0.02073170244693756,-0.11248636245727539,-0.13321806490421295
87,-0.5355756,-0.6175599,"('dedicated', 'undedicated')",-0.17993835,-0.40186542,-0.735895,-0.55872035,-0.63571346,-0.37742674,-0.5217806100845337,-0.4888931214809418,0.03288748860359192
17,0.5330284,0.7634549,"('social', 'antisocial')",-0.66997325,-0.46575418,0.18423264,0.27764946,-0.42820126,-0.10149157,-0.09522835910320282,0.1184646487236023,0.21369300782680511
64,-0.5248937,-0.684002,"('clever', 'incompetent')",-0.33888775,0.08685906,-0.21611145,-0.17537993,-1.4687406,-1.580534,-0.6371583938598633,-0.5882642269134521,0.04889416694641113
22,0.52171206,0.4023153,"('welcoming', 'disagreeable')",0.6099926,0.5632757,1.4761021,1.4044716,0.5636344,0.47769773,0.7928602695465088,0.7119400501251221,-0.08092021942138672
52,0.5164103,0.35692182,"('competitive', 'uncompetitive')",-0.21779418,-0.04333221,0.38248724,0.41615582,-0.82447207,-0.5201275,-0.035842180252075195,0.05240447819232941,0.0882466584444046
47,-0.5098684,-0.41830432,"('forgiving', 'unforgiving')",0.8286799,1.0629538,-0.41558483,-0.35652748,-0.45840046,-0.068962395,-0.1387934386730194,0.05478990823030472,0.19358334690332413
107,0.50433797,0.64176923,"('conventional', 'modern')",1.0577042,1.3404067,0.8527969,0.9750705,1.0958123,1.6039909,0.8776628971099854,1.1403093338012695,0.2626464366912842
44,-0.4980027,-0.67527884,"('truthful', 'untruthful')",-1.1865554,-1.2190459,-0.3925819,-0.30680344,-0.44683415,-0.3493275,-0.6309935450553894,-0.6376139521598816,-0.0066204071044921875
91,0.49689525,0.41579118,"('resilient', 'nonresilient')",0.1154982,-0.052258626,0.16637044,0.10501,0.2389951,-0.08850193,0.25443974137306213,0.09501015394926071,-0.15942958742380142
85,-0.48768923,-0.59688914,"('ambitious', 'unambitious')",-0.5886124,-0.6706254,0.30843267,0.3568042,0.013987601,0.106343,-0.18847031891345978,-0.20109182596206665,-0.012621507048606873
83,-0.48287612,-0.8163036,"('energetic', 'lethargic')",-0.008507341,-0.10716012,-0.19563791,-0.2720304,-0.80170095,-0.6726756,-0.3721805810928345,-0.4670424461364746,-0.09486186504364014
2,-0.4803216,-0.6218813,"('friendly', 'unfriendly')",-0.035876274,0.30897516,-0.308474,-0.26902443,-1.6722184,-1.4798024,-0.6242225766181946,-0.5154332518577576,0.10878932476043701
84,-0.4731933,-0.59052384,"('self-confident', 'diffident')",-0.8086357,-0.898871,0.060128868,0.018382862,-0.24383731,-0.37390593,-0.3663843870162964,-0.46122947335243225,-0.09484508633613586
51,-0.47094324,-0.5047613,"('competent', 'incompetent')",-0.19371894,-0.04587491,0.58854914,0.5889384,0.07464939,0.2558064,-0.00036591291427612305,0.07352715730667114,0.07389307022094727
60,-0.41779822,-0.3184029,"('educated', 'uneducated')",-0.30831555,0.054562926,-0.63778424,-0.54161096,-0.794942,-0.4889455,-0.5397100448608398,-0.32359910011291504,0.2161109447479248
106,-0.3909576,-0.13386145,"('conventional', 'unconventional')",0.062602624,0.3811192,-0.12009463,0.048060127,1.2797227,0.963664,0.20781826972961426,0.3147454559803009,0.10692718625068665
110,-0.38685423,-0.26944667,"('narrow-minded', 'open-minded')",0.36146206,0.2922113,0.5399492,0.36804873,-0.38863587,-0.16592145,0.03148028254508972,0.05622297525405884,0.024742692708969116
15,0.3782936,0.66838104,"('polite', 'impolite')",0.41347963,0.7131293,1.210203,1.3912718,-0.60293305,-0.018667951,0.3497608006000519,0.6885285377502441,0.33876773715019226
5,-0.3781739,-0.5274371,"('pleasant', 'repellent')",-0.2421074,-0.3159755,-0.71238893,-0.63735604,-0.097297505,-0.30082503,-0.35749194025993347,-0.4453984200954437,-0.08790647983551025
43,-0.3735065,-0.4227249,"('genuine', 'fake')",-0.22181466,-0.18471459,-0.025788724,0.03263986,0.3768835,0.38788807,-0.06105659902095795,-0.046727895736694336,0.01432870328426361
74,-0.3733269,-0.6467,"('insightful', 'unperceptive')",-1.1581144,-1.193215,-0.87907934,-1.0284927,-0.31318325,-0.21756577,-0.6809259653091431,-0.7714933753013611,-0.09056740999221802
77,0.3680523,0.60063505,"('active', 'inactive')",0.3875554,0.13677388,0.7603774,0.78135514,0.7132806,0.8810775,0.5573164224624634,0.5999603867530823,0.042643964290618896
24,-0.35880113,-0.46387833,"('thoughtful', 'rough')",-0.95267653,-0.77666575,-1.4925218,-1.1946259,-0.80838597,-1.0449764,-0.9030963182449341,-0.8700366020202637,0.03305971622467041
79,0.3459511,0.31810945,"('determined', 'doubtful')",0.019295752,-0.051324636,0.29388967,0.37061524,0.31559122,0.37995023,0.24368193745613098,0.2543375492095947,0.010655611753463745
55,-0.34512758,-0.45020074,"('intelligent', 'unintelligent')",-0.30985272,0.054381847,-1.2016937,-1.0485995,-0.3138889,-0.4464134,-0.5426406860351562,-0.47270795702934265,0.0699327290058136
89,-0.34389344,-0.3127994,"('daring', 'anxious')",-0.40663004,-0.3564304,-0.24680209,-0.25916708,-1.1694336,-1.3868266,-0.5416897535324097,-0.5788058638572693,-0.03711611032485962
72,-0.336824,-0.10570337,"('logical', 'illogical')",-1.3470777,-1.0159085,-1.1190314,-0.995624,-0.42463043,-0.11634571,-0.8068909049034119,-0.5583953857421875,0.24849551916122437
71,0.26541704,-0.39261895,"('efficient', 'inefficient')",-0.8294271,-0.5216129,-0.70843303,-0.62070835,-1.2771156,-1.4559102,-0.6373896598815918,-0.7477126121520996,-0.11032295227050781
4,-0.25035006,-0.47712916,"('likable', 'unlikable')",-1.669462,-1.6745768,-0.3510114,-0.3623963,0.38617718,0.37986428,-0.4711615741252899,-0.5335595011711121,-0.062397927045822144
30,0.21815503,0.2735436,"('honest', 'dishonest')",-0.40195644,-0.26832914,-0.40042067,-0.40150172,-0.46290857,-0.09674831,-0.2617826461791992,-0.12325888872146606,0.13852375745773315
39,0.21542537,0.28596663,"('right', 'wrong')",-0.5630785,-0.4379174,0.47954395,0.5493243,0.26922962,0.41019645,0.10028010606765747,0.20189249515533447,0.101612389087677
57,-0.21177876,-0.4858197,"('able', 'unable')",-0.3632464,-0.3986611,-0.48905984,-0.4069753,-0.46497375,-0.62447196,-0.3822646737098694,-0.47898203134536743,-0.09671735763549805
62,-0.21005702,-0.2788614,"('creative', 'uncreative')",-1.7861753,-2.058735,-1.0346447,-0.8341708,-0.56264377,-0.6173538,-0.8983802199363708,-0.9472802877426147,-0.048900067806243896
96,0.20577863,-0.018170208,"('powerful', 'powerless')",-0.25169587,-0.049592838,-0.10113749,0.006606996,-0.45298013,-0.42514718,-0.15000870823860168,-0.12157580256462097,0.028432905673980713
61,0.20306706,0.56466025,"('rational', 'irrational')",-0.2890413,-0.27473405,1.1500916,1.084322,1.4804657,1.715029,0.6361457705497742,0.7723193168640137,0.1361735463142395
67,-0.19787872,-0.27049503,"('discriminating', 'undiscriminating')",-1.3827972,-1.3918059,-0.6435183,-0.44698924,0.70384866,0.7983501,-0.38008642196655273,-0.3277350068092346,0.052351415157318115
0,-0.19768137,-0.08068973,"('sociable', 'unsociable')",-0.075956374,0.31926027,0.068446994,0.23471743,-0.76800233,-0.5637635,-0.2432982623577118,-0.022618882358074188,0.2206793799996376
65,-0.17907344,-0.557031,"('practical', 'impractical')",-1.5097833,-1.5435975,-0.7121357,-0.70735514,-1.6388373,-1.5554767,-1.0099574327468872,-1.0908650159835815,-0.08090758323669434
69,-0.15474379,-0.17695469,"('wise', 'foolish')",-0.5695865,-0.534665,0.12908188,-0.020111531,0.5438058,0.65526724,-0.012860670685768127,-0.019115984439849854,-0.006255313754081726
42,-0.14181888,0.20013452,"('amicable', 'hostile')",0.95865977,1.0701971,0.31362426,0.4431113,1.8091202,1.8213055,0.7348963022232056,0.8836871385574341,0.14879083633422852
20,0.14114456,0.41435584,"('popular', 'unpopular')",-0.29625744,-0.251957,-0.43265462,-0.544796,1.8974743,1.6604376,0.3274267017841339,0.3195101022720337,-0.00791659951210022
19,-0.13664144,0.16584069,"('funny', 'boring')",-0.24366438,-0.21526188,0.2134397,0.17407435,-0.057115197,0.104435325,-0.05599533021450043,0.05727212131023407,0.1132674515247345
8,0.1326868,-0.037246615,"('open', 'distant')",0.8323699,0.30665478,0.60052794,0.34504873,1.1676544,0.7915691,0.68330979347229,0.3515065014362335,-0.3318032920360565
59,-0.12380547,-0.0045943707,"('skillful', 'clumsy')",-0.32353055,-0.1990997,0.36367232,0.41915435,1.3879981,1.4707971,0.32608360052108765,0.42156434059143066,0.09548074007034302
26,0.10975508,0.18863496,"('trustworthy', 'untrustworthy')",-0.021536738,0.08222526,1.0786788,1.1523049,-0.7467338,-0.48269907,0.10504084825515747,0.23511651158332825,0.13007566332817078
25,-0.091116995,-0.6374305,"('moral', 'immoral')",-1.1777693,-0.9711545,-0.35382932,-0.41679206,-1.4564099,-1.4396524,-0.7697814106941223,-0.86625736951828,-0.09647595882415771
93,-0.080141366,0.06466107,"('dominating', 'dominated')",0.06099522,0.32696113,1.0385966,1.0270972,-1.2408098,-0.70492834,-0.05533984303474426,0.17844776809215546,0.23378761112689972
16,0.010134868,0.018920362,"('social', 'antisocial')",-1.2536064,-0.91409796,0.5543021,0.54720175,-0.8021402,-0.50254613,-0.372827410697937,-0.212630495429039,0.160196915268898
