,starwood_male,starwood_female,tuple,hotels_male,hotels_female,&_male,&_female,rest_male,rest_female,wldwd_male,wldwd_female,average_male,average_female,female-male
43,-0.4261222,-0.44656953,"('genuine', 'fake')",-0.23664361,0.06963211,0.49274534,0.51856124,-1.4992025,-1.153335,0.09182889,0.23410064,-0.3154788017272949,-0.15552209615707396,0.15995670557022096
101,-0.42575365,-0.31877914,"('successful', 'unsuccessful')",-1.9325573,-1.6472967,-0.89957243,-0.94783556,-2.2470903,-2.316874,-0.5736448,-0.49075904,-1.2157236099243165,-1.144308853149414,0.07141475677490239
14,0.42346087,0.18863878,"('supportive', 'unsupportive')",-0.08384405,-0.16902764,0.8450122,0.7476977,-0.076520324,-0.6742407,0.94109625,0.88730145,0.4098409652709961,0.19607391357421874,-0.21376705169677737
79,0.41947266,0.28053787,"('determined', 'doubtful')",-0.3501534,-0.14978239,0.8897472,0.8180775,-0.29310232,-0.17529681,-0.22394812,-0.1158911,0.08840321302413941,0.13152902126312255,0.04312580823898314
42,0.40948913,0.5953671,"('amicable', 'hostile')",1.3788767,1.1828883,0.81864345,0.653674,1.1988356,1.5692703,0.90973866,0.8175895,0.9431167602539062,0.9637578964233399,0.020641136169433638
53,-0.383956,-0.31349367,"('smart', 'stupid')",-3.9515085,-3.820116,-2.785178,-2.6608834,-4.3343573,-4.162751,-1.8968173,-1.8874159,-2.670363426208496,-2.5689321517944337,0.10143127441406241
58,-0.3672536,-0.29874066,"('able', 'clumsy')",-1.3233305,-0.95901316,-1.5622277,-1.5301608,-2.5663145,-2.0297318,-0.070402786,0.18725426,-1.1779057502746582,-0.9260784149169922,0.251827335357666
8,0.36669087,0.075930506,"('open', 'distant')",0.83645004,0.4190455,-1.4330556,-1.7748258,2.4449947,1.6976936,-0.17777681,-0.57414985,0.4074606418609619,-0.03126120567321777,-0.4387218475341797
39,-0.36437297,-0.3930387,"('right', 'wrong')",0.30584988,0.30405232,0.75070196,0.51270443,0.3922052,0.320139,0.21547037,0.23650713,0.25997090339660645,0.19607282876968385,-0.0638980746269226
70,0.36141083,0.4131562,"('wise', 'unwise')",1.3142669,1.3450642,-0.22921562,-0.1455794,-0.079216465,-0.09401992,1.0139322,0.87676215,0.47623558044433595,0.4790766716003418,0.002841091156005837
63,-0.3554955,-0.49334183,"('capable', 'incapable')",-0.92797667,-1.0491378,-0.80940247,-1.0181079,0.097119,-0.26443878,0.27929512,0.105409175,-0.3432920932769775,-0.5439234256744385,-0.200631332397461
56,0.34512237,0.38399303,"('intelligent', 'dumb')",1.022984,1.1301188,0.74053323,0.7549103,-0.06724045,0.012025923,0.42852443,0.28946579,0.4939847469329834,0.5141027450561524,0.020117998123169
98,-0.34225097,-0.43865213,"('prestigious', 'insignificant')",0.07053056,-0.09944007,-1.0710076,-1.416075,1.5166619,1.1939788,-0.9493208,-1.1481601,-0.15507738590240477,-0.38166968822479247,-0.2265923023223877
81,0.33867145,-0.0030719042,"('industrious', 'lazy')",1.9663687,1.7263144,1.1508373,0.8324736,2.7457225,2.4943304,0.3648967,0.06549674,1.3132993698120117,1.023108673095703,-0.2901906967163086
66,0.33810273,0.55891806,"('imaginative', 'unimaginative')",1.0579901,1.1123703,1.7984312,1.9160259,0.1789493,0.23170659,0.8678202,1.0308348,0.8482586860656738,0.9699710845947266,0.1217123985290528
47,0.32319584,0.49008903,"('forgiving', 'unforgiving')",-0.7498394,-0.64769423,-0.74930066,-0.5109968,-2.1247425,-1.8015634,0.7343558,0.86535627,-0.5132661819458008,-0.3209618091583252,0.19230437278747559
23,0.3231883,0.15668446,"('hospitable', 'inhospitable')",1.2759044,1.2479258,-0.26044792,-0.5826237,1.503762,1.1691242,0.6273104,0.2206404,0.6939434051513672,0.4423501968383789,-0.2515932083129883
105,-0.32284057,-0.27047232,"('conventional', 'modern')",-0.6492265,-0.9518801,-1.011471,-1.0496438,-0.17610547,-0.32157657,-0.53310215,-0.652797,-0.5385491371154785,-0.6492739200592041,-0.11072478294372567
77,0.3116391,0.50044525,"('active', 'inactive')",0.26469472,0.47591513,-0.078360364,-0.27548856,1.1626027,1.3383672,-0.3398577,-0.47128487,0.26414368152618406,0.31359081268310546,0.0494471311569214
20,-0.2995982,-0.26622525,"('popular', 'unpopular')",-1.7409028,-1.463918,-0.035845406,-0.20082489,-0.48366416,-0.6332545,-0.31065246,-0.33904403,-0.5741325855255127,-0.5806533336639405,-0.006520748138427734
91,0.29061887,0.16262543,"('resilient', 'nonresilient')",-0.44291517,-0.4453387,0.63446367,0.73370516,-0.81193197,-0.8061172,0.20978555,0.12869981,-0.023995810747146608,-0.04528509378433228,-0.02128928303718567
84,-0.27921787,-0.4013897,"('self-confident', 'diffident')",-1.0028229,-1.1678162,0.07232165,-0.23763105,-0.20849846,-0.51847506,0.034353554,-0.099143684,-0.27677278518676757,-0.4848911762237549,-0.20811839103698732
100,0.26985875,0.51839066,"('influential', 'uninfluential')",-1.3999207,-0.97806454,-0.7749443,-0.5667411,-0.96434027,-1.1284653,0.023067951,0.07379298,-0.5692557334899903,-0.4162174701690674,0.15303826332092285
7,0.26381725,-0.0024054796,"('outgoing', 'distant')",0.77100027,0.28879535,-0.88669884,-1.2293333,3.132971,2.0020058,0.04679051,-0.3204033,0.6655760765075683,0.14773182868957518,-0.5178442478179932
38,0.25045234,0.14574495,"('kind', 'unkind')",-2.5072625,-2.0568254,-1.8781213,-1.696897,-3.0199232,-2.7447402,-0.20865715,0.054127634,-1.472702407836914,-1.2597179412841797,0.2129844665527343
35,0.23335424,0.30645347,"('fair', 'unfair')",0.43558016,0.40410617,0.016712442,-0.0033596903,0.80350065,0.65101224,-0.19223516,-0.05974862,0.25938246250152586,0.25969271659851073,0.0003102540969848744
82,0.22325252,0.0032185316,"('industrious', 'meek')",1.4900317,1.4103893,0.93378353,0.7895844,2.4703865,2.2663078,0.21463758,0.016760826,1.06641845703125,0.8972521781921386,-0.1691662788391114
48,0.21801227,0.061083935,"('reliable', 'unreliable')",1.7083367,1.5323274,1.5736834,1.3709737,0.34492415,-0.02256298,1.2489516,1.2261405,1.0187816619873047,0.8335925102233886,-0.18518915176391604
59,0.21138941,0.18836641,"('skillful', 'clumsy')",0.6018739,0.919127,0.059923977,-0.009785771,-0.14069551,0.072048835,-0.04035653,0.12530392,0.13842705488204957,0.2590120792388916,0.12058502435684201
51,-0.20842814,0.14472762,"('competent', 'incompetent')",-1.024419,-0.80999136,-0.48839974,-0.38361037,-2.7724934,-2.5090394,-0.14492844,0.014887877,-0.9277337074279786,-0.708605146408081,0.21912856101989753
17,-0.19382364,0.031204656,"('social', 'antisocial')",-1.4761779,-1.305429,0.33156028,0.40966216,-0.9394833,-0.96499753,0.089298025,0.33983707,-0.437725305557251,-0.2979445219039917,0.1397807836532593
12,0.19328487,0.46340847,"('sympathetic', 'unsympathetic')",-1.8120115,-1.4969803,-0.79287094,-0.35618746,-3.1841788,-2.993447,0.6147392,0.864694,-0.9962074279785156,-0.703702449798584,0.2925049781799316
29,-0.19070962,-0.42054448,"('honest', 'immoral')",-0.9704765,-0.82061183,-2.492492,-2.3022342,-2.1879106,-2.106869,-0.26850158,-0.3245111,-1.222018051147461,-1.1949541091918945,0.027063941955566495
71,0.18880469,-0.05082126,"('efficient', 'inefficient')",-1.456774,-1.6569026,-0.68018186,-0.549804,-1.5299834,-2.1181169,0.6440551,0.826569,-0.5668159008026123,-0.7098151206970215,-0.1429992198944091
26,0.17917123,0.26605174,"('trustworthy', 'untrustworthy')",0.26825717,0.2655676,-0.35686257,-0.40186012,-0.97926295,-0.86386436,0.2093358,0.41626012,-0.1358722686767578,-0.06356900930404663,0.07230325937271118
62,0.17395967,-0.031229705,"('creative', 'uncreative')",-0.9370421,-0.9776639,-2.2511616,-2.446728,1.0864497,0.86599076,-0.5894532,-0.6973581,-0.503449535369873,-0.6573978424072265,-0.15394830703735352
36,0.17195593,0.3524853,"('tolerant', 'intolerant')",-2.0763347,-2.0511184,-0.61836326,-0.68739563,-1.6273077,-1.8635327,0.8293748,1.1101768,-0.6641349792480469,-0.6278769016265869,0.03625807762145994
30,-0.16972563,-0.008491814,"('honest', 'dishonest')",-0.42506647,-0.5975258,-1.5715175,-1.6089077,-2.3257532,-2.6570249,-0.3373744,-0.13745713,-0.9658873558044434,-1.0018814086914063,-0.03599405288696289
64,0.15705295,0.24961314,"('clever', 'incompetent')",-1.3410149,-1.0422797,-0.2842232,-0.120973915,-2.0499232,-1.9811859,0.2228522,0.5122863,-0.6590512275695801,-0.4765080451965332,0.1825431823730469
24,0.14981028,0.23159146,"('thoughtful', 'rough')",-0.30691665,-0.27684426,-0.23848522,-0.14970952,-0.95987725,-0.7577168,0.33903435,0.61403966,-0.20328691005706787,-0.06772788763046264,0.13555902242660522
3,0.106167614,0.101480074,"('likable', 'unlikable')",-0.37662852,-0.31757778,0.5202945,0.25173515,0.35707065,0.1262598,0.9374243,0.948652,0.30886571407318114,0.22210984230041503,-0.08675587177276611
9,-0.104402706,-0.1469644,"('sensitive', 'insensitive')",-1.2353652,-1.152081,-0.51400375,-0.43757707,-1.9402453,-1.7868314,-0.23369765,-0.04970625,-0.8055429458618164,-0.7146320343017578,0.0909109115600586
89,0.09622857,-0.008051917,"('daring', 'anxious')",-0.79062355,-0.6202191,-0.92452294,-0.85655177,-0.64043415,-0.4572845,-0.26154968,-0.24304734,-0.5041803836822509,-0.43703088760375974,0.06714949607849119
72,-0.0930448,0.19188759,"('logical', 'illogical')",-0.97364616,-0.9371183,-2.088004,-1.9749874,-1.3848584,-1.4099209,0.069389164,0.30524844,-0.8940328598022461,-0.7649781703948975,0.12905468940734866
1,-0.09141509,0.034855902,"('friendly', 'unfriendly')",-1.270035,-1.3247914,-1.8073549,-1.9302442,0.81660604,0.4120198,-0.054655805,-0.15596388,-0.4813709735870361,-0.5928247928619385,-0.11145381927490233
52,-0.08549237,0.030982092,"('competitive', 'uncompetitive')",-0.7869905,-0.5275928,-0.019819617,0.035560608,-1.9290795,-1.881298,0.2756143,0.60076964,-0.5091535568237304,-0.348315691947937,0.16083786487579343
34,-0.082300246,0.2761286,"('loyal', 'disloyal')",-0.3349797,-0.048210144,-1.7068768,-1.3924224,-2.254037,-1.655556,0.11882298,0.37935552,-0.8518741607666016,-0.4881409168243408,0.3637332439422608
96,0.080841094,0.21947792,"('powerful', 'powerless')",-0.9342359,-0.83522844,1.6995502,1.6951721,-0.13644919,-0.08367932,0.22398533,0.4228974,0.18673830032348632,0.28372793197631835,0.09698963165283203
31,-0.07007134,-0.22905272,"('altruistic', 'egoistic')",0.15944523,0.12398124,-0.6022098,-0.7353118,0.2440936,0.5696871,0.057154894,-0.03396657,-0.04231748580932617,-0.060932546854019165,-0.018615061044692995
93,0.0456443,0.33197263,"('dominating', 'dominated')",0.7848927,1.1267152,1.3259864,1.607507,-1.6320933,-1.1206145,0.030083686,0.3441236,0.11090271472930908,0.45794076919555665,0.3470380544662476
92,-0.03664893,0.088948816,"('unwavering', 'wavering')",0.5476048,0.59770805,-1.371525,-1.4627593,0.34595063,0.20894186,-0.07828277,-0.36192712,-0.11858025789260865,-0.18581752777099608,-0.06723726987838743
83,-0.03528981,0.13856642,"('energetic', 'lethargic')",-0.1336349,-0.022855103,-0.78670347,-0.7935468,-1.678127,-1.72228,-0.24221039,-0.1052773,-0.5751931190490722,-0.5010785579681396,0.07411456108093262
21,0.03229931,-0.04004097,"('nice', 'nasty')",0.8494778,0.76157385,0.865172,1.0441111,-0.32203788,-0.52200216,0.68946415,0.7345313,0.42287507057189944,0.3956346273422241,-0.027240443229675337
49,0.027048409,0.012399256,"('responsible', 'irresponsible')",-1.7039762,-1.7662132,-0.61115694,-0.70318985,-2.321166,-2.5906897,0.05934596,0.081379294,-0.9099809646606445,-0.993262767791748,-0.08328180313110356
18,-0.022651926,0.10127869,"('social', 'asocial')",-1.0463188,-1.0844123,-0.2036233,-0.10633722,-1.2172825,-1.5299711,0.66782385,0.76861155,-0.3644105434417725,-0.37016608715057375,-0.0057555437088012695
55,0.021027677,0.13437,"('intelligent', 'unintelligent')",-1.0912765,-0.8155772,-0.23286712,0.08165854,-0.9314114,-0.82935536,0.40546513,0.53949267,-0.36581244468688967,-0.17788227796554565,0.18793016672134402
86,0.013089865,-0.11014792,"('self-reliant', 'helpless')",2.6852,2.4633598,3.6254056,3.315715,2.5692,1.9668294,1.5097541,1.6589761,2.08052978515625,1.8589466094970704,-0.22158317565917973
87,-0.010129064,-0.15928492,"('dedicated', 'undedicated')",-0.98643315,-0.795794,-1.3853477,-1.4120058,-1.5819734,-1.6758686,0.13528958,0.14709064,-0.7657187461853028,-0.7791725635528565,-0.013453817367553689
61,-0.007919073,0.050088957,"('rational', 'irrational')",0.99947447,0.8897859,0.19487056,0.09538987,1.2257597,1.3188577,0.109073386,0.14881167,0.5042518138885498,0.5005867958068848,-0.0036650180816649724
57,0.000845775,-0.32220772,"('able', 'unable')",0.12865245,0.033186346,0.14282426,-0.0006297827,-0.5251739,-0.7584794,0.100076914,0.047406256,-0.03055490255355835,-0.20014486312866211,-0.16958996057510375
