,i_male,i_female,tuple,p_male,p_female,g_male,g_female,photonics_male,photonics_female,average_male,average_female,female-male
5,-0.9492872,-1.0291593,"('pleasant', 'repellent')",-0.6542074,-0.5933107,-0.7833272,-0.88145447,0.5943922,0.5850201,-0.44810739159584045,-0.47972607612609863,-0.03161868453025818
109,-0.91831297,-0.99487257,"('conservative', 'liberal')",-1.0405393,-0.90390027,0.42665127,0.4322971,0.7169879,0.8842103,-0.20380328595638275,-0.14556635916233063,0.058236926794052124
108,-0.91831297,-0.99487257,"('conservative', 'liberal')",-1.0405393,-0.90390027,0.42665127,0.4322971,0.7169879,0.8842103,-0.20380328595638275,-0.14556635916233063,0.058236926794052124
23,0.89777416,0.8797364,"('hospitable', 'inhospitable')",0.6688608,0.5885477,0.58990073,0.22771522,0.5223131,0.45483345,0.6697121858596802,0.5377082228660583,-0.13200396299362183
68,-0.8458083,-1.1217142,"('clever', 'inept')",-1.3676119,-1.5548111,-0.6838181,-0.93786204,-0.4620387,-0.52560836,-0.8398192524909973,-1.0349990129470825,-0.1951797604560852
19,0.83013034,1.2170768,"('funny', 'boring')",-0.10561252,0.03251195,0.28081405,0.40299016,-0.537717,-0.42527434,0.11690372228622437,0.306826114654541,0.18992239236831665
47,-0.81636715,-0.5738935,"('forgiving', 'unforgiving')",-1.2591283,-1.3767967,-0.47654572,-0.2565773,0.4853895,0.44918907,-0.5166629552841187,-0.43951961398124695,0.0771433413028717
99,0.811062,1.0717096,"('prestigious', 'insignificant')",0.38888183,0.46501678,-0.4366922,-0.75585914,-0.91343343,-0.83215153,-0.037545472383499146,-0.012821048498153687,0.02472442388534546
93,-0.78967726,-0.81220555,"('dominating', 'dominated')",-0.5366592,-0.3589308,0.08763093,0.3267231,0.0060284734,0.05955127,-0.30816924571990967,-0.19621551036834717,0.1119537353515625
44,-0.7759,-1.0018047,"('truthful', 'untruthful')",-0.27551967,-0.44468153,-0.68831867,-0.8152972,-0.36341873,-0.40999627,-0.5257893204689026,-0.6679449081420898,-0.14215558767318726
26,0.75911224,0.66955984,"('trustworthy', 'untrustworthy')",-0.4504883,-0.33665723,0.0832995,0.28664398,1.044917,1.1023659,0.3592101037502289,0.4304780960083008,0.0712679922580719
51,-0.733889,-1.0944335,"('competent', 'incompetent')",-1.4641948,-1.5604048,-0.790077,-0.65050906,0.7537237,0.6801449,-0.5586093068122864,-0.6563006639480591,-0.0976913571357727
36,-0.6722883,-0.8620402,"('tolerant', 'intolerant')",-1.1365534,-1.1307098,-0.45070884,-0.30285674,-0.96244884,-0.9488721,-0.8054998517036438,-0.8111196756362915,-0.005619823932647705
55,-0.650643,-1.0825042,"('intelligent', 'unintelligent')",-1.1782603,-1.1793861,-0.44915605,-0.41050854,-1.0982447,-0.919724,-0.8440760374069214,-0.8980307579040527,-0.05395472049713135
43,-0.650337,-0.8495605,"('genuine', 'fake')",-0.7400926,-0.8328922,-0.5802894,-0.52206904,-0.27036428,-0.2343753,-0.5602707862854004,-0.609724223613739,-0.04945343732833862
8,0.61985123,0.7330836,"('open', 'distant')",0.8786748,0.6245442,0.5069059,0.23980924,0.49857822,0.24590042,0.6260026097297668,0.4608343839645386,-0.16516822576522827
79,0.6069276,0.7144386,"('determined', 'doubtful')",-0.37321985,-0.034719646,-0.14468962,-0.007828653,0.6071837,0.5453431,0.1740504503250122,0.30430835485458374,0.13025790452957153
94,-0.60684687,-0.9014903,"('aggressive', 'submissive')",-0.96385056,-0.9263046,0.683088,0.9222765,0.2913922,0.4503991,-0.14905430376529694,-0.11377979815006256,0.035274505615234375
69,0.5855644,0.79634583,"('wise', 'foolish')",0.1734997,0.30983955,-0.18999529,-0.16425142,0.10264565,0.0981147,0.16792860627174377,0.2600121796131134,0.09208357334136963
0,-0.56670403,-0.71954507,"('sociable', 'unsociable')",-1.4852945,-1.1790493,-0.43296582,-0.04804051,0.26569033,0.46805802,-0.5548185110092163,-0.3696442246437073,0.18517428636550903
45,-0.53360265,-0.38118473,"('cooperative', 'exploitative')",-1.2490805,-1.2986422,-0.6582213,-0.6641067,-0.26812136,-0.2945515,-0.6772564649581909,-0.6596212387084961,0.017635226249694824
80,0.5206715,0.19148329,"('independent', 'dependent')",0.33131635,0.651862,0.9470507,1.0551472,0.43128532,0.5201914,0.5575809478759766,0.6046709418296814,0.047089993953704834
85,-0.47874215,-0.5369563,"('ambitious', 'unambitious')",-0.8144089,-0.9308123,-0.76410866,-0.59181577,0.5400756,0.6108119,-0.3792960047721863,-0.36219310760498047,0.01710289716720581
104,-0.47864634,-0.53290755,"('conventional', 'unconventional')",-0.4376951,-0.12198715,-0.7787729,-0.51928514,-0.773047,-0.5900071,-0.6170403361320496,-0.44104671478271484,0.17599362134933472
89,-0.47297597,-0.6439398,"('daring', 'anxious')",-0.8791313,-1.0360668,0.012247622,0.06825355,-0.18059675,-0.1536457,-0.3801141083240509,-0.44134968519210815,-0.06123557686805725
98,-0.45398974,-0.41187736,"('prestigious', 'insignificant')",0.26541317,0.06950196,-0.7676127,-1.081466,-0.053341717,-0.036031604,-0.252382755279541,-0.3649682402610779,-0.11258548498153687
84,0.4503433,0.34067002,"('self-confident', 'diffident')",0.1090844,0.21631826,0.037226193,-0.09773268,-1.1282055,-1.2228625,-0.13288789987564087,-0.1909017115831375,-0.05801381170749664
106,-0.45030355,-0.4865595,"('conventional', 'unconventional')",-0.04380043,0.42382967,0.063323975,0.19932827,-0.48062298,-0.43336472,-0.22785073518753052,-0.07419157028198242,0.1536591649055481
32,-0.4449282,0.26163232,"('benevolent', 'hardhearted')",-0.89279777,-0.67928255,-1.2758682,-0.8172261,-1.7915947,-1.6779115,-1.10129714012146,-0.7281969785690308,0.3731001615524292
18,-0.38222608,-0.21386331,"('social', 'asocial')",-0.974015,-0.92073596,-0.5694622,-0.2863091,0.055278957,0.06090157,-0.4676060676574707,-0.3400017023086548,0.12760436534881592
54,0.3664592,0.19198743,"('smart', 'stupid')",0.18850835,-0.028509349,1.0069065,0.87613374,-0.23866111,-0.45459417,0.3308032155036926,0.14625442028045654,-0.18454879522323608
92,0.36417866,0.34904432,"('unwavering', 'wavering')",0.5831268,0.45532566,-0.2692914,-0.54120123,0.26809347,0.26245624,0.23652687668800354,0.1314062476158142,-0.10512062907218933
96,0.33488357,0.6100016,"('powerful', 'powerless')",-0.34793395,-0.13013144,-0.05460918,0.25577012,-0.3177479,-0.2234448,-0.09635186195373535,0.1280488669872284,0.22440072894096375
67,-0.32843193,-0.18737577,"('discriminating', 'undiscriminating')",-1.050725,-0.9073117,-0.5590217,-0.34177774,-1.1921079,-1.2028753,-0.7825716733932495,-0.6598351001739502,0.12273657321929932
57,-0.31777722,-0.52699757,"('able', 'unable')",-0.78377,-0.76918244,-0.048870474,-0.2667297,-0.5563439,-0.600752,-0.42669039964675903,-0.5409154295921326,-0.11422502994537354
105,-0.3009155,-0.32021868,"('conventional', 'modern')",-0.86433387,-0.9021056,-1.0484657,-1.1090662,-0.5003185,-0.45316064,-0.6785084009170532,-0.6961377859115601,-0.017629384994506836
31,-0.29873058,-0.04515344,"('altruistic', 'egoistic')",-0.28667152,-0.039703906,-0.8779713,-0.94406784,-1.064575,-1.0174363,-0.6319870948791504,-0.5115903615951538,0.12039673328399658
4,-0.29218847,-0.24658515,"('likable', 'unlikable')",-0.48184362,-0.55847555,-0.19265181,-0.26078475,-0.8080963,-0.7797362,-0.443695068359375,-0.4613954424858093,-0.017700374126434326
39,0.25568902,0.33411488,"('right', 'wrong')",0.4293997,0.59903073,0.2633528,0.30596524,-0.17697597,-0.20053905,0.19286639988422394,0.25964295864105225,0.06677655875682831
91,-0.25539336,-0.5038658,"('resilient', 'nonresilient')",0.23004997,0.23952138,0.8023002,0.47213113,0.4699328,0.36425686,0.31172239780426025,0.14301089942455292,-0.16871149837970734
103,0.20737946,-0.035856083,"('traditional', 'modern')",0.03638178,0.11780913,0.07262145,-0.001307983,0.6294284,0.88164145,0.23645277321338654,0.24057163298130035,0.004118859767913818
76,0.1993677,-0.102389686,"('secure', 'insecure')",-0.54912996,-0.60316706,-0.32127264,-0.0251351,0.34347558,0.49022874,-0.08188983798027039,-0.06011577695608139,0.021774061024188995
110,0.18613526,0.31578788,"('narrow-minded', 'open-minded')",0.2929268,0.11564246,-0.19529924,-0.046885252,-0.15239534,-0.19048573,0.032841868698596954,0.04851483926177025,0.015672970563173294
59,0.18395713,0.16761239,"('skillful', 'clumsy')",-0.053021178,0.029791191,0.23235947,0.16496716,-0.5348885,-0.37629944,-0.0428982675075531,-0.0034821778535842896,0.03941608965396881
10,0.16899139,0.57041794,"('affectionate', 'unaffectionate')",-0.55547285,-0.7052918,-0.69088143,-0.6851759,-0.59086907,-0.51021004,-0.41705799102783203,-0.33256494998931885,0.08449304103851318
97,-0.15996289,-0.15289956,"('superior', 'inferior')",-0.32659447,-0.14691314,-1.2306579,-1.1117764,-0.38786542,-0.33933675,-0.5262701511383057,-0.43773144483566284,0.08853870630264282
107,-0.1317446,-0.31373274,"('conventional', 'modern')",-0.7453506,-0.9837606,-0.47005758,-0.5415595,0.97792107,1.0730398,-0.0923079401254654,-0.19150328636169434,-0.09919534623622894
17,-0.119240284,0.117157996,"('social', 'antisocial')",-0.65277016,-0.428393,0.4961484,0.8508994,0.20647614,0.35068545,-0.017346475273370743,0.2225874662399292,0.23993394151329994
62,-0.06868421,-0.026515506,"('creative', 'uncreative')",-0.34790382,-0.3764886,-0.47754455,-0.605693,-0.85394096,-0.7626543,-0.43701839447021484,-0.44283783435821533,-0.005819439888000488
102,-0.068315625,-0.016943753,"('eminent', 'low')",-0.5711966,-0.30470824,-0.24287286,-0.23328225,-1.1545314,-1.01515,-0.5092291235923767,-0.39252105355262756,0.11670807003974915
20,0.03526774,-0.24320847,"('popular', 'unpopular')",0.3619222,0.54051626,-0.01925455,-0.2621597,-0.35607302,-0.21997398,0.005465596914291382,-0.04620647430419922,-0.0516720712184906
90,-0.011736512,-0.61296624,"('motivated', 'unmotivated')",0.1899328,-0.045626268,0.40488464,0.061765492,0.5378375,0.49859232,0.2802295982837677,-0.02455867826938629,-0.304788276553154
16,0.010334015,0.124126315,"('social', 'antisocial')",-1.0075017,-0.8777473,0.29026398,0.5817776,0.38001546,0.47404703,-0.08172205835580826,0.07555090636014938,0.15727296471595764
15,-0.0035973862,-0.26798725,"('polite', 'impolite')",-0.7541714,-0.53201336,0.76075125,0.943059,0.91701096,0.9489476,0.2299983650445938,0.273001492023468,0.04300312697887421
