,raytheon_male,raytheon_female,tuple,average_male,average_female,female-male
63,-0.92862403,-1.0466434,"('capable', 'incapable')",-0.9286240339279175,-1.0466433763504028,-0.11801934242248535
77,-0.9152683,-0.9580443,"('active', 'inactive')",-0.9152683019638062,-0.9580442905426025,-0.04277598857879639
68,-0.8747067,-0.73035854,"('clever', 'inept')",-0.8747066855430603,-0.7303585410118103,0.14434814453125
4,-0.8593359,-1.0225945,"('likable', 'unlikable')",-0.8593358993530273,-1.0225944519042969,-0.16325855255126953
23,-0.85547507,-1.0475295,"('hospitable', 'inhospitable')",-0.8554750680923462,-1.0475294589996338,-0.1920543909072876
101,-0.84925485,-0.7411263,"('successful', 'unsuccessful')",-0.849254846572876,-0.741126298904419,0.10812854766845703
3,0.826118,0.8693675,"('likable', 'unlikable')",0.826117992401123,0.8693674802780151,0.04324948787689209
103,0.82511944,1.0108768,"('traditional', 'modern')",0.8251194357872009,1.0108767747879028,0.1857573390007019
9,0.80017215,0.88068044,"('sensitive', 'insensitive')",0.8001721501350403,0.8806804418563843,0.080508291721344
67,-0.7961415,-0.5822159,"('discriminating', 'undiscriminating')",-0.796141505241394,-0.5822159051895142,0.21392560005187988
88,-0.79554296,-0.8470621,"('impulsive', 'meek')",-0.7955429553985596,-0.8470621109008789,-0.051519155502319336
79,0.7842193,0.64091504,"('determined', 'doubtful')",0.7842193245887756,0.640915036201477,-0.14330428838729858
74,0.7835722,0.8694098,"('insightful', 'unperceptive')",0.7835721969604492,0.8694097995758057,0.08583760261535645
14,0.7535262,0.7554648,"('supportive', 'unsupportive')",0.7535262107849121,0.7554647922515869,0.0019385814666748047
13,0.75174755,0.8369386,"('helpful', 'unhelpful')",0.7517475485801697,0.8369386196136475,0.08519107103347778
50,0.74675834,0.5344994,"('unprejudiced', 'prejudiced')",0.7467583417892456,0.5344994068145752,-0.2122589349746704
30,0.70349264,0.83907557,"('honest', 'dishonest')",0.7034926414489746,0.8390755653381348,0.13558292388916016
40,-0.7027883,-0.8975217,"('honorable', 'mean')",-0.7027882933616638,-0.8975216746330261,-0.1947333812713623
102,-0.6914876,-0.68940526,"('eminent', 'low')",-0.6914876103401184,-0.6894052624702454,0.002082347869873047
80,0.6845546,0.5794318,"('independent', 'dependent')",0.6845545768737793,0.5794317722320557,-0.10512280464172363
28,0.6518719,0.7359647,"('honest', 'dishonest')",0.651871919631958,0.7359647154808044,0.08409279584884644
35,0.61368597,0.61922115,"('fair', 'unfair')",0.6136859655380249,0.6192211508750916,0.00553518533706665
91,-0.6041063,-0.5334844,"('resilient', 'nonresilient')",-0.6041063070297241,-0.5334843993186951,0.07062190771102905
19,-0.58493817,-0.5136114,"('funny', 'boring')",-0.5849381685256958,-0.513611376285553,0.07132679224014282
105,-0.5265873,-0.37801695,"('conventional', 'modern')",-0.5265873074531555,-0.37801694869995117,0.14857035875320435
85,0.51555645,0.54974693,"('ambitious', 'unambitious')",0.5155564546585083,0.5497469305992126,0.034190475940704346
70,0.5088643,0.42856336,"('wise', 'unwise')",0.5088642835617065,0.42856335639953613,-0.08030092716217041
58,0.5012623,0.68289065,"('able', 'clumsy')",0.5012623071670532,0.6828906536102295,0.18162834644317627
90,0.47060943,0.33477658,"('motivated', 'unmotivated')",0.4706094264984131,0.3347765803337097,-0.13583284616470337
100,0.47018254,0.74652255,"('influential', 'uninfluential')",0.47018253803253174,0.7465225458145142,0.2763400077819824
106,-0.45192015,-0.27786624,"('conventional', 'unconventional')",-0.45192015171051025,-0.2778662443161011,0.17405390739440918
59,-0.45070994,-0.56374896,"('skillful', 'clumsy')",-0.4507099390029907,-0.5637489557266235,-0.11303901672363281
53,-0.42719877,-0.4808917,"('smart', 'stupid')",-0.42719876766204834,-0.48089170455932617,-0.05369293689727783
46,0.41347888,0.4727609,"('generous', 'stingy')",0.41347888112068176,0.4727608859539032,0.059282004833221436
57,-0.3983972,-0.42630932,"('able', 'unable')",-0.39839720726013184,-0.4263093173503876,-0.027912110090255737
22,0.39161044,0.19528194,"('welcoming', 'disagreeable')",0.39161044359207153,0.19528193771839142,-0.19632850587368011
55,0.37994295,0.45491385,"('intelligent', 'unintelligent')",0.37994295358657837,0.454913854598999,0.07497090101242065
78,0.34641865,0.13351685,"('active', 'inactive')",0.3464186489582062,0.1335168480873108,-0.21290180087089539
44,0.30343044,0.38417718,"('truthful', 'untruthful')",0.303430438041687,0.38417717814445496,0.08074674010276794
72,-0.29393476,-0.20269349,"('logical', 'illogical')",-0.29393476247787476,-0.20269349217414856,0.0912412703037262
87,0.29142487,0.39172482,"('dedicated', 'undedicated')",0.29142487049102783,0.3917248249053955,0.10029995441436768
27,-0.27803606,-0.13638657,"('sincere', 'insincere')",-0.27803605794906616,-0.13638657331466675,0.14164948463439941
45,0.26642597,0.24714601,"('cooperative', 'exploitative')",0.2664259672164917,0.24714601039886475,-0.019279956817626953
21,0.24957272,0.15705356,"('nice', 'nasty')",0.2495727241039276,0.15705356001853943,-0.09251916408538818
33,-0.22877163,-0.17105901,"('softhearted', 'hardhearted')",-0.2287716269493103,-0.1710590124130249,0.0577126145362854
97,-0.19775616,-0.18379512,"('superior', 'inferior')",-0.19775615632534027,-0.18379512429237366,0.013961032032966614
43,0.18378252,0.05471155,"('genuine', 'fake')",0.18378251791000366,0.05471155047416687,-0.1290709674358368
56,0.17954805,0.18154013,"('intelligent', 'dumb')",0.17954805493354797,0.1815401315689087,0.0019920766353607178
38,-0.15269208,-0.1266147,"('kind', 'unkind')",-0.15269207954406738,-0.12661470472812653,0.026077374815940857
96,-0.14502776,-0.22521874,"('powerful', 'powerless')",-0.145027756690979,-0.2252187430858612,-0.0801909863948822
54,-0.12972507,-0.31577402,"('smart', 'stupid')",-0.12972506880760193,-0.31577402353286743,-0.1860489547252655
86,-0.122249484,-0.218377,"('self-reliant', 'helpless')",-0.12224948406219482,-0.2183769941329956,-0.09612751007080078
29,-0.1145795,-0.10888636,"('honest', 'immoral')",-0.11457949876785278,-0.10888636112213135,0.0056931376457214355
24,-0.10251188,-0.13067934,"('thoughtful', 'rough')",-0.10251188278198242,-0.13067933917045593,-0.02816745638847351
110,-0.047376245,0.0019992888,"('narrow-minded', 'open-minded')",-0.04737624526023865,0.00199928879737854,0.04937553405761719
34,-0.04074332,0.2313234,"('loyal', 'disloyal')",-0.04074332118034363,0.23132340610027313,0.27206672728061676
6,-0.01657921,0.16593105,"('liked', 'disliked')",-0.01657921075820923,0.16593104600906372,0.18251025676727295
