,travel_male,travel_female,tuple,&_male,&_female,leisure_male,leisure_female,average_male,average_female,female-male
36,-1.1329951,-1.0218588,"('tolerant', 'intolerant')",-0.61836326,-0.68739563,-1.5198607,-1.6423755,-1.0904064178466797,-1.1172099908192952,-0.026803572972615486
73,-1.1094494,-1.1865398,"('brilliant', 'incompetent')",0.13757253,-0.0800339,-1.0932145,-1.3427467,-0.688363790512085,-0.8697734673817953,-0.18140967686971032
48,1.0977185,0.6676861,"('reliable', 'unreliable')",1.5736834,1.3709737,1.8935101,1.4411966,1.5216372807820637,1.159952163696289,-0.36168511708577467
18,-1.0861821,-0.94921637,"('social', 'asocial')",-0.2036233,-0.10633722,-1.2539567,-1.3083838,-0.8479207356770834,-0.7879791259765625,0.05994160970052087
83,-1.061308,-1.0054613,"('energetic', 'lethargic')",-0.78670347,-0.7935468,-0.6822823,-0.8037431,-0.843431313832601,-0.8675837516784668,-0.02415243784586585
9,-1.0382895,-1.0190222,"('sensitive', 'insensitive')",-0.51400375,-0.43757707,-1.4112339,-1.3400184,-0.9878424008687338,-0.9322058359781901,0.055636564890543694
20,-1.0375717,-1.1707265,"('popular', 'unpopular')",-0.035845406,-0.20082489,-1.4126668,-1.3697209,-0.8286946614583334,-0.9137574831644694,-0.085062821706136
68,-1.006789,-1.2057495,"('clever', 'inept')",-1.4675927,-1.5158814,-1.621445,-1.7241799,-1.365275541941325,-1.4819369316101074,-0.11666138966878248
12,-1.0061312,-0.92999846,"('sympathetic', 'unsympathetic')",-0.79287094,-0.35618746,-1.1441827,-0.9489157,-0.9810616175333658,-0.7450338999430338,0.23602771759033203
51,-1.0017892,-0.78075284,"('competent', 'incompetent')",-0.48839974,-0.38361037,-2.2348657,-2.1818526,-1.241684913635254,-1.1154052416483562,0.1262796719868977
81,0.96504724,0.75267047,"('industrious', 'lazy')",1.1508373,0.8324736,1.7572082,1.6507804,1.2910308837890625,1.0786414941151936,-0.2123893896738689
105,-0.95818233,-0.9265641,"('conventional', 'modern')",-1.011471,-1.0496438,-1.3658292,-1.1428905,-1.1118275324503581,-1.03969939549764,0.07212813695271825
109,0.93487346,0.97970814,"('conservative', 'liberal')",1.8477361,2.2259586,1.2206382,1.0783861,1.3344159126281738,1.4280176162719727,0.09360170364379883
108,0.93487346,0.97970814,"('conservative', 'liberal')",1.8477361,2.2259586,1.2206382,1.0783861,1.3344159126281738,1.4280176162719727,0.09360170364379883
100,-0.9138471,-0.5485887,"('influential', 'uninfluential')",-0.7749443,-0.5667411,-0.6100508,-0.4735266,-0.766280730565389,-0.5296187798182169,0.2366619507471721
54,0.8605875,0.71404886,"('smart', 'stupid')",1.0975463,1.0455928,0.603645,0.56543285,0.8539262612660726,0.7750248114267985,-0.07890144983927416
0,-0.8600882,-0.56766975,"('sociable', 'unsociable')",-0.19430423,0.21850747,-1.4910252,-1.2926828,-0.8484725952148438,-0.5472816626230875,0.3011909325917562
42,0.8491066,0.78689456,"('amicable', 'hostile')",0.81864345,0.653674,0.33285755,0.6395355,0.6668692429860433,0.6933680375417074,0.026498794555664062
98,-0.8481233,-1.0219702,"('prestigious', 'insignificant')",-1.0710076,-1.416075,0.33681986,0.32004824,-0.5274370114008585,-0.7059988975524902,-0.1785618861516317
17,-0.7491195,-0.5285622,"('social', 'antisocial')",0.33156028,0.40966216,-0.34123802,-0.15531242,-0.25293242931365967,-0.09140414992968242,0.16152827938397724
99,-0.73231924,-0.7853019,"('prestigious', 'insignificant')",-0.7048128,-1.1830682,0.10494475,0.2501459,-0.4440624713897705,-0.5727413892745972,-0.12867891788482666
90,0.7187482,0.38320202,"('motivated', 'unmotivated')",0.6029837,0.55173934,1.2962091,0.874956,0.8726469675699869,0.6032991409301758,-0.26934782663981116
4,-0.7157025,-0.843915,"('likable', 'unlikable')",-0.74760413,-1.01613,-0.5514356,-0.6290115,-0.6715807914733887,-0.8296855290730795,-0.1581047375996908
16,-0.70649016,-0.6130475,"('social', 'antisocial')",0.2795266,0.46477503,-0.7823106,-0.80691165,-0.40309139092763263,-0.3183947006861369,0.08469669024149573
64,-0.68350166,-0.57421803,"('clever', 'incompetent')",-0.2842232,-0.120973915,-1.2992842,-1.3660017,-0.7556696732838949,-0.6870645682017008,0.06860510508219408
80,0.6808426,0.76928097,"('independent', 'dependent')",0.06652625,0.013384938,0.1864485,-0.12028083,0.31127244234085083,0.22079503536224365,-0.09047740697860718
24,-0.67473286,-0.78317964,"('thoughtful', 'rough')",-0.23848522,-0.14970952,-1.2281302,-1.1249384,-0.713782787322998,-0.6859424908955892,0.027840296427408817
14,-0.67043257,-0.85314924,"('supportive', 'unsupportive')",0.8450122,0.7476977,-0.1367729,-0.4754142,0.012602239847183228,-0.19362191359202066,-0.2062241534392039
58,-0.645506,-0.37609816,"('able', 'clumsy')",-1.5622277,-1.5301608,-1.8500049,-1.2618446,-1.3525794347127278,-1.0560345649719238,0.29654486974080396
66,0.6430011,0.61263585,"('imaginative', 'unimaginative')",1.7984312,1.9160259,1.1669737,0.99883044,1.202802022298177,1.1758306821187336,-0.02697134017944336
39,-0.62558573,-0.63636106,"('right', 'wrong')",0.75070196,0.51270443,-0.3111712,-0.28012985,-0.06201832493146261,-0.1345954934755961,-0.07257716854413349
85,-0.6231613,-0.58177656,"('ambitious', 'unambitious')",0.2667089,0.29304048,-0.38928354,-0.35387048,-0.2485786477724711,-0.21420218547185263,0.03437646230061847
3,0.6008513,0.4545976,"('likable', 'unlikable')",0.5202945,0.25173515,0.87680346,0.54816496,0.6659830411275228,0.418165922164917,-0.24781711896260583
71,-0.58098185,-0.5910866,"('efficient', 'inefficient')",-0.68018186,-0.549804,-0.24483865,-0.80685675,-0.5020008087158203,-0.6492491165796915,-0.14724830786387122
91,-0.5646895,-0.87183404,"('resilient', 'nonresilient')",0.63446367,0.73370516,0.3658691,0.26324302,0.1452144185702006,0.04170471429824829,-0.1035097042719523
107,0.542518,0.5785217,"('conventional', 'modern')",0.44311655,0.51828825,-0.18087375,-0.11668104,0.2682536045710246,0.3267096479733785,0.058456043402353886
102,-0.54223835,-0.45841166,"('eminent', 'low')",-0.29299122,-0.49591234,0.0040878057,0.11497861,-0.2770472566286723,-0.27978179852167767,-0.002734541893005371
23,0.5341452,0.43603778,"('hospitable', 'inhospitable')",-0.26044792,-0.5826237,-0.23196581,-0.34540686,0.01391048232714335,-0.16399760047594705,-0.1779080828030904
47,-0.52773565,-0.26162493,"('forgiving', 'unforgiving')",-0.74930066,-0.5109968,-1.1498682,-0.7865411,-0.8089682261149088,-0.5197209517161051,0.2892472743988037
52,-0.50889146,-0.43733618,"('competitive', 'uncompetitive')",-0.019819617,0.035560608,-0.8090124,-0.81534046,-0.4459078311920166,-0.4057053327560425,0.04020249843597412
72,-0.50828046,-0.48061627,"('logical', 'illogical')",-2.088004,-1.9749874,-1.3547411,-1.2269917,-1.3170085748036702,-1.2275317509969075,0.0894768238067627
69,-0.48116577,-0.35129026,"('wise', 'foolish')",-0.6729833,-0.9875402,-0.100868136,0.06714803,-0.4183390537897746,-0.42389416694641113,-0.0055551131566365375
63,-0.44819856,-0.44613254,"('capable', 'incapable')",-0.80940247,-1.0181079,-0.6570356,-0.34168696,-0.6382122039794922,-0.6019757986068726,0.03623640537261963
55,-0.44779506,-0.3110802,"('intelligent', 'unintelligent')",-0.23286712,0.08165854,-0.80874217,-0.7223413,-0.4964681069056193,-0.31725430488586426,0.17921380201975506
57,0.43175298,0.21502474,"('able', 'unable')",0.14282426,-0.0006297827,-0.92101926,-1.0813311,-0.11548068126042683,-0.28897873560587567,-0.17349805434544885
110,0.40917802,0.38125682,"('narrow-minded', 'open-minded')",0.9423672,0.7834036,0.3292485,0.59732425,0.5602645874023438,0.5873282353083292,0.027063647905985477
25,-0.40031403,-0.45769343,"('moral', 'immoral')",-0.5495923,-0.42972127,-0.3733668,-0.44881737,-0.44109106063842773,-0.44541068871816,-0.004319628079732241
56,0.3741886,0.37662792,"('intelligent', 'dumb')",0.74053323,0.7549103,0.83884174,0.7896909,0.6511878172556559,0.6404097080230713,-0.010778109232584598
79,0.36654025,0.3207122,"('determined', 'doubtful')",0.8897472,0.8180775,-0.4302435,-0.5766053,0.2753479878107707,0.1873947779337565,-0.08795320987701419
76,0.343126,0.42359558,"('secure', 'insecure')",-0.3842275,0.030869126,-0.03646201,-0.0077964067,-0.02585450808207194,0.14888943235079447,0.1747439404328664
8,0.3158279,-0.014885172,"('open', 'distant')",-1.4330556,-1.7748258,0.3904906,0.24342935,-0.24224573373794556,-0.5154272317886353,-0.2731814980506897
106,0.30747363,0.30861986,"('conventional', 'unconventional')",1.2993984,1.4505728,-0.68075407,-0.45810574,0.30870600541432697,0.43369563420613605,0.12498962879180908
31,-0.26672024,-0.4876061,"('altruistic', 'egoistic')",-0.6022098,-0.7353118,0.04030025,0.30565706,-0.2762099305788676,-0.3057536284128825,-0.029543697834014893
43,-0.24450386,-0.10955912,"('genuine', 'fake')",0.49274534,0.51856124,-1.2431406,-0.9836994,-0.3316330313682556,-0.19156575202941895,0.14006727933883667
93,-0.23559894,-0.031843476,"('dominating', 'dominated')",1.3259864,1.607507,0.12320709,0.31344378,0.4045315186182658,0.6297024488449097,0.22517093022664386
60,-0.22343615,0.15354271,"('educated', 'uneducated')",-1.7056144,-1.5260056,-0.5181203,-0.35966325,-0.8157235781351725,-0.5773753722508749,0.23834820588429761
94,0.22140753,0.36597982,"('aggressive', 'submissive')",0.45391607,0.68634987,0.5941675,0.4616188,0.4231636921564738,0.5046494801839193,0.0814857880274455
35,0.21615821,0.21417317,"('fair', 'unfair')",0.016712442,-0.0033596903,-0.07719433,-0.16721028,0.05189210673173269,0.014534398913383484,-0.037357707818349205
15,0.2081347,0.4075727,"('polite', 'impolite')",0.7157667,0.84402835,-0.012945145,0.17542295,0.3036520878473918,0.4756746292114258,0.172022541364034
89,-0.19852123,-0.4147056,"('daring', 'anxious')",-0.92452294,-0.85655177,-0.10650748,-0.110670246,-0.4098505179087321,-0.4606425364812215,-0.050792018572489384
82,0.19330299,0.045598224,"('industrious', 'meek')",0.93378353,0.7895844,0.80912316,0.8672686,0.6454032262166342,0.5674837430318197,-0.07791948318481445
2,-0.18967324,0.042131245,"('friendly', 'unfriendly')",0.10653454,0.399545,-0.3158576,-0.06749627,-0.1329987645149231,0.12472666303316753,0.25772542754809064
21,0.1840511,-0.017209113,"('nice', 'nasty')",0.865172,1.0441111,-0.011198223,-0.35891253,0.34600830078125,0.222663144270579,-0.12334515651067099
5,-0.18073505,-0.3916685,"('pleasant', 'repellent')",0.30515563,0.32166058,0.2674677,0.08425559,0.130629430214564,0.004749223589897156,-0.12588020662466684
97,-0.17302585,-0.19506055,"('superior', 'inferior')",-0.8253244,-0.8584398,-0.90955555,-1.045379,-0.6359686056772867,-0.6996264457702637,-0.06365784009297693
19,0.1429038,0.14322609,"('funny', 'boring')",0.20886248,0.038226932,-0.3932426,-0.37633336,-0.013825436433156332,-0.064960112174352,-0.05113467574119567
88,0.12575135,0.024537385,"('impulsive', 'meek')",1.1357977,0.689323,0.8923014,0.73079365,0.717950185139974,0.4815513292948405,-0.23639885584513348
33,-0.11945969,0.042149305,"('softhearted', 'hardhearted')",-0.60674417,-0.23359776,-1.5610206,-1.1254911,-0.762408177057902,-0.4389798641204834,0.3234283129374186
77,-0.08897911,-0.17358853,"('active', 'inactive')",-0.078360364,-0.27548856,0.3495939,0.5234189,0.06075147787729899,0.02478061119715373,-0.035970866680145264
7,0.08515254,-0.32277822,"('outgoing', 'distant')",-0.88669884,-1.2293333,0.80239856,0.33129814,0.0002840757369995117,-0.40693779786427814,-0.40722187360127765
96,-0.08250219,-0.07115263,"('powerful', 'powerless')",1.6995502,1.6951721,-0.0024947673,-0.027733892,0.538184404373169,0.5320951541264852,-0.0060892502466837195
70,0.06336203,0.11472857,"('wise', 'unwise')",-0.22921562,-0.1455794,-0.26183975,-0.34040284,-0.14256444573402405,-0.12375122308731079,0.018813222646713257
92,-0.049882315,-0.27925873,"('unwavering', 'wavering')",-1.371525,-1.4627593,-0.13414374,-0.15759243,-0.518517017364502,-0.6332034667332967,-0.1146864493687948
59,0.047460392,0.013847113,"('skillful', 'clumsy')",0.059923977,-0.009785771,-0.3173651,-0.03497103,-0.06999358038107555,-0.010303229093551636,0.05969035128752391
104,-0.044315204,0.15453532,"('conventional', 'unconventional')",-0.45263612,-0.33058608,-0.64767337,-0.042430997,-0.38154157002766925,-0.07282724976539612,0.30871432026227313
45,-0.04051864,0.075997226,"('cooperative', 'exploitative')",0.0488908,-0.1737825,-0.31400257,-0.35760012,-0.1018768052260081,-0.15179512898127237,-0.04991832375526427
26,0.0049443245,0.21675402,"('trustworthy', 'untrustworthy')",-0.35686257,-0.40186012,0.20895162,0.20946813,-0.04765554269154867,0.008120675881703695,0.055776218573252365
