,american_male,american_female,tuple,capital_male,capital_female,average_male,average_female,female-male
63,-0.84916353,-1.0904806,"('capable', 'incapable')",-1.3101108,-1.492449,-1.0796371698379517,-1.2914648056030273,-0.21182763576507568
58,-0.7962184,-0.60889924,"('able', 'clumsy')",-2.4081945,-1.735852,-1.6022064685821533,-1.1723756790161133,0.42983078956604004
35,0.7951147,0.8794917,"('fair', 'unfair')",0.21865505,0.16377407,0.5068848729133606,0.5216329097747803,0.014748036861419678
0,0.7523543,1.0161762,"('sociable', 'unsociable')",-1.1653547,-0.5635474,-0.20650020241737366,0.22631442546844482,0.4328146278858185
79,0.7493828,0.74181044,"('determined', 'doubtful')",-0.042599767,0.15242013,0.35339152812957764,0.44711530208587646,0.09372377395629883
84,-0.74656564,-0.9726409,"('self-confident', 'diffident')",-0.69543254,-0.5382931,-0.7209991216659546,-0.7554669976234436,-0.034467875957489014
52,0.72068316,0.9990907,"('competitive', 'uncompetitive')",-1.2508563,-0.61412567,-0.2650865614414215,0.19248250126838684,0.45756906270980835
14,0.7183439,0.72492,"('supportive', 'unsupportive')",-0.075275764,-0.15186769,0.32153406739234924,0.2865261435508728,-0.03500792384147644
90,0.6917201,0.70028526,"('motivated', 'unmotivated')",0.52380294,0.2859214,0.6077615022659302,0.4931033253669739,-0.1146581768989563
26,0.6869412,0.91323054,"('trustworthy', 'untrustworthy')",-0.55173635,0.010003604,0.06760242581367493,0.4616170823574066,0.3940146565437317
20,0.67731255,0.49856648,"('popular', 'unpopular')",-1.1090486,-0.4275057,-0.2158680260181427,0.03553038835525513,0.2513984143733978
67,-0.6623893,-0.6333669,"('discriminating', 'undiscriminating')",-0.65263283,-0.57513005,-0.6575110554695129,-0.6042484641075134,0.05326259136199951
68,-0.66051096,-0.99293125,"('clever', 'inept')",-1.436481,-1.7530749,-1.0484960079193115,-1.3730030059814453,-0.3245069980621338
74,-0.6580763,-0.5082096,"('insightful', 'unperceptive')",-2.0341296,-1.9785826,-1.3461029529571533,-1.2433960437774658,0.1027069091796875
37,0.63822806,0.25493068,"('good', 'evil')",1.6702753,1.33232,1.1542516946792603,0.7936253547668457,-0.36062633991241455
100,-0.61397076,-0.38942665,"('influential', 'uninfluential')",-1.4415538,-0.8741161,-1.0277622938156128,-0.6317713856697083,0.39599090814590454
17,0.60698164,0.85663664,"('social', 'antisocial')",-0.31519842,0.020173877,0.14589160680770874,0.43840527534484863,0.2925136685371399
103,0.60374653,0.7121521,"('traditional', 'modern')",0.37601575,0.6892305,0.48988115787506104,0.7006913423538208,0.21081018447875977
43,0.6030249,0.62616533,"('genuine', 'fake')",-0.34932995,-0.28057516,0.12684747576713562,0.17279508709907532,0.0459476113319397
42,0.5981049,0.24104035,"('amicable', 'hostile')",0.88872147,1.360347,0.7434132099151611,0.800693690776825,0.05728048086166382
109,0.56688213,0.9412311,"('conservative', 'liberal')",0.20835596,0.04546827,0.3876190483570099,0.49334967136383057,0.10573062300682068
108,0.56688213,0.9412311,"('conservative', 'liberal')",0.20835596,0.04546827,0.3876190483570099,0.49334967136383057,0.10573062300682068
88,0.5658872,0.36432815,"('impulsive', 'meek')",1.4079599,1.4342715,0.9869235754013062,0.8992998003959656,-0.08762377500534058
83,0.55825686,0.70206976,"('energetic', 'lethargic')",-1.1367972,-0.97202796,-0.28927016258239746,-0.13497909903526306,0.1542910635471344
36,-0.55515605,-0.3832142,"('tolerant', 'intolerant')",-0.67235327,-0.8281101,-0.6137546300888062,-0.6056621670722961,0.00809246301651001
51,0.553535,0.66019297,"('competent', 'incompetent')",-0.95543516,-0.5153909,-0.20095008611679077,0.07240104675292969,0.27335113286972046
70,0.55314064,0.4784389,"('wise', 'unwise')",0.77297175,0.9481857,0.6630561947822571,0.7133122682571411,0.05025607347488403
87,-0.5474919,-0.4337973,"('dedicated', 'undedicated')",-1.7230549,-1.8405019,-1.1352734565734863,-1.1371495723724365,-0.0018761157989501953
72,-0.54728395,-0.39952892,"('logical', 'illogical')",-0.9668442,-1.0160599,-0.7570641040802002,-0.7077944278717041,0.049269676208496094
110,0.5325699,0.48872197,"('narrow-minded', 'open-minded')",0.29071313,0.43195248,0.41164150834083557,0.46033722162246704,0.04869571328163147
41,0.52731943,0.2553727,"('incorrupt', 'corrupt')",1.734723,1.4692371,1.13102126121521,0.8623049259185791,-0.26871633529663086
59,0.5178311,0.5419079,"('skillful', 'clumsy')",-0.46023265,0.15581827,0.02879922091960907,0.3488630950450897,0.32006387412548065
5,0.51579905,0.6461543,"('pleasant', 'repellent')",-0.95958453,-0.7409873,-0.22189274430274963,-0.047416508197784424,0.1744762361049652
65,-0.5117688,-0.3787496,"('practical', 'impractical')",-1.3690033,-1.6150384,-0.9403860569000244,-0.9968940019607544,-0.05650794506072998
38,-0.5103563,-0.26839733,"('kind', 'unkind')",-2.6565247,-2.0643349,-1.5834405422210693,-1.1663661003112793,0.41707444190979004
97,-0.51001704,-0.4765666,"('superior', 'inferior')",-0.696532,-0.49637204,-0.6032745242118835,-0.4864693284034729,0.11680519580841064
101,-0.48043737,-0.41846982,"('successful', 'unsuccessful')",-1.510574,-1.2932227,-0.995505690574646,-0.8558462262153625,0.13965946435928345
96,-0.46742034,-0.40958154,"('powerful', 'powerless')",-0.9086262,-0.5921767,-0.6880232691764832,-0.5008791089057922,0.18714416027069092
49,-0.42020065,-0.37930745,"('responsible', 'irresponsible')",-1.4110426,-1.6849614,-0.9156216382980347,-1.0321344137191772,-0.11651277542114258
85,0.4096622,0.4455679,"('ambitious', 'unambitious')",-1.0685987,-0.92959034,-0.3294682800769806,-0.24201121926307678,0.08745706081390381
105,-0.39314848,-0.45869023,"('conventional', 'modern')",-0.56850386,-0.80007327,-0.48082616925239563,-0.6293817758560181,-0.14855560660362244
62,-0.3838717,-0.44427636,"('creative', 'uncreative')",-0.6232047,-0.9199518,-0.503538191318512,-0.6821140646934509,-0.17857587337493896
56,0.3589375,0.3517047,"('intelligent', 'dumb')",0.32092825,0.46479848,0.3399328589439392,0.4082515835762024,0.06831872463226318
39,-0.35524932,-0.45247453,"('right', 'wrong')",-0.04498285,0.32937852,-0.2001160830259323,-0.061548009514808655,0.13856807351112366
54,0.327895,0.1670277,"('smart', 'stupid')",0.44172454,0.26977694,0.3848097622394562,0.21840232610702515,-0.16640743613243103
47,-0.319494,-0.2426702,"('forgiving', 'unforgiving')",-1.3422039,-1.0855682,-0.8308489322662354,-0.6641191840171814,0.16672974824905396
71,0.3191356,0.62584436,"('efficient', 'inefficient')",-0.62831795,-1.0157148,-0.1545911729335785,-0.19493520259857178,-0.040344029664993286
18,-0.31617606,-0.14265604,"('social', 'asocial')",-0.96647525,-1.2639537,-0.6413256525993347,-0.7033048868179321,-0.06197923421859741
9,-0.3105232,-0.13991076,"('sensitive', 'insensitive')",-1.7561669,-1.5588992,-1.033345103263855,-0.8494049310684204,0.18394017219543457
76,0.2980369,0.6513301,"('secure', 'insecure')",-0.39981002,-0.14068279,-0.05088655650615692,0.2553236484527588,0.3062102049589157
8,-0.27681118,-0.7798516,"('open', 'distant')",1.4693645,0.42817712,0.5962766408920288,-0.17583724856376648,-0.7721138894557953
12,-0.2762956,-0.06766653,"('sympathetic', 'unsympathetic')",-1.8950268,-1.5189002,-1.0856611728668213,-0.7932833433151245,0.2923778295516968
81,0.26994592,-0.07709442,"('industrious', 'lazy')",2.4667315,2.029312,1.368338704109192,0.976108729839325,-0.39222997426986694
64,0.2670999,0.47025537,"('clever', 'incompetent')",-1.9541316,-1.6088006,-0.8435158729553223,-0.5692726373672485,0.27424323558807373
7,0.22268829,-0.22849806,"('outgoing', 'distant')",1.571187,0.46431598,0.8969376683235168,0.11790896207094193,-0.7790287062525749
77,0.22040385,-0.024058402,"('active', 'inactive')",0.2845139,0.47345227,0.2524588704109192,0.22469693422317505,-0.02776193618774414
23,-0.20891948,-0.47907433,"('hospitable', 'inhospitable')",0.07006472,-0.09059358,-0.06942737847566605,-0.28483396768569946,-0.21540658921003342
57,-0.1962331,-0.25588837,"('able', 'unable')",-0.30398414,-0.6141778,-0.25010859966278076,-0.43503308296203613,-0.18492448329925537
10,-0.18504524,-0.29475683,"('affectionate', 'unaffectionate')",-1.0520331,-0.78968877,-0.6185391545295715,-0.542222797870636,0.07631635665893555
106,-0.18195622,-0.22400294,"('conventional', 'unconventional')",-0.077868044,-0.42370716,-0.1299121379852295,-0.32385504245758057,-0.19394290447235107
93,0.17834194,0.50165564,"('dominating', 'dominated')",-0.5583557,-0.4673673,-0.19000688195228577,0.01714417338371277,0.20715105533599854
82,0.16926286,-0.009499103,"('industrious', 'meek')",1.36812,1.0966773,0.7686914205551147,0.5435891151428223,-0.22510230541229248
61,0.15722631,0.036214054,"('rational', 'irrational')",1.1294111,1.2639117,0.6433187127113342,0.6500629186630249,0.006744205951690674
89,0.13463295,0.31110084,"('daring', 'anxious')",-0.30106747,-0.7796659,-0.08321726322174072,-0.23428252339363098,-0.15106526017189026
4,-0.13429305,-0.1818851,"('likable', 'unlikable')",-0.735899,-0.84081984,-0.43509602546691895,-0.5113524794578552,-0.07625645399093628
30,0.13135344,0.1729818,"('honest', 'dishonest')",-0.81826735,-0.98769635,-0.3434569537639618,-0.40735727548599243,-0.06390032172203064
2,0.12693083,0.5063859,"('friendly', 'unfriendly')",-1.2669693,-0.96631515,-0.5700192451477051,-0.22996461391448975,0.34005463123321533
19,-0.10338849,-0.08062637,"('funny', 'boring')",0.3242786,0.38702714,0.1104450523853302,0.15320038795471191,0.042755335569381714
69,0.089770466,-0.0155572,"('wise', 'foolish')",0.37105346,0.21880718,0.23041196167469025,0.1016249880194664,-0.12878697365522385
22,0.07515459,-0.065381624,"('welcoming', 'disagreeable')",0.45669332,0.7681438,0.26592394709587097,0.3513810634613037,0.08545711636543274
21,0.07099223,0.002440691,"('nice', 'nasty')",-0.24094939,-0.040719748,-0.08497858047485352,-0.019139528274536133,0.06583905220031738
73,0.07028872,0.07766551,"('brilliant', 'incompetent')",-1.1054997,-1.4993576,-0.5176055431365967,-0.7108460664749146,-0.19324052333831787
91,-0.059883535,-0.107448414,"('resilient', 'nonresilient')",-0.5277729,-0.6244348,-0.29382821917533875,-0.3659416139125824,-0.07211339473724365
80,-0.05623904,0.038742453,"('independent', 'dependent')",0.40856025,0.5930331,0.17616060376167297,0.3158877491950989,0.1397271454334259
31,0.021996766,-0.07993385,"('altruistic', 'egoistic')",-0.61629003,-0.43691993,-0.29714661836624146,-0.2584269046783447,0.03871971368789673
