,celgene_male,celgene_female,tuple,average_male,average_female,female-male
11,-0.9208716,-0.6427227,"('caring', 'unaffectionate')",-0.9208716154098511,-0.6427227258682251,0.278148889541626
34,0.8847641,1.0064906,"('loyal', 'disloyal')",0.8847640752792358,1.0064905881881714,0.12172651290893555
97,-0.8648548,-0.6792242,"('superior', 'inferior')",-0.8648548126220703,-0.6792241930961609,0.18563061952590942
100,0.83675575,1.2466508,"('influential', 'uninfluential')",0.8367557525634766,1.2466508150100708,0.40989506244659424
35,-0.8279184,-0.6197426,"('fair', 'unfair')",-0.8279184103012085,-0.6197425723075867,0.20817583799362183
58,0.8026432,0.8840417,"('able', 'clumsy')",0.8026431798934937,0.8840417265892029,0.08139854669570923
86,-0.761205,-0.81672513,"('self-reliant', 'helpless')",-0.7612050175666809,-0.8167251348495483,-0.05552011728286743
62,-0.7561262,-0.56573486,"('creative', 'uncreative')",-0.7561262249946594,-0.56573486328125,0.19039136171340942
92,-0.75365955,-0.66399205,"('unwavering', 'wavering')",-0.7536595463752747,-0.6639920473098755,0.08966749906539917
54,0.74995166,0.61968225,"('smart', 'stupid')",0.7499516606330872,0.619682252407074,-0.13026940822601318
9,0.7439448,0.9548809,"('sensitive', 'insensitive')",0.7439448237419128,0.9548808932304382,0.2109360694885254
77,-0.72934014,-0.5481155,"('active', 'inactive')",-0.729340136051178,-0.5481154918670654,0.18122464418411255
65,0.66431,0.57824814,"('practical', 'impractical')",0.6643099784851074,0.578248143196106,-0.08606183528900146
80,0.6521271,0.49647668,"('independent', 'dependent')",0.6521270871162415,0.4964766800403595,-0.15565040707588196
27,0.631801,0.63622177,"('sincere', 'insincere')",0.6318010091781616,0.6362217664718628,0.004420757293701172
93,0.6156692,0.87523794,"('dominating', 'dominated')",0.6156691908836365,0.8752379417419434,0.2595687508583069
26,0.58538043,0.8186594,"('trustworthy', 'untrustworthy')",0.5853804349899292,0.8186594247817993,0.23327898979187012
110,-0.5357785,-0.6060223,"('narrow-minded', 'open-minded')",-0.5357785224914551,-0.606022298336029,-0.07024377584457397
87,0.52675235,0.5661177,"('dedicated', 'undedicated')",0.5267523527145386,0.5661177039146423,0.03936535120010376
51,0.4940921,0.92003006,"('competent', 'incompetent')",0.49409210681915283,0.9200300574302673,0.4259379506111145
63,-0.49211645,-0.46868142,"('capable', 'incapable')",-0.49211645126342773,-0.4686814248561859,0.02343502640724182
43,-0.45585048,-0.43335024,"('genuine', 'fake')",-0.4558504819869995,-0.43335023522377014,0.02250024676322937
59,-0.4536394,-0.3454366,"('skillful', 'clumsy')",-0.4536393880844116,-0.34543660283088684,0.10820278525352478
29,0.430802,0.24917531,"('honest', 'immoral')",0.43080198764801025,0.2491753101348877,-0.18162667751312256
78,0.40346125,0.3725281,"('active', 'inactive')",0.4034612476825714,0.3725281059741974,-0.030933141708374023
101,-0.3889837,-0.5384553,"('successful', 'unsuccessful')",-0.38898369669914246,-0.5384553074836731,-0.14947161078453064
46,-0.3882852,0.04745701,"('generous', 'stingy')",-0.38828518986701965,0.0474570095539093,0.43574219942092896
106,0.38325894,0.15177827,"('conventional', 'unconventional')",0.3832589387893677,0.15177826583385468,-0.231480672955513
53,-0.36670232,-0.32074678,"('smart', 'stupid')",-0.3667023181915283,-0.3207467794418335,0.045955538749694824
95,-0.36563444,-0.777145,"('rich', 'poor')",-0.3656344413757324,-0.7771450281143188,-0.4115105867385864
33,-0.35377872,-0.19765878,"('softhearted', 'hardhearted')",-0.3537787199020386,-0.19765877723693848,0.1561199426651001
66,0.35038388,1.0926564,"('imaginative', 'unimaginative')",0.3503838777542114,1.0926563739776611,0.7422724962234497
14,0.34824422,0.6863556,"('supportive', 'unsupportive')",0.34824422001838684,0.6863555908203125,0.33811137080192566
57,0.34679088,0.17796382,"('able', 'unable')",0.3467908799648285,0.17796382308006287,-0.16882705688476562
4,-0.3362209,-0.5640018,"('likable', 'unlikable')",-0.3362208902835846,-0.5640017986297607,-0.22778090834617615
74,0.3335314,0.44052845,"('insightful', 'unperceptive')",0.3335314095020294,0.4405284523963928,0.1069970428943634
18,0.30647898,0.45285365,"('social', 'asocial')",0.30647897720336914,0.45285364985466003,0.1463746726512909
105,-0.30543813,-0.29467148,"('conventional', 'modern')",-0.3054381310939789,-0.2946714758872986,0.010766655206680298
45,0.2975356,-0.074245185,"('cooperative', 'exploitative')",0.29753559827804565,-0.07424518465995789,-0.37178078293800354
70,-0.29249436,0.02519834,"('wise', 'unwise')",-0.29249435663223267,0.02519834041595459,0.31769269704818726
102,0.28762224,0.42334762,"('eminent', 'low')",0.28762224316596985,0.4233476221561432,0.13572537899017334
23,-0.2749071,-0.30203867,"('hospitable', 'inhospitable')",-0.27490711212158203,-0.30203866958618164,-0.02713155746459961
56,-0.27163476,0.010566562,"('intelligent', 'dumb')",-0.2716347575187683,0.010566562414169312,0.2822013199329376
47,-0.23031968,0.15025455,"('forgiving', 'unforgiving')",-0.23031967878341675,0.15025454759597778,0.38057422637939453
91,0.223275,0.37581944,"('resilient', 'nonresilient')",0.22327500581741333,0.37581944465637207,0.15254443883895874
17,0.2084766,0.28080606,"('social', 'antisocial')",0.20847660303115845,0.2808060646057129,0.07232946157455444
44,-0.20197235,-0.11758414,"('truthful', 'untruthful')",-0.2019723504781723,-0.11758413910865784,0.08438821136951447
79,0.19732076,0.28489548,"('determined', 'doubtful')",0.19732075929641724,0.28489547967910767,0.08757472038269043
50,0.1951151,-0.06024441,"('unprejudiced', 'prejudiced')",0.1951151043176651,-0.06024441123008728,-0.2553595155477524
24,-0.1675604,-0.2013365,"('thoughtful', 'rough')",-0.1675603985786438,-0.20133650302886963,-0.03377610445022583
21,0.16122848,0.005721271,"('nice', 'nasty')",0.1612284779548645,0.00572127103805542,-0.15550720691680908
30,0.15562749,0.31077164,"('honest', 'dishonest')",0.15562748908996582,0.310771644115448,0.15514415502548218
55,0.15132985,0.3389901,"('intelligent', 'unintelligent')",0.15132984519004822,0.33899009227752686,0.18766024708747864
48,0.1330602,0.16648771,"('reliable', 'unreliable')",0.13306020200252533,0.1664877086877823,0.03342750668525696
85,0.118154645,0.4786712,"('ambitious', 'unambitious')",0.11815464496612549,0.47867119312286377,0.3605165481567383
28,0.10925257,0.2822132,"('honest', 'dishonest')",0.10925257205963135,0.2822132110595703,0.17296063899993896
3,-0.097559094,-0.08488612,"('likable', 'unlikable')",-0.09755909442901611,-0.08488611876964569,0.012672975659370422
38,0.07368,0.08288731,"('kind', 'unkind')",0.07367999851703644,0.08288730680942535,0.009207308292388916
40,-0.064863265,-0.25350693,"('honorable', 'mean')",-0.06486326456069946,-0.25350692868232727,-0.1886436641216278
72,-0.041585326,0.036869556,"('logical', 'illogical')",-0.041585326194763184,0.036869555711746216,0.0784548819065094
96,0.019723386,0.16643572,"('powerful', 'powerless')",0.01972338557243347,0.16643571853637695,0.14671233296394348
