,c_male,c_female,tuple,d_male,d_female,w_male,w_female,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
32,-1.934588,-1.4184825,"('benevolent', 'hardhearted')",-0.13919258,0.14534009,-0.8988822,-0.65273976,-1.3220441,-0.75526094,-0.5565795,-0.20947967,-0.9702572822570801,-0.5781245708465577,0.3921327114105224
64,-1.8047378,-1.9346783,"('clever', 'incompetent')",-1.6134658,-1.4033856,-0.6732272,-0.6358713,-1.1046457,-1.0655162,-1.4687406,-1.580534,-1.3329633712768554,-1.3239971160888673,0.008966255187988104
21,1.7513738,1.5401767,"('nice', 'nasty')",0.8819414,0.84499097,0.7209264,0.7665504,0.38468748,0.27212715,0.35453856,0.31382322,0.8186934471130372,0.7475337028503418,-0.07115974426269533
31,-1.6616162,-1.1164116,"('altruistic', 'egoistic')",-0.37595987,-0.24829358,-0.5629538,-0.54483974,-0.277474,-0.047681987,0.63122517,0.40067068,-0.4493557929992676,-0.3113112211227417,0.1380445718765259
58,-1.6440129,-1.6706612,"('able', 'clumsy')",-1.415806,-1.0778582,-1.533035,-1.3541818,-2.2373161,-1.8838849,-1.5659094,-1.5201012,-1.6792160034179688,-1.501337432861328,0.1778785705566408
3,1.5928342,1.8165653,"('likable', 'unlikable')",1.6832402,1.5597126,2.0508142,2.2011733,1.6233785,1.5548921,1.4871099,1.6269121,1.6874753952026367,1.7518510818481445,0.06437568664550786
28,-1.5845377,-1.61567,"('honest', 'dishonest')",-1.2440917,-1.2390853,-1.8112413,-1.605901,-2.0855794,-2.0146995,-1.27389,-0.99179226,-1.5998680114746093,-1.4934295654296874,0.10643844604492192
67,-1.5828335,-1.4993699,"('discriminating', 'undiscriminating')",-0.6065836,-0.4366325,-0.99362195,-0.70683587,-0.98974335,-0.78308094,0.70384866,0.7983501,-0.6937867641448975,-0.5255137920379639,0.1682729721069336
51,-1.5719814,-1.7175635,"('competent', 'incompetent')",-0.7000146,-0.78648174,-1.0940527,-0.81399643,-0.11847064,-0.098713234,0.07464939,0.2558064,-0.6819740295410156,-0.6321897029876709,0.04978432655334475
38,-1.4987268,-1.6090522,"('kind', 'unkind')",-1.5604048,-1.2151632,-1.422641,-1.1553473,-2.3757577,-1.9031388,-1.1115729,-0.71509457,-1.593820571899414,-1.3195591926574708,0.27426137924194327
11,-1.4914222,-1.7377765,"('caring', 'unaffectionate')",-1.035898,-1.1603768,-1.7233436,-1.6723983,-1.484493,-1.4917997,-0.39734697,-0.45263273,-1.2265007972717286,-1.3029969215393067,-0.07649612426757812
60,-1.4678047,-1.0394053,"('educated', 'uneducated')",-0.6825685,-0.5629465,-0.32749808,-0.021541655,-0.94098175,-0.8681323,-0.794942,-0.4889455,-0.8427590370178223,-0.5961942672729492,0.24656476974487307
63,-1.4278337,-1.1676528,"('capable', 'incapable')",-1.5174854,-1.5074782,-1.3187143,-1.2156045,-1.1376256,-1.0196587,-0.33474922,-0.53823125,-1.1472816467285156,-1.0897251129150392,0.057556533813476474
29,-1.4141594,-1.5294719,"('honest', 'immoral')",-1.3756618,-1.3072718,-1.2812566,-1.2975512,-1.8260021,-1.7521313,-1.9729593,-2.176074,-1.574007797241211,-1.6125,-0.03849220275878906
81,1.4011408,1.8787508,"('industrious', 'lazy')",1.318996,1.3203127,1.781625,1.6184652,2.0935724,2.177915,2.0022373,2.030965,1.7195142745971679,1.8052818298339843,0.08576755523681645
93,1.3527229,0.89775056,"('dominating', 'dominated')",0.016754806,0.2003873,-0.033715487,0.07316813,-0.022973418,-0.17457613,-1.2408098,-0.70492834,0.014395809173583985,0.058360302448272706,0.043964493274688723
62,-1.3489985,-1.1784592,"('creative', 'uncreative')",-0.8332931,-0.6868194,-1.0234503,-0.8475093,-0.33273518,-0.144564,-0.56264377,-0.6173538,-0.8202241897583008,-0.6949411392211914,0.12528305053710942
54,1.3197532,1.1105487,"('smart', 'stupid')",0.28543624,0.0957388,1.7875209,1.4839144,0.42693397,0.34929267,0.84912705,0.60384494,0.9337542533874512,0.7286678791046143,-0.20508637428283694
12,-1.318316,-1.8164264,"('sympathetic', 'unsympathetic')",-1.1880368,-1.1718972,-1.7895515,-1.6348822,-1.3533148,-1.4027944,-1.2802973,-1.1208498,-1.385903263092041,-1.4293701171875,-0.04346685409545903
0,-1.316535,-1.150953,"('sociable', 'unsociable')",-0.6214566,-0.32517576,-0.05915165,0.2361319,-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.7101070404052734,-0.44714994430541993,0.26295709609985346
78,1.3017597,1.1508787,"('active', 'inactive')",1.9492927,1.4501741,1.6800756,1.5530626,2.3321204,1.9112912,1.6742909,1.1332293,1.7875078201293946,1.4397271156311036,-0.347780704498291
97,-1.2500647,-0.9392341,"('superior', 'inferior')",0.13107127,0.06372452,-0.6166414,-0.35291967,-1.0777923,-1.0853717,-0.99121296,-0.8188501,-0.7609280586242676,-0.6265301704406738,0.13439788818359377
70,1.2195585,0.9981952,"('wise', 'unwise')",0.8092711,0.7610711,0.8254134,0.80192083,1.1597657,1.1573492,1.675778,1.6813757,1.1379572868347168,1.079982376098633,-0.05797491073608385
94,1.2003536,0.8591554,"('aggressive', 'submissive')",0.13234097,0.14995399,1.4101745,1.3951643,-0.09218556,-0.26384047,-0.6174553,-0.32319823,0.4066456317901611,0.3634469747543335,-0.04319865703582759
14,1.1917329,0.9852448,"('supportive', 'unsupportive')",0.721595,0.60410196,1.4320204,1.4923018,1.4877679,1.4867378,-0.059206426,-0.05194989,0.9547820091247559,0.9032873153686524,-0.05149469375610349
72,-1.188091,-1.1853313,"('logical', 'illogical')",-0.7588045,-0.8298112,-1.2265981,-1.09304,-1.4069908,-1.3363023,-0.42463043,-0.11634571,-1.001023006439209,-0.9121661186218262,0.08885688781738277
99,-1.1878865,-0.638129,"('prestigious', 'insignificant')",-0.23651266,-0.20518784,-0.74591756,-0.8381302,0.29116943,0.51564914,0.7842057,0.64763576,-0.21898832321166992,-0.10363243818283081,0.1153558850288391
105,-1.1815541,-1.2392025,"('conventional', 'modern')",-0.31215453,-0.3716573,-1.062139,-1.037994,-0.48005888,-0.4712868,0.8306431,0.5736888,-0.4410526752471924,-0.509290361404419,-0.06823768615722658
88,1.1574445,1.3646767,"('impulsive', 'meek')",0.909954,0.7848264,1.2097614,1.4123687,1.447821,1.2792021,1.563556,1.8192687,1.257707405090332,1.3320685386657716,0.0743611335754395
13,-1.1570512,-1.8117225,"('helpful', 'unhelpful')",-1.9654491,-2.0790076,-1.5036817,-1.5130197,-3.0271235,-3.0961032,-2.575208,-2.4277782,-2.0457027435302733,-2.1855262756347655,-0.13982353210449228
9,-1.1333177,-1.4849181,"('sensitive', 'insensitive')",-0.8417811,-0.94311595,-1.0184147,-0.893771,-1.0999589,-1.0613891,-0.98445404,-0.92043555,-1.0155853271484374,-1.0607258796691894,-0.045140552520752
25,-1.1131876,-1.4846449,"('moral', 'immoral')",-1.393141,-1.3147149,-0.7872689,-0.89725053,-1.5206175,-1.3253146,-1.4564099,-1.4396524,-1.254124927520752,-1.2923154830932617,-0.03819055557250972
100,-1.0807784,-1.2253442,"('influential', 'uninfluential')",-1.0653505,-0.8853991,-0.83116126,-0.61518526,-0.63892,-0.5221347,-0.52025104,-0.49207926,-0.8272922515869141,-0.7480285167694092,0.07926373481750493
87,-1.054172,-1.303519,"('dedicated', 'undedicated')",-1.2161944,-0.80068415,-1.2946732,-0.9875321,-0.80255353,-0.59696186,-0.63571346,-0.37742674,-1.0006613731384277,-0.8132247924804688,0.18743658065795898
10,-1.0254054,-0.9458505,"('affectionate', 'unaffectionate')",-0.48950714,-0.44098625,-0.23642485,-0.23978728,-0.05168128,0.14470398,0.7698784,0.8342984,-0.20662806034088135,-0.1295243501663208,0.07710371017456055
24,-1.0065714,-1.0147231,"('thoughtful', 'rough')",-0.8238715,-0.57366425,-1.0727837,-0.8850821,-1.4458349,-1.2531471,-0.80838597,-1.0449764,-1.0314894676208497,-0.9543185234069824,0.07717094421386728
101,-0.97439796,-1.0986803,"('successful', 'unsuccessful')",-1.152952,-1.2676868,-1.2220216,-1.1874592,-1.2861463,-1.4652822,-0.6508886,-0.41667444,-1.05728120803833,-1.0871566772460937,-0.029875469207763627
41,0.95896804,1.6874331,"('incorrupt', 'corrupt')",1.4034711,1.6119331,0.99273926,1.19744,1.3548378,1.374502,2.200282,2.1927314,1.382059669494629,1.612807846069336,0.23074817657470703
98,-0.95613134,-0.79895425,"('prestigious', 'insignificant')",-0.50809395,-0.78926086,-0.74696356,-0.7908026,-0.5078856,-0.44825798,0.27524158,0.15429056,-0.4887665271759033,-0.5345970153808594,-0.045830488204956055
47,-0.93583846,-1.0006795,"('forgiving', 'unforgiving')",-0.506994,-0.25657758,-0.43418312,-0.13553853,-0.80979,-0.5174874,-0.45840046,-0.068962395,-0.6290412425994873,-0.39584908485412595,0.2331921577453614
55,-0.93196416,-0.87890005,"('intelligent', 'unintelligent')",-0.42940807,-0.511605,-0.3400344,-0.27484053,-1.5241168,-1.5656445,-0.3138889,-0.4464134,-0.7078824996948242,-0.7354806900024414,-0.027598190307617232
104,-0.9262092,-0.6274983,"('conventional', 'unconventional')",-0.13319956,-0.109813824,-1.2615176,-1.0490056,-0.7870131,-0.6860226,0.09214801,-0.08103579,-0.6031582832336426,-0.5106752395629883,0.0924830436706543
7,0.8960694,0.969167,"('outgoing', 'distant')",0.5094442,0.20102791,0.5087415,0.42341575,1.2281502,1.04766,0.8801502,0.5827791,0.8045110702514648,0.6448099613189697,-0.15970110893249512
90,0.88683486,0.4631554,"('motivated', 'unmotivated')",-0.29272538,-0.60128707,0.66961396,0.43345928,0.5462045,0.32156423,-0.115985096,-0.5120882,0.3387885570526123,0.020960736274719238,-0.31782782077789307
96,0.859948,0.8614838,"('powerful', 'powerless')",-0.016040117,0.36524415,0.5407057,0.6795622,-0.0942453,0.08052668,-0.45298013,-0.42514718,0.16747760772705078,0.31233394145965576,0.14485633373260498
74,-0.7687025,-1.1772823,"('insightful', 'unperceptive')",-1.1411352,-1.1636156,-0.61813825,-0.5833526,-1.2442702,-1.3193259,-0.31318325,-0.21756577,-0.8170859336853027,-0.8922285079956055,-0.0751425743103028
49,-0.74562013,-1.2692068,"('responsible', 'irresponsible')",-0.8158354,-0.73035735,-0.5216874,-0.38631737,-1.4365293,-1.2053922,-1.0568249,-1.0981494,-0.9152994155883789,-0.9378846168518067,-0.02258520126342778
83,-0.71210307,-0.93337345,"('energetic', 'lethargic')",-0.67972577,-0.7348378,-0.61307704,-0.33774343,-0.38989562,-0.51259035,-0.80170095,-0.6726756,-0.6393004417419433,-0.6382441520690918,0.0010562896728515403
2,-0.7032888,-1.1985165,"('friendly', 'unfriendly')",-0.6153564,-0.5609508,-0.060453117,0.12132251,-1.418464,-1.5280867,-1.6722184,-1.4798024,-0.893956184387207,-0.9292068481445312,-0.03525066375732422
82,0.6996217,0.9584702,"('industrious', 'meek')",0.60155725,0.72765785,0.9755059,0.9722345,1.0922787,1.2331986,1.3513242,1.312031,0.944057559967041,1.0407184600830077,0.09666090011596673
102,0.6910634,0.5920321,"('eminent', 'low')",-0.028419673,0.12517667,0.6571437,0.4870838,-0.53147554,-0.3426346,-0.2643765,-0.27766025,0.10478708744049073,0.11679954528808593,0.012012457847595207
36,-0.68570554,-0.82477665,"('tolerant', 'intolerant')",-0.48833638,-0.30477077,0.16425413,0.07510471,-1.3469197,-1.1648283,-0.8488381,-0.593192,-0.6411091327667237,-0.562492561340332,0.07861657142639167
59,0.67356026,0.68403023,"('skillful', 'clumsy')",0.2637062,0.33787322,0.41047496,0.5161933,0.07095654,0.19477667,1.3879981,1.4707971,0.5613391876220704,0.6407341003417969,0.07939491271972654
46,0.67003673,1.3338847,"('generous', 'stingy')",1.4185927,1.4074439,1.4232929,1.7738575,2.3762202,2.3003333,0.83456933,0.996935,1.3445424079895019,1.5624908447265624,0.21794843673706055
69,0.62978756,0.793098,"('wise', 'foolish')",0.46812773,0.57463187,0.1571148,0.33150524,0.44740218,0.6480955,0.5438058,0.65526724,0.4492476463317871,0.6005195617675781,0.15127191543579105
37,0.6268013,1.0286651,"('good', 'evil')",1.5094821,1.5978601,1.1158509,1.2068205,1.9438914,2.0353565,2.5303283,2.428041,1.545270824432373,1.6593486785888671,0.11407785415649419
18,0.61198914,0.2101991,"('social', 'asocial')",-0.93010944,-0.8371184,-0.617216,-0.5366353,-0.15735155,-0.051664025,-1.5692225,-1.306341,-0.5323820590972901,-0.5043119430541992,0.028070116043090843
56,0.6108488,1.0184989,"('intelligent', 'dumb')",0.68222296,0.83795047,1.285574,1.4268496,1.6987584,1.7227203,0.690233,1.0119772,0.9935274124145508,1.2035992622375489,0.2100718498229981
52,-0.60462826,-1.0594652,"('competitive', 'uncompetitive')",-0.44066983,-0.51126033,-0.23968449,0.006042838,-0.29315704,-0.43968332,-0.82447207,-0.5201275,-0.48052234649658204,-0.5048986911773682,-0.024376344680786144
5,-0.6038201,-0.9523006,"('pleasant', 'repellent')",-0.8402915,-0.89626485,-0.76017684,-0.7753289,-1.2856472,-1.3148067,-0.097297505,-0.30082503,-0.7174466133117676,-0.847905158996582,-0.1304585456848144
92,0.57650375,0.5342548,"('unwavering', 'wavering')",-0.104806215,-0.30466408,-0.79348963,-0.847589,0.30593115,0.17524163,1.0242958,0.81975317,0.20168697834014893,0.07539930343627929,-0.12628767490386963
44,0.5426117,0.1183213,"('truthful', 'untruthful')",-0.48477793,-0.59212166,-0.035103142,-0.11007726,-0.6980455,-0.76625013,-0.44683415,-0.3493275,-0.22442979812622071,-0.33989105224609373,-0.11546125411987301
20,-0.4709092,-0.10527739,"('popular', 'unpopular')",0.36679834,0.15997371,0.0056746006,0.08884239,-0.1849665,-0.17244402,1.8974743,1.6604376,0.32281429767608644,0.32630646228790283,0.003492164611816395
35,0.4208792,0.70837677,"('fair', 'unfair')",0.7161363,0.91212106,-0.5026256,-0.13558969,0.6981856,0.740138,0.53877056,0.72886944,0.3742692232131958,0.5907831192016602,0.21651389598846438
39,0.4132806,0.82795334,"('right', 'wrong')",-0.025571331,-0.07491349,0.19733495,0.27670044,0.6349007,0.8346789,0.26922962,0.41019645,0.2978349208831787,0.454923152923584,0.15708823204040528
15,0.40780494,0.6102686,"('polite', 'impolite')",0.6152811,0.61024576,1.1883817,1.4284358,0.51423466,0.6083,-0.60293305,-0.018667951,0.42455387115478516,0.6477164268493653,0.2231625556945801
4,-0.3952296,-0.32648358,"('likable', 'unlikable')",-0.73274505,-0.6171533,0.04505685,0.07988867,-0.6973594,-0.49110615,0.38617718,0.37986428,-0.27882001399993894,-0.19499801397323607,0.08382200002670287
85,-0.3546026,-0.508014,"('ambitious', 'unambitious')",-0.64198554,-0.68362933,-0.4177242,-0.3436033,-0.31822163,-0.35626906,0.013987601,0.106343,-0.34370927810668944,-0.3570345401763916,-0.013325262069702137
73,-0.34540123,-1.197581,"('brilliant', 'incompetent')",-1.669812,-2.0205603,-0.98168004,-1.1363398,-1.5508811,-1.81595,-1.3390191,-1.6772346,-1.177358627319336,-1.5695331573486329,-0.3921745300292969
76,0.33909023,-0.0422827,"('secure', 'insecure')",-0.3997241,-0.30291757,0.033720285,0.06280741,-0.27963996,-0.35239786,-0.46814716,-0.3669712,-0.15494014024734498,-0.20035238265991212,-0.04541224241256714
45,0.29684842,-0.10851078,"('cooperative', 'exploitative')",-0.6776192,-0.6474839,-0.7485734,-0.76276624,-1.1704645,-0.9724724,-1.0277846,-0.9165996,-0.6655186653137207,-0.681566572189331,-0.016047906875610307
65,-0.26116627,-0.46609485,"('practical', 'impractical')",-1.6976285,-1.434206,-0.556976,-0.5021249,-0.9191679,-0.87139773,-1.6388373,-1.5554767,-1.0147552490234375,-0.9658599853515625,0.04889526367187502
91,0.25857636,0.13087648,"('resilient', 'nonresilient')",0.19268268,0.14222768,-0.0781277,-0.24112758,-0.1504333,-0.20740606,0.2389951,-0.08850193,0.09233862757682801,-0.05278627872467041,-0.14512490630149844
17,-0.24528581,-0.14136592,"('social', 'antisocial')",-0.33546713,-0.02780357,0.110970855,0.45076138,-0.2864834,0.066805124,-0.42820126,-0.10149157,-0.236893367767334,0.04938108921051025,0.28627445697784426
71,0.24135703,-0.8309188,"('efficient', 'inefficient')",-1.1834722,-1.1809989,-0.40614504,-0.55360776,-1.1294833,-1.2358482,-1.2771156,-1.4559102,-0.7509718418121338,-1.0514567375183106,-0.30048489570617676
80,-0.22150904,0.08995363,"('independent', 'dependent')",0.01225923,0.11714044,0.69473535,0.70391786,0.50642145,0.6569986,0.56695527,0.6444183,0.31177244186401365,0.44248576164245607,0.13071331977844242
106,0.19553313,0.5629586,"('conventional', 'unconventional')",0.1935542,0.42603055,-0.3569724,-0.15075493,-0.62033725,-0.33703667,1.2797227,0.963664,0.13830007314682008,0.2929723024368286,0.1546722292900085
89,-0.19426587,-0.25981832,"('daring', 'anxious')",-0.42316586,-0.29233608,-0.4713474,-0.5441366,-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.5230025768280029,-0.603803300857544,-0.08080072402954108
23,-0.18970156,0.18495023,"('hospitable', 'inhospitable')",-0.30426568,-0.45333737,0.49500987,0.3177468,0.7526314,0.81820834,1.1858441,1.118948,0.387903618812561,0.3973031997680664,0.00939958095550536
57,-0.18133612,-0.27067477,"('able', 'unable')",-0.86682403,-0.6825538,-0.3367678,-0.484577,-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.47513518333435056,-0.5083932399749755,-0.03325805664062498
8,0.16235042,0.13326266,"('open', 'distant')",0.2314834,0.13148543,-0.24371333,-0.2811665,1.4154859,1.2487043,1.1676544,0.7915691,0.5466521263122559,0.4047710418701172,-0.1418810844421387
26,0.1483416,0.14995812,"('trustworthy', 'untrustworthy')",0.13037117,0.23711592,0.08991061,0.27549213,0.38654366,0.5214009,-0.7467338,-0.48269907,0.0016866445541381836,0.1402536153793335,0.1385669708251953
109,0.13310389,0.09548203,"('conservative', 'liberal')",-0.06350711,-0.045742244,1.3467953,1.4409845,-0.18954298,-0.3518635,-1.097023,-1.0688727,0.025965213775634766,0.013997626304626466,-0.0119675874710083
108,0.13310389,0.09548203,"('conservative', 'liberal')",-0.06350711,-0.045742244,1.3467953,1.4409845,-0.18954298,-0.3518635,-1.097023,-1.0688727,0.025965213775634766,0.013997626304626466,-0.0119675874710083
77,-0.13295946,0.31945342,"('active', 'inactive')",1.0478185,1.2117167,-0.07368323,0.21882358,1.3215332,1.4822655,0.7132806,0.8810775,0.5751979351043701,0.8226673126220703,0.24746937751770015
84,-0.12764627,0.0051413774,"('self-confident', 'diffident')",0.26132149,0.25228846,-0.03649512,-0.06485176,0.04052466,0.12735969,-0.24383731,-0.37390593,-0.021226510405540466,-0.01079363226890564,0.010432878136634826
103,0.11335313,-0.09229265,"('traditional', 'modern')",0.54647195,0.30059648,-0.17421818,-0.2081899,0.6515223,0.51988685,0.68126935,0.61791956,0.3636796951293945,0.22758407592773439,-0.13609561920166013
107,0.10602379,-0.31630683,"('conventional', 'modern')",0.47755575,0.2824757,0.3380953,0.5169454,0.41894037,0.40934473,1.0958123,1.6039909,0.48728551864624026,0.49928998947143555,0.01200447082519529
16,-0.10334571,-0.2632357,"('social', 'antisocial')",-0.6195211,-0.29126614,0.08339608,0.20607711,-0.3652128,-0.106381685,-0.8021402,-0.50254613,-0.36136474609375,-0.19147050380706787,0.16989424228668215
79,0.09141493,0.47716904,"('determined', 'doubtful')",0.09103343,0.33659232,0.52034545,0.78788304,0.44676286,0.76036924,0.31559122,0.37995023,0.29302957057952883,0.5483927726745605,0.2553632020950317
30,0.08721955,-0.20165718,"('honest', 'dishonest')",-0.33647615,-0.23559493,-0.8020049,-0.5114617,-0.7890542,-0.85744035,-0.46290857,-0.09674831,-0.4606448173522949,-0.3805804967880249,0.08006432056426999
43,-0.074588075,-0.32946002,"('genuine', 'fake')",-0.5521057,-0.54333466,-0.82291794,-0.630791,-0.23435366,-0.21506564,0.3768835,0.38788807,-0.2614163637161255,-0.2661526441574097,-0.004736280441284213
61,0.07032424,0.5773612,"('rational', 'irrational')",0.57765096,0.6377358,0.25563756,0.47897977,1.1557636,1.3685138,1.4804657,1.715029,0.7079683780670166,0.9555238723754883,0.24755549430847168
19,-0.048300505,0.26334304,"('funny', 'boring')",-0.021441102,0.2338013,0.2093451,0.34156048,0.41201538,0.5815117,-0.057115197,0.104435325,0.09890073537826538,0.30493037700653075,0.20602964162826537
42,-0.033076882,0.6085647,"('amicable', 'hostile')",1.3360059,1.3048327,0.9394982,1.1341567,1.0745797,1.3420484,1.8091202,1.8213055,1.0252254486083985,1.2421815872192383,0.21695613861083984
68,-0.03172785,-0.5099127,"('clever', 'inept')",-1.2955875,-1.2189418,-1.0024372,-1.1825932,-0.914963,-0.89569235,-0.6454199,-0.8717228,-0.7780270576477051,-0.9357726097106933,-0.15774555206298824
22,0.025854863,0.3800376,"('welcoming', 'disagreeable')",1.068446,1.1483971,1.2189568,1.1460798,1.6342537,1.9070294,0.5636344,0.47769773,0.902229118347168,1.0118483543395995,0.10961923599243151
110,-0.015044719,-0.151997,"('narrow-minded', 'open-minded')",-0.4034331,-0.5382296,-0.23165667,-0.46333212,0.15512341,0.24599168,-0.38863587,-0.16592145,-0.1767293930053711,-0.2146976947784424,-0.037968301773071284
