,cigna_male,cigna_female,tuple,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
32,-1.1816003,-1.4118758,"('benevolent', 'hardhearted')",-1.3220441,-0.75526094,-0.5565795,-0.20947967,-1.020074685414632,-0.7922054131825765,0.22786927223205555
5,1.1647196,0.70318615,"('pleasant', 'repellent')",-1.2856472,-1.3148067,-0.097297505,-0.30082503,-0.07274169226487477,-0.30414851506551105,-0.2314068228006363
17,1.1566046,0.9996845,"('social', 'antisocial')",-0.2864834,0.066805124,-0.42820126,-0.10149157,0.14730666081110635,0.32166604200998944,0.17435938119888308
90,1.1516757,0.7720597,"('motivated', 'unmotivated')",0.5462045,0.32156423,-0.115985096,-0.5120882,0.527298370997111,0.19384523232777914,-0.3334531386693318
41,-1.1405599,-0.38288137,"('incorrupt', 'corrupt')",1.3548378,1.374502,2.200282,2.1927314,0.8048532803853353,1.0614506403605144,0.2565973599751791
34,-1.1339587,-0.53602326,"('loyal', 'disloyal')",-2.017921,-1.7827404,-1.179813,-0.9404594,-1.4438975652058919,-1.0864076614379883,0.35748990376790357
76,1.1260171,0.6799743,"('secure', 'insecure')",-0.27963996,-0.35239786,-0.46814716,-0.3669712,0.12607665856679282,-0.01313157876332601,-0.13920823733011883
54,1.1220002,0.85888237,"('smart', 'stupid')",0.42693397,0.34929267,0.84912705,0.60384494,0.7993537584940592,0.6040066878000895,-0.19534707069396973
10,-1.1007941,-0.5454607,"('affectionate', 'unaffectionate')",-0.05168128,0.14470398,0.7698784,0.8342984,-0.1275323232014974,0.14451388518015543,0.27204620838165283
11,-1.0714412,-0.5279094,"('caring', 'unaffectionate')",-1.484493,-1.4917997,-0.39734697,-0.45263273,-0.9844270547231039,-0.824113925298055,0.16031312942504883
61,-1.0287004,-0.6123972,"('rational', 'irrational')",1.1557636,1.3685138,1.4804657,1.715029,0.5358429749806722,0.8237152099609375,0.28787223498026526
43,-0.93854517,-0.64340055,"('genuine', 'fake')",-0.23435366,-0.21506564,0.3768835,0.38788807,-0.2653384208679199,-0.15685937801996866,0.10847904284795126
58,-0.9249754,-0.5036465,"('able', 'clumsy')",-2.2373161,-1.8838849,-1.5659094,-1.5201012,-1.5760669708251953,-1.302544116973877,0.27352285385131836
2,0.9099406,0.7129921,"('friendly', 'unfriendly')",-1.418464,-1.5280867,-1.6722184,-1.4798024,-0.7269139289855957,-0.7649656931559244,-0.03805176417032874
4,-0.8955546,-1.2171156,"('likable', 'unlikable')",-0.6973594,-0.49110615,0.38617718,0.37986428,-0.40224560101826984,-0.4427858193715413,-0.040540218353271484
60,0.8913102,1.1238745,"('educated', 'uneducated')",-0.94098175,-0.8681323,-0.794942,-0.4889455,-0.28153785069783527,-0.07773442069689433,0.20380343000094092
100,0.88558304,0.6779711,"('influential', 'uninfluential')",-0.63892,-0.5221347,-0.52025104,-0.49207926,-0.09119600057601929,-0.1120809515317281,-0.020884950955708817
22,0.8552874,0.4343528,"('welcoming', 'disagreeable')",1.6342537,1.9070294,0.5636344,0.47769773,1.017725149790446,0.939693291982015,-0.07803185780843103
68,-0.85171163,-0.91505784,"('clever', 'inept')",-0.914963,-0.89569235,-0.6454199,-0.8717228,-0.8040315310160319,-0.8941577275594076,-0.09012619654337573
39,-0.8385493,-0.53741914,"('right', 'wrong')",0.6349007,0.8346789,0.26922962,0.41019645,0.021860331296920776,0.2358187437057495,0.21395841240882874
63,-0.8382256,-0.34202904,"('capable', 'incapable')",-1.1376256,-1.0196587,-0.33474922,-0.53823125,-0.7702000935872396,-0.6333063046137491,0.13689378897349047
107,0.82297283,0.6511477,"('conventional', 'modern')",0.41894037,0.40934473,1.0958123,1.6039909,0.7792418797810873,0.8881611824035645,0.10891930262247718
102,-0.78158903,-0.7550224,"('eminent', 'low')",-0.53147554,-0.3426346,-0.2643765,-0.27766025,-0.5258136987686157,-0.45843907197316486,0.06737462679545086
28,-0.780007,-0.34668794,"('honest', 'dishonest')",-2.0855794,-2.0146995,-1.27389,-0.99179226,-1.3798254330952961,-1.1177265644073486,0.2620988686879475
26,-0.7617288,-0.5548099,"('trustworthy', 'untrustworthy')",0.38654366,0.5214009,-0.7467338,-0.48269907,-0.37397297223409015,-0.17203601201375326,0.2019369602203369
86,-0.7564926,-0.7445824,"('self-reliant', 'helpless')",2.751844,2.6451762,1.5905108,1.749958,1.1952873865763347,1.2168505986531575,0.02156321207682277
40,-0.7368175,-0.5999858,"('honorable', 'mean')",-5.858739,-5.9650583,-2.9068136,-3.3330858,-3.16745662689209,-3.2993764877319336,-0.13191986083984375
95,-0.7194439,-0.67209935,"('rich', 'poor')",-6.034153,-6.116641,-2.7676091,-3.1545284,-3.1737353006998696,-3.314422925313314,-0.1406876246134443
0,0.6936949,0.655305,"('sociable', 'unsociable')",-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.28656570116678876,-0.11348254481951396,0.17308315634727478
48,-0.69207996,-0.8401461,"('reliable', 'unreliable')",2.681928,2.5936308,1.1541629,1.1235613,1.0480035940806072,0.9590153694152832,-0.08898822466532397
9,0.687364,0.8456094,"('sensitive', 'insensitive')",-1.0999589,-1.0613891,-0.98445404,-0.92043555,-0.4656829833984375,-0.3787384033203125,0.086944580078125
70,0.68523204,1.1588687,"('wise', 'unwise')",1.1597657,1.1573492,1.675778,1.6813757,1.17359193166097,1.332531213760376,0.158939282099406
82,-0.67991,-0.63174987,"('industrious', 'meek')",1.0922787,1.2331986,1.3513242,1.312031,0.5878976186116537,0.6378266016642252,0.04992898305257154
45,0.660542,0.17101038,"('cooperative', 'exploitative')",-1.1704645,-0.9724724,-1.0277846,-0.9165996,-0.5125690301259359,-0.5726872285207113,-0.06011819839477539
72,0.65249807,0.78953266,"('logical', 'illogical')",-1.4069908,-1.3363023,-0.42463043,-0.11634571,-0.39304105440775555,-0.2210384408632914,0.17200261354446414
33,-0.65118325,-0.21983027,"('softhearted', 'hardhearted')",-1.0268513,-0.9268272,-0.62816787,-0.6920396,-0.7687341372172037,-0.6128990252812704,0.15583511193593336
38,-0.63812053,-0.64133304,"('kind', 'unkind')",-2.3757577,-1.9031388,-1.1115729,-0.71509457,-1.3751503626505535,-1.086522102355957,0.28862826029459643
65,0.6380235,-0.03214717,"('practical', 'impractical')",-0.9191679,-0.87139773,-1.6388373,-1.5554767,-0.6399939060211182,-0.8196738560994467,-0.1796799500783285
1,-0.580187,-0.19177085,"('friendly', 'unfriendly')",-1.3676949,-1.0302336,0.03334117,0.025989413,-0.6381802558898926,-0.3986716667811076,0.23950858910878497
93,0.5719266,0.525684,"('dominating', 'dominated')",-0.022973418,-0.17457613,-1.2408098,-0.70492834,-0.23061887423197427,-0.11794015765190125,0.11267871658007303
50,0.56529343,0.23628327,"('unprejudiced', 'prejudiced')",2.2759738,2.2260273,1.2686491,1.0383911,1.3699720700581868,1.1669005552927654,-0.2030715147654214
78,0.55998355,0.48005313,"('active', 'inactive')",2.3321204,1.9112912,1.6742909,1.1332293,1.5221316019694011,1.1748578548431396,-0.34727374712626147
96,-0.555681,-0.54319614,"('powerful', 'powerless')",-0.0942453,0.08052668,-0.45298013,-0.42514718,-0.36763548851013184,-0.2959388891855876,0.07169659932454425
36,0.52197796,0.073969,"('tolerant', 'intolerant')",-1.3469197,-1.1648283,-0.8488381,-0.593192,-0.5579265753428141,-0.561350425084432,-0.0034238497416179126
80,0.48823103,0.6040355,"('independent', 'dependent')",0.50642145,0.6569986,0.56695527,0.6444183,0.520535945892334,0.6351507504781088,0.11461480458577478
106,0.4405606,-0.15660974,"('conventional', 'unconventional')",-0.62033725,-0.33703667,1.2797227,0.963664,0.36664867401123047,0.1566725273927053,-0.20997614661852518
92,-0.43569618,-0.14179967,"('unwavering', 'wavering')",0.30593115,0.17524163,1.0242958,0.81975317,0.29817692438761395,0.2843983769416809,-0.013778547445933043
3,0.4299016,0.4079919,"('likable', 'unlikable')",1.6233785,1.5548921,1.4871099,1.6269121,1.1801300048828125,1.1965986887613933,0.016468683878580803
30,0.40490156,0.24714297,"('honest', 'dishonest')",-0.7890542,-0.85744035,-0.46290857,-0.09674831,-0.2823537389437358,-0.23568189144134521,0.04667184750239056
85,0.39049053,0.20775127,"('ambitious', 'unambitious')",-0.31822163,-0.35626906,0.013987601,0.106343,0.02875216801961263,-0.01405826210975647,-0.042810430129369095
27,-0.38968205,-0.29236326,"('sincere', 'insincere')",-6.6364894,-6.431673,-4.0693674,-4.2187166,-3.6985130310058594,-3.6475842793782554,0.05092875162760402
35,-0.3891826,-0.026808172,"('fair', 'unfair')",0.6981856,0.740138,0.53877056,0.72886944,0.28259118398030597,0.48073307673136395,0.19814189275105798
53,-0.37618828,-0.74150914,"('smart', 'stupid')",-4.4504747,-4.3025694,-3.3546703,-3.2368484,-2.7271111806233725,-2.7603089014689126,-0.03319772084554007
110,-0.3606961,-0.49521556,"('narrow-minded', 'open-minded')",0.15512341,0.24599168,-0.38863587,-0.16592145,-0.19806953271230063,-0.13838177919387817,0.059687753518422454
73,0.36040562,-0.0856061,"('brilliant', 'incompetent')",-1.5508811,-1.81595,-1.3390191,-1.6772346,-0.843164841334025,-1.1929302215576172,-0.34976538022359216
8,-0.35601854,-0.10958864,"('open', 'distant')",1.4154859,1.2487043,1.1676544,0.7915691,0.7423739433288574,0.643561601638794,-0.09881234169006348
49,0.3476249,-0.1714961,"('responsible', 'irresponsible')",-1.4365293,-1.2053922,-1.0568249,-1.0981494,-0.7152431011199951,-0.8250125249226888,-0.10976942380269372
18,0.34223688,0.045431584,"('social', 'asocial')",-0.15735155,-0.051664025,-1.5692225,-1.306341,-0.46144572893778485,-0.4375244776407878,0.02392125129699707
24,-0.33655238,-0.5920874,"('thoughtful', 'rough')",-1.4458349,-1.2531471,-0.80838597,-1.0449764,-0.8635910352071127,-0.9634036223093668,-0.09981258710225416
12,0.33116078,0.61136526,"('sympathetic', 'unsympathetic')",-1.3533148,-1.4027944,-1.2802973,-1.1208498,-0.7674837112426758,-0.6374262968699137,0.13005741437276208
57,-0.32775795,-0.26604435,"('able', 'unable')",-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.4395020008087158,-0.45673497517903644,-0.01723297437032062
29,0.32247037,0.6183451,"('honest', 'immoral')",-1.8260021,-1.7521313,-1.9729593,-2.176074,-1.1588303248087566,-1.1032867431640625,0.055543581644694084
66,0.2967406,0.24065894,"('imaginative', 'unimaginative')",3.0494213,3.0358052,0.34587073,0.7209271,1.2306775252024333,1.3324637413024902,0.10178621610005689
47,0.28855562,0.19975153,"('forgiving', 'unforgiving')",-0.80979,-0.5174874,-0.45840046,-0.068962395,-0.3265449603398641,-0.12889942526817322,0.19764553507169086
51,0.28194466,0.2755372,"('competent', 'incompetent')",-0.11847064,-0.098713234,0.07464939,0.2558064,0.0793744723002116,0.14421012004216513,0.06483564774195354
64,0.27676857,0.17373514,"('clever', 'incompetent')",-1.1046457,-1.0655162,-1.4687406,-1.580534,-0.7655392487843832,-0.8241050243377686,-0.05856577555338538
25,0.2478916,-0.3005989,"('moral', 'immoral')",-1.5206175,-1.3253146,-1.4564099,-1.4396524,-0.9097119172414144,-1.021855354309082,-0.1121434370676676
56,-0.23849083,-0.032979406,"('intelligent', 'dumb')",1.6987584,1.7227203,0.690233,1.0119772,0.7168335119883219,0.9005726973215739,0.18373918533325195
84,-0.23129934,-0.076927915,"('self-confident', 'diffident')",0.04052466,0.12735969,-0.24383731,-0.37390593,-0.144870658715566,-0.10782472292582194,0.037045935789744064
13,-0.21006536,0.023632184,"('helpful', 'unhelpful')",-3.0271235,-3.0961032,-2.575208,-2.4277782,-1.9374656677246094,-1.8334163029988606,0.10404936472574877
55,0.196495,0.42266977,"('intelligent', 'unintelligent')",-1.5241168,-1.5656445,-0.3138889,-0.4464134,-0.5471702019373575,-0.5297960440317789,0.017374157905578613
104,-0.18006234,0.28027886,"('conventional', 'unconventional')",-0.7870131,-0.6860226,0.09214801,-0.08103579,-0.2916424870491028,-0.16225983699162802,0.12938265005747476
77,0.17345321,0.43465716,"('active', 'inactive')",1.3215332,1.4822655,0.7132806,0.8810775,0.7360889911651611,0.9326666990915934,0.19657770792643225
74,0.16928047,0.17688125,"('insightful', 'unperceptive')",-1.2442702,-1.3193259,-0.31318325,-0.21756577,-0.46272436777750653,-0.45333679517110187,0.00938757260640466
83,-0.1634596,-0.3834411,"('energetic', 'lethargic')",-0.38989562,-0.51259035,-0.80170095,-0.6726756,-0.4516853888829549,-0.5229023297627767,-0.07121694087982183
87,-0.14946061,-0.8011301,"('dedicated', 'undedicated')",-0.80255353,-0.59696186,-0.63571346,-0.37742674,-0.5292425155639648,-0.591839591662089,-0.06259707609812415
62,-0.14940356,0.0064517334,"('creative', 'uncreative')",-0.33273518,-0.144564,-0.56264377,-0.6173538,-0.3482608397801717,-0.251822034517924,0.09643880526224768
7,-0.14639062,-0.15615809,"('outgoing', 'distant')",1.2281502,1.04766,0.8801502,0.5827791,0.653969963391622,0.4914270242055257,-0.16254293918609625
21,0.14512792,0.39506814,"('nice', 'nasty')",0.38468748,0.27212715,0.35453856,0.31382322,0.29478466510772705,0.32700618108113605,0.032221515973409
23,-0.14262441,0.27574456,"('hospitable', 'inhospitable')",0.7526314,0.81820834,1.1858441,1.118948,0.5986170371373495,0.7376336256663004,0.13901658852895094
52,0.1079312,0.2591837,"('competitive', 'uncompetitive')",-0.29315704,-0.43968332,-0.82447207,-0.5201275,-0.3365659713745117,-0.23354236284891763,0.10302360852559408
91,0.10605806,0.10827848,"('resilient', 'nonresilient')",-0.1504333,-0.20740606,0.2389951,-0.08850193,0.0648732880751292,-0.06254316866397858,-0.1274164567391078
101,-0.090099394,-0.0668506,"('successful', 'unsuccessful')",-1.2861463,-1.4652822,-0.6508886,-0.41667444,-0.675711472829183,-0.6496024131774902,0.026109059651692745
89,-0.08690894,-0.27330726,"('daring', 'anxious')",-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.5377142429351807,-0.7320109208424886,-0.19429667790730798
37,0.085766196,0.1789558,"('good', 'evil')",1.9438914,2.0353565,2.5303283,2.428041,1.5199953715006511,1.5474510192871094,0.02745564778645826
46,-0.06342649,0.053206533,"('generous', 'stingy')",2.3762202,2.3003333,0.83456933,0.996935,1.0491210619608562,1.1168249448140461,0.06770388285318996
81,-0.05366695,-0.39387667,"('industrious', 'lazy')",2.0935724,2.177915,2.0022373,2.030965,1.3473809560139973,1.2716677983601887,-0.0757131576538086
14,-0.020385027,-0.15175995,"('supportive', 'unsupportive')",1.4877679,1.4867378,-0.059206426,-0.05194989,0.4693921407063802,0.42767600218455,-0.041716138521830204
6,-0.01949662,0.040971637,"('liked', 'disliked')",6.684802,6.6123395,3.2574773,3.5818095,3.3075942993164062,3.4117069244384766,0.10411262512207031
105,0.012818977,0.014750838,"('conventional', 'modern')",-0.48005888,-0.4712868,0.8306431,0.5736888,0.12113440036773682,0.039050946633021034,-0.08208345373471579
44,-0.010126561,0.07004359,"('truthful', 'untruthful')",-0.6980455,-0.76625013,-0.44683415,-0.3493275,-0.38500205675760907,-0.3485113779703776,0.036490678787231445
79,0.004478246,-0.19145945,"('determined', 'doubtful')",0.44676286,0.76036924,0.31559122,0.37995023,0.25561078389485675,0.31628666321436566,0.06067587931950891
