,diamond_male,diamond_female,tuple,offshore_male,offshore_female,drilling_male,drilling_female,average_male,average_female,female-male
34,-2.1167603,-2.0207787,"('loyal', 'disloyal')",-2.0813203,-1.8592021,-2.3556557,-2.1515772,-2.1845787366231284,-2.0105193456014,0.17405939102172852
28,-2.0047581,-2.1488802,"('honest', 'dishonest')",-1.5260706,-1.4651015,-2.0254314,-2.25408,-1.8520867029825847,-1.956020673116048,-0.1039339701334634
38,-1.9917734,-1.9731956,"('kind', 'unkind')",-2.1080117,-2.087645,-1.7704494,-1.5485427,-1.9567448298136394,-1.869794527689616,0.08695030212402344
37,1.9068396,1.8668705,"('good', 'evil')",1.9821712,2.0558379,1.7407095,1.737004,1.8765735626220703,1.886570930480957,0.009997367858886719
81,1.8659847,1.8306153,"('industrious', 'lazy')",1.5625172,1.861907,1.3539293,1.5174729,1.5941437085469563,1.7366650899251301,0.14252138137817383
88,1.7431184,1.8272151,"('impulsive', 'meek')",0.9684045,1.115481,1.5224203,1.6094978,1.411314328511556,1.5173978805541992,0.1060835520426433
58,-1.6475743,-1.6503831,"('able', 'clumsy')",-1.4771605,-1.4425088,-1.5711427,-1.5266012,-1.565292517344157,-1.539831002553304,0.025461514790853013
46,1.6054173,1.8374435,"('generous', 'stingy')",1.9475043,2.1359448,2.3524864,2.3307693,1.9684693018595378,2.101385752360026,0.13291645050048806
1,-1.5338445,-1.63786,"('friendly', 'unfriendly')",-2.1115599,-1.7388709,-2.0477753,-2.1454868,-1.8977265357971191,-1.8407392501831055,0.05698728561401367
3,1.5087085,1.4515864,"('likable', 'unlikable')",0.35636818,0.550279,1.5573553,1.6788818,1.1408106486002605,1.226915677388509,0.08610502878824855
49,-1.4348391,-1.5935944,"('responsible', 'irresponsible')",-1.7072309,-1.8684846,-1.6983249,-1.9221647,-1.6134649912516277,-1.7947479883829753,-0.18128299713134766
9,-1.4261217,-1.5580091,"('sensitive', 'insensitive')",-1.4135531,-1.6415523,-1.1009204,-1.4925785,-1.313531796137492,-1.5640467007954915,-0.2505149046579995
32,-1.3659983,-1.1103079,"('benevolent', 'hardhearted')",-1.6293402,-1.6884506,-1.7314949,-1.6507041,-1.5756111145019531,-1.483154296875,0.09245681762695312
41,1.3146304,1.3486167,"('incorrupt', 'corrupt')",1.5699294,1.8923624,1.5276821,1.743677,1.4707473119099934,1.66155211130778,0.1908047993977866
10,-1.3020997,-1.2407026,"('affectionate', 'unaffectionate')",-1.2819023,-0.8857723,-0.97721535,-0.84464514,-1.1870724360148113,-0.9903732935587565,0.1966991424560548
63,-1.2713066,-1.437971,"('capable', 'incapable')",-1.54467,-1.4052167,-1.4208038,-1.3776296,-1.4122600555419922,-1.406939188639323,0.005320866902669197
105,-1.2550197,-1.497191,"('conventional', 'modern')",-0.530376,-0.5660336,-1.1944838,-1.2516854,-0.9932931264241537,-1.1049699783325195,-0.11167685190836585
12,-1.2439982,-1.4015292,"('sympathetic', 'unsympathetic')",-0.81113094,-0.9430832,-1.1237504,-1.1561016,-1.0596264998118083,-1.16690460840861,-0.10727810859680176
36,-1.1821358,-1.1069915,"('tolerant', 'intolerant')",-0.797034,-0.8964181,-1.6958488,-1.7424492,-1.2250062624613445,-1.248619556427002,-0.023613293965657478
33,-1.169287,-1.2060102,"('softhearted', 'hardhearted')",-0.53231514,-0.5487981,-0.7353414,-0.97293305,-0.812314510345459,-0.909247080485026,-0.09693257013956702
73,-1.1471809,-1.3405223,"('brilliant', 'incompetent')",-0.93663603,-1.1448652,-1.4727492,-1.7495449,-1.1855220794677734,-1.4116439819335938,-0.2261219024658203
84,-1.1390796,-1.1798109,"('self-confident', 'diffident')",-1.1338946,-1.0619899,-1.0862355,-1.0226123,-1.1197365125020344,-1.0881377061208088,0.031598806381225586
101,-1.1229565,-1.1433061,"('successful', 'unsuccessful')",-0.9904164,-1.1451857,-0.93325925,-0.88544893,-1.015544017155965,-1.057980219523112,-0.04243620236714696
64,-1.0899293,-1.095931,"('clever', 'incompetent')",-0.78477937,-0.9871949,-0.8476577,-0.96951723,-0.9074554443359375,-1.0175477663675945,-0.11009232203165698
29,-1.0470073,-1.3789521,"('honest', 'immoral')",-1.0389612,-1.2974904,-1.0183408,-1.2625889,-1.0347697734832764,-1.313010533650716,-0.2782407601674397
78,1.0276463,0.7677466,"('active', 'inactive')",1.5950526,1.7615643,1.0708096,0.79638934,1.2311694622039795,1.1085667610168457,-0.12260270118713379
74,-1.0050851,-1.0650009,"('insightful', 'unperceptive')",-1.1472874,-1.3052864,-1.4498045,-1.4920689,-1.2007256348927815,-1.2874520619710286,-0.08672642707824707
56,0.99712217,1.145519,"('intelligent', 'dumb')",1.2116551,1.2988693,0.87789965,0.9922543,1.0288923581441243,1.1455475489298503,0.11665519078572606
42,0.9949335,0.9282042,"('amicable', 'hostile')",-0.04339397,0.28924406,1.330148,1.5346951,0.7605624993642172,0.9173811276753744,0.15681862831115723
97,-0.97391456,-0.92839944,"('superior', 'inferior')",-1.26742,-1.2049237,-0.92436695,-1.050643,-1.0552338759104412,-1.0613220532735188,-0.0060881773630776514
104,-0.92602944,-0.9266495,"('conventional', 'unconventional')",-0.7531458,-0.5642414,-1.0245764,-0.83001906,-0.9012505213419596,-0.7736366589864095,0.12761386235555006
70,0.91169584,0.8752875,"('wise', 'unwise')",1.2014536,1.3429816,0.82064724,0.9672599,0.9779322147369385,1.0618429978688557,0.08391078313191724
44,-0.90948296,-0.9917191,"('truthful', 'untruthful')",-1.6030543,-1.3388319,-1.9114319,-1.7598417,-1.4746564229329426,-1.36346435546875,0.11119206746419263
71,-0.90712726,-1.1444553,"('efficient', 'inefficient')",-0.3627236,-0.71786916,-0.7921712,-1.1854296,-0.6873406569163004,-1.0159180164337158,-0.3285773595174154
0,-0.89310837,-0.7589803,"('sociable', 'unsociable')",-0.49338287,-0.59448147,-0.6392755,-0.4923362,-0.6752556165059408,-0.6152660051981608,0.05998961130778002
21,0.89021087,0.94165283,"('nice', 'nasty')",0.6531046,0.46266288,1.4812173,1.4868929,1.0081775983174641,0.9637362162272135,-0.044441382090250614
61,0.8621995,0.8660313,"('rational', 'irrational')",0.17967777,0.5030538,0.57471806,0.890665,0.5388650894165039,0.7532500425974528,0.21438495318094886
100,-0.8606529,-0.5390071,"('influential', 'uninfluential')",-0.86383355,-0.67190015,-1.2052035,-1.0738437,-0.976563294728597,-0.7615836461385092,0.2149796485900879
83,-0.83497316,-0.7219372,"('energetic', 'lethargic')",0.3423726,0.10608402,-0.29824078,-0.5093995,-0.2636137803395589,-0.37508424123128253,-0.11147046089172363
18,-0.79494226,-0.7914065,"('social', 'asocial')",-0.26464605,-0.4025116,-0.25203925,-0.20041604,-0.4372092088063558,-0.4647780656814575,-0.027568856875101744
31,-0.7896644,-0.82838154,"('altruistic', 'egoistic')",-0.83142483,-0.44991562,-1.1402819,-0.96902996,-0.9204570452372233,-0.7491090297698975,0.1713480154673258
82,0.77047956,0.7604826,"('industrious', 'meek')",0.17136958,0.4032678,0.77746147,0.87135136,0.5731035073598226,0.6783672968546549,0.10526378949483228
2,-0.7458542,-0.78993237,"('friendly', 'unfriendly')",-0.5102539,-0.739346,-0.0784578,-0.2235583,-0.4448552926381429,-0.5842789014180502,-0.13942360877990728
68,-0.74331367,-1.0293237,"('clever', 'inept')",-0.72433186,-0.9292605,-0.80639875,-0.8430461,-0.7580147584279379,-0.9338767528533936,-0.1758619944254557
65,-0.71883345,-0.949174,"('practical', 'impractical')",-1.1640096,-1.2828547,-1.7485987,-1.7697839,-1.210480531056722,-1.3339374860127766,-0.12345695495605469
80,0.672998,0.61315733,"('independent', 'dependent')",1.0944304,1.0425181,0.8288838,0.8355802,0.8654374281565348,0.830418586730957,-0.03501884142557776
60,-0.6692379,-0.5763549,"('educated', 'uneducated')",-0.19232157,-0.15794066,-0.2838024,-0.10570589,-0.3817873001098633,-0.2800004879633586,0.1017868121465047
98,-0.6675198,-0.65685654,"('prestigious', 'insignificant')",-0.9078804,-0.7206371,-0.8113584,-0.7607793,-0.7955861886342367,-0.7127576669057211,0.08282852172851562
85,-0.6388803,-0.5337378,"('ambitious', 'unambitious')",-0.5714867,-0.5313775,-1.3025942,-1.2207353,-0.8376537164052328,-0.7619501749674479,0.0757035414377849
102,-0.628519,-0.7317023,"('eminent', 'low')",-0.98365104,-0.7755661,-0.7060071,-0.75617343,-0.7727257410685221,-0.7544806003570557,0.018245140711466434
109,0.62407064,0.63116145,"('conservative', 'liberal')",0.22357988,0.082274325,0.17157738,0.26519418,0.33974262078603107,0.3262099822362264,-0.013532638549804688
108,0.62407064,0.63116145,"('conservative', 'liberal')",0.22357988,0.082274325,0.17157738,0.26519418,0.33974262078603107,0.3262099822362264,-0.013532638549804688
87,-0.597139,-0.60464346,"('dedicated', 'undedicated')",-0.71277374,-0.84433496,-0.6585965,-0.6460563,-0.6561697324117025,-0.698344866434733,-0.042175134023030525
72,-0.58095217,-0.5907874,"('logical', 'illogical')",-1.650796,-1.5241417,-1.4613516,-1.2473375,-1.2310332457224529,-1.1207555135091145,0.11027773221333836
77,0.57463545,0.76998127,"('active', 'inactive')",0.12281275,0.37872085,0.9946095,1.192161,0.5640192031860352,0.7802877426147461,0.21626853942871094
47,-0.5741623,-0.44689608,"('forgiving', 'unforgiving')",-0.67869234,-0.71599984,-0.66855145,-0.5079165,-0.6404686768849691,-0.5569374561309814,0.08353122075398767
14,0.56101143,0.44098565,"('supportive', 'unsupportive')",0.15475982,0.17969304,0.7348422,0.71492016,0.48353783289591473,0.4451996088027954,-0.03833822409311932
55,-0.55836403,-0.6815933,"('intelligent', 'unintelligent')",-1.0941279,-0.9718389,-1.2164507,-1.3283055,-0.9563142458597819,-0.9939125378926595,-0.03759829203287768
35,0.55453646,0.53877044,"('fair', 'unfair')",0.79550576,0.8689961,0.96224964,1.0700475,0.7707639535268148,0.8259380658467611,0.05517411231994629
22,0.5463804,0.62958264,"('welcoming', 'disagreeable')",0.8545998,0.97106177,0.7014453,0.7593084,0.7008085250854492,0.7866508960723877,0.08584237098693848
62,-0.54604477,-0.471151,"('creative', 'uncreative')",-1.0884738,-0.90699655,-0.82681,-0.85074914,-0.8204428354899088,-0.7429655392964681,0.07747729619344068
90,0.5332309,0.27008808,"('motivated', 'unmotivated')",0.5030787,0.43034115,0.8186657,0.62786174,0.6183250745137533,0.4427636464436849,-0.17556142807006841
4,-0.5083642,-0.6649331,"('likable', 'unlikable')",-1.85429,-1.6326029,-0.9348584,-0.7498221,-1.0991708437601726,-1.0157860120137532,0.08338483174641942
26,0.5017766,0.58360636,"('trustworthy', 'untrustworthy')",0.92920387,0.7656623,0.8105017,0.7040224,0.7471607526143392,0.6844303607940674,-0.06273039182027185
23,0.49188763,0.18361822,"('hospitable', 'inhospitable')",1.0331236,0.99884444,0.9858093,1.0645393,0.8369402090708414,0.7490007082621256,-0.08793950080871582
59,0.4723594,0.482344,"('skillful', 'clumsy')",-0.2896645,-0.11961262,-0.053848043,0.23575796,0.042948946356773376,0.19949644804000854,0.15654750168323517
15,0.4721975,0.66655827,"('polite', 'impolite')",0.267316,0.14745384,-0.08721167,0.0688092,0.2174339493115743,0.29427377382914227,0.07683982451756796
67,-0.46490434,-0.5505563,"('discriminating', 'undiscriminating')",-0.9282924,-1.0111182,-0.68903357,-0.55513966,-0.6940767765045166,-0.7056047121683756,-0.011527935663859012
43,-0.44662353,-0.46177638,"('genuine', 'fake')",-0.5801138,-0.28983444,-0.35976893,-0.39489722,-0.46216877301534015,-0.38216932614644367,0.07999944686889648
96,-0.4401865,-0.3346392,"('powerful', 'powerless')",-0.89872736,-0.6293488,-0.29473275,0.027237907,-0.5445489088694254,-0.3122500379880269,0.2322988708813985
52,-0.41908407,-0.33335873,"('competitive', 'uncompetitive')",-0.4150998,-0.5570884,-0.1115095,-0.12920862,-0.31523112456003827,-0.33988523483276367,-0.024654110272725405
17,-0.38569644,-0.09814489,"('social', 'antisocial')",-0.52341515,-0.3696351,-0.5194613,-0.243565,-0.4761909643809001,-0.23711498578389487,0.23907597859700522
54,0.37811017,0.08122331,"('smart', 'stupid')",0.24423783,0.3459072,-0.34791493,-0.43738,0.09147769212722778,-0.0034164885679880777,-0.09489418069521587
94,0.37021977,0.4412377,"('aggressive', 'submissive')",0.30332133,0.2254597,-0.041279674,-0.00032106042,0.21075379848480225,0.2221254507700602,0.011371652285257966
103,0.35492963,0.17077278,"('traditional', 'modern')",1.2014313,0.91588926,1.2609844,1.1385317,0.9391151269276937,0.7417312463124593,-0.19738388061523438
7,0.35031992,0.073311895,"('outgoing', 'distant')",1.0719509,1.2160964,0.51873267,0.30215824,0.6470011472702026,0.5305221875508627,-0.11647895971933997
92,0.3199749,0.041520134,"('unwavering', 'wavering')",0.38155305,0.49590546,0.34147456,0.45556033,0.34766749540964764,0.3309953014055888,-0.016672194004058838
16,-0.317675,-0.16700527,"('social', 'antisocial')",-0.69916284,-0.78991723,-0.7046344,-0.49081394,-0.5738240877787272,-0.4825788338979085,0.09124525388081867
45,-0.31052,-0.42580608,"('cooperative', 'exploitative')",-0.22748503,-0.4512816,0.741469,0.4567817,0.06782134373982747,-0.1401020089785258,-0.20792335271835327
99,-0.305866,-0.55161226,"('prestigious', 'insignificant')",-0.6800405,-0.35833645,-0.16961017,-0.027954489,-0.38517220815022785,-0.3126343886057536,0.07253781954447425
30,-0.30334777,-0.40583444,"('honest', 'dishonest')",-0.84453684,-0.89991206,-0.49849597,-0.5618857,-0.5487935145696005,-0.6225440899531046,-0.07375057538350416
39,0.29421481,0.4031031,"('right', 'wrong')",-0.64509076,-0.3063509,-0.8147624,-0.4080206,-0.3885461091995239,-0.10375611980756123,0.2847899893919627
24,-0.2468338,-0.3563423,"('thoughtful', 'rough')",-0.37161133,-0.491765,-0.22581847,-0.45803267,-0.28142120440800983,-0.4353799819946289,-0.15395877758661908
89,-0.24402966,-0.32542813,"('daring', 'anxious')",-0.25928453,-0.41906983,-0.016061693,-0.006364763,-0.17312530676523843,-0.25028757254282635,-0.07716226577758792
8,0.22557236,-0.12180326,"('open', 'distant')",0.87499905,0.9689125,0.50549227,0.26455578,0.5353545347849528,0.37055500348409015,-0.1647995313008626
51,-0.21623412,-0.2402616,"('competent', 'incompetent')",-0.3471384,-0.5363367,-0.8783699,-0.8789133,-0.48058080673217773,-0.5518372058868408,-0.07125639915466309
20,-0.19502723,-0.17028275,"('popular', 'unpopular')",-0.6344295,-0.52214867,-0.5868372,-0.121349335,-0.4720979531606038,-0.27126026153564453,0.2008376916249593
79,0.17693359,0.29867977,"('determined', 'doubtful')",0.11163589,0.076673955,-0.3492869,-0.13332415,-0.020239144563674927,0.08067652583122253,0.10091567039489746
76,0.16422866,0.13889575,"('secure', 'insecure')",0.22325857,-0.18944946,0.49087232,0.2554301,0.2927865187327067,0.06829213102658589,-0.22449438770612085
57,-0.13728698,-0.3199208,"('able', 'unable')",0.008239716,-0.21272838,0.16306627,0.044638887,0.011339669426282247,-0.16267009576161703,-0.1740097651878993
107,-0.083773345,0.08019143,"('conventional', 'modern')",0.5704055,0.3853928,-0.22918999,0.017534435,0.0858140488465627,0.1610395610332489,0.0752255121866862
5,0.081914335,0.06334135,"('pleasant', 'repellent')",0.092301935,-0.08702946,0.22102197,0.17349571,0.13174607356389365,0.049935867389043175,-0.08181020617485046
69,0.080348104,0.1272888,"('wise', 'foolish')",-0.0758895,0.1129311,-0.5379758,-0.24821621,-0.17783906062444052,-0.002665435274442037,0.17517362534999847
106,-0.07615426,-0.16974434,"('conventional', 'unconventional')",-0.28883123,-0.29006392,-0.34211016,-0.06366268,-0.23569854100545248,-0.17449031273523966,0.06120822827021283
25,-0.06615996,-0.2982019,"('moral', 'immoral')",-1.0852605,-1.1289545,-0.45631158,-0.5160389,-0.5359106858571371,-0.6477317810058594,-0.1118210951487223
91,0.06134908,-0.061901867,"('resilient', 'nonresilient')",0.1704928,0.13492635,0.20859194,0.20483845,0.14681126674016318,0.09262097875277202,-0.05419028798739116
93,-0.049559236,0.28893882,"('dominating', 'dominated')",0.060693204,-0.05754946,0.3993591,0.30242062,0.1368310252825419,0.17793665329615274,0.04110562801361084
110,-0.023275584,0.03465888,"('narrow-minded', 'open-minded')",0.43862128,0.26596808,0.6028088,0.5600815,0.33938483397165936,0.28690282503763836,-0.052482008934020996
19,-0.019313097,0.088356614,"('funny', 'boring')",-1.0843524,-0.8834193,-0.010463953,0.022358716,-0.3713764746983846,-0.25756798187891644,0.11380849281946814
