,duke_male,duke_female,tuple,energy_male,energy_female,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
9,-1.2557875,-0.69949406,"('sensitive', 'insensitive')",-1.2423394,-1.5221517,-1.0999589,-1.0613891,-0.98445404,-0.92043555,-1.1456350088119507,-1.0508675575256348,0.09476745128631592
7,1.2547714,-0.050787568,"('outgoing', 'distant')",-0.41773307,-0.8313813,1.2281502,1.04766,0.8801502,0.5827791,0.7363346815109253,0.18706755340099335,-0.549267128109932
65,-1.202384,0.024036229,"('practical', 'impractical')",-1.426974,-1.4531281,-0.9191679,-0.87139773,-1.6388373,-1.5554767,-1.296840786933899,-0.9639915823936462,0.3328492045402527
10,-1.1942034,-1.1915104,"('affectionate', 'unaffectionate')",-0.84094787,-0.8618451,-0.05168128,0.14470398,0.7698784,0.8342984,-0.32923853397369385,-0.26858827471733093,0.060650259256362915
1,-1.1835811,-1.3083253,"('friendly', 'unfriendly')",-1.4947081,-1.5528017,-1.3676949,-1.0302336,0.03334117,0.025989413,-1.0031607151031494,-0.9663428068161011,0.03681790828704834
102,-1.1818163,-0.6194724,"('eminent', 'low')",-0.76265794,-0.798442,-0.53147554,-0.3426346,-0.2643765,-0.27766025,-0.6850815415382385,-0.5095522999763489,0.17552924156188965
73,-1.1251827,-0.88722944,"('brilliant', 'incompetent')",-1.1197927,-1.2840816,-1.5508811,-1.81595,-1.3390191,-1.6772346,-1.2837189435958862,-1.416123867034912,-0.13240492343902588
68,-1.1228602,-1.3105661,"('clever', 'inept')",-0.8852843,-1.0242932,-0.914963,-0.89569235,-0.6454199,-0.8717228,-0.8921318054199219,-1.0255686044692993,-0.13343679904937744
8,1.1075218,-0.2757956,"('open', 'distant')",0.015616775,-0.39126012,1.4154859,1.2487043,1.1676544,0.7915691,0.9265697002410889,0.34330442547798157,-0.5832652747631073
82,1.0837336,0.4450809,"('industrious', 'meek')",0.16275325,0.31982812,1.0922787,1.2331986,1.3513242,1.312031,0.9225224256515503,0.8275346755981445,-0.09498775005340576
45,-1.037444,-0.6454208,"('cooperative', 'exploitative')",-0.23946713,-0.34826183,-1.1704645,-0.9724724,-1.0277846,-0.9165996,-0.8687900900840759,-0.7206886410713196,0.14810144901275635
74,-1.0291443,-0.7549614,"('insightful', 'unperceptive')",-1.1133182,-1.2003164,-1.2442702,-1.3193259,-0.31318325,-0.21756577,-0.9249789714813232,-0.8730424046516418,0.051936566829681396
18,-0.9980238,-0.5614219,"('social', 'asocial')",-1.2283826,-1.0912683,-0.15735155,-0.051664025,-1.5692225,-1.306341,-0.9882450699806213,-0.7526738047599792,0.2355712652206421
42,0.9384502,0.055850685,"('amicable', 'hostile')",0.94391453,1.2263803,1.0745797,1.3420484,1.8091202,1.8213055,1.1915161609649658,1.111396312713623,-0.08011984825134277
44,-0.9330899,-0.8319419,"('truthful', 'untruthful')",-1.2910852,-1.3307499,-0.6980455,-0.76625013,-0.44683415,-0.3493275,-0.8422636985778809,-0.8195673823356628,0.022696316242218018
97,-0.8737143,-0.7239692,"('superior', 'inferior')",-0.63435173,-0.7680914,-1.0777923,-1.0853717,-0.99121296,-0.8188501,-0.8942677974700928,-0.8490706086158752,0.04519718885421753
83,-0.84789,-0.1793786,"('energetic', 'lethargic')",-0.28009254,-0.43954524,-0.38989562,-0.51259035,-0.80170095,-0.6726756,-0.5798947811126709,-0.45104745030403137,0.12884733080863953
88,0.8202693,0.31315714,"('impulsive', 'meek')",0.9253155,1.0487615,1.447821,1.2792021,1.563556,1.8192687,1.1892404556274414,1.1150974035263062,-0.07414305210113525
70,0.8194147,0.6858128,"('wise', 'unwise')",0.5034476,0.42497784,1.1597657,1.1573492,1.675778,1.6813757,1.039601445198059,0.9873788952827454,-0.05222254991531372
64,-0.8046698,0.18451834,"('clever', 'incompetent')",-0.7492933,-0.5758775,-1.1046457,-1.0655162,-1.4687406,-1.580534,-1.0318373441696167,-0.7593523263931274,0.27248501777648926
100,-0.79675275,-0.30656278,"('influential', 'uninfluential')",-1.1249428,-0.9105959,-0.63892,-0.5221347,-0.52025104,-0.49207926,-0.7702166438102722,-0.5578431487083435,0.2123734951019287
56,0.76766133,0.6989485,"('intelligent', 'dumb')",-0.0067700744,0.018054515,1.6987584,1.7227203,0.690233,1.0119772,0.7874706387519836,0.862925112247467,0.0754544734954834
21,0.7620799,0.54597384,"('nice', 'nasty')",0.40300232,0.26198947,0.38468748,0.27212715,0.35453856,0.31382322,0.47607704997062683,0.34847843647003174,-0.1275986135005951
96,-0.75416386,-0.3838764,"('powerful', 'powerless')",-1.5990961,-1.1854222,-0.0942453,0.08052668,-0.45298013,-0.42514718,-0.7251213192939758,-0.4784797728061676,0.24664154648780823
19,-0.7420294,-0.2920404,"('funny', 'boring')",0.16994846,0.32816315,0.41201538,0.5815117,-0.057115197,0.104435325,-0.05429519712924957,0.18051743507385254,0.2348126322031021
98,-0.7329301,-1.4971062,"('prestigious', 'insignificant')",-0.21217108,-0.2721787,-0.5078856,-0.44825798,0.27524158,0.15429056,-0.2944362759590149,-0.5158131122589111,-0.22137683629989624
43,-0.72097415,-0.38968498,"('genuine', 'fake')",-0.8335165,-0.92764646,-0.23435366,-0.21506564,0.3768835,0.38788807,-0.35299018025398254,-0.2861272394657135,0.06686294078826904
54,0.70938915,0.30848607,"('smart', 'stupid')",-0.9983467,-1.2118996,0.42693397,0.34929267,0.84912705,0.60384494,0.24677586555480957,0.012431010603904724,-0.23434485495090485
33,-0.69592714,-0.7426658,"('softhearted', 'hardhearted')",-0.9846002,-1.223373,-1.0268513,-0.9268272,-0.62816787,-0.6920396,-0.8338866233825684,-0.8962264060974121,-0.06233978271484375
2,-0.6874229,0.54936516,"('friendly', 'unfriendly')",-0.50260067,-0.3624283,-1.418464,-1.5280867,-1.6722184,-1.4798024,-1.0701764822006226,-0.7052380442619324,0.3649384379386902
99,-0.61148095,-1.3643754,"('prestigious', 'insignificant')",-0.4636646,-0.4681207,0.29116943,0.51564914,0.7842057,0.64763576,5.739927291870117e-05,-0.16730277240276337,-0.16736017167568207
103,0.6098742,0.7167785,"('traditional', 'modern')",1.4928405,1.5076072,0.6515223,0.51988685,0.68126935,0.61791956,0.858876645565033,0.840548038482666,-0.018328607082366943
41,0.5995213,-0.20079023,"('incorrupt', 'corrupt')",1.4368062,1.3471118,1.3548378,1.374502,2.200282,2.1927314,1.3978618383407593,1.1783887147903442,-0.21947312355041504
4,-0.59664905,-0.47668603,"('likable', 'unlikable')",-1.5519984,-1.378438,-0.6973594,-0.49110615,0.38617718,0.37986428,-0.614957332611084,-0.4915914535522461,0.12336587905883789
62,-0.57936835,-0.9518046,"('creative', 'uncreative')",-1.1806245,-1.1672808,-0.33273518,-0.144564,-0.56264377,-0.6173538,-0.6638429760932922,-0.7202507257461548,-0.05640774965286255
14,0.5759675,0.34681278,"('supportive', 'unsupportive')",0.29657727,0.117815405,1.4877679,1.4867378,-0.059206426,-0.05194989,0.5752765536308289,0.474854052066803,-0.10042250156402588
47,-0.5491446,-0.028932452,"('forgiving', 'unforgiving')",0.18629563,0.33839262,-0.80979,-0.5174874,-0.45840046,-0.068962395,-0.4077598750591278,-0.06924740970134735,0.33851246535778046
107,0.53602624,1.394089,"('conventional', 'modern')",1.303526,1.2869473,0.41894037,0.40934473,1.0958123,1.6039909,0.8385762572288513,1.1735929250717163,0.335016667842865
80,0.5055628,0.39702156,"('independent', 'dependent')",0.44011948,0.3208071,0.50642145,0.6569986,0.56695527,0.6444183,0.5047647356987,0.5048113465309143,4.661083221435547e-05
55,-0.49550876,-0.14618018,"('intelligent', 'unintelligent')",-1.4579399,-1.3499066,-1.5241168,-1.5656445,-0.3138889,-0.4464134,-0.9478635787963867,-0.8770362138748169,0.07082736492156982
16,0.48877704,1.4331851,"('social', 'antisocial')",-0.8901634,-0.54829955,-0.3652128,-0.106381685,-0.8021402,-0.50254613,-0.392184853553772,0.06898944079875946,0.46117429435253143
24,-0.47186393,-0.21386866,"('thoughtful', 'rough')",-1.1865315,-1.0124934,-1.4458349,-1.2531471,-0.80838597,-1.0449764,-0.9781540632247925,-0.8811213970184326,0.09703266620635986
57,-0.46555942,-0.19897653,"('able', 'unable')",-1.177836,-1.3267133,-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.6585358381271362,-0.6574625968933105,0.0010732412338256836
90,0.43733785,0.2321319,"('motivated', 'unmotivated')",0.23011503,0.21945208,0.5462045,0.32156423,-0.115985096,-0.5120882,0.27441805601119995,0.0652649998664856,-0.20915305614471436
0,-0.43564206,0.52123123,"('sociable', 'unsociable')",-0.38354656,-0.16079536,-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.5931451320648193,-0.1588291972875595,0.4343159347772598
22,0.4147094,0.07605532,"('welcoming', 'disagreeable')",1.2357355,1.2778991,1.6342537,1.9070294,0.5636344,0.47769773,0.9620832800865173,0.9346704483032227,-0.027412831783294678
77,0.41453528,0.12339404,"('active', 'inactive')",0.7957827,0.9051944,1.3215332,1.4822655,0.7132806,0.8810775,0.8112829923629761,0.8479828238487244,0.03669983148574829
85,-0.41059095,-0.19658887,"('ambitious', 'unambitious')",-0.98706454,-0.84022045,-0.31822163,-0.35626906,0.013987601,0.106343,-0.4254723787307739,-0.3216838240623474,0.10378855466842651
17,0.40605816,1.0329794,"('social', 'antisocial')",-0.6563835,-0.44496354,-0.2864834,0.066805124,-0.42820126,-0.10149157,-0.24125249683856964,0.138332337141037,0.37958483397960663
67,-0.40441105,-0.24984564,"('discriminating', 'undiscriminating')",-0.9628219,-0.76276815,-0.98974335,-0.78308094,0.70384866,0.7983501,-0.4132819175720215,-0.2493361532688141,0.1639457643032074
5,0.4032044,0.63633674,"('pleasant', 'repellent')",0.10114539,0.122558266,-1.2856472,-1.3148067,-0.097297505,-0.30082503,-0.21964870393276215,-0.21418416500091553,0.005464538931846619
89,-0.38303107,0.35444894,"('daring', 'anxious')",0.13400085,0.16464601,-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.44381600618362427,-0.3509076237678528,0.09290838241577148
84,-0.38213032,-0.7926501,"('self-confident', 'diffident')",-1.3942723,-1.4147456,0.04052466,0.12735969,-0.24383731,-0.37390593,-0.49492883682250977,-0.6134854555130005,-0.11855661869049072
92,-0.37378156,-0.9460001,"('unwavering', 'wavering')",0.11890273,-0.021496236,0.30593115,0.17524163,1.0242958,0.81975317,0.268837034702301,0.0068746209144592285,-0.2619624137878418
109,0.36959437,0.9779862,"('conservative', 'liberal')",0.26427877,0.41092554,-0.18954298,-0.3518635,-1.097023,-1.0688727,-0.16317322850227356,-0.007956117391586304,0.15521711111068726
108,0.36959437,0.9779862,"('conservative', 'liberal')",0.26427877,0.41092554,-0.18954298,-0.3518635,-1.097023,-1.0688727,-0.16317322850227356,-0.007956117391586304,0.15521711111068726
79,-0.35778713,0.13956854,"('determined', 'doubtful')",0.1727868,0.20599775,0.44676286,0.76036924,0.31559122,0.37995023,0.1443384289741516,0.37147146463394165,0.22713303565979004
23,-0.35658997,-0.96716666,"('hospitable', 'inhospitable')",0.5184783,0.28793144,0.7526314,0.81820834,1.1858441,1.118948,0.5250909328460693,0.3144802749156952,-0.21061065793037415
104,-0.34447277,-1.0895462,"('conventional', 'unconventional')",-0.58085644,-0.39560443,-0.7870131,-0.6860226,0.09214801,-0.08103579,-0.40504854917526245,-0.563052237033844,-0.15800368785858154
91,0.30536848,0.13167909,"('resilient', 'nonresilient')",0.09876719,-0.06429429,-0.1504333,-0.20740606,0.2389951,-0.08850193,0.12317436933517456,-0.05713079869747162,-0.18030516803264618
31,-0.3036241,-0.499856,"('altruistic', 'egoistic')",-0.83660614,-0.67219025,-0.277474,-0.047681987,0.63122517,0.40067068,-0.19661973416805267,-0.20476439595222473,-0.008144661784172058
39,-0.29849416,-0.6340859,"('right', 'wrong')",-0.4186951,-0.26159558,0.6349007,0.8346789,0.26922962,0.41019645,0.046735264360904694,0.08729846030473709,0.0405631959438324
110,0.25665918,0.04144603,"('narrow-minded', 'open-minded')",0.8593237,0.92003554,0.15512341,0.24599168,-0.38863587,-0.16592145,0.22061759233474731,0.26038795709609985,0.03977036476135254
93,-0.23938085,0.41568816,"('dominating', 'dominated')",0.13787365,0.3614059,-0.022973418,-0.17457613,-1.2408098,-0.70492834,-0.3413226008415222,-0.025602594017982483,0.31572000682353973
26,0.23221067,0.7017397,"('trustworthy', 'untrustworthy')",0.9430556,1.1012136,0.38654366,0.5214009,-0.7467338,-0.48269907,0.2037690281867981,0.46041378378868103,0.25664475560188293
30,-0.19980857,0.23148754,"('honest', 'dishonest')",-0.778649,-0.8185479,-0.7890542,-0.85744035,-0.46290857,-0.09674831,-0.5576050877571106,-0.3853122591972351,0.1722928285598755
20,0.18958256,0.27508277,"('popular', 'unpopular')",-0.10486728,-0.030290306,-0.1849665,-0.17244402,1.8974743,1.6604376,0.44930577278137207,0.4331965148448944,-0.01610925793647766
51,0.15051751,0.6537311,"('competent', 'incompetent')",-0.09706029,-0.08046158,-0.11847064,-0.098713234,0.07464939,0.2558064,0.002408992499113083,0.18259067833423615,0.18018168583512306
72,-0.14435874,-0.00911662,"('logical', 'illogical')",-1.5735381,-1.446734,-1.4069908,-1.3363023,-0.42463043,-0.11634571,-0.8873794674873352,-0.7271246314048767,0.1602548360824585
59,0.13756219,0.51596624,"('skillful', 'clumsy')",-0.053971574,0.05108726,0.07095654,0.19477667,1.3879981,1.4707971,0.3856363296508789,0.5581567883491516,0.1725204586982727
15,-0.13688892,0.7166941,"('polite', 'impolite')",0.6464133,0.771343,0.51423466,0.6083,-0.60293305,-0.018667951,0.10520651936531067,0.5194172859191895,0.4142107665538788
76,-0.06764883,0.6726228,"('secure', 'insecure')",-0.26303387,-0.1019059,-0.27963996,-0.35239786,-0.46814716,-0.3669712,-0.2696174383163452,-0.037163034081459045,0.23245440423488617
71,-0.06580806,0.7693819,"('efficient', 'inefficient')",-1.7167315,-1.8953872,-1.1294833,-1.2358482,-1.2771156,-1.4559102,-1.0472846031188965,-0.9544409513473511,0.09284365177154541
94,0.054296672,1.2260607,"('aggressive', 'submissive')",-0.68141377,-0.5293621,-0.09218556,-0.26384047,-0.6174553,-0.32319823,-0.3341894745826721,0.027414992451667786,0.3616044670343399
69,0.03974378,-0.3095894,"('wise', 'foolish')",-0.658881,-0.558529,0.44740218,0.6480955,0.5438058,0.65526724,0.09301768243312836,0.10881108045578003,0.015793398022651672
105,-0.025969386,-0.39575714,"('conventional', 'modern')",-0.18929489,-0.3269417,-0.48005888,-0.4712868,0.8306431,0.5736888,0.03382998704910278,-0.15507419407367706,-0.18890418112277985
106,0.023072049,0.017055005,"('conventional', 'unconventional')",-0.0683441,0.13405475,-0.62033725,-0.33703667,1.2797227,0.963664,0.1535283476114273,0.1944342702627182,0.040905922651290894
101,-0.013039783,0.5354046,"('successful', 'unsuccessful')",-1.3551031,-1.2933719,-1.2861463,-1.4652822,-0.6508886,-0.41667444,-0.826294481754303,-0.6599809527397156,0.1663135290145874
52,0.012350202,0.90081,"('competitive', 'uncompetitive')",-0.19016273,-0.13958667,-0.29315704,-0.43968332,-0.82447207,-0.5201275,-0.32386040687561035,-0.04964686930179596,0.2742135375738144
