,fluor_male,fluor_female,tuple,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
50,1.1440208,0.97795653,"('unprejudiced', 'prejudiced')",2.2759738,2.2260273,1.2686491,1.0383911,1.5628811518351238,1.4141249656677246,-0.14875618616739916
12,1.1274705,1.4829285,"('sympathetic', 'unsympathetic')",-1.3533148,-1.4027944,-1.2802973,-1.1208498,-0.5020471811294556,-0.3469052314758301,0.1551419496536255
33,-1.0964904,-1.35594,"('softhearted', 'hardhearted')",-1.0268513,-0.9268272,-0.62816787,-0.6920396,-0.9171698093414307,-0.9916022618611654,-0.07443245251973474
26,1.0955942,1.4086533,"('trustworthy', 'untrustworthy')",0.38654366,0.5214009,-0.7467338,-0.48269907,0.24513467152913412,0.48245171705881756,0.23731704552968344
69,-1.0813723,-1.1763602,"('wise', 'foolish')",0.44740218,0.6480955,0.5438058,0.65526724,-0.030054767926534016,0.04233415921529134,0.07238892714182536
100,1.0771643,1.2388726,"('influential', 'uninfluential')",-0.63892,-0.5221347,-0.52025104,-0.49207926,-0.02733558416366577,0.07488622268040974,0.10222180684407552
89,1.0554303,1.2446342,"('daring', 'anxious')",-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.15693447987238565,-0.22603042920430502,-0.06909594933191937
78,0.9758855,0.3124972,"('active', 'inactive')",2.3321204,1.9112912,1.6742909,1.1332293,1.6607656478881836,1.1190059185028076,-0.541759729385376
83,0.97032106,1.1598414,"('energetic', 'lethargic')",-0.38989562,-0.51259035,-0.80170095,-0.6726756,-0.07375850280125935,-0.008474846680959066,0.06528365612030029
4,-0.9664376,-0.95177007,"('likable', 'unlikable')",-0.6973594,-0.49110615,0.38617718,0.37986428,-0.42587323983510333,-0.35433729489644367,0.07153594493865967
64,0.96161914,1.1693994,"('clever', 'incompetent')",-1.1046457,-1.0655162,-1.4687406,-1.580534,-0.5372557242711385,-0.49221694469451904,0.0450387795766195
31,-0.95974296,-1.0922683,"('altruistic', 'egoistic')",-0.277474,-0.047681987,0.63122517,0.40067068,-0.20199726025263467,-0.24642654259999594,-0.044429282347361265
21,0.949382,0.66947365,"('nice', 'nasty')",0.38468748,0.27212715,0.35453856,0.31382322,0.5628693501154581,0.4184746742248535,-0.14439467589060462
60,0.9408983,1.0049756,"('educated', 'uneducated')",-0.94098175,-0.8681323,-0.794942,-0.4889455,-0.26500848929087323,-0.11736741662025452,0.1476410726706187
17,0.9305688,1.304543,"('social', 'antisocial')",-0.2864834,0.066805124,-0.42820126,-0.10149157,0.07196138302485149,0.4232855240503947,0.3513241410255432
70,0.9133861,0.92295253,"('wise', 'unwise')",1.1597657,1.1573492,1.675778,1.6813757,1.249643325805664,1.2538925011952717,0.004249175389607673
32,-0.8869165,-0.84152424,"('benevolent', 'hardhearted')",-1.3220441,-0.75526094,-0.5565795,-0.20947967,-0.9218467076619467,-0.6020882924397787,0.31975841522216797
55,0.8861546,0.9212156,"('intelligent', 'unintelligent')",-1.5241168,-1.5656445,-0.3138889,-0.4464134,-0.3172836899757385,-0.3636140823364258,-0.046330392360687256
39,-0.8857512,-1.0341367,"('right', 'wrong')",0.6349007,0.8346789,0.26922962,0.41019645,0.006126374006271362,0.07024622956911723,0.06411985556284587
46,0.8274988,0.9061752,"('generous', 'stingy')",2.3762202,2.3003333,0.83456933,0.996935,1.3460961977640789,1.4011478424072266,0.05505164464314771
8,-0.8190069,-0.97726667,"('open', 'distant')",1.4154859,1.2487043,1.1676544,0.7915691,0.5880444447199503,0.35433558622996014,-0.23370885848999018
98,-0.8138733,-0.8526279,"('prestigious', 'insignificant')",-0.5078856,-0.44825798,0.27524158,0.15429056,-0.3488390843073527,-0.3821984529495239,-0.033359368642171205
67,-0.7972712,-0.5075401,"('discriminating', 'undiscriminating')",-0.98974335,-0.78308094,0.70384866,0.7983501,-0.36105529467264813,-0.16409031550089517,0.19696497917175296
81,-0.77703464,-1.1179607,"('industrious', 'lazy')",2.0935724,2.177915,2.0022373,2.030965,1.1062583923339844,1.0303064982096355,-0.07595189412434888
42,-0.75283635,-0.57882077,"('amicable', 'hostile')",1.0745797,1.3420484,1.8091202,1.8213055,0.710287888844808,0.8615110715230306,0.15122318267822266
97,-0.7484416,-0.54846555,"('superior', 'inferior')",-1.0777923,-1.0853717,-0.99121296,-0.8188501,-0.9391489028930664,-0.8175624211629232,0.12158648173014319
0,0.74612355,1.2242774,"('sociable', 'unsociable')",-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.2690894802411397,0.07617489496866862,0.34526437520980835
7,-0.7405704,-0.88949025,"('outgoing', 'distant')",1.2281502,1.04766,0.8801502,0.5827791,0.4559100071589152,0.2469829519589742,-0.208927055199941
49,0.737111,1.022649,"('responsible', 'irresponsible')",-1.4365293,-1.2053922,-1.0568249,-1.0981494,-0.5854144096374512,-0.42696420351664227,0.1584502061208089
3,0.7363156,0.616755,"('likable', 'unlikable')",1.6233785,1.5548921,1.4871099,1.6269121,1.282267967859904,1.2661863962809246,-0.016081571578979492
82,-0.7322194,-1.1183245,"('industrious', 'meek')",1.0922787,1.2331986,1.3513242,1.312031,0.5704611937204996,0.4756350517272949,-0.09482614199320472
38,-0.71678746,-0.31627104,"('kind', 'unkind')",-2.3757577,-1.9031388,-1.1115729,-0.71509457,-1.4013725916544597,-0.9781680901845297,0.42320450146993005
25,0.71164465,1.009619,"('moral', 'immoral')",-1.5206175,-1.3253146,-1.4564099,-1.4396524,-0.7551275889078776,-0.5851160287857056,0.170011560122172
9,0.6371354,0.7675228,"('sensitive', 'insensitive')",-1.0999589,-1.0613891,-0.98445404,-0.92043555,-0.48242584864298504,-0.4047672748565674,0.07765857378641766
86,0.60712737,0.47519955,"('self-reliant', 'helpless')",2.751844,2.6451762,1.5905108,1.749958,1.6498273213704426,1.6234445571899414,-0.026382764180501228
24,-0.6055925,-0.44975346,"('thoughtful', 'rough')",-1.4458349,-1.2531471,-0.80838597,-1.0449764,-0.9532710711161295,-0.9159590403238932,0.03731203079223633
22,0.603099,0.59573436,"('welcoming', 'disagreeable')",1.6342537,1.9070294,0.5636344,0.47769773,0.9336624145507812,0.9934871991475424,0.059824784596761105
101,-0.5717346,-0.5383839,"('successful', 'unsuccessful')",-1.2861463,-1.4652822,-0.6508886,-0.41667444,-0.8362565040588379,-0.8067801793416342,0.02947632471720374
63,-0.5319176,-0.5751095,"('capable', 'incapable')",-1.1376256,-1.0196587,-0.33474922,-0.53823125,-0.6680974960327148,-0.7109998067220052,-0.0429023106892904
80,0.52187896,0.45996553,"('independent', 'dependent')",0.50642145,0.6569986,0.56695527,0.6444183,0.5317518711090088,0.5871274471282959,0.05537557601928711
20,-0.5209106,-0.47829556,"('popular', 'unpopular')",-0.1849665,-0.17244402,1.8974743,1.6604376,0.3971990744272868,0.3365660111109416,-0.060633063316345215
85,0.4908412,0.5362437,"('ambitious', 'unambitious')",-0.31822163,-0.35626906,0.013987601,0.106343,0.062202394008636475,0.09543920556704204,0.03323681155840556
91,0.48054004,0.52688456,"('resilient', 'nonresilient')",-0.1504333,-0.20740606,0.2389951,-0.08850193,0.18970060348510742,0.07699219385782878,-0.11270840962727864
43,-0.47635815,-0.4958367,"('genuine', 'fake')",-0.23435366,-0.21506564,0.3768835,0.38788807,-0.111276110013326,-0.10767141977945964,0.0036046902338663644
96,-0.46355912,-0.14007151,"('powerful', 'powerless')",-0.0942453,0.08052668,-0.45298013,-0.42514718,-0.33692816893259686,-0.16156400243441263,0.17536416649818423
10,-0.4527718,-0.3575062,"('affectionate', 'unaffectionate')",-0.05168128,0.14470398,0.7698784,0.8342984,0.08847510814666748,0.20716540018717447,0.11869029204050699
74,0.44852033,0.6447193,"('insightful', 'unperceptive')",-1.2442702,-1.3193259,-0.31318325,-0.21756577,-0.3696444034576416,-0.2973907987276713,0.07225360472997028
34,-0.43769073,0.04355651,"('loyal', 'disloyal')",-2.017921,-1.7827404,-1.179813,-0.9404594,-1.211808204650879,-0.8932143847147623,0.3185938199361166
11,-0.43157816,-0.35620582,"('caring', 'unaffectionate')",-1.484493,-1.4917997,-0.39734697,-0.45263273,-0.77113938331604,-0.7668793996175131,0.004259983698526981
92,-0.42082113,-0.47245276,"('unwavering', 'wavering')",0.30593115,0.17524163,1.0242958,0.81975317,0.3031352758407593,0.17418068647384644,-0.12895458936691284
79,-0.37087083,-0.28020734,"('determined', 'doubtful')",0.44676286,0.76036924,0.31559122,0.37995023,0.13049441576004028,0.28670404354731244,0.15620962778727215
30,0.36373138,0.76388836,"('honest', 'dishonest')",-0.7890542,-0.85744035,-0.46290857,-0.09674831,-0.2960771322250366,-0.06343343357245128,0.23264369865258533
36,0.35304338,0.59960914,"('tolerant', 'intolerant')",-1.3469197,-1.1648283,-0.8488381,-0.593192,-0.6142381032307943,-0.38613704840342206,0.22810105482737225
106,-0.31465375,-0.24187705,"('conventional', 'unconventional')",-0.62033725,-0.33703667,1.2797227,0.963664,0.11491056283315022,0.12825010220209757,0.013339539368947342
73,0.31142244,0.36889005,"('brilliant', 'incompetent')",-1.5508811,-1.81595,-1.3390191,-1.6772346,-0.8594926198323568,-1.0414315859476726,-0.1819389661153158
77,-0.30996987,-0.5433494,"('active', 'inactive')",1.3215332,1.4822655,0.7132806,0.8810775,0.5749479929606119,0.6066645383834839,0.031716545422871945
35,0.30179918,0.29594558,"('fair', 'unfair')",0.6981856,0.740138,0.53877056,0.72886944,0.5129184722900391,0.5883176724116007,0.07539920012156165
18,0.28943944,0.53232306,"('social', 'asocial')",-0.15735155,-0.051664025,-1.5692225,-1.306341,-0.4790448347727458,-0.2752273480097453,0.2038174867630005
44,0.28741837,0.33089238,"('truthful', 'untruthful')",-0.6980455,-0.76625013,-0.44683415,-0.3493275,-0.2858204245567322,-0.2615617513656616,0.024258673191070557
72,0.2826243,0.44175068,"('logical', 'illogical')",-1.4069908,-1.3363023,-0.42463043,-0.11634571,-0.5163323084513346,-0.33696579933166504,0.17936650911966956
19,-0.2735768,-0.017029524,"('funny', 'boring')",0.41201538,0.5815117,-0.057115197,0.104435325,0.027107795079549152,0.2229724923769633,0.19586469729741413
59,-0.26846793,-0.30510798,"('skillful', 'clumsy')",0.07095654,0.19477667,1.3879981,1.4707971,0.39682888984680176,0.4534885883331299,0.056659698486328125
56,0.24663237,0.36177847,"('intelligent', 'dumb')",1.6987584,1.7227203,0.690233,1.0119772,0.8785412311553955,1.032158613204956,0.15361738204956055
87,-0.24307248,0.048734017,"('dedicated', 'undedicated')",-0.80255353,-0.59696186,-0.63571346,-0.37742674,-0.5604465007781982,-0.3085515300432841,0.2518949707349141
93,0.23728141,0.43821415,"('dominating', 'dominated')",-0.022973418,-0.17457613,-1.2408098,-0.70492834,-0.3421672582626343,-0.1470967729886373,0.19507048527399698
62,-0.22937545,-0.1831575,"('creative', 'uncreative')",-0.33273518,-0.144564,-0.56264377,-0.6173538,-0.3749181429545085,-0.31502509117126465,0.059893051783243834
37,0.212677,-0.2236926,"('good', 'evil')",1.9438914,2.0353565,2.5303283,2.428041,1.5622989336649578,1.413235028584798,-0.14906390508015965
105,-0.2099764,-0.09838014,"('conventional', 'modern')",-0.48005888,-0.4712868,0.8306431,0.5736888,0.04686927795410156,0.001340627670288086,-0.04552865028381348
68,-0.2005529,-0.28699178,"('clever', 'inept')",-0.914963,-0.89569235,-0.6454199,-0.8717228,-0.5869785944620768,-0.6848023732503256,-0.09782377878824877
58,0.18956403,0.30439824,"('able', 'clumsy')",-2.2373161,-1.8838849,-1.5659094,-1.5201012,-1.2045538425445557,-1.033195972442627,0.1713578701019287
61,-0.1783272,-0.1345318,"('rational', 'irrational')",1.1557636,1.3685138,1.4804657,1.715029,0.819300651550293,0.9830036958058676,0.16370304425557458
102,-0.1605581,-0.07721391,"('eminent', 'low')",-0.53147554,-0.3426346,-0.2643765,-0.27766025,-0.3188033898671468,-0.2325029174486796,0.0863004724184672
65,-0.15096402,0.27459362,"('practical', 'impractical')",-0.9191679,-0.87139773,-1.6388373,-1.5554767,-0.9029897054036459,-0.7174269358317057,0.18556276957194018
84,0.1399409,0.02470234,"('self-confident', 'diffident')",0.04052466,0.12735969,-0.24383731,-0.37390593,-0.021123915910720825,-0.0739479660987854,-0.052824050188064575
23,0.10205227,-0.121406555,"('hospitable', 'inhospitable')",0.7526314,0.81820834,1.1858441,1.118948,0.6801759401957194,0.6052499214808146,-0.07492601871490479
54,0.09075437,-0.24067391,"('smart', 'stupid')",0.42693397,0.34929267,0.84912705,0.60384494,0.45560510953267414,0.23748789230982462,-0.21811721722284952
88,-0.082256556,-0.12375376,"('impulsive', 'meek')",1.447821,1.2792021,1.563556,1.8192687,0.9763735135396322,0.991572380065918,0.01519886652628577
47,0.08055006,0.40107095,"('forgiving', 'unforgiving')",-0.80979,-0.5174874,-0.45840046,-0.068962395,-0.39588014284769696,-0.06179294983545939,0.33408719301223755
45,-0.06873718,0.016191706,"('cooperative', 'exploitative')",-1.1704645,-0.9724724,-1.0277846,-0.9165996,-0.7556621233622233,-0.6242934068044027,0.13136871655782056
13,-0.049567103,0.21402976,"('helpful', 'unhelpful')",-3.0271235,-3.0961032,-2.575208,-2.4277782,-1.8839661280314128,-1.76995054880778,0.11401557922363281
29,-0.03919807,-0.049719006,"('honest', 'immoral')",-1.8260021,-1.7521313,-1.9729593,-2.176074,-1.2793865203857422,-1.3259747823079426,-0.04658826192220045
28,0.037082165,0.19626412,"('honest', 'dishonest')",-2.0855794,-2.0146995,-1.27389,-0.99179226,-1.1074624061584473,-0.9367425441741943,0.17071986198425293
57,-0.030672386,-0.10444247,"('able', 'unable')",-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.3404734532038371,-0.40286771456400555,-0.06239426136016846
110,-0.009634435,-0.1535719,"('narrow-minded', 'open-minded')",0.15512341,0.24599168,-0.38863587,-0.16592145,-0.08104896545410156,-0.024500558773676556,0.056548406680425004
