,mylan_male,mylan_female,tuple,n_male,n_female,v_male,v_female,average_male,average_female,female-male
99,-0.994069,-0.9939075,"('prestigious', 'insignificant')",-0.91706413,-0.7277379,-0.20620549,-0.5260147,-0.7057795524597168,-0.749220053354899,-0.043440500895182255
1,-0.9671135,-0.7556852,"('friendly', 'unfriendly')",-1.9972066,-1.6626236,-1.2242303,-1.2347211,-1.3961834907531738,-1.2176766395568848,0.17850685119628906
71,0.9652018,1.0327827,"('efficient', 'inefficient')",0.005706072,-0.17421842,-1.145629,-0.9266069,-0.05824039379755656,-0.02268087863922119,0.035559515158335366
50,0.89952326,0.9142581,"('unprejudiced', 'prejudiced')",2.294519,2.0479226,2.1480231,1.9171569,1.7806884447733562,1.6264457702636719,-0.15424267450968432
109,0.87411493,0.95297456,"('conservative', 'liberal')",0.5714135,0.7224387,-0.24535152,0.051116556,0.4000589847564697,0.5755099455515543,0.1754509607950846
108,0.87411493,0.95297456,"('conservative', 'liberal')",0.5714135,0.7224387,-0.24535152,0.051116556,0.4000589847564697,0.5755099455515543,0.1754509607950846
32,-0.8065732,-0.7538139,"('benevolent', 'hardhearted')",-1.552381,-1.301105,-0.99767333,-0.5485847,-1.1188758214314778,-0.8678345680236816,0.25104125340779615
70,0.79636824,0.8103762,"('wise', 'unwise')",1.1124214,1.1129835,0.8018738,0.6858559,0.9035544395446777,0.869738499323527,-0.03381594022115075
76,0.787932,0.7956346,"('secure', 'insecure')",0.27645972,0.16707093,-0.7890254,-0.48616466,0.09178876876831055,0.15884696443875632,0.06705819567044577
86,0.78389114,0.70657676,"('self-reliant', 'helpless')",2.884202,2.8725212,2.8571506,2.6646552,2.175081253051758,2.0812511444091797,-0.09383010864257812
14,0.7694461,0.7607657,"('supportive', 'unsupportive')",0.9928144,0.8492411,1.1688919,1.1854999,0.97705078125,0.9318355719248453,-0.04521520932515466
29,-0.76782453,-0.78053033,"('honest', 'immoral')",-1.1764169,-1.0778853,-1.4108365,-1.339164,-1.1183592478434246,-1.0658598740895588,0.05249937375386571
67,0.7249695,0.8025714,"('discriminating', 'undiscriminating')",-0.4316334,-0.09701543,-0.67622304,-0.39695802,-0.12762898206710815,0.10286598404248555,0.2304949661095937
16,0.7180665,0.5837176,"('social', 'antisocial')",0.28526917,0.34129095,-0.5720494,-0.13762501,0.14376211166381836,0.26246118545532227,0.1186990737915039
4,-0.6976185,-0.78670067,"('likable', 'unlikable')",-0.22454652,-0.18274283,-0.2552187,-0.12765536,-0.39246126015981037,-0.36569960912068683,0.026761651039123535
98,-0.67783374,-0.8588735,"('prestigious', 'insignificant')",-0.6809229,-0.60913306,-0.38045824,-0.714676,-0.5797382990519205,-0.727560838063558,-0.14782253901163744
104,-0.6702515,-0.6060807,"('conventional', 'unconventional')",-1.2167374,-0.8911365,-0.40200838,-0.38094914,-0.7629990577697754,-0.6260554393132528,0.1369436184565226
91,0.6696595,0.8019548,"('resilient', 'nonresilient')",0.47751153,0.50012755,-0.06351584,-0.10111201,0.3612183729807536,0.40032343069712323,0.03910505771636963
26,0.66823936,0.7243688,"('trustworthy', 'untrustworthy')",0.47620034,0.49948832,0.035752237,0.23334058,0.39339733123779297,0.48573259512583417,0.0923352638880412
33,-0.6516633,-0.31646892,"('softhearted', 'hardhearted')",-1.9520106,-1.6577922,-1.5109761,-1.2732415,-1.371549924214681,-1.08250093460083,0.28904898961385084
85,0.65051544,0.6165932,"('ambitious', 'unambitious')",-0.23322535,-0.25190726,-0.4847662,-0.30999878,-0.02249203125635783,0.018229047457377117,0.04072107871373495
51,0.6274278,0.7275368,"('competent', 'incompetent')",-0.64901394,-0.5623579,-1.194888,-0.9260434,-0.40549135208129883,-0.25362149874369305,0.15186985333760578
37,0.61506736,0.40079775,"('good', 'evil')",0.89304715,1.0426903,1.7557237,1.5535903,1.087946097056071,0.9990261395772299,-0.08891995747884118
82,-0.60086787,-0.79499096,"('industrious', 'meek')",0.1582329,0.21645918,1.2709378,1.2845821,0.27610095342000324,0.2353501319885254,-0.040750821431477846
80,0.5933422,0.61559314,"('independent', 'dependent')",0.667974,0.9138127,0.4371188,0.62025595,0.5661449829737345,0.7165539264678955,0.150408943494161
68,-0.54614854,-0.42548257,"('clever', 'inept')",-0.8210219,-0.89266986,-1.2283007,-1.3146,-0.8651570479075114,-0.8775841395060221,-0.012427091598510742
41,-0.53591436,-0.56102276,"('incorrupt', 'corrupt')",1.1003506,1.3956065,1.5644494,1.3750994,0.7096285820007324,0.7365610599517822,0.026932477951049805
39,-0.5338243,-0.5344696,"('right', 'wrong')",-0.19673279,0.022598028,0.4178436,0.44948432,-0.10423782467842102,-0.02079575260480245,0.08344207207361858
7,-0.52358776,-0.5422446,"('outgoing', 'distant')",0.4721683,0.4263975,1.1667783,0.63354605,0.37178627649943036,0.17256631453831991,-0.19921996196111044
2,0.52276003,0.63300115,"('friendly', 'unfriendly')",-0.41891333,-0.22815096,-1.4386271,-0.8737278,-0.44492681821187335,-0.1562925378481547,0.28863428036371863
77,0.51129824,0.47266054,"('active', 'inactive')",0.5397943,0.83773655,1.0020102,1.1814779,0.6843676567077637,0.830625057220459,0.1462574005126953
8,-0.5035954,-0.44418615,"('open', 'distant')",-0.4415834,-0.45765176,0.70281255,0.24345016,-0.08078875144322713,-0.21946259339650473,-0.1386738419532776
93,0.50228226,0.6892834,"('dominating', 'dominated')",0.80891514,0.7223979,-0.50432754,-0.16105822,0.26895662148793537,0.41687436898549396,0.1479177474975586
110,-0.49663007,-0.68931866,"('narrow-minded', 'open-minded')",-0.34737712,-0.61357,0.03581643,-0.07316089,-0.2693969209988912,-0.45868317286173504,-0.18928625186284387
62,0.49334973,0.62805116,"('creative', 'uncreative')",-0.88692147,-0.6936374,-0.12390709,-0.13636687,-0.1724929412206014,-0.06731769442558289,0.10517524679501852
5,0.47055954,0.41851813,"('pleasant', 'repellent')",-1.063822,-0.9622122,-0.55067885,-0.53992563,-0.3813138008117676,-0.36120657126108807,0.020107229550679506
35,0.46156442,0.5525429,"('fair', 'unfair')",0.31933513,0.6377343,0.15226081,0.25794867,0.31105343500773114,0.48274195194244385,0.1716885169347127
54,0.4427438,0.34593755,"('smart', 'stupid')",0.85720974,0.667572,1.0562954,0.9122108,0.7854162851969401,0.6419067780176798,-0.14350950717926025
106,-0.44133282,-0.3740448,"('conventional', 'unconventional')",-0.10856587,0.2827857,-0.052203774,0.23643479,-0.2007008194923401,0.04839189847310384,0.24909271796544394
81,-0.4320309,-0.6609561,"('industrious', 'lazy')",1.2011476,1.2916951,2.0377383,1.8462074,0.9356183211008707,0.8256487846374512,-0.10996953646341956
44,-0.42649004,-0.45239434,"('truthful', 'untruthful')",-0.23292196,-0.24472101,-0.6704544,-0.73245466,-0.44328880310058594,-0.47652331988016766,-0.033234516779581724
60,0.39570004,0.50662965,"('educated', 'uneducated')",-0.6012199,-0.31006837,-0.93990123,-0.5116198,-0.38180700937906903,-0.10501950979232788,0.27678749958674115
96,0.39444798,0.47623342,"('powerful', 'powerless')",1.0404943,1.2046117,0.07570481,0.34955773,0.5035490194956461,0.6768008867899576,0.17325186729431152
34,-0.3905485,-0.26690006,"('loyal', 'disloyal')",-2.338623,-2.1237693,-2.0421097,-1.7772123,-1.590427080790202,-1.3892938296000164,0.20113325119018555
21,0.37423795,0.20146084,"('nice', 'nasty')",0.83838034,0.7558377,0.8063223,0.6964444,0.6729802290598551,0.5512476364771525,-0.12173259258270264
61,-0.3731708,-0.30172086,"('rational', 'irrational')",0.039054103,0.26790458,0.48820454,0.48120874,0.05136261383692423,0.14913082122802734,0.09776820739110312
74,0.36744207,0.46572462,"('insightful', 'unperceptive')",-0.7814584,-0.7260854,-1.1520991,-1.0433481,-0.522038459777832,-0.43456963698069256,0.08746882279713947
45,-0.33694535,-0.28485307,"('cooperative', 'exploitative')",-0.29586214,-0.35812694,-0.8317045,-0.6641803,-0.48817066351572674,-0.4357200860977173,0.05245057741800946
23,0.33423626,0.21083619,"('hospitable', 'inhospitable')",0.16845459,0.06215155,0.59262305,0.2307804,0.3651046355565389,0.16792269547780356,-0.19718194007873532
17,0.33273834,0.5073135,"('social', 'antisocial')",-0.2542705,-0.0795843,-0.310436,0.12258303,-0.07732272148132324,0.18343740701675415,0.2607601284980774
58,-0.31436163,-0.40421492,"('able', 'clumsy')",-1.9337018,-1.8707173,-1.9428022,-1.6039332,-1.396955172220866,-1.2929550806681316,0.10400009155273438
100,0.31130406,0.58164114,"('influential', 'uninfluential')",-0.7549783,-0.50628096,-1.3679464,-1.0085458,-0.6038735310236613,-0.3110618591308594,0.2928116718928019
84,0.3086266,0.18145159,"('self-confident', 'diffident')",-0.4528792,-0.40303075,0.091870666,0.053954676,-0.017460644245147705,-0.055874829490979515,-0.03841418524583181
43,0.29204282,0.47114697,"('genuine', 'fake')",0.10280892,0.09875609,-0.18602774,-0.099261284,0.06960800290107727,0.1568805972735087,0.08727259437243143
28,-0.2742459,-0.30288213,"('honest', 'dishonest')",-1.1588824,-0.9984759,-1.6770824,-1.4700501,-1.0367368857065837,-0.9238026936848959,0.11293419202168786
88,0.2724442,0.25897956,"('impulsive', 'meek')",1.2489021,1.2099581,1.3987069,1.2300625,0.9733510812123617,0.8996667067209879,-0.07368437449137377
87,-0.25795695,0.043829426,"('dedicated', 'undedicated')",-1.8064857,-1.5233623,-1.6481397,-1.2102493,-1.2375274499257405,-0.8965940475463867,0.34093340237935377
59,0.24399991,0.2520898,"('skillful', 'clumsy')",0.4118963,0.3834336,0.0031814724,0.16568574,0.2196925481160482,0.2670697371164958,0.0473771890004476
13,-0.23569122,-0.22173613,"('helpful', 'unhelpful')",-1.8832288,-2.0352762,-2.8169208,-2.661221,-1.6452802022298176,-1.6394111315409343,0.0058690706888833155
46,0.22324686,0.32254875,"('generous', 'stingy')",0.9647612,1.1075952,2.268475,2.3257937,1.1521610418955486,1.2519791920979817,0.09981815020243312
102,0.21680757,0.23808223,"('eminent', 'low')",-0.13914421,-0.1446411,-0.35308975,-0.22764759,-0.09180879592895508,-0.04473548630873362,0.04707330962022146
63,-0.2037467,-0.109735265,"('capable', 'incapable')",-1.5348551,-1.5125685,-1.5248817,-1.4992033,-1.0878278414408367,-1.040502389272054,0.0473254521687827
55,-0.19488078,-0.19804725,"('intelligent', 'unintelligent')",-0.19392505,-0.037784398,-0.8167049,-0.7583772,-0.40183691183725995,-0.3314029375712077,0.07043397426605225
49,0.1943166,0.37326872,"('responsible', 'irresponsible')",-0.80208653,-0.74406934,-1.3464681,-1.0370853,-0.6514126857121786,-0.46929530302683514,0.18211738268534344
72,0.19418436,0.32095295,"('logical', 'illogical')",-1.1751757,-0.8672482,-1.238184,-1.1798296,-0.7397251129150391,-0.5753749211629232,0.16435019175211585
57,0.18187921,0.17553902,"('able', 'unable')",0.16558108,0.04438296,-0.5818045,-0.5877477,-0.07811474800109863,-0.12260857224464417,-0.04449382424354553
105,-0.1593839,-0.12634541,"('conventional', 'modern')",-1.1187458,-1.045602,-0.8075223,-0.9573494,-0.6952172915140787,-0.7097655932108561,-0.014548301696777344
0,0.1545752,0.33878034,"('sociable', 'unsociable')",-0.7432878,-0.2869783,-1.0891864,-0.51961267,-0.5592996676762899,-0.15593687693277994,0.40336279074351
24,0.1405734,0.307975,"('thoughtful', 'rough')",-0.53078973,-0.29401034,-0.7772228,-0.56059146,-0.3891464074452718,-0.18220893541971842,0.20693747202555338
30,0.12590945,0.17517626,"('honest', 'dishonest')",-0.31252527,-0.12035388,-0.8232681,-0.59203476,-0.3366279602050781,-0.17907079060872397,0.15755716959635416
36,0.12329763,0.2211864,"('tolerant', 'intolerant')",0.021776378,-0.14769857,-0.34709203,-0.27190334,-0.06733934084574382,-0.06613850096861522,0.001200839877128601
92,0.1224435,0.08191252,"('unwavering', 'wavering')",-0.11866778,-0.1744563,0.019012362,-0.30862832,0.007596025864283244,-0.13372403383255005,-0.14132005969683328
47,-0.12216428,-0.1082174,"('forgiving', 'unforgiving')",-0.6178186,-0.51344305,-0.9008901,-0.5217961,-0.5469576517740885,-0.3811521927515666,0.16580545902252192
64,0.102440596,0.08740777,"('clever', 'incompetent')",-0.6910994,-0.62488294,-1.5391831,-1.1804144,-0.7092806498209635,-0.5726298491160074,0.13665080070495605
73,-0.10093939,-0.07875377,"('brilliant', 'incompetent')",-0.7371861,-0.98976564,-1.6921504,-1.8021245,-0.8434252738952637,-0.9568812847137451,-0.11345601081848145
101,0.100034,0.17935947,"('successful', 'unsuccessful')",-0.93858814,-0.7984945,-1.9056362,-1.7134439,-0.9147300720214844,-0.7775262991587321,0.13720377286275232
38,0.09807938,0.19633584,"('kind', 'unkind')",-1.5813867,-1.272541,-1.8889456,-1.3625349,-1.1240843137105305,-0.8129134178161621,0.3111708958943684
19,0.091534555,0.13111377,"('funny', 'boring')",-0.16570687,-0.11864668,0.2665823,0.32112455,0.06413666407267253,0.11119721333185832,0.04706054925918579
20,0.07604575,0.027746871,"('popular', 'unpopular')",-0.30489367,-0.026204497,-0.11332744,-0.10838482,-0.11405845483144124,-0.035614147782325745,0.0784443070491155
65,-0.07199502,0.023254216,"('practical', 'impractical')",-0.96435475,-0.9375031,-1.4020348,-1.0903366,-0.8127948443094889,-0.6681951681772867,0.14459967613220215
22,-0.06873463,-0.21823788,"('welcoming', 'disagreeable')",0.63425064,0.65703046,1.5944141,1.7814515,0.7199767430623373,0.7400813102722168,0.02010456720987952
42,0.056569576,-0.07189351,"('amicable', 'hostile')",0.40117884,0.66867167,1.3119771,1.2445087,0.5899085203806559,0.6137622992197672,0.023853778839111328
79,0.021303713,-0.013099164,"('determined', 'doubtful')",0.5926974,0.7414888,0.1840783,0.50522435,0.26602645715077716,0.41120465596516925,0.1451781988143921
97,-0.013588011,-0.08502276,"('superior', 'inferior')",-1.0645347,-0.8012428,-0.6162338,-0.65918136,-0.5647854804992676,-0.5151489575703939,0.04963652292887366
18,0.0046162605,0.0077072084,"('social', 'asocial')",-0.2653707,-0.24461125,-1.0148461,-0.73791486,-0.4252001841862996,-0.3249396284421285,0.10026055574417114
