,weyerhaeuser_male,weyerhaeuser_female,tuple,average_male,average_female,female-male
19,-0.5880437,-0.51798457,"('funny', 'boring')",-0.5880436897277832,-0.5179845690727234,0.07005912065505981
38,0.5838182,0.74039704,"('kind', 'unkind')",0.5838181972503662,0.740397036075592,0.15657883882522583
20,-0.5794158,-0.61023974,"('popular', 'unpopular')",-0.5794157981872559,-0.6102397441864014,-0.030823945999145508
97,-0.5721865,-0.55694246,"('superior', 'inferior')",-0.5721865296363831,-0.5569424629211426,0.015244066715240479
54,0.53618526,0.3345737,"('smart', 'stupid')",0.5361852645874023,0.3345736861228943,-0.20161157846450806
102,0.4909109,0.5568061,"('eminent', 'low')",0.4909108877182007,0.5568060874938965,0.0658951997756958
57,0.46344227,0.39600718,"('able', 'unable')",0.46344226598739624,0.3960071802139282,-0.06743508577346802
80,0.45987758,0.44124204,"('independent', 'dependent')",0.4598775804042816,0.4412420392036438,-0.018635541200637817
75,0.41899696,0.42829293,"('confident', 'shy')",0.4189969599246979,0.4282929301261902,0.00929597020149231
17,0.41350734,0.6000795,"('social', 'antisocial')",0.413507342338562,0.6000794768333435,0.1865721344947815
87,-0.41047156,-0.30388266,"('dedicated', 'undedicated')",-0.4104715585708618,-0.3038826584815979,0.10658890008926392
3,0.3439971,0.290575,"('likable', 'unlikable')",0.3439970910549164,0.2905749976634979,-0.05342209339141846
53,-0.33408648,-0.32529145,"('smart', 'stupid')",-0.33408647775650024,-0.3252914547920227,0.008795022964477539
106,0.30814078,0.367131,"('conventional', 'unconventional')",0.3081407845020294,0.36713099479675293,0.05899021029472351
4,-0.2900713,-0.29908845,"('likable', 'unlikable')",-0.2900713086128235,-0.2990884482860565,-0.009017139673233032
30,0.26566195,0.39806533,"('honest', 'dishonest')",0.26566195487976074,0.39806532859802246,0.13240337371826172
78,0.22841117,0.072618455,"('active', 'inactive')",0.22841116786003113,0.07261845469474792,-0.1557927131652832
1,-0.22664586,-0.12033096,"('friendly', 'unfriendly')",-0.22664585709571838,-0.12033095955848694,0.10631489753723145
44,0.21820629,0.33719447,"('truthful', 'untruthful')",0.2182062864303589,0.3371944725513458,0.11898818612098694
22,0.21638572,0.1636475,"('welcoming', 'disagreeable')",0.21638572216033936,0.16364750266075134,-0.05273821949958801
101,-0.20408654,-0.15607792,"('successful', 'unsuccessful')",-0.2040865421295166,-0.15607792139053345,0.048008620738983154
93,0.18138987,0.23055941,"('dominating', 'dominated')",0.18138986825942993,0.23055940866470337,0.04916954040527344
32,0.1646604,0.21937782,"('benevolent', 'hardhearted')",0.16466039419174194,0.2193778157234192,0.054717421531677246
43,-0.16419703,-0.19292921,"('genuine', 'fake')",-0.16419702768325806,-0.192929208278656,-0.02873218059539795
40,0.15147609,0.0382908,"('honorable', 'mean')",0.15147608518600464,0.03829079866409302,-0.11318528652191162
79,0.14793153,0.09670563,"('determined', 'doubtful')",0.1479315310716629,0.09670563042163849,-0.051225900650024414
70,0.1438972,0.12001118,"('wise', 'unwise')",0.14389720559120178,0.12001118063926697,-0.023886024951934814
67,0.13997921,0.23182353,"('discriminating', 'undiscriminating')",0.13997921347618103,0.23182353377342224,0.09184432029724121
110,0.13391033,0.081951424,"('narrow-minded', 'open-minded')",0.13391032814979553,0.08195142447948456,-0.051958903670310974
91,0.12918153,0.21206005,"('resilient', 'nonresilient')",0.12918153405189514,0.21206004917621613,0.08287851512432098
10,-0.12829745,0.0004387498,"('affectionate', 'unaffectionate')",-0.12829744815826416,0.0004387497901916504,0.1287361979484558
96,0.122182906,0.1442031,"('powerful', 'powerless')",0.12218290567398071,0.1442030966281891,0.022020190954208374
50,0.11799656,-0.014730185,"('unprejudiced', 'prejudiced')",0.11799655854701996,-0.014730185270309448,-0.1327267438173294
11,-0.10771327,0.055938065,"('caring', 'unaffectionate')",-0.10771326720714569,0.05593806505203247,0.16365133225917816
68,0.10621381,0.074030876,"('clever', 'inept')",0.10621380805969238,0.07403087615966797,-0.032182931900024414
35,-0.082222104,-0.040871084,"('fair', 'unfair')",-0.0822221040725708,-0.04087108373641968,0.04135102033615112
48,-0.06788056,-0.16710913,"('reliable', 'unreliable')",-0.06788056343793869,-0.16710913181304932,-0.09922856837511063
24,0.024693996,0.06253603,"('thoughtful', 'rough')",0.024693995714187622,0.06253603100776672,0.0378420352935791
33,-0.008354902,0.007713318,"('softhearted', 'hardhearted')",-0.008354902267456055,0.00771331787109375,0.016068220138549805
