,mid_male,mid_female,tuple,america_male,america_female,apt_male,apt_female,communities_male,communities_female,average_male,average_female,female-male
32,-1.7560736,-1.5165657,"('benevolent', 'hardhearted')",-1.2179577,-1.0756717,-2.3366108,-2.072166,-1.1432383,-1.1571467,-1.6134700775146484,-1.4553875923156738,0.1580824851989746
3,1.7024617,1.7917368,"('likable', 'unlikable')",1.2563696,1.1612144,2.406153,2.3449023,0.43518484,0.120390624,1.4500423669815063,1.3545609712600708,-0.09548139572143555
81,1.5493627,1.3395193,"('industrious', 'lazy')",1.7467587,1.6007099,1.0610598,1.1182804,1.2444658,0.779021,1.4004117250442505,1.2093827724456787,-0.19102895259857178
1,-1.537935,-1.6638093,"('friendly', 'unfriendly')",-0.29675627,-0.22264045,-2.4847627,-2.1731575,-1.4752333,-1.4458209,-1.448671817779541,-1.376357078552246,0.07231473922729492
24,-1.4943035,-1.1757078,"('thoughtful', 'rough')",-0.7065607,-0.8491152,-1.0923889,-1.31535,0.1464985,0.25801218,-0.7866886258125305,-0.7705402374267578,0.016148388385772705
28,-1.4854667,-1.3041911,"('honest', 'dishonest')",-1.8208299,-1.9633286,-1.2941675,-1.2565408,-1.6235166,-1.4251857,-1.5559951066970825,-1.4873114824295044,0.06868362426757812
33,-1.463193,-1.3349866,"('softhearted', 'hardhearted')",-1.0189095,-1.0978596,-1.7775133,-1.5817838,-1.6053838,-1.66677,-1.466249942779541,-1.4203499555587769,0.04589998722076416
70,1.413849,1.1779978,"('wise', 'unwise')",1.1355124,1.1293551,0.17346945,0.3506067,-0.24487892,-0.28698754,0.6194879412651062,0.5927430391311646,-0.02674490213394165
63,-1.407996,-1.4901614,"('capable', 'incapable')",-0.6621139,-0.8582764,-1.9733999,-1.8802518,-0.34029976,-0.43095177,-1.0959522724151611,-1.1649103164672852,-0.06895804405212402
37,1.4051543,1.1742401,"('good', 'evil')",2.2761602,2.216298,0.7524525,1.0509402,1.4561911,0.95181143,1.4724894762039185,1.3483223915100098,-0.12416708469390869
101,-1.3808383,-0.73946166,"('successful', 'unsuccessful')",-0.84656835,-1.0391347,-0.7669593,-0.5441675,-0.97633314,-0.799676,-0.992674708366394,-0.7806099653244019,0.2120647430419922
29,-1.3720461,-1.1690205,"('honest', 'immoral')",-1.6849523,-2.0263274,-1.0807754,-1.2337806,-0.81017923,-0.8044038,-1.2369881868362427,-1.3083831071853638,-0.0713949203491211
87,-1.3678887,-1.2223266,"('dedicated', 'undedicated')",-1.3751493,-1.2595501,-0.82581544,-0.88593394,-1.7852529,-1.8805561,-1.3385266065597534,-1.3120917081832886,0.026434898376464844
2,-1.3380892,-0.5817708,"('friendly', 'unfriendly')",-1.724035,-1.7009714,0.26552856,-0.020113051,0.09750488,0.4034095,-0.6747726798057556,-0.47486138343811035,0.19991129636764526
9,-1.3048234,-1.1457564,"('sensitive', 'insensitive')",-0.61571807,-0.84482306,-0.09671903,-0.54050624,-1.9610018,-1.9784219,-0.9945656061172485,-1.1273767948150635,-0.13281118869781494
7,1.2960788,0.51521283,"('outgoing', 'distant')",1.8095374,1.7166595,0.25986856,0.1770184,-0.38146025,-0.83881044,0.7460061311721802,0.39252007007598877,-0.3534860610961914
11,-1.1972344,-1.2866635,"('caring', 'unaffectionate')",-1.0476277,-1.2064276,-2.2718186,-2.2042625,-2.7687316,-2.8235025,-1.8213530778884888,-1.880213975906372,-0.0588608980178833
60,-1.165275,-0.46492916,"('educated', 'uneducated')",-2.1433487,-1.7624811,-0.14609861,0.041370064,0.67039335,0.8640477,-0.6960822343826294,-0.3304980993270874,0.365584135055542
41,1.1091428,1.0334586,"('incorrupt', 'corrupt')",1.1425414,1.2469296,-0.057294488,0.3457141,1.649346,1.6069024,0.9609339237213135,1.058251142501831,0.09731721878051758
103,1.066978,1.1999962,"('traditional', 'modern')",1.2393608,1.0770593,1.2109206,1.0699937,1.1893613,1.1535001,1.1766551733016968,1.1251373291015625,-0.05151784420013428
14,1.0644909,0.8170959,"('supportive', 'unsupportive')",0.36719963,0.2350666,1.2403284,1.0636746,-2.062176,-2.5693192,0.1524607539176941,-0.11337053775787354,-0.2658312916755676
47,-1.0091512,-0.7832523,"('forgiving', 'unforgiving')",-0.42861432,-0.35253704,-0.95291615,-0.7968365,-0.90832657,-0.8807782,-0.8247520923614502,-0.7033510208129883,0.12140107154846191
90,1.0063624,0.77192885,"('motivated', 'unmotivated')",0.85744154,0.4992782,1.7035923,1.1681805,0.9321,0.7215324,1.1248739957809448,0.7902299761772156,-0.33464401960372925
88,0.9980198,0.79825747,"('impulsive', 'meek')",0.8238199,0.9012219,0.33652604,0.40459627,1.8233129,1.473521,0.9954196214675903,0.8943991661071777,-0.1010204553604126
23,0.9954128,0.65597254,"('hospitable', 'inhospitable')",0.830296,0.6677165,0.07695985,0.21454775,0.24892528,0.03553854,0.5378984808921814,0.3934438228607178,-0.14445465803146362
102,-0.9901333,-0.689668,"('eminent', 'low')",-1.417602,-1.352294,-1.3803644,-1.0778906,0.24817222,0.23289801,-0.8849818706512451,-0.7217386364936829,0.16324323415756226
42,0.96109307,0.84634936,"('amicable', 'hostile')",1.343042,1.4084377,-0.53208447,-0.00585413,1.6216195,1.4385071,0.8484175205230713,0.9218599796295166,0.07344245910644531
64,-0.9383555,-0.60091186,"('clever', 'incompetent')",-1.4736028,-1.6594862,0.49277246,0.0026227236,-0.6926125,-0.55622923,-0.6529495716094971,-0.7035011053085327,-0.050551533699035645
31,-0.898739,-0.9472269,"('altruistic', 'egoistic')",-0.33860698,-0.2888677,-1.1651349,-0.9453081,-0.18426195,-0.043112546,-0.6466857194900513,-0.5561287999153137,0.09055691957473755
97,-0.88856244,-0.6668782,"('superior', 'inferior')",0.05237484,0.01376617,-0.96577704,-0.93102664,1.4320252,1.5366449,-0.09248486161231995,-0.011873424053192139,0.08061143755912781
107,0.8869526,1.0718443,"('conventional', 'modern')",0.9933419,1.2008731,0.69291514,0.8179009,0.22098833,0.25218025,0.6985495090484619,0.8356996774673462,0.13715016841888428
12,-0.8839088,-0.5220617,"('sympathetic', 'unsympathetic')",-1.8230349,-1.8641485,-0.34574652,-0.46200764,-1.653124,-1.3516781,-1.1764535903930664,-1.049973964691162,0.1264796257019043
43,-0.87882483,-0.7631906,"('genuine', 'fake')",0.27104634,0.2185762,-0.61412954,-0.71942306,-1.467663,-1.3681372,-0.6723927855491638,-0.6580436825752258,0.014349102973937988
49,-0.8391722,-0.909246,"('responsible', 'irresponsible')",-1.0731332,-1.2649634,-0.53605217,-1.0433347,-2.5913537,-2.5493584,-1.259927749633789,-1.4417256116867065,-0.18179786205291748
73,-0.81703943,-0.9449143,"('brilliant', 'incompetent')",-1.430581,-1.7279108,-0.15647137,-0.8073104,-1.709261,-1.7220993,-1.0283381938934326,-1.3005586862564087,-0.2722204923629761
54,0.78114974,0.4702759,"('smart', 'stupid')",0.5924139,0.38671094,0.5345813,0.26152527,0.1235455,-0.046340197,0.5079225897789001,0.26804298162460327,-0.23987960815429688
10,-0.77269256,-0.97408676,"('affectionate', 'unaffectionate')",-0.18661731,-0.17576176,-1.7989137,-1.4348295,-1.0672277,-1.0502483,-0.9563628435134888,-0.9087315797805786,0.047631263732910156
74,-0.76915944,-0.8559629,"('insightful', 'unperceptive')",-2.1734004,-2.425386,-0.6292831,-0.92596394,-2.8142972,-2.8890834,-1.5965349674224854,-1.7740989923477173,-0.17756402492523193
55,-0.74134827,-0.72157884,"('intelligent', 'unintelligent')",-1.565235,-1.4296832,-0.9684969,-1.015948,-0.708114,-0.46453092,-0.9957985877990723,-0.9079352617263794,0.08786332607269287
104,-0.73746127,-0.3909143,"('conventional', 'unconventional')",-0.36169255,-0.4583945,-1.2224157,-0.7783466,-0.73227876,-0.5824215,-0.7634620666503906,-0.5525192022323608,0.21094286441802979
98,-0.64650774,-1.0861361,"('prestigious', 'insignificant')",-0.15177187,-0.24870247,-1.0202258,-0.8697029,1.5035331,1.2897863,-0.07874307036399841,-0.2286887764930725,-0.1499457061290741
45,-0.63735306,-0.7719159,"('cooperative', 'exploitative')",-0.4579647,-0.7837599,-0.04450664,-0.6557988,-2.1827917,-2.2326365,-0.8306540250778198,-1.111027717590332,-0.2803736925125122
21,0.6334905,0.7392422,"('nice', 'nasty')",0.70009214,0.50971013,0.5564953,0.6472033,0.09448153,-0.20356965,0.49613988399505615,0.423146516084671,-0.07299336791038513
65,-0.63229966,-0.6590958,"('practical', 'impractical')",-1.5873483,-1.6652627,-0.24340817,-0.80919945,-2.7986555,-2.7881565,-1.3154278993606567,-1.4804285764694214,-0.16500067710876465
99,-0.6292992,-1.143592,"('prestigious', 'insignificant')",0.13249886,-0.016819865,-2.2067728,-1.7211393,0.768654,0.6145679,-0.4837298095226288,-0.5667458772659302,-0.08301606774330139
77,0.62680686,0.90560657,"('active', 'inactive')",-0.048729077,-0.0366415,0.031257927,0.53749204,0.37159324,0.36215732,0.2452322393655777,0.4421536326408386,0.19692139327526093
8,0.5743226,-0.156989,"('open', 'distant')",1.3824785,1.2229931,-0.5864689,-0.6413688,-0.30203325,-0.7108861,0.2670747637748718,-0.07156269252300262,-0.33863745629787445
25,-0.56941676,-0.4849035,"('moral', 'immoral')",-1.9928267,-2.128269,0.41020423,0.1470359,-1.319917,-1.1868138,-0.8679890632629395,-0.9132376313209534,-0.045248568058013916
85,-0.56687653,-0.094667554,"('ambitious', 'unambitious')",-0.5665743,-0.37919784,-1.1253561,-0.9287716,-0.9071819,-0.8130659,-0.7914971709251404,-0.5539257526397705,0.23757141828536987
22,0.53208476,0.5560645,"('welcoming', 'disagreeable')",0.18444607,0.23181027,0.7735482,0.8471893,0.099861175,-0.17660123,0.39748501777648926,0.3646157383918762,-0.03286927938461304
56,0.4961099,0.76154923,"('intelligent', 'dumb')",0.24570195,0.23150107,0.80116814,0.724814,0.053903133,-0.053388566,0.3992207646369934,0.41611891984939575,0.016898155212402344
36,-0.47277686,-0.41149092,"('tolerant', 'intolerant')",-1.3818824,-1.3639954,-0.53168654,-0.983552,-2.2974834,-2.1146636,-1.170957326889038,-1.2184255123138428,-0.04746818542480469
100,-0.47026807,-0.2331922,"('influential', 'uninfluential')",-1.4857757,-1.42429,-0.58990777,-0.59277344,-1.0841961,-0.9113559,-0.9075368642807007,-0.790402889251709,0.1171339750289917
19,-0.4643165,-0.25240523,"('funny', 'boring')",-0.07034093,0.16405046,-1.1785885,-1.1932232,-0.30773744,-0.34057137,-0.5052458047866821,-0.40553736686706543,0.0997084379196167
51,-0.4538902,-0.14767677,"('competent', 'incompetent')",-0.13359444,-0.18443689,0.59395754,0.41402203,-1.2407904,-1.2181923,-0.30857938528060913,-0.2840709984302521,0.024508386850357056
69,-0.45226645,-0.4168819,"('wise', 'foolish')",0.24156731,0.27194208,-0.5233281,-0.3691975,-0.4507908,-0.6595004,-0.29620450735092163,-0.29340940713882446,0.002795100212097168
59,-0.44529966,-0.11668581,"('skillful', 'clumsy')",0.046000496,0.0011479855,-0.54854506,-0.43357784,0.8651435,0.81245804,-0.020675182342529297,0.06583559513092041,0.08651077747344971
72,-0.43174642,-0.0915862,"('logical', 'illogical')",-1.0885756,-1.0420107,-0.057678342,0.042643875,-0.68647385,-0.5825189,-0.566118597984314,-0.41836798191070557,0.1477506160736084
20,-0.4248757,-0.44899806,"('popular', 'unpopular')",0.30945948,0.24532077,-1.0473688,-0.5696096,0.6642463,0.68670815,-0.12463468313217163,-0.021644681692123413,0.10299000144004822
35,0.4037718,0.8447543,"('fair', 'unfair')",0.91856724,1.0050173,0.8214009,1.2355531,-0.055516124,-0.16305187,0.522055983543396,0.7305682301521301,0.20851224660873413
82,0.3935631,0.37667072,"('industrious', 'meek')",0.84569645,0.9747069,0.30607116,0.49303335,1.0392523,0.7598946,0.6461457014083862,0.6510763764381409,0.004930675029754639
89,-0.38980955,-0.2836265,"('daring', 'anxious')",-1.3579715,-1.3920496,0.32080504,0.009429231,-0.8095791,-0.6243465,-0.5591387748718262,-0.5726483464241028,-0.013509571552276611
93,-0.38292527,0.12930866,"('dominating', 'dominated')",-0.8879016,-0.9250504,1.0955944,0.9190568,0.41754976,0.7716936,0.0605793371796608,0.22375215590000153,0.16317281872034073
80,0.37400025,0.48806655,"('independent', 'dependent')",-0.6160351,-0.6199844,0.5306777,0.57328045,0.7649617,0.5583065,0.2634011507034302,0.24991728365421295,-0.013483867049217224
106,-0.372297,-0.16648754,"('conventional', 'unconventional')",0.10430705,0.087557554,-0.44305515,-0.28608376,0.20482136,0.43977642,-0.126555934548378,0.018690668046474457,0.14524660259485245
5,-0.36951298,-0.29372352,"('pleasant', 'repellent')",0.034283474,-0.070512414,0.80909145,0.5088756,-0.19007131,-0.16453564,0.07094765454530716,-0.004973992705345154,-0.07592164725065231
76,0.36696577,0.83040106,"('secure', 'insecure')",-0.8653771,-0.8000769,1.1651567,0.81481755,-0.10787977,0.11123117,0.13971640169620514,0.23909321427345276,0.09937681257724762
92,0.3641268,-0.017208964,"('unwavering', 'wavering')",-0.493039,-0.5557364,-0.79009676,-0.72436476,-0.58586216,-0.75014085,-0.376217782497406,-0.5118627548217773,-0.13564497232437134
84,0.3555187,0.29056105,"('self-confident', 'diffident')",0.010516912,-0.17478654,-0.7424863,-0.53949004,-1.8766334,-1.984027,-0.5632710456848145,-0.601935625076294,-0.03866457939147949
17,-0.3510208,0.18006492,"('social', 'antisocial')",0.073499605,0.19699506,0.3196141,0.8166617,-0.68535894,-0.5974941,-0.1608165055513382,0.14905691146850586,0.30987341701984406
61,0.33198583,0.54837364,"('rational', 'irrational')",1.0854237,1.3471574,-0.45968646,0.19674723,0.25594193,0.18504131,0.30341625213623047,0.5693298578262329,0.26591360569000244
4,-0.32344538,-0.34675008,"('likable', 'unlikable')",-0.9312797,-0.9930894,-0.7007487,-0.7562392,-0.4434566,-0.5716182,-0.5997325778007507,-0.666924238204956,-0.06719166040420532
44,-0.30538714,-0.48601168,"('truthful', 'untruthful')",-1.1736655,-1.1634502,-0.32281217,-0.31289548,-1.6825054,-1.7021328,-0.8710925579071045,-0.916122555732727,-0.04502999782562256
30,-0.27896446,-0.0071645975,"('honest', 'dishonest')",-0.5765108,-0.8549762,0.65148044,0.29701164,-1.1503247,-1.1661195,-0.3385798931121826,-0.4328121542930603,-0.09423226118087769
62,-0.27594867,-0.4880976,"('creative', 'uncreative')",-0.29695946,-0.3450684,-1.1481612,-1.2426655,-1.4042404,-1.3986402,-0.7813274264335632,-0.8686178922653198,-0.08729046583175659
0,-0.27515996,0.32769614,"('sociable', 'unsociable')",-0.66176105,-0.4800553,0.24436855,0.39933178,-1.3458694,-1.0779266,-0.5096054673194885,-0.2077385038137436,0.30186696350574493
79,0.26144534,0.56204855,"('determined', 'doubtful')",0.17417607,0.26271117,0.14985728,0.27308708,-0.6081269,-0.6366818,-0.005662053823471069,0.11529123783111572,0.12095329165458679
68,-0.25789085,-0.6268208,"('clever', 'inept')",-0.86699665,-1.3022116,-0.36799505,-0.8180183,-1.2022862,-1.4695456,-0.6737921833992004,-1.0541491508483887,-0.38035696744918823
18,-0.25062677,-0.24777569,"('social', 'asocial')",-0.9665959,-1.0181,0.40411666,0.23508793,-1.7025971,-1.6449771,-0.6289258003234863,-0.6689411997795105,-0.04001539945602417
15,0.24578643,0.6924398,"('polite', 'impolite')",-0.014734685,0.2601871,1.1531427,1.2556031,-0.5593576,-0.23653254,0.206209197640419,0.49292436242103577,0.28671516478061676
110,-0.21429783,-0.16886005,"('narrow-minded', 'open-minded')",0.7431744,0.60472524,0.41499516,0.45720473,0.76651156,0.69629896,0.4275958240032196,0.3973422050476074,-0.030253618955612183
57,-0.20638427,-0.41805872,"('able', 'unable')",-0.33677265,-0.530739,-0.36601463,-0.6143912,-0.4849282,-0.73757446,-0.34852492809295654,-0.5751908421516418,-0.2266659140586853
26,0.20171595,0.5409149,"('trustworthy', 'untrustworthy')",-0.20858373,-0.45293745,1.124228,1.0826938,-0.43005723,-0.5474256,0.17182575166225433,0.1558113992214203,-0.016014352440834045
16,0.19171494,0.7772729,"('social', 'antisocial')",-0.1684928,-0.12412971,1.3929629,1.2905731,-0.9306637,-0.7450459,0.12138035893440247,0.2996675968170166,0.17828723788261414
91,0.17654863,0.19115981,"('resilient', 'nonresilient')",-0.14505807,-0.3897311,-0.0016490519,0.0053515434,-0.5891513,-0.7203518,-0.13982746005058289,-0.22839289903640747,-0.08856543898582458
52,-0.15956318,-0.0533849,"('competitive', 'uncompetitive')",-0.9654727,-1.05993,1.07799,0.9018895,-0.4856166,-0.36931825,-0.13316559791564941,-0.1451859027147293,-0.012020304799079895
67,-0.14756428,-0.14113818,"('discriminating', 'undiscriminating')",-1.0105617,-0.9057142,-0.6627358,-0.6804042,-0.26556742,-0.19385515,-0.5216072797775269,-0.4802779257297516,0.04132935404777527
94,0.13772193,0.50865006,"('aggressive', 'submissive')",-1.4243555,-1.1814389,0.6461789,0.27119523,-0.27403474,0.013793707,-0.22862236201763153,-0.0969499796628952,0.13167238235473633
105,-0.13021323,-0.28953657,"('conventional', 'modern')",0.4599111,0.29043075,-1.4648936,-1.2891136,-0.75043195,-0.78521055,-0.4714069366455078,-0.518357515335083,-0.046950578689575195
39,-0.10908672,0.22334325,"('right', 'wrong')",0.038245797,0.25121498,-0.7181521,-0.19919981,-0.18153542,-0.2752749,-0.24263210594654083,2.088397741317749e-05,0.242652989923954
83,-0.06846546,-0.14345323,"('energetic', 'lethargic')",-1.0702839,-1.2261971,0.12918048,-0.41177595,-1.419784,-1.464968,-0.6073381900787354,-0.811598539352417,-0.20426034927368164
71,-0.064291894,-0.04535055,"('efficient', 'inefficient')",-1.0457023,-1.2836494,1.1010125,0.1456666,-1.8989829,-1.7630587,-0.4769911468029022,-0.736598014831543,-0.25960686802864075
109,0.047465965,0.26386255,"('conservative', 'liberal')",0.034353912,0.2446821,1.6787589,1.3762629,-0.13277495,0.10630162,0.4069509506225586,0.4977773129940033,0.0908263623714447
108,0.047465965,0.26386255,"('conservative', 'liberal')",0.034353912,0.2446821,1.6787589,1.3762629,-0.13277495,0.10630162,0.4069509506225586,0.4977773129940033,0.0908263623714447
96,-0.039568096,0.26713184,"('powerful', 'powerless')",-0.8315136,-0.77671945,0.31256497,0.4564857,0.34089682,0.45071286,-0.054404981434345245,0.09940272569656372,0.15380770713090897
