,dollar_male,dollar_female,tuple,general_male,general_female,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
24,-1.1033636,-1.177789,"('thoughtful', 'rough')",-0.6243994,-0.7553792,-1.4458349,-1.2531471,-0.80838597,-1.0449764,-0.9954959154129028,-1.0578229427337646,-0.062327027320861816
104,-1.0950003,-0.91591024,"('conventional', 'unconventional')",-0.72703934,-0.4307989,-0.7870131,-0.6860226,0.09214801,-0.08103579,-0.6292261481285095,-0.5284419059753418,0.10078424215316772
109,1.0529528,0.9442446,"('conservative', 'liberal')",0.6797675,0.40915698,-0.18954298,-0.3518635,-1.097023,-1.0688727,0.11153855919837952,-0.016833633184432983,-0.1283721923828125
108,1.0529528,0.9442446,"('conservative', 'liberal')",0.6797675,0.40915698,-0.18954298,-0.3518635,-1.097023,-1.0688727,0.11153855919837952,-0.016833633184432983,-0.1283721923828125
90,1.0481316,0.55089587,"('motivated', 'unmotivated')",0.7252119,0.78666586,0.5462045,0.32156423,-0.115985096,-0.5120882,0.5508907437324524,0.2867594361305237,-0.2641313076019287
9,-1.0321978,-1.3811922,"('sensitive', 'insensitive')",-0.9165492,-0.79361373,-1.0999589,-1.0613891,-0.98445404,-0.92043555,-1.0082900524139404,-1.0391576290130615,-0.030867576599121094
82,1.0163847,1.1660955,"('industrious', 'meek')",0.57934237,0.5655135,1.0922787,1.2331986,1.3513242,1.312031,1.009832501411438,1.0692095756530762,0.059377074241638184
73,-0.9777901,-1.4805119,"('brilliant', 'incompetent')",-0.46592736,-0.7194976,-1.5508811,-1.81595,-1.3390191,-1.6772346,-1.0834044218063354,-1.4232985973358154,-0.33989417552948
43,-0.94175977,-0.9100736,"('genuine', 'fake')",-0.7763505,-1.077237,-0.23435366,-0.21506564,0.3768835,0.38788807,-0.39389511942863464,-0.45362207293510437,-0.05972695350646973
41,0.8997354,1.276924,"('incorrupt', 'corrupt')",0.9617659,1.1337242,1.3548378,1.374502,2.200282,2.1927314,1.3541553020477295,1.4944703578948975,0.14031505584716797
35,0.88160586,0.98724705,"('fair', 'unfair')",1.1085646,1.2281187,0.6981856,0.740138,0.53877056,0.72886944,0.8067816495895386,0.9210932850837708,0.11431163549423218
97,-0.8791935,-0.7364934,"('superior', 'inferior')",-1.578664,-1.3708202,-1.0777923,-1.0853717,-0.99121296,-0.8188501,-1.1317156553268433,-1.0028839111328125,0.12883174419403076
106,-0.8724401,-0.47352618,"('conventional', 'unconventional')",-0.595963,-0.6540773,-0.62033725,-0.33703667,1.2797227,0.963664,-0.20225441455841064,-0.12524403631687164,0.077010378241539
14,0.83149934,0.55483574,"('supportive', 'unsupportive')",0.25853223,0.4694577,1.4877679,1.4867378,-0.059206426,-0.05194989,0.6296482682228088,0.6147702932357788,-0.01487797498703003
64,-0.83051896,-1.046587,"('clever', 'incompetent')",-1.1627412,-1.0308892,-1.1046457,-1.0655162,-1.4687406,-1.580534,-1.1416616439819336,-1.1808815002441406,-0.03921985626220703
0,-0.82424384,-0.846313,"('sociable', 'unsociable')",-0.49066326,-0.11362761,-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.7170747518539429,-0.4889233112335205,0.22815144062042236
54,0.8220948,0.4524092,"('smart', 'stupid')",0.88001335,0.28507975,0.42693397,0.34929267,0.84912705,0.60384494,0.7445423007011414,0.4226566553115845,-0.3218856453895569
72,-0.82161206,-0.709574,"('logical', 'illogical')",-0.35658196,-0.4527281,-1.4069908,-1.3363023,-0.42463043,-0.11634571,-0.7524538040161133,-0.653737485408783,0.09871631860733032
77,0.81681925,1.0824777,"('active', 'inactive')",0.87858933,1.1581882,1.3215332,1.4822655,0.7132806,0.8810775,0.932555615901947,1.1510021686553955,0.2184465527534485
42,0.7979082,1.009177,"('amicable', 'hostile')",1.1465935,1.5575963,1.0745797,1.3420484,1.8091202,1.8213055,1.2070503234863281,1.4325318336486816,0.22548151016235352
36,-0.75719476,-0.9955503,"('tolerant', 'intolerant')",-0.40408358,-0.8268637,-1.3469197,-1.1648283,-0.8488381,-0.593192,-0.8392590284347534,-0.8951085805892944,-0.055849552154541016
68,-0.7329487,-1.1309859,"('clever', 'inept')",-0.71470034,-0.78589463,-0.914963,-0.89569235,-0.6454199,-0.8717228,-0.7520079612731934,-0.9210739135742188,-0.1690659523010254
18,-0.73229134,-0.764999,"('social', 'asocial')",-0.42746747,-0.6178309,-0.15735155,-0.051664025,-1.5692225,-1.306341,-0.7215831875801086,-0.6852087378501892,0.036374449729919434
94,0.7245505,0.5860668,"('aggressive', 'submissive')",-0.34991685,-0.14713115,-0.09218556,-0.26384047,-0.6174553,-0.32319823,-0.08375180512666702,-0.03702576458454132,0.0467260405421257
102,-0.72239864,-0.52607584,"('eminent', 'low')",-1.6804483,-1.0136038,-0.53147554,-0.3426346,-0.2643765,-0.27766025,-0.7996746897697449,-0.5399936437606812,0.2596810460090637
61,0.7066535,1.0584552,"('rational', 'irrational')",1.0007867,1.0506692,1.1557636,1.3685138,1.4804657,1.715029,1.085917353630066,1.2981667518615723,0.21224939823150635
45,-0.7063815,-0.86063194,"('cooperative', 'exploitative')",-0.62107205,-1.0877466,-1.1704645,-0.9724724,-1.0277846,-0.9165996,-0.881425678730011,-0.9593626260757446,-0.07793694734573364
96,-0.7005962,-0.40620604,"('powerful', 'powerless')",-0.5924597,-0.32775235,-0.0942453,0.08052668,-0.45298013,-0.42514718,-0.46007034182548523,-0.26964470744132996,0.19042563438415527
21,0.694293,0.63725805,"('nice', 'nasty')",0.3654784,0.4369154,0.38468748,0.27212715,0.35453856,0.31382322,0.4497493803501129,0.41503095626831055,-0.03471842408180237
100,-0.6601865,-0.63374424,"('influential', 'uninfluential')",-0.7510628,-0.5285717,-0.63892,-0.5221347,-0.52025104,-0.49207926,-0.6426051259040833,-0.5441324710845947,0.09847265481948853
52,-0.6344764,-0.96181667,"('competitive', 'uncompetitive')",-0.88817686,-0.5368588,-0.29315704,-0.43968332,-0.82447207,-0.5201275,-0.6600706577301025,-0.6146215796470642,0.04544907808303833
30,-0.62550426,-0.93920547,"('honest', 'dishonest')",-0.124899864,-0.42061952,-0.7890542,-0.85744035,-0.46290857,-0.09674831,-0.5005916953086853,-0.578503429889679,-0.07791173458099365
70,0.5871742,0.43084604,"('wise', 'unwise')",0.70341474,0.77844477,1.1597657,1.1573492,1.675778,1.6813757,1.031533122062683,1.0120038986206055,-0.019529223442077637
83,-0.56851065,-0.7606965,"('energetic', 'lethargic')",-0.08962351,-0.011592388,-0.38989562,-0.51259035,-0.80170095,-0.6726756,-0.4624326825141907,-0.48938870429992676,-0.026956021785736084
89,-0.55203164,-0.7849643,"('daring', 'anxious')",-0.10120441,-0.09216598,-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.5448674559593201,-0.6999639272689819,-0.15509647130966187
20,-0.5040296,-0.34597325,"('popular', 'unpopular')",-0.6758505,0.15845951,-0.1849665,-0.17244402,1.8974743,1.6604376,0.1331568956375122,0.3251199722290039,0.1919630765914917
51,-0.4948757,-0.76692986,"('competent', 'incompetent')",-0.64116776,-0.21485078,-0.11847064,-0.098713234,0.07464939,0.2558064,-0.2949661612510681,-0.2061718851327896,0.0887942761182785
76,0.492791,0.29850972,"('secure', 'insecure')",-0.4520278,-0.33574486,-0.27963996,-0.35239786,-0.46814716,-0.3669712,-0.17675597965717316,-0.18915104866027832,-0.012395069003105164
16,0.43698758,0.45389247,"('social', 'antisocial')",-0.5259695,-0.3583798,-0.3652128,-0.106381685,-0.8021402,-0.50254613,-0.3140837252140045,-0.1283537894487381,0.18572993576526642
55,-0.4269477,-0.6558697,"('intelligent', 'unintelligent')",-0.98478377,-0.8555623,-1.5241168,-1.5656445,-0.3138889,-0.4464134,-0.8124343156814575,-0.8808724880218506,-0.06843817234039307
85,-0.38136217,-0.32479692,"('ambitious', 'unambitious')",-0.5112772,-0.44867674,-0.31822163,-0.35626906,0.013987601,0.106343,-0.2992183566093445,-0.2558498978614807,0.04336845874786377
26,0.3658612,0.32882243,"('trustworthy', 'untrustworthy')",-0.23540461,-0.026275001,0.38654366,0.5214009,-0.7467338,-0.48269907,-0.05743338167667389,0.08531232923269272,0.1427457109093666
8,0.35845238,0.21625698,"('open', 'distant')",1.9224505,0.8284492,1.4154859,1.2487043,1.1676544,0.7915691,1.2160108089447021,0.7712448835372925,-0.44476592540740967
84,-0.35698187,-0.41626573,"('self-confident', 'diffident')",-0.8230792,-0.8009429,0.04052466,0.12735969,-0.24383731,-0.37390593,-0.34584343433380127,-0.3659387230873108,-0.02009528875350952
59,0.35209838,0.5291441,"('skillful', 'clumsy')",-1.5182304,-0.84577596,0.07095654,0.19477667,1.3879981,1.4707971,0.07320564985275269,0.3372354805469513,0.2640298306941986
31,-0.34788558,-0.15601367,"('altruistic', 'egoistic')",-1.0343887,-0.9889797,-0.277474,-0.047681987,0.63122517,0.40067068,-0.25713080167770386,-0.1980011761188507,0.05912962555885315
62,-0.34359157,-0.37751245,"('creative', 'uncreative')",0.032381892,-0.28828087,-0.33273518,-0.144564,-0.56264377,-0.6173538,-0.3016471564769745,-0.3569277822971344,-0.05528062582015991
67,-0.3246169,-0.21380538,"('discriminating', 'undiscriminating')",-0.77542305,-0.8022794,-0.98974335,-0.78308094,0.70384866,0.7983501,-0.34648364782333374,-0.2502039074897766,0.09627974033355713
25,-0.30767834,-0.66661537,"('moral', 'immoral')",-1.4685479,-1.5849632,-1.5206175,-1.3253146,-1.4564099,-1.4396524,-1.1883134841918945,-1.2541364431381226,-0.06582295894622803
57,-0.2776165,-0.4409332,"('able', 'unable')",-0.6388979,-0.8255421,-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.4768155813217163,-0.5926589965820312,-0.11584341526031494
93,-0.2521203,-0.29253912,"('dominating', 'dominated')",0.054238677,0.332861,-0.022973418,-0.17457613,-1.2408098,-0.70492834,-0.36541619896888733,-0.20979565382003784,0.1556205451488495
71,-0.22166508,-0.9462636,"('efficient', 'inefficient')",0.07798284,-0.74145436,-1.1294833,-1.2358482,-1.2771156,-1.4559102,-0.6375702619552612,-1.0948691368103027,-0.4572988748550415
4,-0.20185965,-0.28435272,"('likable', 'unlikable')",-0.55752945,-0.8043303,-0.6973594,-0.49110615,0.38617718,0.37986428,-0.2676428258419037,-0.2999812364578247,-0.03233841061592102
17,0.20025374,0.4530016,"('social', 'antisocial')",-0.94902265,-0.57620734,-0.2864834,0.066805124,-0.42820126,-0.10149157,-0.3658633828163147,-0.039473049342632294,0.3263903334736824
39,0.14775598,0.5308345,"('right', 'wrong')",-0.36278468,-0.060832635,0.6349007,0.8346789,0.26922962,0.41019645,0.1722753942012787,0.42871931195259094,0.25644391775131226
79,0.13714525,0.37917027,"('determined', 'doubtful')",-1.0201821,-0.857669,0.44676286,0.76036924,0.31559122,0.37995023,-0.03017069399356842,0.1654551923274994,0.1956258863210678
98,-0.13371567,-0.08169317,"('prestigious', 'insignificant')",-0.7472459,-0.48192436,-0.5078856,-0.44825798,0.27524158,0.15429056,-0.27840137481689453,-0.21439623832702637,0.06400513648986816
91,0.11816485,-0.2706107,"('resilient', 'nonresilient')",-0.32376724,0.041293442,-0.1504333,-0.20740606,0.2389951,-0.08850193,-0.029260151088237762,-0.13130630552768707,-0.10204615443944931
107,-0.083575726,-0.1705657,"('conventional', 'modern')",0.27312648,0.6339747,0.41894037,0.40934473,1.0958123,1.6039909,0.42607587575912476,0.6191861629486084,0.19311028718948364
23,-0.07473695,-0.047480583,"('hospitable', 'inhospitable')",-0.0009509027,0.08745879,0.7526314,0.81820834,1.1858441,1.118948,0.46569690108299255,0.49428361654281616,0.02858671545982361
110,-0.07245812,0.023937732,"('narrow-minded', 'open-minded')",-0.28772205,-0.14241719,0.15512341,0.24599168,-0.38863587,-0.16592145,-0.14842316508293152,-0.00960230827331543,0.1388208568096161
99,-0.04902023,0.33133414,"('prestigious', 'insignificant')",-0.3849522,-0.087135196,0.29116943,0.51564914,0.7842057,0.64763576,0.16035068035125732,0.35187095403671265,0.19152027368545532
92,0.029506356,0.051259458,"('unwavering', 'wavering')",-0.24449575,-0.08876312,0.30593115,0.17524163,1.0242958,0.81975317,0.27880939841270447,0.23937278985977173,-0.03943660855293274
5,-0.017734945,-0.10383624,"('pleasant', 'repellent')",0.31134063,0.5564821,-1.2856472,-1.3148067,-0.097297505,-0.30082503,-0.2723347544670105,-0.2907464802265167,-0.018411725759506226
19,0.017057776,0.06896281,"('funny', 'boring')",-0.2868322,-0.32330358,0.41201538,0.5815117,-0.057115197,0.104435325,0.02128143608570099,0.10790155827999115,0.08662012219429016
15,0.008459792,-0.0006328672,"('polite', 'impolite')",-0.024393678,0.13848129,0.51423466,0.6083,-0.60293305,-0.018667951,-0.026158064603805542,0.18187011778354645,0.208028182387352
69,-0.00040125847,0.3809329,"('wise', 'foolish')",-0.6346162,-0.6568735,0.44740218,0.6480955,0.5438058,0.65526724,0.0890476256608963,0.2568555176258087,0.16780789196491241
