,alexandria_male,alexandria_female,tuple,real_male,real_female,est_male,est_female,equities_male,equities_female,average_male,average_female,female-male
55,-0.9707089,-0.9168583,"('intelligent', 'unintelligent')",0.106069684,-0.092497826,-0.26691002,-0.29994628,1.7020128,1.8510466,0.1426158845424652,0.1354360282421112,-0.007179856300354004
68,-0.96360815,-0.8806671,"('clever', 'inept')",-0.8596166,-1.1199905,-0.9176049,-0.9550139,0.08379917,0.05675871,-0.6642576456069946,-0.7247281670570374,-0.060470521450042725
74,-0.9460749,-0.6618066,"('insightful', 'unperceptive')",0.21458435,-0.05307749,-1.1314714,-0.8536386,0.23724315,0.32328743,-0.4064297080039978,-0.3113088011741638,0.09512090682983398
34,-0.9412353,-0.65913844,"('loyal', 'disloyal')",-2.225885,-1.7623568,-1.6306536,-1.2735204,-0.22271606,0.20639487,-1.255122423171997,-0.8721551299095154,0.3829672932624817
92,-0.93536985,-0.5675064,"('unwavering', 'wavering')",-0.9688137,-0.62626606,-0.2156235,-0.06211412,-0.3712616,-0.42381513,-0.6227672100067139,-0.41992542147636414,0.20284178853034973
87,-0.9317857,-0.8482771,"('dedicated', 'undedicated')",-0.63468295,-0.95612586,-1.1071591,-1.268473,-0.23210011,-0.15140058,-0.7264319658279419,-0.8060691356658936,-0.07963716983795166
44,-0.92992234,-0.7158651,"('truthful', 'untruthful')",-1.2294636,-1.4898568,-1.192436,-1.060103,-0.7238252,-0.60397816,-1.0189118385314941,-0.967450737953186,0.051461100578308105
105,-0.9077085,-0.80438673,"('conventional', 'modern')",-1.8842931,-1.1932908,-0.13644561,-0.0023487508,-0.020848036,0.16611154,-0.7373238205909729,-0.4584786593914032,0.2788451611995697
17,0.8753349,0.83672035,"('social', 'antisocial')",0.4256239,0.54835236,-0.20720458,0.12834233,0.2338756,0.21948266,0.3319074809551239,0.4332244396209717,0.10131695866584778
29,-0.87284976,-0.7076086,"('honest', 'immoral')",-1.0214179,-1.3088222,-1.4996405,-1.4006279,0.98718387,0.9652044,-0.6016810536384583,-0.6129635572433472,-0.011282503604888916
80,0.862254,0.8167366,"('independent', 'dependent')",1.2620413,1.4837061,-0.06625776,0.21316968,1.5687863,1.4128879,0.9067059755325317,0.9816250801086426,0.07491910457611084
103,0.8413035,1.1426182,"('traditional', 'modern')",0.7170968,0.42411345,1.2627507,1.2471937,1.2324274,1.4109883,1.0133945941925049,1.0562283992767334,0.042833805084228516
21,0.8211057,0.8641672,"('nice', 'nasty')",-0.05825019,0.15861458,0.7859887,0.87795854,-0.009643167,-0.18084246,0.3848002552986145,0.4299744963645935,0.045174241065979004
110,0.7670537,0.38198858,"('narrow-minded', 'open-minded')",-0.4980426,-0.38256055,0.4275931,0.48746032,-0.29834077,-0.44488198,0.09956587105989456,0.010501593351364136,-0.08906427770853043
19,-0.76337373,-0.4875105,"('funny', 'boring')",-0.49866748,-0.063804746,-0.51363766,-0.5496676,-0.60435283,-0.4966984,-0.5950078964233398,-0.3994203209877014,0.19558757543563843
58,-0.755602,-0.9319792,"('able', 'clumsy')",-1.51961,-1.9143265,-1.3891929,-1.449256,0.010065138,0.20415694,-0.9135849475860596,-1.0228512287139893,-0.10926628112792969
8,-0.7474808,-0.7134595,"('open', 'distant')",-0.45373243,0.1753467,0.35450858,0.11823821,-0.25667128,-0.6578336,-0.2758439779281616,-0.26942703127861023,0.006416946649551392
79,0.7162655,0.44785327,"('determined', 'doubtful')",0.318385,0.5986502,-0.03982559,-0.0624322,-0.07787128,-0.055616885,0.22923843562602997,0.23211362957954407,0.002875193953514099
63,-0.69592214,-0.67468834,"('capable', 'incapable')",-1.5775874,-1.4556291,-1.0292337,-1.1957031,-0.39862025,-0.31738502,-0.9253408908843994,-0.9108514189720154,0.014489471912384033
83,-0.6942371,-0.4822067,"('energetic', 'lethargic')",0.67745167,-0.038878784,-0.6542754,-0.6892197,1.2231321,1.2478896,0.13801781833171844,0.009396106004714966,-0.12862171232700348
69,-0.69390154,-0.5940101,"('wise', 'foolish')",-0.14595473,0.084819436,0.7481674,0.8289855,-0.8207813,-1.0118964,-0.22811754047870636,-0.17302538454532623,0.05509215593338013
23,0.65319717,0.8798479,"('hospitable', 'inhospitable')",-0.090396464,0.20700681,0.030863523,0.15499395,1.2168082,1.2105448,0.4526181221008301,0.6130983829498291,0.16048026084899902
30,0.62425095,0.5026552,"('honest', 'dishonest')",0.4509605,0.03968507,-0.6531321,-0.5848512,0.30440918,0.19523394,0.18162211775779724,0.03818075358867645,-0.1434413641691208
39,-0.57780206,-0.53210807,"('right', 'wrong')",-0.5469365,0.17134798,-0.5035734,-0.3713354,-0.45836666,-0.7061194,-0.5216696858406067,-0.359553724527359,0.16211596131324768
82,0.57764894,0.5472828,"('industrious', 'meek')",0.65069294,0.9403731,1.0854052,0.8967966,-1.6405984,-1.8835758,0.16828712821006775,0.12521913647651672,-0.043067991733551025
4,-0.56797063,-0.8391521,"('likable', 'unlikable')",-0.22025049,-0.3949626,-0.8471042,-0.9846374,-1.1181542,-1.2545664,-0.688369870185852,-0.8683295845985413,-0.1799597144126892
94,0.567675,0.45763186,"('aggressive', 'submissive')",0.38957345,0.06435779,0.10915637,-0.04395318,0.7264445,1.0932864,0.44821232557296753,0.3928307294845581,-0.055381596088409424
37,0.5648268,0.6576696,"('good', 'evil')",0.6642325,1.6325243,2.0311491,2.1096852,-0.08580777,-0.58278424,0.7936001420021057,0.9542737007141113,0.16067355871200562
35,0.5615939,0.6846062,"('fair', 'unfair')",-0.018697143,0.62686515,0.93385684,1.1822846,0.99733484,0.7681114,0.6185221076011658,0.8154668211936951,0.1969447135925293
48,0.5551364,0.6082134,"('reliable', 'unreliable')",1.5608488,1.2305967,1.4810753,1.260581,0.66128445,0.48751545,1.0645861625671387,0.8967266082763672,-0.16785955429077148
52,0.50347626,0.6582348,"('competitive', 'uncompetitive')",1.0674003,0.38994706,-0.08709848,0.08615279,0.6947254,0.92995566,0.5446258783340454,0.5160725712776184,-0.028553307056427002
46,-0.49665084,-0.17483902,"('generous', 'stingy')",1.4881947,1.8433931,1.7229123,1.8290324,0.41689876,0.29078558,0.7828387022018433,0.9470930099487305,0.1642543077468872
61,-0.4856673,-0.45399517,"('rational', 'irrational')",-0.3334292,0.43549585,1.0974753,1.4642035,-0.18407828,-0.09014943,0.02357514202594757,0.3388887047767639,0.31531356275081635
45,0.46840593,0.117877945,"('cooperative', 'exploitative')",0.32747892,-0.13075227,-0.6604627,-0.881035,-0.24063055,-0.5014442,-0.026302095502614975,-0.3488383889198303,-0.32253629341721535
91,-0.46231204,-0.18930714,"('resilient', 'nonresilient')",0.6132399,0.58055824,-0.11020924,-0.0095669925,0.87824094,0.9014792,0.22973988950252533,0.3207908272743225,0.09105093777179718
76,0.46171892,0.062262118,"('secure', 'insecure')",0.60031503,0.16978633,0.2543764,0.21917275,1.204948,1.298327,0.6303395628929138,0.43738704919815063,-0.19295251369476318
97,-0.4539312,-0.38544667,"('superior', 'inferior')",-0.5768922,-0.28663915,-0.72676826,-0.75125676,-0.2865991,-0.2324175,-0.5110477209091187,-0.4139400124549866,0.09710770845413208
36,0.4349691,0.22198361,"('tolerant', 'intolerant')",0.47406858,-0.36146498,-0.65471435,-0.8927353,0.16345051,0.2069513,0.10444346815347672,-0.20631633698940277,-0.3107598051428795
102,-0.4180449,-0.46673417,"('eminent', 'low')",-0.29332662,-0.51882994,-0.17751628,-0.28098604,-0.16349477,0.3067763,-0.2630956470966339,-0.2399434745311737,0.023152172565460205
51,0.40906787,0.42277068,"('competent', 'incompetent')",0.7722195,0.37716427,-0.63712656,-0.59866625,1.3573254,1.4020389,0.4753715395927429,0.40082693099975586,-0.07454460859298706
85,-0.3971345,-0.73927605,"('ambitious', 'unambitious')",-0.060171902,-0.2743641,-0.0022556484,-0.14785536,0.22054666,0.45062774,-0.05975385010242462,-0.1777169555425644,-0.11796310544013977
64,-0.37143084,-0.59087974,"('clever', 'incompetent')",-0.10367912,-0.7580488,-0.53161246,-0.77779996,1.6485789,1.7947347,0.1604641079902649,-0.08299845457077026,-0.24346256256103516
20,0.37042534,0.41896322,"('popular', 'unpopular')",-0.39671826,-0.12879142,-0.45735246,-0.04542452,0.39597225,0.57472974,-0.02191828191280365,0.20486925542354584,0.2267875373363495
38,-0.3489623,-0.55549824,"('kind', 'unkind')",-1.3901824,-1.6443627,-1.7681159,-1.5938358,-0.23444825,0.054231077,-0.935427188873291,-0.9348664283752441,0.000560760498046875
41,0.34654808,0.41794527,"('incorrupt', 'corrupt')",0.2618947,1.0822345,0.25427493,0.5458782,-0.99703217,-1.2816814,-0.03357860445976257,0.19109413027763367,0.22467273473739624
9,0.34571326,0.23356202,"('sensitive', 'insensitive')",0.110052645,-0.3236847,-0.27763775,-0.51002514,0.8187632,0.6664856,0.24922284483909607,0.01658444106578827,-0.2326384037733078
101,0.32930055,0.19201115,"('successful', 'unsuccessful')",0.118274674,-0.089539126,-0.23869371,-0.1094327,-1.3415073,-1.2377208,-0.28315645456314087,-0.311170369386673,-0.028013914823532104
26,0.316817,0.1285108,"('trustworthy', 'untrustworthy')",0.4743915,0.5660183,-0.1986252,-0.027688146,0.4503039,0.3938022,0.2607218027114868,0.26516076922416687,0.004438966512680054
96,0.3121379,0.3189155,"('powerful', 'powerless')",0.3674801,0.27498478,0.65050125,0.55339694,-1.0204985,-0.6671252,0.07740518450737,0.12004297971725464,0.042637795209884644
12,-0.27504334,-0.26251176,"('sympathetic', 'unsympathetic')",-0.041287422,-0.6642028,-1.276024,-1.2004439,1.0808923,1.3685205,-0.12786561250686646,-0.1896594762802124,-0.06179386377334595
84,-0.25399628,-0.12316462,"('self-confident', 'diffident')",-0.795527,-0.5053803,0.21061254,0.26976418,-0.20974436,-0.5043447,-0.26216375827789307,-0.2157813459634781,0.04638241231441498
72,-0.24220595,-0.16932034,"('logical', 'illogical')",0.025461167,-0.07141945,-1.175281,-1.0423559,-0.13096753,-0.049871743,-0.38074833154678345,-0.33324187994003296,0.04750645160675049
89,0.23520464,0.27121463,"('daring', 'anxious')",-0.26206788,-0.7827942,0.2032277,-0.07632595,0.12493232,0.20633557,0.07532419264316559,-0.09539247304201126,-0.17071666568517685
66,0.2252238,0.57726806,"('imaginative', 'unimaginative')",1.7469316,1.5719302,1.7295841,1.750336,1.0815029,1.3074825,1.1958105564117432,1.3017542362213135,0.10594367980957031
88,0.1994068,0.38977194,"('impulsive', 'meek')",0.28890294,0.6218271,0.69584215,0.92385817,0.016915888,-0.056798607,0.30026695132255554,0.46966466307640076,0.16939771175384521
22,-0.1990901,-0.38564962,"('welcoming', 'disagreeable')",0.39162582,0.5857238,0.71335596,0.71822035,1.1877899,1.0120579,0.5234203934669495,0.48258811235427856,-0.0408322811126709
43,0.19867012,0.12496784,"('genuine', 'fake')",0.3897149,0.4343012,-0.8839909,-0.78756344,0.5787761,0.42719358,0.070792555809021,0.04972480237483978,-0.021067753434181213
81,0.19227654,0.1342636,"('industrious', 'lazy')",1.707603,1.8004596,0.77091026,0.6926998,-1.344947,-1.8421015,0.3314606845378876,0.19633039832115173,-0.13513028621673584
59,0.18450725,0.4109001,"('skillful', 'clumsy')",-0.1710912,-0.100755036,-0.5051691,-0.31873876,-0.2540794,-0.21247727,-0.18645811080932617,-0.05526774376630783,0.13119036704301834
65,-0.17601353,-0.39538077,"('practical', 'impractical')",-0.6725274,-1.4135262,-1.0369004,-1.322808,0.1487971,0.37213528,-0.43416106700897217,-0.6898949146270752,-0.255733847618103
42,-0.16600674,0.09531468,"('amicable', 'hostile')",-0.88137627,0.41211724,-0.0020932406,0.3290468,-1.36836,-1.246419,-0.6044590473175049,-0.1024850606918335,0.5019739866256714
31,-0.15647018,-0.29920703,"('altruistic', 'egoistic')",-1.6126465,-0.832595,-0.27067634,-0.14244673,-0.566075,-0.6421815,-0.6514670252799988,-0.4791075885295868,0.172359436750412
7,-0.14983702,-0.108021736,"('outgoing', 'distant')",0.35676885,0.80053717,0.89087296,0.56809,-0.22574398,-0.6231702,0.21801519393920898,0.15935881435871124,-0.05865637958049774
73,0.10930346,-0.059747756,"('brilliant', 'incompetent')",0.8496956,-0.7157079,-0.61136615,-1.059251,0.76190746,0.7873231,0.2773851156234741,-0.2618458569049835,-0.5392309725284576
25,0.10008907,-0.03388533,"('moral', 'immoral')",0.28554422,-0.16839765,-1.4957118,-1.4762805,0.42472067,0.5873695,-0.1713394820690155,-0.27279847860336304,-0.10145899653434753
56,-0.079365,-0.037861954,"('intelligent', 'dumb')",1.0789428,1.1953504,0.41438246,0.62570333,0.63468105,0.2830539,0.5121603012084961,0.5165614485740662,0.004401147365570068
0,-0.07826567,-0.09080145,"('sociable', 'unsociable')",0.80951655,0.57416385,-1.0279607,-0.8801149,0.9217316,1.2873831,0.15625545382499695,0.22265765070915222,0.06640219688415527
24,-0.06263468,-0.24803276,"('thoughtful', 'rough')",-0.29294378,-0.31602427,-1.2542403,-1.2036741,0.13596007,0.16658431,-0.3684646487236023,-0.4002867341041565,-0.0318220853805542
70,-0.027395904,0.2991035,"('wise', 'unwise')",0.08820489,0.35828495,1.3957546,1.5635728,1.5001823,1.5210731,0.7391864657402039,0.9355085492134094,0.19632208347320557
57,0.026758552,0.023477793,"('able', 'unable')",0.17766848,-0.18137088,-0.24572694,-0.39066833,0.28300473,0.31987244,0.06042620539665222,-0.0571722537279129,-0.11759845912456512
49,0.026409686,-0.29568183,"('responsible', 'irresponsible')",0.45712215,-0.27305692,-1.1401787,-1.2567312,0.9113537,0.7938581,0.06367671489715576,-0.25790297985076904,-0.3215796947479248
77,-0.021558285,0.11898309,"('active', 'inactive')",0.8504443,1.3614092,0.8475126,0.9135443,-0.7421169,-1.0588472,0.2335704267024994,0.33377236127853394,0.10020193457603455
60,-0.017460957,0.09316477,"('educated', 'uneducated')",-0.09173915,-0.4515983,-0.6840501,-0.5549556,1.9055529,2.118505,0.2780756652355194,0.3012789785861969,0.02320331335067749
106,-0.008849576,0.10875174,"('conventional', 'unconventional')",-0.2940528,-0.29677838,-1.0996797,-1.0679526,0.27131265,0.60059214,-0.28281736373901367,-0.16384679079055786,0.11897057294845581
