,tractor_male,tractor_female,tuple,supply_male,supply_female,co_male,co_female,new_male,new_female,average_male,average_female,female-male
29,-1.3623016,-1.5227381,"('honest', 'immoral')",-0.18785328,-0.6854048,-1.4009057,-1.4804326,-1.9729593,-2.176074,-1.2310049533843994,-1.4661623239517212,-0.23515737056732178
58,-1.3587525,-1.5045283,"('able', 'clumsy')",-1.6450778,-1.4466696,-1.4955906,-1.614792,-1.5659094,-1.5201012,-1.5163326263427734,-1.5215227603912354,-0.005190134048461914
44,-1.3182871,-1.4068768,"('truthful', 'untruthful')",-1.5766727,-1.5712233,-0.350093,-0.26045018,-0.44683415,-0.3493275,-0.9229717254638672,-0.8969694375991821,0.02600228786468506
14,1.2845227,1.1594715,"('supportive', 'unsupportive')",0.85942495,0.7331853,0.99658,0.9259297,-0.059206426,-0.05194989,0.7703303098678589,0.691659152507782,-0.0786711573600769
22,1.268831,1.4413303,"('welcoming', 'disagreeable')",1.8070226,1.7714005,1.1170642,1.2603632,0.5636344,0.47769773,1.1891380548477173,1.237697958946228,0.04855990409851074
106,-1.2546458,-1.2187487,"('conventional', 'unconventional')",-0.5091002,-0.5914142,0.16932642,0.10422775,1.2797227,0.963664,-0.07867422699928284,-0.18556778132915497,-0.10689355432987213
104,-1.1809081,-0.8167228,"('conventional', 'unconventional')",-1.3308175,-0.6807226,-0.6476408,-0.3523348,0.09214801,-0.08103579,-0.7668045163154602,-0.4827039837837219,0.2841005325317383
12,-1.1720302,-1.5812576,"('sympathetic', 'unsympathetic')",-1.0523453,-0.97009593,-1.1624486,-1.1930859,-1.2802973,-1.1208498,-1.1667803525924683,-1.2163223028182983,-0.04954195022583008
8,1.1720264,1.3565145,"('open', 'distant')",0.25290534,0.12024355,1.0688896,1.1832762,1.1676544,0.7915691,0.915368914604187,0.8629008531570435,-0.052468061447143555
105,-1.1577326,-0.8692204,"('conventional', 'modern')",-0.7658719,-0.5526126,-0.30540514,-0.20397164,0.8306431,0.5736888,-0.34959161281585693,-0.26302897930145264,0.0865626335144043
55,-1.1159177,-1.1184294,"('intelligent', 'unintelligent')",0.0933474,0.031746507,-0.76820016,-0.69802165,-0.3138889,-0.4464134,-0.5261648297309875,-0.5577794909477234,-0.03161466121673584
64,-1.0802631,-1.4410897,"('clever', 'incompetent')",0.5708413,0.09216684,-1.2066243,-1.5595088,-1.4687406,-1.580534,-0.796196699142456,-1.122241497039795,-0.32604479789733887
103,1.0651476,1.099478,"('traditional', 'modern')",1.7029074,1.5832093,0.74931294,0.58216906,0.68126935,0.61791956,1.049659252166748,0.9706939458847046,-0.07896530628204346
77,1.052676,1.3562274,"('active', 'inactive')",1.0773265,1.3642396,0.78926647,1.0456166,0.7132806,0.8810775,0.9081374406814575,1.161790370941162,0.2536529302597046
74,-1.0415739,-1.3954651,"('insightful', 'unperceptive')",-0.7467935,-0.98563516,-0.63917124,-0.72898257,-0.31318325,-0.21756577,-0.6851804852485657,-0.831912100315094,-0.14673161506652832
9,-0.99221337,-1.3813622,"('sensitive', 'insensitive')",-0.12311996,-0.5682173,-0.44423193,-0.55889773,-0.98445404,-0.92043555,-0.6360048055648804,-0.85722815990448,-0.2212233543395996
33,-0.98390627,-0.8374637,"('softhearted', 'hardhearted')",-1.2727958,-1.2751465,-1.0461531,-0.8763834,-0.62816787,-0.6920396,-0.982755720615387,-0.9202582836151123,0.06249743700027466
42,0.9750675,1.5093038,"('amicable', 'hostile')",0.49081588,0.8565896,0.7725611,1.1056316,1.8091202,1.8213055,1.0118911266326904,1.3232076168060303,0.31131649017333984
97,-0.9599459,-0.8713334,"('superior', 'inferior')",-1.4131191,-1.2414076,-0.3057394,-0.33206764,-0.99121296,-0.8188501,-0.9175043106079102,-0.8159146904945374,0.1015896201133728
82,0.95990133,1.2449579,"('industrious', 'meek')",0.54464006,0.5224279,0.98916817,1.0633836,1.3513242,1.312031,0.9612584114074707,1.0357000827789307,0.07444167137145996
36,-0.9553109,-1.3560772,"('tolerant', 'intolerant')",-0.07774049,-0.49584094,-0.6022978,-0.9921168,-0.8488381,-0.593192,-0.621046781539917,-0.8593066930770874,-0.2382599115371704
24,-0.95134413,-0.9455962,"('thoughtful', 'rough')",-0.52776235,-0.76076734,-0.5270337,-0.7657339,-0.80838597,-1.0449764,-0.7036315202713013,-0.8792684078216553,-0.175636887550354
71,-0.9448292,-1.6106404,"('efficient', 'inefficient')",0.26139367,-0.83571076,0.12029785,-0.35978144,-1.2771156,-1.4559102,-0.4600633382797241,-1.0655107498168945,-0.6054474115371704
26,0.92378855,0.6404827,"('trustworthy', 'untrustworthy')",1.0673832,0.870677,-0.23198354,-0.14289653,-0.7467338,-0.48269907,0.25311359763145447,0.22139102220535278,-0.031722575426101685
68,-0.92308134,-0.94596684,"('clever', 'inept')",0.10592212,-0.30995065,-0.52185833,-0.86735165,-0.6454199,-0.8717228,-0.49610936641693115,-0.7487479448318481,-0.252638578414917
31,-0.8985367,-0.68385863,"('altruistic', 'egoistic')",-1.1112047,-0.96893495,-0.55203587,-0.31674206,0.63122517,0.40067068,-0.48263800144195557,-0.3922162652015686,0.09042173624038696
43,-0.89248216,-0.92857856,"('genuine', 'fake')",-0.99988663,-0.72076607,0.012747519,-0.048599333,0.3768835,0.38788807,-0.3756844401359558,-0.32751399278640747,0.04817044734954834
25,-0.88871694,-1.412959,"('moral', 'immoral')",0.5789794,-0.13517776,-0.05352913,-0.45489043,-1.4564099,-1.4396524,-0.45491915941238403,-0.8606699109077454,-0.40575075149536133
87,-0.82316566,-0.8473551,"('dedicated', 'undedicated')",-1.1732721,-1.0628643,-0.9548582,-0.9089001,-0.63571346,-0.37742674,-0.8967523574829102,-0.7991365194320679,0.09761583805084229
80,0.81658983,0.91571015,"('independent', 'dependent')",2.0018725,2.0693202,0.57544684,0.9289458,0.56695527,0.6444183,0.9902161359786987,1.1395986080169678,0.14938247203826904
47,-0.8072381,-0.75936526,"('forgiving', 'unforgiving')",-0.68544656,-0.47824258,-0.8793283,-0.7867917,-0.45840046,-0.068962395,-0.7076033353805542,-0.5233404636383057,0.18426287174224854
10,-0.80168486,-0.31075144,"('affectionate', 'unaffectionate')",-1.2950938,-0.9166461,-0.36879137,0.20111421,0.7698784,0.8342984,-0.42392289638519287,-0.04799625277519226,0.3759266436100006
21,0.7958005,0.86114097,"('nice', 'nasty')",0.43899274,0.13330984,0.3629598,0.3316753,0.35453856,0.31382322,0.4880729019641876,0.40998733043670654,-0.07808557152748108
41,0.7853452,1.2157027,"('incorrupt', 'corrupt')",0.8327349,1.2123115,0.6628226,1.1682702,2.200282,2.1927314,1.1202962398529053,1.447253942489624,0.32695770263671875
17,-0.78374183,-0.48591405,"('social', 'antisocial')",0.34805167,0.5446461,-0.33151317,0.030160606,-0.42820126,-0.10149157,-0.2988511323928833,-0.0031497329473495483,0.29570139944553375
2,-0.77965057,-1.0373278,"('friendly', 'unfriendly')",0.13779122,0.21736562,-1.2083181,-1.2855213,-1.6722184,-1.4798024,-0.8805990219116211,-0.8963214755058289,-0.015722453594207764
63,-0.7755205,-0.6143158,"('capable', 'incapable')",-0.74165595,-0.6557038,-0.7462546,-0.5378588,-0.33474922,-0.53823125,-0.6495450735092163,-0.5865273475646973,0.06301772594451904
54,0.76426846,0.5783663,"('smart', 'stupid')",0.922121,0.46390992,0.94800377,0.5096916,0.84912705,0.60384494,0.8708800673484802,0.5389531850814819,-0.3319268822669983
90,0.7348548,0.49403077,"('motivated', 'unmotivated')",1.3297409,0.90810925,0.9453726,0.42759532,-0.115985096,-0.5120882,0.7234957814216614,0.3294117748737335,-0.39408400654792786
61,0.726575,1.3471553,"('rational', 'irrational')",0.31512737,0.87008125,0.88578176,1.1951038,1.4804657,1.715029,0.8519874811172485,1.2818422317504883,0.42985475063323975
70,0.6710841,0.9453925,"('wise', 'unwise')",0.015701279,0.6225742,1.1160989,1.0802515,1.675778,1.6813757,0.8696656227111816,1.0823984146118164,0.21273279190063477
79,-0.661872,-0.6906748,"('determined', 'doubtful')",-0.20286727,-0.080878675,0.79144835,0.7402317,0.31559122,0.37995023,0.06057506799697876,0.08715711534023285,0.02658204734325409
72,-0.64149535,-0.71022844,"('logical', 'illogical')",-0.3777704,-0.23481919,-0.918913,-0.7102578,-0.42463043,-0.11634571,-0.5907022953033447,-0.4429127871990204,0.14778950810432434
18,-0.61870265,-0.78073794,"('social', 'asocial')",-0.21297093,-0.40964103,-0.5281014,-0.4231847,-1.5692225,-1.306341,-0.73224937915802,-0.7299761772155762,0.0022732019424438477
30,-0.6167111,-0.84319556,"('honest', 'dishonest')",-0.15399452,-0.49960178,-1.0909512,-0.8725929,-0.46290857,-0.09674831,-0.5811413526535034,-0.5780346393585205,0.00310671329498291
51,-0.5997944,-0.9952013,"('competent', 'incompetent')",-0.32382977,-0.43972063,-0.045196563,-0.21386656,0.07464939,0.2558064,-0.22354282438755035,-0.3482455611228943,-0.12470273673534393
100,-0.57595253,-0.5750464,"('influential', 'uninfluential')",-0.41076177,-0.049142033,-0.38695657,-0.019902438,-0.52025104,-0.49207926,-0.4734804630279541,-0.2840425372123718,0.18943792581558228
35,0.5757731,0.9143417,"('fair', 'unfair')",0.9354116,1.2083217,0.3427094,0.67753434,0.53877056,0.72886944,0.5981661677360535,0.8822668194770813,0.28410065174102783
0,-0.5399539,-0.63208795,"('sociable', 'unsociable')",0.4507505,0.33004367,-0.4414106,-0.120895445,-0.76800233,-0.5637635,-0.32465410232543945,-0.24667580425739288,0.07797829806804657
101,-0.5270161,-0.49915868,"('successful', 'unsuccessful')",-0.4027536,-0.72906625,-0.79118717,-0.75123775,-0.6508886,-0.41667444,-0.5929613709449768,-0.599034309387207,-0.006072938442230225
85,-0.50786865,-0.39862728,"('ambitious', 'unambitious')",-0.7173947,-0.3803329,-0.1777403,0.0057177544,0.013987601,0.106343,-0.34725403785705566,-0.16672486066818237,0.1805291771888733
73,-0.4946378,-1.1713698,"('brilliant', 'incompetent')",0.09372985,-0.49132428,-0.7108176,-1.4465978,-1.3390191,-1.6772346,-0.6126861572265625,-1.196631669998169,-0.5839455127716064
23,0.4717719,0.5415191,"('hospitable', 'inhospitable')",0.57464457,0.60492676,0.7481068,0.77081865,1.1858441,1.118948,0.7450917959213257,0.759053111076355,0.013961315155029297
20,-0.40970606,-0.122801185,"('popular', 'unpopular')",0.382267,0.34131652,-0.1643596,0.18509051,1.8974743,1.6604376,0.42641890048980713,0.5160108804702759,0.08959197998046875
16,-0.4032638,-0.49086407,"('social', 'antisocial')",0.8797605,0.6578898,-0.06470011,-0.22989884,-0.8021402,-0.50254613,-0.09758590161800385,-0.14135481417179108,-0.04376891255378723
59,0.39205217,0.60988677,"('skillful', 'clumsy')",-0.021842718,0.24772984,0.26107228,0.40657207,1.3879981,1.4707971,0.5048199892044067,0.6837464570999146,0.1789264678955078
84,-0.38740465,-0.27632898,"('self-confident', 'diffident')",-0.8499,-1.0191487,-0.25962567,-0.13059324,-0.24383731,-0.37390593,-0.43519192934036255,-0.44999420642852783,-0.014802277088165283
98,0.3626559,0.61471677,"('prestigious', 'insignificant')",-0.6956469,-0.4125046,-0.015828907,0.08016443,0.27524158,0.15429056,-0.018394574522972107,0.10916678607463837,0.12756136059761047
92,0.36100027,0.5460657,"('unwavering', 'wavering')",-0.33717233,-0.02597779,0.61011773,0.7725166,1.0242958,0.81975317,0.41456037759780884,0.5280894041061401,0.1135290265083313
60,-0.35373825,-0.28473067,"('educated', 'uneducated')",-0.17243227,0.4544539,-0.68707097,-0.62676424,-0.794942,-0.4889455,-0.5020458698272705,-0.23649662733078003,0.2655492424964905
83,-0.30230305,-0.92200106,"('energetic', 'lethargic')",-0.26730773,-0.36829144,-0.4454074,-0.5140027,-0.80170095,-0.6726756,-0.4541797935962677,-0.6192426681518555,-0.16506287455558777
45,-0.27997842,-0.54828644,"('cooperative', 'exploitative')",0.2917022,-0.1509116,-1.3181367,-1.840991,-1.0277846,-0.9165996,-0.5835493803024292,-0.8641971349716187,-0.28064775466918945
110,-0.2622016,-0.03662166,"('narrow-minded', 'open-minded')",-0.1834876,0.04295087,-0.40750647,-0.5089512,-0.38863587,-0.16592145,-0.31045788526535034,-0.16713586449623108,0.14332202076911926
93,-0.22123767,-0.6051648,"('dominating', 'dominated')",0.028900117,-0.0017082989,-0.8059411,-0.7601545,-1.2408098,-0.70492834,-0.5597721338272095,-0.5179889798164368,0.041783154010772705
67,-0.22015561,-0.3392098,"('discriminating', 'undiscriminating')",-0.6020345,-0.51860833,-0.90322465,-0.8635342,0.70384866,0.7983501,-0.25539153814315796,-0.23075056076049805,0.024640977382659912
96,-0.21590453,-0.0616073,"('powerful', 'powerless')",-0.18583012,-0.027775168,0.3801192,0.30733603,-0.45298013,-0.42514718,-0.11864889413118362,-0.05179840326309204,0.06685049086809158
94,0.20832568,-0.39142245,"('aggressive', 'submissive')",1.0424919,0.9448261,0.04461415,-0.012519062,-0.6174553,-0.32319823,0.16949410736560822,0.054421596229076385,-0.11507251113653183
62,-0.2028756,-0.26593104,"('creative', 'uncreative')",-0.382096,-0.29852146,-0.6206367,-0.38376272,-0.56264377,-0.6173538,-0.44206303358078003,-0.3913922607898712,0.050670772790908813
52,-0.19153789,-0.60795456,"('competitive', 'uncompetitive')",-0.27827603,-0.4202563,-0.508064,-0.52339315,-0.82447207,-0.5201275,-0.4505874812602997,-0.5179328918457031,-0.06734541058540344
107,0.17212299,0.049554795,"('conventional', 'modern')",0.41956308,0.6175498,0.13644336,0.2839453,1.0958123,1.6039909,0.455985426902771,0.6387602090835571,0.18277478218078613
15,-0.1680682,-0.39540488,"('polite', 'impolite')",0.70403016,0.62203765,0.12108457,0.4388826,-0.60293305,-0.018667951,0.013528376817703247,0.16171185672283173,0.14818347990512848
102,-0.16384727,-0.08259183,"('eminent', 'low')",-0.47959733,-0.36439914,0.38342538,0.2864778,-0.2643765,-0.27766025,-0.1310989260673523,-0.10954335331916809,0.021555572748184204
57,0.16221833,0.006662786,"('able', 'unable')",0.8216475,0.2712103,0.0895995,-0.20844537,-0.46497375,-0.62447196,0.15212289988994598,-0.13876105844974518,-0.29088395833969116
69,0.15293899,0.47412348,"('wise', 'foolish')",-0.25073588,0.15224397,-0.17045052,-0.113667496,0.5438058,0.65526724,0.06888958811759949,0.29199180006980896,0.22310221195220947
109,0.118131846,-0.28172356,"('conservative', 'liberal')",1.0521137,0.8497843,0.1746393,-0.0049630105,-1.097023,-1.0688727,0.0619654655456543,-0.1264437437057495,-0.1884092092514038
108,0.118131846,-0.28172356,"('conservative', 'liberal')",1.0521137,0.8497843,0.1746393,-0.0049630105,-1.097023,-1.0688727,0.0619654655456543,-0.1264437437057495,-0.1884092092514038
39,0.11798471,0.5581715,"('right', 'wrong')",-0.58836764,-0.2928999,0.26770708,0.47093648,0.26922962,0.41019645,0.016638442873954773,0.28660112619400024,0.26996268332004547
76,-0.103699714,-0.38481754,"('secure', 'insecure')",0.7806419,0.45957696,-0.49637794,-0.6593478,-0.46814716,-0.3669712,-0.07189571857452393,-0.23788988590240479,-0.16599416732788086
4,0.095253825,0.089625016,"('likable', 'unlikable')",0.12765896,-0.17417644,-0.6198826,-0.8506645,0.38617718,0.37986428,-0.002698153257369995,-0.13883791863918304,-0.13613976538181305
19,-0.08405125,-0.042847276,"('funny', 'boring')",0.3520596,0.17013276,-0.26417708,0.12090409,-0.057115197,0.104435325,-0.013320982456207275,0.08815622329711914,0.10147720575332642
89,-0.06860046,-0.4460732,"('daring', 'anxious')",0.35961458,0.033137083,-0.43040133,-0.7469002,-1.1694336,-1.3868266,-0.32720518112182617,-0.6366657018661499,-0.30946052074432373
91,-0.038072586,0.13933477,"('resilient', 'nonresilient')",0.3953936,-0.026987702,-0.16709226,-0.16934294,0.2389951,-0.08850193,0.10730596631765366,-0.036374449729919434,-0.1436804160475731
5,0.019672588,-0.20640536,"('pleasant', 'repellent')",0.49168676,0.06401048,-0.24824771,-0.5681621,-0.097297505,-0.30082503,0.0414535291492939,-0.25284549593925476,-0.29429902508854866
99,-0.014898241,0.5328295,"('prestigious', 'insignificant')",-0.49706897,-0.16148871,0.28756195,0.29070893,0.7842057,0.64763576,0.13995011150836945,0.3274213671684265,0.18747125566005707
