,old_male,old_female,tuple,dominion_male,dominion_female,freight_male,freight_female,line_male,line_female,average_male,average_female,female-male
50,0.79217637,0.44786692,"('unprejudiced', 'prejudiced')",1.9615203,1.7593029,2.2805562,2.313396,1.4632901,1.3422353,1.6243858337402344,1.465700387954712,-0.15868544578552246
47,-0.7901271,-0.40201557,"('forgiving', 'unforgiving')",-0.4740851,-0.3745442,-0.7568766,-0.6862989,-0.88513875,-0.8844483,-0.7265568375587463,-0.586826741695404,0.13973009586334229
35,0.7884322,1.1210998,"('fair', 'unfair')",0.62407,0.76744777,0.3856823,0.4526705,0.35427603,0.49106675,0.5381151437759399,0.708071231842041,0.16995608806610107
46,0.7850884,1.256045,"('generous', 'stingy')",0.45318416,0.5674591,1.6835951,1.666752,1.0293097,1.1654192,0.9877943396568298,1.1639188528060913,0.17612451314926147
100,-0.7819074,-0.6564685,"('influential', 'uninfluential')",-0.18314803,0.01414898,-0.8845323,-0.59282094,-0.43199614,-0.1861226,-0.5703959465026855,-0.35531580448150635,0.2150801420211792
94,-0.762867,-1.0265656,"('aggressive', 'submissive')",2.0980957,2.1013849,0.22952616,0.29947245,0.046993792,0.3333251,0.4029371738433838,0.42690420150756836,0.02396702766418457
80,0.7327276,0.42999837,"('independent', 'dependent')",1.1125357,1.0959778,1.6340711,1.4867775,0.8207694,0.92479825,1.0750259160995483,0.984387993812561,-0.0906379222869873
31,0.6884674,0.87936234,"('altruistic', 'egoistic')",-0.44209078,-0.38131237,-1.073912,-1.0040917,-1.0732982,-0.8542704,-0.4752084016799927,-0.34007805585861206,0.13513034582138062
60,-0.6639799,-0.65970135,"('educated', 'uneducated')",0.6261813,0.7625178,0.050703734,0.31057242,0.48484838,0.7809104,0.12443838268518448,0.2985748052597046,0.1741364225745201
77,0.6545549,1.1890202,"('active', 'inactive')",-0.11633289,-0.12780634,0.7521316,0.8873222,1.2323015,1.5514625,0.6306637525558472,0.8749996423721313,0.24433588981628418
3,0.63130105,0.8375057,"('likable', 'unlikable')",1.8550366,1.9184337,0.97211254,1.0796813,0.69924736,0.83656275,1.0394244194030762,1.1680458784103394,0.12862145900726318
104,-0.6312753,0.0041125417,"('conventional', 'unconventional')",-1.25304,-1.2329171,-0.67063606,-0.44028884,-0.62517756,-0.45892948,-0.7950322031974792,-0.5320057272911072,0.26302647590637207
15,-0.6245239,-0.6180845,"('polite', 'impolite')",1.5057437,1.7298515,-0.24293636,0.12672725,0.004904017,0.09535904,0.1607968807220459,0.3334633409976959,0.17266646027565002
96,-0.6075273,-0.50951064,"('powerful', 'powerless')",-0.0922738,-0.09967449,-0.22303583,0.0017493218,-0.24058518,0.0004924238,-0.2908555269241333,-0.1517358422279358,0.1391196846961975
84,-0.59399325,-0.15244842,"('self-confident', 'diffident')",-0.7093309,-0.60246897,-1.1093566,-1.0920146,-0.5493047,-0.6665733,-0.7404963970184326,-0.628376305103302,0.11212009191513062
5,0.58151484,-0.026621222,"('pleasant', 'repellent')",0.68418807,0.5922626,0.22209226,0.17045456,-0.3004128,-0.44804034,0.29684561491012573,0.07201390713453293,-0.2248317077755928
23,0.58106625,0.7971291,"('hospitable', 'inhospitable')",-0.21611035,-0.2940331,0.8271106,0.73061293,0.50621355,0.34187165,0.4245699942111969,0.39389511942863464,-0.030674874782562256
33,-0.57891846,-0.42384258,"('softhearted', 'hardhearted')",-1.5405178,-1.5562027,-0.2719616,-0.41573176,-0.32436806,-0.55105126,-0.6789414882659912,-0.7367070913314819,-0.05776560306549072
66,-0.5594825,-0.09433657,"('imaginative', 'unimaginative')",1.4592862,1.5036638,2.5240946,2.463975,1.6351538,1.7225289,1.2647629976272583,1.3989577293395996,0.1341947317123413
45,-0.55638343,-0.9997756,"('cooperative', 'exploitative')",-0.80416775,-0.79802775,-0.775666,-0.9115522,-0.76391274,-1.0307558,-0.7250324487686157,-0.9350278377532959,-0.20999538898468018
73,-0.5371902,-1.6993179,"('brilliant', 'incompetent')",0.020267963,-0.043462694,-1.077652,-1.1090328,-0.52348137,-0.7530795,-0.5295138955116272,-0.9012231826782227,-0.37170928716659546
7,0.5125468,0.677701,"('outgoing', 'distant')",-0.8715043,-0.94640917,0.45739305,0.11036438,1.3011347,1.0283632,0.3498925566673279,0.2175048589706421,-0.1323876976966858
19,-0.4941376,0.14912876,"('funny', 'boring')",-0.008593023,0.087818325,-0.3514419,-0.28349283,-0.4892264,-0.20943025,-0.33584970235824585,-0.06399399787187576,0.2718557044863701
16,-0.49161083,-0.5740634,"('social', 'antisocial')",1.2617302,1.4129249,0.030896336,0.081931025,0.36114672,0.37967306,0.2905406057834625,0.3251163959503174,0.03457579016685486
89,-0.4876637,-0.8876581,"('daring', 'anxious')",1.0020981,1.0328617,0.2997879,0.19169019,0.59884125,0.38573104,0.3532658815383911,0.18065620958805084,-0.17260967195034027
4,0.4846194,0.44473714,"('likable', 'unlikable')",0.3143277,0.3021949,-0.7687712,-0.7352632,-0.6497115,-0.718971,-0.15488389134407043,-0.17682555317878723,-0.021941661834716797
98,0.47440317,0.8091475,"('prestigious', 'insignificant')",-1.6119359,-1.7361267,-0.07665562,-0.31083757,-0.12549424,0.048875853,-0.33492064476013184,-0.29723525047302246,0.037685394287109375
86,0.45128232,0.52723265,"('self-reliant', 'helpless')",1.5265619,1.4902303,2.801116,2.8777385,1.3333194,1.3808553,1.5280699729919434,1.569014310836792,0.04094433784484863
57,-0.4443342,-0.88977295,"('able', 'unable')",0.060727477,-0.10593718,0.25180918,-0.0017928481,0.43286386,0.21160308,0.07526657730340958,-0.19647496938705444,-0.271741546690464
10,0.42202136,0.81629205,"('affectionate', 'unaffectionate')",-1.4316759,-1.3627036,-1.471704,-1.5256355,-1.009234,-0.9808043,-0.8726481199264526,-0.7632128000259399,0.1094353199005127
76,-0.41305518,-0.4732844,"('secure', 'insecure')",1.0066981,1.091842,-0.21442261,-0.32087612,0.03422658,0.041058287,0.10336172580718994,0.08468496799468994,-0.0186767578125
107,0.40365714,0.22073445,"('conventional', 'modern')",1.1246606,1.2847081,0.3121888,0.40029272,0.065416984,0.25958818,0.4764808714389801,0.541330873966217,0.06485000252723694
67,-0.39547157,-0.08076054,"('discriminating', 'undiscriminating')",-0.03703723,-0.064588144,-1.0214721,-0.99500096,-0.61421716,-0.46169108,-0.5170495510101318,-0.40051019191741943,0.1165393590927124
56,0.38718724,0.76227546,"('intelligent', 'dumb')",0.29182726,0.27493596,2.0903172,2.1057758,1.0735021,1.1130449,0.9607084393501282,1.0640079975128174,0.10329955816268921
106,0.35090864,0.29866087,"('conventional', 'unconventional')",0.14948627,0.14058986,-0.91508996,-0.7247901,-0.8189738,-0.7556336,-0.3084172010421753,-0.26029324531555176,0.048123955726623535
11,-0.3342383,-0.50312346,"('caring', 'unaffectionate')",-2.194827,-2.1412482,-1.9416451,-1.9320711,-1.2294223,-1.2591754,-1.4250333309173584,-1.458904504776001,-0.03387117385864258
92,0.33261687,0.69675195,"('unwavering', 'wavering')",-0.9915312,-1.0833018,0.78322023,0.6406007,0.6358812,0.48450714,0.1900467723608017,0.18463949859142303,-0.005407273769378662
63,-0.28024605,-0.49136686,"('capable', 'incapable')",-1.0259265,-1.2174039,-0.2667368,-0.3355263,-0.42553848,-0.7279589,-0.4996119737625122,-0.6930639743804932,-0.19345200061798096
87,-0.2756705,-0.3412379,"('dedicated', 'undedicated')",-0.99625534,-0.8517892,-0.5134262,-0.46223485,-0.6485087,-0.84488,-0.6084651947021484,-0.6250354647636414,-0.01657027006149292
62,0.25973076,0.37689614,"('creative', 'uncreative')",-0.39030242,-0.3675411,-0.6461023,-0.7378285,-0.12075508,-0.15917554,-0.2243572622537613,-0.2219122350215912,0.002445027232170105
39,0.2582106,0.43134037,"('right', 'wrong')",-0.81078476,-0.6582274,-0.3588424,-0.11705366,-0.48504204,-0.21968465,-0.34911465644836426,-0.14090633392333984,0.20820832252502441
109,0.24559161,-0.4660221,"('conservative', 'liberal')",1.4754682,1.6374359,0.41880605,0.5982915,-0.68707395,-0.440379,0.3631979823112488,0.3323315680027008,-0.030866414308547974
108,0.24559161,-0.4660221,"('conservative', 'liberal')",1.4754682,1.6374359,0.41880605,0.5982915,-0.68707395,-0.440379,0.3631979823112488,0.3323315680027008,-0.030866414308547974
17,-0.24464345,0.093636006,"('social', 'antisocial')",0.15938741,0.3511874,-0.8104742,-0.6480361,-0.32010603,-0.12725972,-0.30395907163619995,-0.0826181024312973,0.22134096920490265
6,0.23213089,0.9352957,"('liked', 'disliked')",3.3779314,3.5953772,5.0742283,5.167016,3.5163934,3.8493073,3.0501708984375,3.386749029159546,0.3365781307220459
1,-0.21649915,0.13581222,"('friendly', 'unfriendly')",-1.3610296,-1.3379546,-1.6917984,-1.7366549,-1.3783736,-1.3434002,-1.161925196647644,-1.070549488067627,0.09137570858001709
21,-0.2094698,-0.17206877,"('nice', 'nasty')",0.871922,0.8300308,0.41615838,0.20896453,0.10184556,-0.000101327896,0.29511404037475586,0.2167063057422638,-0.07840773463249207
79,0.20366304,0.36249623,"('determined', 'doubtful')",0.13187885,0.23365575,-0.38349536,-0.23989381,-0.37247923,-0.059970513,-0.10510817170143127,0.07407191395759583,0.1791800856590271
90,0.20345737,-0.54291177,"('motivated', 'unmotivated')",0.662993,0.59540313,0.7408906,0.59135264,0.8526584,0.7089522,0.6149998903274536,0.33819904923439026,-0.27680084109306335
44,-0.2024408,-0.27432936,"('truthful', 'untruthful')",-0.75348324,-0.65169466,-1.3639119,-1.1644372,-0.9490565,-0.8851987,-0.817223072052002,-0.7439149618148804,0.07330811023712158
85,0.18126482,0.036850184,"('ambitious', 'unambitious')",-0.7565715,-0.7354312,-0.34699333,-0.2168394,-0.12121993,0.07006645,-0.2608799934387207,-0.21133849024772644,0.04954150319099426
103,0.18060067,-0.12555394,"('traditional', 'modern')",1.4686904,1.4192069,1.5651414,1.3787786,1.07745,0.9297931,1.0729706287384033,0.9005561470985413,-0.17241448163986206
110,-0.15173648,0.08265002,"('narrow-minded', 'open-minded')",-0.293333,-0.29919,0.57438046,0.58186364,-0.47567213,-0.5988448,-0.08659029006958008,-0.05838029086589813,0.028209999203681946
55,-0.13882953,-0.32946163,"('intelligent', 'unintelligent')",-0.27332324,-0.3011515,-0.06392419,-0.03190565,-0.08751854,-0.19367087,-0.14089888334274292,-0.2140474170446396,-0.07314853370189667
105,-0.12455846,-0.23762882,"('conventional', 'modern')",-0.9965238,-1.0784634,-0.8963671,-1.0959063,-0.5716222,-0.6430207,-0.6472678780555725,-0.7637547850608826,-0.11648690700531006
43,0.11947884,0.01134894,"('genuine', 'fake')",-0.18898952,-0.28126255,-0.61367583,-0.576867,-0.7554821,-0.69616187,-0.3596671521663666,-0.3857356309890747,-0.02606847882270813
97,-0.11842394,0.29237914,"('superior', 'inferior')",-1.5718412,-1.5984496,-0.92773104,-1.0760279,-0.6257314,-0.4388162,-0.810931921005249,-0.7052285671234131,0.10570335388183594
102,-0.10705662,-0.1607481,"('eminent', 'low')",-0.7763771,-0.88203514,0.04990585,0.03048113,-0.23587228,-0.10460034,-0.26735004782676697,-0.279225617647171,-0.011875569820404053
24,-0.10075343,-0.3908213,"('thoughtful', 'rough')",-0.28295442,-0.40939814,-0.059252545,-0.15392032,-0.726405,-0.92569333,-0.29234135150909424,-0.46995824575424194,-0.1776168942451477
48,-0.09950999,0.15047374,"('reliable', 'unreliable')",2.0420756,1.9181979,2.1132755,1.9327753,1.1734936,1.0744268,1.3073337078094482,1.2689683437347412,-0.03836536407470703
74,-0.069507375,-0.12075168,"('insightful', 'unperceptive')",-0.65214086,-0.533777,-1.0651236,-1.0923176,-0.6687807,-0.66089344,-0.613888144493103,-0.6019349098205566,0.011953234672546387
72,-0.04305321,0.073290765,"('logical', 'illogical')",0.22112307,0.41719973,-1.1030312,-1.0417657,-0.41950902,-0.31675667,-0.33611759543418884,-0.21700796484947205,0.1191096305847168
91,-0.0294583,-0.01319553,"('resilient', 'nonresilient')",0.40252608,0.37302095,0.8827,0.84690505,0.64675796,0.4337589,0.475631445646286,0.4101223349571228,-0.06550911068916321
14,0.010403097,-0.16668712,"('supportive', 'unsupportive')",0.2770743,0.39322448,0.69330937,0.5973165,0.64251435,0.4874574,0.40582528710365295,0.3278278112411499,-0.07799747586250305
