,cleveland_male,cleveland_female,tuple,cliffs_male,cliffs_female,inc_male,inc_female,new_male,new_female,average_male,average_female,female-male
38,-1.6520177,-1.4854343,"('kind', 'unkind')",-1.8842046,-1.6321597,-2.0396976,-1.7484714,-1.1115729,-0.71509457,-1.6718732118606567,-1.3952900171279907,0.276583194732666
48,1.5908837,1.5536845,"('reliable', 'unreliable')",2.6115985,2.5525234,2.8818831,2.660874,1.1541629,1.1235613,2.0596320629119873,1.972660779953003,-0.08697128295898438
34,-1.5867574,-1.2301998,"('loyal', 'disloyal')",-1.8124603,-1.3830237,-1.2905542,-1.1016616,-1.179813,-0.9404594,-1.4673961400985718,-1.163836121559143,0.3035600185394287
100,-1.5600806,-1.4085679,"('influential', 'uninfluential')",-1.3491935,-0.9021792,-0.6577871,-0.44265532,-0.52025104,-0.49207926,-1.021828055381775,-0.8113704323768616,0.21045762300491333
12,-1.4784584,-1.318984,"('sympathetic', 'unsympathetic')",-2.1405573,-2.0004132,-0.5738509,-0.48446804,-1.2802973,-1.1208498,-1.3682910203933716,-1.2311787605285645,0.13711225986480713
47,-1.4614508,-1.4695961,"('forgiving', 'unforgiving')",-1.3780081,-1.0620165,-0.41558483,-0.35652748,-0.45840046,-0.068962395,-0.9283610582351685,-0.7392756342887878,0.18908542394638062
33,-1.4598267,-1.4996593,"('softhearted', 'hardhearted')",-0.3032853,-0.27440602,-1.2179447,-1.1615895,-0.62816787,-0.6920396,-0.9023061394691467,-0.9069235324859619,-0.0046173930168151855
78,1.321385,1.0596744,"('active', 'inactive')",1.7360593,1.6747959,1.9014573,1.6172376,1.6742909,1.1332293,1.6582980155944824,1.3712342977523804,-0.28706371784210205
103,1.3176453,1.1481264,"('traditional', 'modern')",0.8557998,0.6898366,0.54286605,0.60623926,0.68126935,0.61791956,0.8493951559066772,0.7655304670333862,-0.08386468887329102
66,1.29755,1.5441699,"('imaginative', 'unimaginative')",1.1712791,1.534313,2.4963121,2.4620016,0.34587073,0.7209271,1.3277530670166016,1.5653529167175293,0.23759984970092773
90,1.264724,0.8132398,"('motivated', 'unmotivated')",0.96339285,0.63557374,0.5110009,0.47775382,-0.115985096,-0.5120882,0.6557831764221191,0.353619784116745,-0.30216339230537415
62,-1.2639911,-1.3397925,"('creative', 'uncreative')",-1.2616239,-1.1736773,-1.0346447,-0.8341708,-0.56264377,-0.6173538,-1.0307259559631348,-0.991248607635498,0.03947734832763672
87,-1.1654423,-1.106492,"('dedicated', 'undedicated')",-0.46439326,-0.48716098,-0.735895,-0.55872035,-0.63571346,-0.37742674,-0.7503609657287598,-0.6324499845504761,0.11791098117828369
60,-1.0644192,-0.8400198,"('educated', 'uneducated')",-0.70230573,-0.530641,-0.63778424,-0.54161096,-0.794942,-0.4889455,-0.7998627424240112,-0.6003043055534363,0.19955843687057495
109,1.0454288,1.008591,"('conservative', 'liberal')",0.25137,0.1634431,0.24487284,0.32331946,-1.097023,-1.0688727,0.11116212606430054,0.10662022233009338,-0.004541903734207153
108,1.0454288,1.008591,"('conservative', 'liberal')",0.25137,0.1634431,0.24487284,0.32331946,-1.097023,-1.0688727,0.11116212606430054,0.10662022233009338,-0.004541903734207153
83,-1.0286884,-0.99041474,"('energetic', 'lethargic')",-1.1537176,-1.1035656,-0.19563791,-0.2720304,-0.80170095,-0.6726756,-0.7949361801147461,-0.7596715688705444,0.03526461124420166
15,1.0024292,1.032048,"('polite', 'impolite')",-0.7156073,-0.42569345,1.210203,1.3912718,-0.60293305,-0.018667951,0.22352299094200134,0.4947395920753479,0.27121660113334656
43,-1.0005159,-0.9356991,"('genuine', 'fake')",-0.36363074,-0.37724662,-0.025788724,0.03263986,0.3768835,0.38788807,-0.253262996673584,-0.22310444712638855,0.030158549547195435
67,-0.98765403,-0.81409574,"('discriminating', 'undiscriminating')",-0.50729716,-0.41576985,-0.6435183,-0.44698924,0.70384866,0.7983501,-0.35865527391433716,-0.21962618827819824,0.13902908563613892
63,-0.9560487,-1.0691259,"('capable', 'incapable')",-1.0396192,-1.1946652,-1.2111347,-1.1462419,-0.33474922,-0.53823125,-0.8853879570960999,-0.9870660305023193,-0.10167807340621948
10,-0.95402306,-0.8194874,"('affectionate', 'unaffectionate')",-1.1864668,-1.042017,-0.21670184,-0.17171527,0.7698784,0.8342984,-0.396828293800354,-0.2997303009033203,0.09709799289703369
102,-0.9472462,-0.91697764,"('eminent', 'low')",-0.09386253,-0.122592,-0.9088626,-0.8886302,-0.2643765,-0.27766025,-0.5535869598388672,-0.5514650344848633,0.0021219253540039062
29,-0.9321101,-0.9750482,"('honest', 'immoral')",-1.7997564,-1.9783707,-1.5445176,-1.4441774,-1.9729593,-2.176074,-1.562335729598999,-1.6434175968170166,-0.08108186721801758
76,0.90080196,0.8803971,"('secure', 'insecure')",-0.32510427,-0.29498994,0.83827037,0.84754825,-0.46814716,-0.3669712,0.23645523190498352,0.26649606227874756,0.030040830373764038
99,-0.8819318,-1.0792968,"('prestigious', 'insignificant')",0.10973521,0.022045111,-0.7684872,-0.946124,0.7842057,0.64763576,-0.18911951780319214,-0.3389350175857544,-0.14981549978256226
104,-0.88055193,-0.7508007,"('conventional', 'unconventional')",-0.99568796,-0.59969616,-0.620734,-0.5084797,0.09214801,-0.08103579,-0.6012064814567566,-0.48500311374664307,0.11620336771011353
37,0.8790681,0.6568083,"('good', 'evil')",2.0896487,1.9221267,1.6858269,1.5811448,2.5303283,2.428041,1.7962180376052856,1.647030234336853,-0.14918780326843262
107,0.85140306,1.060384,"('conventional', 'modern')",0.14984307,0.29269624,0.8527969,0.9750705,1.0958123,1.6039909,0.7374638319015503,0.9830354452133179,0.24557161331176758
18,-0.84869987,-0.87831926,"('social', 'asocial')",-1.2249162,-1.238477,0.6331429,0.62525755,-1.5692225,-1.306341,-0.752423882484436,-0.6994699239730835,0.05295395851135254
9,-0.82458997,-0.9333288,"('sensitive', 'insensitive')",-1.3822643,-1.453599,-0.48028773,-0.4960956,-0.98445404,-0.92043555,-0.9178990125656128,-0.9508647918701172,-0.032965779304504395
54,0.7824135,0.54318464,"('smart', 'stupid')",0.72577524,0.48467433,0.24333084,0.120717674,0.84912705,0.60384494,0.650161623954773,0.43810540437698364,-0.2120562195777893
31,-0.7572019,-0.9519199,"('altruistic', 'egoistic')",-0.25536072,-0.3001218,-0.93047774,-0.76679194,0.63122517,0.40067068,-0.3279538154602051,-0.4045407474040985,-0.07658693194389343
36,-0.7380185,-1.0369031,"('tolerant', 'intolerant')",-1.7200234,-1.7150521,-1.2572566,-1.1976933,-0.8488381,-0.593192,-1.1410341262817383,-1.1357101202011108,0.005324006080627441
44,-0.72218335,-0.748791,"('truthful', 'untruthful')",-1.4521617,-1.4738247,-0.3925819,-0.30680344,-0.44683415,-0.3493275,-0.753440260887146,-0.7196866869926453,0.03375357389450073
84,-0.6796084,-0.62675256,"('self-confident', 'diffident')",-0.5168663,-0.4606763,0.060128868,0.018382862,-0.24383731,-0.37390593,-0.345045804977417,-0.36073794960975647,-0.015692144632339478
55,-0.6544306,-0.68788314,"('intelligent', 'unintelligent')",-1.1418428,-1.0852499,-1.2016937,-1.0485995,-0.3138889,-0.4464134,-0.8279640674591064,-0.817036509513855,0.010927557945251465
24,-0.63994104,-0.6868378,"('thoughtful', 'rough')",-0.30023092,-0.35115337,-1.4925218,-1.1946259,-0.80838597,-1.0449764,-0.8102699518203735,-0.8193982839584351,-0.009128332138061523
97,-0.62516046,-0.49419618,"('superior', 'inferior')",-0.74737006,-0.5905578,-0.8685728,-0.82522434,-0.99121296,-0.8188501,-0.8080790042877197,-0.6822071075439453,0.12587189674377441
71,0.6052482,0.18527544,"('efficient', 'inefficient')",-0.79884917,-1.1255327,-0.70843303,-0.62070835,-1.2771156,-1.4559102,-0.5447874069213867,-0.7542189359664917,-0.20943152904510498
81,0.59293884,0.4165811,"('industrious', 'lazy')",2.1868927,2.0113888,1.177786,1.0300014,2.0022373,2.030965,1.4899637699127197,1.3722341060638428,-0.11772966384887695
69,-0.55336857,-0.64984155,"('wise', 'foolish')",0.47271702,0.47052485,0.12908188,-0.020111531,0.5438058,0.65526724,0.14805902540683746,0.11395975202322006,-0.0340992733836174
77,-0.53699434,-0.3308539,"('active', 'inactive')",0.728403,1.0028359,0.7603774,0.78135514,0.7132806,0.8810775,0.41626667976379395,0.5836036205291748,0.16733694076538086
22,0.5367562,0.060475856,"('welcoming', 'disagreeable')",0.9668092,0.8019929,1.4761021,1.4044716,0.5636344,0.47769773,0.885825514793396,0.6861594915390015,-0.19966602325439453
2,-0.53364366,-0.5311482,"('friendly', 'unfriendly')",-1.005873,-0.78741,-0.308474,-0.26902443,-1.6722184,-1.4798024,-0.8800523281097412,-0.766846239566803,0.11320608854293823
51,-0.51250935,-0.41382807,"('competent', 'incompetent')",-0.7596741,-0.52922297,0.58854914,0.5889384,0.07464939,0.2558064,-0.15224622189998627,-0.02457655966281891,0.12766966223716736
39,-0.5072459,-0.41233847,"('right', 'wrong')",-0.15587705,0.06162384,0.47954395,0.5493243,0.26922962,0.41019645,0.02141265571117401,0.15220153331756592,0.1307888776063919
85,-0.5048366,-0.36181837,"('ambitious', 'unambitious')",-0.5367451,-0.44570988,0.30843267,0.3568042,0.013987601,0.106343,-0.17979033291339874,-0.08609526604413986,0.09369506686925888
5,0.4879454,0.34083766,"('pleasant', 'repellent')",-0.07246187,-0.15510784,-0.71238893,-0.63735604,-0.097297505,-0.30082503,-0.0985507220029831,-0.18811282515525818,-0.08956210315227509
79,-0.48674518,-0.5822358,"('determined', 'doubtful')",0.3631018,0.28970295,0.29388967,0.37061524,0.31559122,0.37995023,0.12145937979221344,0.11450815200805664,-0.006951227784156799
68,-0.47094506,-0.7217179,"('clever', 'inept')",-0.8332429,-1.1195306,-0.6262408,-0.85941315,-0.6454199,-0.8717228,-0.6439621448516846,-0.8930960893630981,-0.24913394451141357
101,-0.45932645,-0.30782208,"('successful', 'unsuccessful')",0.1333976,0.2242021,-0.73952127,-0.8850286,-0.6508886,-0.41667444,-0.4290847182273865,-0.34633076190948486,0.08275395631790161
91,0.4472877,0.3968502,"('resilient', 'nonresilient')",-0.14444435,-0.11525111,0.16637044,0.10501,0.2389951,-0.08850193,0.17705222964286804,0.07452679425477982,-0.10252543538808823
72,-0.38440758,-0.36060002,"('logical', 'illogical')",-1.0559877,-0.6504477,-1.1190314,-0.995624,-0.42463043,-0.11634571,-0.7460142970085144,-0.5307543277740479,0.21525996923446655
14,0.38298422,0.35418743,"('supportive', 'unsupportive')",0.10179904,0.046765327,1.4657954,1.3132231,-0.059206426,-0.05194989,0.4728430509567261,0.41555652022361755,-0.05728653073310852
98,-0.3725411,-0.57908374,"('prestigious', 'insignificant')",-0.13309085,-0.20084122,-0.79852724,-0.9195298,0.27524158,0.15429056,-0.25722938776016235,-0.3862910568714142,-0.12906166911125183
106,0.34660935,0.3909855,"('conventional', 'unconventional')",-0.35253167,-0.23820823,-0.12009463,0.048060127,1.2797227,0.963664,0.2884264290332794,0.2911253571510315,0.002698928117752075
94,0.34655058,0.38236687,"('aggressive', 'submissive')",-0.17681432,0.053348362,0.718829,0.68567276,-0.6174553,-0.32319823,0.06777748465538025,0.1995474398136139,0.13176995515823364
80,0.3388994,0.25388956,"('independent', 'dependent')",0.65581477,0.46847138,0.4544888,0.5477525,0.56695527,0.6444183,0.5040395855903625,0.47863292694091797,-0.02540665864944458
82,0.3362317,0.32728606,"('industrious', 'meek')",2.0837948,2.0744348,0.5020849,0.4451415,1.3513242,1.312031,1.0683588981628418,1.0397233963012695,-0.028635501861572266
19,-0.30928904,-0.131814,"('funny', 'boring')",-0.20520508,-0.17449617,0.2134397,0.17407435,-0.057115197,0.104435325,-0.08954240381717682,-0.006950125098228455,0.08259227871894836
4,-0.30028802,-0.52730536,"('likable', 'unlikable')",-0.61260235,-0.76901877,-0.3510114,-0.3623963,0.38617718,0.37986428,-0.21943113207817078,-0.3197140693664551,-0.1002829372882843
35,0.2795744,0.33077985,"('fair', 'unfair')",0.60728323,0.8121863,0.856666,0.95102876,0.53877056,0.72886944,0.5705735683441162,0.705716073513031,0.1351425051689148
105,-0.27834132,-0.27252018,"('conventional', 'modern')",-0.7366253,-0.83950555,-0.64386576,-0.51640195,0.8306431,0.5736888,-0.20704729855060577,-0.2636847496032715,-0.05663745105266571
92,-0.2735395,-0.050149307,"('unwavering', 'wavering')",0.47412556,0.50568473,-0.35777384,-0.49932325,1.0242958,0.81975317,0.2167769968509674,0.19399133324623108,-0.022785663604736328
41,0.26637655,0.54560614,"('incorrupt', 'corrupt')",1.4903324,1.5901723,0.44234085,0.5492189,2.200282,2.1927314,1.0998330116271973,1.2194321155548096,0.1195991039276123
49,-0.26232815,-0.4380847,"('responsible', 'irresponsible')",-1.3169131,-1.3159021,-0.63123447,-0.66606617,-1.0568249,-1.0981494,-0.8168251514434814,-0.879550576210022,-0.06272542476654053
70,0.2595723,0.36741436,"('wise', 'unwise')",0.6887491,0.69381857,-0.017931432,0.079595596,1.675778,1.6813757,0.6515419483184814,0.705551028251648,0.054009079933166504
56,0.25859523,0.39559707,"('intelligent', 'dumb')",1.0566473,1.2635732,1.8939482,1.6449747,0.690233,1.0119772,0.9748559594154358,1.0790305137634277,0.10417455434799194
7,0.2567203,0.063937694,"('outgoing', 'distant')",1.5841811,1.2661325,0.7761355,0.5116445,0.8801502,0.5827791,0.8742967844009399,0.6061234474182129,-0.26817333698272705
17,-0.25549144,-0.14448506,"('social', 'antisocial')",-0.7426764,-0.33288354,0.18423264,0.27764946,-0.42820126,-0.10149157,-0.31053411960601807,-0.07530267536640167,0.2352314442396164
21,0.24566436,0.18007487,"('nice', 'nasty')",0.5480869,0.54681677,0.17558306,0.08738363,0.35453856,0.31382322,0.3309682011604309,0.282024621963501,-0.04894357919692993
16,0.24079809,0.116284266,"('social', 'antisocial')",-0.50580966,-0.29271212,0.5543021,0.54720175,-0.8021402,-0.50254613,-0.12821242213249207,-0.03294305503368378,0.09526936709880829
110,0.22898677,0.12499344,"('narrow-minded', 'open-minded')",0.13860214,0.10671663,0.5399492,0.36804873,-0.38863587,-0.16592145,0.12972554564476013,0.10845933854579926,-0.021266207098960876
65,-0.21489042,-0.18241209,"('practical', 'impractical')",-1.5557227,-1.6194417,-0.7121357,-0.70735514,-1.6388373,-1.5554767,-1.030396580696106,-1.0161714553833008,0.014225125312805176
0,-0.19456464,-0.09191728,"('sociable', 'unsociable')",-0.9217483,-0.55730724,0.068446994,0.23471743,-0.76800233,-0.5637635,-0.4539670944213867,-0.2445676475763321,0.20939944684505463
73,-0.18509728,-0.5573857,"('brilliant', 'incompetent')",-1.374666,-1.7253132,-1.2511837,-1.3133317,-1.3390191,-1.6772346,-1.0374915599822998,-1.3183163404464722,-0.28082478046417236
57,0.17676955,0.009553418,"('able', 'unable')",-0.040987015,-0.3210208,-0.48905984,-0.4069753,-0.46497375,-0.62447196,-0.20456275343894958,-0.33572864532470703,-0.13116589188575745
61,-0.16529582,-0.15563224,"('rational', 'irrational')",1.0974028,1.297813,1.1500916,1.084322,1.4804657,1.715029,0.8906660676002502,0.9853829741477966,0.09471690654754639
46,0.16050556,0.09903565,"('generous', 'stingy')",1.3466578,1.4956045,2.2414412,2.3022788,0.83456933,0.996935,1.1457934379577637,1.2234634160995483,0.07766997814178467
45,-0.15466015,-0.47950286,"('cooperative', 'exploitative')",-0.66600394,-0.90945214,-1.0656619,-1.0753219,-1.0277846,-0.9165996,-0.7285276651382446,-0.845219075679779,-0.11669141054153442
88,0.1291327,0.26591873,"('impulsive', 'meek')",1.7880958,1.7620542,0.5932521,0.52301854,1.563556,1.8192687,1.0185091495513916,1.0925650596618652,0.07405591011047363
30,-0.10950289,-0.14289357,"('honest', 'dishonest')",-0.8794296,-0.6936734,-0.40042067,-0.40150172,-0.46290857,-0.09674831,-0.4630654454231262,-0.33370423316955566,0.12936121225357056
59,-0.10237293,0.041159734,"('skillful', 'clumsy')",1.0040631,1.1006446,0.36367232,0.41915435,1.3879981,1.4707971,0.663340151309967,0.7579389214515686,0.09459877014160156
26,-0.100251436,-0.16564712,"('trustworthy', 'untrustworthy')",-0.3264118,-0.29328114,1.0786788,1.1523049,-0.7467338,-0.48269907,-0.02367955446243286,0.05266939848661423,0.07634895294904709
42,0.08209205,0.25348437,"('amicable', 'hostile')",1.1777475,1.2491119,0.31362426,0.4431113,1.8091202,1.8213055,0.8456460237503052,0.9417532682418823,0.09610724449157715
8,-0.07635024,-0.2623003,"('open', 'distant')",1.3576357,1.0178411,0.60052794,0.34504873,1.1676544,0.7915691,0.7623670101165771,0.4730396568775177,-0.28932735323905945
96,-0.066808015,0.110503145,"('powerful', 'powerless')",0.18965863,0.44849178,-0.10113749,0.006606996,-0.45298013,-0.42514718,-0.10781675577163696,0.03511369228363037,0.14293044805526733
52,-0.06680113,0.12275827,"('competitive', 'uncompetitive')",-1.0579733,-0.85702896,0.38248724,0.41615582,-0.82447207,-0.5201275,-0.39168983697891235,-0.2095605880022049,0.18212924897670746
93,0.06151724,0.2067814,"('dominating', 'dominated')",-0.11830312,0.12986481,1.0385966,1.0270972,-1.2408098,-0.70492834,-0.06474976241588593,0.16470377147197723,0.22945353388786316
23,0.051588565,0.102541745,"('hospitable', 'inhospitable')",1.6012907,1.2586393,0.045602858,-0.072576344,1.1858441,1.118948,0.7210814952850342,0.6018881797790527,-0.11919331550598145
25,0.034825295,-0.22911778,"('moral', 'immoral')",-0.4855483,-0.6951039,-0.35382932,-0.41679206,-1.4564099,-1.4396524,-0.5652405619621277,-0.6951665282249451,-0.12992596626281738
20,0.015559733,0.13530844,"('popular', 'unpopular')",-0.30256376,0.061302766,-0.43265462,-0.544796,1.8974743,1.6604376,0.2944539189338684,0.3280631899833679,0.03360927104949951
64,-0.013835311,-0.1583941,"('clever', 'incompetent')",-1.1681681,-1.240598,-0.21611145,-0.17537993,-1.4687406,-1.580534,-0.7167138457298279,-0.7887265086174011,-0.07201266288757324
89,-0.00011880696,0.0025663674,"('daring', 'anxious')",-0.5769225,-0.6822485,-0.24680209,-0.25916708,-1.1694336,-1.3868266,-0.49831923842430115,-0.5814189910888672,-0.08309975266456604
