,federal_male,federal_female,tuple,realty_male,realty_female,investment_male,investment_female,tr_male,tr_female,new_male,new_female,average_male,average_female,female-male
44,-1.5944886,-1.6180571,"('truthful', 'untruthful')",-1.5651634,-1.5053582,-1.9686697,-1.9411016,-0.116623014,0.01886101,-0.44683415,-0.3493275,-1.1383557319641113,-1.078996753692627,0.059358978271484286
32,-1.5714093,-1.5713046,"('benevolent', 'hardhearted')",-1.3623976,-1.1204954,-1.6929466,-1.696991,-1.6699773,-1.5413264,-0.5565795,-0.20947967,-1.370662021636963,-1.2279194831848144,0.14274253845214857
41,1.5386815,1.6846861,"('incorrupt', 'corrupt')",-0.30335188,-0.48246837,1.3872805,1.2366148,0.19935048,0.61383444,2.200282,2.1927314,1.0044485092163087,1.049079704284668,0.04463119506835933
49,-1.4958156,-1.6286287,"('responsible', 'irresponsible')",0.21527547,0.3509047,-1.5930113,-1.5894082,-0.8189963,-0.81598985,-1.0568249,-1.0981494,-0.9498744964599609,-0.9562542915344239,-0.006379795074462957
7,1.493381,1.3209264,"('outgoing', 'distant')",-0.12374985,-0.43210706,-0.7208612,-1.1744939,0.173475,0.29805282,0.8801502,0.5827791,0.34047904014587405,0.11903147697448731,-0.22144756317138675
101,-1.434113,-1.1484758,"('successful', 'unsuccessful')",-2.0314605,-1.7341024,-2.0918365,-1.8635253,-0.35645944,-0.28660625,-0.6508886,-0.41667444,-1.31295166015625,-1.0898768424987793,0.22307481765747084
12,-1.4054384,-1.4107788,"('sympathetic', 'unsympathetic')",0.7312201,1.0213859,-1.1694846,-1.1240231,-0.5599981,-0.67002106,-1.2802973,-1.1208498,-0.736799669265747,-0.6608573436737061,0.07594232559204095
48,1.3219316,1.173783,"('reliable', 'unreliable')",0.45879626,0.37287486,1.5014043,1.2434515,2.2484648,2.4156241,1.1541629,1.1235613,1.3369519233703613,1.2658589363098145,-0.07109298706054679
82,1.2691029,1.5065176,"('industrious', 'meek')",-1.2650739,-1.4612268,-0.98453885,-1.0791885,0.635033,0.7721036,1.3513242,1.312031,0.20116949081420898,0.21004738807678222,0.008877897262573237
25,-1.2124597,-1.1300939,"('moral', 'immoral')",-0.19231248,0.08382666,-1.5071306,-1.5299188,-0.28836212,-0.52895224,-1.4564099,-1.4396524,-0.9313349723815918,-0.9089581489562988,0.022376823425293013
11,-1.2109375,-1.2346427,"('caring', 'unaffectionate')",-0.51225245,-0.4978308,-2.1031127,-2.0286374,-1.3694226,-1.269104,-0.39734697,-0.45263273,-1.118614387512207,-1.0965696334838868,0.02204475402832018
61,1.2098491,1.4278775,"('rational', 'irrational')",-0.085769325,-0.17115673,0.5544341,0.6154736,-0.2876762,0.26580122,1.4804657,1.715029,0.5742607116699219,0.770604944229126,0.19634423255920408
80,1.1837134,1.4038092,"('independent', 'dependent')",1.4431875,1.394249,1.5323308,1.5121353,-0.13771707,0.14005166,0.56695527,0.6444183,0.9176939010620118,1.0189326286315918,0.10123872756958008
73,-1.1743107,-1.5171022,"('brilliant', 'incompetent')",-0.30516565,-0.18062246,-1.4920127,-1.5002117,0.11235124,-0.43695682,-1.3390191,-1.6772346,-0.8396313667297364,-1.0624256134033203,-0.22279424667358394
29,-1.1733589,-1.0288556,"('honest', 'immoral')",-0.43593788,-0.5452788,-1.30687,-1.3504297,-1.0933735,-1.1798854,-1.9729593,-2.176074,-1.196500015258789,-1.2561046600341796,-0.059604644775390625
9,-1.1457956,-1.1900508,"('sensitive', 'insensitive')",0.109021306,0.12044269,-1.4111667,-1.441447,-0.5891789,-0.8220423,-0.98445404,-0.92043555,-0.8043148040771484,-0.8507065773010254,-0.046391773223877
102,-1.1436167,-1.0539391,"('eminent', 'low')",-0.25041997,0.031371474,-0.15376586,-0.047383755,-0.85706437,-0.7263386,-0.2643765,-0.27766025,-0.5338486194610595,-0.41479005813598635,0.1190585613250732
47,-1.0907316,-1.1005481,"('forgiving', 'unforgiving')",0.14948693,0.37201464,-0.38173544,-0.25931948,-0.58615434,-0.44421798,-0.45840046,-0.068962395,-0.4735069751739502,-0.30020666122436523,0.17330031394958495
24,-1.079279,-0.93184865,"('thoughtful', 'rough')",-0.4712937,-0.46902108,-0.916942,-0.97487575,-0.82584685,-0.8439814,-0.80838597,-1.0449764,-0.8203495025634766,-0.8529406547546386,-0.03259115219116204
60,-1.0637562,-0.7483837,"('educated', 'uneducated')",0.17713025,0.35525352,-0.006665796,0.15108427,-0.27158582,-0.23042287,-0.794942,-0.4889455,-0.39196393489837644,-0.19228286743164064,0.1996810674667358
88,1.0511544,1.1113496,"('impulsive', 'meek')",0.18748216,0.060889065,0.09981327,-0.043853074,1.2766056,1.4858584,1.563556,1.8192687,0.8357222557067872,0.8867025375366211,0.05098028182983394
103,1.0444319,1.049362,"('traditional', 'modern')",1.5691384,1.5351954,1.135232,1.1496401,0.8077976,0.7436327,0.68126935,0.61791956,1.0475737571716308,1.0191498756408692,-0.028423881530761586
87,-1.0360029,-0.9204993,"('dedicated', 'undedicated')",0.16107309,0.3721897,-0.2509658,-0.23614573,-1.1590369,-0.8719412,-0.63571346,-0.37742674,-0.5841292381286621,-0.40676469802856446,0.17736454010009767
22,1.031141,0.9600861,"('welcoming', 'disagreeable')",0.74550974,0.606672,0.94701624,0.912692,0.65053654,0.7482986,0.5636344,0.47769773,0.7875676155090332,0.7410893440246582,-0.046478271484375
36,-1.0227361,-1.279262,"('tolerant', 'intolerant')",-0.2208719,0.05885586,-0.70447314,-0.51027,-1.238581,-1.5347162,-0.8488381,-0.593192,-0.8071001052856446,-0.7717168807983399,0.03538322448730469
45,-0.9896755,-1.2056177,"('cooperative', 'exploitative')",0.071079366,0.10853165,0.33993337,0.33040783,-0.66308105,-1.0313259,-1.0277846,-0.9165996,-0.45390567779541013,-0.542920732498169,-0.08901505470275883
18,-0.97040206,-0.96273154,"('social', 'asocial')",0.16069043,0.40841657,-0.7134417,-0.62316716,-0.82327956,-0.9190462,-1.5692225,-1.306341,-0.7831310749053955,-0.680573844909668,0.10255722999572747
2,-0.9454286,-0.8480554,"('friendly', 'unfriendly')",1.1691437,1.4415648,-0.43117946,-0.31983066,-0.16717917,-0.21564321,-1.6722184,-1.4798024,-0.4093724250793457,-0.2843533754348755,0.1250190496444702
42,0.9137778,1.1440165,"('amicable', 'hostile')",-0.5600325,-0.6960401,0.29021782,0.25521564,0.10849279,0.40299952,1.8091202,1.8213055,0.5123152256011962,0.5854994297027588,0.07318420410156257
35,0.91374415,1.2678472,"('fair', 'unfair')",0.79886353,0.6737608,0.66166836,0.6227134,0.51615596,0.9132781,0.53877056,0.72886944,0.6858405113220215,0.8412937164306641,0.15545320510864258
56,0.9098099,0.98368555,"('intelligent', 'dumb')",1.1637865,1.0307493,0.15175052,-0.054219097,-0.10102005,0.34491494,0.690233,1.0119772,0.5629119873046875,0.6634215831756591,0.10050959587097164
1,-0.9076512,-0.68612105,"('friendly', 'unfriendly')",0.06664625,0.12697896,-1.8243599,-1.8305472,-2.3268895,-1.824622,0.03334117,0.025989413,-0.9917825698852539,-0.8376644134521485,0.15411815643310545
8,0.9046576,0.7505671,"('open', 'distant')",0.110301614,-0.30540773,-0.5488081,-0.9841908,-0.22786316,0.061625063,1.1676544,0.7915691,0.28118846416473386,0.0628325343132019,-0.21835592985153196
92,-0.8519329,-0.89363813,"('unwavering', 'wavering')",-0.75182426,-0.8784243,-0.26960135,-0.4167964,0.38535595,0.56130993,1.0242958,0.81975317,-0.09274134635925294,-0.1615591287612915,-0.06881778240203856
85,-0.83071697,-0.9238111,"('ambitious', 'unambitious')",-0.4045884,-0.16588873,-0.9472899,-0.9630163,0.13787967,0.17810583,0.013987601,0.106343,-0.4061456203460693,-0.3536534309387207,0.05249218940734862
97,-0.82097673,-0.73673403,"('superior', 'inferior')",0.43931592,0.49936306,-0.18650913,-0.31108224,-1.0453211,-0.72959614,-0.99121296,-0.8188501,-0.5209407806396484,-0.41937990188598634,0.1015608787536621
54,0.7877686,0.6044058,"('smart', 'stupid')",0.17410836,0.032630302,-0.846033,-1.106767,0.1900239,0.03145808,0.84912705,0.60384494,0.23099899291992188,0.033114421367645266,-0.19788457155227662
71,-0.77473843,-1.0242354,"('efficient', 'inefficient')",0.06552756,0.08039522,-0.74845207,-0.7336076,0.24338281,-0.19360179,-1.2771156,-1.4559102,-0.49827914237976073,-0.6653919696807862,-0.16711282730102545
96,-0.76794386,-0.6151446,"('powerful', 'powerless')",-0.8980093,-0.66099507,-1.2377443,-1.1789765,0.48773533,0.4259463,-0.45298013,-0.42514718,-0.5737884521484375,-0.49086341857910154,0.082925033569336
89,-0.76213485,-0.77362704,"('daring', 'anxious')",0.02377206,0.092077404,0.2907448,0.37745044,0.38254642,0.0340818,-1.1694336,-1.3868266,-0.2469010353088379,-0.33136882781982424,-0.08446779251098635
90,0.694842,0.5877377,"('motivated', 'unmotivated')",0.6507741,0.49814925,-0.36240795,-0.54503775,1.3107984,0.9934745,-0.115985096,-0.5120882,0.43560428619384767,0.2044471025466919,-0.23115718364715576
99,-0.68597484,-0.5868617,"('prestigious', 'insignificant')",-1.0191991,-1.1400995,-0.9320009,-0.9795121,-1.246484,-0.8581003,0.7842057,0.64763576,-0.6198906421661377,-0.5833876132965088,0.03650302886962886
109,0.67090094,0.7542914,"('conservative', 'liberal')",0.32794982,0.5144758,0.0019270033,0.17034438,0.308141,0.20912798,-1.097023,-1.0688727,0.042379140853881836,0.11587338447570801,0.07349424362182617
108,0.67090094,0.7542914,"('conservative', 'liberal')",0.32794982,0.5144758,0.0019270033,0.17034438,0.308141,0.20912798,-1.097023,-1.0688727,0.042379140853881836,0.11587338447570801,0.07349424362182617
77,0.6338274,0.74560165,"('active', 'inactive')",-0.017790616,-0.05607921,-1.1645268,-1.290625,0.6898656,1.085112,0.7132806,0.8810775,0.17093123197555543,0.27301740646362305,0.10208617448806762
51,-0.62664187,-0.66342795,"('competent', 'incompetent')",0.4771705,0.765983,-0.16610774,0.010777384,0.35758114,0.3284385,0.07464939,0.2558064,0.023330283164978028,0.1395154595375061,0.11618517637252808
15,0.61251223,0.74484754,"('polite', 'impolite')",0.31144494,0.6483303,0.071725845,0.29107273,0.3033737,0.45185897,-0.60293305,-0.018667951,0.13922474384307862,0.42348828315734866,0.28426353931427006
106,-0.5860225,-0.22907911,"('conventional', 'unconventional')",1.0736599,1.151104,0.07473412,0.26087472,0.081336945,0.30471593,1.2797227,0.963664,0.3846862316131592,0.49025592803955076,0.10556969642639158
14,0.5840872,0.5081971,"('supportive', 'unsupportive')",0.05652401,-0.047385722,-0.5370847,-0.6355531,1.4484351,1.3520641,-0.059206426,-0.05194989,0.2985510349273682,0.22507450580596924,-0.07347652912139893
98,-0.5830518,-0.75035673,"('prestigious', 'insignificant')",-0.7334172,-0.9172858,-0.82224417,-0.94924736,-0.6791264,-0.65350634,0.27524158,0.15429056,-0.5085196018218994,-0.6232211112976074,-0.11470150947570801
4,-0.55526435,-0.61969256,"('likable', 'unlikable')",-1.0254067,-1.0662177,-2.454916,-2.6216233,-0.42719272,-0.27470803,0.38617718,0.37986428,-0.8153205871582031,-0.8404753684997559,-0.0251547813415528
67,-0.5292207,-0.47052065,"('discriminating', 'undiscriminating')",-0.031636715,0.21273503,-1.3356351,-1.4180295,-0.27154955,-0.2120595,0.70384866,0.7983501,-0.29283866882324217,-0.2179049015045166,0.07493376731872556
59,-0.5219839,-0.30706272,"('skillful', 'clumsy')",-0.890504,-0.88323206,0.1925452,0.24876514,0.1753806,0.41988087,1.3879981,1.4707971,0.06868717670440674,0.1898296594619751,0.12114248275756836
10,-0.52134067,-0.49450466,"('affectionate', 'unaffectionate')",-0.3623502,-0.21076334,-0.8812555,-0.8241315,-1.2470827,-0.8761436,0.7698784,0.8342984,-0.44843015670776365,-0.31424894332885744,0.1341812133789062
52,-0.4908033,-0.47389847,"('competitive', 'uncompetitive')",0.93624514,1.1852238,-0.92979276,-0.74993724,0.47817534,0.44514328,-0.82447207,-0.5201275,-0.16612952947616577,-0.022719216346740723,0.14341031312942504
70,0.4902272,0.48344654,"('wise', 'unwise')",0.42328328,0.37463456,1.4261808,1.3770764,1.4428263,1.5076976,1.675778,1.6813757,1.0916590690612793,1.0848461151123048,-0.0068129539489745206
20,-0.48925152,-0.23955044,"('popular', 'unpopular')",-0.84764135,-0.7968675,-0.037527256,0.09767843,0.07422012,0.71720695,1.8974743,1.6604376,0.11945486068725586,0.2877810001373291,0.16832613945007324
68,-0.47506028,-0.62064695,"('clever', 'inept')",-0.4196533,-0.434494,-1.6254711,-1.7268968,-0.4096519,-0.73073435,-0.6454199,-0.8717228,-0.7150513172149658,-0.8768989562988281,-0.16184763908386224
5,-0.46861756,-0.40140882,"('pleasant', 'repellent')",0.88935554,0.921463,-0.17888528,-0.14982605,0.3989367,0.14583533,-0.097297505,-0.30082503,0.10869837999343872,0.043047696352005005,-0.06565068364143371
26,0.42310154,0.4105608,"('trustworthy', 'untrustworthy')",0.9989512,1.2153754,0.719434,0.78339833,0.053558484,0.19689311,-0.7467338,-0.48269907,0.2896622896194458,0.42470574378967285,0.13504345417022706
104,-0.41793513,-0.20854574,"('conventional', 'unconventional')",0.782843,0.8616514,-0.8855274,-0.75488937,-0.6364105,-0.2418209,0.09214801,-0.08103579,-0.21297638416290282,-0.08492807745933532,0.12804830670356748
83,-0.4029233,-0.57166785,"('energetic', 'lethargic')",0.7704139,0.97155845,-0.7545348,-0.7686044,-0.27960944,-0.51788485,-0.80170095,-0.6726756,-0.29367091655731203,-0.31185483932495117,-0.018183922767639138
55,-0.35923022,-0.275756,"('intelligent', 'unintelligent')",0.011034071,0.15020132,-0.50020486,-0.35523698,-0.33705693,-0.37326005,-0.3138889,-0.4464134,-0.29986937046051027,-0.26009302139282225,0.03977634906768801
57,-0.35683438,-0.32705563,"('able', 'unable')",0.5102757,0.46395874,-0.21980655,-0.23023319,-0.17211495,-0.3603319,-0.46497375,-0.62447196,-0.14069077968597413,-0.21562678813934327,-0.07493600845336915
64,-0.33883822,-0.27470732,"('clever', 'incompetent')",0.699427,0.88634133,-0.5219465,-0.3343835,-0.36754367,-0.61098593,-1.4687406,-1.580534,-0.3995283842086792,-0.38285388946533205,0.016674494743347146
43,-0.33414862,-0.30686176,"('genuine', 'fake')",0.29627696,0.34579623,-0.5104358,-0.46403164,-0.47304094,-0.5868477,0.3768835,0.38788807,-0.12889299392700196,-0.12481136322021484,0.004081630706787118
94,0.32738617,0.42583343,"('aggressive', 'submissive')",0.6944771,0.90396845,-1.175735,-1.1678472,0.24671686,0.05661246,-0.6174553,-0.32319823,-0.10492204427719116,-0.02092620134353638,0.08399584293365478
33,-0.32654697,-0.25286883,"('softhearted', 'hardhearted')",0.36289978,0.26921707,-0.39420396,-0.42515552,-1.3279364,-1.2254462,-0.62816787,-0.6920396,-0.46279106140136717,-0.4652585983276367,-0.0024675369262695535
0,-0.26327255,-0.031811,"('sociable', 'unsociable')",-0.068355024,0.39934725,-0.27865285,0.028938338,-0.4155916,-0.06989336,-0.76800233,-0.5637635,-0.35877485275268556,-0.04743645191192627,0.3113384008407593
110,0.2435655,0.14287817,"('narrow-minded', 'open-minded')",0.09413842,-0.04405807,1.4018503,1.4456851,-0.57183355,-0.7897914,-0.38863587,-0.16592145,0.15581698417663575,0.11775847673416137,-0.03805850744247438
107,-0.23902142,-0.37138295,"('conventional', 'modern')",0.6197634,0.71828294,1.2845271,1.4572754,1.2830708,1.5445855,1.0958123,1.6039909,0.808830451965332,0.9905503273010254,0.18171987533569345
84,-0.2339856,-0.12449245,"('self-confident', 'diffident')",-1.1995384,-1.3781625,-1.3108633,-1.336909,-0.44885778,-0.06772286,-0.24383731,-0.37390593,-0.6874164581298828,-0.6562385082244873,0.031177949905395574
30,-0.22224453,-0.28450257,"('honest', 'dishonest')",-0.41056505,-0.3693889,-1.7457337,-1.7239826,-0.4047576,-0.24166685,-0.46290857,-0.09674831,-0.6492418766021728,-0.5432578086853027,0.1059840679168701
19,0.21799773,0.24644935,"('funny', 'boring')",-1.370415,-1.2082286,-0.25908208,-0.3489743,-0.5098087,-0.3131851,-0.057115197,0.104435325,-0.3956846475601196,-0.30390067100524903,0.09178397655487058
62,-0.19143862,-0.22281244,"('creative', 'uncreative')",0.14392328,0.12884319,-1.5122533,-1.5159684,-1.3139954,-1.1735966,-0.56264377,-0.6173538,-0.6872815608978271,-0.6801775932312012,0.00710396766662591
91,0.17930026,0.27469411,"('resilient', 'nonresilient')",-0.15117493,-0.34723848,-0.5944466,-0.6308763,0.18542999,0.4966182,0.2389951,-0.08850193,-0.028379231691360474,-0.059060871601104736,-0.030681639909744263
17,0.17081767,0.5022304,"('social', 'antisocial')",-0.67966545,-0.36979645,-0.9951391,-0.8530721,-0.6921396,-0.465493,-0.42820126,-0.10149157,-0.5248655319213867,-0.2575245380401611,0.2673409938812256
31,0.16969875,0.32388747,"('altruistic', 'egoistic')",-0.06818955,-0.1270433,-0.46035758,-0.5092003,-0.8367604,-0.65922284,0.63122517,0.40067068,-0.11287673711776733,-0.11418166160583496,-0.001304924488067627
21,0.16020095,0.113242865,"('nice', 'nasty')",-0.8937873,-1.1069968,0.37263608,0.35051388,1.3739547,1.5116658,0.35453856,0.31382322,0.2735085725784302,0.23644981384277344,-0.037058758735656755
100,-0.13694489,0.0963909,"('influential', 'uninfluential')",1.1489499,1.5699314,-0.445138,-0.25258744,-0.5028808,-0.3877483,-0.52025104,-0.49207926,-0.09125297069549561,0.10678143501281738,0.198034405708313
69,0.11209911,0.0605644,"('wise', 'foolish')",-0.5515104,-0.7010772,0.04952857,0.058275267,-0.24113719,-0.058104128,0.5438058,0.65526724,-0.017442822456359863,0.0029851198196411133,0.020427942276000977
23,-0.099425435,-0.026316226,"('hospitable', 'inhospitable')",0.10350132,-0.007963419,0.7296435,0.5965997,0.35064042,0.55032283,1.1858441,1.118948,0.4540408134460449,0.4463181495666504,-0.00772266387939452
76,-0.09886508,-0.17775422,"('secure', 'insecure')",1.1064713,1.2779863,0.22492097,0.2671644,0.1343779,-0.19308227,-0.46814716,-0.3669712,0.17975161075592042,0.16146861314773558,-0.01828299760818483
105,-0.0878343,-0.09140378,"('conventional', 'modern')",-0.21442044,-0.24335241,-0.3201897,-0.35119945,-0.6090925,-0.5094634,0.8306431,0.5736888,-0.08017874956130981,-0.12434605360031128,-0.04416730403900147
39,0.08736217,0.2796842,"('right', 'wrong')",-0.77208984,-0.7996961,-0.77057946,-0.7626995,-0.24626344,0.009914309,0.26922962,0.41019645,-0.2864681720733643,-0.17252013683319092,0.11394803524017336
16,0.07508991,0.16690674,"('social', 'antisocial')",-0.12253357,0.20126432,-1.2349323,-1.056303,-0.02030801,-0.2763795,-0.8021402,-0.50254613,-0.42096481323242185,-0.2934114933013916,0.12755331993103025
93,-0.070079595,0.042366326,"('dominating', 'dominated')",0.5078784,0.7106538,-0.2081298,0.011155009,0.073146254,-0.005456373,-1.2408098,-0.70492834,-0.18759889602661134,0.01075807809829712,0.19835697412490846
79,-0.042158812,0.068271965,"('determined', 'doubtful')",-0.91097164,-0.7821896,-0.10630342,-0.11139102,0.1043987,0.48137695,0.31559122,0.37995023,-0.12788879871368408,0.007203710079193115,0.1350925087928772
72,0.0110581815,0.12214559,"('logical', 'illogical')",0.01951404,0.049612433,-1.6971085,-1.6224278,-1.134733,-0.7471087,-0.42463043,-0.11634571,-0.6451799392700195,-0.46282482147216797,0.18235511779785152
