,weatherford_male,weatherford_female,tuple,international_male,international_female,average_male,average_female,female-male
55,0.1650766,0.18790732,"('intelligent', 'unintelligent')",-1.1294755,-0.8415381,-0.48219943046569824,-0.3268153667449951,0.15538406372070312
36,0.1650046,-0.10151163,"('tolerant', 'intolerant')",-1.4221469,-1.1436408,-0.6285711526870728,-0.6225761771202087,0.005994975566864014
9,-0.14169285,-0.32518595,"('sensitive', 'insensitive')",-1.1136655,-0.8509408,-0.627679169178009,-0.5880633592605591,0.03961580991744995
87,0.14011145,0.095940694,"('dedicated', 'undedicated')",-1.5840076,-1.4616315,-0.7219480872154236,-0.682845413684845,0.03910267353057861
42,0.12479973,0.5743787,"('amicable', 'hostile')",0.34724063,0.20905173,0.23602017760276794,0.39171522855758667,0.15569505095481873
106,0.1207909,0.1119656,"('conventional', 'unconventional')",-0.23191574,-0.030936249,-0.055562421679496765,0.04051467403769493,0.0960770957171917
26,-0.11545402,0.060520366,"('trustworthy', 'untrustworthy')",-0.26996118,-0.11237903,-0.1927075982093811,-0.02592933177947998,0.16677826642990112
100,-0.11347538,0.11572787,"('influential', 'uninfluential')",-0.82501674,-0.46806818,-0.4692460596561432,-0.17617015540599823,0.29307590425014496
85,0.09886977,0.07155806,"('ambitious', 'unambitious')",0.21648605,0.21595848,0.15767791867256165,0.14375826716423035,-0.013919651508331299
59,-0.08660786,0.079213545,"('skillful', 'clumsy')",-0.2745158,-0.1149542,-0.1805618405342102,-0.017870329320430756,0.16269151121377945
47,0.08527046,0.1576898,"('forgiving', 'unforgiving')",-0.67771614,-0.5561573,-0.29622283577919006,-0.199233740568161,0.09698909521102905
19,0.083902866,0.29194385,"('funny', 'boring')",-0.052633524,0.0795832,0.015634670853614807,0.18576352298259735,0.17012885212898254
24,0.08109146,-0.036510885,"('thoughtful', 'rough')",-1.3453565,-1.2281961,-0.6321325302124023,-0.6323535442352295,-0.00022101402282714844
8,0.060966283,0.2449056,"('open', 'distant')",0.50583357,-0.00076802075,0.28339993953704834,0.12206879258155823,-0.1613311469554901
38,0.054562166,0.17169388,"('kind', 'unkind')",-1.8160008,-1.3723699,-0.8807193040847778,-0.6003379821777344,0.28038132190704346
52,-0.052560955,-0.04527943,"('competitive', 'uncompetitive')",-0.823648,-0.44145668,-0.43810445070266724,-0.24336805939674377,0.19473639130592346
49,0.05200389,-0.08044517,"('responsible', 'irresponsible')",-1.7443471,-1.6050742,-0.8461716175079346,-0.8427596688270569,0.0034119486808776855
73,0.051679276,-0.34069622,"('brilliant', 'incompetent')",-1.6141058,-1.5568221,-0.7812132835388184,-0.948759138584137,-0.1675458550453186
12,0.030610174,0.08161581,"('sympathetic', 'unsympathetic')",-1.2716076,-0.97232556,-0.6204987168312073,-0.4453548789024353,0.17514383792877197
96,0.024739861,-0.11421688,"('powerful', 'powerless')",-0.87530464,-0.73072636,-0.42528238892555237,-0.4224716126918793,0.0028107762336730957
83,0.021270126,-0.0635922,"('energetic', 'lethargic')",-0.89610374,-0.7211351,-0.43741679191589355,-0.39236363768577576,0.0450531542301178
61,0.01315105,0.4665534,"('rational', 'irrational')",1.2416413,1.0383806,0.6273961663246155,0.7524670362472534,0.12507086992263794
